sl_100_5400_20240711 Coordinates.csv
2024/07/11 07:47:00.0000 UTC

Generated: Tue Oct  8 15:33:57 2024,
Start: 2024/07/11 07:47:00.00, Stop: 2024/07/11 09:17:00.00,
TIME_UNITS,STARLINK-2647 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-30995 - X-Coordinate,STARLINK-31604 - X-Coordinate,STARLINK-5909 - X-Coordinate,STARLINK-1052 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-2605 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-5934 - X-Coordinate,STARLINK-1213 - X-Coordinate,STARLINK-1618 - X-Coordinate,STARLINK-2530 - X-Coordinate,STARLINK-30859 - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-6363 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-30914 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-5953 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-2155 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-6066 - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-4162 - X-Coordinate,STARLINK-2385 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-11238 [DTC] - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-6069 - X-Coordinate,STARLINK-2645 - X-Coordinate,STARLINK-5621 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-30963 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-4371 - X-Coordinate,STARLINK-3318 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-31830 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-3849 - X-Coordinate,STARLINK-30374 - X-Coordinate,STARLINK-31676 - X-Coordinate,STARLINK-6092 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-32277 - X-Coordinate,STARLINK-4299 - X-Coordinate,STARLINK-30108 - X-Coordinate,STARLINK-31972 - X-Coordinate,STARLINK-30271 - X-Coordinate,STARLINK-5265 - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-2595 - X-Coordinate,STARLINK-3954 - X-Coordinate,STARLINK-31782 - X-Coordinate,STARLINK-3942 - X-Coordinate,STARLINK-31241 - X-Coordinate,STARLINK-2043 - X-Coordinate,STARLINK-30570 - X-Coordinate,STARLINK-5363 - X-Coordinate,STARLINK-32148 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-1571 - X-Coordinate,STARLINK-31372 - X-Coordinate,STARLINK-4641 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-2380 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-4722 - X-Coordinate,STARLINK-30077 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-5906 - X-Coordinate,STARLINK-2626 - X-Coordinate,STARLINK-6237 - X-Coordinate,STARLINK-3343 - X-Coordinate,STARLINK-11165 [DTC] - X-Coordinate,STARLINK-31856 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-4782 - X-Coordinate,STARLINK-30539 - X-Coordinate,STARLINK-4352 - X-Coordinate,STARLINK-6071 - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-31494 - X-Coordinate,STARLINK-1043 - X-Coordinate,STARLINK-31085 - X-Coordinate,STARLINK-3315 - X-Coordinate,STARLINK-3874 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2647 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-30995 - Y-Coordinate,STARLINK-31604 - Y-Coordinate,STARLINK-5909 - Y-Coordinate,STARLINK-1052 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-2605 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-5934 - Y-Coordinate,STARLINK-1213 - Y-Coordinate,STARLINK-1618 - Y-Coordinate,STARLINK-2530 - Y-Coordinate,STARLINK-30859 - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-6363 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-30914 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-5953 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-2155 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-6066 - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-4162 - Y-Coordinate,STARLINK-2385 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-11238 [DTC] - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-6069 - Y-Coordinate,STARLINK-2645 - Y-Coordinate,STARLINK-5621 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-30963 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-4371 - Y-Coordinate,STARLINK-3318 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-31830 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-3849 - Y-Coordinate,STARLINK-30374 - Y-Coordinate,STARLINK-31676 - Y-Coordinate,STARLINK-6092 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-32277 - Y-Coordinate,STARLINK-4299 - Y-Coordinate,STARLINK-30108 - Y-Coordinate,STARLINK-31972 - Y-Coordinate,STARLINK-30271 - Y-Coordinate,STARLINK-5265 - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-2595 - Y-Coordinate,STARLINK-3954 - Y-Coordinate,STARLINK-31782 - Y-Coordinate,STARLINK-3942 - Y-Coordinate,STARLINK-31241 - Y-Coordinate,STARLINK-2043 - Y-Coordinate,STARLINK-30570 - Y-Coordinate,STARLINK-5363 - Y-Coordinate,STARLINK-32148 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-1571 - Y-Coordinate,STARLINK-31372 - Y-Coordinate,STARLINK-4641 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-2380 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-4722 - Y-Coordinate,STARLINK-30077 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-5906 - Y-Coordinate,STARLINK-2626 - Y-Coordinate,STARLINK-6237 - Y-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-11165 [DTC] - Y-Coordinate,STARLINK-31856 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-4782 - Y-Coordinate,STARLINK-30539 - Y-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-6071 - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-31494 - Y-Coordinate,STARLINK-1043 - Y-Coordinate,STARLINK-31085 - Y-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-3874 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2647 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-30995 - Z-Coordinate,STARLINK-31604 - Z-Coordinate,STARLINK-5909 - Z-Coordinate,STARLINK-1052 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-2605 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-5934 - Z-Coordinate,STARLINK-1213 - Z-Coordinate,STARLINK-1618 - Z-Coordinate,STARLINK-2530 - Z-Coordinate,STARLINK-30859 - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-6363 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-30914 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-5953 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-2155 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-6066 - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-4162 - Z-Coordinate,STARLINK-2385 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-11238 [DTC] - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-6069 - Z-Coordinate,STARLINK-2645 - Z-Coordinate,STARLINK-5621 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-30963 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-4371 - Z-Coordinate,STARLINK-3318 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-31830 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-3849 - Z-Coordinate,STARLINK-30374 - Z-Coordinate,STARLINK-31676 - Z-Coordinate,STARLINK-6092 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-32277 - Z-Coordinate,STARLINK-4299 - Z-Coordinate,STARLINK-30108 - Z-Coordinate,STARLINK-31972 - Z-Coordinate,STARLINK-30271 - Z-Coordinate,STARLINK-5265 - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-2595 - Z-Coordinate,STARLINK-3954 - Z-Coordinate,STARLINK-31782 - Z-Coordinate,STARLINK-3942 - Z-Coordinate,STARLINK-31241 - Z-Coordinate,STARLINK-2043 - Z-Coordinate,STARLINK-30570 - Z-Coordinate,STARLINK-5363 - Z-Coordinate,STARLINK-32148 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-1571 - Z-Coordinate,STARLINK-31372 - Z-Coordinate,STARLINK-4641 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-2380 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-4722 - Z-Coordinate,STARLINK-30077 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-5906 - Z-Coordinate,STARLINK-2626 - Z-Coordinate,STARLINK-6237 - Z-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-11165 [DTC] - Z-Coordinate,STARLINK-31856 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-4782 - Z-Coordinate,STARLINK-30539 - Z-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-6071 - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-31494 - Z-Coordinate,STARLINK-1043 - Z-Coordinate,STARLINK-31085 - Z-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-3874 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3998.0950,5485.6717,5969.5320,2940.4760,-830.9147,-2188.9798,4796.3408,3557.6972,-6699.3235,-3429.7496,-2433.6230,1160.0066,-2761.3565,5160.9686,-3858.0331,5525.4357,-3988.1572,3881.0239,3561.6884,1489.8442,-3198.8506,5340.8813,227.2664,-459.8141,4324.8206,-2483.4946,-3714.1554,-2550.0086,3394.2885,6029.2670,6265.5101,-6178.6498,-5541.9030,-5350.6333,1629.2939,-6503.3906,1440.4300,-5388.9517,-34.1304,4682.8217,-2487.6210,-678.0743,4978.9372,2779.9571,3892.0747,6726.3408,-4962.2885,-4131.3375,-5466.7447,6610.0547,301.8977,-4768.5630,5603.5043,1444.3193,-4518.8531,5063.1220,-6440.5289,-5678.6562,-229.0989,-124.5201,-324.1394,-698.6529,-3904.1626,2554.1411,-490.4536,-4028.6942,3033.1406,-3555.2430,554.8669,-5256.4005,4950.7766,4101.2187,-5895.4205,-4790.9889,-5091.3384,5686.1642,1675.8267,261.6588,6393.4480,-4392.9371,3345.3438,-6434.7018,4884.6846,-5583.3301,3756.7692,2697.4892,-4765.4396,1555.7767,1995.2134,3173.1630,3794.5971,3959.6248,-5820.2043,-6618.4118,6745.4435,-2436.4813,-6607.5351,-4094.4061,6477.3856,6153.2520,236671.2169,244062.6986,237857.4984,231566.6306,239082.6152,235400.1230,238759.6460,235086.6494,-240535199.2568,-240546316.5593,-240548466.2863,-240526997.9252,235757.1227,-240535842.8931,3026.4398,2409.8873,-1716.7708,-5909.6814,-3207.5917,3570.3065,-2486.5134,5543.1489,-1636.8420,5960.4033,-3912.3673,-5491.8027,6347.4744,-3407.5798,-5630.5711,3821.9374,-3231.6296,-1656.7607,-5280.4970,-6671.6289,2648.7021,2076.5581,2520.2487,5388.0290,3527.8726,-4727.0121,-2403.9044,4507.7002,2435.3798,3175.9767,-2933.9684,2562.7360,314.2376,-4020.8674,-5563.3767,-2019.5162,2187.6503,1155.8232,2759.4071,-1951.1223,6221.8524,-5075.8359,-1904.0085,5231.8488,-3989.9963,-1605.7567,-2514.0331,-1735.3561,-1093.5894,841.6598,6355.6600,1500.9463,-1743.7992,-6644.1193,4635.1221,96.5770,65.3581,413.7300,-6688.9440,3362.3958,4267.7786,-5267.0576,-2923.9494,-5447.9909,-6505.4205,-4797.3685,6037.6162,-4863.5517,5172.8581,-1486.9180,2607.9322,842.9179,3222.8268,4956.1139,-3854.4559,412.0212,6321.1964,6152.1264,-1229.3707,1909.0639,781.1379,-1948.3161,4353.3089,-208.7578,1545.5186,5355.9899,847.1837,3970.2024,6454.9589,-3585.2504,3931.0133,3281.0691,-3692.6463,-1896.6536,44.2583,4583.1067,1628.0050,-4151.7388,2210.7887,2807.5505,323586.1051,335927.3210,320408.7318,322688.4061,319989.6427,321554.0404,329345.1888,325421.7407,19790140.8480,19776055.6446,19781775.7503,19771973.6616,325789.7772,19773842.6898,-4788.5274,-3482.9104,2915.2563,-1747.3629,-6117.1726,5435.5716,4225.6800,-2162.3439,-571.1930,914.4309,5060.7618,4071.5543,216.6809,-3149.8324,718.1118,1746.8601,4656.7623,-5258.3159,-2801.2936,306.2929,5526.3096,-3917.1662,6464.5330,4322.7364,-4108.0857,4393.6116,5322.1021,-4621.2312,5506.5483,1191.4367,343.0159,1353.5429,3991.1119,1312.2388,-3426.9186,-450.4442,6428.3494,4188.6497,-6387.5342,-4567.7513,1789.0931,-4657.4912,4439.5471,3565.7109,-4109.4146,214.5638,-4162.6103,5178.4207,4122.4722,1855.4547,-2770.1318,4633.6372,3692.0911,-1285.9442,-2169.1958,-4718.3691,2575.3310,-3764.6574,1412.8478,6073.3597,-5450.9449,4437.4014,4906.2600,3207.7729,-2314.6404,2801.9630,1547.4631,-3445.2105,4580.8450,4082.0103,-3916.9594,-5527.5639,-1362.8682,-616.0845,2517.3739,3929.0494,-2269.5756,3152.1316,-2403.1460,-4998.0551,-6049.3829,-1654.3207,2296.9470,4073.3258,-5395.4931,3253.1724,-4965.5156,5450.7982,1085.7905,4986.0001,4266.6088,-4673.5230,773.8806,-691.2358,-1543.7332,4417.2435,-1309.5992,3752.0012,-1020.2496,1453.6639,35188.2942,37422.0421,33783.0428,42442.9007,39276.3926,28640.1917,29986.1977,37459.2558,77441286.6059,77443209.0812,77429849.1439,77428536.3300,35871.5470,77428984.7222,
300.000,4202.6123,6528.3764,5756.7100,1453.2597,-2591.4584,-120.3873,4125.0454,4738.7037,-6792.4293,-1855.5644,-3561.5799,-203.3092,-1547.7970,3490.5685,-4821.9536,4517.5286,-4955.2099,2416.8686,2322.2639,215.4231,-1800.5336,6309.3434,2205.8191,1069.1376,4431.9254,-3404.4707,-4162.5533,-477.1785,4681.6574,6567.0693,5528.2397,-5716.1413,-6067.5181,-6232.1443,-102.8501,-6713.6364,3496.9909,-3932.4854,1795.9958,3408.1918,-778.6867,-2236.9498,3555.4639,4290.1646,3233.4215,6170.1381,-5632.8838,-4084.9378,-5054.2890,6908.4723,1921.1155,-3800.1509,4229.1184,102.4268,-2970.4105,3990.1273,-6630.8706,-4673.6704,-1459.9686,1467.8260,1807.7592,-2390.7507,-4146.2393,586.7838,-1778.2370,-5454.2235,3820.2404,-4466.0243,2616.8194,-4568.6018,6186.2881,4516.5524,-4690.6854,-3801.5219,-5426.0461,6390.3733,2964.6894,1608.9893,5309.5293,-4212.0524,2183.1133,-6080.1023,5369.3667,-4491.0117,4292.2097,4159.7632,-5042.0780,3306.5490,2984.5478,2206.6202,4685.2091,2303.7877,-6485.1044,-6452.0502,6027.6399,-704.8962,-6313.0377,-5613.3269,6302.3850,6695.2729,230132.9854,237035.5897,230771.8824,224605.3305,232168.5180,228463.9025,231727.2798,228617.6206,-240906424.1628,-240917302.7535,-240919950.1975,-240898052.0537,228794.8176,-240907145.4232,960.2547,1326.7884,-3396.0896,-5767.5053,-4013.9862,4274.4581,-4348.6912,5042.1809,-427.2767,6251.3730,-2075.9498,-6409.3073,6564.2399,-4362.0074,-4361.1126,3652.6426,-1304.5312,-3304.3901,-4728.6490,-6511.4362,4271.3526,472.6144,1534.7360,6160.3377,1588.1438,-2945.7954,-283.2145,5082.0680,743.0853,2090.0453,-3913.3536,3702.7431,1872.8646,-2766.1529,-4894.3894,-508.0148,1762.8426,2472.8497,3712.2884,-3710.2377,6150.5747,-3740.0121,-859.9358,5042.2378,-5502.0321,-2701.4467,-3431.2163,433.2237,956.4313,-372.1656,5440.2454,3444.7654,-3224.6538,-6255.3877,4909.5442,-1667.6891,1682.3172,2212.6866,-6672.4385,1893.0007,3846.5213,-5692.5990,-835.1385,-5384.8180,-6665.0132,-3918.3961,4828.2653,-3111.7856,5051.9794,361.7292,1551.7292,-1248.9234,3979.7925,5655.5623,-2046.3835,-1035.8981,6232.6933,5038.7374,-2666.7669,3811.5894,-1033.8794,-531.2896,2633.6715,1394.5288,-582.1533,5160.6083,2724.4970,2676.7802,5487.4261,-5235.5553,2014.4396,2526.6463,-2341.2541,-593.8238,-1202.5140,5686.2917,2810.9213,-3114.8299,864.7112,1712.6607,328983.0534,341094.3428,325292.2206,327684.9730,324908.1218,326422.2489,334276.5831,330363.5390,14534044.8354,14519788.0846,14525214.1432,14516433.8941,330736.1644,14517745.4085,-5431.0176,-1907.7295,1556.1876,-3356.2092,-5055.4331,5368.0043,3336.9189,-401.8122,1241.7514,2361.0797,5459.8918,2643.4910,-1581.0799,-4119.3837,2191.7614,3793.9515,4666.1842,-5357.2417,-4547.0811,2085.7113,5129.1744,-2853.6194,6401.7788,2976.4173,-5086.1729,5246.5711,5521.3030,-4703.9244,5031.1070,-622.6940,-1459.1179,-467.5578,2538.7578,-235.2107,-4625.5176,1103.1461,5733.6787,5130.1777,-5603.2904,-4606.9506,3104.2859,-5378.6149,5892.0092,2003.2881,-2686.9936,-1587.7353,-2179.4884,5478.3369,4647.5085,67.2339,-3858.0945,4489.5511,4446.0722,-2959.7509,-3701.0019,-5404.5987,1159.4833,-4456.5311,-404.4455,6516.5320,-5474.5485,3132.7093,5473.4668,4138.3647,-562.4556,1421.1667,3179.7083,-4306.4708,3961.1943,5047.3094,-2442.7227,-5111.4453,-3029.1959,1197.6683,3669.1687,2460.8072,-513.1322,4455.0003,-3587.9326,-3956.0790,-6523.4024,-3271.6308,3506.3081,5066.6618,-5182.1055,1624.5090,-3903.2315,5458.2496,2788.7705,3940.0482,4693.8459,-6050.0391,-771.6226,-2432.1204,-3181.6522,3692.7669,496.7252,2624.5161,-2726.6288,-353.6619,35085.2158,37285.7692,33690.3903,42209.9498,39309.0773,28660.7481,29654.5155,37454.2094,77443310.5945,77445660.6982,77432420.8021,77430021.5759,35735.8168,77431014.6993,
600.000,4054.6958,6925.7381,4978.5781,-214.1851,-4052.3169,1938.7797,3073.5039,5447.9784,-6212.6928,-84.1442,-4381.4298,-1518.4898,-164.6118,1484.4192,-5322.3838,3048.2472,-5482.7763,739.8194,805.5186,-1104.3687,-272.2046,6680.2529,3996.9072,2463.2581,4157.4342,-4045.7175,-4260.8414,1630.6862,5543.1217,6454.5408,4236.6305,-4658.4351,-5984.8407,-6479.2428,-1863.1477,-6242.2687,5205.7569,-2110.4782,3402.9717,1824.4159,1028.6898,-3623.5270,1709.8144,5359.9507,2284.0002,4996.6243,-5675.5857,-3683.6070,-4193.7805,6519.7865,3388.2697,-2485.5085,2464.6941,-1280.7733,-1093.5928,2566.8647,-6184.6288,-3223.9695,-2545.0930,2972.7967,3773.3454,-3820.9876,-4039.3951,-1460.0610,-2883.3320,-6329.0325,4264.4873,-4987.7046,4416.1289,-3452.6071,6783.2329,4541.8850,-2995.8359,-2423.7940,-5250.7318,6473.8177,3953.8912,2843.6333,3721.6833,-3656.7673,870.5450,-5141.2671,5364.8929,-2986.6208,4427.2919,5178.3371,-4859.5071,4766.4245,3698.6315,1064.9200,5166.4556,446.2800,-6525.8787,-5655.1333,4718.9375,1069.3248,-5391.4767,-6587.7250,5515.6020,6572.7874,223421.3366,229897.4262,223582.3413,217539.2444,225149.9757,221427.3395,224590.3520,222057.9090,-241162810.1785,-241173440.8636,-241176565.6876,-241154331.9362,221728.7055,-241163608.9428,-1206.4082,133.9568,-4724.7598,-5053.6392,-4469.5274,4602.1559,-5771.9037,4045.8007,838.6630,5951.7042,-53.3772,-6705.1791,6138.0174,-4935.5956,-2645.4297,3042.3160,728.3652,-4640.4005,-3741.0895,-5687.5204,5501.4881,-1152.0347,470.0634,6339.7734,-523.8012,-883.9449,1855.6701,5210.8655,-981.6387,789.8033,-4520.1935,4463.5517,3214.4425,-1227.3860,-3735.9595,1065.8718,1234.5962,3598.1598,4351.2290,-5119.8634,5502.9602,-2070.5692,203.5764,4369.2706,-6462.3486,-3546.1552,-4001.3408,2563.9788,2932.8484,-1548.1508,4016.6863,5054.1961,-4431.9458,-5258.2101,4713.4421,-3309.0635,3126.3849,3819.5638,-5968.3456,292.0280,3107.0342,-5579.2621,1339.7886,-4808.4802,-6164.3430,-2660.5121,3132.1749,-1062.2489,4479.2667,2209.5504,363.1710,-3198.7892,4363.2595,5801.6516,-17.7744,-2356.1302,5527.6015,3443.2862,-3880.4356,5323.7455,-2794.7934,970.7179,644.8012,2905.5328,-2628.4345,4444.3034,4310.6176,1168.5046,3950.3063,-6371.6976,-85.9145,1429.7800,-756.7581,793.5747,-2365.2714,6231.2219,3720.8381,-1801.7966,-594.8149,443.7162,334310.1985,346112.5884,330029.2642,332533.6546,329682.9053,331144.1405,339054.2530,335207.8067,9271166.1492,9256747.6820,9261853.6002,9254122.8727,335533.7435,9254861.6292,-5494.3372,-128.0405,25.3354,-4589.7022,-3459.3879,4710.1924,2079.8825,1401.7655,2920.8536,3555.2473,5253.1346,932.9134,-3209.1490,-4650.2499,3423.3854,5436.4540,4176.6981,-4835.3377,-5812.6213,3632.7591,4179.9939,-1485.7744,5660.0417,1310.5425,-5520.8247,5534.9384,5128.3753,-4286.0411,4013.8885,-2369.7758,-3104.7404,-2236.2512,803.4041,-1756.2573,-5285.7653,2532.7859,4430.3605,5521.3159,-4227.6194,-4131.0131,4087.4574,-5523.2937,6716.9785,224.9049,-976.0086,-3219.1216,35.5216,5171.9311,4676.0902,-1728.2562,-4534.9766,3841.1248,4724.8723,-4315.3058,-4818.8228,-5511.4571,-380.2594,-4649.9036,-2176.7140,6268.6790,-4913.5542,1491.5573,5452.8264,4603.9029,1250.2556,-116.3934,4471.3130,-4709.1288,2918.0821,5446.3341,-695.1378,-4150.0908,-4360.6811,2882.3665,4416.5390,728.3729,1298.5312,5278.4005,-4390.3725,-2489.3546,-6309.5762,-4537.8226,4340.6485,5514.4631,-4371.0544,-186.4696,-2423.9277,4880.2635,4181.2254,2469.5290,4619.4214,-6786.2816,-2234.6756,-3911.3634,-4477.5287,2553.1140,2249.7193,1216.4558,-4139.7897,-2122.9205,35005.5775,37149.1881,33601.6130,41971.9708,39338.1842,28686.7590,29328.8710,37312.8005,77445328.8033,77448102.3194,77434990.5984,77431511.4256,35600.0675,77433044.4566,
