sl_50_5400_20240808 Coordinates.csv
2024/08/08 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:36 2024,
Start: 2024/08/08 07:47:00.00, Stop: 2024/08/08 09:17:00.00,
TIME_UNITS,STARLINK-31709 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-2133 - X-Coordinate,STARLINK-3079 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-30842 - X-Coordinate,STARLINK-31233 - X-Coordinate,STARLINK-5642 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-31027 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-5681 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-31822 - X-Coordinate,STARLINK-1142 - X-Coordinate,STARLINK-30073 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-30285 - X-Coordinate,STARLINK-1323 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-3962 - X-Coordinate,STARLINK-5044 - X-Coordinate,STARLINK-5887 - X-Coordinate,STARLINK-11242 [DTC] - X-Coordinate,STARLINK-1553 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-3126 - X-Coordinate,STARLINK-30459 - X-Coordinate,STARLINK-3846 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-2228 - X-Coordinate,STARLINK-6283 - X-Coordinate,STARLINK-5648 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-30246 - X-Coordinate,STARLINK-4142 - X-Coordinate,STARLINK-5483 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-31939 - X-Coordinate,STARLINK-31796 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31709 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-2133 - Y-Coordinate,STARLINK-3079 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-30842 - Y-Coordinate,STARLINK-31233 - Y-Coordinate,STARLINK-5642 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-31027 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-5681 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-31822 - Y-Coordinate,STARLINK-1142 - Y-Coordinate,STARLINK-30073 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-30285 - Y-Coordinate,STARLINK-1323 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-3962 - Y-Coordinate,STARLINK-5044 - Y-Coordinate,STARLINK-5887 - Y-Coordinate,STARLINK-11242 [DTC] - Y-Coordinate,STARLINK-1553 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-3126 - Y-Coordinate,STARLINK-30459 - Y-Coordinate,STARLINK-3846 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-2228 - Y-Coordinate,STARLINK-6283 - Y-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-30246 - Y-Coordinate,STARLINK-4142 - Y-Coordinate,STARLINK-5483 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-31939 - Y-Coordinate,STARLINK-31796 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31709 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-2133 - Z-Coordinate,STARLINK-3079 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-30842 - Z-Coordinate,STARLINK-31233 - Z-Coordinate,STARLINK-5642 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-31027 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-5681 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-31822 - Z-Coordinate,STARLINK-1142 - Z-Coordinate,STARLINK-30073 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-30285 - Z-Coordinate,STARLINK-1323 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-3962 - Z-Coordinate,STARLINK-5044 - Z-Coordinate,STARLINK-5887 - Z-Coordinate,STARLINK-11242 [DTC] - Z-Coordinate,STARLINK-1553 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-3126 - Z-Coordinate,STARLINK-30459 - Z-Coordinate,STARLINK-3846 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-2228 - Z-Coordinate,STARLINK-6283 - Z-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-30246 - Z-Coordinate,STARLINK-4142 - Z-Coordinate,STARLINK-5483 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-31939 - Z-Coordinate,STARLINK-31796 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5673.4339,1770.2094,-5083.3721,1591.8421,-5031.8714,35.9024,6236.0057,-3958.0659,4940.5891,-1829.6651,-2308.1463,3972.4036,5783.2441,6198.4822,6507.0810,-3037.8311,5582.5854,-5086.0715,-3389.1332,3887.1572,2553.1782,2649.0244,5895.8998,394.7241,-3190.1955,-62.4646,-4249.4371,-5129.2460,-4992.3393,-3932.0828,-692.5684,362.7423,571.3666,3535.5423,-4770.3502,-4207.9464,-1332.6674,-4958.7604,-6294.7620,-2931.5509,-6581.8029,-3546.2675,161.3204,-2008.1403,-3761.6954,3852.4377,-3745.9098,5046.9190,2600.2736,-5144.1727,104957.6353,106067.9897,112127.1864,105582.7182,113534.8788,109580.4600,108904.9251,108778.8304,-216522928.2604,-216509797.9064,-216524609.9225,-216546666.1872,107903.2986,-216542521.8060,-1930.1483,-6067.8273,-116.9224,-5088.6582,4477.7292,-6810.5998,-1443.0882,1442.6897,-4234.7458,-4333.0770,-2444.7995,-2419.2367,-3290.9404,-655.0650,-1203.3292,-3235.3904,-3947.9645,-3720.9113,3845.2653,-5217.9392,6381.8654,-4799.9284,-3149.6926,-6908.6869,726.2213,-6740.2115,270.3678,-4640.7435,887.5647,-3263.7115,-4183.4857,4161.9309,4812.3373,2551.5977,-4909.2105,1572.7231,-2300.5451,-4137.7660,834.8911,-6195.1674,2122.7354,-5587.5672,-6742.2981,6368.7265,4225.0991,5612.7231,3360.2625,4546.0724,4086.3909,293.2227,394912.7816,397077.9557,386353.6224,385616.0717,386691.0583,386370.9825,394836.7321,391231.6212,-11071401.7014,-11063969.1803,-11081402.9594,-11080810.4602,390310.8664,-11076136.6864,-3274.9218,-2840.3020,-4553.1734,-4427.8613,-1592.2265,-1331.5031,2665.6325,5382.8580,2449.7652,4818.8248,-6077.5257,-5143.1301,1980.4529,3036.2569,2044.0126,5299.0213,-1183.8939,2912.6255,-4506.1166,-2367.3825,-946.7019,-4064.8966,-1474.2442,346.9611,6122.2475,1066.7446,5444.9005,-230.3832,4698.1752,-4703.7160,-5237.2131,5519.4094,-4942.0623,-5376.3801,-560.6610,5254.3627,6414.0281,-2207.7301,-2752.2196,-1035.1953,530.1233,2075.0011,-1628.8462,1873.7950,-3989.0886,-1409.7494,4740.1688,-936.8394,-4839.9623,-4477.3366,8722.9404,8615.7139,5295.7537,13865.6198,10825.7605,174.3679,1402.3477,6038.5994,86793347.1906,86770021.3110,86808452.8450,86801523.1683,7351.9808,86796671.8652,
300.000,4182.4548,189.8491,-4611.4947,-326.2938,-3653.8776,-1496.1168,5055.6026,-2678.0419,4816.9870,-3746.9348,-421.5187,3450.1717,6247.2503,5159.6675,6465.1011,-4772.8073,4227.8757,-3800.7534,-1439.5025,3018.6172,3756.6197,550.4793,4669.8240,-816.7904,-1311.1671,-1281.8303,-4345.7988,-5634.6627,-3592.5240,-2268.3337,-2624.4477,2490.0322,2423.0687,5001.4164,-5527.4077,-3956.9903,-2515.9688,-5390.1219,-6481.4533,-3778.2515,-5691.4906,-4929.3272,-1370.6573,-552.2677,-1851.0785,4414.3816,-3076.6658,5427.7070,4435.7126,-4422.0455,96228.2646,97722.7999,103729.5667,97246.3750,105274.4930,101325.7310,100536.0461,100080.1314,-216226573.7792,-216213829.9176,-216227775.6689,-216249419.7997,99588.7250,-216246104.5186,-2932.8775,-5492.4606,2003.4235,-4496.9987,4917.5242,-6206.2952,-2862.5567,3221.7696,-5003.4081,-4173.9626,-1382.6043,-4306.7653,-3023.4268,-2255.8797,-2474.4479,-2188.1134,-4852.8388,-3322.8696,4796.5663,-6197.7513,5323.2112,-5025.7857,-3910.9738,-6726.2794,-375.8422,-6661.6535,2358.9313,-3483.6706,2406.8655,-2503.1065,-3123.4532,3952.5460,5204.1329,1115.2785,-3525.7891,3565.5161,-433.4003,-2394.5719,2183.5719,-5128.9171,3409.3125,-4845.2590,-6799.0270,6905.3388,4393.9552,5320.4974,5067.0780,3242.7235,3646.2266,2335.8503,397117.6457,399506.4258,388452.8034,387869.8768,388898.0947,388524.3504,396998.5657,393281.1920,-15795987.4572,-15788028.8869,-15805616.8068,-15805591.8277,392519.9134,-15800798.3364,-4533.1824,-4221.8395,-4615.6309,-5263.5885,-3222.5827,-2723.1292,3781.9141,5401.2677,376.6199,3728.9969,-6793.8635,-4198.3580,-244.2213,4042.1777,273.8882,4497.6200,-2596.5325,4761.3836,-4636.4961,-624.4996,-2389.5776,-4584.2379,-3125.0269,-1455.1126,6804.5315,-759.7841,4831.6135,-2008.1316,5391.9394,-6069.0330,-5363.1492,5109.5160,-3866.0988,-4653.2040,-2050.0374,4409.0052,6457.3538,-3435.7169,-1049.0323,-2735.0291,2016.7463,594.4892,-110.5902,374.3591,-5018.3036,713.4926,3560.6723,-2656.4094,-3728.9689,-4645.6703,8675.7340,8499.4442,5202.8413,13627.6601,10853.5910,193.5264,1069.5641,5631.5682,86793416.5533,86770224.3230,86808522.3392,86802135.6519,7213.0962,86796992.3369,
600.000,2265.8934,-1447.1347,-3715.7294,-2244.3390,-1895.1792,-2909.1198,3395.1177,-1173.5122,4208.3930,-5246.4997,1457.9797,2635.2165,6031.2533,3638.9883,5784.0800,-6046.7314,2455.0418,-2140.0475,638.2270,1856.8449,4619.6093,-1609.5644,2953.8748,-1963.8904,751.5054,-2376.9799,-4063.4445,-5596.8097,-1870.9448,-406.5123,-4306.2441,4368.7229,4009.5250,5998.5185,-5748.8846,-3362.1630,-3516.0625,-5303.7585,-6028.7621,-4281.3529,-4245.9019,-5831.7092,-2768.9564,953.3936,257.6423,4534.9845,-2141.8048,5277.3653,5808.7322,-3293.2722,87460.1516,89324.1513,95285.6273,88863.5997,96966.0678,93027.6488,92123.6808,91309.5041,-215827150.1649,-215814802.1035,-215827887.2072,-215849072.3712,91228.9744,-215846615.3513,-3684.8694,-4403.9298,3931.0433,-3512.2562,4901.1876,-5009.0266,-4040.1977,4705.7879,-5261.0188,-3606.6256,-92.6593,-5766.6476,-2430.4972,-3673.1632,-3497.6020,-972.6209,-5312.0148,-2509.0075,5302.8442,-6559.5899,3745.5373,-4786.1740,-4305.2442,-5879.2966,-1352.0575,-5891.5396,4199.3138,-1964.7061,3737.1404,-1401.8679,-1782.3577,3410.1125,5115.8579,-385.9654,-1778.4052,5195.5162,1431.5969,-392.4743,3304.4343,-3547.0474,4384.7337,-3638.5402,-6197.7735,6773.6236,4182.8038,4481.4508,6266.7751,1588.3863,2874.4193,4159.4775,399119.5432,401751.7762,390376.9665,389946.9582,390932.1030,390504.4353,398978.6494,395081.4606,-20512913.2158,-20504440.3122,-20522150.7203,-20522636.6009,394551.8031,-20517797.3076,-5285.1707,-5151.7226,-4161.6294,-5537.0829,-4506.6810,-3824.3232,4493.7595,4818.7552,-1736.5059,2204.7566,-6791.0501,-2805.1444,-2442.9061,4615.8717,-1525.6591,3211.7590,-3732.1749,6103.1811,-4247.9753,1185.5514,-3577.4392,-4590.4995,-4428.7662,-3101.2109,6764.7215,-2501.1194,3698.0956,-3569.9397,5505.1919,-6791.1014,-4866.4933,4151.9728,-2374.7674,-3430.6803,-3313.8420,3088.8857,5816.1085,-4278.8534,767.1311,-4142.1858,3287.5760,-949.5929,1419.4732,-1165.1147,-5509.3451,2760.8532,1997.5168,-4082.3910,-2204.1934,-4294.3575,8625.3476,8381.7379,5113.7531,13384.6776,10877.8467,218.1747,742.8055,5339.0706,86793487.3359,86770428.3634,86808587.5659,86802705.7735,7074.2085,86797312.6115,
900.000,124.1645,-2986.9321,-2482.5698,-3973.8905,75.8540,-4077.1349,1418.1144,405.6770,3156.9126,-6171.4593,3125.8835,1591.6506,5146.8297,1787.1403,4524.5462,-6728.0311,431.9870,-296.3432,2633.7345,498.1514,5070.6870,-3610.7754,921.2402,-2951.9432,2772.5813,-3254.8079,-3417.5254,-5033.4301,-0.5668,1444.8712,-5552.8159,5812.2528,5181.8892,6419.3672,-5423.5898,-2467.5092,-4223.3649,-4716.7933,-4972.5942,-4407.3091,-2383.3299,-6176.0752,-3912.5442,2378.0245,2355.9177,4223.9254,-1016.5068,4625.1989,6580.0855,-1869.3596,78657.9290,80875.9236,86799.1679,80438.2230,88613.4260,84689.7439,83671.8642,82503.0497,-215324850.5785,-215312907.3160,-215325138.4113,-215345826.1365,82827.8224,-215344247.5832,-4117.3887,-2917.5896,5468.0401,-2234.8960,4444.2377,-3338.2768,-4868.5599,5737.1289,-5001.3785,-2674.7935,1284.6294,-6654.4170,-1604.7763,-4774.3531,-4190.7204,304.1755,-5292.1323,-1353.4139,5308.4639,-6274.9174,1800.0879,-4105.5075,-4307.4117,-4453.9117,-2096.3877,-4509.0898,5610.7374,-223.0131,4746.5331,-72.0273,-299.6782,2577.2254,4541.1522,-1814.9326,165.4202,6302.2378,3108.4563,1668.0067,4104.4901,-1602.4972,4966.7482,-2073.0639,-4993.6053,5987.4245,3618.5352,3165.0565,6840.7873,-257.6525,1832.2053,5576.5718,400919.0351,403813.2587,392125.2929,391846.4589,392791.8789,392310.5218,400776.3571,396647.2968,-25219930.8068,-25210955.4376,-25228757.1638,-25229693.1431,396405.6126,-25224885.3140,-5447.5336,-5531.1388,-3241.6401,-5219.3179,-5307.2626,-4518.1037,4725.2464,3699.9510,-3665.6856,423.5418,-6069.5256,-1111.8262,-4381.6936,4696.1796,-3161.6174,1579.7720,-4470.1240,6795.7511,-3383.7538,2867.8879,-4383.9709,-4082.8902,-5241.4285,-4415.3228,6006.8231,-3962.3244,2166.1937,-4748.4140,5025.8663,-6794.3883,-3804.4102,2749.1939,-627.8848,-1839.4143,-4213.4301,1435.9945,4558.0689,-4643.1448,2500.5693,-5106.7469,4206.7255,-2392.2539,2797.6538,-2580.1465,-5409.9315,4514.6823,219.0671,-5057.8758,-434.4303,-3462.4154,8571.9729,8262.6931,5028.3944,13136.5710,10898.5313,248.3835,421.9831,5173.6076,86793559.6511,86770633.4452,86808648.6716,86803229.3496,6935.3177,86797632.6892,
1200.000,-2020.3063,-4280.4117,-1028.2396,-5341.3764,2067.2902,-4894.0729,-682.4962,1907.2625,1752.1292,-6429.0229,4406.1782,403.1699,3680.9480,-215.4294,2805.7845,-6743.9831,-1647.9122,1523.2054,4346.8365,-939.6455,5074.6188,-5248.1891,-1221.0365,-3698.5468,4526.9761,-3841.9122,-2455.2746,-4011.5408,1835.0170,3084.3860,-6222.2016,6677.8856,5834.5423,6212.0070,-4592.0886,-1343.4709,-4551.3069,-3692.6590,-3410.6097,-4155.0619,-283.4980,-5939.2212,-4703.8267,3597.7160,4234.5826,3532.6347,207.3456,3547.7620,6673.6430,-287.3211,69826.1409,72382.0270,78274.0041,71974.0991,80220.4052,76315.5477,75184.6289,73696.3748,-214719917.2110,-214708387.4357,-214719772.1578,-214739933.3850,74389.0633,-214739243.5281,-4187.5830,-1183.8190,6454.9434,-788.1992,3600.9761,-1358.0684,-5269.4556,6201.3948,-4270.1626,-1459.1975,2591.2452,-6882.9276,-661.2346,-5453.1798,-4503.3355,1533.1596,-4802.4975,25.2242,4804.1363,-5380.1512,-325.7954,-3047.6295,-3927.1063,-2593.6308,-2536.8845,-2657.8260,6456.9074,1577.1566,5329.5145,1341.7514,1175.6653,1520.2899,3520.3678,-3045.1297,2116.5484,6778.7919,4435.0674,3578.4165,4522.3330,514.6821,5108.0767,-290.2161,-3301.2197,4624.5904,2756.0802,1492.7953,6734.2295,-2113.3705,606.3905,6438.7957,402516.6320,405690.1680,393697.0422,393567.6139,394476.3127,393941.9759,402391.1353,397999.5182,-29914796.8413,-29905331.0194,-29923193.4054,-29924515.7860,398080.4995,-29919818.8563,-5002.2751,-5319.8390,-1958.2412,-4343.8975,-5539.0373,-4730.9496,4451.7439,2169.1550,-5207.2046,-1407.0527,-4705.0170,700.5897,-5855.2898,4274.5944,-4459.0241,-222.4995,-4732.1442,6765.8078,-2140.1824,4241.2880,-4723.6438,-3117.8378,-5473.5459,-5257.4660,4610.6509,-4980.4491,400.8589,-5417.7298,4005.4338,-6078.7005,-2299.6163,1051.4749,1186.6340,-50.1408,-4650.3810,-371.6261,2816.3299,-4488.0075,3964.3910,-5526.3227,4676.0674,-3579.6584,3876.5245,-3719.8798,-4730.5704,5788.9067,-1583.0082,-5475.9267,1383.6583,-2242.5175,8515.7852,8142.3983,4946.6634,12883.2335,10915.6516,284.2262,107.0112,5138.8758,86793633.6110,86770839.5816,86808705.8001,86803702.5860,6796.4239,86797952.5698,
1500.000,-3945.8857,-5197.2852,511.8307,-6205.3909,3882.2194,-5283.0065,-2703.3839,3191.2127,123.2799,-6000.0559,5169.8656,-833.1133,1786.5533,-2176.1872,794.0412,-6088.8972,-3584.2330,3119.9828,5607.5842,-2327.3696,4634.6061,-6353.1824,-3253.1216,-4139.8466,5814.9724,-4089.9947,-1253.2730,-2639.1127,3459.5959,4339.2604,-6232.3065,6881.3322,5914.9063,5386.8808,-3341.4060,-81.8729,-4447.0861,-2334.1474,-1492.9478,-3554.5870,1850.0874,-5152.9255,-5076.7281,4505.9742,5704.4622,2546.4861,1428.3084,2159.5529,6084.4288,1303.1449,60969.2623,63846.3984,69713.9657,63475.1045,71790.8573,67908.5897,66666.0045,64922.1647,-214012641.1667,-214001533.2545,-214012080.2093,-214031696.1507,65916.5085,-214031894.4180,-3882.5812,627.1615,6787.6027,693.3707,2457.8546,739.2735,-5201.2604,6040.5706,-3157.6567,-71.0626,3669.4386,-6431.5053,278.3806,-5639.9157,-4419.3883,2612.1161,-3893.1144,1475.9332,3829.2258,-3971.8862,-2426.7827,-1710.2024,-3206.2800,-484.3008,-2642.7585,-530.0205,6659.6177,3261.9406,5418.0956,2677.6882,2499.9518,324.7656,2138.6109,-3971.9332,3882.5478,6582.6087,5289.1573,5143.1964,4532.3167,2596.0098,4799.8350,1545.7752,-1283.6919,2818.8126,1673.1883,-373.5112,5961.2998,-3791.8526,-697.3358,6652.8595,403912.8156,407381.8478,395091.5522,395109.7512,395984.3884,395398.2454,403822.5039,399163.5296,-34595273.7806,-34585329.6571,-34603222.5855,-34604866.1038,399575.7024,-34600360.2906,-3998.6323,-4540.1561,-455.0262,-3003.7460,-5177.3211,-4440.3018,3702.4513,396.7415,-6199.0486,-3073.8668,-2841.1966,2437.8622,-6708.5956,3396.1227,-5279.6530,-2000.8276,-4490.4608,6016.3916,-656.3694,5158.0042,-4560.4803,-1803.0144,-5099.5764,-5538.2385,2723.9337,-5442.4110,-1407.6820,-5506.6279,2553.5529,-4719.1403,-526.7751,-759.0623,2873.1749,1744.5122,-4576.9479,-2139.2561,775.5688,-3830.6010,5000.9814,-5356.4576,4645.5923,-4385.5509,4540.8218,-4463.1528,-3543.5398,6448.8319,-3214.7273,-5290.7952,3047.6545,-771.0219,8456.9448,8020.9329,4868.4512,12624.5530,10929.2157,325.7791,-202.1932,5229.0215,86793709.3269,86771046.7859,86808759.0923,86804122.2609,6657.5273,86798272.2535,
1800.000,-5454.4099,-5639.1635,1995.3153,-6471.6351,5337.9477,-5203.2411,-4450.5231,4142.8261,-1572.8278,-4939.9020,5348.4281,-2014.2603,-334.0886,-3909.0588,-1313.9099,-4825.1238,-5188.5996,4325.5492,6293.4340,-3536.0522,3791.4641,-6811.2052,-4964.6429,-4235.5108,6485.5352,-3979.1172,88.2082,-1053.4851,4721.3786,5083.5729,-5571.6751,6405.3058,5427.5337,4017.1877,-1795.8070,1211.2536,-3899.5271,-773.3073,592.6602,-2663.2691,3809.9875,-3899.4965,-5001.8223,5022.6056,6615.5026,1374.0550,2543.4844,600.8115,4878.6680,2753.6033,52091.7127,55272.9977,61122.8952,54945.1366,63328.6467,59472.3944,58120.0175,56207.7754,-213203362.3231,-213192684.3368,-213202403.0735,-213221465.7996,57413.9849,-213222540.2627,-3221.6342,2341.7361,6428.7507,2076.3690,1124.6274,2751.6475,-4663.3294,5260.5908,-1787.3259,1357.9118,4380.7186,-5348.0141,1100.9227,-5308.6954,-3956.8326,3453.9419,-2649.5198,2831.9288,2469.4796,-2195.9435,-4299.2050,-216.1822,-2214.5456,1664.6094,-2426.2751,1653.5335,6206.1357,4664.4123,4990.0297,3775.1444,3548.5676,-911.3248,518.9204,-4521.4147,5286.4221,5739.1949,5599.9208,6199.5398,4145.1606,4434.8852,4071.7285,3262.9715,863.6028,746.1061,463.8163,-2247.7405,4603.1677,-5119.8108,-1963.2467,6191.1768,405108.0560,408887.6957,396308.2393,396472.2934,397315.1830,396678.8607,405070.0574,400167.3695,-39259131.0027,-39248720.8601,-39266614.7821,-39268514.1405,400890.5409,-39264278.8955,-2547.9819,-3274.8128,1099.3053,-1341.7196,-4260.5120,-3676.8529,2557.3468,-1419.8741,-6537.3852,-4383.3936,-675.2970,3913.6939,-6852.2890,2154.5738,-5536.3706,-3563.8884,-3770.5805,4626.6195,901.1898,5519.6438,-3911.6961,-285.6583,-4160.5485,-5227.8601,547.1284,-5297.0261,-3064.7460,-5005.5978,826.5093,-2858.8299,1307.5270,-2488.2465,4249.9014,3351.0462,-4001.0595,-3676.8314,-1347.5497,-2744.0532,5498.9917,-4615.0664,4118.6032,-4724.4704,4719.7015,-4731.1472,-1975.6322,6425.0030,-4500.9629,-4522.6349,4372.3623,787.0632,8395.5981,7898.3691,4793.6424,12360.4113,10939.2337,373.1207,-505.7103,5428.4885,86793786.9090,86771255.0716,86808808.6863,86804485.9034,6518.6278,86798591.7402,
