sl_20_5400_20240318 Coordinates.csv
2024/03/18 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:25 2024,
Start: 2024/03/18 07:47:00.00, Stop: 2024/03/18 09:17:00.00,
TIME_UNITS,STARLINK-30159 - X-Coordinate,STARLINK-1712 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-1989 - X-Coordinate,STARLINK-31304 - X-Coordinate,STARLINK-31142 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-3396 - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-6070 - X-Coordinate,STARLINK-2007 - X-Coordinate,STARLINK-31104 - X-Coordinate,STARLINK-3961 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-4534 - X-Coordinate,STARLINK-2217 - X-Coordinate,STARLINK-4609 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30159 - Y-Coordinate,STARLINK-1712 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-1989 - Y-Coordinate,STARLINK-31304 - Y-Coordinate,STARLINK-31142 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-3396 - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-6070 - Y-Coordinate,STARLINK-2007 - Y-Coordinate,STARLINK-31104 - Y-Coordinate,STARLINK-3961 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-4534 - Y-Coordinate,STARLINK-2217 - Y-Coordinate,STARLINK-4609 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30159 - Z-Coordinate,STARLINK-1712 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-1989 - Z-Coordinate,STARLINK-31304 - Z-Coordinate,STARLINK-31142 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-3396 - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-6070 - Z-Coordinate,STARLINK-2007 - Z-Coordinate,STARLINK-31104 - Z-Coordinate,STARLINK-3961 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-4534 - Z-Coordinate,STARLINK-2217 - Z-Coordinate,STARLINK-4609 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,2238.1521,1222.5652,-2191.5553,-3329.7488,-3743.1884,-278.2878,4983.9049,-2056.0537,4816.5263,-1249.1944,2850.0808,5319.0252,5012.8644,4574.6825,-4841.3871,3748.0426,311.6089,-6738.7236,-6808.0819,4420.7840,333755.5241,333566.5686,319302.4787,324315.2136,318275.6602,320849.9567,327248.2966,325591.4778,-282927974.5193,-282939972.0530,-282932760.1846,-282949399.2588,325152.0276,-282944488.2492,6439.1790,4060.3033,-6545.3546,5619.1063,-4407.8917,-6920.8458,4314.5938,3800.9703,-1811.2140,4815.2004,-4074.4829,-2500.1771,-1072.2691,-4580.4772,194.7990,2041.1774,-6314.4330,-1092.3443,611.3847,3089.7364,125614.8956,114864.4212,123931.1698,128132.2640,122173.6763,125333.9359,119784.3149,123811.3789,129832095.7775,129842480.5967,129837887.9458,129824043.2167,123346.1056,129828546.8470,-1282.7082,-5483.7557,629.8181,-2322.4328,-3628.5875,296.2783,1877.3772,5398.7350,4618.8643,4808.9857,4537.6982,3705.0041,4684.2084,-2312.5904,4933.2784,-5221.2590,2808.0489,1124.1604,-1322.3660,-4338.7024,188485.1712,187368.3857,184078.9340,191664.4042,190423.0382,179956.0384,178620.0313,184145.7582,-76502255.1106,-76506259.6262,-76518417.6106,-76510446.1559,185859.2583,-76513747.8207,
3000.000,3482.1618,3101.2539,-3177.6021,-2361.9058,-5329.3553,-1462.1205,5915.9648,85.5609,4835.4152,276.7394,1811.8797,5718.9395,5283.7353,3555.4111,-3720.3004,5038.1843,-1085.0929,-6884.8814,-6034.9699,4410.9995,331190.2322,331139.0585,316657.6465,321733.6191,315625.9493,318142.1325,324590.4088,323044.3719,-285693939.9210,-285706168.6157,-285698938.8990,-285715064.3545,322511.9062,-285710403.6282,5368.1523,2969.0767,-5682.8326,6490.5706,-3481.4372,-6608.9326,3464.3135,4182.3809,-3607.0307,5865.8925,-5583.9109,-3524.3693,-2861.7223,-5819.4484,1980.7810,419.2774,-5385.3618,108.7512,1777.2324,1099.9561,132802.4074,121688.9615,130881.5318,134934.5636,128948.8263,132127.9587,126685.2984,131063.2393,123624438.7767,123634745.6888,123630711.9005,123615743.5763,130164.6061,123620953.1267,-2681.7979,-5442.5788,2371.0444,-576.3318,-2463.9241,-1506.0698,84.2272,5506.1174,3383.0920,3661.9756,3297.9168,1781.8638,3477.3008,-854.3159,5480.5167,-4462.6016,4200.8353,-691.0098,-2984.7545,-5220.3178,188527.0753,187355.3682,184128.3692,191510.7791,190551.3614,180140.9093,178452.6128,184341.4454,-76496769.1257,-76500323.7702,-76512499.2257,-76505578.7456,185843.8105,-76508352.6122,
3300.000,4415.2117,4704.2309,-3875.5221,-1166.6776,-6369.8657,-2518.5286,6242.3672,2209.0700,4407.4274,1739.4070,616.7079,5551.7944,5067.2457,2189.4787,-2276.6004,5818.9002,-2417.7529,-6347.1877,-4676.8920,4021.4352,328465.4020,328570.1936,313872.4607,319010.2407,312836.9589,315295.0902,321785.4179,320298.8102,-288323731.8640,-288336190.0079,-288328971.4185,-288344489.6474,319728.8294,-288340148.7964,3775.4499,1639.3807,-4252.1235,6718.3457,-2224.8587,-5643.6018,2260.5644,4210.6436,-5025.9574,6355.8297,-6495.1610,-4171.4751,-4347.1685,-6475.2760,3611.3189,-1205.5621,-3940.2616,1306.8057,2803.3638,-1015.7033,139936.2873,128464.4186,137774.2913,141680.2050,135667.5206,138861.5107,133529.8811,138197.6147,117357896.7802,117368110.4052,117364635.6301,117348618.0547,136926.6755,117354476.4366,-3794.5306,-4820.5570,3858.0756,1231.5262,-1023.0724,-3147.2677,-1718.2754,5021.6148,1782.9361,2121.3618,1673.4167,-330.6693,1899.9789,697.8390,5438.2933,-3186.3524,5141.3971,-2431.7925,-4331.9700,-5542.2836,188567.4693,187341.8715,184180.9598,191350.9904,190676.1057,180331.7601,178290.5289,184644.5529,-76491288.2760,-76494394.6849,-76506576.5439,-76500736.3546,185828.2519,-76502957.3013,
3600.000,4958.4390,5868.8577,-4233.0066,157.3120,-6759.8468,-3362.1305,5941.1424,4103.3173,3558.7941,3008.4296,-625.3764,4818.0765,4369.1629,598.9623,-654.1062,5995.6374,-3563.3568,-5181.6980,-2869.1003,3294.7239,325582.3765,325860.9816,310948.1815,316146.3023,309909.7332,312310.4958,318834.5867,317356.5144,-290816097.6815,-290828782.7493,-290821604.4066,-290836429.4761,316804.0016,-290832471.1714,1815.1772,196.3814,-2391.9648,6285.5655,-751.5418,-4120.8835,809.0030,3877.1392,-5935.0514,6226.8262,-6706.8794,-4398.2344,-5391.9417,-6488.2602,4923.1815,-2670.2574,-2128.3678,2402.5774,3605.2815,-3047.7148,147012.8859,135187.7938,144606.3804,148365.9864,142326.9018,145531.6770,140314.7862,145182.3223,111035456.5390,111045561.7938,111042644.3271,111025659.6276,143629.3172,111032103.3854,-4502.6153,-3683.6430,4931.6577,2907.2709,532.6001,-4452.1693,-3330.7675,3997.0862,-9.3198,352.6402,-146.3666,-2408.1134,119.9539,2173.1985,4811.1019,-1539.9182,5528.7826,-3911.0591,-5222.4687,-5270.3926,188606.4019,187327.9079,184236.5760,191184.8825,190797.2801,180528.6785,178133.7130,185032.5107,-76485812.6004,-76488472.7377,-76500650.0388,-76495913.1951,185812.5826,-76497561.8880,
3900.000,5066.7874,6472.7865,-4227.0601,1496.8671,-6461.6137,-3925.0524,5054.3835,5581.0793,2356.3698,3975.3923,-1801.6074,3577.5465,3241.8393,-1070.4089,990.8158,5536.6946,-4411.6349,-3507.3016,-789.9862,2299.9603,322542.5712,323012.4928,307886.1313,313143.0963,306845.3846,309190.1048,315739.2489,314224.1800,-293169850.2088,-293182758.8808,-293175649.9349,-293189704.3198,313738.6900,-293186183.6667,-322.8977,-1228.7381,-285.0645,5241.5362,803.6269,-2192.2839,-757.3267,3203.0826,-6254.2142,5481.9389,-6194.4582,-4204.9107,-5904.8643,-5863.3685,5780.3711,-3832.3744,-132.7489,3304.3116,4115.2901,-4792.9428,154028.5986,141856.1112,151374.7614,154988.7068,148924.1319,152135.5844,147036.7750,151991.1969,104660131.4314,104670113.5787,104667749.8435,104649886.3997,150269.5602,104656847.2058,-4731.0268,-2152.7262,5477.0328,4271.1843,2028.3990,-5282.0848,-4575.5050,2542.4314,-1800.5953,-1454.0122,-1949.1087,-4230.1884,-1672.8730,3409.3674,3666.1544,285.7032,5321.4606,-4970.3761,-5563.0694,-4433.5617,188643.9192,187313.4890,184295.0821,191012.2920,190914.8937,180731.7527,177982.1014,185476.7089,-76480342.1351,-76482558.2716,-76494720.2065,-76491103.6543,185796.8027,-76492166.3723,
4200.000,4732.2742,6447.2849,-3864.7124,2733.7362,-5508.5696,-4161.7426,3682.0624,6497.9332,902.7565,4562.9862,-2806.4743,1944.1834,1780.8222,-2662.5939,2504.2633,4478.7785,-4875.5695,-1492.9303,1356.7526,1126.3433,319347.4737,320025.8595,304687.6937,310001.9836,303645.0920,305935.7646,312500.8084,310912.8894,-295383868.3487,-295396996.5326,-295389986.0495,-295403201.0858,310534.2243,-295400165.2566,-2431.7792,-2510.4363,1860.2089,3695.8270,2296.4360,-49.1684,-2290.2233,2238.9431,-5963.2499,4186.3096,-5012.9669,-3632.4996,-5848.4505,-4668.9610,6088.4973,-4584.0752,1848.3261,3934.9293,4287.7279,-6074.7678,160979.8661,148466.4198,158076.4274,161545.1645,155456.3932,158670.4028,153692.6477,158605.9224,98234960.0268,98244804.7210,98242989.2611,98224340.2158,156844.4607,98231746.3181,-4455.6429,-391.2185,5435.9907,5177.1972,3296.1470,-5549.1607,-5315.8855,814.0439,-3398.1821,-3104.5286,-3524.8417,-5604.5896,-3287.1479,4270.3085,2126.4186,2078.0019,4541.6128,-5496.7532,-5318.2493,-3120.9468,188680.0644,187298.6258,184356.3366,190833.0470,191028.9555,180941.0705,177835.6332,185944.1126,-76474876.9139,-76476651.6040,-76488787.5647,-76486302.4338,185780.9121,-76486770.7544,
4500.000,3984.3784,5785.6088,-3181.4698,3754.8843,-4001.3506,-4052.1134,1970.1909,6766.8842,-672.4146,4730.7007,-3550.7579,75.1558,116.7001,-4025.8258,3749.2410,2924.7759,-4900.4116,659.8600,3361.9165,-124.4006,315998.6428,316902.2755,301354.3126,306724.3935,300310.1006,302549.4174,309120.7384,307437.1969,-297457097.6051,-297470440.4612,-297463557.3058,-297475873.3962,307191.9958,-297473361.5104,-4307.0943,-3539.7461,3830.5457,1806.2425,3586.6709,2096.3685,-3640.2085,1061.3507,-5102.3784,2461.2923,-3290.6820,-2755.7449,-5241.1978,-3028.9811,5805.6123,-4862.1150,3621.0875,4238.0879,4102.8186,-6761.1622,167863.1743,155015.7937,164708.4044,168032.1548,161920.8901,165133.3482,160279.2440,165017.5381,91763004.6371,91772697.9670,91771423.4504,91752085.3162,163351.1032,91759862.8823,-3705.6516,1412.2234,4812.8767,5528.4592,4193.3358,-5225.2205,-5470.9905,-1002.0016,-4630.7582,-4422.1259,-4690.7306,-6387.1154,-4551.0077,4661.3506,357.6084,3628.0462,3272.8634,-5434.2276,-4513.6062,-1472.9036,188714.8780,187283.3289,184420.1928,190646.9670,191139.4745,181156.7185,177694.2505,186399.2371,-76469416.9685,-76470753.0268,-76482852.6519,-76481504.6481,185764.9108,-76481375.0340,
4800.000,2887.6294,4545.0436,-2237.8522,4462.6262,-2096.7939,-3603.0452,95.0611,6366.9234,-2224.0772,4476.6493,-3968.7766,-1844.6440,-1596.8818,-5027.0100,4618.1697,1033.6719,-4470.3384,2736.9959,5030.9559,-1346.4094,312497.7080,313642.9960,297887.4915,303311.8225,296841.7200,299033.1034,305600.5802,303813.9117,-299388550.5860,-299402102.5546,-299395375.2729,-299406741.8835,303713.4566,-299404785.0948,-5766.7242,-4233.4323,5428.9355,-237.6733,4551.1865,4032.2840,-4670.7820,-232.5316,-3766.4432,472.6192,-1214.3572,-1673.3151,-4153.9026,-1109.7450,4948.0109,-4652.6733,5015.3405,4182.8713,3568.9750,-6778.8754,174675.0549,161501.3340,171267.7522,174446.4667,168314.8508,171521.6846,166793.4443,171227.4632,85247349.8572,85256878.3855,85256135.6176,85236207.0172,169786.6016,85244281.3386,-2560.5933,3064.1027,3674.1591,5287.4482,4619.2147,-4344.5352,-5023.9404,-2710.2795,-5366.6879,-5266.2479,-5312.1277,-6496.1283,-5330.5695,4539.4954,-1449.7376,4755.2514,1651.5749,-4789.4595,-3233.3388,333.6546,188748.3982,187267.6082,184486.4986,190453.8631,191246.4594,181378.7803,177557.8981,186806.4818,-76463962.3278,-76464862.8063,-76476916.0262,-76476705.8851,185748.7990,-76475979.2114,
5100.000,1536.4766,2842.0400,-1114.3001,4783.8675,8.7739,-2848.2516,-1754.7231,5344.3860,-3604.9700,3835.7394,-4023.4129,-3620.7921,-3197.6261,-5564.6640,5042.1143,-996.1184,-3611.8189,4532.9037,6202.8786,-2438.3254,308846.3691,310249.3364,294288.7926,299765.8346,293241.3241,295388.9652,301941.9428,300060.6270,-301177307.4736,-301191062.3043,-301184519.0056,-301194894.4994,300100.1195,-301193516.2436,-6668.5834,-4540.4110,6494.5895,-2233.7654,5095.4893,5567.3332,-5271.9679,-1532.7692,-2093.9463,-1585.8615,991.5106,-496.6156,-2700.8694,897.0998,3589.9441,-3990.6817,5901.1383,3766.9292,2723.2726,-6121.8730,181412.0863,167920.1695,177751.5659,180784.8801,174635.5281,177832.7272,173232.1707,177247.8391,78691101.0946,78700451.8941,78700229.8417,78679810.3996,176148.1008,78688106.9376,-1142.2258,4387.1967,2141.5782,4479.8382,4526.0021,-3000.4117,-4023.5933,-4127.4099,-5527.6688,-5547.2010,-5317.5658,-5920.4091,-5543.8694,3918.0603,-3101.1296,5328.5231,-147.6688,-3631.0633,-1611.8631,2104.2433,188780.6611,187251.4733,184555.0971,190253.5380,191349.9183,181607.3347,177426.5234,187132.7597,-76458513.0184,-76458981.1825,-76470978.2640,-76471902.2329,185732.5765,-76470583.2864,
5400.000,47.6254,840.9459,95.3054,4677.7567,2099.9711,-1846.3784,-3396.9108,3807.0887,-4679.3305,2874.8504,-3708.8802,-5068.7039,-4529.9274,-5579.3049,4995.7367,-2947.8578,-2392.9159,5870.7731,6766.1867,-3311.4272,305046.3952,306722.6724,290559.8357,296088.0605,289510.3497,291619.2518,298146.5012,296194.0916,-302822516.4622,-302836467.2455,-302830135.4857,-302839486.8338,296353.5571,-302838703.1965,-6924.8347,-4444.8515,6919.6142,-3987.2723,5162.8729,6550.0926,-5372.1096,-2725.7881,-252.4707,-3511.0601,3088.8659,661.5332,-1027.4345,2793.7600,1857.0653,-2954.2173,6201.2221,3017.7913,1629.7388,-4852.6678,188070.8937,174269.4580,184156.9767,187044.1607,180880.2016,184063.8443,179592.3876,183100.9847,72097383.0891,72106543.7752,72106829.6005,72086018.9913,182432.7778,72094464.2600,398.1870,5239.7652,379.3284,3191.8847,3924.1389,-1335.7592,-2579.5255,-5101.8538,-5096.6212,-5235.2182,-4706.4759,-4720.1632,-5169.0289,2865.2784,-4419.3841,5281.2786,-1931.0334,-2082.7068,179.9365,3648.0569,188811.7008,187234.9333,184625.8269,190045.7859,191449.8593,181842.4529,177300.0766,187350.2657,-76453069.0646,-76453108.3701,-76465039.9589,-76467090.2807,185716.2435,-76465187.2592,
