sl_100_5400_20241128 Coordinates.csv
2024/11/28 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:10 2024,
Start: 2024/11/28 07:47:00.00, Stop: 2024/11/28 09:17:00.00,
TIME_UNITS,STARLINK-30580 - X-Coordinate,STARLINK-30761 - X-Coordinate,STARLINK-32154 - X-Coordinate,STARLINK-3785 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-2245 - X-Coordinate,STARLINK-2103 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-31360 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-32252 - X-Coordinate,STARLINK-11282 [DTC] - X-Coordinate,STARLINK-1205 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-5890 - X-Coordinate,STARLINK-5324 - X-Coordinate,STARLINK-5961 - X-Coordinate,STARLINK-30806 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-31044 - X-Coordinate,STARLINK-6320 - X-Coordinate,STARLINK-1862 - X-Coordinate,STARLINK-2244 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-5469 - X-Coordinate,STARLINK-6310 - X-Coordinate,STARLINK-30764 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-4715 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-5149 - X-Coordinate,STARLINK-32164 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-1145 - X-Coordinate,STARLINK-31267 - X-Coordinate,STARLINK-4615 - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-30364 - X-Coordinate,STARLINK-3388 - X-Coordinate,STARLINK-31106 - X-Coordinate,STARLINK-5475 - X-Coordinate,STARLINK-3162 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-2546 - X-Coordinate,STARLINK-4757 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-3762 - X-Coordinate,STARLINK-1863 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-2008 - X-Coordinate,STARLINK-3614 - X-Coordinate,STARLINK-3883 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-31050 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-2310 - X-Coordinate,STARLINK-32135 - X-Coordinate,STARLINK-31110 - X-Coordinate,STARLINK-31623 - X-Coordinate,STARLINK-5667 - X-Coordinate,STARLINK-3690 - X-Coordinate,STARLINK-30713 - X-Coordinate,STARLINK-3998 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-11187 [DTC] - X-Coordinate,STARLINK-4041 - X-Coordinate,STARLINK-30889 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-30779 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-2021 - X-Coordinate,STARLINK-30533 - X-Coordinate,STARLINK-5024 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-32076 - X-Coordinate,STARLINK-1651 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-1680 - X-Coordinate,STARLINK-2088 - X-Coordinate,STARLINK-2549 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-5375 - X-Coordinate,STARLINK-31561 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-30793 - X-Coordinate,STARLINK-31063 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-4045 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30580 - Y-Coordinate,STARLINK-30761 - Y-Coordinate,STARLINK-32154 - Y-Coordinate,STARLINK-3785 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-2245 - Y-Coordinate,STARLINK-2103 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-31360 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-32252 - Y-Coordinate,STARLINK-11282 [DTC] - Y-Coordinate,STARLINK-1205 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-5890 - Y-Coordinate,STARLINK-5324 - Y-Coordinate,STARLINK-5961 - Y-Coordinate,STARLINK-30806 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-6320 - Y-Coordinate,STARLINK-1862 - Y-Coordinate,STARLINK-2244 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-5469 - Y-Coordinate,STARLINK-6310 - Y-Coordinate,STARLINK-30764 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-5149 - Y-Coordinate,STARLINK-32164 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-1145 - Y-Coordinate,STARLINK-31267 - Y-Coordinate,STARLINK-4615 - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-30364 - Y-Coordinate,STARLINK-3388 - Y-Coordinate,STARLINK-31106 - Y-Coordinate,STARLINK-5475 - Y-Coordinate,STARLINK-3162 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-2546 - Y-Coordinate,STARLINK-4757 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-3762 - Y-Coordinate,STARLINK-1863 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-2008 - Y-Coordinate,STARLINK-3614 - Y-Coordinate,STARLINK-3883 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-31050 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-2310 - Y-Coordinate,STARLINK-32135 - Y-Coordinate,STARLINK-31110 - Y-Coordinate,STARLINK-31623 - Y-Coordinate,STARLINK-5667 - Y-Coordinate,STARLINK-3690 - Y-Coordinate,STARLINK-30713 - Y-Coordinate,STARLINK-3998 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-11187 [DTC] - Y-Coordinate,STARLINK-4041 - Y-Coordinate,STARLINK-30889 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-30779 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-2021 - Y-Coordinate,STARLINK-30533 - Y-Coordinate,STARLINK-5024 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-32076 - Y-Coordinate,STARLINK-1651 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-1680 - Y-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-2549 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,STARLINK-31561 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-30793 - Y-Coordinate,STARLINK-31063 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-4045 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30580 - Z-Coordinate,STARLINK-30761 - Z-Coordinate,STARLINK-32154 - Z-Coordinate,STARLINK-3785 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-2245 - Z-Coordinate,STARLINK-2103 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-31360 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-32252 - Z-Coordinate,STARLINK-11282 [DTC] - Z-Coordinate,STARLINK-1205 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-5890 - Z-Coordinate,STARLINK-5324 - Z-Coordinate,STARLINK-5961 - Z-Coordinate,STARLINK-30806 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-6320 - Z-Coordinate,STARLINK-1862 - Z-Coordinate,STARLINK-2244 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-5469 - Z-Coordinate,STARLINK-6310 - Z-Coordinate,STARLINK-30764 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-5149 - Z-Coordinate,STARLINK-32164 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-1145 - Z-Coordinate,STARLINK-31267 - Z-Coordinate,STARLINK-4615 - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-30364 - Z-Coordinate,STARLINK-3388 - Z-Coordinate,STARLINK-31106 - Z-Coordinate,STARLINK-5475 - Z-Coordinate,STARLINK-3162 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-2546 - Z-Coordinate,STARLINK-4757 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-3762 - Z-Coordinate,STARLINK-1863 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-2008 - Z-Coordinate,STARLINK-3614 - Z-Coordinate,STARLINK-3883 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-31050 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-2310 - Z-Coordinate,STARLINK-32135 - Z-Coordinate,STARLINK-31110 - Z-Coordinate,STARLINK-31623 - Z-Coordinate,STARLINK-5667 - Z-Coordinate,STARLINK-3690 - Z-Coordinate,STARLINK-30713 - Z-Coordinate,STARLINK-3998 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-11187 [DTC] - Z-Coordinate,STARLINK-4041 - Z-Coordinate,STARLINK-30889 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-30779 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-2021 - Z-Coordinate,STARLINK-30533 - Z-Coordinate,STARLINK-5024 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-32076 - Z-Coordinate,STARLINK-1651 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-1680 - Z-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-2549 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,STARLINK-31561 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-30793 - Z-Coordinate,STARLINK-31063 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-4045 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3911.8910,-5589.6723,1286.0214,3368.6373,2148.6432,-2229.8387,2787.0132,4651.3622,-5290.2800,5427.0409,-4139.3065,-4434.1169,-471.1348,6811.5785,-6027.0172,4824.4454,-5159.0994,3997.3624,-1930.5131,-3456.2444,-5116.0375,5479.3844,3820.6439,-956.6233,2831.9085,-3780.4225,-4896.9706,1940.4392,1881.7807,2472.6656,4053.1940,-6047.6451,-382.1409,-5380.5382,3811.8897,-3625.8077,-3138.9234,-6215.6886,5965.2563,5623.1559,-2626.1322,2005.0336,-4573.6377,-3865.0858,-5556.5899,-24.0328,2812.6461,-4260.6180,4703.8141,6069.8927,-4443.2313,-6625.5666,4840.9822,-4029.9810,-4133.0478,-4324.3588,-3921.4713,-4705.3326,-5404.6398,-5231.5477,6491.1535,423.3333,-596.3658,432.7669,-4908.1850,-1761.7103,6849.5253,4205.8359,5693.6878,6171.6077,5715.7384,-4098.6024,1272.7206,870.1738,6346.7793,-5171.3748,-3044.6770,-2200.4304,6528.2641,4066.1077,4239.4212,-1542.5143,3186.0584,1946.0407,-4449.8993,-2774.7342,4024.8477,2376.9420,-4086.2394,-4157.2148,6413.7151,5514.1417,-5252.7862,5667.4037,-2771.1938,5345.7739,-839.0150,2573.5772,3165.1936,4153.0418,-345509.5103,-365452.8923,-346963.2227,-344673.1372,-348443.7514,-346823.1284,-354471.7675,-351365.8497,-64625168.8379,-64660311.7797,-64639437.7443,-64633315.7245,-349959.8922,-64632324.9995,-3975.3407,1076.5935,4439.5748,6041.4871,4862.9992,-935.1957,-4271.1976,-390.5395,-1134.8041,-2128.3611,-3298.3058,-3675.7222,6410.1262,-582.5055,2480.3036,-713.4194,-173.2866,-1892.1447,5492.3910,1268.9568,1743.8110,4036.7564,-3505.4214,5015.7423,-6176.9413,-1904.4300,3373.6902,-6552.2832,-2993.8290,-5461.8717,-5253.4501,-39.7410,4255.0822,2497.9180,-1897.5764,5728.9720,-4070.0297,-2233.2859,-3024.6887,3798.9920,-4424.4726,5263.0208,4030.7013,-4178.6360,2784.6856,5064.6071,-2473.9086,1857.6330,2097.4541,-2661.6377,5256.7404,-554.1756,3478.9658,5267.9256,5091.6336,-4721.1209,2499.3289,-4188.9809,4292.0711,-4538.4996,1159.5173,5709.5666,-6528.6391,-4427.5156,4522.7691,-4734.7604,-173.0237,-2867.3639,1895.4393,-533.3682,-3895.6435,-1925.7636,-5031.1345,6230.3771,-2086.4337,-3747.6814,3566.7490,5452.6235,1125.5815,-4156.7849,-3273.5648,-6278.2652,5903.9742,4928.0308,-4368.2645,-3718.3945,1063.5868,-3686.1675,4938.2631,-356.1522,2175.1780,-3680.0355,-3966.8471,-1686.6321,-4206.5182,-1838.7925,5087.6152,-6227.3819,-4457.3995,723.4090,156635.9683,182194.0010,176751.6676,171048.0376,178291.9775,174831.8450,171086.2794,172644.9527,-94963537.8358,-94956279.7838,-94954086.2204,-94971405.7947,171740.2344,-94978511.2510,-3988.3200,3955.4880,-5018.9389,-155.6736,-4483.3985,6510.4645,-4596.1656,-5115.3584,-4327.3826,3751.5745,-4488.0032,-3631.1391,-2562.7350,282.3739,-1954.4672,-4643.2860,-4623.0389,-5328.9724,-3776.9456,-5903.9507,4339.3722,1333.9169,-4612.2998,4685.3830,1387.9113,-5473.2328,3559.2116,-1131.4011,5974.3625,-3494.0379,-1723.6768,-3402.3271,5431.9835,-3599.2311,-5457.3139,-816.9179,-4643.1943,-2063.8261,-1787.1437,703.1087,-4629.7586,-4022.2269,-3281.3768,-3967.3327,-3039.0587,4623.2690,5845.3541,5115.4032,4609.6587,1997.7469,86.8954,1904.3889,-3515.1919,1946.7216,1543.7880,2630.1422,-5125.1605,2851.4107,847.8351,400.8094,1382.0728,-3772.9273,2259.3346,-5309.7642,1416.0229,-4654.2737,164.3705,4703.1777,3447.5640,-2936.2693,-175.7967,-5238.9927,4248.0574,-2882.8675,1848.2180,2716.8773,-5137.5684,3513.1373,1986.9339,-3786.3332,-4413.3529,2474.2517,1718.5291,4436.3867,3030.8130,4999.7917,5513.0462,-5353.8932,2592.1133,5518.6410,-1444.0843,1995.0458,-2239.2541,-3632.2335,4590.7318,-3831.3109,4629.4155,1176.5410,4237.0323,-5489.5347,-100567.7983,-105117.5152,-106731.1230,-98551.3436,-101083.2627,-111780.6767,-111024.4562,-104088.4564,44564024.5362,44593934.1874,44575593.1077,44580216.3779,-104824.6637,44575939.5167,
300.000,-5422.2023,-4406.2465,2848.9687,4227.2353,2361.9389,-3336.1125,1046.3569,5031.0902,-4514.2525,5071.9740,-5534.6933,-4512.5173,796.1406,6282.3172,-5698.5597,5191.3564,-4100.7126,3492.8183,90.3040,-4197.6772,-4708.4815,6347.3104,2474.1024,1198.7991,1438.4844,-4856.1043,-4530.5196,762.8729,1375.2702,490.6946,2577.3068,-5182.2795,1753.4636,-4927.4756,2357.8043,-2291.5045,-4863.9712,-6821.1743,4698.6071,6314.2697,-4396.4945,3632.6995,-4019.0343,-5445.8277,-5337.2615,2101.8251,2915.3614,-2615.6867,5978.5392,4796.4284,-3286.6931,-5921.5507,4790.6965,-2518.6326,-2668.1722,-5513.5992,-3369.7538,-5876.6379,-4535.9713,-6022.8819,6000.1652,1846.7906,-2185.6858,-1646.6837,-4091.9163,-3725.3385,6513.4787,2940.4104,5111.9915,6462.0802,4721.4150,-5347.9067,-150.6339,2075.0995,5182.2859,-3931.1026,-1169.3250,-422.9172,6914.5159,2996.5999,2460.7866,-2867.5498,4323.5267,3066.9110,-5024.2635,-3706.1864,4291.0902,892.0916,-3295.0265,-4028.2628,6837.4669,4115.1806,-4866.7924,4315.2786,-4531.3466,5416.3180,1209.7474,1181.7483,2253.2770,4025.3666,-348609.4010,-369123.9214,-350367.1514,-348235.2390,-351987.0866,-350325.4126,-357931.9196,-355086.8155,-62531002.3670,-62566813.8767,-62545949.4172,-62539898.6326,-353487.0326,-62538197.6397,-3343.7926,2768.4035,2962.6018,5124.6559,3080.5309,916.0901,-5441.2075,-2308.4231,695.3779,-3933.0023,-1824.6271,-1798.0810,6821.2575,-1750.3696,3711.9416,-2540.3046,1577.8535,-3864.5461,5288.0500,2960.6410,3689.9232,2791.5697,-5080.9165,5013.8769,-6784.7888,-93.5864,4850.6230,-6849.2470,-4810.1189,-5396.4744,-5407.8182,1727.1810,3826.6211,4243.3450,-3515.0667,5906.5643,-3549.4992,-1118.2917,-3797.0662,2443.0216,-4127.0538,5297.6617,5384.2995,-3148.6754,4179.3642,4635.4877,-4303.8435,3226.9648,835.1153,-3497.8577,5747.5429,775.0049,1659.7668,5390.1428,5298.0501,-4085.8489,4375.8031,-3458.4927,4407.8707,-3251.7417,-206.3388,4460.5935,-6533.8887,-3832.9282,5447.1465,-3926.2778,-1368.7495,-4567.2038,180.5106,-1909.0077,-4666.1089,-363.4142,-6052.5551,5045.5599,-3351.8189,-3388.0225,3009.9181,4964.0727,-76.0346,-5659.1342,-4445.2124,-6258.6293,5411.9244,3253.3441,-2549.4361,-1780.9422,-1088.7783,-5089.4615,6018.0710,1808.6158,1025.2677,-4281.4784,-2818.2558,-3169.2567,-3025.3673,-3441.5269,5472.2928,-6093.9741,-5882.1118,-1447.4997,149219.2261,174412.9066,169227.1026,163544.0891,170867.5023,167436.2282,163586.6844,165093.3318,-96351462.2716,-96344592.0388,-96342095.2493,-96358978.7464,164269.7806,-96366366.9710,-2533.7451,4578.1494,-5446.1966,-1938.6410,-5771.7861,6022.3485,-4053.0535,-4160.5720,-5209.7066,2624.2555,-3766.4234,-4769.9556,-836.1819,2063.7967,-160.1680,-3454.3851,-5358.5499,-4562.8450,-4493.2353,-4693.2001,3504.1371,-200.0240,-4026.8766,4631.7948,-143.5481,-4927.5418,2000.8792,678.9949,4815.6453,-4335.2805,-3335.2166,-4279.7759,5480.9455,-2418.0426,-5477.0177,-2551.9235,-3422.3268,-289.7121,-3382.8744,-854.4754,-3396.8501,-2574.0400,-1666.2394,-2925.6227,-1377.1306,4596.1776,4604.4005,5523.4284,3370.3326,3556.9137,1878.1055,3484.2841,-4711.0893,3515.2702,3189.4606,916.8094,-4169.4003,1162.1294,2881.8267,-1139.5034,3052.4265,-4869.2853,799.6239,-5529.9443,-403.1020,-4229.1417,-1642.2535,4305.3985,4659.2168,-1255.2457,-1957.4115,-4383.7339,2889.8109,-4257.8128,3152.4414,4604.7415,-6162.1879,4698.0287,207.3601,-2670.6568,-4727.6639,743.0759,-74.9994,5267.5705,4038.3506,5441.2350,5303.9399,-4604.3193,869.1417,5326.5413,359.0858,3554.7282,-4091.0968,-4415.1645,4096.0580,-2333.2983,4077.3445,2868.4137,2862.2696,-5441.0752,-100671.6402,-105246.7242,-106789.6692,-98773.3525,-101039.0758,-111731.1394,-111325.7920,-104654.9618,44562808.5978,44592622.1663,44574119.2381,44578686.5602,-104940.2431,44574786.0164,
600.000,-6371.0956,-2823.9817,4165.8827,4685.4155,2412.5116,-4169.1179,-768.7317,4953.3985,-3338.2719,4248.5137,-6411.5550,-4172.4868,1974.9847,5105.4918,-4773.9795,5030.1395,-2681.3470,2694.4544,2120.8334,-4565.3464,-3878.0620,6601.6312,924.2560,3236.6518,-95.4722,-5492.4443,-3736.1744,-497.9424,792.5336,-1556.6481,813.7235,-3842.9095,3727.2691,-4018.9485,716.8431,-697.3157,-6100.4788,-6747.6086,2957.2805,6366.1817,-5718.6326,4881.5855,-3082.4980,-6500.1749,-4598.2054,4025.3571,2780.5265,-745.1250,6669.2587,3040.7400,-1782.0225,-4640.8663,4313.4576,-731.4820,-891.4551,-6150.4695,-2531.0235,-6457.8784,-3184.9256,-6238.6289,4874.2733,3131.9899,-3556.3746,-3584.2536,-2847.5639,-5325.5458,5510.7822,1427.8740,4061.1317,6097.0312,3246.3960,-6096.0018,-1525.8063,3121.2297,3515.5606,-2299.7327,857.9507,1432.7405,6612.8489,1663.1365,464.7871,-3900.7849,5033.2406,3939.4215,-5150.3088,-4313.7790,4189.4491,-636.8524,-2184.7992,-3560.6865,6583.4664,2294.8445,-4026.3584,2565.6684,-5843.2817,4946.3253,3123.9694,-360.1176,1150.0266,3561.0055,-351550.6026,-372628.2552,-353613.6446,-351638.1648,-355373.5453,-353672.5737,-361229.3996,-358528.0423,-60407045.5533,-60443520.3952,-60422668.6152,-60416695.3890,-356854.6950,-60414283.0864,-2398.6111,4226.8474,1219.5159,3688.7513,980.7400,2628.4699,-6094.2953,-3973.7943,2494.4619,-5345.6257,-207.4733,286.5963,6555.7505,-2761.8587,4553.1257,-4068.2757,3215.8053,-5454.0666,4613.0237,4317.3512,5271.2368,1274.4688,-6181.9121,4571.3867,-6736.2234,1689.7363,5837.1149,-6468.5020,-6142.6024,-4848.2721,-5039.3500,3359.6075,3078.8259,5568.4271,-4826.1177,5491.8450,-2715.6869,104.7578,-4230.3974,830.8396,-3456.7309,4829.0827,6195.3438,-1842.5153,5147.5153,3787.1048,-5680.1986,4328.1767,-473.6406,-4026.9232,5671.9121,2064.6545,-347.9520,5006.5608,4961.8604,-3054.1609,5815.6929,-2395.9937,4107.4131,-1642.0118,-1583.6905,2782.1253,-5909.8176,-2919.1808,5809.3128,-2767.4377,-2443.2757,-5842.8589,-1589.4188,-3076.1578,-4991.8833,1193.8811,-6425.8732,3371.6807,-4322.6843,-2606.9644,2223.2083,4008.8446,-1267.6740,-6613.9533,-5229.4917,-5622.3732,4383.1745,1273.9797,-475.2039,320.9372,-3120.9552,-6016.0330,6494.6507,3793.6200,-230.4357,-4496.3963,-1346.4246,-4384.5030,-1573.7319,-4670.1296,5362.3242,-5350.1026,-6722.0719,-3477.2164,141743.1541,166557.5230,161628.5027,155966.5387,163366.9917,159968.2065,156018.0829,157404.2145,-97693222.3955,-97686760.3922,-97683964.0209,-97700463.0272,156727.0123,-97708060.5530,-798.8476,4711.4011,-5264.2573,-3512.9522,-6450.7101,4895.7560,-3063.9033,-2759.6094,-5534.9671,1216.2179,-2643.1995,-5371.1761,980.4684,3615.2564,1652.2562,-1862.5535,-5521.4922,-3307.6751,-4730.9362,-2986.5968,2294.1574,-1712.5946,-3012.2095,4082.9577,-1659.6767,-3852.6078,228.2793,2416.3975,3145.1917,-4714.6252,-4578.1005,-4701.1881,4939.6364,-978.6027,-4909.6598,-4001.4337,-1834.3938,1515.6048,-4615.4074,-2316.1435,-1798.8171,-848.8866,128.0893,-1571.5339,433.2296,4062.0428,2874.0849,5336.7369,1767.5658,4733.6962,3463.7903,4688.5652,-5401.2983,4704.2714,4463.2918,-895.1327,-2765.6310,-652.4746,4609.7916,-2558.1054,4366.8760,-5428.4598,-745.6344,-5158.7268,-2177.0079,-3339.4230,-3267.0738,3447.2598,5370.3099,564.8310,-3528.3907,-3058.4619,1190.6171,-5175.3752,4119.0557,6001.8993,-6536.8618,5362.4681,-1594.5895,-1269.8385,-4538.6436,-1068.0035,-1860.4989,5530.9166,4614.0785,5273.2775,4522.9859,-3360.4273,-947.6187,4562.6495,2123.6117,4732.3723,-5509.8015,-4727.7603,3141.0184,-574.0013,3089.0824,4240.5553,1179.3818,-4809.2226,-100775.8533,-105375.8555,-106844.6373,-99000.3640,-100998.4452,-111675.9739,-111621.1564,-105242.0410,44561598.1864,44591309.1933,44572645.6350,44577132.5954,-105055.7655,44573632.6273,
