sl_100_5400_20241021 Coordinates.csv
2024/10/21 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:24 2024,
Start: 2024/10/21 07:47:00.00, Stop: 2024/10/21 09:17:00.00,
TIME_UNITS,STARLINK-31212 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-31406 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-31848 - X-Coordinate,STARLINK-2305 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-30373 - X-Coordinate,STARLINK-4100 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-4321 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-4772 - X-Coordinate,STARLINK-5693 - X-Coordinate,STARLINK-5578 - X-Coordinate,STARLINK-31250 - X-Coordinate,STARLINK-4098 - X-Coordinate,STARLINK-5575 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-32124 - X-Coordinate,STARLINK-32178 - X-Coordinate,STARLINK-31186 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-32038 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-2432 - X-Coordinate,STARLINK-4207 - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-4137 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-4520 - X-Coordinate,STARLINK-3728 - X-Coordinate,STARLINK-1108 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-6215 - X-Coordinate,STARLINK-30760 - X-Coordinate,STARLINK-31943 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-3069 - X-Coordinate,STARLINK-5978 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-3893 - X-Coordinate,STARLINK-1719 - X-Coordinate,STARLINK-4452 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-3259 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-3613 - X-Coordinate,STARLINK-30215 - X-Coordinate,STARLINK-1284 - X-Coordinate,STARLINK-30444 - X-Coordinate,STARLINK-3282 - X-Coordinate,STARLINK-3828 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-30974 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-1925 - X-Coordinate,STARLINK-3851 - X-Coordinate,STARLINK-31435 - X-Coordinate,STARLINK-31996 - X-Coordinate,STARLINK-3532 - X-Coordinate,STARLINK-31358 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-32275 - X-Coordinate,STARLINK-3363 - X-Coordinate,STARLINK-31338 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-5264 - X-Coordinate,STARLINK-31281 - X-Coordinate,STARLINK-3400 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-2614 - X-Coordinate,STARLINK-30963 - X-Coordinate,STARLINK-3926 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-11115 [DTC] - X-Coordinate,STARLINK-3788 - X-Coordinate,STARLINK-6207 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-11086 [DTC] - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-30400 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-5711 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-2257 - X-Coordinate,STARLINK-2461 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31212 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-31406 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-31848 - Y-Coordinate,STARLINK-2305 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-30373 - Y-Coordinate,STARLINK-4100 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-4321 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-4772 - Y-Coordinate,STARLINK-5693 - Y-Coordinate,STARLINK-5578 - Y-Coordinate,STARLINK-31250 - Y-Coordinate,STARLINK-4098 - Y-Coordinate,STARLINK-5575 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-32124 - Y-Coordinate,STARLINK-32178 - Y-Coordinate,STARLINK-31186 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-32038 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-2432 - Y-Coordinate,STARLINK-4207 - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-4137 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-4520 - Y-Coordinate,STARLINK-3728 - Y-Coordinate,STARLINK-1108 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-6215 - Y-Coordinate,STARLINK-30760 - Y-Coordinate,STARLINK-31943 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-3069 - Y-Coordinate,STARLINK-5978 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-3893 - Y-Coordinate,STARLINK-1719 - Y-Coordinate,STARLINK-4452 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-3259 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-3613 - Y-Coordinate,STARLINK-30215 - Y-Coordinate,STARLINK-1284 - Y-Coordinate,STARLINK-30444 - Y-Coordinate,STARLINK-3282 - Y-Coordinate,STARLINK-3828 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-1925 - Y-Coordinate,STARLINK-3851 - Y-Coordinate,STARLINK-31435 - Y-Coordinate,STARLINK-31996 - Y-Coordinate,STARLINK-3532 - Y-Coordinate,STARLINK-31358 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-32275 - Y-Coordinate,STARLINK-3363 - Y-Coordinate,STARLINK-31338 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-5264 - Y-Coordinate,STARLINK-31281 - Y-Coordinate,STARLINK-3400 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-2614 - Y-Coordinate,STARLINK-30963 - Y-Coordinate,STARLINK-3926 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-11115 [DTC] - Y-Coordinate,STARLINK-3788 - Y-Coordinate,STARLINK-6207 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-11086 [DTC] - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-30400 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-5711 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-2257 - Y-Coordinate,STARLINK-2461 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31212 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-31406 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-31848 - Z-Coordinate,STARLINK-2305 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-30373 - Z-Coordinate,STARLINK-4100 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-4321 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-4772 - Z-Coordinate,STARLINK-5693 - Z-Coordinate,STARLINK-5578 - Z-Coordinate,STARLINK-31250 - Z-Coordinate,STARLINK-4098 - Z-Coordinate,STARLINK-5575 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-32124 - Z-Coordinate,STARLINK-32178 - Z-Coordinate,STARLINK-31186 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-32038 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-2432 - Z-Coordinate,STARLINK-4207 - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-4137 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-4520 - Z-Coordinate,STARLINK-3728 - Z-Coordinate,STARLINK-1108 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-6215 - Z-Coordinate,STARLINK-30760 - Z-Coordinate,STARLINK-31943 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-3069 - Z-Coordinate,STARLINK-5978 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-3893 - Z-Coordinate,STARLINK-1719 - Z-Coordinate,STARLINK-4452 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-3259 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-3613 - Z-Coordinate,STARLINK-30215 - Z-Coordinate,STARLINK-1284 - Z-Coordinate,STARLINK-30444 - Z-Coordinate,STARLINK-3282 - Z-Coordinate,STARLINK-3828 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-1925 - Z-Coordinate,STARLINK-3851 - Z-Coordinate,STARLINK-31435 - Z-Coordinate,STARLINK-31996 - Z-Coordinate,STARLINK-3532 - Z-Coordinate,STARLINK-31358 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-32275 - Z-Coordinate,STARLINK-3363 - Z-Coordinate,STARLINK-31338 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-5264 - Z-Coordinate,STARLINK-31281 - Z-Coordinate,STARLINK-3400 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-2614 - Z-Coordinate,STARLINK-30963 - Z-Coordinate,STARLINK-3926 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-11115 [DTC] - Z-Coordinate,STARLINK-3788 - Z-Coordinate,STARLINK-6207 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-11086 [DTC] - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-30400 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-5711 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-2257 - Z-Coordinate,STARLINK-2461 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3875.3492,5133.9609,-3946.7078,1488.2093,721.5666,2678.4997,-5746.2473,318.1688,3759.8581,5003.7566,-810.4784,-3100.2470,5868.9207,4599.3838,-3529.6538,4032.3202,3455.0860,-3385.9588,-4199.8078,4504.6553,-3590.0197,5163.4729,-3171.3607,485.4454,1715.1632,6421.2405,-2299.0484,5826.5882,2259.8633,5843.8723,-2474.2104,3551.5315,-6846.9078,-5063.1922,-1469.4906,6249.1046,3582.5025,6189.3911,3359.3722,396.3151,1754.3700,-4687.1538,5146.2936,4670.6036,4966.6286,-481.7713,4887.0060,-4681.0077,3766.9555,-2369.5315,-2835.2339,3309.5802,-3108.2319,5952.1296,-3976.4048,-2709.4569,3855.0813,6684.5582,-1727.3980,2713.0869,5861.3498,-4118.6183,6710.8023,3548.9086,-4553.6647,-1218.6050,-1319.7838,-4167.1259,182.2199,-5133.4442,3503.4490,-498.2909,1912.8275,203.5009,6915.5896,-6538.3074,-3463.7145,-4284.8235,-2547.4178,5031.3984,1667.6543,-4778.2970,-3886.5313,-643.7951,1452.3623,-547.9727,-4148.4251,2591.6324,-451.9513,-4568.1105,6171.5846,4150.1698,430.2187,-692.6110,-4949.0952,4186.6808,5990.3650,-5756.4279,6329.7099,-6072.6008,-135174.4754,-137474.5744,-123939.0639,-125457.2104,-124073.8897,-124909.7256,-133239.4647,-129559.6543,-131201040.4460,-131214036.2756,-131203794.4341,-131221471.0802,-129241.5082,-131213675.4176,3361.4512,-1523.8020,-5253.8710,-5967.4604,4418.8243,4276.7714,3619.1779,5471.0667,-4701.1102,-1106.7424,-5532.7762,2779.0208,3654.7604,-3152.7995,3869.8397,-3974.4564,3755.3530,-3883.3326,-383.5471,-133.1111,5199.7582,-874.8635,-4803.5665,-6827.6737,6561.8161,-2404.4057,6006.3423,3011.9740,5428.0846,-2008.8100,-3669.2008,-2607.5539,-1120.9878,-969.4947,-5049.5297,1306.5886,2660.0070,207.1370,2554.0268,6716.8492,6590.5458,5038.0384,3824.8499,-3792.0518,4131.5283,-4686.8336,-4317.2209,3036.7693,-2722.2493,-4833.2629,2358.4228,2678.3515,4340.6244,3594.2003,-4541.8654,-5365.8470,4527.1470,-1421.8369,4776.2965,3395.3420,-3378.6873,-560.4676,1475.3107,4138.4549,2446.1609,-5875.6022,4777.9399,3991.9131,-6517.1076,-4066.1488,-2196.8811,-6105.4178,6648.0257,4489.5169,27.9765,2232.4942,-3944.5975,517.8620,-6338.4040,976.5685,6592.0043,-4897.7341,-1479.8846,6419.5066,5841.5422,-6530.7060,1041.1379,-4759.3143,4334.7975,853.4568,479.8091,2136.4036,6607.7073,4463.8372,2726.7728,178.5970,-64.6630,-2966.9485,-1346.5891,-1896.8934,-316390.5024,-284097.0613,-299611.9669,-305721.1275,-297720.4391,-301506.7265,-299765.6185,-300566.1058,-76532244.0890,-76517383.3877,-76521315.0892,-76546796.7213,-302011.7048,-76544094.5605,4552.3518,4400.9236,-1950.9815,-2958.7907,-5280.0294,4579.4970,-1343.3935,4249.3062,-3413.4847,-4681.0796,4063.8143,5523.0095,653.0860,-4099.8770,-4554.7662,-3982.6433,4687.7722,-4651.5618,5377.3851,5239.9313,2851.2943,4360.9718,-3857.1715,264.7700,-991.7659,-375.7903,2541.1241,-1881.7317,3468.8378,3141.2252,5316.5775,-5338.5703,460.7837,-4620.2578,4511.9223,-1539.0589,5275.6583,3077.6520,-5129.4980,1355.8082,1258.4539,-882.1230,2317.7121,3421.9086,-2534.6029,-5117.6214,2400.5783,-4097.3152,5114.7447,-4361.6325,-5886.1948,-5501.2746,-4405.5007,-97.3790,3373.3180,-3468.8832,3544.1248,-1198.1969,-4702.7927,5372.8875,-1106.7959,5520.0146,856.2900,4249.1524,4642.4243,-3447.8906,4613.6613,-3834.9043,-2338.5953,2220.4898,5455.2247,-3077.0374,32.9090,5164.4982,-238.9114,-388.5290,-4369.7306,5396.9789,625.7695,-4651.4478,-1280.0347,-570.7603,5516.1699,-2572.4531,3411.9763,2264.7185,-5443.1949,4132.7605,5110.5515,-5131.1496,3120.6870,5144.5648,1247.4366,5229.6809,-3886.5896,5503.0534,3487.0161,-2438.3082,-2474.0780,-2741.1000,180498.1941,176326.4748,174271.7797,182592.0974,179884.0327,169201.3094,170119.0211,177308.9861,62115981.1610,62096757.9162,62129169.4671,62116462.9744,176235.0473,62126811.8761,
300.000,4836.5903,4774.6241,-4470.3328,-83.7819,2730.0178,4229.8211,-4514.4637,-139.4585,1961.7304,4529.4195,-2405.3181,-1595.7812,5492.8788,2767.4398,-2103.2136,3411.6699,4743.2917,-4976.5406,-4616.7994,3577.4631,-1729.3976,5016.8717,-4726.7630,-735.9722,2748.4835,5651.1586,-1204.0918,6608.5082,3180.2893,5567.7987,-4351.2066,1730.9375,-6460.9730,-6014.1420,-3267.6947,6557.3798,4102.7497,5192.3125,4000.9138,1920.1444,3203.0694,-3227.0374,5470.7505,2916.7963,5386.7366,-1595.2874,4741.2514,-4372.2151,3108.8260,-4085.0416,-4513.3471,4999.7441,-1105.2819,5992.9744,-4332.9437,-4412.1777,4249.2047,5794.5692,283.9840,4512.2162,5201.9202,-4391.2576,6854.5634,5153.9939,-2714.8669,-2403.2798,834.1744,-2306.2936,-1088.9514,-6104.7568,2393.3176,-1803.7425,2969.4161,2168.2024,6636.5033,-5920.3474,-5109.8689,-4345.5123,-3768.7092,4261.2796,2695.9604,-5531.7706,-4321.4495,-960.9079,2936.6401,-2137.9452,-3886.2965,479.5997,1481.1923,-4755.3919,5436.5079,3175.5631,1633.7329,1152.7523,-4747.8646,4318.6177,6292.5613,-5536.9028,6348.3846,-5541.0588,-128467.8047,-131449.5880,-117524.5358,-119161.5028,-117713.6717,-118498.1759,-126861.9088,-123438.6990,-129494721.1308,-129508207.6001,-129498001.5311,-129514965.4683,-122897.2897,-129507321.9177,1419.7407,-3498.0005,-3821.4546,-6630.9599,4543.8254,2749.7150,4304.5163,6549.6509,-4744.4550,-3152.9654,-5925.9142,4312.7868,3946.3319,-3794.1865,5343.3008,-5468.0509,2027.0095,-2532.1155,1676.4876,-2082.9596,5451.3435,-2904.4443,-4476.9042,-6634.1884,5668.2889,-3717.3521,6763.1523,1651.8883,3833.6558,-3703.7005,-2879.7545,-3781.4211,-425.9087,549.1053,-3877.7020,75.7090,559.1759,-1210.6720,430.1759,6589.2936,6147.1800,5682.8843,2036.7268,-4222.0035,2359.4143,-5769.0302,-5072.1809,4654.0388,-4565.9531,-4704.5730,2874.7964,2598.2306,4367.2611,2896.9584,-2783.2423,-4861.4784,2739.4902,-2788.4716,4324.2306,2396.2386,-4404.0304,1560.9214,271.4474,3604.1743,2534.0692,-4512.9399,5073.0168,4302.3772,-6812.9253,-3219.8274,-4027.4686,-4942.9414,5996.8836,4885.9475,-1167.8692,3284.4962,-3356.0150,2585.8617,-5326.8214,-925.2745,5647.5968,-3511.0437,649.1784,5214.9436,5996.6552,-6548.9784,3106.8050,-5002.8147,4986.7082,2801.2178,-1297.2908,430.7398,5837.4742,5235.3636,4324.8758,-1945.5716,-1821.8953,-1380.8401,-2669.5681,-321.6616,-319260.1975,-286917.7524,-302370.2414,-308369.4764,-300314.6293,-304105.7863,-302472.5607,-303037.7606,-79378883.1672,-79364217.0300,-79367547.5733,-79393959.3859,-304653.9143,-79390658.0152,4651.2497,3610.4012,-3523.6850,-1607.8049,-4452.4703,4581.1101,-3005.4712,2283.4734,-4641.4599,-4208.7511,2628.6334,5166.9105,-1584.1978,-5085.1535,-3898.5872,-2523.3264,4627.1122,-4123.0857,4752.7783,5533.2843,3914.3614,3586.0156,-2369.2101,-1546.7812,-2705.5469,1171.3281,812.4435,-371.6451,4664.8491,1834.2983,4543.2769,-5533.8288,2528.1008,-3383.1443,4721.8158,310.1826,5530.4844,4400.6147,-5284.7281,-184.6894,-278.3489,-2332.6820,3518.4967,4641.2392,-3686.4925,-3543.9648,322.4120,-2671.1831,4155.4509,-3028.2945,-4426.9511,-4079.7092,-5255.9463,2004.5394,4611.7001,-2247.3786,4725.1899,-2609.0571,-5398.3408,4654.9156,715.5459,5102.4204,-955.7267,2872.3239,5869.4040,-4665.3104,4408.0012,-4918.2085,-593.4286,459.3116,4991.9697,-4395.2460,-1760.9652,4279.3791,1564.0576,1419.8266,-3044.6997,4711.4578,2109.3167,-5375.7154,-2954.7115,-2059.4515,5350.4014,-4488.2572,1822.3495,805.5956,-4813.1862,4601.6800,4250.8000,-4178.6812,4098.2802,6160.8999,2936.9105,4362.7864,-2403.4043,5041.2521,2271.7364,-3916.2985,-742.9425,-4146.7383,180546.8459,176348.3029,174360.7731,182523.7714,180081.7312,169399.5694,169966.0349,176936.4256,62113987.0691,62094821.0573,62126977.7022,62114737.0230,176270.5981,62124939.4066,
600.000,5355.8389,3987.1462,-4574.7304,-1632.0373,4450.8572,5381.1530,-2822.4932,-613.8427,-52.9271,3658.8799,-3737.7833,20.4217,4533.1438,661.8278,-507.8375,2479.9579,5606.9787,-6104.4430,-4608.8862,2349.1358,314.8107,4392.0355,-5802.1045,-1899.6719,3531.7138,4311.6097,1.4406,6715.8295,3825.5606,4766.0895,-5803.4732,-229.4741,-5425.7636,-6387.8902,-4777.4745,6099.9290,4276.7912,3700.0529,4254.6503,3253.7182,4344.1271,-1441.3340,5267.1783,862.5597,5319.6428,-2505.9765,4116.6585,-3656.9454,2188.5968,-5380.6411,-5729.6271,6172.6620,1022.3997,5439.2400,-4309.2628,-5679.0017,4274.6427,4344.9579,2293.1019,5876.1842,4004.8876,-4283.0351,6320.6225,6237.5000,-590.0933,-3400.9574,2890.9174,-206.0159,-2245.6640,-6466.1847,1091.3508,-2972.9494,3750.1173,3886.8143,5697.1869,-4707.8434,-6220.8213,-4025.6509,-4632.1368,3119.4913,3489.9765,-5748.9888,-4385.0054,-1111.7485,4113.0671,-3513.8295,-3293.8096,-1685.5065,3224.1175,-4514.4936,4199.5873,1943.2725,2695.4876,2851.4764,-4085.1463,4078.1662,5998.7277,-4799.6914,5741.9472,-4490.7268,-121699.5299,-125366.2815,-111058.6148,-112812.7650,-111303.9694,-112036.0509,-120425.7156,-117230.0299,-127726656.2284,-127740625.2963,-127730478.6027,-127746682.7283,-116499.1024,-127739226.4966,-645.0534,-5125.8748,-1983.1552,-6623.2944,4266.2598,974.8052,4594.7536,6913.0683,-4365.4450,-4895.0686,-5748.3338,5454.5834,3791.4852,-4117.6593,6317.5121,-6411.5146,130.4458,-972.6030,3542.0643,-3857.1856,5209.0620,-4626.5031,-3730.9450,-5762.1158,4191.6776,-4669.2474,6846.0792,126.8855,1847.3373,-5028.5752,-1855.8175,-4635.6271,345.1845,1980.0827,-2366.3172,-1167.8684,-1586.3053,-2553.4188,-1725.8379,5802.6231,5107.7455,5796.2564,23.6938,-4284.8294,345.2935,-6288.9123,-5308.5425,5796.6950,-5955.3147,-4140.7908,3024.4144,2307.7782,4019.3645,1882.9786,-734.1381,-3906.6848,668.8776,-3910.8372,3499.9228,1209.8792,-4985.0736,3511.6395,-969.9391,2742.6351,2441.8805,-2716.9921,4883.0930,4242.6938,-6434.6366,-2057.8016,-5467.5473,-3292.4225,4744.5798,4825.0117,-2265.3530,4024.9411,-2454.9048,4382.7346,-3775.7868,-2770.4799,4139.7532,-1761.6208,2697.7992,3450.2473,5569.1770,-5936.4690,4860.2180,-4781.2864,5137.8884,4451.4980,-2979.7330,-1368.5792,4440.8443,5523.8867,5466.8383,-3864.4738,-3385.3408,373.5905,-3720.6691,1322.4390,-321986.1559,-289611.6678,-304995.5657,-310885.5611,-302777.0539,-306568.9680,-305045.7721,-305500.1842,-82187505.1431,-82173044.1010,-82175781.2795,-82203092.4271,-307162.9381,-82199203.2627,4237.2631,2433.8556,-4706.8901,-76.3362,-3147.1842,4067.7535,-4344.8127,73.7193,-5371.2038,-3288.1229,909.9229,4255.5785,-3652.8934,-5525.0833,-2827.0476,-792.6494,4071.5227,-3155.4875,3598.7158,5230.7007,4558.5484,2407.7980,-627.1640,-3186.8264,-4120.0606,2589.2392,-1003.8592,1180.1846,5338.7712,331.0664,3281.7113,-5136.0912,4326.9516,-1782.5616,4426.5901,2120.3474,5189.2543,5249.4367,-4799.7705,-1704.8473,-1785.4148,-3534.2294,4323.4941,5361.9392,-4445.5436,-1595.1234,-1790.0505,-957.8652,2748.1582,-1370.2628,-2497.2845,-2226.5457,-5542.9687,3893.5781,5353.2883,-785.9692,5398.8764,-3741.5301,-5515.3555,3435.2434,2458.5374,4134.9516,-2665.1205,1185.6665,6474.0423,-5382.0473,3697.4434,-5475.6617,1215.4895,-1351.4245,3975.5043,-5228.0774,-3365.2463,2919.8484,3198.4247,3075.1204,-1379.0966,3518.1430,3359.5862,-5523.6999,-4311.6145,-3321.4241,4607.6819,-5927.6052,36.6233,-739.7163,-3666.9514,4553.2462,2892.3136,-2777.6961,4637.4590,6523.9819,4284.0051,3025.5282,-654.4784,4037.7323,813.3569,-4973.5570,1067.9473,-5108.3841,180594.9306,176370.0027,174453.2788,182450.2747,180275.7079,169603.2512,169818.8775,176516.0906,62111997.9399,62092886.0111,62124785.4451,62113028.2888,176306.0252,62123066.9474,
