sl_100_5400_20240408 Coordinates.csv
2024/04/08 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:28 2024,
Start: 2024/04/08 07:47:00.00, Stop: 2024/04/08 09:17:00.00,
TIME_UNITS,STARLINK-3930 - X-Coordinate,STARLINK-3844 - X-Coordinate,STARLINK-1692 - X-Coordinate,STARLINK-2734 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-1670 - X-Coordinate,STARLINK-32274 - X-Coordinate,STARLINK-4555 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-4191 - X-Coordinate,STARLINK-5996 - X-Coordinate,STARLINK-31263 - X-Coordinate,STARLINK-30366 - X-Coordinate,STARLINK-31182 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-30422 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-1213 - X-Coordinate,STARLINK-2194 - X-Coordinate,STARLINK-3884 - X-Coordinate,STARLINK-1895 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-3160 - X-Coordinate,STARLINK-1983 - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-5770 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-30909 - X-Coordinate,STARLINK-30310 - X-Coordinate,STARLINK-5480 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-30233 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-3577 - X-Coordinate,STARLINK-1294 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-4794 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-1938 - X-Coordinate,STARLINK-4537 - X-Coordinate,STARLINK-30451 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-31246 - X-Coordinate,STARLINK-31795 - X-Coordinate,STARLINK-3399 - X-Coordinate,STARLINK-4160 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-31848 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-5871 - X-Coordinate,STARLINK-3602 - X-Coordinate,STARLINK-31530 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-4352 - X-Coordinate,STARLINK-3419 - X-Coordinate,STARLINK-5814 - X-Coordinate,STARLINK-31931 - X-Coordinate,STARLINK-4790 - X-Coordinate,STARLINK-3642 - X-Coordinate,STARLINK-31644 - X-Coordinate,STARLINK-30772 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-4216 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-1316 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-2284 - X-Coordinate,STARLINK-3535 - X-Coordinate,STARLINK-6067 - X-Coordinate,STARLINK-31418 - X-Coordinate,STARLINK-5409 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-30458 - X-Coordinate,STARLINK-11170 [DTC] - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-31166 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-1633 - X-Coordinate,STARLINK-3346 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-30532 - X-Coordinate,STARLINK-1598 - X-Coordinate,STARLINK-31218 - X-Coordinate,STARLINK-1272 - X-Coordinate,STARLINK-30886 - X-Coordinate,STARLINK-3109 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3930 - Y-Coordinate,STARLINK-3844 - Y-Coordinate,STARLINK-1692 - Y-Coordinate,STARLINK-2734 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-1670 - Y-Coordinate,STARLINK-32274 - Y-Coordinate,STARLINK-4555 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-4191 - Y-Coordinate,STARLINK-5996 - Y-Coordinate,STARLINK-31263 - Y-Coordinate,STARLINK-30366 - Y-Coordinate,STARLINK-31182 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-30422 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-1213 - Y-Coordinate,STARLINK-2194 - Y-Coordinate,STARLINK-3884 - Y-Coordinate,STARLINK-1895 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-3160 - Y-Coordinate,STARLINK-1983 - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-5770 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-30909 - Y-Coordinate,STARLINK-30310 - Y-Coordinate,STARLINK-5480 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-30233 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-3577 - Y-Coordinate,STARLINK-1294 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-4794 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-1938 - Y-Coordinate,STARLINK-4537 - Y-Coordinate,STARLINK-30451 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-31246 - Y-Coordinate,STARLINK-31795 - Y-Coordinate,STARLINK-3399 - Y-Coordinate,STARLINK-4160 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-31848 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-5871 - Y-Coordinate,STARLINK-3602 - Y-Coordinate,STARLINK-31530 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-3419 - Y-Coordinate,STARLINK-5814 - Y-Coordinate,STARLINK-31931 - Y-Coordinate,STARLINK-4790 - Y-Coordinate,STARLINK-3642 - Y-Coordinate,STARLINK-31644 - Y-Coordinate,STARLINK-30772 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-4216 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-1316 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-2284 - Y-Coordinate,STARLINK-3535 - Y-Coordinate,STARLINK-6067 - Y-Coordinate,STARLINK-31418 - Y-Coordinate,STARLINK-5409 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-30458 - Y-Coordinate,STARLINK-11170 [DTC] - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-31166 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-1633 - Y-Coordinate,STARLINK-3346 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-30532 - Y-Coordinate,STARLINK-1598 - Y-Coordinate,STARLINK-31218 - Y-Coordinate,STARLINK-1272 - Y-Coordinate,STARLINK-30886 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3930 - Z-Coordinate,STARLINK-3844 - Z-Coordinate,STARLINK-1692 - Z-Coordinate,STARLINK-2734 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-1670 - Z-Coordinate,STARLINK-32274 - Z-Coordinate,STARLINK-4555 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-4191 - Z-Coordinate,STARLINK-5996 - Z-Coordinate,STARLINK-31263 - Z-Coordinate,STARLINK-30366 - Z-Coordinate,STARLINK-31182 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-30422 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-1213 - Z-Coordinate,STARLINK-2194 - Z-Coordinate,STARLINK-3884 - Z-Coordinate,STARLINK-1895 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-3160 - Z-Coordinate,STARLINK-1983 - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-5770 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-30909 - Z-Coordinate,STARLINK-30310 - Z-Coordinate,STARLINK-5480 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-30233 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-3577 - Z-Coordinate,STARLINK-1294 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-4794 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-1938 - Z-Coordinate,STARLINK-4537 - Z-Coordinate,STARLINK-30451 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-31246 - Z-Coordinate,STARLINK-31795 - Z-Coordinate,STARLINK-3399 - Z-Coordinate,STARLINK-4160 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-31848 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-5871 - Z-Coordinate,STARLINK-3602 - Z-Coordinate,STARLINK-31530 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-3419 - Z-Coordinate,STARLINK-5814 - Z-Coordinate,STARLINK-31931 - Z-Coordinate,STARLINK-4790 - Z-Coordinate,STARLINK-3642 - Z-Coordinate,STARLINK-31644 - Z-Coordinate,STARLINK-30772 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-4216 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-1316 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-2284 - Z-Coordinate,STARLINK-3535 - Z-Coordinate,STARLINK-6067 - Z-Coordinate,STARLINK-31418 - Z-Coordinate,STARLINK-5409 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-30458 - Z-Coordinate,STARLINK-11170 [DTC] - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-31166 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-1633 - Z-Coordinate,STARLINK-3346 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-30532 - Z-Coordinate,STARLINK-1598 - Z-Coordinate,STARLINK-31218 - Z-Coordinate,STARLINK-1272 - Z-Coordinate,STARLINK-30886 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-242.5686,-1455.8763,2082.3176,1110.0501,-251.7222,1702.7075,-3078.3066,5980.2067,3084.7137,-6488.7880,3443.4293,3037.6514,-3903.7059,361.6501,2713.0836,-321.7782,-5372.8084,1971.2707,-3780.0558,-6551.7861,452.2753,-750.8117,6270.1580,-3398.5004,-4958.9329,-5687.3852,-4956.5214,-1421.2217,3824.2904,-2886.9497,3401.3920,150.1729,-6640.7576,4711.8894,-5272.2870,-3150.4410,324.4198,4637.9672,-4799.7506,4338.6470,-364.2468,3555.5225,6630.2815,-826.0268,-6795.9950,4024.9720,-2325.0096,5631.0390,-820.5022,3754.2430,-6386.3141,-3206.3836,1838.4250,-1928.2543,-4689.9206,-1072.1490,3474.3109,-3533.0397,1868.3151,4960.8006,4413.4796,5805.4355,4135.4787,-1617.9550,-1687.4254,-5124.3615,-6090.7656,6214.9519,-1609.8845,2020.1719,-2884.2511,-6168.7781,-4200.7624,3058.8462,2010.8032,6376.9523,-3835.7069,6645.5541,-1376.9057,-6423.5613,-5021.4860,-6833.3172,5925.7182,2377.7396,3701.4541,-3497.1088,-2936.4157,792.5577,4545.8206,-4126.2703,4126.0937,3936.0859,3938.0802,-2709.7185,-2870.6917,-3962.5876,1984.6687,-3801.9572,4179.8247,2871.8378,-191822.3036,-179144.9301,-194559.0231,-192344.9997,-195276.8300,-193475.0832,-185947.0772,-189648.1065,-262684630.2975,-262671290.9708,-262686910.9916,-262675782.5724,-189380.1033,-262671777.6088,6364.1312,-6173.1366,6176.9170,-6617.5547,-6716.8240,-4273.7145,-3196.0071,-2360.3536,4089.0280,-1999.0253,-4499.4325,-3982.8699,5740.9252,-5388.2602,5412.6102,-4227.1676,663.7350,3738.2467,-1929.8858,-1755.1456,-4135.0834,5492.4465,1932.9977,2378.9239,-3475.7757,2424.2413,-4820.3053,-6267.4364,5706.9791,4116.3360,-6037.2779,-6415.9566,310.5061,-4663.8256,-3157.9505,6004.3119,-2862.6775,4233.4542,-4916.0748,1741.9065,-5713.8936,2202.2057,23.8655,-5383.4398,-141.8430,-2251.0923,6120.3686,-3856.5469,-6379.6429,-2124.5694,2274.5343,-2652.7680,-5102.8715,-4893.0208,1700.5855,-6509.3782,290.0414,2166.8835,6513.7987,-3601.4099,5072.1885,3786.1486,1374.4964,-1837.1488,4887.5783,3094.7533,1172.0275,2625.6545,5441.3463,3635.1795,-3032.9502,1446.9685,673.6790,-5727.9654,-4634.8397,322.5020,4881.7108,-1245.3392,-6743.0663,-2547.7236,4619.8014,60.1184,3219.7439,-5643.6792,-3290.5845,-2160.6569,5874.5285,-5236.1081,-2589.3419,5394.3739,-979.7126,-2051.2022,-3950.9927,-5636.4090,-6149.5909,-1433.6819,3590.4038,-3535.3825,4115.2427,2076.7635,314397.4370,289511.8229,301208.1095,307875.4414,300599.8388,304296.7617,300456.5898,303823.9261,156164992.8143,156146170.1833,156158389.4081,156172462.8468,303684.3818,156178092.8232,2696.3936,-2776.8047,-2382.6476,-1779.1499,-1363.3654,-5186.2781,-5110.0333,-2564.2400,4672.7526,1321.3501,-4010.5339,-4668.2416,-392.4193,4235.7882,-3393.7234,-5473.5873,-4344.6146,5475.3832,-5346.6186,-1442.9128,-5536.3624,-4194.2802,-2261.7282,-5544.0374,3341.6725,3130.7289,-567.9227,2290.9326,-978.3988,-4682.9177,-338.2470,-2652.7763,-2042.0512,-2047.1979,-3227.2812,-763.6994,6313.4278,2772.6427,816.4062,5124.6281,-3920.9237,-5434.2304,-1596.8054,4269.7480,-1403.1580,-5175.6701,2233.1016,1279.7745,2257.8529,-5317.0905,770.1634,5554.0457,-4309.4911,4522.8672,4646.0629,-1373.8523,-6020.6344,5534.6734,-770.3335,-2991.6048,1702.2976,-460.1769,-5381.0735,6496.0603,4437.6543,3485.0526,3060.8888,-1054.9688,3990.6726,-5533.1167,-5516.7845,2772.9402,-5482.2794,2090.1027,4575.8376,-2659.9828,-2922.6705,-1549.5025,840.8366,786.8418,-136.8495,-1217.4390,-1633.1664,3299.8470,4590.8869,5426.2850,-2284.4260,4363.9627,4546.1540,1474.2483,5462.0345,5310.4726,4101.8427,-2984.6441,1432.4331,5525.1401,5469.0320,-4603.6523,-3705.8559,-5986.7332,31268.5839,31423.6173,27924.0246,36868.1756,33272.1204,22700.4682,24445.1285,31845.1026,-42597247.9011,-42567600.2644,-42586885.5344,-42585253.1504,30109.4176,-42588271.3354,
300.000,1130.6879,-2537.5501,3382.4342,-259.5404,-1466.6206,113.3596,-4819.9836,4614.3348,4753.2627,-6203.9170,2148.8917,2059.1586,-2532.7141,-1580.2972,4402.3899,-2379.6222,-4407.0640,3905.4297,-4958.9559,-6197.4980,-1712.1852,974.7839,6002.8404,-2042.7098,-6162.0364,-4178.1395,-5845.7917,-2828.6726,4778.0124,-1026.7915,1974.5421,-1513.4402,-5665.0668,3688.0922,-5412.7968,-1729.9955,-1303.1166,5928.5586,-5279.0995,5540.2091,-2228.4550,4786.2326,5953.4092,-2240.9645,-6202.0545,2279.9759,-803.8758,4270.0441,-2428.0505,3047.9737,-5717.1795,-4381.8271,-70.8973,-3879.0989,-3777.8619,-2196.1095,2043.7227,-2316.5071,3187.0624,3242.2437,5136.2184,5130.2932,5101.2994,-2824.9425,478.4249,-4846.6193,-4807.9834,6119.9297,442.0604,3742.5509,-4462.9492,-4897.1067,-4032.0157,1280.7095,-127.3536,6782.9684,-1966.1224,6477.8681,-2450.5800,-6107.1543,-3724.9603,-6752.1994,6676.2027,435.1074,3031.7362,-4646.8734,-1869.8862,-1317.5687,3007.5074,-3181.1814,3096.4619,3374.5732,2015.6667,-4098.9363,-3993.5922,-4736.0084,3808.8288,-4143.4513,5673.1314,2447.7829,-198478.1976,-185204.1903,-200979.1157,-198643.0478,-201660.9835,-199907.7541,-192302.7749,-196052.0766,-266030382.3049,-266016448.4553,-266032266.4626,-266021222.6124,-195730.0227,-266017600.5654,5439.3154,-4904.2502,6024.4723,-6061.4195,-5976.9819,-5450.3264,-2182.5297,-3241.9016,2810.9438,-623.1687,-5885.1010,-5532.3475,6372.0383,-5778.2262,4914.8963,-3523.5946,2551.3858,2909.5981,-199.4902,-376.8284,-4064.8059,4576.2350,175.1083,4050.3979,-2625.4301,3296.2042,-3602.7043,-5126.9590,4414.7855,5184.9987,-6540.0726,-5630.2971,939.0552,-5848.7199,-1226.1537,6551.2510,-4090.7812,3173.9481,-3674.2322,199.1873,-5916.6686,479.6423,-1541.8737,-4000.8233,1403.7045,-3495.4892,5753.1604,-4773.8417,-6322.7797,-4064.4957,3641.3616,-839.7820,-4570.3401,-4285.3761,3653.1263,-5596.8856,-1314.3583,3940.3664,5598.4596,-4475.3236,3535.5158,3869.0459,-437.1914,9.3048,4964.5219,4570.4695,2331.8279,1248.9814,5177.3041,2320.8390,-1614.1197,2530.8083,2766.1672,-5804.0613,-5040.0441,-962.1778,5250.2096,-2463.5185,-5954.6758,-1744.9477,5472.2477,1570.7953,1882.9260,-5513.2461,-5006.0903,-346.6680,5275.7098,-4846.3857,-4089.9309,6172.4290,-2898.8612,-4003.9167,-4248.7505,-5427.7768,-4924.4801,541.3139,2422.4613,-1524.7386,3063.8938,-24.1624,310101.1090,285573.0741,297265.3964,303808.6926,296484.7082,300214.1402,296462.5602,299254.5723,150392946.7258,150373836.7893,150385843.3694,150399736.3569,299619.9135,150405993.6556,4115.8984,-4177.9407,-643.1061,-3375.3674,-3029.3072,-4282.0989,-4219.5123,-4014.5187,4193.7148,2990.3231,-2987.7261,-3468.4488,1146.2204,3352.3354,-2150.7865,-5463.6171,-4717.1395,4913.0098,-4692.1776,-3090.4412,-5338.2470,-5141.2491,-3479.8565,-5231.0277,1733.5636,4436.0681,976.0556,3498.6358,-2417.6392,-4389.6562,1200.6479,-3773.4431,-3926.2613,-563.4476,-4169.8342,794.0301,5453.5041,1386.6566,2544.8102,4172.5186,-2858.9019,-4886.8237,-2949.9230,5181.6419,-2783.9446,-5535.0981,3752.3339,2678.6087,788.3579,-4589.7225,-787.9449,5316.8587,-5205.6899,3836.6408,4342.6899,-3045.7334,-6519.9173,5189.3851,-2242.0721,-3999.5274,3033.4026,-2643.4587,-4661.2860,6340.8896,4641.8732,1906.0119,4388.8156,-2763.1447,4595.3297,-5339.8642,-5042.2289,4174.2447,-4923.5636,3344.5439,4587.1432,-944.5612,-3957.5105,248.4300,2565.4042,2826.3442,-1664.1964,320.3710,-115.1900,4218.4949,3372.6627,4963.8465,-4128.5550,4675.3965,4718.6049,-324.3342,5461.7645,4527.9643,5080.3756,-1319.7023,2808.7110,5057.1885,5135.5597,-5352.9465,-2560.8150,-6512.8720,31376.0100,31570.6356,28112.2680,36932.4737,33601.2475,23006.0349,24397.3261,31955.6724,-42591672.7980,-42561984.8213,-42581457.7831,-42580035.5687,30264.5574,-42582519.3654,
600.000,2434.9123,-3414.9822,4343.2345,-1638.7707,-2566.3178,-1447.6334,-6060.3882,2788.9402,5978.7158,-5317.0613,675.1986,909.1805,-908.8963,-3344.3447,5656.8181,-4221.4056,-3053.4453,5464.1956,-5662.2434,-5247.3348,-3705.0867,2646.9089,5177.9923,-534.7238,-6748.3893,-2256.8653,-6175.1176,-3982.0007,5291.5173,909.0219,346.2653,-3063.0714,-4120.5360,2312.1566,-5068.5393,-125.8529,-2747.2746,6623.1775,-5256.2449,6222.3144,-3859.5919,5568.1186,4678.0946,-3485.5924,-5016.7181,341.4920,831.2873,2487.6933,-3780.7301,2082.0470,-4462.2654,-5174.8523,-2004.8073,-5453.7968,-2521.9740,-3119.3863,467.9299,-922.2718,4202.7882,1191.6657,5388.5491,3919.6861,5601.5414,-3813.9336,2597.5483,-4107.1172,-3057.8689,5408.5290,2468.8027,5127.8287,-5631.3141,-3144.5648,-3522.4025,-649.3554,-2243.8257,6516.0241,113.2201,5669.7361,-3311.0741,-5186.8640,-2038.8118,-6017.8065,6780.3670,-1569.7653,2077.3234,-5356.0399,-569.5371,-3310.2853,1207.7364,-1921.2201,1814.6368,2530.2983,-116.2800,-5072.0094,-4756.5785,-5095.6228,5267.6655,-4138.3706,6616.5984,1859.9511,-205036.8375,-191177.6939,-207309.8327,-204853.0169,-207952.3168,-206251.2053,-198576.3167,-202321.6040,-269249318.4479,-269234776.9888,-269250787.5263,-269239788.6358,-201992.7149,-269236604.9383,3991.1240,-3155.8014,5282.3231,-4924.3108,-4632.2235,-6117.3283,-985.4785,-3847.6215,1298.0465,845.0560,-6708.2147,-6518.4682,6396.4953,-5617.1703,3960.6769,-2530.4887,4220.1875,1846.8906,1511.9219,1070.0625,-3653.2600,3253.1645,-1625.2515,5353.6103,-1533.3528,3892.8470,-2029.0465,-3470.9810,2686.8360,5771.6390,-6415.1509,-4320.1735,1524.0935,-6465.1384,839.7634,6433.1678,-4954.1546,1810.4274,-2049.1778,-1323.3892,-5568.7942,-1251.3887,-2978.3713,-2249.8957,2839.6082,-4450.0771,4839.6159,-5254.6587,-5623.9054,-5593.4571,4644.1993,1018.8112,-3636.4179,-3300.8620,5245.5977,-4082.2447,-2847.0366,5350.2021,4109.4101,-4933.2611,1644.7361,3502.1887,-2170.2048,1806.7075,4580.7137,5581.6785,3308.6868,-284.1697,4454.2277,827.3923,-83.6981,3410.1300,4580.9401,-5313.8989,-4976.0319,-2140.6816,5130.5624,-3441.2016,-4575.3258,-731.2119,5780.3256,2932.7064,364.9250,-4889.7856,-6182.5152,1465.4160,4174.0753,-4016.3962,-5229.4495,6347.3690,-4559.1586,-5560.7581,-4182.9014,-4692.4771,-3217.7048,2434.5339,1058.7902,639.7215,1740.8980,-2144.7211,305660.2720,281508.6501,293190.2409,299610.3377,292237.2171,295995.0066,292337.1936,294580.2994,144549260.3253,144529876.5667,144541670.4799,144555435.7057,295422.6698,144562251.4751,5091.9888,-5130.9733,1165.1131,-4612.1205,-4360.7572,-2920.2522,-2844.6203,-5033.7776,3266.7582,4336.9220,-1646.3958,-1883.6968,2563.0938,2099.6229,-678.3201,-4868.3135,-4587.7095,3822.6949,-3512.9152,-4407.7595,-4568.5100,-5543.8323,-4327.0942,-4357.6359,-61.3086,5266.5609,2415.6133,4313.6614,-3598.9203,-3614.6902,2611.1371,-4492.7245,-5395.0353,980.5203,-4668.4711,2262.5193,4013.7586,-152.1794,3998.9947,2775.5978,-1491.7586,-3800.3412,-3971.7424,5537.3181,-3867.9558,-5303.8728,4867.4096,3791.9615,-769.8772,-3353.5568,-2257.5952,4514.2425,-5545.0628,2741.0981,3551.5829,-4363.2453,-6332.2254,4286.0926,-3461.9193,-4558.9317,4040.1494,-4545.7717,-3441.7778,5512.7862,4324.0585,122.5585,5244.2328,-4162.2207,4709.9350,-4574.0406,-4027.4674,5125.9592,-3840.5666,4223.3739,4083.1525,872.7473,-4556.2783,2019.7532,4015.2446,4565.8934,-3004.8953,1823.9523,1415.0828,4690.7056,1764.7097,3942.2078,-5535.7216,4471.9526,4386.7082,-2088.4767,4874.4344,3259.6392,5514.2792,486.8065,3884.6578,4053.2628,4230.9318,-5532.5073,-1142.2702,-6352.6882,31483.0334,31717.5248,28304.5858,36991.7769,33926.8513,23316.9899,24355.6555,31930.3604,-42586093.5425,-42556370.7880,-42576030.2818,-42574839.4002,30419.6738,-42576767.3819,
