sl_100_86400_20241111 Coordinates.csv
2024/11/11 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:38 2024,
Start: 2024/11/11 07:47:00.00, Stop: 2024/11/12 07:47:00.00,
TIME_UNITS,STARLINK-31386 - X-Coordinate,STARLINK-6250 - X-Coordinate,STARLINK-1092 - X-Coordinate,STARLINK-4670 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-3697 - X-Coordinate,STARLINK-4320 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-4204 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-30529 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-6164 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-2434 - X-Coordinate,STARLINK-30211 - X-Coordinate,STARLINK-2346 - X-Coordinate,STARLINK-1567 - X-Coordinate,STARLINK-1418 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-3260 - X-Coordinate,STARLINK-5416 - X-Coordinate,STARLINK-11112 [DTC] - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-3852 - X-Coordinate,STARLINK-5832 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-32120 - X-Coordinate,STARLINK-2238 - X-Coordinate,STARLINK-6204 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-11180 [DTC] - X-Coordinate,STARLINK-32019 - X-Coordinate,STARLINK-5806 - X-Coordinate,STARLINK-5711 - X-Coordinate,STARLINK-3589 - X-Coordinate,STARLINK-2130 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-3700 - X-Coordinate,STARLINK-5013 - X-Coordinate,STARLINK-5424 - X-Coordinate,STARLINK-5551 - X-Coordinate,STARLINK-31960 - X-Coordinate,STARLINK-5287 - X-Coordinate,STARLINK-31829 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-31037 - X-Coordinate,STARLINK-1970 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-1153 - X-Coordinate,STARLINK-6109 - X-Coordinate,STARLINK-5303 - X-Coordinate,STARLINK-3225 - X-Coordinate,STARLINK-4051 - X-Coordinate,STARLINK-6223 - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-5055 - X-Coordinate,STARLINK-5227 - X-Coordinate,STARLINK-31897 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-31303 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-5939 - X-Coordinate,STARLINK-5891 - X-Coordinate,STARLINK-30581 - X-Coordinate,STARLINK-5320 - X-Coordinate,STARLINK-30597 - X-Coordinate,STARLINK-3702 - X-Coordinate,STARLINK-31932 - X-Coordinate,STARLINK-3986 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-30826 - X-Coordinate,STARLINK-1231 - X-Coordinate,STARLINK-31703 - X-Coordinate,STARLINK-3339 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-4292 - X-Coordinate,STARLINK-6126 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-3858 - X-Coordinate,STARLINK-3919 - X-Coordinate,STARLINK-4782 - X-Coordinate,STARLINK-4025 - X-Coordinate,STARLINK-32255 - X-Coordinate,STARLINK-11149 [DTC] - X-Coordinate,STARLINK-2443 - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-4566 - X-Coordinate,STARLINK-30072 - X-Coordinate,STARLINK-1109 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31386 - Y-Coordinate,STARLINK-6250 - Y-Coordinate,STARLINK-1092 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-3697 - Y-Coordinate,STARLINK-4320 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-4204 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-30529 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-6164 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-2434 - Y-Coordinate,STARLINK-30211 - Y-Coordinate,STARLINK-2346 - Y-Coordinate,STARLINK-1567 - Y-Coordinate,STARLINK-1418 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-3260 - Y-Coordinate,STARLINK-5416 - Y-Coordinate,STARLINK-11112 [DTC] - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-3852 - Y-Coordinate,STARLINK-5832 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-32120 - Y-Coordinate,STARLINK-2238 - Y-Coordinate,STARLINK-6204 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-11180 [DTC] - Y-Coordinate,STARLINK-32019 - Y-Coordinate,STARLINK-5806 - Y-Coordinate,STARLINK-5711 - Y-Coordinate,STARLINK-3589 - Y-Coordinate,STARLINK-2130 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-3700 - Y-Coordinate,STARLINK-5013 - Y-Coordinate,STARLINK-5424 - Y-Coordinate,STARLINK-5551 - Y-Coordinate,STARLINK-31960 - Y-Coordinate,STARLINK-5287 - Y-Coordinate,STARLINK-31829 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-31037 - Y-Coordinate,STARLINK-1970 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,STARLINK-6109 - Y-Coordinate,STARLINK-5303 - Y-Coordinate,STARLINK-3225 - Y-Coordinate,STARLINK-4051 - Y-Coordinate,STARLINK-6223 - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-5055 - Y-Coordinate,STARLINK-5227 - Y-Coordinate,STARLINK-31897 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-31303 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-5939 - Y-Coordinate,STARLINK-5891 - Y-Coordinate,STARLINK-30581 - Y-Coordinate,STARLINK-5320 - Y-Coordinate,STARLINK-30597 - Y-Coordinate,STARLINK-3702 - Y-Coordinate,STARLINK-31932 - Y-Coordinate,STARLINK-3986 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-30826 - Y-Coordinate,STARLINK-1231 - Y-Coordinate,STARLINK-31703 - Y-Coordinate,STARLINK-3339 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-4292 - Y-Coordinate,STARLINK-6126 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-3858 - Y-Coordinate,STARLINK-3919 - Y-Coordinate,STARLINK-4782 - Y-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-32255 - Y-Coordinate,STARLINK-11149 [DTC] - Y-Coordinate,STARLINK-2443 - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-4566 - Y-Coordinate,STARLINK-30072 - Y-Coordinate,STARLINK-1109 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31386 - Z-Coordinate,STARLINK-6250 - Z-Coordinate,STARLINK-1092 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-3697 - Z-Coordinate,STARLINK-4320 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-4204 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-30529 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-6164 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-2434 - Z-Coordinate,STARLINK-30211 - Z-Coordinate,STARLINK-2346 - Z-Coordinate,STARLINK-1567 - Z-Coordinate,STARLINK-1418 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-3260 - Z-Coordinate,STARLINK-5416 - Z-Coordinate,STARLINK-11112 [DTC] - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-3852 - Z-Coordinate,STARLINK-5832 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-32120 - Z-Coordinate,STARLINK-2238 - Z-Coordinate,STARLINK-6204 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-11180 [DTC] - Z-Coordinate,STARLINK-32019 - Z-Coordinate,STARLINK-5806 - Z-Coordinate,STARLINK-5711 - Z-Coordinate,STARLINK-3589 - Z-Coordinate,STARLINK-2130 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-3700 - Z-Coordinate,STARLINK-5013 - Z-Coordinate,STARLINK-5424 - Z-Coordinate,STARLINK-5551 - Z-Coordinate,STARLINK-31960 - Z-Coordinate,STARLINK-5287 - Z-Coordinate,STARLINK-31829 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-31037 - Z-Coordinate,STARLINK-1970 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,STARLINK-6109 - Z-Coordinate,STARLINK-5303 - Z-Coordinate,STARLINK-3225 - Z-Coordinate,STARLINK-4051 - Z-Coordinate,STARLINK-6223 - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-5055 - Z-Coordinate,STARLINK-5227 - Z-Coordinate,STARLINK-31897 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-31303 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-5939 - Z-Coordinate,STARLINK-5891 - Z-Coordinate,STARLINK-30581 - Z-Coordinate,STARLINK-5320 - Z-Coordinate,STARLINK-30597 - Z-Coordinate,STARLINK-3702 - Z-Coordinate,STARLINK-31932 - Z-Coordinate,STARLINK-3986 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-30826 - Z-Coordinate,STARLINK-1231 - Z-Coordinate,STARLINK-31703 - Z-Coordinate,STARLINK-3339 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-4292 - Z-Coordinate,STARLINK-6126 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-3858 - Z-Coordinate,STARLINK-3919 - Z-Coordinate,STARLINK-4782 - Z-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-32255 - Z-Coordinate,STARLINK-11149 [DTC] - Z-Coordinate,STARLINK-2443 - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-4566 - Z-Coordinate,STARLINK-30072 - Z-Coordinate,STARLINK-1109 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1419.9071,5660.1876,-2462.3786,-128.5480,-6498.8193,-5437.4570,-3455.9267,-4386.6990,1360.9575,1443.3437,1300.0776,1842.5085,4533.3847,6665.0067,-4758.4386,1944.6542,-6729.1217,-4758.3029,-5612.5891,3774.0421,-4241.1699,-905.9641,-4657.7782,-3673.8871,3978.0474,-2787.4456,-5760.3434,-3224.5825,-1916.8059,-2149.1705,495.6611,-5863.5229,2872.3215,6772.7819,-1488.4089,1502.6419,-4922.6345,-6766.0639,-5090.8918,2863.0163,-55.6317,578.7576,2915.7944,-4821.0216,-633.4035,5447.4516,5781.2713,-6477.7520,270.3799,-4397.7741,-6560.3438,789.8984,-4804.6758,2946.6413,3860.5790,-4102.6083,6817.7098,-5580.8124,-2270.7806,-710.6606,-3740.5992,-3170.9351,-5642.3661,-4449.3067,-5391.3820,1885.1137,5832.6930,-4422.5094,6618.1639,-5580.5022,3982.7807,-5296.5462,5769.9304,-6521.8917,-6929.8216,-6469.5751,-3573.0725,6063.4081,638.0604,4530.1757,-889.7153,-5461.7061,-975.3080,-6410.1974,-4106.4232,-5462.9787,5068.8234,1970.3995,-3270.1157,3719.0131,-15.9284,4018.7091,6475.6576,1870.3689,3992.9810,-6063.7737,338.4415,4416.4483,-2113.5315,6167.4141,360263.2178,356196.3723,368904.7584,369544.3487,368008.8469,368566.8769,360162.6383,365100.1503,-96483984.9418,-96470694.2612,-96484935.0446,-96483567.8495,364684.0383,-96479561.3632,-6596.1721,-1332.3763,-5067.0961,-6546.9456,700.4831,3701.1096,-3041.8614,821.8583,4278.4462,4873.4153,6726.8441,3849.2320,2780.7910,-277.0080,4963.5443,6635.1849,-1577.9956,-339.0938,129.2331,-5800.6848,-3458.2877,5693.3245,4962.2398,2200.0077,5660.8949,5528.2743,3548.0331,-3289.8975,-6646.8375,-6546.4002,-4327.2439,-3179.3617,-3301.8113,1354.6720,6754.5666,3844.1790,2974.9255,761.4422,466.8701,-5521.6466,-6839.8679,5711.4378,-5708.0548,-2806.0189,5345.7994,3803.0594,1026.6805,-1082.3914,5605.2067,-3999.2609,-1829.1743,4320.7323,-3244.5472,4414.1241,-1562.5644,3649.1001,904.6786,-2973.6779,-3491.5253,-5567.8637,-5308.5797,-3520.1093,2977.5470,4500.8455,-4101.7727,5637.4061,2557.3366,-3481.1956,46.9674,2017.6742,3156.9116,2486.1874,3394.0015,-378.4553,-367.8409,-527.1016,2171.2142,-3027.8041,-5855.2248,2987.4361,6875.5638,1860.2252,-5714.3692,-650.9569,-139.6462,-1504.9760,-949.8142,-5499.5987,3721.6477,-2460.8113,4368.7494,-2028.1800,-285.4224,-3677.3101,-1749.9966,1552.6469,-4637.2348,-1505.4685,-6049.4107,2612.2663,-7782.4801,11288.8791,1366.0750,-4810.2651,3188.2538,-622.4240,-1982.2402,-2430.1158,-89256603.0693,-89252357.7213,-89245631.3087,-89247038.2338,-2655.3237,-89239055.7270,-1014.8034,-3786.6942,4003.8131,2221.5175,-2271.9117,2160.1502,5188.0619,-5299.7108,-5267.7404,-4725.1561,1070.2721,5451.0398,-4456.6144,-1909.9087,-777.1060,411.3630,-579.9963,-5019.5181,4040.9487,-282.3258,-4131.2182,3817.9441,-1350.3865,5187.7796,-239.5240,3080.0289,-1540.9457,5152.7843,-526.4466,703.2442,-5215.3538,-1870.2241,5390.7227,399.7713,-694.2347,-5326.8098,3667.4370,1321.4162,4679.7983,3023.6100,1077.9376,3851.1421,2602.9943,4114.6331,-4344.2439,2016.7266,3471.7712,-2488.8858,3928.8225,-3350.1369,713.7375,-5357.8358,3595.7515,-4290.3521,5523.8669,-4238.3822,-1038.2041,-2819.2328,-5528.4377,-4080.7538,2414.3878,5043.8390,-2682.2396,-2798.3840,-811.8010,3403.7236,2196.6783,4057.3007,-1624.2585,-3582.7158,4712.2976,3718.0801,-1848.2971,-2340.2848,447.5049,-2456.2793,5503.2832,-360.4232,3617.3253,4187.4293,-231.1849,3820.9829,-3363.5187,-2526.5894,-5455.0527,-3974.4030,4630.1754,3710.7423,-4540.9003,-5292.4759,5355.7016,5245.0681,-2423.6265,5463.0844,-5143.0961,2950.3768,5112.5791,-5147.6711,-2662.3206,-1736.0308,-42745.8416,-45355.6072,-46552.3999,-38306.2087,-40920.6205,-51610.0501,-50780.0547,-42867.3651,51418035.2861,51402508.3102,51391494.8419,51400145.0038,-44617.7288,51408553.5510,
3600.000,3687.7698,-2896.5395,4716.4412,1665.2836,6193.8417,4434.9105,-1020.8687,4816.5655,-4691.7377,-5026.7629,-3252.4588,-5136.2246,-5338.9019,-6242.4342,2875.1653,-3101.0824,5737.5518,2886.1190,2747.7898,-1685.8220,6464.2046,-2450.4867,2651.9375,2289.7349,-4403.3712,-763.7260,4174.0263,6281.2494,3722.2490,3244.6806,3193.3806,6255.3198,-3761.5833,-5386.6003,586.9279,-5572.4662,4380.5545,4639.1129,4805.4981,672.4757,1903.5416,-2595.4237,404.8602,5092.5685,-2950.7516,-1579.9027,-6554.5693,6567.4974,-2496.7203,5000.5838,4998.2806,-4560.3975,6511.0497,-6165.1650,-2466.2771,2415.2343,-5782.4113,6549.6255,5746.7324,4061.9552,5555.1405,4613.2081,5007.2526,807.8992,5948.3974,-3724.1963,-3924.3820,27.8743,-5829.0880,2008.5218,-6231.6807,1980.2806,-3734.0306,6548.3631,4913.1795,6611.3408,1936.7000,-3027.9713,1110.4857,-5146.6556,-1458.9974,5680.2636,4300.1166,6603.0685,3711.2049,6914.9473,-4600.9090,-491.1392,-2083.8923,-110.3419,-3443.1779,-656.1723,-3750.1282,2326.8752,-114.2137,2779.0491,2582.5328,202.3888,4321.9257,-6322.0311,351891.8227,343469.9504,359059.9577,358038.6339,356873.4038,357887.0963,350110.4680,353595.8029,-70022832.2357,-70006908.1971,-70019762.6729,-70015747.2328,353763.4700,-70018441.3446,4940.7610,4222.9607,5060.4194,6363.2459,-2242.6391,-4860.0079,252.3773,-4292.1523,-1430.3853,-3280.9347,-5573.3924,-1168.4315,1228.7754,2454.7971,-5262.9365,-4489.7019,-1021.2772,-3608.1932,-3145.0096,5541.1808,2273.8629,-3344.8674,-5980.8893,-6091.5405,-3360.2285,-4179.2370,-5115.2461,2009.9618,5025.5385,4201.5342,5677.5730,1653.0065,5712.5816,683.5552,-4741.3001,-845.5252,-5168.8959,-3028.8550,-4143.6224,4211.4546,4746.7550,-6408.9238,4397.2678,-1261.0949,-3007.8241,-2942.8953,1890.9465,1128.8326,-6375.0459,-463.5028,-712.9828,-2213.1615,1830.0019,-2627.9169,5314.8708,-6334.9232,-577.2093,1645.3533,1558.7648,3277.1969,3960.3551,-593.5258,-4468.2658,-4255.8734,1294.5992,-1754.1836,1372.9359,1390.1745,2563.8605,-3654.4778,-123.9705,-4716.0070,-4766.5803,-1874.3804,-158.2232,-1738.2234,-5721.9848,4650.8210,6805.4385,1447.6344,-5965.2744,-3955.7262,5090.9104,-928.1458,-4395.6160,-180.6586,4514.9185,6898.6224,-4092.1495,4943.5175,-5368.0150,4844.1835,2432.5677,5177.3869,5227.3213,-3289.0483,6101.7520,-989.6780,5342.3215,-992.0221,79936.1938,99930.5240,91721.8421,86308.8334,95058.6299,91613.9156,89079.9204,88383.4757,-111185436.1043,-111180329.2029,-111180361.3816,-111178224.6075,88797.4395,-111168892.1216,-2923.5168,4670.2523,-6.6482,2136.5450,-2116.6900,2158.0511,-6867.4905,2508.3023,4870.2045,3466.7765,2536.8081,-4508.1396,4243.9388,-1771.4481,-3453.9371,-4270.8862,3753.7785,5146.5632,-5523.5578,-3800.5269,-93.8532,-5542.3726,-2308.8542,-1738.8264,4145.3456,-5463.9876,-2132.3565,-2096.2890,-3004.2159,-4452.2414,1914.8255,-2472.3998,-1261.1966,-4291.4223,5043.3011,3680.8081,827.1172,-4178.0094,-2810.0631,-5451.7185,-4671.0507,220.2571,-5332.3135,-4542.9225,5473.7399,-6089.4202,229.3793,-2211.0166,350.4716,4608.1557,-4630.6681,4709.6107,920.4967,1265.5481,-3697.5990,1440.2647,-3818.9061,-1520.7076,3513.7956,4560.7410,1223.6279,-5136.0770,-1684.1102,5385.2926,-3080.9062,-5483.7220,-5307.8592,-6807.2180,-2428.4082,5525.3681,-3050.9085,-4689.9885,-3402.2630,-1315.4002,-4919.1786,-1183.3983,-3378.0239,3900.9136,539.8161,-4302.8087,-3228.0053,220.8439,-787.1487,-1848.5727,3665.2999,-77.3295,-2569.8543,370.2465,4894.1052,4829.1250,-2687.8886,-4900.3199,5271.9755,-3845.2628,4242.4269,-5424.7424,-1994.5922,6859.8469,-947.7966,-2629.6156,-40183.3868,-43695.8117,-43878.8304,-38128.9774,-37426.5901,-47458.1293,-50851.2061,-44533.8199,51400433.9226,51390192.6273,51376062.9924,51385610.5886,-42818.5633,51389280.5697,
7200.000,-4927.6078,-78.2613,-4891.5911,-3135.8394,-3082.3107,-1131.5831,2954.3429,-3815.8339,6720.7784,6801.1960,4650.2252,6832.9022,5168.6102,3440.7120,878.6443,4184.6774,-3125.1691,-1244.0849,109.4423,-1906.8232,-5385.5080,5707.5346,740.6261,18.7570,4111.1263,4700.4796,-758.3534,-6514.1765,-4874.9572,-4260.1863,-4526.1350,-4311.9190,3119.3165,2249.7666,2141.6969,6463.3071,-1255.1264,-1152.8159,-3369.9600,-4629.2265,-4216.2120,3543.1103,-4342.7323,-4590.2712,6087.6676,-1729.8024,4086.7724,-4006.7660,3577.2301,-4433.4908,-1708.2650,6804.9875,-4804.1365,6262.9565,1096.8678,-200.2937,2295.4467,-4817.3131,-6885.9796,-6497.0284,-5498.2051,-5431.8192,-1905.3958,3505.4590,-4167.1947,5274.3048,949.7736,2555.1219,2107.8031,1794.4042,6528.0426,1427.4700,56.2782,-4096.9927,-1010.7324,-4258.1377,-447.8115,-1787.6581,-2551.3006,4552.3816,4012.0472,-3374.7472,-5097.3646,-3915.1393,-2494.3782,-5305.0847,3003.2563,-1334.7971,5729.4382,-2507.4303,4876.9463,-1881.4794,148.1777,-4635.5260,-2637.2778,1114.6098,-3882.8012,-5212.7639,-5095.6634,4033.0772,322487.8569,309178.0794,326179.0375,323532.7733,322957.5649,323713.5217,317660.4661,319927.2906,-38790626.1579,-38773660.2265,-38781192.8314,-38778948.0726,320270.7679,-38785760.8253,-761.2768,-6367.5328,-2792.1459,-3344.2778,3410.3733,4467.0923,4394.6640,5489.0433,-765.3535,1359.9008,2252.9355,-821.5363,-4382.4419,-4139.1598,4075.3632,438.1653,4059.0830,6475.9048,5921.4701,-3697.9856,81.0683,875.0592,5167.2719,5896.1578,-814.9659,2465.7315,5214.2368,-456.6304,-1451.3143,-75.7909,-4157.4457,1209.4928,-5039.9530,-3543.6727,1207.1953,-1494.0493,4764.8218,5140.4089,6014.2646,-2522.7540,-1111.0364,4228.6832,-2548.6281,4697.5064,776.3540,-1417.0051,-3959.1680,-21.2771,3850.4506,4591.7521,4079.8125,509.1456,877.1533,-93.1628,-6824.5623,6564.6588,-1260.2584,808.4721,-5.6992,-774.7460,-867.6399,3765.2193,4402.3518,3754.5203,2746.8694,-2364.5968,-5486.6450,3319.1692,-4544.8181,5275.0233,-2298.7665,6168.1667,2044.7729,3735.9944,2184.8910,3630.5335,6848.9241,-4914.1006,-4706.7704,-4936.7043,3100.9951,4401.9416,-1088.1428,2637.0534,6298.5501,1787.5237,-6163.5395,-5308.4318,3404.5627,-6300.7518,4613.3619,-6487.7429,-4925.8231,-5021.8346,-6192.6964,5102.2238,-5203.0858,376.6115,-2517.2885,-1758.4076,163880.1297,182806.9403,176282.7025,171777.4984,180945.9973,177671.3895,175008.1468,175148.0609,-125498642.2863,-125490944.8555,-125496194.7978,-125486612.4622,174605.8695,-125482918.5831,4646.8511,-2757.4338,-4019.0540,-5184.2926,5160.7788,-5174.2272,4482.1190,1802.0140,-1461.2697,-136.0472,-4631.8267,802.1562,-1486.4887,4366.9029,5512.5738,5492.9990,-4681.2976,-2114.2072,3573.7283,5527.0925,4230.3868,3802.7732,4559.5908,-3257.2072,-5514.1500,4427.8982,4502.8317,-2288.9020,4707.3084,5451.4708,2881.9735,5274.3606,-3635.0190,5490.6242,-6507.6394,1165.3803,-4728.4019,4503.2409,-767.9460,4471.6181,5369.8329,-4177.6159,4738.4712,2221.3269,-3192.5980,6566.6724,-3772.5679,5753.0893,-4405.9667,-2413.7105,5217.1198,-1188.5911,-4774.3139,2698.0456,-421.5562,2214.8307,6430.9248,4895.0136,667.6274,-2311.9760,-4135.9467,2062.0872,4976.3857,-4639.2404,4642.2999,3673.5420,3787.2819,5528.2741,4608.1357,-4125.0385,-463.8228,2824.2682,6628.4363,4160.3319,6512.2777,4092.7435,-872.2759,-4331.0215,-4383.3766,1389.9879,4723.2858,-4150.2587,4220.3843,5049.9474,830.7494,4057.2673,-1055.1872,-4246.4817,-852.4514,-1375.8885,-1676.2962,1486.9193,-4860.8045,-512.3448,327.7323,4535.6633,-2392.0583,-4576.2808,3968.3942,5328.3396,-37822.1103,-42015.2408,-40916.4871,-38897.2345,-34426.6833,-42383.8478,-50171.3841,-39309.4330,51382120.8920,51377764.3974,51361974.6809,51372609.3152,-41014.7731,51370018.2366,
