sl_5_5400_20240312 Coordinates.csv
2024/03/12 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:13 2024,
Start: 2024/03/12 07:47:00.00, Stop: 2024/03/12 09:17:00.00,
TIME_UNITS,STARLINK-5760 - X-Coordinate,STARLINK-1266 - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-5396 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4716.0601,-2093.1725,3697.5644,1523.9132,-1306.8790,14612.6463,10065.4102,-244.8648,4679.9718,-1156.1700,2136.2704,7104.1921,4407.9886,-248713007.9385,-248718594.2831,-248716937.6515,-248723687.9619,5486.4031,-248721916.5403,-1887.4781,-4307.6651,-2194.0975,-5385.1313,-4950.1297,370885.4734,343041.5702,357178.9126,362320.2634,357143.2586,359652.5686,352830.1137,355959.4445,189208149.8458,189222330.0485,189229345.2606,189227362.8532,357272.7325,189222617.9212,-4732.3652,5000.5606,-5312.8119,4061.0479,4680.9369,53824.7143,52106.5480,48414.5798,57432.3956,53715.0473,43164.0195,45022.6404,51108.3939,-85706372.9543,-85696340.2721,-85704931.2033,-85711545.5582,50622.0318,-85717717.2119,
300.000,-5276.7655,-3324.0509,2942.6242,230.0507,-3334.6737,6687.0633,2801.2753,-7783.4677,-2800.6181,-8737.6211,-5472.5556,-394.4792,-3074.7019,-252783624.0347,-252789393.0000,-252788147.1876,-252794943.6268,-2040.1076,-252792531.3876,178.3819,-2582.5201,-4119.9920,-6394.9809,-4389.1029,371095.4063,343044.1782,357347.5519,362323.0856,357141.0334,359703.0459,352922.8090,355858.9285,183733419.1261,183747362.3198,183754672.6296,183752113.1877,357300.8542,183747968.7690,-4508.2520,5496.3265,-4591.1007,2625.1198,4212.9647,53945.6366,52253.5511,48595.6811,57494.3307,54041.5678,43463.7402,44968.6557,50770.1106,-85701281.9359,-85690928.8961,-85699422.9561,-85706318.2883,50772.9989,-85712522.3775,
600.000,-5369.7034,-4281.7633,1937.1710,-1057.9720,-5042.2652,-1241.6047,-4458.9235,-15318.7567,-10278.6577,-16312.5014,-13080.1141,-7895.7618,-10472.4273,-256733755.8473,-256739696.7955,-256738877.1397,-256745673.1279,-9565.3558,-256742665.7635,2211.0723,-630.5237,-5628.3677,-6776.9045,-3445.0278,371134.4842,342894.7442,357357.0653,362168.0673,356978.0402,359590.7222,352860.6337,355715.9124,178171149.4487,178184848.1924,178192431.4233,178189266.8042,357170.4007,178185781.0142,-3804.5420,5403.2832,-3357.7773,906.2910,3295.7383,54066.2148,52400.3259,48780.8883,57551.2661,54364.5670,43768.8151,44920.8149,50431.9279,-85696195.8713,-85685525.3938,-85693928.5243,-85701140.4207,50923.9265,-85707327.4145,
900.000,-4978.8485,-4870.0200,770.4034,-2230.7526,-6263.6373,-9169.6407,-11712.0259,-22847.3496,-17750.8306,-23877.6915,-20682.7675,-15396.3965,-17797.9218,-260561521.5040,-260567623.4704,-260567243.9302,-260573986.4972,-17086.0001,-260570437.8078,4016.4478,1354.7217,-6560.2923,-6487.3786,-2200.1247,371002.6387,342593.4035,357207.4098,361855.2105,356654.5814,359315.6045,352643.2239,355533.1427,172523991.8976,172537439.1809,172545272.6958,172541480.3238,356881.4382,172538705.5762,-2695.7466,4731.2879,-1749.7034,-910.2207,2026.9651,54186.4478,52546.8766,48970.1358,57603.1039,54684.0356,44079.3105,44879.0259,50131.6163,-85691114.7113,-85680129.6308,-85688448.0158,-85696014.3358,51074.8143,-85702132.3227,
1200.000,-4131.1829,-5023.1303,-455.8829,-3191.8162,-6880.1738,-17093.3253,-18954.8748,-30365.8648,-25213.8212,-31430.0607,-28276.8665,-22893.1112,-25068.7157,-264265097.4569,-264271349.1716,-264271422.3245,-264278052.4123,-24598.7012,-264274023.9774,5423.6535,3179.4849,-6816.1295,-5550.7326,-762.3635,370699.8824,342140.3576,356898.6159,361384.5773,356171.0197,358877.7788,352270.3077,355303.5024,166794637.9980,166807827.2479,166815888.0335,166811452.1930,356434.1030,166809433.8147,-1299.5767,3552.0455,53.9416,-2628.7447,541.9597,54306.3345,52693.2074,49163.3507,57649.7414,54999.9686,44395.2956,44843.1985,49902.8994,-85686038.4045,-85674741.4721,-85682981.5090,-85690941.7985,51225.6623,-85696937.1022,
1500.000,-2895.6075,-4713.5629,-1635.7035,-3865.2091,-6832.5549,-25008.9380,-26184.3184,-37870.9227,-32664.3155,-38966.4704,-35858.7501,-30382.6234,-32304.8370,-267842719.3513,-267849109.2598,-267849646.3056,-267856099.3457,-32100.1237,-267851659.9153,6301.4767,4668.8905,-6366.9081,-4057.0132,743.6977,370226.3093,341535.8739,356430.7870,360756.2885,355527.7775,358277.4101,351741.7028,355010.9482,160985818.4330,160998743.5203,161007008.2700,161001921.3551,355828.6019,161000696.2475,235.2904,1991.7173,1851.5217,-4064.6136,-1000.8560,54425.8737,52839.3221,49360.4520,57691.0704,55312.3646,44716.8423,44813.2452,49773.0804,-85680966.8970,-85669360.7830,-85677529.0541,-85685923.8072,51376.4704,-85691741.7530,
1800.000,-1377.9140,-3956.3732,-2667.7069,-4200.8769,-6126.6137,-32912.7595,-33397.2107,-45359.1475,-40099.0025,-46483.7771,-43424.7472,-37861.6424,-39526.5677,-271292682.8660,-271299199.1504,-271300209.9199,-271306416.7035,-39586.9373,-271301641.2910,6570.9161,5683.9720,-5258.0128,-2152.7786,2187.5994,369582.0948,340780.2861,355804.1004,359970.5229,354725.3378,357514.7431,351057.3155,354632.0981,155100301.7422,155112956.9868,155121402.1805,155115665.8199,355065.2120,155115261.2491,1744.9979,217.6114,3441.7740,-5064.1375,-2437.0743,54545.0643,52985.2248,49561.3516,57726.9766,55621.2250,45044.0253,44789.0813,49761.4337,-85675900.1329,-85663987.4290,-85672090.6740,-85680960.4632,51527.2384,-85686546.2752,
2100.000,287.9896,-2809.6295,-3463.5476,-4177.5324,-4832.4284,-40801.0729,-40590.4136,-52827.1693,-47514.5760,-53978.8344,-50971.1760,-45326.8713,-46752.4627,-274613344.5255,-274619975.1243,-274621468.0937,-274627355.9286,-47055.8185,-274622324.6125,6212.4943,6134.9925,-3604.4784,-26.1538,3444.1730,368767.4953,339873.9933,355018.8066,359027.5154,353764.2447,356590.1022,350217.1387,354138.2237,149140893.0021,149153273.1776,149161875.1590,149155501.1272,354144.2804,149155933.7314,3068.1679,-1579.8662,4646.7246,-5520.7876,-3614.0332,54663.9049,53130.9189,49765.9540,57757.3402,55926.5532,45376.9220,44770.6248,49878.3326,-85670838.0541,-85658621.2761,-85666666.3662,-85676050.8750,51677.9663,-85681350.6687,
2400.000,1951.8468,-1370.4102,-3955.0025,-3803.1301,-3076.8774,-48670.1662,-47760.7979,-60271.6251,-54907.7350,-61448.4965,-58494.3448,-52775.0096,-53997.7469,-277803122.4827,-277809855.1111,-277811837.4209,-277817331.5402,-54503.4517,-277812128.0092,5267.4475,5989.4382,-1578.5311,2111.9700,4404.1426,367782.8491,338817.4604,354075.2298,357927.5561,352645.1032,355503.8922,349221.2505,353497.4459,143110432.4885,143122532.8268,143131267.8769,143124278.7094,353066.2243,143125553.8068,4063.3631,-3208.0083,5331.7434,-5386.0676,-4407.0545,54782.3944,53276.4081,49974.1563,57782.0344,56228.3545,45715.6121,44757.7967,50125.0070,-85665780.6000,-85653262.1911,-85661256.1033,-85671193.1148,51828.6539,-85676154.9336,
