sl_20_86400_20240625 Coordinates.csv
2024/06/25 07:47:00.0000 UTC

Generated: Tue Oct  8 16:56:51 2024,
Start: 2024/06/25 07:47:00.00, Stop: 2024/06/26 07:47:00.00,
TIME_UNITS,STARLINK-31174 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-4447 - X-Coordinate,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-11136 [DTC] - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-2228 - X-Coordinate,STARLINK-1496 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-30228 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-4589 - X-Coordinate,STARLINK-31219 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-32025 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31174 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-4447 - Y-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-11136 [DTC] - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-2228 - Y-Coordinate,STARLINK-1496 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-30228 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-4589 - Y-Coordinate,STARLINK-31219 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31174 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-4447 - Z-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-11136 [DTC] - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-2228 - Z-Coordinate,STARLINK-1496 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-30228 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-4589 - Z-Coordinate,STARLINK-31219 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,-4911.0838,1741.0706,-1469.6234,2790.6913,4048.2445,4042.9695,5526.4521,4504.3280,-4071.6646,-1919.1754,2698.8523,55.8364,-5765.8958,5713.4192,-1947.8550,-6050.9947,5832.2263,1429.8734,5588.1880,4039.4730,329187.5049,314213.8209,325809.3892,336761.4213,329772.2689,330195.9630,332920.8888,330252.5737,150096237.6623,150066006.2812,150082531.2725,150080845.0915,330799.0735,150088676.1119,-1170.8686,-6140.0756,6773.8551,1845.4827,1401.5481,-3783.5099,-2652.1577,2883.4652,-3878.6166,-6502.0693,3214.0679,5646.6660,1739.8483,3270.3680,1690.3426,2659.1232,-2177.9078,5088.9851,-202.7135,-3055.2054,123935.7672,132234.1790,125806.8661,125094.9367,119870.5587,124251.0831,122121.4573,123658.3786,-206194684.4185,-206133707.4572,-206172224.9277,-206176637.9554,122341.0233,-206175783.0727,4646.2441,2685.4757,-276.6331,-6092.5893,-5208.3294,4156.4121,-3256.5060,-4425.5776,-3717.6693,1465.3397,-5523.7035,4001.6325,-3463.0920,2185.9349,6445.8617,2042.8775,-2909.2580,4481.4262,4095.5314,4569.6703,-113189.0924,-111960.8583,-113857.0877,-105674.4016,-113837.2509,-122547.2394,-111109.8464,-111866.1108,66074709.1573,66072991.0307,66051915.1252,66062432.9318,-112951.5146,66072993.7406,
36000.000,5055.9639,-276.4898,-936.6040,-3288.8863,-6122.4552,-3411.5781,-2200.4211,-6665.0780,3958.5972,3808.5638,-5888.3368,-2059.0173,6689.9712,-6660.9071,1289.6276,2887.6977,-2396.8647,-4782.1406,-6045.6145,585.2580,286462.0109,271355.5260,286235.9777,295542.5252,288618.3280,290508.1165,286977.4080,291026.8814,198349129.5407,198307986.4732,198335197.3141,198336250.7573,290066.9448,198340778.9011,-3109.7582,6737.3175,-6089.7061,-5771.2195,2182.0488,6027.3575,4567.7156,-342.2981,-1162.2647,5371.6810,-976.0506,-6615.0683,550.6580,-1289.3417,-5611.1708,-3618.1959,4415.1684,-4580.3470,3189.4978,4390.6758,197646.2472,207464.1327,205771.4773,204031.0436,204077.3318,203530.8015,200088.3701,200157.6270,-160260605.1093,-160207350.5176,-160245338.7922,-160249972.0592,201336.2586,-160242571.0447,-3460.9123,1593.5634,-3194.0285,2012.0940,1768.6213,-286.0942,4724.6413,1887.4337,5317.1319,2173.9615,3517.3158,-44.7012,-1790.9161,1446.7631,-3904.0859,-5147.2186,4672.5017,-2074.1816,-1192.5974,-5201.5129,-110292.0197,-110684.5523,-113376.7392,-103938.6975,-112992.0359,-121023.6013,-110747.7387,-112488.1664,66113839.9744,66106696.5810,66089163.9293,66098689.2619,-111537.8255,66109105.0087,
39600.000,-3819.8618,-1804.3382,3709.3450,892.1768,4555.0658,1362.5194,-1440.5721,6452.3844,-3138.4906,-4834.8537,6877.8393,3180.1780,-3069.7145,5282.9330,-1309.9518,1407.2381,-1557.5005,6137.0957,4409.0555,-4297.5523,229712.1629,210968.5252,228469.5455,235897.4176,229474.2863,232017.1444,226470.5241,229366.9064,233052748.7309,233003392.8932,233042137.9113,233046087.3348,230816.1489,233044102.1127,5706.8974,-4528.6374,3459.3620,6093.6704,-3803.9444,-5645.0066,-5892.8285,-1831.6530,5499.8085,-2076.5058,-648.3175,4708.5543,-1816.6044,-1538.4368,6766.9334,4523.9875,-5858.2112,2812.5573,-4766.5577,-4927.2815,260071.4777,269596.0603,272926.7538,270127.1618,273185.8125,270690.4008,265498.0156,268645.1481,-103403961.5920,-103361180.3681,-103394998.4032,-103397145.7881,267728.0300,-103387016.2143,-128.2854,-4928.6230,4721.7180,3203.4993,3183.9833,-3786.2999,-3372.8650,1763.5299,-2313.3885,-4528.2882,591.5769,-3966.7795,5947.5441,-4235.5726,-935.9792,5032.6959,-3235.3852,-1604.6209,-2451.4225,1955.7140,-107892.2157,-109403.9527,-112392.1675,-102715.9582,-109050.1438,-118834.5171,-113089.2575,-109552.4984,66152633.6998,66140383.5981,66127593.5606,66137228.2281,-110112.7375,66145185.8317,
43200.000,878.0745,4397.2268,-6026.9246,979.4079,287.2318,2081.0173,4011.8261,-3823.0911,1034.5920,5191.0189,-4917.3155,-4099.8390,-1991.6873,-2612.1661,382.5298,-4551.8764,4277.5572,-5430.8446,-884.3338,5298.1297,159799.9978,136879.9996,156040.9796,161601.2384,155072.3523,158230.4695,152923.8481,158435.1662,251842641.0880,251788451.8246,251838003.8393,251842354.3233,156764.6728,251834236.1488,-5770.9201,1066.8013,-326.6758,-1993.0594,4039.5132,3606.5001,5660.3174,3798.1116,-6075.2645,-1980.6567,2198.7932,-727.3689,-212.3648,4610.8691,-4598.3934,-4889.5031,5356.0313,305.8319,5108.5207,3336.3875,307899.9211,314676.2278,322989.6366,319174.6080,323731.3973,321234.4491,314620.7677,316784.8958,-39508049.4469,-39477478.8916,-39502754.4461,-39499682.9651,317266.2467,-39492141.4126,3609.0123,5236.8663,-3425.2896,-6585.2963,-5392.4570,5529.7383,-27.0179,-4376.0504,-2729.9582,4144.3102,-4369.7034,5526.0378,-6654.4824,4469.4462,5189.4894,-1813.7503,-452.0491,4294.2485,4598.6596,2716.1322,-105764.2552,-108117.7847,-110785.4567,-102072.8665,-105314.4358,-115939.0067,-114525.6979,-109062.9587,66190914.6329,66174063.5744,66167317.5526,66177698.6174,-108676.3921,66181236.2025,
46800.000,3094.5622,-6267.3049,6569.5096,206.9458,-4969.4678,-5524.5318,-5058.1941,65.3526,2544.8352,-4643.4912,1172.1153,4889.8990,4395.3065,-78.6786,2316.3395,5378.2932,-5172.4316,3600.4360,-3140.8537,-4138.9125,80108.2956,53775.4520,73434.7077,77274.8147,70395.7660,73750.0468,69657.2144,70767.4082,253441110.9389,253385755.5263,253443241.4508,253442659.8970,72581.3723,253433389.0712,4037.9936,1770.5832,-2226.9885,-3343.0607,-3507.8538,-1444.0426,-3316.6648,-5401.8820,3157.7014,4992.3790,-4064.4284,-3198.7826,4136.9674,-6632.3355,1003.3084,3524.2565,-2418.7044,-3960.9000,-4723.3662,635.0952,337925.5923,339829.7526,352686.2653,348007.2457,353417.7245,351552.4174,344345.0117,346705.5872,27064565.8558,27082342.3667,27069993.3262,27078904.0219,346760.5196,27079746.9417,-4619.6292,-2377.0896,47.0581,6071.7900,2889.5779,-3934.4663,3387.2554,4342.9206,5370.9934,-1289.8167,5483.3056,-3727.6457,3426.4058,-2046.8228,-6484.7261,-2559.2779,3805.7526,-4418.9799,-4000.9506,-5397.9222,-103800.2026,-106824.9086,-108602.4071,-102133.6805,-102067.8028,-112250.5085,-115061.3727,-107259.0654,66228538.3104,66207747.7563,66208336.0891,66219248.7248,-107228.9320,66217256.1137,
50400.000,-6208.6816,5795.7360,-4654.6954,-3350.7771,6172.2555,6924.9156,5046.6812,3127.4254,-5822.9305,2613.6769,2276.8774,-4537.3790,-2870.5172,2277.6098,-5460.9821,-4417.7196,4765.0660,-1462.1726,5870.2378,2347.6956,-4951.1339,-33096.8213,-14149.2477,-12050.3390,-18996.6701,-15910.1467,-18589.6871,-14738.1092,237744088.6807,237691121.2431,237751298.8455,237739290.9937,-16408.1359,237737279.4297,-1634.5987,-3253.8721,3904.8068,5736.1154,1693.5185,-223.1613,-576.6918,5951.2680,498.6516,-5979.3826,5657.1861,5219.8357,-6067.5663,6352.7343,1553.8165,-130.0781,-1940.7502,6516.5906,3563.2469,-4955.7447,347953.3445,343438.3604,359991.7320,354630.4254,360693.0534,359014.7110,352628.3860,354830.7003,91769945.6816,91775486.7300,91779296.1496,91789224.5590,354286.1460,91784887.6785,2431.1581,-1959.2866,3337.5142,-2038.6711,2101.5877,-78.0810,-4731.9418,-1720.0251,-3362.1250,-2363.5408,-3306.3687,-376.1405,1770.0276,-1625.2427,4005.2443,5314.6538,-4556.0446,1866.4951,978.2688,4057.0412,-101949.7780,-105524.2531,-106040.2990,-103124.2494,-99308.1115,-107642.4658,-114826.1139,-105546.8875,66265400.8615,66241447.3424,66250392.7384,66259100.0708,-105770.5013,66253245.5581,
54000.000,6668.4307,-2675.3596,927.7009,4824.5391,-3736.4631,-5350.9686,-4335.1574,-4852.9407,5896.9949,791.0988,-4079.6903,2158.3358,-44.2130,-4011.3058,6577.2403,2996.0983,-3454.5696,-719.7578,-6285.7390,-618.2553,-90404.5578,-118255.6832,-101112.6212,-102084.4165,-107337.5851,-104347.7813,-106465.8428,-105949.9954,205827860.4910,205780370.0784,205836230.8819,205814823.7566,-104558.2973,205821921.4941,-820.4904,3877.5038,-4992.5326,-3807.0797,1878.5758,1791.5036,4350.6396,-4558.4069,-2843.9036,5146.4981,-5534.0481,-5042.7737,3555.1104,-3671.2045,-2121.6171,-4000.3146,5530.1680,-6661.1762,-1324.0803,6794.9099,336977.9850,325239.0701,344313.7414,338293.6790,345260.7685,341431.7642,338699.1489,338306.6212,150192952.4014,150187809.7853,150208427.3693,150208632.0820,339310.2203,150208192.5376,1414.8710,5072.1550,-4731.8287,-3238.3497,-5290.1792,4015.1695,3216.5200,-1958.7586,-1598.4905,4573.7632,-894.2560,4222.3081,-5971.4533,4300.2254,745.9754,-4791.2589,2149.8368,1787.5269,2609.4762,269.1327,-100185.0984,-104214.7555,-103395.0607,-105187.8970,-97024.0753,-102458.8753,-113897.0015,-104918.4717,66301445.7348,66275173.6736,66292820.7513,66292408.4443,-104301.2455,66289204.5283,
57600.000,-4205.8249,-1644.6461,2912.2220,-2220.9861,162.0435,1760.4622,2832.0603,5178.4422,-2004.9033,-4464.9437,4351.1105,1839.1120,808.5165,5352.3363,-4324.6960,-1676.1357,1205.8638,3110.4576,4765.8334,-1558.8772,-171076.2085,-196330.8338,-181842.1153,-188997.7284,-188979.9247,-185000.3344,-188458.5340,-185309.9958,159875234.2822,159835585.7390,159880134.1335,159863291.5129,-186261.8605,159869862.4690,3317.3429,-4378.6127,5379.0204,153.7297,-5516.7261,-3787.7059,-6329.1987,1234.1289,3853.1905,-3436.0537,2927.4249,3782.9715,1847.2985,-176.7515,1897.7979,6589.5440,-6536.6914,4388.1410,-1964.5587,-4967.6456,305281.6409,286337.8973,306578.1868,301269.1776,308193.6989,299644.7109,303161.4743,303976.0768,198348521.4958,198334990.9639,198369532.1095,198357816.8306,302729.5686,198364505.3356,-4304.4994,-5118.4765,3262.2293,6567.5895,3855.9108,-5535.1686,211.4773,4438.5892,5141.6983,-4055.0909,4526.6545,-5508.8351,6634.7253,-4419.9006,-5111.0648,1269.5982,1717.3748,-4387.5003,-4649.6202,-4421.8061,-98488.9055,-102895.2981,-100981.9994,-104274.8700,-95222.3110,-102032.1649,-112306.9577,-102015.1229,66336667.3597,66308938.4267,66334600.6395,66321912.3463,-102821.3115,66325133.0172,
61200.000,295.4704,4883.1125,-5267.0959,-3001.2819,2339.3026,1776.7122,-190.6965,-4691.9179,-3193.1778,6701.4175,-4092.2491,-5495.8305,1381.2941,-5699.6818,-106.1773,24.0194,2019.4272,-5327.5606,-2397.0136,4208.5536,-241935.3279,-262398.7635,-251117.5040,-261759.1224,-258727.5551,-254057.8789,-259274.6563,-256775.4595,103026217.0739,102995907.4608,103024457.7467,103020939.4080,-256306.7981,103020928.1935,-5409.9878,4473.4788,-4511.0158,1495.1910,6253.9043,5596.2927,5970.4228,2816.4065,-4164.1815,1427.6314,1307.4778,-2470.8118,-5871.9411,3481.6886,-2470.2303,-6224.4656,4858.4666,-951.0924,5221.8085,1001.7162,254453.0841,229137.9714,249185.1025,245452.4514,251888.9615,242481.8332,248006.0741,245462.8811,232953472.0695,232934291.5311,232976855.0904,232961771.1456,246817.7946,232970436.5041,4211.2030,2024.4960,152.1195,-6088.5450,906.7887,3670.2056,-3535.6503,-4270.9938,-4234.0914,1080.4857,-5446.9971,3406.3946,-3446.3776,1874.6852,6487.3144,3015.6494,-4421.6401,4329.1891,3877.4584,5271.7081,-96849.7268,-101564.6349,-99051.3391,-100267.4819,-93934.3815,-104308.1866,-110052.3332,-102465.8315,66371111.5070,66342753.8166,66374794.8273,66352827.6025,-101330.8473,66361031.0173,
64800.000,3050.4087,-5709.5605,5686.8693,6645.0385,-3650.6953,-3764.7344,-3182.0616,3522.0889,5934.3457,-6408.5098,3708.9407,6791.2019,-3821.2478,4298.6362,3905.2368,2518.0759,-5226.6905,6396.0405,76.9667,-5969.9874,-298432.7446,-312290.1172,-304488.6227,-316667.0795,-312138.1665,-307547.1532,-314183.9841,-310194.5715,39163428.4854,39143059.2952,39154527.9670,39163899.7580,-310209.1706,39157684.1166,6029.9195,-3194.6256,1896.8962,38.6196,-2840.2033,-5805.4396,-3959.3615,-5778.7202,3168.1402,810.0055,-4990.4020,1137.7144,5512.7403,-5148.0599,3982.7493,3445.3616,-1809.6735,-2096.8382,-6892.1420,2452.5101,187324.1616,157186.7725,175831.0725,173364.4169,179913.1019,171255.3164,176533.0847,176283.2312,251650319.7573,251628363.9717,251671922.3767,251663390.2383,175084.5037,251668230.6832,-1232.9292,2277.8464,-3496.8199,2003.6149,-4906.8601,403.2948,4714.4918,1520.2474,-382.7435,2520.7098,3056.9387,757.1504,-1809.5228,1770.9028,-4156.9221,-5451.3220,4061.7162,-1685.0826,-794.4585,-2236.7252,-95259.5663,-100221.2924,-97721.2007,-96467.4305,-93226.9820,-105679.8884,-107092.1465,-98541.4274,66404872.3241,66376632.8182,66412989.6875,66386322.5010,-99830.0025,66396898.5215,
68400.000,-4800.1667,4563.7239,-4708.1104,-5719.0730,4275.8372,4256.7456,6038.8399,-1428.9671,-4876.1657,3912.0264,-2650.0608,-5200.1750,3096.4484,-1022.9537,-5058.5588,-5261.9999,6717.7290,-5288.8340,2100.4097,4931.3605,-336812.0858,-342849.5028,-338571.3984,-351148.4003,-345767.4293,-342072.7114,-349297.7185,-344162.2162,-27353078.1137,-27363731.7505,-27367130.4134,-27351304.4522,-344500.6458,-27359729.3525,-4162.3366,20.9722,1898.7851,-2273.9199,-2391.8049,3435.6075,1490.7892,6445.5307,-21.9846,-3386.6337,6301.0543,936.3009,-1737.7784,5291.7254,-4733.7918,-135.9489,-1095.6701,4024.3896,5997.9768,-4018.9071,107823.8482,74952.1800,91225.8415,89841.2744,96743.6320,89141.8389,93203.1577,91104.3331,253167842.6562,253145854.6484,253184231.4321,253188552.4715,92055.3802,253186403.6757,-2615.6661,-5218.3874,4716.9466,3211.2324,4615.9786,-4259.1362,-3079.5519,2122.3706,4641.3083,-4628.2244,1157.1693,-4483.9639,5957.2188,-4378.1711,-616.9564,4480.8714,-922.4060,-1996.7123,-2790.2943,-2483.7127,-93712.6784,-98863.4267,-96945.9859,-93157.3679,-93224.3867,-106151.7441,-103339.8331,-99845.0752,66438086.2373,66410589.4162,66449292.6764,66422336.5567,-98318.9276,66432735.5223,
72000.000,5049.5804,-2801.1427,3133.9412,1229.0121,-3688.3396,-4139.3085,-6877.1717,-1681.5119,1815.8055,-584.0575,133.1603,2025.2007,1196.7598,-2978.9378,3806.3603,6537.2898,-5294.5107,2044.9121,-4169.3727,-937.1197,-354376.9941,-352131.8862,-351237.5307,-363347.9461,-357315.0356,-355285.3079,-361682.6702,-357447.3744,-91983473.3040,-91985326.9526,-91999271.1968,-91985608.0512,-356952.2032,-91991277.3552,182.1194,3935.0027,-5350.6895,1840.4445,5631.2470,729.1466,813.8991,-5001.8938,-4280.0249,5674.7736,-5101.1610,-3760.1080,-1626.7046,-4506.0711,2975.2780,-2146.4922,3305.0096,-4899.8085,-2964.0218,4143.4162,20756.2872,-12458.6275,750.9910,371.0008,7343.1050,812.5416,3464.2350,3499.7829,237407474.5328,237387858.6917,237416899.6815,237434849.8264,2986.8713,237426204.3940,4641.7239,4957.0263,-3115.8579,-6587.9037,-336.4977,5499.8697,-427.9113,-4510.6458,-4883.7012,3937.7432,-4698.1007,5443.8147,-6649.4607,4345.5482,4988.6268,-748.5979,-2875.1183,4453.6073,4675.0216,5335.2049,-92204.8648,-97488.5961,-96528.6381,-90335.1417,-94152.4609,-105853.5838,-98668.8466,-95187.7330,66470923.1161,66444638.8960,66484058.5911,66460629.9002,-96797.7746,66468542.0126,
75600.000,-4322.5856,1289.6656,-1156.3740,2796.6263,781.3758,3916.8366,5131.2769,4922.3158,956.1022,-2190.6794,3410.5644,861.5958,-5790.3652,5926.2984,-2155.4651,-4998.7540,1490.7578,2033.4614,5788.6307,-3781.6163,-349696.3309,-339523.8928,-341702.2774,-352658.1942,-345713.2859,-346100.5318,-348840.7872,-346208.4033,-150317970.5430,-150312461.5421,-150331817.2695,-150327432.5451,-346719.5537,-150326903.3475,4046.4370,-6596.3491,6829.6489,1856.9993,-5165.6305,-4587.6605,-2892.5672,2531.3188,6613.4731,-6521.7272,2723.0673,6140.5779,1737.8411,3172.2300,1137.5188,3291.8961,-4799.6478,5097.3476,-683.7032,-3777.2340,-68485.3223,-99619.9450,-89892.0054,-89271.1627,-83989.2972,-88371.5491,-86265.0784,-86619.8588,205449663.9238,205434348.4877,205452270.6420,205479083.2056,-86466.5512,205468022.4082,-3486.1518,-1697.7939,-381.4490,6067.5946,-4262.6702,-3419.6857,3654.6023,4172.8822,853.2031,-901.0035,5377.1879,-3096.0178,3409.6410,-1730.6703,-6518.0230,-3475.9248,4670.2647,-4249.6793,-3768.9128,-4255.0691,-90733.0492,-96093.3721,-96173.4933,-87989.4694,-96154.2633,-104862.4840,-93423.6250,-97014.0673,66503575.2717,66478798.1902,66517676.2422,66500849.2847,-95266.6969,66504317.9850,
79200.000,2591.0169,291.6593,-1323.4581,-3292.4174,3632.7370,-2982.5069,-1663.0700,-6806.4676,-2796.0476,3965.7282,-6304.4981,-2585.5242,6684.7159,-6579.3162,1585.8662,1126.4786,2683.7939,-5131.1514,-5971.0053,6259.1655,-322732.2030,-305783.4874,-310534.5437,-319853.3315,-312928.6031,-314823.3799,-311320.6323,-314653.6798,-198377670.5409,-198366583.4500,-198386465.2760,-198393464.5278,-314400.7503,-198387444.2347,-6360.3438,6407.2203,-5756.7659,-5772.7471,2406.8765,6207.9107,4826.0355,-88.8677,-4726.7128,5015.1820,-602.7598,-6318.8934,550.1279,-1058.8735,-5259.4594,-4011.4026,5416.6045,-4427.9328,3483.5802,2725.3793,-154252.3106,-181128.2119,-175015.6933,-173352.7867,-173342.1036,-172810.2570,-169336.3454,-170853.6287,159479797.2054,159470159.2396,159477359.8141,159504358.7568,-170611.4918,159497326.4687,-90.7179,-2624.4779,3626.9081,-2030.2776,5129.2313,-765.9490,-4704.8940,-1347.5746,3896.1392,-2701.0116,-2829.4721,-1171.9615,1788.7663,-1944.6169,4253.8359,5514.5919,-3266.6163,1469.7565,576.5601,-4.0707,-89295.0091,-94672.6140,-95565.5589,-86126.9757,-95178.7550,-103211.3652,-92937.6423,-91995.0797,66536245.0019,66513086.3012,66550482.8846,66542129.9178,-93725.8486,66540063.4323,
82800.000,291.1943,-2481.6336,4147.0711,882.8181,-6549.6019,592.3975,-1880.7805,6206.3448,4192.6082,-4907.2429,6709.2132,3507.9157,-3040.2016,4994.0310,-1709.3400,3025.5408,-5267.5988,6110.4981,4013.5286,-5344.7738,-274880.0042,-252997.8046,-259614.0578,-267063.0054,-260613.2307,-263177.5707,-257675.8165,-262015.1770,-232885917.0196,-232871220.1225,-232887738.5828,-232900442.7138,-262002.0323,-232896055.2640,5844.9104,-3669.8269,2969.0362,6077.8337,331.5269,-5266.2560,-6005.1850,-2077.4528,-200.4965,-1501.9396,-973.1069,3681.7066,-1811.9497,-1864.5277,6724.6021,4642.8510,-4390.0656,2453.3489,-4829.0751,-223.0841,-231001.0822,-251941.7320,-249258.0617,-246520.6193,-249525.0446,-247051.5707,-241810.4977,-243665.5751,102638766.5675,102635604.0854,102634166.3544,102653434.7635,-244078.2797,102655210.8933,3584.9795,5318.3097,-4707.7150,-3246.2324,-1561.8029,4457.3223,2911.1596,-2310.0747,-5277.0844,4657.5480,-1454.5563,4694.9959,-5981.0463,4431.7343,425.9557,-4150.1068,-408.9524,2172.5092,2938.9835,4233.9603,-87889.2041,-93217.9699,-94454.9718,-84779.2332,-91111.2483,-100896.5775,-95153.5440,-93948.5310,66569131.4895,66547524.8244,66582749.5456,66581648.2059,-92175.3855,66575778.3471,
86400.000,-3824.9263,5005.3847,-6277.9834,977.3063,5330.6277,3012.7661,4189.6071,-3321.0652,-4603.4338,5221.8823,-4262.1604,-4349.1117,-2019.6183,-2327.7793,812.4819,-5358.8800,5565.0555,-5187.1002,-278.2816,2415.4574,-208915.0814,-184467.7631,-192044.3560,-197634.3321,-191065.9673,-194245.1248,-188996.3106,-192305.2643,-251491667.6560,-251475365.0700,-251486061.6886,-251496782.5056,-192813.7894,-251501630.3614,-3345.9933,165.6136,115.1465,-1991.6746,-2352.9207,3028.4085,5494.5989,4028.9412,4470.8906,-2491.9131,2544.3531,548.6756,-234.2262,4943.2024,-4869.1993,-4371.3887,1351.7530,875.9673,5093.5548,-3498.6544,-293657.5535,-307698.4123,-307881.6578,-304113.6407,-308614.5914,-306145.3933,-299485.5389,-302620.5730,38808397.6288,38811932.6216,38804985.2204,38818481.8161,-302164.0434,38823770.2118,-4625.6987,-4795.2923,2939.0012,6570.1654,-3391.6024,-5462.3602,611.3489,4558.0463,2044.0975,-3834.8504,4831.6012,-5368.9649,6629.6650,-4284.7458,-4904.8189,183.6695,3780.3754,-4528.6445,-4708.5224,-5347.9298,-86514.6663,-91714.3174,-92724.0032,-84012.9491,-87252.2767,-97877.1378,-96465.9304,-88977.9846,66602417.9024,66582138.6072,66614690.7611,66614584.7134,-90615.4644,66611462.7222,
