sl_100_86400_20240602 Coordinates.csv
2024/06/02 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:40 2024,
Start: 2024/06/02 07:47:00.00, Stop: 2024/06/03 07:47:00.00,
TIME_UNITS,STARLINK-2053 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-30149 - X-Coordinate,STARLINK-5704 - X-Coordinate,STARLINK-30145 - X-Coordinate,STARLINK-30962 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-2541 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-3278 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-1398 - X-Coordinate,STARLINK-3841 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-31652 - X-Coordinate,STARLINK-32276 - X-Coordinate,STARLINK-2701 - X-Coordinate,STARLINK-1882 - X-Coordinate,STARLINK-1642 - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-11198 [DTC] - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-3912 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-31395 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-4644 - X-Coordinate,STARLINK-30128 - X-Coordinate,STARLINK-30066 - X-Coordinate,STARLINK-5025 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-4003 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-1770 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-31591 - X-Coordinate,STARLINK-31091 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-3735 - X-Coordinate,STARLINK-31035 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-4070 - X-Coordinate,STARLINK-3613 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-1818 - X-Coordinate,STARLINK-6036 - X-Coordinate,STARLINK-3663 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-6153 - X-Coordinate,STARLINK-1210 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-1736 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-30763 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-3857 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-1523 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-2608 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-2234 - X-Coordinate,STARLINK-31520 - X-Coordinate,STARLINK-31604 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-1510 - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-3247 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-30908 - X-Coordinate,STARLINK-31764 - X-Coordinate,STARLINK-2500 - X-Coordinate,STARLINK-3918 - X-Coordinate,STARLINK-1444 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-5494 - X-Coordinate,STARLINK-5487 - X-Coordinate,STARLINK-5231 - X-Coordinate,STARLINK-6138 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-31265 - X-Coordinate,STARLINK-4116 - X-Coordinate,STARLINK-1791 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-3204 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2053 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-5704 - Y-Coordinate,STARLINK-30145 - Y-Coordinate,STARLINK-30962 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-2541 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-3278 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-1398 - Y-Coordinate,STARLINK-3841 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-31652 - Y-Coordinate,STARLINK-32276 - Y-Coordinate,STARLINK-2701 - Y-Coordinate,STARLINK-1882 - Y-Coordinate,STARLINK-1642 - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-11198 [DTC] - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-3912 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-31395 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-4644 - Y-Coordinate,STARLINK-30128 - Y-Coordinate,STARLINK-30066 - Y-Coordinate,STARLINK-5025 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-4003 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-1770 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-31591 - Y-Coordinate,STARLINK-31091 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-3735 - Y-Coordinate,STARLINK-31035 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-4070 - Y-Coordinate,STARLINK-3613 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-1818 - Y-Coordinate,STARLINK-6036 - Y-Coordinate,STARLINK-3663 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-6153 - Y-Coordinate,STARLINK-1210 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-1736 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-30763 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-3857 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-1523 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-2608 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-2234 - Y-Coordinate,STARLINK-31520 - Y-Coordinate,STARLINK-31604 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-1510 - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-3247 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-30908 - Y-Coordinate,STARLINK-31764 - Y-Coordinate,STARLINK-2500 - Y-Coordinate,STARLINK-3918 - Y-Coordinate,STARLINK-1444 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-5494 - Y-Coordinate,STARLINK-5487 - Y-Coordinate,STARLINK-5231 - Y-Coordinate,STARLINK-6138 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-31265 - Y-Coordinate,STARLINK-4116 - Y-Coordinate,STARLINK-1791 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2053 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-5704 - Z-Coordinate,STARLINK-30145 - Z-Coordinate,STARLINK-30962 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-2541 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-3278 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-1398 - Z-Coordinate,STARLINK-3841 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-31652 - Z-Coordinate,STARLINK-32276 - Z-Coordinate,STARLINK-2701 - Z-Coordinate,STARLINK-1882 - Z-Coordinate,STARLINK-1642 - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-11198 [DTC] - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-3912 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-31395 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-4644 - Z-Coordinate,STARLINK-30128 - Z-Coordinate,STARLINK-30066 - Z-Coordinate,STARLINK-5025 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-4003 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-1770 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-31591 - Z-Coordinate,STARLINK-31091 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-3735 - Z-Coordinate,STARLINK-31035 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-4070 - Z-Coordinate,STARLINK-3613 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-1818 - Z-Coordinate,STARLINK-6036 - Z-Coordinate,STARLINK-3663 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-6153 - Z-Coordinate,STARLINK-1210 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-1736 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-30763 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-3857 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-1523 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-2608 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-2234 - Z-Coordinate,STARLINK-31520 - Z-Coordinate,STARLINK-31604 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-1510 - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-3247 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-30908 - Z-Coordinate,STARLINK-31764 - Z-Coordinate,STARLINK-2500 - Z-Coordinate,STARLINK-3918 - Z-Coordinate,STARLINK-1444 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-5494 - Z-Coordinate,STARLINK-5487 - Z-Coordinate,STARLINK-5231 - Z-Coordinate,STARLINK-6138 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-31265 - Z-Coordinate,STARLINK-4116 - Z-Coordinate,STARLINK-1791 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5766.6069,4649.7673,-5042.0956,-4667.8892,-4518.2630,-2725.3786,2487.9666,3310.1188,745.8203,1907.3024,3732.1307,2350.3781,-445.7585,-5863.2669,-4551.9788,6536.0357,-5629.5126,-2705.2365,0.0000,3791.4975,4624.5607,-5495.0181,3470.1689,5507.6809,496.3746,-4940.4767,-2421.2793,-406.1748,2100.7009,-6457.9214,5192.8339,5050.8904,6702.8574,603.1756,6071.3918,-6011.6219,-5697.7041,-1942.6681,4515.7843,3702.9131,-1963.4062,2671.9073,3993.3357,-1627.4071,-6063.1119,539.9474,-6144.8911,6614.9682,-6506.1890,-5409.5901,3809.8674,1715.5022,-1351.9066,-1621.0516,-4741.1104,-2941.9989,825.3445,-6733.7508,2434.8772,6031.6466,4012.3658,-5868.0081,-5697.1465,-3474.0590,-3965.9978,-2533.1039,-2514.2172,-5970.7269,-3952.2289,4790.7529,-742.0854,5149.6518,-6094.3818,-5968.8844,709.0162,1573.8362,1593.9731,1472.1138,-3000.8283,3897.3472,5600.4323,4289.7085,-6577.1346,5573.5385,6034.8416,5281.6185,5740.0059,-2319.1458,-4461.4907,-3014.8182,-4688.3636,-6065.7969,5171.3608,4552.3368,-822.3005,5856.6270,3338.5323,3936.7625,2302.1781,-4844.4682,-360423.7242,-345504.5436,-363876.4539,-367632.2896,-363434.0007,-365360.5659,-357865.0604,-361063.0190,-264354385.3885,-264371287.3718,-264368376.3437,-264367849.2953,-362454.0758,-264363685.8008,-944.3575,-934.5977,-1517.4444,-2048.8618,-3595.8149,-6315.9351,-6476.2909,-3265.3024,-6385.5598,3833.3602,5355.9336,-6449.1397,4933.6757,3014.2087,-890.0211,-393.7075,2316.1275,-6283.5417,0.0000,5728.0220,5046.4933,-1501.2317,3834.4979,-2079.9655,-4201.5747,23.5122,5845.7285,-6490.4239,-4526.7105,1873.5948,-4127.0190,-925.3736,1675.1897,-5035.4158,2546.3317,-1755.6593,-817.4165,6371.2871,1908.2514,1461.3181,-6218.7212,-5467.9895,-3090.2602,-6272.4661,-2395.7726,6415.1865,590.2606,1680.0697,2342.4306,128.2543,2404.2129,2834.5485,-4306.7040,5092.4867,2083.6965,5208.2114,6652.8578,-1641.1275,3215.7788,3134.3059,-4487.7168,-3472.8469,1216.3835,5979.3428,-4798.0928,5442.8199,6032.5788,-3200.9568,-1471.7755,1599.7966,4637.7242,2808.3316,2333.7441,-2880.1989,-4758.2963,6541.4880,-6060.4954,-6156.7377,-2857.4575,1440.6169,670.0187,4998.4025,-2035.4332,3572.4485,2003.5786,-4140.5792,-24.5520,-4218.2632,842.6454,-6112.1075,-1506.2212,-833.9015,3709.6161,-2767.9162,-1656.3824,3353.5453,-3383.9205,-3044.7459,-5841.3024,-4592.2900,54831.9136,47184.6662,41379.6800,47083.1258,40358.4418,43924.3619,47872.1930,45816.7277,73119350.7968,73114653.9740,73120191.0008,73104116.3184,46961.1637,73105923.6059,-3734.4766,-5040.4380,4503.6510,4697.9843,3841.4956,-908.9336,-142.8093,5125.1576,-2610.5833,-5441.1446,-2354.7406,-938.6755,4820.9398,-2167.4947,-5152.8369,-2245.2615,-3192.6692,438.1405,0.0000,-970.3730,1118.6994,3965.2323,4484.7210,3626.8976,5258.7787,4833.0315,2794.5795,2410.0001,4643.3987,-1337.9740,-2018.0091,-4644.7428,-626.2180,4726.8432,-2138.9261,-2953.3816,-3868.1683,1901.8868,4883.9873,5679.7639,2013.9620,3197.2999,4721.3053,-2434.2311,2101.1692,-2636.6216,-3133.8016,-1141.6649,252.5898,-4346.8903,-5264.4381,-6120.6882,-5265.3816,4416.0445,-4614.6996,3508.0073,-1727.1788,-149.5225,5378.9986,-783.7842,3402.5415,-1278.3218,-3738.9621,306.2760,-3028.6039,-3466.2857,2317.8818,955.2448,5474.0644,4578.2445,-5098.9778,-3717.1036,2323.0910,-2059.2933,-4997.5281,-1697.9817,-2716.2403,-2565.6397,5530.1813,-5539.2068,-4034.9226,2216.0310,-659.2113,-2047.7268,-2780.9585,1222.1185,-3884.3056,-4978.6515,-5175.3805,-339.1935,-4915.3286,-3300.7408,2705.4033,4435.0771,-6694.9245,1268.2195,5017.8154,-4836.7117,2900.4104,1812.9693,46187.6205,45206.5010,41694.9417,50479.5089,47131.5819,36521.7198,38034.2169,43928.6668,41242751.7653,41243570.5066,41230577.7117,41236461.6891,43828.7080,41230480.1133,
3600.000,-2556.1889,-1774.9053,4912.2994,6143.9924,5131.0785,4365.2271,14.9195,-2074.6978,1536.3203,-5532.1331,-5523.8652,-567.5060,-3409.2335,2761.8407,6323.7885,-6287.6393,4781.5161,3699.3271,0.0000,-4544.6659,-5163.3562,3646.0228,-6153.4532,-1841.6326,3497.1345,2529.2282,-870.8508,3088.6908,2145.5629,3509.1512,-1993.4609,-5835.7319,-5730.6697,3243.4503,-4577.7791,4057.6859,3345.6614,420.9158,-6755.5174,-4729.1190,3451.9291,-360.1618,165.5830,3156.9725,6348.4235,-658.2230,3118.1655,-5026.5143,4350.9286,3747.7175,-4531.8739,-4860.1421,4633.4136,-1364.9382,3501.7136,-766.8460,-2286.0467,5606.9820,-6028.6921,-4996.2260,-3124.1053,4988.5753,2311.9902,1150.3217,4130.4076,1188.7802,-880.5873,4909.7418,4620.3396,-6020.5069,-2002.8645,-4978.0537,2910.5990,5275.5646,3306.4532,-2915.5422,255.9732,387.9591,5855.8903,-5042.0897,-6827.7986,-2983.6983,5296.9845,-6177.0815,-4898.3902,-1725.8679,-6633.6951,4538.8875,4949.0057,4599.0350,6762.5818,6711.4863,-6237.7776,-1349.2231,-1351.9335,-6309.1060,902.9837,-3351.5957,1016.4141,5580.9690,-364358.3035,-345069.1881,-365418.9722,-367239.0654,-363045.3563,-365423.1615,-358788.0619,-364082.0391,-274235082.9102,-274250405.6489,-274253967.4971,-274240589.9609,-362448.0967,-274245195.2148,3291.2485,4274.0723,-2570.2004,-1366.3540,-354.8992,4678.7345,6116.4850,6275.5775,6691.1357,-2898.2496,-3996.2235,6069.4320,-2866.9047,-4477.0972,-1881.4120,1943.9717,-4910.9945,3670.7676,0.0000,-4123.4066,-3463.8607,-2046.3850,-2972.3080,3725.5506,5406.9762,-3678.3059,-4249.9004,4182.8608,5710.1784,-3240.3880,4244.7077,3579.3813,952.1407,5170.0037,412.0979,-1387.9450,-2449.8597,-6488.0124,62.2163,-4918.8837,2738.4548,6853.7756,4384.8165,3163.7951,647.0965,-6512.6993,-2867.4318,642.6497,-3373.7610,-3859.3046,1886.7968,-4160.8401,1487.0706,-6534.2419,-5448.8785,-4137.4349,-5977.7956,-300.8656,-56.1376,-301.7490,6122.4950,813.8452,-3435.3511,-5365.6307,1058.5980,-6788.1134,-5147.1050,246.5231,-2741.2943,2301.8718,-6328.9868,1145.7786,-3495.3140,-430.3953,3167.0533,-5735.9780,6525.3791,6470.0384,11.1574,2548.6059,1205.5815,-2140.3183,-202.2171,-2133.7870,1485.6754,5033.0555,1985.9582,443.7439,-4335.0034,3271.1846,1553.5908,768.6132,-2518.4516,5297.6086,5796.8526,-868.4104,4528.0228,5899.0235,4181.1939,3213.6836,-35318.8073,-41350.0874,-50492.1060,-44628.1231,-52292.1802,-49226.7041,-44232.0968,-44602.9785,2149024.6159,2141186.7066,2145943.8717,2130169.0940,-45307.8750,2136031.5391,5527.9548,5128.7253,-4168.5790,-2922.2738,-4664.2731,-2688.1598,-3282.7690,-2084.4664,-1004.3723,2966.5215,-1293.6100,-3294.9388,-5301.5632,4514.8485,2102.8277,-2142.8950,-493.3795,-4460.0575,0.0000,-3239.2606,3068.1086,-5553.2023,-515.7918,-5539.1933,-2058.3260,-5292.7956,-5398.1642,-4597.7406,-3060.9549,4906.2367,5093.2345,991.6661,3782.0498,-3304.8174,5163.4326,5421.7671,5543.0520,2389.6913,-1544.9936,-1301.4753,-5221.4626,444.4098,-5357.2091,5272.0746,2488.0495,-2354.8294,5461.2648,4700.9119,-4197.5943,4373.3867,4872.2301,2713.9437,4923.8626,-1894.5163,2468.0678,-5527.6734,-2639.3472,4056.0387,-3001.6665,4654.0464,796.8238,4739.1275,5531.8826,-4225.9638,5439.2873,-717.7507,-4571.6335,-4765.7685,-4367.2228,-2241.4663,1969.7644,4692.9109,-5235.0451,4477.0438,5193.9776,-2598.7662,-1997.4307,-2153.7325,-3693.0361,3984.4106,81.5904,-5911.2720,4432.3480,-2302.0044,4674.6329,-4273.7922,-165.8267,5194.9350,2010.8118,3825.9883,434.2035,-1652.7238,1615.1619,-4275.7625,3557.3228,2564.4133,-5160.7038,1426.1270,-5425.3755,2522.7215,48613.9114,46875.2950,44171.3348,50757.0822,50714.4020,40510.2186,37797.9979,45669.2802,41294540.7438,41300254.8263,41288864.0966,41284968.7482,45594.9659,41282445.2149,
7200.000,-794.3714,-564.6996,-3971.0745,-5814.8128,-4999.8040,-5015.7353,-3184.1853,541.3973,-3478.6223,6597.3252,5476.5460,-2302.0369,6382.2023,1195.6964,-5695.0957,3233.0786,-1751.4310,-4211.0684,0.0000,4231.9527,4299.3931,-1732.0665,5629.2005,-2008.9941,-4836.6493,-405.8197,4658.9973,-5568.3067,-4829.5085,1021.3264,-2336.0743,4243.6369,3167.8171,-5568.4302,2320.4963,-1636.2653,-916.0085,1988.6147,6154.2141,2175.5087,-4730.4112,-2244.6774,-3652.1169,-4850.6468,-3695.1949,1234.0027,393.3786,2079.6481,-218.8104,-1773.2936,4692.8047,5061.8323,-6706.4907,3436.6678,-1582.4611,4684.7610,3513.1853,-2695.8265,6030.9538,2466.9499,625.3003,-3155.7725,1197.4383,2526.5539,-4146.9525,848.5126,4518.3040,-2439.6412,-4462.3398,4691.1710,3345.0742,4171.5216,1250.8727,-3619.8654,-6314.1535,3763.7101,-2580.4611,-2701.4522,-6645.0156,5015.7771,5141.8199,2105.3065,-2473.5322,4485.5771,2995.8996,-2913.1983,4645.9902,-6037.9221,-3577.5130,-4994.7094,-5403.8730,-4098.2085,4823.2586,-1569.8426,3829.5890,4347.9681,-4167.5838,1768.2544,-4773.1283,-4430.1730,-345788.3858,-322554.3649,-343542.8884,-343488.8514,-339457.1838,-341685.5441,-336665.0636,-337599.9450,-265397021.7662,-265409349.6656,-265417080.3869,-265398924.4320,-339336.9163,-265408078.2300,-5613.3741,-6587.8121,5532.9766,3734.0918,3989.2764,-1104.7375,-3948.3342,-6528.9230,-4468.4498,1603.7205,930.9981,-3539.5959,1005.1867,5421.8654,3267.3864,-3257.9444,5427.0524,933.1553,0.0000,386.9732,-124.0008,5508.0851,711.5782,-5275.3816,-3726.5919,6458.8277,2149.2465,-980.3025,-4746.1869,4534.8680,-4072.3604,-4389.1309,-4033.2069,-4138.8457,-4174.0712,4948.0043,5672.9336,4060.7285,-1576.4882,5332.0393,1891.3660,-5278.3665,-5243.4335,868.9341,2194.3728,3378.5618,5309.3751,-3852.2830,4169.0150,6466.1009,-4865.9515,4217.9589,685.8419,5759.3099,6649.3856,2870.6859,2635.4163,3196.1465,-2190.6634,-3721.4651,-5197.2114,3045.5833,5585.8168,3329.8478,3239.7020,5249.3615,3337.0082,3819.0237,5261.0313,-4618.8063,5596.1028,-4741.4677,4686.6604,4153.0600,-1750.6953,2387.5847,-3579.3487,-3417.2704,1871.1574,-4767.3768,-2521.2302,-2424.6286,3459.7624,-775.2661,-4993.9613,-4600.3796,-3105.5023,2560.2176,5322.1188,1333.7774,-993.3949,215.8775,-227.3115,-6579.9845,-5547.6472,-2597.9147,-5114.8850,-6083.4437,-2050.3528,130.2736,-124601.5234,-126692.3526,-139038.5395,-133192.6815,-141488.7970,-138731.8974,-133889.5188,-134745.5335,-68949905.5329,-68959761.0118,-68959628.9941,-68963559.4351,-134574.3851,-68962986.9338,-3995.2435,-2038.2996,1297.5359,-624.3593,2688.2806,4656.9442,4727.3284,-2260.5624,3999.3164,1325.6264,4148.6129,5479.7502,2466.8087,-4164.3023,2202.3111,5166.8989,3826.4987,5317.8163,0.0000,5470.2885,-5451.0719,3850.3374,-3848.9464,3991.7755,-2901.0017,2437.1736,4633.4674,4013.6487,-836.0996,-5044.5214,-5105.8890,3247.0726,-4674.9695,-115.6553,-5015.8330,-4561.5319,-3884.0435,-5258.3741,-2769.9220,-3887.6535,4535.1321,-3799.0199,2645.2599,-4864.9461,-5343.3376,5939.2675,-4428.1803,-5364.3766,5507.1424,-1788.3428,-1508.6026,2211.7661,-1618.5898,-1781.9060,1158.4513,4227.9049,5337.2735,-5535.9983,-2044.3920,-5190.7764,-4532.3654,-5379.9073,-3910.6824,5506.5935,-4500.5091,4430.9691,4062.8255,5116.3299,517.5869,-1793.6873,2334.8663,-2885.6671,4937.6733,-4221.8554,-2272.8841,5304.4536,5198.5200,5246.6667,-468.5305,18.3344,3899.6501,6155.1473,-5459.8705,5210.2530,-3775.1442,4101.4387,4082.5164,-2219.8023,2465.4104,-4457.4649,4248.3521,5599.4540,-4962.4787,1533.5584,1643.5971,-4642.0419,2075.1097,2812.7134,4560.6902,-5319.8808,50871.4128,48525.0723,47024.5734,50091.2861,53794.9581,45400.6390,38319.4522,46858.9503,41345521.1482,41355547.4230,41346036.5577,41330368.9745,47356.5396,41334385.0749,
