sl_100_5400_20240505 Coordinates.csv
2024/05/05 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:19 2024,
Start: 2024/05/05 07:47:00.00, Stop: 2024/05/05 09:17:00.00,
TIME_UNITS,STARLINK-5270 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-1484 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-30243 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-4156 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-1722 - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-3103 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-2170 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-1272 - X-Coordinate,STARLINK-1399 - X-Coordinate,STARLINK-2244 - X-Coordinate,STARLINK-3060 - X-Coordinate,STARLINK-3879 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-4472 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-5548 - X-Coordinate,STARLINK-1364 - X-Coordinate,STARLINK-31602 - X-Coordinate,STARLINK-3057 - X-Coordinate,STARLINK-6310 - X-Coordinate,STARLINK-6069 - X-Coordinate,STARLINK-31978 - X-Coordinate,STARLINK-3964 - X-Coordinate,STARLINK-5268 - X-Coordinate,STARLINK-5544 - X-Coordinate,STARLINK-3657 - X-Coordinate,STARLINK-3399 - X-Coordinate,STARLINK-5557 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-4098 - X-Coordinate,STARLINK-4464 - X-Coordinate,STARLINK-11274 [DTC] - X-Coordinate,STARLINK-4799 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-3208 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-32234 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-1625 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-3068 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-6162 - X-Coordinate,STARLINK-6073 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-31733 - X-Coordinate,STARLINK-31072 - X-Coordinate,STARLINK-30605 - X-Coordinate,STARLINK-30088 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-4150 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-30242 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-1896 - X-Coordinate,STARLINK-11176 [DTC] - X-Coordinate,STARLINK-5817 - X-Coordinate,STARLINK-31192 - X-Coordinate,STARLINK-31870 - X-Coordinate,STARLINK-5995 - X-Coordinate,STARLINK-4100 - X-Coordinate,STARLINK-5967 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-31239 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-2009 - X-Coordinate,STARLINK-4645 - X-Coordinate,STARLINK-2349 - X-Coordinate,STARLINK-31131 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-3575 - X-Coordinate,STARLINK-32085 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-3904 - X-Coordinate,STARLINK-31314 - X-Coordinate,STARLINK-31686 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5270 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-1484 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-30243 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-4156 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-1722 - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-3103 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-2170 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-1272 - Y-Coordinate,STARLINK-1399 - Y-Coordinate,STARLINK-2244 - Y-Coordinate,STARLINK-3060 - Y-Coordinate,STARLINK-3879 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-4472 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-5548 - Y-Coordinate,STARLINK-1364 - Y-Coordinate,STARLINK-31602 - Y-Coordinate,STARLINK-3057 - Y-Coordinate,STARLINK-6310 - Y-Coordinate,STARLINK-6069 - Y-Coordinate,STARLINK-31978 - Y-Coordinate,STARLINK-3964 - Y-Coordinate,STARLINK-5268 - Y-Coordinate,STARLINK-5544 - Y-Coordinate,STARLINK-3657 - Y-Coordinate,STARLINK-3399 - Y-Coordinate,STARLINK-5557 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-4098 - Y-Coordinate,STARLINK-4464 - Y-Coordinate,STARLINK-11274 [DTC] - Y-Coordinate,STARLINK-4799 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-3208 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-32234 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-1625 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-3068 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-6162 - Y-Coordinate,STARLINK-6073 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-31733 - Y-Coordinate,STARLINK-31072 - Y-Coordinate,STARLINK-30605 - Y-Coordinate,STARLINK-30088 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-4150 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-30242 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-1896 - Y-Coordinate,STARLINK-11176 [DTC] - Y-Coordinate,STARLINK-5817 - Y-Coordinate,STARLINK-31192 - Y-Coordinate,STARLINK-31870 - Y-Coordinate,STARLINK-5995 - Y-Coordinate,STARLINK-4100 - Y-Coordinate,STARLINK-5967 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-31239 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-2009 - Y-Coordinate,STARLINK-4645 - Y-Coordinate,STARLINK-2349 - Y-Coordinate,STARLINK-31131 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-3575 - Y-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-3904 - Y-Coordinate,STARLINK-31314 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5270 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-1484 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-30243 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-4156 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-1722 - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-3103 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-2170 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-1272 - Z-Coordinate,STARLINK-1399 - Z-Coordinate,STARLINK-2244 - Z-Coordinate,STARLINK-3060 - Z-Coordinate,STARLINK-3879 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-4472 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-5548 - Z-Coordinate,STARLINK-1364 - Z-Coordinate,STARLINK-31602 - Z-Coordinate,STARLINK-3057 - Z-Coordinate,STARLINK-6310 - Z-Coordinate,STARLINK-6069 - Z-Coordinate,STARLINK-31978 - Z-Coordinate,STARLINK-3964 - Z-Coordinate,STARLINK-5268 - Z-Coordinate,STARLINK-5544 - Z-Coordinate,STARLINK-3657 - Z-Coordinate,STARLINK-3399 - Z-Coordinate,STARLINK-5557 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-4098 - Z-Coordinate,STARLINK-4464 - Z-Coordinate,STARLINK-11274 [DTC] - Z-Coordinate,STARLINK-4799 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-3208 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-32234 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-1625 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-3068 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-6162 - Z-Coordinate,STARLINK-6073 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-31733 - Z-Coordinate,STARLINK-31072 - Z-Coordinate,STARLINK-30605 - Z-Coordinate,STARLINK-30088 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-4150 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-30242 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-1896 - Z-Coordinate,STARLINK-11176 [DTC] - Z-Coordinate,STARLINK-5817 - Z-Coordinate,STARLINK-31192 - Z-Coordinate,STARLINK-31870 - Z-Coordinate,STARLINK-5995 - Z-Coordinate,STARLINK-4100 - Z-Coordinate,STARLINK-5967 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-31239 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-2009 - Z-Coordinate,STARLINK-4645 - Z-Coordinate,STARLINK-2349 - Z-Coordinate,STARLINK-31131 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-3575 - Z-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-3904 - Z-Coordinate,STARLINK-31314 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3038.8397,-4591.5593,-792.8541,5617.4647,-4984.2213,-6816.6210,6105.7857,1643.8774,2076.0560,-4880.3896,3640.8191,-3103.6891,2430.0712,-1637.8642,4040.9379,4180.3644,3278.9328,-2560.1131,-162.4265,5838.7106,-4200.9221,5447.0106,-1631.7527,2458.7440,4993.6080,6316.9629,-4100.1947,5181.8831,2349.1115,-4307.4372,-5678.3622,-2453.6826,-3844.6111,-6729.0143,-690.2185,-6496.1524,-4470.2234,-1857.0744,-459.7739,-3846.7577,6082.2448,-620.7817,2639.7720,-4519.2865,4145.4955,4787.2011,-4534.5064,198.9060,5341.1158,-6161.2162,-6543.1377,-3102.9714,4255.6555,2229.4917,-5927.5087,-4988.9906,-128.4177,-164.6491,-2969.3491,-3417.9663,2841.6438,-3201.9405,548.6491,5410.9871,-1537.6481,-770.7127,-2976.6853,2490.7151,-3686.0590,-5557.5638,2390.8106,3070.2043,3718.1594,-4666.7111,1703.1900,-4047.9916,-771.9581,-5161.6961,2162.1859,-1811.9308,-223.2706,1553.2556,-5173.9228,6801.9645,-5082.3926,2750.6419,4767.2688,1303.2853,-4287.9875,-4922.5425,-5717.2442,6864.6564,-820.6097,4257.5516,845.5866,5307.1081,4933.7641,5632.4028,-3865.3280,-4987.4883,-322148.9418,-310378.0407,-329812.8553,-330661.3629,-330038.3589,-330089.3241,-321627.8806,-326815.0777,-269192135.8508,-269161460.3488,-269175355.5147,-269175593.6218,-326130.7065,-269179802.8453,616.8302,1683.0241,-6185.8150,1174.0975,172.5139,-1245.3670,-1467.6102,-6147.2923,6064.2384,-4891.9401,-5732.8296,-5270.2236,-1927.6822,4370.0849,2786.2050,-2240.0990,2622.8703,5202.2437,-5454.9640,-3511.0865,740.2165,-776.1250,5418.1177,-4347.2707,-1922.9778,1768.4994,3712.4523,3750.2741,3806.8498,1065.2310,631.2959,-6270.4901,3805.7090,-515.7844,5797.3762,-1136.5912,542.3357,4031.7884,-6854.4833,-4639.8754,-2097.4814,4368.0044,-397.4043,4742.1194,-23.8117,3292.1690,68.6892,6572.9049,3700.8667,-1073.9043,2274.1422,-5254.8752,5463.2571,-2688.3523,1587.7444,2754.1632,-4056.1444,2590.5467,5179.3246,-2518.1167,4661.7281,5948.1859,-6544.9876,-3603.6489,6699.7291,-5070.5720,-2896.4112,-3696.1033,4933.0453,-3770.3466,6067.6889,-5939.0617,-2417.0251,-3883.4090,-3999.2941,419.9151,-4750.8352,-2541.8608,-5532.1586,5856.3610,4308.0996,-86.1770,2957.6006,1309.4818,-1674.5211,-6364.8944,-4837.8645,-6538.4105,-73.1326,1136.3522,3640.3357,824.2900,5286.0636,4708.3832,-4084.9397,4332.0396,-1874.0409,-3857.3802,-2294.7584,102.9724,160419.7603,149043.8186,155422.1811,162299.6300,154438.6415,158522.5898,158505.4670,161459.0411,116418441.5865,116359743.6418,116391627.8917,116394785.3705,159838.0485,116402657.6160,-6229.6892,-4643.8526,-3011.3225,3828.9764,4642.7699,341.9310,-2963.1723,2708.6745,2598.9970,-748.9812,673.7790,3244.6779,6211.2365,-5128.9969,4880.4159,-5049.1784,-5425.1974,-3816.9559,-4283.0463,-1257.3905,5423.0046,4237.0418,-3992.9346,-4796.2030,-4428.9446,2250.0883,4151.2745,2698.1860,-5298.9125,-5184.3373,-3966.3291,1666.0345,4351.8988,1140.5540,3704.8922,-2106.0276,-5304.4018,-5313.6239,-1020.4286,3452.1407,-2607.0238,5321.5129,-6415.3789,878.9790,5529.6304,-3767.9686,5215.8206,2202.9758,-2437.0572,-2809.0977,-149.0178,-3319.3110,185.7802,6000.8913,-3244.0230,3944.6912,5634.9279,-6455.6797,-3524.5284,5464.5607,-4098.7938,-1412.4237,-1986.1866,2418.1552,913.8978,-4652.9713,5523.9132,5323.6608,-3200.7288,-1671.8302,-2375.4980,1836.3043,5322.7313,-3214.7590,5404.4383,5408.2417,5004.7034,-3773.1838,3346.0338,3274.4130,5400.4066,-6770.6331,3357.7951,-408.8360,4271.6167,-259.7564,-1364.4231,-1863.3621,-5458.3939,4640.5236,782.0231,250.0437,4227.7078,2827.4996,5523.9694,466.7780,-4519.3225,-1134.7748,5151.8711,4643.9879,13229.0377,13536.6997,10327.4217,19194.9136,15720.3854,5129.3911,6760.1274,12801.9422,1420586.3004,1428813.6675,1403707.1989,1420817.6166,12488.6651,1424604.2378,
300.000,1997.0685,-4582.2661,-2023.4774,6492.5851,-4728.0589,-6830.5651,5973.8488,97.9527,3410.9401,-5363.8565,2326.8480,-4531.4213,283.6210,486.3761,5555.0196,3820.4338,4725.1804,-1069.8058,-1753.7248,5196.7130,-3252.7973,3835.2316,171.7789,1262.9601,3581.2200,6886.1529,-3533.4190,3946.4382,3626.1308,-4277.6232,-4157.6955,-3650.7835,-3959.0599,-6179.4909,679.4881,-5877.6312,-2694.3567,302.9494,-1631.4891,-4870.5687,5752.7728,1297.8294,692.0583,-3186.9591,4047.6560,4703.7455,-3615.1641,1771.7667,5608.1670,-5403.6022,-5790.9437,-3780.1113,5021.5586,91.9704,-4636.6605,-3339.8966,-1330.0911,1896.3952,-1163.1198,-4798.7031,4091.7871,-1547.5474,-797.4598,4674.6196,-338.7928,-2529.4945,-4245.3466,2299.0766,-1782.8656,-6324.2960,3933.5369,1354.7595,2964.5041,-5103.8298,-55.9320,-3519.4818,-1918.3221,-6258.6097,641.1191,-708.2237,1805.2186,3262.1983,-4914.0824,6840.9816,-4492.0540,1272.3817,3904.8214,-90.1104,-4544.1357,-4047.9073,-4460.5406,6599.5417,1094.8515,5118.5425,-1262.9058,6073.0599,3495.8903,4908.8704,-5277.6700,-4763.1622,-325266.5449,-313439.2194,-333218.4339,-333905.2296,-333336.5815,-333444.7527,-324957.1584,-330154.6812,-271667529.6339,-271635819.4168,-271650338.7209,-271650384.0118,-329421.6424,-271655099.6786,-1303.1124,3542.7385,-4992.3335,-155.5606,2311.5002,266.8009,-3145.6859,-5547.1361,5955.6920,-3663.7844,-5937.5562,-4980.0879,-2360.8317,4154.5445,1673.2030,-4132.5298,1086.8526,6298.5548,-6041.8194,-4545.5235,2703.5957,-1431.8504,4766.8525,-5751.9885,-879.9916,285.6219,5277.5840,3394.8149,2065.7345,3084.7268,1302.3094,-5073.1499,5101.4735,763.2698,6531.3576,270.5922,1451.0434,4142.2959,-6178.4190,-4727.1451,-3694.1211,5048.0206,690.7036,5157.5799,-2169.8928,1423.0076,2018.5167,5756.5614,1915.1658,439.4557,3283.4754,-3614.6123,4495.5460,-2424.3542,3035.3017,3994.4979,-2360.1356,1803.9986,4949.3695,-932.1706,2955.5498,6120.9964,-5817.6406,-5033.0156,6870.0230,-5457.1965,-1135.0762,-5318.9955,5268.2184,-2802.9026,5640.6590,-6027.4672,-4306.1114,-1979.4918,-5081.0824,2548.2244,-5749.0671,-1044.4650,-6458.7730,4858.7348,4719.2682,1218.3541,4428.5863,-200.7362,239.2907,-6698.4886,-5702.7512,-6002.0862,1996.6174,3119.9246,4642.6865,-414.0528,5837.5300,4638.3381,-4464.2930,3020.1412,-825.9616,-4827.2448,-874.0601,2244.9789,153933.7143,142394.1270,148585.6687,155403.5308,147462.6869,151551.7404,151648.4126,154343.4952,110513230.0965,110454881.3002,110486880.6297,110489905.0400,152921.2146,110497460.9625,-6538.0497,-3452.7713,-4353.5128,2334.6302,4329.0104,-1196.8522,-1616.9164,4125.3507,877.1294,-2477.3765,2423.8061,1623.7077,6521.7317,-5530.7366,3779.1456,-4037.5876,-4852.4780,-2712.7795,-2920.9688,550.7338,5451.4116,5605.7467,-5021.3969,-3640.5500,-5887.9472,789.2512,2742.9590,4589.5087,-5538.1072,-4329.5021,-5423.0680,3003.4347,2558.4362,2836.7900,2174.4737,-3649.9659,-6249.8729,-5539.5042,-2724.5148,1488.9422,-1196.1229,4543.1463,-6880.7588,2625.9006,5165.5860,-4879.5690,5533.8261,3433.6833,-3613.6360,-4197.9635,-1927.3944,-4573.1094,-1610.2289,6504.0373,-4180.8871,4572.3573,6391.7459,-6447.3340,-4714.1014,4899.6119,-4596.8512,-2793.4187,-3551.9867,979.2978,-896.6815,-3429.4883,5334.8353,3829.5369,-4152.6387,126.5230,-930.5925,3142.6945,4548.4722,-4151.4653,4722.6427,5190.5283,3394.1512,-2657.9376,2092.4764,4913.9154,4718.4065,-6011.0157,1750.8423,1131.7144,5160.2327,1276.2211,441.1067,-3450.3574,-4851.9859,4576.2200,2251.8783,2026.8318,3352.3674,787.2533,5138.5795,-1082.6656,-5948.5956,680.4004,4261.0524,4328.3081,13500.0454,13680.4414,10517.8191,19256.6244,16047.1482,5435.8543,6713.5467,13418.5628,1426268.1838,1434048.3963,1409070.6091,1425745.8751,12643.0236,1430037.9574,
600.000,828.5676,-4117.0225,-3101.5591,6725.3725,-4032.2553,-6186.0012,5275.7700,-1496.2186,4398.4413,-5343.8617,749.2430,-5499.0555,-1877.1288,2576.1676,6528.4476,3127.5845,5722.9269,498.9210,-3145.8118,4035.8300,-2035.7446,1845.8315,1994.9377,-18.1945,1745.8722,6789.5159,-2645.6130,2318.4329,4599.1841,-3852.9830,-2228.9113,-4523.4415,-3700.0577,-5001.9835,1958.3815,-4694.3884,-674.7743,2433.4935,-2673.6952,-5386.3303,4875.3444,3057.9457,-1372.3995,-1469.5365,3606.0456,4205.3066,-2390.9497,3204.1353,5364.3291,-4119.4889,-4459.8634,-4138.4200,5305.0285,-2070.3211,-2913.4031,-1382.7289,-2470.1718,3795.6640,786.2337,-5738.5488,4968.4080,278.6343,-2100.8175,3493.9939,903.4151,-4012.7865,-5138.7586,1923.7157,304.5406,-6462.5971,5089.4911,-513.1509,1969.4517,-5072.3171,-1771.8867,-2677.9167,-2830.7328,-6742.0232,-925.3081,523.8831,3631.8338,4572.1245,-4165.0705,6219.5257,-3491.2943,-340.4583,2651.2440,-1510.0725,-4406.0148,-2810.5475,-2739.9417,5681.4899,2876.5333,5452.8118,-3228.8165,6238.9760,1644.2466,3691.9402,-6170.0018,-4095.9512,-328276.4786,-316358.8369,-336475.4159,-337002.0767,-336483.3818,-336649.9342,-328144.7823,-333279.6601,-274013395.4350,-273980657.5116,-273995813.3154,-273995678.2488,-332565.8535,-274000868.9346,-3135.1615,5004.0658,-3318.0783,-1444.2137,4213.1489,1764.5091,-4508.7233,-4422.0862,5260.6849,-2059.4990,-5543.4096,-4211.2352,-2639.4998,3591.3923,436.3042,-5608.0868,-514.5855,6794.6923,-6052.8877,-5134.4537,4423.8348,-2015.2787,3688.0454,-6597.5940,184.5599,-1217.2584,6310.1462,2617.7079,155.1809,4770.9042,1912.2341,-3382.4310,5861.2340,1995.7673,6624.2588,1688.4034,2290.9855,3906.1389,-4898.0713,-4348.8231,-4925.5249,5268.7548,1618.5703,5007.1699,-4095.7123,-610.3069,3799.4502,4394.6309,-72.7391,1949.3429,3988.9312,-1615.9358,3072.0092,-1999.0258,4227.9711,4889.4116,-466.7061,915.3686,4276.7848,702.3214,967.7071,5711.2388,-4511.4096,-5970.2764,6364.1269,-5332.9181,700.3161,-6392.7210,5133.5360,-1555.2854,4674.3888,-5553.5018,-5776.0353,131.4190,-5701.0284,4416.5257,-6185.2840,531.9095,-6731.6133,3400.1045,4710.0724,2460.7047,5432.0168,-1702.3709,2161.6018,-6388.4468,-6005.3764,-4887.3187,3852.7521,4808.2121,5192.0067,-1633.9427,5818.7820,4105.1643,-4457.6402,1398.2713,237.0131,-5322.8225,592.7826,4155.9461,147381.8203,135682.2826,141682.6469,148441.0997,140421.8314,144510.8072,144722.5605,147049.4634,104555422.0467,104497448.3164,104529551.8339,104532479.9548,145936.6658,104539671.5665,-6157.9373,-1860.7105,-5229.2207,586.9617,3528.4450,-2607.8577,-98.2464,5097.5107,-939.2659,-3942.8260,3901.6843,-171.6493,6140.3133,-5342.8593,2272.2814,-2593.2850,-3745.0550,-1319.3075,-1246.8476,2299.6702,4889.9592,6378.7578,-5512.1873,-2094.0790,-6723.1712,-755.9886,1039.2617,5992.1422,-5186.9218,-2989.6961,-6307.0513,4019.7032,492.6827,4217.3645,409.6997,-4802.1692,-6536.7739,-5172.1133,-4138.8089,-632.6357,342.4353,3275.6088,-6619.1222,4048.6221,4245.2668,-5468.4835,5256.0763,4297.1898,-4405.1595,-5123.2818,-3499.2349,-5341.4863,-3233.6037,6317.1564,-4672.6946,4710.9108,6470.4279,-5759.6799,-5400.3440,3808.9174,-4580.9501,-3871.7464,-4726.3243,-564.2154,-2611.4069,-1837.8502,4571.3372,1928.2843,-4662.2906,1911.2110,613.6813,4112.6536,3287.6839,-4632.3995,3537.4215,4378.1352,1422.7015,-1251.6252,603.6184,6031.8773,3528.2687,-4614.5215,-51.0274,2551.2460,5477.0500,2675.7265,2199.2112,-4666.9285,-3729.3024,4007.5562,3468.6726,3585.0573,2100.5423,-1336.6500,4202.4457,-2512.9068,-6748.1400,2422.2134,2896.1496,3526.2732,13766.4893,13824.1092,10712.2538,19313.3436,16370.3853,5747.7386,6673.0839,13974.6623,1431951.6791,1439282.8827,1414439.7988,1430691.1323,12797.3732,1435471.5843,
