sl_100_5400_20241222 Coordinates.csv
2024/12/22 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:01 2024,
Start: 2024/12/22 07:47:00.00, Stop: 2024/12/22 09:17:00.00,
TIME_UNITS,STARLINK-5852 - X-Coordinate,STARLINK-31235 - X-Coordinate,STARLINK-4123 - X-Coordinate,STARLINK-2657 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-1166 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-5337 - X-Coordinate,STARLINK-2052 - X-Coordinate,STARLINK-3645 - X-Coordinate,STARLINK-3881 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-1812 - X-Coordinate,STARLINK-30191 - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-31897 - X-Coordinate,STARLINK-5335 - X-Coordinate,STARLINK-2711 - X-Coordinate,STARLINK-1729 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-31700 - X-Coordinate,STARLINK-2587 - X-Coordinate,STARLINK-5994 - X-Coordinate,STARLINK-4033 - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-4414 - X-Coordinate,STARLINK-5320 - X-Coordinate,STARLINK-3518 - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-32078 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-30617 - X-Coordinate,STARLINK-4608 - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-5846 - X-Coordinate,STARLINK-30700 - X-Coordinate,STARLINK-1217 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-31370 - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-30090 - X-Coordinate,STARLINK-32367 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-2119 - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-2116 - X-Coordinate,STARLINK-4491 - X-Coordinate,STARLINK-5406 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-6147 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-2066 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-5542 - X-Coordinate,STARLINK-30282 - X-Coordinate,STARLINK-2448 - X-Coordinate,STARLINK-5908 - X-Coordinate,STARLINK-3386 - X-Coordinate,STARLINK-11078 [DTC] - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-3660 - X-Coordinate,STARLINK-5096 - X-Coordinate,STARLINK-31869 - X-Coordinate,STARLINK-30566 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-2371 - X-Coordinate,STARLINK-2130 - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-1833 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-1669 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-3792 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-2189 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-3197 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-2340 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-4433 - X-Coordinate,STARLINK-31614 - X-Coordinate,STARLINK-31586 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-31235 - Y-Coordinate,STARLINK-4123 - Y-Coordinate,STARLINK-2657 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-1166 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-5337 - Y-Coordinate,STARLINK-2052 - Y-Coordinate,STARLINK-3645 - Y-Coordinate,STARLINK-3881 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-1812 - Y-Coordinate,STARLINK-30191 - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-31897 - Y-Coordinate,STARLINK-5335 - Y-Coordinate,STARLINK-2711 - Y-Coordinate,STARLINK-1729 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-31700 - Y-Coordinate,STARLINK-2587 - Y-Coordinate,STARLINK-5994 - Y-Coordinate,STARLINK-4033 - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-4414 - Y-Coordinate,STARLINK-5320 - Y-Coordinate,STARLINK-3518 - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-32078 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-30617 - Y-Coordinate,STARLINK-4608 - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-5846 - Y-Coordinate,STARLINK-30700 - Y-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-31370 - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-30090 - Y-Coordinate,STARLINK-32367 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-2119 - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-2116 - Y-Coordinate,STARLINK-4491 - Y-Coordinate,STARLINK-5406 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-6147 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-2066 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-5542 - Y-Coordinate,STARLINK-30282 - Y-Coordinate,STARLINK-2448 - Y-Coordinate,STARLINK-5908 - Y-Coordinate,STARLINK-3386 - Y-Coordinate,STARLINK-11078 [DTC] - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-3660 - Y-Coordinate,STARLINK-5096 - Y-Coordinate,STARLINK-31869 - Y-Coordinate,STARLINK-30566 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-2371 - Y-Coordinate,STARLINK-2130 - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-1833 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-1669 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-3792 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-2189 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-3197 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-2340 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-4433 - Y-Coordinate,STARLINK-31614 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-31235 - Z-Coordinate,STARLINK-4123 - Z-Coordinate,STARLINK-2657 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-1166 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-5337 - Z-Coordinate,STARLINK-2052 - Z-Coordinate,STARLINK-3645 - Z-Coordinate,STARLINK-3881 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-1812 - Z-Coordinate,STARLINK-30191 - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-31897 - Z-Coordinate,STARLINK-5335 - Z-Coordinate,STARLINK-2711 - Z-Coordinate,STARLINK-1729 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-31700 - Z-Coordinate,STARLINK-2587 - Z-Coordinate,STARLINK-5994 - Z-Coordinate,STARLINK-4033 - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-4414 - Z-Coordinate,STARLINK-5320 - Z-Coordinate,STARLINK-3518 - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-32078 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-30617 - Z-Coordinate,STARLINK-4608 - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-5846 - Z-Coordinate,STARLINK-30700 - Z-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-31370 - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-30090 - Z-Coordinate,STARLINK-32367 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-2119 - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-2116 - Z-Coordinate,STARLINK-4491 - Z-Coordinate,STARLINK-5406 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-6147 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-2066 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-5542 - Z-Coordinate,STARLINK-30282 - Z-Coordinate,STARLINK-2448 - Z-Coordinate,STARLINK-5908 - Z-Coordinate,STARLINK-3386 - Z-Coordinate,STARLINK-11078 [DTC] - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-3660 - Z-Coordinate,STARLINK-5096 - Z-Coordinate,STARLINK-31869 - Z-Coordinate,STARLINK-30566 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-2371 - Z-Coordinate,STARLINK-2130 - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-1833 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-1669 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-3792 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-2189 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-3197 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-2340 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-4433 - Z-Coordinate,STARLINK-31614 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1782.0136,5333.9706,5379.3359,-1571.8656,-3957.1174,-5495.4983,-3770.3910,1244.7543,2093.3271,-3804.9568,4477.0918,-2876.2068,-4928.7711,2302.4955,1739.5747,821.6777,-4936.4979,-3789.6045,329.1542,1148.1385,4209.2501,1901.4401,-1339.2995,5828.1788,1076.1219,-202.6666,3670.1601,-4734.7471,-5304.3481,4880.5360,5179.0151,-5283.7987,813.8830,-3470.0662,-1010.5436,4214.2667,-2647.3844,5548.6444,-3698.8236,5989.2205,-1943.9575,1563.1788,-2470.8825,6698.6907,757.1640,-3157.3178,6811.6865,-5195.7608,-511.1862,1484.1922,868.3840,-5063.4085,-5517.4002,-1565.2515,-621.2166,6383.6594,100.8126,-2774.8869,-1903.7396,-2536.3874,3777.0336,5492.6167,2809.8439,-5788.0374,-3801.5641,2552.0202,-3368.5713,-1297.5060,-4065.6151,-6267.4659,-4055.7048,-6702.2729,5206.2877,3571.4414,5571.6432,-2406.3831,5631.1282,-4189.1993,5678.1056,-3128.8561,-5747.3657,-2612.0846,29.6117,5905.5714,4263.9840,-3360.9007,-5632.5174,889.6991,4380.7337,4262.1247,-4311.0674,-168.1515,-5812.3054,-2204.3072,3213.5162,-6456.4906,-4511.5528,879.7840,-6229.2754,6626.4977,-321965.9873,-353454.4136,-335746.9358,-331512.5992,-337879.3841,-335033.4110,-340516.0524,-336670.2167,-16013041.3748,-16011404.1300,-16029040.7195,-16034094.9887,-336661.1022,-16025086.3284,-1860.9556,-1905.5249,-2827.9608,-6664.0106,-3459.2092,-445.2109,3738.6550,-4644.9736,5009.0151,5638.8190,1778.8918,4367.7215,4708.3425,5889.6177,-5816.0740,6840.3534,-54.5830,5164.1362,-5463.6715,5606.3515,-5363.0660,5535.6259,-6495.0645,-291.7973,6722.4098,-4564.2023,-2215.7605,-450.9393,-2734.4468,-1643.6166,2712.0582,3215.2562,-3138.1827,2290.8096,6439.3609,5410.4050,-5856.9038,2351.3619,4951.3815,-3451.3253,6652.0033,-2335.5392,-3649.7720,1744.8875,-5190.1353,-5585.0589,1309.6371,-383.1493,-5029.4349,-6652.2119,-6236.9779,4683.8277,818.0401,-6680.0954,-6869.1496,-263.4287,6939.5387,5973.4513,-6240.4045,-5644.5874,2433.2950,1961.0781,6119.9661,614.4734,2086.6102,6468.0398,-4721.3565,6291.4578,-5128.6941,1503.3957,-2861.5663,28.1480,-3013.6019,5685.3481,3243.9016,-4306.7013,3205.0292,311.1514,-842.8166,3968.2268,2331.8352,3264.1757,-2425.9496,2280.6039,1993.1685,5277.8308,-1997.5475,-5247.2729,852.3815,-4490.5066,-5366.7613,5835.6059,-1060.8501,6446.5025,5811.0146,2084.2106,-2130.5285,-4791.2201,-2781.0623,-1272.9969,-222088.3747,-223244.5737,-212860.7844,-217177.9225,-212019.7334,-214520.1504,-221041.5365,-218161.0875,-93867197.8920,-93855227.5731,-93857294.9500,-93847026.4618,-218639.4971,-93852449.7165,6444.9716,3868.0479,3297.4988,-921.6788,4507.4238,-4244.2330,4430.3015,-4988.9782,4275.9080,-1436.2234,4966.7904,4516.3144,1153.9441,2881.2604,-3300.7079,779.6072,-4851.0482,2607.1962,4251.2668,3879.9288,163.2265,-3727.9621,-1985.8191,3720.0781,1241.2387,-5070.5635,-5436.2264,5060.0491,-3505.4667,4607.9549,-3754.4966,3146.8216,6138.5518,5519.4862,-2382.0071,506.7953,-2562.4295,3424.4721,-2958.3213,-279.7784,566.0494,-6365.5519,-5255.0026,-216.4077,-4514.5285,-2307.5353,-68.1459,4568.9145,-4523.8153,-1296.9024,2943.9721,596.6686,3915.8227,932.9690,-557.1945,2691.2353,349.7826,2117.4362,-2361.6657,-2682.7456,5258.0709,3745.7478,-1675.4253,3757.8513,-5403.7178,-23.0154,3757.8096,-2024.4393,1791.0569,2500.7773,4810.6581,-1297.5654,3479.9507,1649.9334,2501.9876,-4853.1679,2484.2412,5488.7750,3862.6703,-4588.3036,3069.4874,5493.2373,6503.3105,-2841.7039,5070.0025,2979.1072,3476.8784,-4272.4678,-5289.2402,3090.4307,955.9922,-3718.2916,3590.8406,-1124.9398,-1942.4129,-1393.4828,4818.1698,4936.5490,-119.7338,-1032.7071,22322.9385,21368.4300,18151.0357,26241.8383,23818.0480,13114.3350,13769.9190,21784.3968,39524170.2997,39504191.9162,39497021.8864,39516435.1704,20021.8263,39516768.2065,
300.000,838.6581,3891.4729,5169.1488,-2626.8462,-5524.3689,-6513.1501,-3086.5706,-805.0260,3136.8980,-2834.7997,5698.4968,-844.9669,-3622.2220,2549.8571,548.8195,2289.4896,-5581.4932,-2938.3165,-1596.4886,2718.2254,2834.7612,3348.3772,-2422.1168,4631.1352,2270.8264,-2127.7686,2075.3179,-3201.6248,-4988.3543,3265.9088,5717.8345,-6104.1828,-1104.7534,-2286.3656,536.7027,4872.0360,-3956.8804,6520.0876,-1974.6763,5155.5647,-1196.3364,605.8664,-3683.4664,6617.4388,-769.3967,-4179.3911,6750.5366,-5456.0866,-2257.7725,-138.1967,259.7125,-3877.0556,-4394.5806,-2719.3617,-1775.7820,5482.7625,714.9670,-1716.8579,-3473.7075,-3368.4190,5216.6194,5291.8058,4217.5746,-4731.0823,-2221.3159,2999.2719,-3927.8713,-82.5649,-5326.8109,-5046.8434,-5578.6570,-6687.6858,4607.9385,4227.7103,6484.7679,-4244.5805,5781.6766,-4111.8887,6042.7543,-1469.0912,-5642.5643,-969.7871,-2121.4181,5719.2909,5558.0865,-1470.0684,-6597.6016,-1031.3650,3950.7435,2535.9801,-4758.9296,1262.1283,-6605.9324,-839.2396,4382.4473,-5420.9675,-5407.9257,1031.3468,-6547.5945,6317.6898,-317258.7243,-348734.1135,-330907.2974,-326825.7890,-333206.1787,-330335.9435,-335736.9333,-332455.2656,-13954716.0023,-13952807.8315,-13970291.3745,-13976165.6832,-331955.2465,-13966742.1743,-3748.9999,-3391.4468,-4277.4418,-5822.2446,-2654.0429,295.8546,5344.3291,-4134.2084,3322.9393,5359.7425,312.9948,4341.3885,5152.6919,4527.4741,-6676.6782,6501.6247,1693.5374,6199.9979,-5849.9011,5892.2103,-6048.7644,4122.3086,-5430.0459,-1725.6180,6514.1332,-5008.6575,-3693.2278,746.9485,-944.5769,-2905.5044,3558.7917,3148.1486,-2106.2596,4070.6497,6853.5998,4287.0891,-5612.5415,871.0574,4949.4083,-4350.4471,6323.1762,-4150.1861,-1845.4825,482.2037,-6069.0543,-4087.0262,-219.3549,1662.5250,-5498.4491,-6393.8883,-6888.8177,5233.3244,2582.1185,-6309.1068,-6278.0238,-1880.2476,6686.1171,6695.1680,-5934.7639,-4166.7263,1025.8983,-59.0813,5506.3083,2351.0832,3575.5866,5916.4596,-2930.9968,6729.2609,-4197.4553,2564.8849,-1801.1605,1255.6443,-4687.7217,4381.1212,2283.6519,-3995.7032,3831.8210,2431.9562,-2395.4727,5274.1923,3751.5708,4622.8228,-1946.7279,418.0006,543.0087,5460.6695,-845.6102,-5811.9490,-1265.2194,-4691.6078,-4932.0056,6442.1914,244.7696,6250.3998,5349.0588,3051.1134,-3162.2528,-2900.8253,-1276.1417,-2454.7919,-228775.7464,-230668.4179,-219973.3771,-224330.9984,-219093.7554,-221551.1491,-228148.8405,-225295.4097,-94193171.7408,-94181124.8439,-94183719.7527,-94173510.7890,-225748.2703,-94178513.9977,5782.0333,4514.4960,1680.9925,-2636.0216,3226.4507,-2425.7885,3124.4172,-5502.3372,5182.2611,-3406.3977,3915.9605,5307.5165,2844.7377,4609.4270,-1688.2038,-766.1219,-3724.5527,886.3701,3359.0416,2393.4553,-1381.5159,-4467.6352,-3547.5503,4841.8778,-571.4821,-4118.2593,-5475.2679,6114.0116,-4704.4255,5350.9955,-1700.9349,1011.8136,6520.5700,5096.1648,-937.9464,2267.0590,-835.6125,2190.9279,-4308.2364,1525.1453,2625.0384,-5552.1545,-5483.0892,-1990.7735,-3233.2039,-3511.4668,-1589.0951,3936.9120,-3268.0827,-2693.8285,916.2274,2341.7371,4521.9564,-878.8080,-2309.9354,3800.0606,-1763.8200,352.3179,-914.6700,-4098.1146,4426.3151,4474.2822,-160.4815,4480.0454,-5502.9644,2075.2306,4870.1944,-226.8676,269.8241,3964.5515,3666.5840,525.1814,2262.1289,3271.6325,768.9685,-3728.0153,288.2066,4996.6542,2377.0744,-4075.8810,1418.3542,5035.6075,6315.7912,-3908.9417,4086.3843,4002.6630,1895.8852,-3425.2973,-5539.5340,4405.9712,-1169.8587,-2190.0493,2034.2174,-2816.0230,-159.4566,-3048.2802,2983.7606,6212.2039,1422.2403,794.2907,22151.1184,21221.6299,18072.5165,25996.0432,23838.4741,13143.1556,13448.0633,21584.3732,39524091.4570,39504393.2495,39496876.7797,39515681.6252,19884.0044,39516482.0993,
600.000,-118.2624,2080.9707,4459.3115,-3449.5196,-6543.2834,-6876.5627,-2131.2076,-2799.4181,3925.3202,-1542.8366,6375.9534,1286.0884,-1935.9229,2598.2041,-677.7544,3542.6911,-5702.8624,-1804.2271,-3347.4302,3997.2354,1160.4850,4511.3417,-3305.0589,3000.1003,3246.1864,-3807.1480,317.3465,-1383.2779,-4221.7621,1351.8349,5623.1196,-6267.2496,-2955.1595,-927.6631,2023.2939,5057.4905,-4865.4889,6864.6782,-23.3175,3799.8589,-294.3211,-344.0895,-4575.4608,5887.6405,-2188.0176,-4809.9520,6040.0040,-5222.2933,-3739.9053,-1770.5594,-363.1088,-2289.6366,-2853.0765,-3613.3845,-2780.1683,4066.7486,1279.6924,-492.2314,-4700.6583,-3887.1127,6162.0397,4617.6184,5216.0557,-3242.6755,-463.7565,3167.5423,-4151.2967,1138.6975,-6034.4888,-3327.3599,-6553.9568,-5978.5008,3586.8798,4497.6996,6750.4678,-5650.8466,5301.2669,-3682.2825,5824.1292,308.0211,-4988.7737,726.3776,-4072.2925,5010.6334,6322.7377,579.9392,-6907.9909,-2825.2410,3190.3395,538.6278,-4735.1650,2544.6839,-6748.3257,637.9906,5113.7800,-3844.5373,-5692.8405,984.3133,-6203.7914,5350.7422,-312414.5433,-343856.5069,-325918.7814,-321988.6582,-328383.6994,-325492.2538,-330806.1680,-328052.3149,-11889798.6065,-11887625.0876,-11904931.1413,-11911596.5658,-327099.2391,-11901802.3852,-5283.1729,-4576.8928,-5289.0419,-4396.6047,-1622.7322,975.5422,6414.3132,-3273.2946,1321.1623,4566.1789,-1144.7331,3941.3103,5109.8415,2694.2749,-6872.7136,5531.5749,3244.0571,6615.5897,-5695.0109,5609.6103,-6125.9700,2330.0889,-3829.0563,-3037.2453,5657.1896,-4974.8615,-4851.0845,1939.4302,969.6957,-3933.6461,4038.9873,2726.0390,-934.8199,5470.6488,6606.8975,2714.7212,-4815.8215,-673.0391,4484.1214,-4831.4613,5363.4198,-5571.6446,114.6336,-849.6585,-6363.9637,-2169.1301,-1741.9990,3530.9482,-5414.7504,-5529.1998,-6841.6184,5284.4135,4116.0913,-5309.8835,-5063.3670,-3347.9713,5753.2591,6750.8853,-5060.2271,-2238.5419,-438.8412,-2092.1168,4360.7858,3893.3341,4758.0577,4754.0486,-843.7962,6439.3539,-2833.5346,3415.9278,-602.6517,2358.9712,-5902.9366,2627.5123,1104.7040,-3329.0235,4045.4187,4303.8056,-3689.0216,6068.9067,4787.1869,5558.3945,-1352.0443,-1508.4661,-920.0455,5148.9745,368.9705,-5810.9483,-3274.1347,-4473.1832,-3986.4155,6419.5464,1503.7013,5444.7220,4355.7325,3750.2578,-3884.7176,-701.2284,371.8187,-3390.7567,-235363.1333,-237992.1459,-226987.0968,-231384.1204,-226070.8529,-228482.7931,-235150.5763,-232381.3439,-94474010.7843,-94461874.8817,-94464990.5908,-94454889.5585,-232755.7637,-94459442.1858,4504.9684,4662.7963,-116.7721,-4065.5043,1599.3678,-350.3872,1482.0696,-5427.8116,5529.9139,-5015.7051,2444.4689,5526.5017,4228.2829,5848.0435,106.9242,-2229.9051,-2197.7489,-930.0207,2107.4189,648.9624,-2771.0211,-4731.4910,-4728.4451,5443.5484,-2322.7380,-2704.7672,-4927.6666,6518.9108,-5398.5230,5517.3455,533.6383,-1231.1436,6210.5344,4123.8759,606.3171,3778.3904,981.2537,722.8770,-5181.6154,3165.5545,4405.1715,-4152.9236,-5107.1957,-3551.5190,-1604.0708,-4320.9698,-2940.3157,2883.6526,-1639.3707,-3803.3211,-1208.7800,3834.8850,4619.5487,-2596.2202,-3814.2068,4502.2660,-3690.1532,-1450.7612,630.0878,-5038.3941,3118.6505,4724.2631,1371.5934,4722.4173,-5014.0100,3952.9538,5457.2931,1597.1779,-1282.2191,5000.6360,2127.3549,2288.9513,804.0799,4540.1950,-1046.9659,-2202.0195,-1938.6164,3966.5474,635.7645,-3107.1571,-385.3473,4033.8001,5457.8135,-4559.6113,2663.6099,4597.5477,110.4594,-2194.2414,-5195.8040,5247.7422,-3171.5457,-426.1366,258.2533,-4202.3977,1640.6691,-4376.2165,830.9628,6826.0636,2804.3041,2532.0910,21979.0012,21074.7094,17997.4352,25745.1696,23855.2700,13177.5538,13132.0872,21262.5310,39524009.3080,39504601.9209,39496740.4595,39514930.7228,19746.1716,39516196.1264,
