sl_100_5400_20240324 Coordinates.csv
2024/03/24 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:01 2024,
Start: 2024/03/24 07:47:00.00, Stop: 2024/03/24 09:17:00.00,
TIME_UNITS,STARLINK-1321 - X-Coordinate,STARLINK-31714 - X-Coordinate,STARLINK-31877 - X-Coordinate,STARLINK-30408 - X-Coordinate,STARLINK-6205 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-30330 - X-Coordinate,STARLINK-31113 - X-Coordinate,STARLINK-5188 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-1526 - X-Coordinate,STARLINK-2266 - X-Coordinate,STARLINK-31031 - X-Coordinate,STARLINK-4668 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-31892 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-30883 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-11252 [DTC] - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-1511 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-3049 - X-Coordinate,STARLINK-2236 - X-Coordinate,STARLINK-31741 - X-Coordinate,STARLINK-31691 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-4468 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-5196 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-4035 - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-3838 - X-Coordinate,STARLINK-32263 - X-Coordinate,STARLINK-4783 - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-2041 - X-Coordinate,STARLINK-5131 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-30303 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-4058 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-4759 - X-Coordinate,STARLINK-5889 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-31051 - X-Coordinate,STARLINK-30398 - X-Coordinate,STARLINK-1470 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-31671 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-5451 - X-Coordinate,STARLINK-2611 - X-Coordinate,STARLINK-30270 - X-Coordinate,STARLINK-31374 - X-Coordinate,STARLINK-3857 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-1750 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-2645 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-32077 - X-Coordinate,STARLINK-30281 - X-Coordinate,STARLINK-5639 - X-Coordinate,STARLINK-30882 - X-Coordinate,STARLINK-3854 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-31835 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-31631 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-3184 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-31703 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-3394 - X-Coordinate,STARLINK-5201 - X-Coordinate,STARLINK-3789 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-4615 - X-Coordinate,STARLINK-11197 [DTC] - X-Coordinate,STARLINK-31477 - X-Coordinate,STARLINK-5784 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-31714 - Y-Coordinate,STARLINK-31877 - Y-Coordinate,STARLINK-30408 - Y-Coordinate,STARLINK-6205 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-30330 - Y-Coordinate,STARLINK-31113 - Y-Coordinate,STARLINK-5188 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-1526 - Y-Coordinate,STARLINK-2266 - Y-Coordinate,STARLINK-31031 - Y-Coordinate,STARLINK-4668 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-31892 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-30883 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-11252 [DTC] - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-1511 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-3049 - Y-Coordinate,STARLINK-2236 - Y-Coordinate,STARLINK-31741 - Y-Coordinate,STARLINK-31691 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-4468 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-5196 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-4035 - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-3838 - Y-Coordinate,STARLINK-32263 - Y-Coordinate,STARLINK-4783 - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-2041 - Y-Coordinate,STARLINK-5131 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-30303 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-4058 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-4759 - Y-Coordinate,STARLINK-5889 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-31051 - Y-Coordinate,STARLINK-30398 - Y-Coordinate,STARLINK-1470 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-31671 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-5451 - Y-Coordinate,STARLINK-2611 - Y-Coordinate,STARLINK-30270 - Y-Coordinate,STARLINK-31374 - Y-Coordinate,STARLINK-3857 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-1750 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-2645 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-32077 - Y-Coordinate,STARLINK-30281 - Y-Coordinate,STARLINK-5639 - Y-Coordinate,STARLINK-30882 - Y-Coordinate,STARLINK-3854 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-31835 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-31631 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-3184 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-31703 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-3394 - Y-Coordinate,STARLINK-5201 - Y-Coordinate,STARLINK-3789 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-4615 - Y-Coordinate,STARLINK-11197 [DTC] - Y-Coordinate,STARLINK-31477 - Y-Coordinate,STARLINK-5784 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-31714 - Z-Coordinate,STARLINK-31877 - Z-Coordinate,STARLINK-30408 - Z-Coordinate,STARLINK-6205 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-30330 - Z-Coordinate,STARLINK-31113 - Z-Coordinate,STARLINK-5188 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-1526 - Z-Coordinate,STARLINK-2266 - Z-Coordinate,STARLINK-31031 - Z-Coordinate,STARLINK-4668 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-31892 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-30883 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-11252 [DTC] - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-1511 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-3049 - Z-Coordinate,STARLINK-2236 - Z-Coordinate,STARLINK-31741 - Z-Coordinate,STARLINK-31691 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-4468 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-5196 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-4035 - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-3838 - Z-Coordinate,STARLINK-32263 - Z-Coordinate,STARLINK-4783 - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-2041 - Z-Coordinate,STARLINK-5131 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-30303 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-4058 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-4759 - Z-Coordinate,STARLINK-5889 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-31051 - Z-Coordinate,STARLINK-30398 - Z-Coordinate,STARLINK-1470 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-31671 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-5451 - Z-Coordinate,STARLINK-2611 - Z-Coordinate,STARLINK-30270 - Z-Coordinate,STARLINK-31374 - Z-Coordinate,STARLINK-3857 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-1750 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-2645 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-32077 - Z-Coordinate,STARLINK-30281 - Z-Coordinate,STARLINK-5639 - Z-Coordinate,STARLINK-30882 - Z-Coordinate,STARLINK-3854 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-31835 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-31631 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-3184 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-31703 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-3394 - Z-Coordinate,STARLINK-5201 - Z-Coordinate,STARLINK-3789 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-4615 - Z-Coordinate,STARLINK-11197 [DTC] - Z-Coordinate,STARLINK-31477 - Z-Coordinate,STARLINK-5784 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3905.8189,-3654.1708,-2328.7657,-157.6250,5127.7705,1648.6517,-2974.7516,6037.5091,-6394.0396,6064.2790,-6160.0499,-5161.4035,-69.2092,-4057.0045,6359.8411,-3961.0755,2746.9971,-1808.7674,-4723.1378,3001.2873,0.0000,3758.1758,-3566.1633,472.8090,-1047.2808,-3743.4385,4916.0755,4557.6935,-6112.3489,-5469.7007,-2620.5058,-824.9122,3486.6341,2537.8193,-370.8911,-4209.6727,-3340.6159,4872.1265,-3219.8014,6036.0208,1230.0936,3419.9182,2500.8336,-5686.8300,3704.6083,2232.2632,3171.2564,6067.9300,4700.9260,-105.6808,-3461.3896,-2101.5457,4798.6353,-5323.5502,-4302.9166,-2981.7564,3415.3291,-2024.3769,4670.9350,-3475.3381,-2714.4413,-2524.2137,-4044.0199,5242.0577,1620.9458,-2555.5155,4225.7887,-1176.3534,1965.8389,1087.0604,1067.4981,-5397.6938,4671.8301,3863.9237,3968.8157,2841.4280,5197.1914,3026.7310,-877.6693,-1186.8954,-4605.1189,-3554.7404,5345.0751,-6006.1933,-4062.1820,5609.6518,-6171.1649,-2311.4419,-4461.9497,113.2523,4410.2582,5865.7974,3520.1759,-856.5755,2088.2569,-3733.9206,4157.4286,5885.6187,-1630.0567,-6385.6970,238548.7527,230077.1638,221160.3635,224957.0613,220295.5877,222983.0132,229270.5451,226126.0615,-255461838.0576,-255469214.3846,-255466982.9563,-255474006.1569,226772.6574,-255469350.5630,4974.6646,5755.2135,-4466.6105,-5704.8119,481.5479,4875.0616,5877.5746,-2852.7635,1963.0449,-1174.2416,-3120.9535,1654.6154,6031.0462,-2486.3947,-712.2443,3846.3569,-6349.3948,-6559.6562,-2394.9378,5153.3008,0.0000,4958.2576,5800.9549,-6351.1469,6257.7254,-5773.8126,4074.8405,-2457.3648,-66.2558,-401.5303,-5265.5910,6791.7218,-3263.2094,-19.3633,-6830.6587,-3499.2965,-3447.9443,-212.9377,-5943.3289,-128.1291,-1634.7847,5142.6168,3897.2747,2463.9832,-5864.8514,-6082.6315,-3595.1405,2530.2178,-4219.7096,-6169.0777,5679.8317,-4065.1573,4462.9990,-4022.4698,4997.3914,3185.2705,-5759.8565,-3838.1239,-3046.5168,5202.9545,-5734.5753,-6372.0681,-972.4277,909.5699,-4859.3763,-4293.2839,-558.1358,6127.9736,-4661.1400,-4233.5580,4101.5205,1015.4987,1352.5206,-2201.3446,-5456.6745,-4200.4608,-3690.8549,-4718.6292,-6437.6361,3989.7511,-2667.2030,-4039.6036,-1990.0292,3265.6869,5124.5243,3177.5087,297.9914,202.7876,1796.8487,6515.6072,-536.0816,1539.7961,2967.1422,4393.8993,6527.1576,-1907.4507,-667.0148,3231.5380,6343.1234,548.6535,-321750.5537,-334531.0238,-336727.5846,-330748.1395,-337030.2797,-333905.6483,-339543.5596,-336478.2089,175536368.9211,175526337.8163,175511274.6480,175517808.7940,-335537.6547,175517385.0633,2824.8043,11.6635,4591.3262,3939.8713,4638.6279,-4662.9763,-2174.9783,-1610.5003,1779.8520,-3149.4594,637.0703,4329.9242,3407.8415,4994.7995,2654.9327,-4016.1288,689.3871,1377.1857,4469.4243,-3302.3060,0.0000,3066.9415,406.3967,2560.9727,-2767.3257,831.1064,-2422.2324,4433.1874,3240.0635,-4227.7838,3671.3151,-1041.3844,-5012.9372,6465.4181,-1131.9262,4231.9966,-5008.5318,-4913.6372,-964.6488,-3384.7680,6624.8342,3160.4761,-5145.3621,-3139.5166,-131.0264,2423.4871,-4886.3759,2194.7228,2818.3083,3162.5016,-1918.6399,5194.3726,2274.8370,-1965.0962,-2125.3042,5377.9989,1845.5834,5393.9173,-4142.1112,2722.2084,2493.1999,-1090.5678,-5534.8190,4429.5811,-4684.3097,4638.8152,5448.0698,3062.8510,-4726.0507,5120.9872,5476.3375,4040.0452,-4938.5362,-5307.5731,1603.5556,4725.0576,-2446.7795,4076.4993,-2440.2760,-5437.3610,4414.1629,-4412.3585,3797.3550,1192.4058,-1950.8707,-2587.5666,3118.3678,-6550.3520,-4868.1772,-1815.6292,5039.5132,-3342.3667,5157.0800,-5283.5275,-955.9704,-5535.0355,-5493.9116,651.2997,1903.8250,-2660.3257,35273.7074,31252.7464,28423.3909,37404.7847,33745.9512,23183.0842,24989.3461,31958.3980,-67099571.5701,-67120410.1666,-67121391.0437,-67094621.1750,30617.7704,-67100317.2077,
300.000,4357.0158,-2441.0279,-4007.8856,-2013.7413,5357.2396,3633.5040,-1629.7907,5391.7916,-5276.3167,6247.1731,-6546.7334,-3576.2240,1321.6720,-4160.9135,5253.1784,-2846.9693,2122.9716,-3119.2241,-4458.7979,4661.4899,0.0000,5266.5110,-2405.5377,-1232.8011,440.2219,-4686.9394,6083.1754,3716.5338,-5059.3764,-6216.5176,-4370.4851,457.1794,1475.0328,3160.3716,-1556.5736,-5696.8646,-3971.1507,5408.1891,-4013.2325,4920.5074,3168.6404,4001.7303,3607.3214,-4639.1251,2250.6521,1127.0785,1094.7138,5761.0469,4102.5431,-1811.6276,-1958.6299,-3424.1574,5844.0286,-5911.2275,-3481.2301,-1738.1197,1709.4782,-3534.2868,5794.3143,-1791.3159,-4267.3002,-3889.1723,-4502.7943,6154.0143,-514.7296,-4327.6226,4182.6731,-218.0260,642.2028,-1080.9495,2986.6256,-5333.6680,5749.0283,2167.7047,2740.1509,940.6744,4682.5538,1598.3703,-2486.0572,817.0527,-4439.2034,-4853.2991,3741.5163,-4762.4098,-2353.4262,5786.0701,-5056.4335,-329.4400,-2795.3802,1683.6779,3246.3870,5182.5149,5146.9939,984.6451,3067.1904,-4368.5014,3952.7534,6005.5593,91.9888,-6464.2124,245284.7059,237477.2193,228202.1378,232087.7460,227329.7333,229979.0901,236364.5333,233148.9341,-259231801.3260,-259239128.9456,-259236427.5086,-259244102.4161,233853.5350,-259239217.2495,3354.5752,6099.2438,-3081.8030,-4808.4255,-1593.7702,4218.3277,6704.8914,-4252.6542,2934.4131,-2597.3632,-1970.0767,2853.6190,6555.8493,-364.9422,-1932.5562,5422.8917,-6465.6664,-5551.2306,-395.8389,4536.9097,0.0000,4166.6679,6227.5227,-5645.6278,5507.5270,-5013.5306,2943.4012,-4335.8939,1350.9817,1104.0877,-4760.7755,6337.3699,-3926.0926,-2046.0486,-6138.7622,-2707.3540,-1429.5340,-2017.9913,-4830.1644,-1531.3135,-2394.5583,3495.3524,2065.4622,1530.6953,-6354.1270,-6793.0639,-4025.2368,1002.8054,-5457.0533,-5267.0585,5645.6912,-2369.4083,3704.3379,-3659.8552,5978.1923,4820.9824,-5947.6571,-2274.3895,-3165.0810,5124.5184,-5212.3683,-5728.4676,1116.6010,-575.4650,-5126.3035,-3076.8132,-2647.1440,5064.7497,-5915.9811,-3893.8702,3076.6958,2955.6369,-203.4136,-3542.3063,-6372.1679,-5191.6778,-4918.0535,-5997.6755,-6400.4906,4697.0696,-664.5465,-4234.0969,-3013.7235,4321.6517,5529.6509,3819.4288,1633.9742,-870.6018,3103.8150,6543.0847,-2388.1198,-106.9838,1852.6027,5207.1605,5599.9412,164.2958,-2766.8615,1897.1429,6020.9725,2184.9962,-316552.4349,-329858.8533,-331707.0613,-325878.1255,-332185.6313,-329016.1830,-334589.1909,-331943.0768,169917355.9214,169907597.8866,169892558.1439,169897915.8802,-330652.3841,169898346.1495,4209.3491,1813.3412,4570.5465,4571.6413,4100.1892,-4151.0875,-705.2197,-83.9524,3380.4181,-1511.5736,-1171.5118,5212.9444,1814.7592,5489.5962,4080.0281,-3015.8184,-1433.0155,2761.5334,5288.1257,-2035.7131,0.0000,1743.2022,-1411.1153,3701.2320,-4170.8356,-979.7973,-975.7075,3723.9841,4518.3997,-2842.6729,2515.1642,-2745.3211,-5508.6513,5837.4828,-2824.8744,2849.2002,-5506.5363,-3821.1477,-2683.6111,-4621.3514,5685.8189,4458.1241,-5535.2941,-4941.8361,-1647.9029,682.1562,-5427.8910,3717.0528,1124.5356,4126.0163,-3496.3893,5529.5241,520.9966,138.7698,-361.3819,4659.6432,3150.0132,5500.5996,-2154.8876,4130.4257,1056.7268,450.9479,-5139.1800,3122.3928,-4652.1964,4281.2402,4833.2997,4751.4124,-3536.8527,5384.1090,5437.4825,3053.7093,-3866.2730,-5540.7090,83.7401,4495.4120,-699.3098,3087.9203,-1004.3105,-4915.4668,5257.2903,-2633.0365,4883.2340,2603.4162,-3235.9064,-399.3409,4430.9547,-6886.3157,-5421.4711,-295.7154,5374.1041,-4592.0471,4229.3050,-4457.4850,-2669.6176,-5394.9895,-4963.0222,2410.8124,3197.6800,-1258.0727,35130.5386,31181.3371,28317.0253,37177.0800,33783.0476,23194.8052,24647.5505,31454.7259,-67093760.5166,-67114510.2677,-67115766.8936,-67089325.0757,30479.9963,-67094767.1064,
600.000,4422.7495,-956.1356,-5306.3994,-3705.0159,5105.0231,5271.3955,-133.7042,4207.9959,-3631.8773,5821.9157,-6293.0325,-1660.0564,2562.8674,-3911.1179,3637.6480,-1473.1805,1266.1346,-4155.1745,-3809.8835,5836.9422,0.0000,6259.1758,-980.9723,-2846.2775,1925.0962,-5176.1465,6628.8854,2533.1529,-3526.0115,-6363.1565,-5688.0079,1723.9595,-671.6047,3533.7205,-2620.4298,-6615.4572,-4273.1048,5441.5317,-4420.4581,3339.7189,4797.9865,4239.3549,4414.0021,-3059.7632,566.1688,-82.3971,-1091.1066,4911.1944,3107.3526,-3375.3590,-233.8473,-4460.9537,6310.4054,-5899.7691,-2318.2735,-371.2520,-180.9387,-4740.5409,6302.0145,106.4550,-5377.5310,-4881.7502,-4570.9113,6472.9577,-2594.1567,-5676.2760,3778.7123,820.5307,-707.5133,-3146.6577,4638.5172,-4752.4698,6282.2672,293.1703,1247.0280,-1026.7416,3688.7466,43.6516,-3845.7847,2709.5704,-3888.3202,-5641.8144,1766.1128,-3051.1625,-388.7131,5330.9647,-3457.9546,1730.1706,-872.4821,3074.6197,1780.9495,4020.3473,6275.0800,2695.8336,3771.3060,-4632.2329,3412.8182,5495.5919,1830.9175,-5923.6273,251906.6461,244753.1863,235140.8192,239114.3060,234264.2265,236870.8573,243348.7457,240135.5456,-262878196.7329,-262885487.8326,-262882317.5147,-262890547.0221,240829.1776,-262885515.2180,1388.5842,5819.7737,-1418.2121,-3479.7859,-3500.3493,3195.4390,6882.1144,-5227.1734,3652.7404,-3749.4777,-612.8598,3827.2110,6440.1687,1798.9569,-3006.7764,6450.5830,-5933.1054,-4006.1665,1665.2849,3475.0909,0.0000,2987.7102,6015.2913,-4394.7316,4235.2607,-3751.2732,1521.7836,-5774.7674,2680.5043,2472.3517,-3817.4993,5262.0033,-4262.3766,-3835.5220,-4844.0603,-1678.9148,719.5956,-3595.3380,-3206.2992,-2830.3431,-2822.9667,1495.6591,55.7142,493.6690,-6238.2738,-6827.4073,-4105.7760,-656.5836,-6145.4089,-3877.2899,5080.1564,-473.1244,2585.6855,-2924.0347,6364.9436,6001.0658,-5585.3078,-528.0776,-2913.2549,4553.6664,-4165.8314,-4528.5741,3075.2261,-1972.2056,-4943.7847,-1585.3678,-4463.4583,3511.5941,-6598.2059,-3196.5931,1802.9156,4580.0725,-1702.4538,-4584.7780,-6670.5029,-5716.4763,-5630.3790,-6704.7402,-5749.4021,4972.9783,1424.8414,-4029.1207,-3784.6101,4983.9619,5399.7451,4050.9845,2854.9423,-1764.1802,4147.6270,5884.3936,-4019.7714,-1782.8024,600.2076,5543.7958,4111.2035,2199.0349,-4588.2177,335.2017,5102.2734,3599.5892,-311214.3412,-325029.9107,-326537.2409,-320857.7051,-327192.5580,-323981.3814,-329482.6072,-327157.2070,164217399.4172,164207916.8019,164192919.3775,164197078.9942,-325617.6560,164198367.4746,5142.5639,3410.7038,4036.1691,4715.2551,3123.3662,-3197.7950,839.9525,1451.8244,4617.3421,288.1794,-2854.8442,5540.3567,27.0893,5389.9262,5067.8922,-1677.7468,-3403.4339,3851.3399,5541.4355,-539.8787,0.0000,233.2117,-3070.0329,4433.5373,-5126.6773,-2685.7822,580.1551,2596.2851,5310.6892,-1152.2904,1090.0459,-4154.0840,-5414.3506,4590.7325,-4215.7452,1159.9976,-5418.3840,-2318.3652,-4102.2582,-5362.0282,4141.1725,5280.1298,-5332.0735,-6220.2061,-2988.8390,-1132.6761,-5368.1453,4841.3198,-690.4004,4648.3436,-4698.7492,5272.0887,-1288.5281,2227.8710,1441.3172,3442.2579,4119.0648,5017.8794,61.7314,5075.4330,-498.6789,1944.2617,-4192.7762,1480.0213,-4125.0542,3442.8650,3699.2146,5935.8769,-1967.7674,5020.4689,4816.5017,1724.2838,-2380.4138,-5180.6290,-1445.0473,3785.2793,1126.5604,1768.9652,538.9020,-3849.1709,5534.5523,-575.0161,5428.8774,3736.4022,-4158.3603,1831.3910,5267.3286,-6494.3925,-5373.7782,1258.3120,5079.0539,-5349.6123,2846.0327,-3153.6174,-4096.0888,-4682.0014,-3899.7626,3890.1381,4132.0459,278.5710,34987.0412,31104.1541,28214.7610,36944.3937,33816.6330,23211.9100,24311.9091,30873.2576,-67087949.8403,-67108602.9489,-67110135.0241,-67084082.1360,30342.2055,-67089216.9271,
