sl_100_5400_20241106 Coordinates.csv
2024/11/06 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:37 2024,
Start: 2024/11/06 07:47:00.00, Stop: 2024/11/06 09:17:00.00,
TIME_UNITS,STARLINK-2236 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-2340 - X-Coordinate,STARLINK-5032 - X-Coordinate,STARLINK-31005 - X-Coordinate,STARLINK-5926 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-2327 - X-Coordinate,STARLINK-31288 - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-3832 - X-Coordinate,STARLINK-31222 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-31360 - X-Coordinate,STARLINK-2238 - X-Coordinate,STARLINK-3855 - X-Coordinate,STARLINK-3871 - X-Coordinate,STARLINK-1671 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-11181 [DTC] - X-Coordinate,STARLINK-3974 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-31966 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-5173 - X-Coordinate,STARLINK-5543 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-4075 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-31419 - X-Coordinate,STARLINK-3708 - X-Coordinate,STARLINK-3873 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-31492 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-3949 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-1878 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-1019 - X-Coordinate,STARLINK-4107 - X-Coordinate,STARLINK-5528 - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-2271 - X-Coordinate,STARLINK-31978 - X-Coordinate,STARLINK-31578 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-3342 - X-Coordinate,STARLINK-30831 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-30470 - X-Coordinate,STARLINK-31645 - X-Coordinate,STARLINK-31113 - X-Coordinate,STARLINK-30585 - X-Coordinate,STARLINK-30942 - X-Coordinate,STARLINK-5565 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-2469 - X-Coordinate,STARLINK-1936 - X-Coordinate,STARLINK-31688 - X-Coordinate,STARLINK-5428 - X-Coordinate,STARLINK-31477 - X-Coordinate,STARLINK-3971 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-6146 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-3262 - X-Coordinate,STARLINK-1913 - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-4518 - X-Coordinate,STARLINK-1279 - X-Coordinate,STARLINK-4436 - X-Coordinate,STARLINK-5662 - X-Coordinate,STARLINK-30534 - X-Coordinate,STARLINK-1210 - X-Coordinate,STARLINK-2292 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-5569 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-11260 [DTC] - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-4447 - X-Coordinate,STARLINK-4169 - X-Coordinate,STARLINK-5061 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-6122 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-1365 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-1944 - X-Coordinate,STARLINK-31025 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2236 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-2340 - Y-Coordinate,STARLINK-5032 - Y-Coordinate,STARLINK-31005 - Y-Coordinate,STARLINK-5926 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-2327 - Y-Coordinate,STARLINK-31288 - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-31222 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-31360 - Y-Coordinate,STARLINK-2238 - Y-Coordinate,STARLINK-3855 - Y-Coordinate,STARLINK-3871 - Y-Coordinate,STARLINK-1671 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-11181 [DTC] - Y-Coordinate,STARLINK-3974 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-31966 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-5173 - Y-Coordinate,STARLINK-5543 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-4075 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-31419 - Y-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-3873 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-31492 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-3949 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-1878 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-4107 - Y-Coordinate,STARLINK-5528 - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-2271 - Y-Coordinate,STARLINK-31978 - Y-Coordinate,STARLINK-31578 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-3342 - Y-Coordinate,STARLINK-30831 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-30470 - Y-Coordinate,STARLINK-31645 - Y-Coordinate,STARLINK-31113 - Y-Coordinate,STARLINK-30585 - Y-Coordinate,STARLINK-30942 - Y-Coordinate,STARLINK-5565 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-2469 - Y-Coordinate,STARLINK-1936 - Y-Coordinate,STARLINK-31688 - Y-Coordinate,STARLINK-5428 - Y-Coordinate,STARLINK-31477 - Y-Coordinate,STARLINK-3971 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-6146 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-1913 - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-4518 - Y-Coordinate,STARLINK-1279 - Y-Coordinate,STARLINK-4436 - Y-Coordinate,STARLINK-5662 - Y-Coordinate,STARLINK-30534 - Y-Coordinate,STARLINK-1210 - Y-Coordinate,STARLINK-2292 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-5569 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-11260 [DTC] - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-4447 - Y-Coordinate,STARLINK-4169 - Y-Coordinate,STARLINK-5061 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-6122 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-1365 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-1944 - Y-Coordinate,STARLINK-31025 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2236 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-2340 - Z-Coordinate,STARLINK-5032 - Z-Coordinate,STARLINK-31005 - Z-Coordinate,STARLINK-5926 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-2327 - Z-Coordinate,STARLINK-31288 - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-31222 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-31360 - Z-Coordinate,STARLINK-2238 - Z-Coordinate,STARLINK-3855 - Z-Coordinate,STARLINK-3871 - Z-Coordinate,STARLINK-1671 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-11181 [DTC] - Z-Coordinate,STARLINK-3974 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-31966 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-5173 - Z-Coordinate,STARLINK-5543 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-4075 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-31419 - Z-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-3873 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-31492 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-3949 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-1878 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-4107 - Z-Coordinate,STARLINK-5528 - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-2271 - Z-Coordinate,STARLINK-31978 - Z-Coordinate,STARLINK-31578 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-3342 - Z-Coordinate,STARLINK-30831 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-30470 - Z-Coordinate,STARLINK-31645 - Z-Coordinate,STARLINK-31113 - Z-Coordinate,STARLINK-30585 - Z-Coordinate,STARLINK-30942 - Z-Coordinate,STARLINK-5565 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-2469 - Z-Coordinate,STARLINK-1936 - Z-Coordinate,STARLINK-31688 - Z-Coordinate,STARLINK-5428 - Z-Coordinate,STARLINK-31477 - Z-Coordinate,STARLINK-3971 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-6146 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-1913 - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-4518 - Z-Coordinate,STARLINK-1279 - Z-Coordinate,STARLINK-4436 - Z-Coordinate,STARLINK-5662 - Z-Coordinate,STARLINK-30534 - Z-Coordinate,STARLINK-1210 - Z-Coordinate,STARLINK-2292 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-5569 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-11260 [DTC] - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-4447 - Z-Coordinate,STARLINK-4169 - Z-Coordinate,STARLINK-5061 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-6122 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-1365 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-1944 - Z-Coordinate,STARLINK-31025 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-647.2879,-1043.8228,1228.6376,5821.9271,-5680.8426,5222.1994,2388.2862,6323.2355,4977.2668,4993.9208,-5153.7249,-2345.5641,-5680.9903,-3277.0690,409.5420,5834.1348,2421.0444,-1372.6003,-3143.6530,5476.2351,3884.2759,2704.8586,5722.1721,5148.7164,-2476.3667,109.3322,-1083.1233,-5405.8044,1086.7751,-3892.9332,972.6621,-6181.0197,-2864.8361,2228.1587,917.9544,-506.3612,-3736.8034,5338.3975,383.1171,2432.3136,575.4353,5242.3504,-363.9885,5561.2368,-6471.1483,-4105.6308,5173.0474,-1576.9672,3039.9725,-486.1303,-1214.9873,-6466.6015,2106.8154,-4716.7344,5843.6865,-2588.3542,-269.7668,-1612.1323,-6476.3299,4944.2002,2044.3027,-6527.5208,-5830.1243,-6838.0601,-2548.6720,5746.7493,-104.5585,-4235.2529,3174.5489,-4181.9308,6192.8542,-5375.7112,-4382.6663,3530.7702,1530.2058,-4491.4827,2553.4262,6370.5338,4507.3756,6874.5458,-905.4599,4202.8687,6202.6044,-4292.1315,561.2608,-3038.7449,5099.5472,-345.9419,-6677.5475,-4738.0198,-586.9691,5933.5170,2778.8945,1970.8075,3992.3467,946.4711,-6548.9975,-146.2917,-1620.4467,5632.2696,162026.1313,146253.7811,161195.8242,161328.5037,160479.2445,160711.4354,152221.9472,157601.7766,-105265834.4236,-105268677.5586,-105252051.9706,-105257295.6169,156671.6239,-105250229.1127,4379.0610,5058.3461,-3839.4836,2959.3106,3177.7289,-4553.2107,116.9252,405.5746,216.3771,4286.8657,-1234.1408,3581.9762,-3526.2793,-2499.5286,5337.8972,-2924.2994,-4948.4838,-6660.5343,-3288.4379,-3862.3413,-5733.5749,-4539.7902,3615.9603,1466.0003,-4726.2470,982.9021,-6264.7392,977.4077,-4396.6655,5556.3643,-2834.4672,2621.7759,-2745.1061,3469.1815,-4577.4150,-5381.4969,3874.6995,1983.8092,-6171.2072,-4703.1327,6768.6860,-3937.6408,4125.4426,-251.5483,1563.5279,-588.0812,-2996.1007,-4360.6441,-6113.3023,4572.4551,-6612.2523,966.4389,6487.7831,4112.9212,-1390.9171,-4294.4533,-5843.4582,4743.7250,2154.2670,-1155.9134,-3866.9912,-2056.8669,-2717.9260,547.7795,-520.0212,3019.6035,-4546.5753,-2142.3144,-4535.5609,439.0896,630.1741,-3273.3867,-4653.3628,-5936.0353,-1845.5688,-2598.7098,3845.3220,2168.6545,4041.5060,-828.6429,-439.9727,-3843.2126,-2304.6425,3105.3234,-4449.3649,5099.4200,-349.9118,6706.1502,-1.2274,-3567.1066,6596.6089,-2658.6989,5258.4200,-6528.7274,-3203.3037,5034.9091,-1593.3185,-6793.1602,4060.0109,3790.1310,288405.3717,320999.1462,309333.1609,303101.5904,311196.7737,307350.1824,306720.5609,304307.2662,-86699001.9236,-86651377.1617,-86709009.8498,-86686670.2170,305659.1346,-86694089.2226,5316.1976,-4616.4883,-5669.7680,2246.6027,-2348.1054,-323.4818,-6532.0577,2633.9981,4800.3402,1907.0102,4285.7981,-5439.0497,1441.3962,5591.2072,-4214.4185,-2320.1521,-4189.8620,1268.1984,-5089.1857,-1282.6343,-386.7440,-4173.8180,1426.3991,4384.1342,-4437.8074,6863.4578,-2731.7221,-4050.1390,5233.7194,-1364.3351,6253.7399,1651.9326,-5702.9016,5589.7217,-5109.4104,-4322.3060,4182.0652,-3928.9018,-3105.4020,-4456.6584,-674.4111,-2042.0016,5476.9612,-4145.8714,-1909.8094,-5541.6910,3488.1697,-5143.0984,-1229.5541,5170.4549,1649.5265,-2019.4778,-61.3124,2759.0933,3423.3370,4663.2671,3696.3064,4620.9645,1165.5202,-4731.2129,5266.4454,-548.8719,-2603.8813,-1042.6304,6434.6081,-2402.5823,-5226.9638,5036.5039,3985.2602,5484.0196,-2794.2590,-2877.8416,2649.0615,-664.5663,-6529.7530,-4579.6021,-5161.2578,1227.5695,-3353.1117,-118.7176,-6874.8802,-3957.5263,2070.5243,4427.8604,5260.7381,-3573.9481,-4694.3376,1690.1210,255.2959,3568.4271,-2098.5271,-2367.7111,3561.2436,-14.0729,4669.9372,-4653.8786,1587.9684,1387.7486,-5365.5297,1011.2486,-181180.1162,-185284.9083,-186901.2997,-178639.6747,-181273.3935,-191962.7466,-191113.1143,-185599.2958,53806706.3120,53780944.7042,53793541.0592,53787232.0982,-184961.6553,53794470.2910,
300.000,1269.8586,860.0267,476.3547,5620.1851,-4257.0502,3935.8669,2220.2380,6644.0126,3973.4618,5199.2006,-5841.3894,-757.3191,-6359.0882,-2705.3499,1942.8804,4450.1356,1308.2299,-2441.4686,-4883.8231,4545.8809,2412.4771,1654.7483,5788.9022,4499.9715,-4344.1932,-1926.1968,-2435.2303,-5353.5251,-682.8094,-2903.0400,964.3092,-5783.2126,-1029.9049,2368.3123,-1138.4337,-2012.7413,-1766.9887,4800.5922,-940.1505,434.4340,1767.0183,4380.4889,1762.8084,4675.9640,-5388.2365,-4203.1827,4916.9269,-3058.8954,1411.6148,1543.0458,-2445.7322,-6459.6304,3427.2036,-3067.1639,6019.2506,-4389.7786,-1744.7565,537.6564,-5483.3751,4223.6205,457.8439,-6539.7185,-6702.3694,-6611.8376,-3676.5264,6587.8017,-2051.3398,-5577.5264,1223.7096,-4093.2108,5507.8712,-5222.5833,-5567.7376,2149.3188,-21.3335,-4364.2671,4424.2626,6137.4025,4651.6081,6361.4721,-680.6181,3183.5146,5763.5516,-3861.8577,-1522.1660,-2088.3850,4556.5242,947.1431,-6236.5132,-4732.9580,-928.7481,4572.4145,3955.1899,428.9101,2663.7835,2719.4641,-6127.3956,-1665.6166,547.7094,6015.4748,156005.2466,139555.7349,154839.4266,154829.8023,154027.5407,154309.6402,145818.6811,151349.3321,-103343582.7246,-103347255.5082,-103329260.4115,-103335331.2415,150217.8311,-103327933.8304,5063.0244,4310.4657,-5425.6263,1398.9528,3871.9325,-5412.7380,-2066.6353,-1212.4641,-1611.4631,2780.8388,655.8943,4926.2490,-2496.9221,-512.1931,4054.3653,-3687.8084,-6195.5742,-5761.7265,-2333.5932,-5079.0185,-6225.3251,-5902.7738,2195.7520,-430.3553,-3974.7544,1900.8816,-6393.9787,2916.8171,-5325.9532,6264.2781,-626.6264,3790.2938,-1767.2802,1406.3221,-4004.7452,-4086.2121,4692.3305,154.7073,-6697.7663,-4451.2657,6490.6399,-5257.8761,4345.1398,-2145.5205,2608.4689,1568.0288,-4482.3122,-2818.3339,-6261.0524,3867.6491,-6476.2369,2242.4040,5680.6375,4476.7156,-2871.5697,-3956.9889,-6337.2424,5069.0574,3118.0133,-3171.5796,-5157.3099,-480.3969,-1340.7702,2038.8922,1256.2036,2016.2261,-4979.0607,-754.0006,-4482.4256,2550.0712,-1134.9652,-1591.7523,-4003.3724,-6536.6041,-3353.5757,-564.5099,3221.7039,781.9232,2261.1584,-1975.9960,-2654.4541,-5428.9945,-3811.8117,4799.2628,-3869.8347,6290.1805,-2432.2236,6010.4332,1225.3122,-1731.3051,5537.3585,-3476.1144,3642.9334,-6629.0497,-4833.1945,5359.6006,-205.0248,-6133.1893,4152.4844,2211.4707,291794.8242,323985.0627,312460.3626,306303.8132,314467.5602,310631.3366,309889.0123,307537.2396,-88976080.9461,-88928988.9473,-88986174.6593,-88964294.7650,308880.1509,-88971232.8742,4541.4749,-5354.8982,-4328.2451,3758.8377,-3844.7821,-1827.4883,-6260.3895,1222.8225,5427.8221,3486.7887,3451.6191,-4803.5806,-374.8406,6374.8293,-5121.4174,-3818.4658,-2792.7436,2943.9048,-4158.3002,265.6062,-1885.8060,-2785.3348,3080.6591,5236.6115,-3672.9692,6385.5986,-1025.9858,-3067.6169,4369.0392,445.7982,6837.7696,-147.6886,-6639.4646,6374.2171,-5529.1836,-5211.3874,4616.6281,-4980.8025,-1454.6643,-5282.2679,1150.9534,-551.6088,5016.8520,-4660.3862,-3484.9325,-5271.6115,1914.1633,-5536.9443,-2636.1632,5525.0764,-145.2916,-234.5834,-1593.7780,4159.0414,1830.8647,3461.6983,2168.9364,4524.1140,2850.0001,-4502.2861,4480.7107,-2039.6563,-1192.3026,500.1367,5751.9182,-659.1223,-4359.2044,4029.1279,4991.5185,4950.5344,-3865.6609,-4254.2385,937.6743,880.0949,-6094.6839,-5342.3456,-4242.0874,2912.5854,-4599.2594,-1899.5568,-6384.8545,-2912.1734,589.1349,3121.5974,5521.3998,-2018.0058,-4635.7149,3300.9535,2056.2245,4741.4494,-4094.2097,-3860.5414,4372.5830,-1549.5079,4190.5052,-3431.9905,3214.5413,2770.6765,-5510.0622,2450.7868,-181173.6314,-185272.3660,-186820.2735,-178718.5705,-181086.1836,-191772.9633,-191274.4159,-185100.4840,53804972.1555,53779055.7604,53792380.1003,53785199.7015,-184935.5938,53792766.0554,
600.000,3031.6021,2713.5237,-268.2649,4886.4246,-2401.8026,2258.2770,1910.6885,6304.5090,2623.1790,4904.8137,-5957.2953,862.6883,-6384.2842,-1937.6098,3324.2096,2618.8123,96.9036,-3300.8938,-6127.0238,3149.9027,693.2410,458.5853,5303.4735,3454.0480,-5792.5801,-3792.0814,-3534.8214,-4783.2491,-2349.7113,-1619.8356,756.1199,-4808.6413,864.6421,2352.5728,-3106.1036,-3369.6238,373.7078,3831.9969,-2154.1901,-1629.1997,2788.5483,3085.1175,3696.1466,3375.5681,-3772.5095,-3944.0214,4190.8764,-4288.4694,-372.8775,3445.7367,-3435.3617,-5788.5293,4413.4532,-1085.1300,5608.2572,-5730.5872,-3025.2428,2623.5371,-3941.0807,3138.1543,-1133.4314,-5906.9970,-6926.2661,-5744.5879,-4490.3299,6772.5749,-3770.8935,-6386.4420,-874.7020,-3653.1427,4285.3079,-4590.2196,-6194.6002,552.1769,-1510.8481,-3862.9569,5857.0934,5287.9617,4383.2115,5216.6118,-293.7467,1884.0671,4769.7514,-3079.9487,-3475.3849,-954.0115,3617.9465,2182.4433,-5105.9446,-4307.6658,-1113.2641,2752.4416,4789.6430,-1171.2036,1113.5812,4198.8419,-5113.8827,-3049.7062,2661.1270,5813.5783,149912.9341,132797.5535,148414.4053,148264.2473,147505.8103,147837.6505,139353.5318,144938.0846,-101372079.1042,-101376566.0298,-101357212.6239,-101364079.6628,143697.8787,-101356383.4316,5287.1899,3187.0543,-6474.6871,-332.2460,4224.6911,-5762.7173,-4044.1522,-2698.0311,-3318.9305,966.7406,2455.0663,5815.8845,-1206.6340,1558.3749,2382.3041,-4129.1904,-6831.6440,-4288.3231,-1184.6329,-5779.4703,-6126.3230,-6630.5392,531.3361,-2317.8997,-2875.0453,2532.6353,-5892.5470,4545.0422,-5762.8187,6351.4415,1642.6903,4582.7331,-522.1320,-801.8828,-3093.7946,-2418.3556,5076.2960,-1723.8972,-6562.9776,-3814.2079,5537.4473,-6049.4667,4179.8020,-3860.6310,3434.7512,3560.7051,-5511.4476,-1035.8028,-5819.6556,2836.6463,-5697.2722,3285.0257,4290.3490,4424.7904,-4049.7922,-3252.5464,-6214.3370,4921.3277,3804.3390,-4891.3632,-5949.4115,1162.2404,154.6401,3337.4178,2857.3641,819.7293,-4962.4397,667.6379,-4018.8021,4399.7191,-2815.5814,276.8608,-2965.0883,-6508.2624,-4576.7294,1543.5880,2327.2829,-715.0620,236.9940,-2949.0066,-4576.5224,-6489.0497,-4945.2466,6003.8945,-2965.0419,6856.4073,-4289.7791,4728.7054,2340.6970,298.5889,3882.8706,-3992.1642,1684.5569,-6058.1146,-6012.3781,5183.2878,1236.5580,-4885.0269,3896.5497,394.3587,295059.9327,326830.3983,315450.4682,309368.7174,317599.5927,313777.8929,312923.1065,310744.3639,-91210553.4671,-91164011.2821,-91220699.2279,-91199334.3582,311964.9674,-91205767.9193,3278.7462,-5520.6897,-2529.0366,4864.2870,-4928.3176,-3136.2321,-5328.3840,-323.3071,5472.3010,4680.1137,2229.2598,-3652.8074,-2149.3473,6482.6221,-5453.2187,-4907.5688,-1095.2492,4302.2821,-2761.9790,1783.9680,-3183.3942,-1071.7998,4402.8708,5526.6508,-2516.5744,5228.2891,790.2863,-1741.2198,3035.4931,2207.8653,6694.3379,-1931.4016,-6873.4640,6482.8963,-5356.2249,-5541.5680,4532.4925,-5497.8889,352.8116,-5541.3961,2847.1186,999.5853,4005.8315,-4679.0103,-4686.4437,-4436.3656,134.3616,-5338.1803,-3761.3511,5286.6979,-1924.5129,1576.4213,-2947.2976,5095.7861,40.9184,1876.3156,408.2547,3918.8753,4228.0794,-3793.9237,3198.3303,-3305.8225,346.6470,1989.4101,4458.0680,1155.2749,-3024.8019,2589.0695,5438.1888,3883.6074,-4503.9262,-5173.8499,-874.6543,2330.6390,-5016.5664,-5532.2371,-2868.0035,4272.9686,-5351.7113,-3476.5250,-5219.1045,-1555.4785,-955.3161,1477.5113,5187.8424,-245.6149,-4083.5131,4557.1177,3611.2719,5405.2276,-5655.3951,-4938.5107,4716.3031,-2910.8183,3262.5838,-1841.1992,4495.7202,3857.1330,-5063.8607,3619.8191,-181167.2987,-185259.6871,-186735.5459,-178802.4055,-180902.4654,-191577.5106,-191429.6680,-184588.3501,53803232.5413,53777167.3431,53791219.6419,53783181.7499,-184909.4192,53791061.8813,
