sl_100_86400_20240214 Coordinates.csv
2024/02/14 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:09 2024,
Start: 2024/02/14 07:47:00.00, Stop: 2024/02/15 07:47:00.00,
TIME_UNITS,STARLINK-4114 - X-Coordinate,STARLINK-2309 - X-Coordinate,STARLINK-31487 - X-Coordinate,STARLINK-30446 - X-Coordinate,STARLINK-5833 - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-4326 - X-Coordinate,STARLINK-3916 - X-Coordinate,STARLINK-31035 - X-Coordinate,STARLINK-5413 - X-Coordinate,STARLINK-1601 - X-Coordinate,STARLINK-5239 - X-Coordinate,STARLINK-2369 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-1073 - X-Coordinate,STARLINK-32036 - X-Coordinate,STARLINK-31157 - X-Coordinate,STARLINK-5969 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-4427 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-3053 - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-31574 - X-Coordinate,STARLINK-6225 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-30614 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-1487 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-1266 - X-Coordinate,STARLINK-1540 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-2356 - X-Coordinate,STARLINK-30959 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-5628 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-32095 - X-Coordinate,STARLINK-6319 - X-Coordinate,STARLINK-4117 - X-Coordinate,STARLINK-5146 - X-Coordinate,STARLINK-3573 - X-Coordinate,STARLINK-2337 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-31553 - X-Coordinate,STARLINK-1628 - X-Coordinate,STARLINK-1224 - X-Coordinate,STARLINK-6343 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-3750 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-1092 - X-Coordinate,STARLINK-5128 - X-Coordinate,STARLINK-4039 - X-Coordinate,STARLINK-30261 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-6293 - X-Coordinate,STARLINK-31308 - X-Coordinate,STARLINK-3363 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-30320 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-5122 - X-Coordinate,STARLINK-1337 - X-Coordinate,STARLINK-5691 - X-Coordinate,STARLINK-3093 - X-Coordinate,STARLINK-1485 - X-Coordinate,STARLINK-32276 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-2340 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-4001 - X-Coordinate,STARLINK-11173 [DTC] - X-Coordinate,STARLINK-32010 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-4373 - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-5330 - X-Coordinate,STARLINK-31796 - X-Coordinate,STARLINK-4350 - X-Coordinate,STARLINK-3714 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-3236 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-32086 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-2309 - Y-Coordinate,STARLINK-31487 - Y-Coordinate,STARLINK-30446 - Y-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-4326 - Y-Coordinate,STARLINK-3916 - Y-Coordinate,STARLINK-31035 - Y-Coordinate,STARLINK-5413 - Y-Coordinate,STARLINK-1601 - Y-Coordinate,STARLINK-5239 - Y-Coordinate,STARLINK-2369 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-1073 - Y-Coordinate,STARLINK-32036 - Y-Coordinate,STARLINK-31157 - Y-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-4427 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-3053 - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-31574 - Y-Coordinate,STARLINK-6225 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-30614 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-1487 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-1540 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-2356 - Y-Coordinate,STARLINK-30959 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-5628 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-32095 - Y-Coordinate,STARLINK-6319 - Y-Coordinate,STARLINK-4117 - Y-Coordinate,STARLINK-5146 - Y-Coordinate,STARLINK-3573 - Y-Coordinate,STARLINK-2337 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-31553 - Y-Coordinate,STARLINK-1628 - Y-Coordinate,STARLINK-1224 - Y-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-3750 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-1092 - Y-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-4039 - Y-Coordinate,STARLINK-30261 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-6293 - Y-Coordinate,STARLINK-31308 - Y-Coordinate,STARLINK-3363 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-30320 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-5122 - Y-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-5691 - Y-Coordinate,STARLINK-3093 - Y-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-32276 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-2340 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-4001 - Y-Coordinate,STARLINK-11173 [DTC] - Y-Coordinate,STARLINK-32010 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-4373 - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-5330 - Y-Coordinate,STARLINK-31796 - Y-Coordinate,STARLINK-4350 - Y-Coordinate,STARLINK-3714 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-3236 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-32086 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-2309 - Z-Coordinate,STARLINK-31487 - Z-Coordinate,STARLINK-30446 - Z-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-4326 - Z-Coordinate,STARLINK-3916 - Z-Coordinate,STARLINK-31035 - Z-Coordinate,STARLINK-5413 - Z-Coordinate,STARLINK-1601 - Z-Coordinate,STARLINK-5239 - Z-Coordinate,STARLINK-2369 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-1073 - Z-Coordinate,STARLINK-32036 - Z-Coordinate,STARLINK-31157 - Z-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-4427 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-3053 - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-31574 - Z-Coordinate,STARLINK-6225 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-30614 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-1487 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-1540 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-2356 - Z-Coordinate,STARLINK-30959 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-5628 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-32095 - Z-Coordinate,STARLINK-6319 - Z-Coordinate,STARLINK-4117 - Z-Coordinate,STARLINK-5146 - Z-Coordinate,STARLINK-3573 - Z-Coordinate,STARLINK-2337 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-31553 - Z-Coordinate,STARLINK-1628 - Z-Coordinate,STARLINK-1224 - Z-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-3750 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-1092 - Z-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-4039 - Z-Coordinate,STARLINK-30261 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-6293 - Z-Coordinate,STARLINK-31308 - Z-Coordinate,STARLINK-3363 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-30320 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-5122 - Z-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-5691 - Z-Coordinate,STARLINK-3093 - Z-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-32276 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-2340 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-4001 - Z-Coordinate,STARLINK-11173 [DTC] - Z-Coordinate,STARLINK-32010 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-4373 - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-5330 - Z-Coordinate,STARLINK-31796 - Z-Coordinate,STARLINK-4350 - Z-Coordinate,STARLINK-3714 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-3236 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-32086 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5572.0897,-2322.7359,290.9257,-5598.5084,-2512.5863,3090.4887,-4592.3407,-4493.3874,-1852.6031,3205.2030,-1592.8961,-3952.5277,2845.6585,6148.5326,-5301.3556,2959.5370,5089.5097,-5223.1416,-6326.0259,4434.7559,-1486.7785,6200.0621,5045.6131,1886.3795,-4958.3654,-2604.7826,1287.8425,-6764.6769,4632.8438,-6923.2750,-4952.7351,-4609.2587,-5677.1706,4565.0614,-4020.3770,-3330.0621,-1937.3868,-6775.6373,4657.7690,5472.3777,5419.3208,2308.2747,3153.5037,3189.9146,1677.0174,240.6082,5498.0536,-920.4966,-6670.8924,6494.0719,4306.4525,-4825.2744,6560.8824,4869.7133,4283.3435,-4292.1220,-422.0034,5537.5636,-6323.5731,6105.4635,4297.5202,6941.7850,4245.4869,-6361.5359,-5370.5328,624.4230,-2414.7263,5782.9793,6583.5676,5091.0992,-356.3853,4226.0771,3738.1363,-4909.6522,-4106.6585,4323.8666,-2244.3673,0.0000,2606.6369,-5976.2602,5763.9390,-5139.6068,-547.2599,3134.3638,6301.9826,-2850.0389,1062.2027,-3609.3224,4540.4214,3042.4322,-2622.4579,918.7194,-5128.5354,2145.4579,-5574.4778,4801.6590,-4292.6790,4927.9324,-1480.6703,5440.1415,214373.6985,197721.6691,191644.9158,198385.2883,190895.6093,194989.9162,196329.8021,196141.8905,-233190761.1299,-233202861.4302,-233210147.9214,-233199625.0593,196887.5277,-233207737.6401,1981.2571,-4509.6122,-5454.5769,-4003.3719,6413.2063,992.9938,-2181.5724,-4203.2190,-4636.7856,3517.3541,-3895.8543,4997.1328,-3229.9646,2509.1672,2384.1578,-3255.7533,-79.8175,-3342.5963,-2132.8004,-5093.3478,1761.2110,-2994.2658,4764.8102,5174.7785,3571.6757,4356.9564,6081.1104,-940.1649,-2307.0488,-86.6330,-601.3171,1719.9949,-1997.2724,-4743.6115,3408.8837,-5187.2846,6162.5379,-1437.0776,3685.2541,1557.5047,3991.2561,-5460.2039,-2867.9850,5660.2129,-6733.2412,-4753.9594,-1152.1027,5873.8234,-1820.0556,2058.6417,-2949.8097,-3606.1964,309.4347,2220.0643,-299.5946,2755.4842,4946.5196,-3268.4760,-938.7397,2888.8465,-4208.8334,60.3848,1878.3646,1995.1792,3064.2412,-6910.8445,5139.3353,3613.6886,-1594.7312,4439.4372,-4559.5023,2954.0301,-5409.9099,-4807.9543,-3557.2177,1587.6251,-5178.0909,0.0000,6370.6260,-3376.5095,3582.4328,-3357.3795,4058.4882,3301.7832,2784.9717,-2439.8015,-1563.8648,4026.1373,4859.8935,-4592.8260,-5737.4137,-5528.5652,4504.5297,317.8601,-3849.1821,-1419.7311,-3089.9366,897.0616,-5941.9191,4111.1449,309018.7133,292488.8854,305975.3607,308541.1013,306520.2126,307286.5933,298966.3742,303114.5181,215037884.1241,215033058.3543,215020277.6180,215032072.9403,303676.9319,215026521.9435,-3621.7485,4713.4013,-4090.8339,888.0032,940.1353,6129.5560,-4739.2953,3164.9199,-4696.4474,-5029.5067,5529.8151,2684.9671,5418.1856,2003.2065,3752.3255,-5224.0679,4730.3305,3102.0787,1891.4331,1509.9514,6541.2973,824.4089,458.9020,-4226.9887,-3039.9643,4719.4839,3062.7071,-623.2457,4614.1953,112.7573,4646.0540,-4792.4553,3303.1149,-2168.9165,4497.9583,3175.3849,-2530.4270,345.5900,-3595.2312,3842.6691,1662.8661,3579.6136,5441.5002,-2088.1818,25.3150,-5029.7554,-4049.2979,-3549.2586,-729.4272,-1224.1700,4458.0773,-3211.5972,-1941.6984,-4453.6672,-5447.6484,-4707.5433,4822.7907,-2633.1349,2656.9333,1584.9208,3455.3393,-529.6487,5117.4253,-1870.6488,3145.1818,27.0952,-3996.4358,-28.2734,1416.5909,1505.3337,5085.4004,-4634.2918,-2167.8672,-923.3685,4280.0684,5200.7873,-4033.0254,0.0000,781.8078,972.5243,-1365.9860,3185.4560,5388.2445,5039.3151,-657.6850,5851.6119,-6688.5524,4309.2196,1968.0983,-4212.7250,-2858.7303,4113.5339,-44.7055,6586.6404,-1433.6205,-4675.7256,4451.5716,4763.1197,3289.3591,-313.5086,72607.7215,69688.4836,65977.8082,75066.2750,71227.8768,60698.7443,62671.3674,66667.8326,-121099203.2507,-121119882.8352,-121120141.1644,-121095628.1405,68205.2111,-121098921.2481,
3600.000,5675.5773,5122.6937,3153.9824,6144.4483,1174.7530,-4668.9432,4657.8231,4216.0849,4410.3731,-4562.7032,5229.7332,2801.0821,982.5795,-4698.2702,5298.3307,1577.8537,-4558.0208,5065.2371,4734.6127,-1438.5878,5947.1201,-3701.6151,-3849.5847,-4973.3540,3323.4362,-978.4496,-3170.7131,4973.8497,-3266.9842,5355.2631,4808.3658,4757.6276,6840.9805,-1299.8716,-113.9818,4801.0520,-985.1441,5857.3038,-5082.6277,-4399.6951,-5366.6967,1630.3393,-1249.3883,-5220.1451,771.5586,3670.5059,-6051.4214,-2245.5839,5386.2312,-6185.1171,-2481.7088,6659.3221,-4300.0419,-6868.0605,-2960.6404,2217.9189,-2072.7975,-6331.8526,4017.2411,-4906.5727,-462.1752,-5841.7601,-4000.2073,5526.1585,4437.8994,1116.8500,28.9389,-5756.4659,-3938.5627,-4668.0675,4398.6972,-6444.3875,-2347.7643,5291.7332,6590.2518,-1573.5055,3906.8638,0.0000,-3532.6261,5925.2558,-4899.8067,6471.4567,-4248.4709,-4720.0862,-5879.6988,2276.0911,-5705.6871,2749.2364,-5095.3832,-1872.5773,4215.3640,1315.3965,2133.0710,-4446.5754,5887.1590,-1076.9645,4083.6286,-6661.2119,1759.4311,-5795.7782,129451.9139,117503.7779,110002.4173,116502.1116,108026.3084,111830.8194,114489.7099,115000.8210,-280910597.2365,-280920670.4123,-280922973.4310,-280927401.0906,114555.1455,-280926735.8645,-3945.7393,4510.3684,5993.1827,1777.0973,-4431.6872,-4668.9562,5147.0891,399.3279,689.0764,651.5575,2853.6229,-6107.0346,5123.0727,332.2663,-4447.6919,4854.9373,3878.7160,-448.3987,-555.3475,4667.2886,-1739.3146,3756.7215,-3069.0227,-4622.2510,-5896.5596,-5922.1431,-2881.9150,-1276.9028,5586.2062,-1595.4430,-3785.6191,-4821.5864,-521.9440,4432.8554,-4281.8615,1663.3584,-4371.8786,-329.9030,228.2245,2691.5945,-738.7108,4822.0443,6096.0741,-3937.1787,6020.8482,2784.6465,3355.9892,-3500.9675,-250.2243,-345.0156,6130.5375,1351.0706,2827.3712,-728.7557,4329.9045,-5874.7143,-6459.3520,1023.8248,-1784.4339,-161.9992,4191.2689,1420.0949,2523.3058,-3338.5851,-5326.0072,5569.7468,-6870.4179,-464.4060,2964.2599,-1445.5212,2077.4899,-69.4731,6124.3366,3041.0842,1465.6982,1981.2891,1458.8136,0.0000,-3914.8368,1643.2292,-797.1925,2211.6862,-3830.1481,1401.4065,-873.5961,-2148.4521,1741.8999,-6335.1993,-1548.6741,6663.4310,5289.6027,2112.4023,-5358.8186,-4202.7781,2209.7884,4323.4459,-1207.1217,1398.9599,6534.2197,-1122.7780,353466.8968,330567.8420,346971.9948,347526.4039,345777.3059,347212.4381,339272.8152,343833.9657,147312592.5292,147310346.9048,147295310.4504,147305565.0729,343189.8179,147300389.8261,-515.0668,-1224.8339,811.0546,2682.6596,-5228.0961,-2168.2482,-217.1680,-5481.5610,5186.0431,5151.3070,-3602.4723,1644.8612,-4566.4361,-5100.2768,314.1546,4520.1827,-3545.8034,-4724.5710,-5049.5652,-4909.7784,-3145.0950,-4508.3675,-4915.1480,1434.2799,-860.1769,-3482.3640,-5455.7063,4535.6486,-2509.5864,-4093.4006,-3023.5392,1102.3747,327.5455,5156.0405,-5460.4410,-4729.2700,5282.7100,3691.9555,4710.2127,-4542.1158,-4335.3144,-4706.5448,-3037.1472,-1951.8916,3351.2412,5154.2713,37.2772,5521.9825,4380.8888,-3087.7261,-1865.6128,-628.1875,4501.8551,816.3460,4521.0697,2941.8108,-1422.3159,-2668.5198,-5357.0724,-4909.3821,-5519.8018,-3513.4023,-5053.5669,-2499.4826,302.5721,-3988.6179,985.9040,-3629.9811,-4863.5967,-4907.2196,-4824.9260,2540.5410,-2212.8918,-3291.0255,-1529.3202,-6479.0136,5528.3951,0.0000,-4498.2786,3201.2304,4814.1858,1061.3486,-3644.4093,-4694.6906,-3547.5206,-6217.0404,3544.9189,-475.6751,-4453.5647,333.4539,-1476.4810,-6497.8160,3644.2684,-3295.5029,-2898.2235,5187.4426,-5458.8654,-1257.1870,1599.9622,-3429.9306,74122.6860,71425.8996,68273.7419,75379.7134,74834.4637,64545.1291,62289.3428,71521.2315,-121050763.7461,-121070100.1853,-121073517.4786,-121047326.2299,69915.9602,-121053595.5821,
7200.000,-3272.5500,-5538.6997,-4833.5766,-4878.9963,2134.3925,2488.1041,-1598.2111,-3720.8785,-6024.2067,5347.3235,-6734.2414,26.8005,-3554.0363,2436.1758,-2906.4339,-4498.9195,3255.2146,-4190.5619,-2236.9964,-2781.4862,-6583.3565,-485.0594,2190.9939,6007.8099,126.8448,3616.0307,5168.8138,-1328.2698,1299.4844,-1807.3012,-3074.1393,-2828.2168,-4964.9199,-2980.6144,3779.5977,-5627.6286,4529.2819,-2926.0809,4830.9454,2569.8184,4301.7415,-5189.1805,-319.0500,5111.2065,-3698.3462,-6504.3469,3959.8414,5505.6880,-2654.9995,3541.6027,41.1215,-5263.0848,783.9337,6092.4036,1743.2860,-78.1390,3314.3309,2599.0716,-1040.1916,2769.3902,-3659.9689,2630.5186,3497.9301,-2090.0716,-1778.9631,-3477.1566,2094.5134,3602.0782,-157.5995,3542.6845,-6757.4461,6470.9804,-596.9220,-4189.7628,-6516.9569,-42.6522,-5435.6566,0.0000,4266.9395,-3962.2459,3106.8574,-5100.0849,6216.0896,4971.2846,3475.7450,-2701.5980,6728.2114,-786.9910,4857.5671,23.9775,-4328.0170,-4596.2887,2358.3737,2833.5771,-4179.2044,-2048.7554,-3717.3791,5570.6274,-1716.7431,4029.0540,35851.3953,30720.0031,21355.5904,27462.6293,18357.0170,21731.8471,24905.7327,24977.1323,-309464948.7042,-309474612.2613,-309471437.7288,-309485776.4908,24982.2276,-309479987.6689,4321.9842,-2861.1117,-3706.4245,1628.8919,1370.6396,5694.0663,-4545.2306,3831.0560,2569.1332,-3862.4499,-1697.0683,4809.7430,-5876.0816,-3981.8357,4665.8021,-5112.0955,-6139.5686,4276.8386,4032.9040,-3538.9650,-587.3907,-4247.0240,-994.9094,2682.7188,5446.6896,5919.6103,-857.0559,4158.3923,-6726.6204,3744.2539,6027.9586,5291.6534,2918.1190,-3723.2565,4902.2619,2153.7942,1947.9110,2986.7261,-3964.5835,-6008.3562,-3220.4064,-3516.7515,-6794.8170,-24.6129,-3480.7188,-1084.0652,-4048.9027,899.9086,3303.7757,-2344.7894,-6566.7285,1717.4789,-5622.5429,-786.2041,-6653.0537,6912.0784,5365.4062,974.0528,4922.2334,-3539.2414,-4045.4028,-3310.5027,-5681.9908,3926.5010,5672.5621,-2299.6700,6083.5142,-3595.6661,-4463.3242,-2773.2845,67.4936,-2222.3516,-4524.8337,589.3662,824.3344,-5684.6029,2195.9524,0.0000,-271.7340,1567.7037,-3179.7053,224.9441,2474.3140,-4592.9600,-2281.5211,5659.2336,526.4985,5810.3743,-2523.6218,-5843.3090,-2320.7819,915.4652,4522.9775,6028.3879,1040.9927,-6217.7795,4967.5995,-2741.8842,-3758.8528,-3023.8043,374878.9624,347564.4370,365740.1031,364431.6860,362899.1675,364427.2260,357973.2870,360404.5581,69542121.0054,69543066.3789,69528537.6983,69526425.2212,360821.1617,69529550.9514,4308.9673,-3036.7185,3063.5464,-4663.2582,6464.0878,-3111.5555,4990.4431,4393.9044,-2019.5506,-2102.2456,-422.9431,-4977.8676,902.2946,5121.8932,-4216.0071,-477.0920,287.0793,3497.6405,5175.3534,5246.9825,-2131.2384,5449.6212,6516.7917,2198.2241,4099.6739,134.5352,4529.9278,-5294.5884,-1115.8260,5525.8860,-881.7977,3327.5087,-3747.7377,-5034.8747,3115.8474,3432.0624,-4884.7097,-5540.6028,-3021.4844,2109.1486,4375.6463,2947.2509,-1277.6919,4511.3970,-4731.9149,-2113.1087,3969.0132,-4104.2804,-5518.4700,5452.0754,-2025.2191,3982.2848,-3818.8377,3258.5466,-880.7875,575.1514,-2875.0363,6354.9104,4748.9054,5275.8081,4280.4226,5518.2821,1811.3031,5292.8672,-3587.2129,5535.1886,2595.0401,4529.3609,5277.0738,5248.9200,1090.7771,1088.0865,5192.7783,5479.7288,-2189.1808,3995.2238,-3709.8364,0.0000,5440.1676,-5477.9125,-5311.5674,-4678.3491,-1092.8670,660.9822,5520.6298,3005.5866,1633.5505,-3682.0249,4256.0102,3718.4236,4868.7428,5131.4829,-4541.0376,-1973.3061,5408.4455,-2013.4425,3050.8902,-3059.5228,-5597.4164,4597.0291,75588.5250,73111.9551,71002.3772,74757.9385,77938.2159,69280.3577,62673.6885,69857.5495,-121002474.3944,-121019189.5320,-121025652.3375,-121004914.4137,71619.3005,-121008236.6731,
