sl_100_86400_20240707 Coordinates.csv
2024/07/07 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:08 2024,
Start: 2024/07/07 07:47:00.00, Stop: 2024/07/08 07:47:00.00,
TIME_UNITS,STARLINK-1681 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-2460 - X-Coordinate,STARLINK-31950 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-31574 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-31639 - X-Coordinate,STARLINK-31241 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-4270 - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-2570 - X-Coordinate,STARLINK-6228 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-5314 - X-Coordinate,STARLINK-3801 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-1829 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-4287 - X-Coordinate,STARLINK-2651 - X-Coordinate,STARLINK-1642 - X-Coordinate,STARLINK-30178 - X-Coordinate,STARLINK-1316 - X-Coordinate,STARLINK-6286 - X-Coordinate,STARLINK-6375 - X-Coordinate,STARLINK-31686 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-5677 - X-Coordinate,STARLINK-31881 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-4097 - X-Coordinate,STARLINK-11170 [DTC] - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-1732 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-30298 - X-Coordinate,STARLINK-5957 - X-Coordinate,STARLINK-32036 - X-Coordinate,STARLINK-5778 - X-Coordinate,STARLINK-11241 [DTC] - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-30930 - X-Coordinate,STARLINK-31941 - X-Coordinate,STARLINK-11242 [DTC] - X-Coordinate,STARLINK-4794 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-1089 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-31365 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-31810 - X-Coordinate,STARLINK-5072 - X-Coordinate,STARLINK-31749 - X-Coordinate,STARLINK-2126 - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-4737 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-2258 - X-Coordinate,STARLINK-3073 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-5542 - X-Coordinate,STARLINK-6364 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-3279 - X-Coordinate,STARLINK-30816 - X-Coordinate,STARLINK-1601 - X-Coordinate,STARLINK-2052 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-5146 - X-Coordinate,STARLINK-1764 - X-Coordinate,STARLINK-2473 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-31294 - X-Coordinate,STARLINK-5454 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-30795 - X-Coordinate,STARLINK-1553 - X-Coordinate,STARLINK-4501 - X-Coordinate,STARLINK-32079 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-2460 - Y-Coordinate,STARLINK-31950 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-31574 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-31639 - Y-Coordinate,STARLINK-31241 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-4270 - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-2570 - Y-Coordinate,STARLINK-6228 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-5314 - Y-Coordinate,STARLINK-3801 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-1829 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-4287 - Y-Coordinate,STARLINK-2651 - Y-Coordinate,STARLINK-1642 - Y-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-1316 - Y-Coordinate,STARLINK-6286 - Y-Coordinate,STARLINK-6375 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-5677 - Y-Coordinate,STARLINK-31881 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-4097 - Y-Coordinate,STARLINK-11170 [DTC] - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-1732 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-30298 - Y-Coordinate,STARLINK-5957 - Y-Coordinate,STARLINK-32036 - Y-Coordinate,STARLINK-5778 - Y-Coordinate,STARLINK-11241 [DTC] - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-30930 - Y-Coordinate,STARLINK-31941 - Y-Coordinate,STARLINK-11242 [DTC] - Y-Coordinate,STARLINK-4794 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-1089 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-31365 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-31810 - Y-Coordinate,STARLINK-5072 - Y-Coordinate,STARLINK-31749 - Y-Coordinate,STARLINK-2126 - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-4737 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-2258 - Y-Coordinate,STARLINK-3073 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-5542 - Y-Coordinate,STARLINK-6364 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-30816 - Y-Coordinate,STARLINK-1601 - Y-Coordinate,STARLINK-2052 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-5146 - Y-Coordinate,STARLINK-1764 - Y-Coordinate,STARLINK-2473 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-31294 - Y-Coordinate,STARLINK-5454 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-30795 - Y-Coordinate,STARLINK-1553 - Y-Coordinate,STARLINK-4501 - Y-Coordinate,STARLINK-32079 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-2460 - Z-Coordinate,STARLINK-31950 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-31574 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-31639 - Z-Coordinate,STARLINK-31241 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-4270 - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-2570 - Z-Coordinate,STARLINK-6228 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-5314 - Z-Coordinate,STARLINK-3801 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-1829 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-4287 - Z-Coordinate,STARLINK-2651 - Z-Coordinate,STARLINK-1642 - Z-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-1316 - Z-Coordinate,STARLINK-6286 - Z-Coordinate,STARLINK-6375 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-5677 - Z-Coordinate,STARLINK-31881 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-4097 - Z-Coordinate,STARLINK-11170 [DTC] - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-1732 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-30298 - Z-Coordinate,STARLINK-5957 - Z-Coordinate,STARLINK-32036 - Z-Coordinate,STARLINK-5778 - Z-Coordinate,STARLINK-11241 [DTC] - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-30930 - Z-Coordinate,STARLINK-31941 - Z-Coordinate,STARLINK-11242 [DTC] - Z-Coordinate,STARLINK-4794 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-1089 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-31365 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-31810 - Z-Coordinate,STARLINK-5072 - Z-Coordinate,STARLINK-31749 - Z-Coordinate,STARLINK-2126 - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-4737 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-2258 - Z-Coordinate,STARLINK-3073 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-5542 - Z-Coordinate,STARLINK-6364 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-30816 - Z-Coordinate,STARLINK-1601 - Z-Coordinate,STARLINK-2052 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-5146 - Z-Coordinate,STARLINK-1764 - Z-Coordinate,STARLINK-2473 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-31294 - Z-Coordinate,STARLINK-5454 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-30795 - Z-Coordinate,STARLINK-1553 - Z-Coordinate,STARLINK-4501 - Z-Coordinate,STARLINK-32079 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4138.8710,-1044.2436,-6730.2393,94.3018,6235.9543,-306.8032,3233.1650,2491.7304,-4123.3960,-2883.9327,5323.2472,5820.0263,-2688.0800,-4403.1039,3346.1732,423.5617,4186.6680,1325.0500,-6682.6592,6587.5629,-3984.4136,3020.0501,3210.1806,1218.4380,-2355.5879,3983.3421,-4787.2654,-4315.5112,-458.0233,-5488.4493,-3741.4266,-5105.4414,5353.8639,934.4487,322.7559,1281.8130,1504.1594,-5701.5773,3349.9450,-3872.7180,-2832.1355,-5170.5989,4562.5692,444.6355,3394.7381,-2279.9366,6354.7435,-3833.1110,-4440.1909,-3491.8796,649.4148,-2859.8115,-1382.6899,1063.7178,-598.1134,4155.5382,-5018.8932,-4545.3602,4198.0215,-5557.3614,1041.1486,-3244.7626,5135.8929,4194.1775,484.9679,-688.9225,-1331.3683,-354.1678,-6551.3383,6014.5130,1817.0832,-4940.9158,-5073.9443,-1911.4302,93.2093,3549.9105,-4429.4604,5750.6215,2896.2089,-3017.6820,4928.1087,1673.9233,-4682.7243,-5394.1631,2125.4453,-129.8326,246.6593,4933.2844,4290.7262,-80.5549,-5625.1101,-2813.3542,4849.1237,603.0059,4382.1125,-6597.8897,4386.5894,-5497.1595,1654.4563,4116.6623,-59911.0529,-34536.0186,-42301.4412,-48440.2151,-41134.2851,-44703.3580,-40804.9672,-42315.4297,-243614862.7698,-243626094.7277,-243635335.5423,-243626635.3127,-44050.0570,-243628349.3700,5090.8156,-4813.8023,-48.5923,6343.8113,-288.9057,6858.2575,4497.4369,5018.6551,-129.0680,-4439.7508,2230.1510,-3458.1488,6018.3569,2219.1304,-5791.3352,-6734.6803,-732.0546,1998.4108,1784.9179,-827.9202,3224.2323,3855.1740,6034.6309,4894.9207,-3377.3934,-3276.8721,-1069.1285,787.1848,6272.0097,-3871.6614,5385.1616,-2057.7919,2031.6066,-6511.8189,-6621.7360,-4991.9759,-6175.1698,-3437.0239,3196.1861,-2991.8039,-3269.4248,2429.5883,1443.8111,4586.1987,2319.6418,3506.5004,2729.4941,5761.7210,-1834.1591,-5854.9457,6884.5434,-3200.2216,6676.3532,5484.8138,-733.7434,1696.4194,-3399.1704,-940.0553,-494.6672,-1501.5734,-4065.4929,-4868.6835,-4366.6876,365.8232,-4913.6712,-5329.5681,2328.3039,-5369.7567,1001.3337,-3280.6544,6276.8189,-2855.1648,2048.5331,5596.8913,3463.8922,-3174.5295,-3634.0348,-2862.6089,-3027.9555,4187.0505,-4263.0639,-6714.5362,2011.7816,-1550.2086,-3724.7109,-5160.3739,2830.9721,-1470.2541,-2175.1157,-4179.8839,150.9826,-3907.9712,-4832.2490,4241.3128,4259.9862,1676.4045,-3493.5162,-2908.6250,-6375.5008,3291.0394,363297.7751,351166.0597,349501.0907,352199.4701,348989.4221,350809.2406,358343.8151,355084.4421,24679171.9658,24670373.9773,24667331.1130,24675191.6625,355004.7129,24667369.6725,2221.1564,-4876.9219,1644.5539,-2517.5676,-2987.4018,87.9304,-3990.3621,3880.1293,-5478.6980,4362.9422,-3686.0723,1428.4031,-1778.7295,-4877.9853,-1854.9103,1526.5214,5452.7377,-6532.1728,-259.0863,2048.9677,4665.0129,-4902.7351,-1193.0735,4743.0434,5435.8033,-4620.0438,4888.2365,-5382.0833,2918.2503,1707.1705,2255.3058,4212.2601,-3716.5715,2191.8213,-1616.2902,-4651.1998,2471.4832,-1889.7250,5123.9554,4638.5318,-5404.0086,-3922.6789,-5059.0020,5023.2226,-5473.7099,5518.2155,443.9826,-305.5209,4840.7828,573.4562,553.7142,5298.6585,1267.7749,3745.3812,-6884.8067,-5169.9482,-3089.0909,4883.9582,5472.8193,-3868.0200,5131.8371,-3734.8209,1072.7527,5481.2250,-4852.1238,-4208.3281,6403.9751,-4201.2251,1732.3049,1132.3625,-2284.3306,-3788.0907,4227.0372,-3624.0731,6017.0713,-5035.0609,3540.2596,-2395.5541,-5511.8979,-4640.8332,-2390.5549,-98.7530,-4685.3745,-3937.8217,5444.7340,4610.1475,6333.8883,4625.9820,4965.0802,5514.2855,4037.8695,4703.2903,475.9795,-5438.0568,3096.6555,-1339.7313,4075.4315,3051.9778,2113.4063,4210.6463,165647.4046,159977.6564,158978.3146,167651.1036,164466.1278,153832.4148,155195.4365,160508.8575,74954079.5921,74967084.9758,74958319.3108,74933443.9426,161071.5331,74944271.5311,
3600.000,-5232.5687,4122.0121,4434.6686,-2786.6160,-3350.7913,-2211.2296,-6184.6149,-5067.9166,3777.7832,6058.7588,-6823.6784,-2877.9560,-602.7920,709.5788,-1275.9967,1705.7915,-2495.1401,-4980.0965,4925.3855,-3576.9749,869.7880,-4504.2435,-4781.6551,-4078.1582,6000.1901,-3397.4398,3352.9131,2296.1549,-1882.3167,4745.7928,1855.5875,4899.0618,-6770.1202,1265.1117,2290.7477,2735.3892,2325.8597,4687.3924,-6356.2728,4050.7503,5135.9877,1388.6431,-1602.4150,-3853.6525,-5834.2637,-1395.6450,-5426.9440,1526.1253,6720.3421,4309.1997,-2815.2279,5178.2184,-835.8310,-3952.7397,-4520.7301,-3930.2507,4859.1636,6311.3889,-2840.6683,6928.4248,3117.4207,5800.0741,-1850.1403,-5108.3240,2052.1099,4607.8006,-233.6858,3941.0958,3618.8597,-5630.5285,-3281.2517,6680.5610,1306.5736,431.3552,-1942.6014,555.0383,3872.6788,-4785.7462,565.6072,191.8162,-3392.5777,275.5073,4854.6706,3345.8238,625.1702,3526.5870,-4090.8818,-5445.8728,-583.5559,4005.1922,2780.7753,6059.0250,-2065.1880,-4566.2465,-5923.9913,5445.3363,-689.0028,6628.5355,1086.1753,-6515.0378,-149550.0397,-124024.3946,-131390.6262,-136004.3023,-128198.5946,-131826.5242,-129234.3687,-133124.6927,-241653244.4765,-241660931.8179,-241668811.4933,-241672881.4873,-131629.4462,-241667355.2517,-4036.4108,1773.1586,-1968.7724,-6045.1622,2654.1652,-5490.6245,-2811.8549,-1154.7681,-4289.6504,2818.3668,479.0054,3989.9712,-4457.6511,-4423.9873,6573.1632,4562.3815,4669.8375,430.3348,-2988.0204,1272.2847,-5738.5891,220.4169,-4389.8069,-1673.8139,1129.2537,5950.9570,-3010.5079,-4519.0646,-6649.5483,886.0331,-6540.2769,-2022.1167,829.6569,6664.6967,5957.9467,5054.9464,4450.4743,402.8276,-1838.0235,-2234.1110,-401.0712,-3924.0084,1847.6003,-5429.3012,1255.8624,-5387.2304,-469.3027,-5305.0518,-513.1298,3702.3871,-5113.1822,-964.1551,-6467.8330,-1267.9603,1675.2225,3043.3093,-1097.8505,-2202.3985,4533.1589,-115.7654,5714.7300,3768.0187,4439.7195,3368.7725,6457.6304,2795.6087,-5882.4546,5467.6293,-2849.8403,681.7171,-5721.7850,1357.8648,-3982.2454,-6902.4542,-6178.8779,4591.0569,-1328.7266,4371.3845,5443.2167,-6434.5532,5920.5142,5674.1730,-4809.8546,-2437.5955,6175.9348,2527.3564,-312.4177,4155.2334,4529.8707,4406.0143,-3119.0559,2907.6232,4785.6137,-2550.5211,-3142.1265,-3617.4027,5182.3523,1657.1040,4468.2568,-1747.7307,336349.7628,330766.4840,327219.8580,331077.4206,327103.5986,328272.3709,336135.8808,332676.8062,-39257855.2907,-39265948.4713,-39275212.8349,-39263076.3726,333208.0939,-39270514.9439,2080.8350,5269.2589,-4950.7459,-1499.2828,5432.0642,3470.2622,607.8537,-4424.3669,3773.6176,-1595.1469,137.2043,-4870.5353,5125.4155,5281.2911,-1823.1727,-4918.7491,-4462.0114,4824.0396,-3839.7039,-5832.0113,-3808.0870,5248.2737,-2451.9842,-5351.3641,-3061.8568,959.9438,-5270.2109,4731.5056,604.4298,-4976.8538,1377.9265,-4482.1697,120.6808,1447.5681,-2413.6347,3876.3077,-4625.5669,5065.6826,-2012.2621,-4919.5507,4609.0234,5529.1907,6502.6749,-1505.8200,3336.5119,-4137.5980,-4284.9605,4177.3289,-1097.9575,3805.1520,-3754.6627,-4347.5408,2357.4231,-5303.9418,4987.0281,4694.5773,4623.0212,-918.9994,-4398.5069,-170.1537,-1319.2201,523.5847,-4848.6123,-3236.2989,1390.3918,4171.6571,-3703.2705,1048.4915,-5081.9707,3993.8347,-2096.3587,-621.1563,-5509.8687,-488.2214,-2529.4777,5149.9916,-5357.1871,-2229.4390,4227.1009,2573.3391,-1257.9376,-3955.4587,1072.4270,5453.4176,-3106.5079,-5403.7888,-5618.3429,-1043.4104,-5202.5009,-3546.4562,-5533.4198,-503.2773,-4466.7771,4521.1766,1422.9204,-2323.2707,-4566.7965,1169.8206,-5173.8055,324.8976,164787.9918,159174.1077,158917.5320,165324.7593,165449.1086,155275.0629,152414.6888,161029.9422,74979276.3275,74995917.7026,74987868.4030,74961950.3701,160264.0360,74971660.5693,
7200.000,4577.0742,-6429.2102,-891.4890,4487.3864,-96.0509,4668.7926,6014.3224,6113.3076,-2707.2013,-6465.3496,5120.5648,-1487.8635,4636.7708,2333.7389,-1656.8178,-4378.9821,1020.4798,6851.2754,-982.9528,-730.3638,1801.7335,5477.1358,5111.7523,6286.9047,-6590.6005,1604.2669,-2008.9693,-673.8730,3695.1600,-3274.7016,1063.8781,-3985.0427,4852.5575,-3388.8365,-4419.6056,-5463.4067,-5763.3680,-2931.5729,6483.2243,-3313.4486,-6200.6754,2390.3156,-296.2166,4829.1112,5876.7365,3661.9320,3011.3184,2255.7577,-5423.9832,-4048.6925,4831.3325,-5745.2729,3350.4964,5747.1725,6936.1494,3172.5283,-3515.8649,-4148.9694,1549.7762,-5330.8221,-4408.9168,-6102.5935,-2921.0093,4572.4524,-3283.2874,-6746.5676,474.6137,-5355.4069,678.9984,1083.5525,3890.1866,-4996.1753,2239.2072,1355.3008,2055.6593,-3732.0933,-2630.9160,1057.9592,-2799.4619,2079.1203,367.2965,-3138.8573,-3155.5389,-1158.1091,-2310.0445,-6298.0563,6731.1687,3800.3788,-2395.9469,-5820.0236,58.5495,-5303.2848,-2376.1474,6783.9606,4732.7431,-2139.9707,-2724.6584,-5050.8149,-4471.1684,4831.6649,-229291.7013,-206323.9416,-212284.9944,-215313.1492,-207331.7019,-210660.6844,-209282.0754,-209940.5018,-223201277.3882,-223206107.6886,-223209837.2314,-223225951.6855,-211104.2862,-223215537.3854,833.9633,782.2477,4456.7233,2690.9578,-5241.9377,1950.3419,-75.0123,-2548.0134,6271.5031,-340.3129,-2895.0877,-4220.0288,1793.2939,6028.6601,-5106.9530,-1092.8751,-6809.3193,-1117.9882,4023.0582,-3015.5718,6667.1312,-3500.0404,862.1273,-1110.8919,769.9005,-5880.6481,6166.5701,6789.3445,4493.1389,3178.9814,5419.6157,5295.0114,-3219.9221,-4328.2610,-2383.7573,-4205.4611,-1560.7006,3627.5828,248.3537,5795.3362,2916.9789,5295.6279,-5492.0899,3643.7403,-3295.8192,5879.6548,-2942.0124,3539.3469,2252.7162,805.7932,1673.2630,3681.7614,3991.5339,-2745.7307,295.9783,-6004.0714,5229.9154,3662.3007,-6719.5232,1710.7808,-3090.6231,-1396.4679,-3599.6380,-5087.2749,-5345.2165,39.3666,6838.7538,-3094.4886,4797.3391,964.7199,2476.8908,1014.7471,5618.4738,5276.4234,6171.6550,-5433.9060,5675.0608,-4259.9903,-6321.1122,6537.4030,-5556.5519,-2706.9173,5267.2735,5984.2419,-6447.1443,-142.3508,-636.1841,-4828.2976,-6107.5433,-3706.5081,5885.5023,-154.9872,-3595.8053,1101.1673,39.9701,4755.5684,-5947.6489,655.0979,-1671.0991,-1030.4177,287689.3489,288009.7974,284109.6659,288956.7367,284350.0971,285408.7931,292170.3264,291031.5579,-100495638.6795,-100501189.5885,-100515154.5238,-100506846.7459,290132.7812,-100509412.7769,-5140.2029,-2468.2787,5220.7751,4367.4003,-4520.2227,-4648.3898,3209.8172,1620.9831,570.2224,-2296.0534,3488.0240,5268.9986,-4682.9904,-2512.8373,4385.2690,5235.5624,684.9930,-367.5926,5535.4617,6211.3116,643.8024,-2401.6502,4599.2325,2684.9688,-1609.0072,3271.3589,2434.2062,-1282.4704,-3785.0700,5207.1731,-4204.7068,2039.4063,3544.7493,-4238.0834,4606.4330,-794.0208,3290.1563,-5116.0496,-2390.9321,974.0112,-967.4489,-3779.6399,-4266.5396,-3161.5851,1187.0718,225.8875,5494.9139,-5515.2729,-3484.5013,-5461.8600,4678.2125,141.2826,-4584.7457,2165.6819,-202.4898,-860.0885,-2582.5393,-3859.6875,586.2733,4079.8606,-3877.3123,2980.9507,5001.3880,-1045.3220,2912.8199,-1015.6256,-1179.9644,2870.4291,4847.3850,-6792.0816,5150.3232,4560.4114,3351.2043,4280.7247,-2465.9587,-2138.9614,2496.1725,5254.1104,-342.0275,1024.5139,4128.6228,5532.1217,3183.8248,-3140.5166,-1114.4819,2869.5329,1620.4633,-3202.3634,2189.6545,-613.3812,3649.7428,-4158.4374,5329.5400,-816.8280,-4963.7908,4562.7398,2298.3894,-4706.1173,4999.9703,-4607.6637,163871.1611,158502.7149,159203.8789,162043.3359,165919.9311,157613.1901,150378.9851,158354.5559,75003948.1252,75023903.6859,75015551.6773,74992639.3086,159442.8087,74999017.8826,
