sl_20_86400_20241105 Coordinates.csv
2024/11/05 07:47:00.0000 UTC

Generated: Tue Oct  8 16:56:52 2024,
Start: 2024/11/05 07:47:00.00, Stop: 2024/11/06 07:47:00.00,
TIME_UNITS,STARLINK-2252 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-5920 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-30882 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-6237 - X-Coordinate,STARLINK-3570 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-1533 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-11242 [DTC] - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-5369 - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-6208 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-5899 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2252 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-5920 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-30882 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-6237 - Y-Coordinate,STARLINK-3570 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-1533 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-11242 [DTC] - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-5369 - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-6208 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-5899 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2252 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-5920 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-30882 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-6237 - Z-Coordinate,STARLINK-3570 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-1533 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-11242 [DTC] - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-5369 - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-6208 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-5899 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,1090.9613,6474.7056,4586.0575,5206.5995,1447.6962,5211.0904,3226.0153,4502.5025,-1138.3024,-4229.6764,-4889.0462,-4556.8757,-3854.7268,-3062.4130,3709.3083,3391.5541,-5154.8483,-5084.4461,-4335.1449,3104.4683,-305349.7667,-302654.1999,-309366.2588,-314993.5225,-306857.7407,-310286.9097,-309808.7782,-309006.6960,136227210.4879,136235634.4506,136224171.8689,136252593.7133,-309088.9562,136243924.8746,5030.8996,-1714.2893,-2049.3437,4576.6377,6539.4521,-2414.1635,-4808.4982,-2412.2994,-6812.2068,-387.7384,-2157.0726,-5173.4548,2893.6337,5900.4816,-3643.3584,4857.8658,-900.8183,3076.1431,-4425.3327,6115.4563,-154499.2159,-163450.7043,-158514.9678,-149633.5065,-152198.8092,-154147.6089,-151219.4320,-150762.9498,-14128801.2197,-14154303.9179,-14137229.6918,-14122075.6547,-152500.5254,-14123109.2145,-4636.7211,-1292.7419,4759.8765,-543.0357,587.1709,3710.7355,3810.2974,-4698.9904,-392.8290,5459.3746,4391.9419,-857.5519,-4654.9057,1526.6904,-4597.0001,3596.3335,4544.5111,3419.6125,3114.4342,-1153.9032,-186944.2322,-186230.1719,-189025.5318,-180509.0162,-189141.3552,-197413.3403,-185645.3254,-187486.0476,54091947.2739,54122457.3507,54106269.7808,54093155.3690,-187809.5284,54102223.9914,
36000.000,-3940.0963,-3544.0436,-4714.8674,-4314.3594,-3215.9467,-1012.5016,782.2381,-2016.3453,2531.3718,3720.9815,6871.9573,1315.9426,2654.4581,-673.8513,-188.0347,-5835.6016,4631.8066,1166.7759,5037.8272,-2813.9381,-254439.9378,-251942.2328,-262948.1776,-266762.0005,-262725.5613,-263312.3385,-257863.2298,-260763.5788,135190348.2896,135205964.1160,135191260.3519,135212583.1648,-261186.0687,135206366.0435,-1819.0802,3935.0626,4911.0332,-3457.3163,-3463.5668,3989.8921,5076.0253,5517.2146,4816.3123,-3834.2354,570.1880,4132.2651,-6144.2084,-5181.7421,5650.2320,-3737.0236,-3136.0647,-4912.7517,679.0864,-5155.2088,-222840.3187,-235490.5448,-230206.1077,-222108.5870,-227899.3155,-225806.8973,-226347.5369,-226366.5586,21671268.8852,21641160.4219,21655940.7146,21683778.9655,-224680.6496,21676275.3471,5388.8062,4290.9403,-1287.0334,-4215.4689,-4786.3005,-5469.0124,-4668.1244,3680.3103,4264.6276,-4409.7755,-625.5620,5415.9182,219.3869,-4390.8351,4009.9136,-330.4021,-4109.0767,-4649.3540,-4725.4806,-3722.1199,-185785.8870,-186173.5485,-189756.7963,-180211.0921,-188814.5994,-197141.3023,-187453.1322,-188262.0024,54069995.2166,54100111.8039,54081868.5856,54076826.6866,-187733.5904,54081646.2883,
39600.000,6231.5782,-885.9624,3094.7332,2437.8962,4482.5531,-3132.5259,-4413.0184,-334.4342,-4109.7243,-2901.7044,-5842.5197,1077.9487,323.9313,4731.9714,-2698.8943,6049.8983,-3403.3142,2802.6485,-5043.4760,2338.1758,-190113.6018,-184675.5981,-200065.3939,-201963.7068,-200228.9373,-200013.5001,-192236.6261,-197669.2393,124910083.1400,124934804.1877,124917605.6280,124925420.8888,-196826.7958,124925894.9603,-1010.5190,-5402.6388,-5424.9112,-219.9096,-1734.1302,-5128.9023,-4615.0296,-6914.6942,-868.1431,6253.9863,1099.1652,625.9916,5030.5692,2924.2854,-6309.3376,1258.1166,5924.7426,5685.9685,3241.8354,1284.4459,-276266.0050,-292272.1567,-287306.2638,-280136.7644,-287304.3963,-283754.6937,-284368.5313,-281325.9520,55968208.6140,55935724.9357,55948113.6401,55980835.6827,-282615.3442,55972306.4774,-2855.8386,-4074.6484,-2997.5984,6496.7356,4692.5925,3260.4726,2699.9764,-464.2222,-5501.3742,625.3562,-3550.9601,-6836.5441,4400.9907,3939.0358,-1025.3438,-3155.0518,1184.5561,2612.9155,3478.8765,6411.0876,-184953.5369,-186134.9706,-189929.6088,-180421.8440,-186166.6781,-196197.1264,-191046.3082,-186750.8638,54048806.3193,54077610.1769,54057466.8521,54062378.4531,-187641.4144,54061077.1964,
43200.000,-6226.8034,4351.9374,418.6920,-1451.3711,-4293.5877,5025.5307,6145.7150,2466.6320,5394.5420,1015.3850,2557.5026,-313.7459,-4337.1107,-6795.5524,4369.6982,-4551.1981,1206.6851,-5056.4823,4019.2852,-2913.7461,-115697.4055,-105260.9615,-124639.1714,-124720.0164,-123940.7357,-124139.8616,-115645.2509,-118956.1787,106094725.0243,106129664.3174,106110347.8422,106106432.8726,-120085.7124,106110867.4600,2663.4731,5192.4378,4278.4143,4569.3829,5157.5250,4460.5325,3093.5579,5723.4702,-2801.0754,-5871.3831,-3300.5066,-5493.1870,-1330.5283,-291.0229,4723.0199,2243.1578,-6380.3888,-4467.5157,-5653.2554,3246.3917,-312457.9902,-330181.9088,-326298.0440,-320062.9277,-328164.7398,-324316.4517,-323761.1542,-323600.6047,86417945.4240,86386001.9940,86396142.8141,86421585.3914,-322660.5073,86421184.1379,-1450.6795,776.5532,5422.5442,-5038.7472,-428.7128,1283.2062,876.0602,-3051.2814,3294.0843,3520.0484,5512.8388,4231.5445,-4931.4040,-542.6611,-2596.4880,4719.5393,2433.9477,1234.9090,-155.4386,-5418.2725,-184302.2652,-186105.6255,-189472.9405,-181210.0037,-183845.3678,-194534.8484,-193683.3705,-188582.9164,54028420.7387,54054984.7488,54033189.1169,54046303.7858,-187532.9881,54040516.7328,
46800.000,3423.2738,-5499.9416,-4426.9949,1458.6380,1332.6841,-4611.4553,-5706.1243,-4423.0616,-5088.8469,2194.6076,973.4381,-2197.3134,6357.6770,5499.6314,-5014.8229,2404.5316,1983.0906,5305.4495,-1493.7884,3823.1843,-35331.2178,-18855.4225,-41344.9212,-39837.0162,-39495.1120,-40185.7097,-32199.3011,-36932.3263,80035783.1933,80081020.1610,80059550.4561,80053753.1719,-35814.5955,80052697.7760,-3565.4389,-2586.6382,-2786.1565,-6764.5918,-5049.5653,-1165.9538,-199.4438,-2503.2749,4590.0617,3563.1412,5501.7973,6536.6885,-1926.8841,-2358.6747,-1180.9425,-5516.6351,4797.9178,1004.5393,5928.7226,-5663.8285,-329636.2741,-346824.1357,-344751.6421,-339426.9016,-348244.4668,-344715.9376,-342931.4206,-341935.8751,110940831.9329,110912722.9018,110920732.2826,110935787.3652,-342303.0091,110943520.4309,4843.9139,3089.8581,-4545.4276,630.9548,-4239.0738,-4921.7187,-3944.6248,4712.1189,943.9664,-5520.6223,-4092.6674,816.7692,838.3479,-3280.4620,4635.7261,-3456.2483,-4605.8779,-4236.6104,-3281.6350,1264.0718,-183769.5712,-186079.6883,-188480.1085,-182703.6552,-182021.7816,-192061.9752,-195433.0407,-186058.2255,54008827.1658,54032262.4990,54009148.4102,54023427.0212,-187408.3006,54019964.9143,
50400.000,839.5951,4673.8888,6720.2058,-963.8191,3412.6601,3211.3307,3885.3333,5845.2252,2340.4174,-5476.8252,-3193.2335,2925.8183,-4020.4391,-1692.5592,4983.0474,-192.2421,-5175.3098,-4212.4423,-2118.4618,-3205.6338,46416.8254,68963.7071,44630.9474,47675.5479,47397.8788,46940.7129,53230.4951,51720.8661,48519305.1198,48573774.7212,48549794.4144,48545394.1304,50663.8667,48537222.3990,4400.1200,-1773.9330,1428.6000,5517.2906,2728.1694,-3397.1397,-3403.2930,-1169.2039,-4592.9072,-1002.4808,-6140.2041,-3211.7381,3532.4211,4716.1867,-2849.4163,6931.7838,-2308.1048,3330.9505,-4606.0911,5012.1096,-326975.4365,-341171.4023,-341469.5216,-337196.2668,-346377.9380,-343047.8335,-340964.8488,-340311.8727,127863718.7173,127842731.0475,127848443.3762,127859693.1410,-340318.0108,127866344.3920,-5286.5316,-4645.5536,864.8456,4110.9588,5101.3084,4986.2649,4620.1515,-3554.9715,-4618.0119,4106.6678,125.3117,-5424.0736,4018.2436,4619.6318,-3901.0840,92.0137,3990.9328,4259.2088,4725.1226,3591.2713,-183322.4357,-186053.0512,-187183.7636,-185130.5511,-180680.9789,-188655.6519,-196419.5873,-188717.1385,53989963.5596,54009466.3453,53985452.4703,53997184.8798,-187267.3421,53999421.7577,
54000.000,-4283.5168,-2771.9803,-6067.6524,-1318.5015,-6567.0243,-1732.0573,-1696.1837,-5768.4410,1931.3401,6871.8116,3962.9523,-3.7359,-1328.4480,-2335.9597,-4035.4282,-2042.7238,6866.9569,2385.3081,5469.5056,86.8732,124850.5749,152555.3077,127876.3306,133581.4773,131049.8712,132614.6500,135543.8540,133263.7375,13703435.1334,13764967.1501,13738003.0954,13732565.4531,133891.7257,13722314.0039,-4844.0190,5616.6742,268.2627,-2098.3295,-247.9445,6455.5829,6234.8866,3844.0074,3864.0492,-838.1358,4120.9782,-1238.1337,-4086.7137,-5904.0664,5582.9476,-5739.9804,-104.8189,-6297.6625,2662.1602,-2727.7309,-304726.5628,-313624.3685,-316591.9592,-314615.8409,-322761.8093,-317569.3786,-318036.1937,-317212.0832,136034136.2107,136023135.8996,136025915.2967,136036868.4505,-316845.0733,136037237.1172,2471.3299,2691.2137,3323.7961,-6497.5635,-1429.2736,-1469.8121,-2530.4605,241.8989,5394.1910,-185.6414,3895.9043,6824.8999,-5141.2626,-2503.2450,801.8199,3307.5783,-990.4155,-1318.5185,-3341.9483,-6397.1344,-182940.9983,-186022.6621,-185893.5381,-188442.6706,-179809.5764,-184945.4046,-196713.9217,-185460.5648,53971721.1654,53986616.0721,53962208.9861,53971702.0439,-187110.1041,53978887.2799,
57600.000,5464.6591,271.0319,3154.9914,4629.4208,5385.7422,-205.1100,-514.7683,3578.0038,-5515.2587,-5269.2603,-4165.9485,-4582.5057,5482.6781,4742.1120,1773.6927,4348.8720,-6014.1034,190.0725,-6914.4279,4149.4318,195425.9640,226573.4490,203087.3012,211845.4950,206071.2857,210272.4334,209755.1105,208957.9525,-22029405.6172,-21963892.7459,-21994140.8572,-22003147.7539,208619.6580,-22009867.3929,3835.3766,-6695.1954,-2802.0965,-912.0412,-1922.3196,-6081.4088,-6829.6720,-5005.1494,-3076.3691,2279.9500,-22.4120,3014.1703,3560.6137,4665.9848,-6108.2003,2619.7713,2252.6205,6362.4197,-542.2159,994.5616,-264236.0800,-265979.2355,-271638.3778,-274904.6846,-278965.2449,-270047.7369,-275500.0677,-272883.4674,134898786.7238,134899838.4521,134898501.5071,134908485.3554,-273378.3449,134902810.5042,1839.6195,1274.2435,-5496.2764,5094.2035,-3540.8466,-3131.9574,-1103.2109,3196.9657,-2831.5130,-3874.3243,-5532.8199,-4265.3182,1444.9118,-1513.3407,2761.0737,-4731.2708,-2626.4739,-2563.5469,-69.9893,5478.8143,-182612.2730,-185986.1490,-184913.0628,-188016.8551,-179414.2514,-186657.0878,-196344.1360,-188615.0718,53953951.5598,53963729.0408,53939530.2513,53948201.3437,-186936.5796,53958361.4977,
61200.000,-4688.7290,2734.0752,126.4598,-6614.9529,-777.1204,2959.5609,2786.8686,258.8734,6517.4015,1522.5843,4210.5046,6761.5391,-5561.8350,-5147.2302,1686.1926,-6040.4799,2973.5031,-3294.7985,5764.5948,-6782.4175,254016.2809,286305.7059,265433.6555,274841.2997,267680.6677,271870.7064,271290.7419,270335.0910,-56235582.9852,-56169755.6970,-56203092.4876,-56216056.3634,270137.4619,-56215869.8193,-762.0135,4542.0283,5432.4291,2003.1024,4014.8841,2875.3041,4884.8195,5072.6916,1756.2217,-3870.3989,-4018.8215,-1364.3306,-1015.4854,-917.1564,4839.9513,857.4521,-4199.7213,-3827.6310,-1773.2219,-603.5455,-207891.0048,-201305.9878,-209451.6489,-216053.6996,-217819.0745,-208073.7461,-215853.5717,-213075.5199,124540998.7192,124555078.6051,124547959.5988,124554172.1870,-212671.5185,124546185.2199,-5043.5797,-4296.5051,4285.9424,-762.6341,5327.7548,5448.2288,4051.3426,-4730.0899,-1519.5641,5526.6081,3738.6860,-827.5920,3582.1302,4373.1102,-4679.5410,3289.1292,4642.6426,4633.5526,3419.7895,-1416.0494,-182327.2806,-185941.5908,-184458.5927,-185271.2713,-179527.5481,-190152.4442,-195302.1539,-184989.5945,53936476.2637,53940820.7399,53917537.3748,53927020.5320,-186746.7628,53937844.4279,
64800.000,3219.0613,-5417.4978,-2318.4073,5343.4632,-3609.2684,-5602.7110,-5003.7705,-4104.0756,-4820.3982,2250.4709,-3510.9185,-4260.7419,2529.3008,4203.7376,-5113.7679,6054.0373,761.7742,5905.2195,-2753.7623,5996.3081,297154.2403,327969.1778,310914.5961,320091.1708,311992.4793,315651.7685,316244.1103,314134.0921,-86577386.8363,-86515082.8883,-86550518.8995,-86564982.4023,314570.3992,-86558038.6144,-3335.4702,-731.2005,-6511.6288,-1850.4470,-5153.0081,796.4466,-1476.8193,-4430.1238,739.1922,5338.1378,5956.7621,-925.1320,-3255.7451,-3635.5127,-2775.4944,-3384.7540,5703.1757,367.6687,4268.8626,381.4385,-139000.5183,-123746.0562,-134024.6376,-142395.0099,-143209.1049,-134118.5784,-142610.7306,-138359.8966,105674611.4547,105701459.3029,105686633.3286,105686243.3942,-138563.5951,105680929.7993,5136.9926,4070.1955,-468.5897,-4044.5803,-2378.7748,-3850.6825,-4577.1439,3403.8340,4898.3182,-3798.7168,343.2986,5397.2723,-5282.0490,-3962.5646,3767.0622,118.7364,-3881.4139,-3478.7020,-4729.2088,-3499.3569,-182079.5740,-185887.3679,-184601.0498,-182852.4448,-180218.2106,-192691.5823,-193542.0097,-188245.8405,53919098.3019,53917905.2216,53896363.7654,53908308.2109,-186540.6493,53917336.0873,
68400.000,-1881.4370,6245.4891,3391.6967,-1301.0123,5074.4944,6076.6582,6275.6071,6253.6368,1955.3322,-4353.5076,1166.1129,-1052.4068,774.5618,-2275.4120,6884.1670,-3757.0553,-3636.3936,-6385.2195,-587.7995,-2537.5334,322239.4496,348945.5551,336651.8752,345079.9180,336263.7874,339735.6078,341554.8093,339821.1577,-110982802.7490,-110927591.8989,-110963135.3744,-110973964.4754,339122.7800,-110964273.5898,6329.0686,-2629.5573,4807.0200,2146.2390,3478.9996,-3095.1253,-1803.1279,3004.0343,-4068.4974,-5375.7641,-5352.3497,630.1793,6331.6737,6405.5701,617.9496,4685.0899,-5855.1329,2504.0151,-6132.1518,1175.1431,-61621.8318,-38242.9837,-50215.9393,-59391.5010,-59771.2455,-52118.7294,-60097.0879,-55481.3059,79594744.3396,79632879.1374,79608540.2996,79600870.3625,-55736.4640,79601900.9496,-2099.3573,-794.8149,-3658.8456,6473.1249,-2716.3636,-549.8699,2331.4575,-46.5548,-5247.2211,-289.6007,-4236.7061,-6840.1419,2030.9885,557.2517,-603.2662,-3475.0957,767.5788,-126.7274,3178.9458,6356.1693,-181864.4118,-185822.0575,-185247.0149,-180931.3234,-181614.3381,-194343.3248,-190971.2077,-184654.2167,53901614.9611,53894995.4545,53876156.6975,53892090.5977,-186318.2358,53896836.4925,
72000.000,340.1629,-4075.7843,-4072.8047,-2972.1484,-3897.8008,-3301.9571,-5573.5568,-6056.8736,473.1688,4610.5275,2531.1794,4899.8765,-2839.4149,-603.1815,-6065.0011,-136.8294,4972.3961,3972.7203,3060.6607,-1066.3641,327700.0441,347940.6569,341077.6877,348327.2977,339144.6008,342889.4374,344999.3313,341614.1402,-127786996.6134,-127741781.2995,-127774390.8605,-127775106.6734,342253.5092,-127769536.1054,-6542.7824,4511.5546,-890.3707,-3570.5184,1069.6814,3912.9783,3917.3612,-435.6130,6500.6709,3032.0405,3352.0270,2461.9661,-5209.7355,-5963.9805,1642.4556,-5073.1376,3947.0424,-4252.1032,6220.3290,-4037.5826,19660.1939,49776.2113,36608.6410,27340.3500,27578.9526,33149.6047,26869.4248,29961.2031,48088856.0101,48135750.9431,48100722.8912,48089957.5208,30580.4220,48096371.4700,-2248.5408,-3096.0933,5522.6311,-5176.1348,5363.8859,4529.9097,1299.8917,-3358.6268,2309.3472,4174.8809,5493.7608,4255.4686,3098.7717,3248.9788,-2943.5886,4718.3574,2788.9549,3624.8799,267.5990,-5563.0248,-181678.2662,-185744.3543,-186163.7630,-179492.9546,-183943.6920,-195231.9369,-187466.9124,-187602.6932,53883830.9189,53872103.6168,53857073.6750,53877734.6836,-186079.5208,53876345.6604,
75600.000,1972.7940,-320.5117,4656.5727,4960.2067,1883.6291,-1423.2229,2628.7848,4139.1181,-2008.7008,-4043.9478,-5884.2232,-4567.7058,4019.4000,3996.5144,3165.4985,3934.1392,-5114.2740,331.4151,-4467.5413,2754.7285,313098.8882,325058.8206,324001.5215,329701.3977,321545.3823,324956.8652,324501.3662,324222.8182,-135845854.1999,-135812568.0278,-135838342.9423,-135826480.5707,323772.5991,-135829442.2396,4124.9968,-4981.5567,-3186.4183,4791.2318,-5583.6955,-4144.6781,-4886.5269,-2928.4232,-6294.4864,1120.9722,-1383.2840,-5171.2514,305.5868,3030.6608,-3990.6670,4780.8839,-253.9626,5080.3515,-3927.9691,6194.7265,99988.0654,134748.3201,120955.9308,112123.0417,114620.9113,116596.8251,113666.6371,116046.7471,13314210.6569,13366597.2897,13320928.8015,13318254.7756,114939.6802,13321545.2809,5194.0071,4639.5349,-4022.9217,850.0467,-3243.3660,-5258.4678,-4168.0960,4724.9494,2044.9966,-5511.8954,-3380.1970,786.5554,-5352.2682,-4629.5641,4699.4869,-3134.3211,-4684.8348,-4603.4963,-3572.8815,1525.2618,-181518.5157,-185653.0049,-187041.6322,-178523.9605,-187157.8093,-195428.3267,-183659.3079,-184441.1179,53865570.8944,53849241.3459,53839265.7419,53861669.3242,-185824.5036,53855863.6075,
79200.000,-4760.9036,4552.2860,-4323.3247,-4249.0747,279.7594,5198.0327,1442.8586,-1682.2164,3297.3254,3359.6297,6868.3261,1331.8553,-4232.9474,-6317.9779,310.3070,-6013.9202,4511.0512,-4263.0335,5083.6735,-2584.9516,279177.2417,281788.0378,286570.4151,290450.3843,286365.7700,286969.7526,281514.2997,284790.8840,-134613840.0518,-134593283.3300,-134607976.8417,-134593533.0706,284852.6167,-134598192.3594,-778.0788,4303.9712,5410.0339,-3835.9440,6474.8662,3877.3109,5060.5786,5888.6740,3244.2151,-4975.7608,-206.6606,4160.0075,4492.7073,489.4367,5899.0787,-3436.1000,-3695.3181,-4830.3307,38.6718,-5503.8965,174507.7004,211327.5877,197558.3724,189494.5702,195252.1598,193163.8445,193657.8328,190690.0797,-22349841.6598,-22295590.6793,-22350034.1153,-22336803.0287,192019.2056,-22343146.4680,-4974.1846,-2705.9835,38.4541,3937.5291,-1794.9248,2171.4634,4509.4330,-3265.4367,-5148.3110,3439.8003,-842.4417,-5405.2379,2588.8359,2515.8745,-3642.9852,-357.1936,3746.8047,2347.5856,4710.1055,3365.1806,-181383.2477,-185546.7444,-187577.0127,-178031.0270,-186632.7269,-194960.5858,-185274.6598,-186705.5325,53846691.0009,53826419.9588,53822831.2542,53838782.5264,-185553.1852,53835390.3505,
82800.000,6471.1967,-6326.5335,2142.2605,2541.3374,-2854.6466,-5972.7400,-4824.3949,-634.2660,-4650.3542,-2258.7242,-4863.7816,1068.0442,2315.7841,5875.5269,-3017.2877,5868.8484,-3186.5223,5979.0004,-5009.4001,2259.3922,227831.9065,220897.4470,231155.4732,233112.4920,231316.5396,231131.7244,223349.0948,227515.9128,-124180887.3712,-124172713.8854,-124172650.5088,-124166728.6379,227954.3834,-124165530.2400,-1791.7865,-2205.6682,-5268.3274,181.5758,-3136.2916,-2244.0772,-4499.2833,-6905.2642,939.5704,6504.8150,1938.2329,585.7621,-5729.0937,-3136.1803,-6233.5932,745.0245,6136.9785,2990.5344,3727.8559,1762.1461,238650.4021,274723.2271,261673.9871,254522.4057,261675.9068,258124.5600,258670.6374,258459.6672,-56464653.3610,-56412123.6304,-56471252.4979,-56448370.6369,256957.3685,-56458855.0014,1686.9473,-1281.2562,3946.9120,-6470.5177,5208.4240,2463.4701,-2152.1413,-176.3711,5025.5857,728.7558,4520.8436,6828.5134,2574.8729,1472.6512,376.6313,3613.1053,-570.0910,1534.2241,-3029.5023,-6337.2343,-181271.1318,-185424.2299,-187553.7136,-178046.7088,-183789.3211,-193820.6378,-188672.0366,-184317.2899,53827088.0655,53803650.6542,53807714.3442,53812612.8208,-185265.5679,53814925.9062,
86400.000,-5607.1091,5144.7274,1692.8222,-1674.7270,5193.1631,4105.3617,6191.9695,2732.1750,5334.9839,-53.0012,1173.3153,-323.1796,1949.9439,-2412.3845,4484.6375,-4216.2059,774.6132,-5272.8582,3754.7713,-2977.7116,162025.4036,146254.3543,161196.0067,161328.2560,160479.3591,160711.6676,152222.1356,157601.7422,-105265834.4242,-105268677.5561,-105252051.9714,-105257295.6164,156671.6239,-105250229.1127,3109.5465,-1271.1701,3811.2334,4250.4351,-1530.2905,-1218.7845,2734.2171,5329.9072,-4026.5217,-5288.7236,-4137.4381,-5456.6774,3529.1004,4653.2688,4285.8477,2865.9928,-6223.0037,540.9960,-5811.5070,2789.1033,288404.8777,320999.5555,309333.1463,303100.9228,311196.3440,307350.5827,306721.2075,304307.2819,-86699001.9230,-86651377.1606,-86709009.8497,-86686670.2166,305659.1346,-86694089.2226,2614.2120,4286.4601,-5534.0444,5228.8259,-3992.2963,-5339.6623,-1521.6658,3492.1303,-1793.1927,-4472.6863,-5428.9235,-4289.3047,-5351.3694,-4371.5506,3097.1004,-4708.6176,-2969.8621,-4360.0675,-492.3351,5619.2326,-181181.3398,-185283.9577,-186900.9017,-178639.7624,-181272.8668,-191962.5159,-191113.1389,-185599.3793,53806706.3116,53780944.7043,53793541.0590,53787232.0981,-184961.6553,53794470.2910,
