sl_100_86400_20240327 Coordinates.csv
2024/03/27 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:53 2024,
Start: 2024/03/27 07:47:00.00, Stop: 2024/03/28 07:47:00.00,
TIME_UNITS,STARLINK-31341 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-11252 [DTC] - X-Coordinate,STARLINK-30229 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-31706 - X-Coordinate,STARLINK-6067 - X-Coordinate,STARLINK-5652 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-1785 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-11172 [DTC] - X-Coordinate,STARLINK-1997 - X-Coordinate,STARLINK-2097 - X-Coordinate,STARLINK-3055 - X-Coordinate,STARLINK-31277 - X-Coordinate,STARLINK-2358 - X-Coordinate,STARLINK-5369 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-31123 - X-Coordinate,STARLINK-30578 - X-Coordinate,STARLINK-4399 - X-Coordinate,STARLINK-3207 - X-Coordinate,STARLINK-4051 - X-Coordinate,STARLINK-4404 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-5853 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-5441 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-4743 - X-Coordinate,STARLINK-5184 - X-Coordinate,STARLINK-3194 - X-Coordinate,STARLINK-31927 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-1933 - X-Coordinate,STARLINK-31755 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-11223 [DTC] - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-5794 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-5038 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-5661 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-31000 - X-Coordinate,STARLINK-1465 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-4075 - X-Coordinate,STARLINK-3370 - X-Coordinate,STARLINK-31636 - X-Coordinate,STARLINK-1628 - X-Coordinate,STARLINK-30173 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-1541 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-1704 - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-30828 - X-Coordinate,STARLINK-4489 - X-Coordinate,STARLINK-3100 - X-Coordinate,STARLINK-11203 [DTC] - X-Coordinate,STARLINK-1820 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-6044 - X-Coordinate,STARLINK-5975 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-32177 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-31910 - X-Coordinate,STARLINK-5173 - X-Coordinate,STARLINK-11167 [DTC] - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-4400 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-4809 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-30250 - X-Coordinate,STARLINK-5559 - X-Coordinate,STARLINK-5487 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-1656 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-11252 [DTC] - Y-Coordinate,STARLINK-30229 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-31706 - Y-Coordinate,STARLINK-6067 - Y-Coordinate,STARLINK-5652 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-1785 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-11172 [DTC] - Y-Coordinate,STARLINK-1997 - Y-Coordinate,STARLINK-2097 - Y-Coordinate,STARLINK-3055 - Y-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-2358 - Y-Coordinate,STARLINK-5369 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-31123 - Y-Coordinate,STARLINK-30578 - Y-Coordinate,STARLINK-4399 - Y-Coordinate,STARLINK-3207 - Y-Coordinate,STARLINK-4051 - Y-Coordinate,STARLINK-4404 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-5853 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-5441 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-4743 - Y-Coordinate,STARLINK-5184 - Y-Coordinate,STARLINK-3194 - Y-Coordinate,STARLINK-31927 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-1933 - Y-Coordinate,STARLINK-31755 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-11223 [DTC] - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-5794 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-5038 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-5661 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-31000 - Y-Coordinate,STARLINK-1465 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-4075 - Y-Coordinate,STARLINK-3370 - Y-Coordinate,STARLINK-31636 - Y-Coordinate,STARLINK-1628 - Y-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-1541 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-1704 - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-30828 - Y-Coordinate,STARLINK-4489 - Y-Coordinate,STARLINK-3100 - Y-Coordinate,STARLINK-11203 [DTC] - Y-Coordinate,STARLINK-1820 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-6044 - Y-Coordinate,STARLINK-5975 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-32177 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-31910 - Y-Coordinate,STARLINK-5173 - Y-Coordinate,STARLINK-11167 [DTC] - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-4400 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-4809 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-30250 - Y-Coordinate,STARLINK-5559 - Y-Coordinate,STARLINK-5487 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-11252 [DTC] - Z-Coordinate,STARLINK-30229 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-31706 - Z-Coordinate,STARLINK-6067 - Z-Coordinate,STARLINK-5652 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-1785 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-11172 [DTC] - Z-Coordinate,STARLINK-1997 - Z-Coordinate,STARLINK-2097 - Z-Coordinate,STARLINK-3055 - Z-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-2358 - Z-Coordinate,STARLINK-5369 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-31123 - Z-Coordinate,STARLINK-30578 - Z-Coordinate,STARLINK-4399 - Z-Coordinate,STARLINK-3207 - Z-Coordinate,STARLINK-4051 - Z-Coordinate,STARLINK-4404 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-5853 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-5441 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-4743 - Z-Coordinate,STARLINK-5184 - Z-Coordinate,STARLINK-3194 - Z-Coordinate,STARLINK-31927 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-1933 - Z-Coordinate,STARLINK-31755 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-11223 [DTC] - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-5794 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-5038 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-5661 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-31000 - Z-Coordinate,STARLINK-1465 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-4075 - Z-Coordinate,STARLINK-3370 - Z-Coordinate,STARLINK-31636 - Z-Coordinate,STARLINK-1628 - Z-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-1541 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-1704 - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-30828 - Z-Coordinate,STARLINK-4489 - Z-Coordinate,STARLINK-3100 - Z-Coordinate,STARLINK-11203 [DTC] - Z-Coordinate,STARLINK-1820 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-6044 - Z-Coordinate,STARLINK-5975 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-32177 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-31910 - Z-Coordinate,STARLINK-5173 - Z-Coordinate,STARLINK-11167 [DTC] - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-4400 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-4809 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-30250 - Z-Coordinate,STARLINK-5559 - Z-Coordinate,STARLINK-5487 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3510.6258,3708.5866,3779.9271,-3705.1131,0.0000,-5755.4820,4277.6464,4349.7924,-4222.8307,3540.5149,-4787.8043,3018.3599,-1496.7444,1115.9244,-3781.9873,-1617.1120,-3119.1466,-2772.0661,-2460.9695,3553.2126,-4646.4098,3651.2105,3967.8289,4483.3325,-2107.4956,-285.2917,2856.8996,6652.3562,83.7894,-309.0455,-5709.3016,1705.0480,-1601.1607,-4153.5928,-4896.8258,3351.2838,6842.7402,-5046.1898,-1778.2210,823.4900,321.6753,3461.6262,-22.3150,-4675.1898,-3915.6021,-2258.3213,-2067.8891,5457.5188,-238.1004,1772.6882,-4614.7043,847.0497,-5050.5976,6354.1602,435.8637,1910.3578,-4252.2123,454.6353,-2441.6645,-6837.4458,-476.9907,-4501.6470,-5999.5418,-911.0096,-1548.1273,-989.2451,5445.6037,4054.8338,-5713.3667,-4821.3751,4180.0999,6597.9649,1643.3367,-3695.6496,-2729.4976,1533.0757,-4750.8329,-3604.8773,-5224.3352,-3908.3731,-6059.9565,-596.9866,-6450.1928,-5493.8922,-6241.7517,5419.7806,1747.5799,-972.6750,-3719.8914,-746.1332,1563.0392,-5904.7502,-247.5398,5460.5581,4809.0955,-1252.4050,668.0788,-5320.9886,-3264.6168,1598.4697,44860.4693,38907.7773,29598.9749,33087.9562,28755.1308,31276.2505,37851.6414,34607.6757,-257052019.5998,-257063111.5936,-257054524.1691,-257055713.0311,35148.1426,-257050781.8604,5681.1567,-5743.3768,5554.0320,-5735.7588,0.0000,-2931.5915,-1766.7277,-2812.8434,-274.6110,1096.7732,-2303.2996,-4094.8262,4081.8722,-4641.9811,-5568.5808,6113.7073,5791.2434,987.9282,-6341.8766,5175.2687,2198.1056,4759.0995,1957.4262,-5111.3056,6217.7513,6937.8625,-3151.8712,-1350.7887,996.0794,-6757.0209,342.4548,4950.1816,6289.6358,-776.9373,-2924.4559,-2635.2889,596.7869,1362.7235,6588.9688,4081.2050,5832.5621,-2783.6864,5217.4820,2953.6553,-5418.6690,4639.2091,-3646.5396,-4074.6703,4343.5637,2236.0243,3732.8445,6786.0493,711.5911,2623.0344,-6598.4177,4780.0870,-183.4514,-5573.5181,-4196.3576,-478.1519,4787.6124,-4371.0662,-3488.6590,5768.6034,5478.5035,-5624.6970,-1442.4284,1282.5972,2630.2686,-2807.3238,35.8403,586.2070,-3809.3852,-2204.3719,-4240.4731,2369.6399,-2797.8117,-3109.7252,2083.2329,4120.9771,2334.3004,6890.3552,2215.9291,-2604.4311,-1727.0322,-3574.9301,6519.3422,2462.3393,-3232.6432,-5595.2192,-4287.9704,-2955.9714,4679.8819,-1890.3052,3871.6608,-2408.7990,-6885.0926,3886.7674,3637.7113,-5028.7456,-387611.7017,-410662.1176,-392452.6334,-386302.5601,-392820.5459,-389561.3458,-394862.5312,-391759.7648,171862100.5055,171797519.4999,171830731.8661,171841466.5724,-390994.5131,171842324.2000,-1605.2660,224.0198,1725.1937,-1135.0579,0.0000,2526.6884,5161.9221,-4624.2468,-5361.7222,5872.8573,4438.0673,-4696.6916,5404.8723,-5015.9358,-763.7713,2845.0746,-2198.0004,6288.0248,-624.6272,-2976.3862,-4664.1455,3478.9901,5313.7584,1337.8859,2233.2575,189.7992,5454.1252,-1350.0438,6859.6218,-895.3228,-3932.6924,4521.9863,2393.7121,5484.1680,3910.9591,-5446.8871,-845.2626,-4542.7891,-41.3374,5531.9953,3703.7043,-5341.2605,-4403.8410,-4008.3329,-845.4365,-4643.7062,-5509.6756,-1324.2434,5376.6925,-6305.8140,3589.4793,290.3170,4696.1750,934.1652,-2048.8526,4642.4268,5458.5739,4078.0594,4925.5731,-964.1438,4966.2909,-2680.0993,401.3950,-3750.2597,3925.4549,3924.8019,-4036.9366,5460.9703,-2892.0247,3993.8909,5507.2595,-2115.5383,5340.0562,5418.7380,4671.8687,-6360.4034,4204.1145,5045.8298,3840.0940,3989.5553,-2420.1057,-536.8370,49.5688,-3322.3452,-1980.9075,2417.8917,1526.4489,-6430.6057,4867.0789,-4039.5050,-5211.1680,2060.5678,5096.4523,-3844.5829,3007.8561,6390.2541,434.7494,2135.4908,4905.6204,-4493.0180,-83456.4316,-85902.7745,-88720.8584,-79746.3020,-83393.1966,-93957.5189,-92163.3553,-85037.8114,-62282447.1317,-62272659.8275,-62298357.6312,-62272140.7695,-86527.7554,-62277472.5652,
3600.000,-36.1477,-1251.4254,-5323.7460,4528.4729,0.0000,5137.0288,-1063.9352,-1375.1146,5166.6221,-6584.7741,5174.8769,1321.2422,-1451.8630,3085.9673,4248.3098,-1381.3091,1705.8027,-831.8651,4363.9162,-4028.0770,3188.4815,-5965.1502,-4385.5809,-2913.1467,-1192.7361,2132.1463,885.5214,-5634.3491,4917.8382,2997.6980,6078.6574,-4310.9074,-1244.7094,5395.0603,6700.4214,-1637.7972,-5036.3066,1624.0621,-1207.2295,-4768.6348,-3030.4999,170.5444,-4294.7217,3179.3977,4276.6486,-907.5187,5373.7215,-2505.8341,-3191.8164,-5601.8034,888.9390,-2538.4147,4525.7243,-6403.4689,1117.2015,-5197.4249,5086.7993,1478.4331,5465.0911,4943.3558,-2178.6398,6289.9109,5398.0555,-2786.1652,-2124.8761,3055.6687,-5884.2473,-4451.7337,5278.8872,6817.9710,-4644.8813,-3741.0049,3233.5141,4856.6358,5826.3418,-5267.9872,6781.3871,-869.1718,968.5172,40.3250,5481.8020,-1669.6184,4034.7215,6746.2602,3968.7103,-2028.1487,-3043.8612,-33.2141,6436.0093,2853.7675,989.5459,4622.6520,-3704.0289,-2439.5512,-477.0704,4133.4433,1191.3114,2033.8762,2120.1569,2387.9755,141293.5408,140319.0870,126338.5728,130895.9206,125669.9466,127536.9728,134796.8944,132611.7729,-292777815.6135,-292776118.8532,-292773539.5857,-292776888.4986,132278.6509,-292775487.6985,-5291.7433,5359.2668,-4008.7068,4182.4607,0.0000,-602.7975,4615.2792,5523.4197,-3662.7256,-469.0258,-1808.8252,4155.2189,-6120.4804,3406.3026,2251.6298,-4145.4097,-6378.6753,-3902.2184,4165.6893,-1621.1135,-5541.0234,-3542.2111,2378.1562,5566.6815,-5104.3687,-4640.5495,5209.2516,2706.6312,-1716.7655,4535.5697,-3228.7138,-5354.1738,-4308.4476,-2830.1641,1722.9196,6007.9107,1359.7345,-3961.4372,-5663.3018,-3203.2225,-2837.1417,4980.0639,-3550.6069,-6002.2856,1845.7186,-6367.6499,1008.5943,4945.2745,-5484.8524,-2499.3797,-5017.5143,-4597.8355,-4386.2041,-339.4715,6425.0255,-2461.9615,-3485.3798,6764.9544,3942.9554,-1475.6737,-6354.8496,2281.8527,1260.0786,-4287.3699,-3583.2401,6224.0925,3655.6707,2930.5883,-4239.8694,281.9805,3841.4991,483.9581,4542.9083,-1911.2427,1404.3713,-2934.0969,441.5367,420.7915,-4021.4306,-5189.0795,-3783.7023,-6030.9310,-4156.5930,1283.1402,-1622.9460,4032.1225,-5553.8064,2922.4776,2084.5647,6323.6096,6479.0493,-93.4607,-2889.6031,4519.1145,-1949.3812,-1155.8634,5329.1809,-4155.2177,-6405.0946,3546.9046,-361284.4866,-387539.0237,-369043.7293,-364575.4407,-371516.2047,-367988.5529,-372109.7135,-368011.1896,99421949.3533,99354478.0167,99393166.3237,99393497.4486,-369160.1058,99401748.6602,4367.5899,4054.9183,1925.3420,-3152.5122,0.0000,-4628.6397,-5075.4120,3962.1807,2542.0648,-2198.5131,-4241.5857,5366.0827,-2942.6563,5166.8603,4766.2332,-5392.4572,-2121.4962,-5698.0499,-3204.7263,5412.5221,2686.4167,-159.3511,-4801.5897,2917.3500,-4546.6568,4697.8281,-4478.4592,-2974.1110,-4601.4427,4114.1129,863.6802,-832.3974,-5274.4597,-3308.1788,127.7974,2996.7279,4537.9189,5430.6986,-3614.1876,-3880.9098,-5541.6802,4826.4673,3928.0808,658.8203,4860.4590,2594.0501,4234.0001,4163.3192,-2770.5667,3182.3492,-4716.1795,-4393.5155,-2909.7928,2646.1840,-2324.9048,-3885.6164,-3163.5296,-137.1596,-1588.1768,4604.4849,-1669.1750,-1319.6457,-4198.9868,4680.9251,-5527.4843,41.3313,62.7340,-4431.1040,-1439.8928,-782.9973,-3405.7281,5832.6638,-3848.0290,-4557.9433,-3387.5358,3451.2256,-1410.1278,-6881.2349,-5420.2416,-4619.3739,-1913.0524,-2996.0202,3593.4998,-909.7671,5232.2431,-5264.6098,2784.8346,6289.6718,-1519.8653,107.1920,2227.9767,-5152.0600,-5098.3160,4656.9227,-6579.6300,-5475.1296,-4273.3766,-5162.0302,-1592.8467,5442.0886,-84443.7609,-87535.7392,-89570.8378,-82663.5409,-83011.6210,-93272.6129,-95704.8429,-89394.5983,-62212094.7883,-62207699.5266,-62231526.7576,-62210879.5653,-88011.6693,-62210121.6231,
7200.000,4137.0253,-2777.8487,5295.7358,-4214.9032,0.0000,-3677.2505,-1455.6298,-1259.4514,-3991.3745,6364.8405,-4621.9596,-4924.3587,3085.1961,-6190.5597,-3733.8320,4826.6179,972.7242,2592.2193,-4999.4457,4455.2910,-1242.2089,6035.5612,4269.4471,-514.1237,4691.9378,-903.4076,-3364.7208,2060.8756,-6923.0638,-5308.8418,-4313.3673,4864.6700,4654.7915,-5087.5803,-5563.0078,122.8442,1607.4083,1423.2851,4450.8688,6603.5686,5681.0583,-2771.7428,6691.8571,-319.5680,-3504.4757,3164.9619,-6854.2074,-1568.3619,4689.2700,6153.6278,2820.5327,4285.5882,-3007.5892,4395.1565,-2860.4636,6891.1359,-4513.2023,-2748.6029,-5892.2439,-1476.0714,3452.8892,-5138.1486,-3505.0285,5901.7014,5635.6559,-3849.3205,3798.7880,4185.5356,-2314.7138,-5788.2956,3986.6963,-83.9791,-5617.9078,-5122.3030,-6767.4214,6018.0092,-6330.1221,2907.6612,3096.7911,3486.0542,-2329.6291,4027.9441,460.2274,-5136.9947,-526.1534,-2282.7823,3855.0860,3184.9030,-6338.9548,-3706.1005,-2471.2497,-2581.6672,6507.6865,-691.8613,-2287.6458,-6225.2669,-3701.4656,2308.0173,-519.1009,-5833.6566,227075.8488,232540.8547,214764.7660,220185.8926,214336.3995,215881.5587,222466.5967,220738.4283,-308522764.2820,-308507786.6560,-308513793.0112,-308514042.8937,220681.9620,-308519252.1623,3608.0361,-3123.3200,663.1119,-399.6625,0.0000,4362.4525,-6498.8995,-6760.5635,5104.5691,345.6317,4955.2729,-4027.0437,6086.8040,-2240.0229,2827.9886,1651.5438,4545.3320,6196.2367,200.0122,-2559.4367,6766.8826,1014.8025,-5288.9964,-4292.8852,3025.0938,-307.4300,-6006.9944,-3750.6483,-366.8023,-487.7571,4708.4152,3575.5704,1567.1975,4619.6787,296.8824,-6785.1607,-3978.8565,6084.0834,2453.3103,2098.7412,-322.0655,-6194.4853,1240.8330,6036.1430,3376.1196,6093.2646,886.9837,-5031.7893,4846.9002,2532.2311,5575.6566,263.0308,6220.8736,-2681.9576,-3495.7576,133.8975,5145.0657,-5015.1232,-2374.8213,4061.0740,5365.4820,1230.2177,2302.4548,2325.9550,1587.1107,-4154.3602,-4252.4339,-5478.8100,4344.6693,2180.2592,-5597.7069,-3124.7472,-3680.8660,4576.2871,1221.1641,3184.5372,1745.4213,4246.5091,5345.2415,5456.3640,4114.9983,3107.6349,5066.7406,839.7107,5283.0847,-4329.7834,1999.9411,-5636.7498,-474.9158,-4405.2315,-6113.7340,3983.1883,1312.1267,-6361.1753,-3110.0694,2770.5304,-1999.8619,4165.1037,6360.0187,-2114.7186,-311862.4344,-339699.0953,-322063.1666,-319276.5361,-326416.5367,-323123.9803,-325807.3686,-325021.4291,20203342.8682,20136810.2981,20179935.5398,20176990.2534,-323631.1062,20183250.3522,-4132.4352,-5419.1367,-4438.8088,5466.6726,0.0000,3938.5678,1941.3256,-949.1162,2144.2151,-2780.8988,1433.3311,-2730.3908,-1285.0902,-2142.9536,-4900.7563,4693.2761,5136.1770,1775.9095,4637.6177,-4677.1315,890.0143,-3273.1025,1298.6535,-5420.5312,4107.5778,-6887.0457,724.9795,5429.0470,-406.1479,-4265.0917,2707.0802,-3393.8897,4866.5741,-901.4640,-4109.5783,1315.5613,-5432.1159,-2983.6795,4543.0673,-149.0622,3931.8559,-1477.1269,-529.3314,3164.9210,-4666.7074,996.3179,-351.0634,-4516.3258,-1568.3075,1889.6476,3011.3358,5321.6711,-636.4237,-4655.7622,5235.2936,778.9767,-1083.4556,-3911.1393,-2754.6602,-5409.3997,-2685.7107,4302.2892,5537.0230,-2816.5175,3679.0748,-4005.0694,3926.4864,678.0929,4855.9033,-2986.8491,-827.2595,-6216.4695,-843.2500,885.0581,-192.4601,1416.3545,-2247.2596,4654.8038,2870.3235,2501.9020,5055.3906,4705.9931,-4550.1235,4561.1547,-4209.4475,4898.7040,-5393.2031,-2530.0050,-2771.7687,3864.5244,2105.6434,5026.3462,1981.2159,-2689.2454,5679.0059,1361.0247,5499.8129,5024.8806,-2710.4724,-3085.2766,-85541.7208,-89165.3464,-89995.8572,-86505.7124,-83119.5895,-91680.3248,-98469.9277,-88405.0416,-62141605.2029,-62142742.5266,-62163727.4114,-62149600.7906,-89488.4765,-62142761.2255,
