sl_20_5400_20240218 Coordinates.csv
2024/02/18 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:27 2024,
Start: 2024/02/18 07:47:00.00, Stop: 2024/02/18 09:17:00.00,
TIME_UNITS,STARLINK-5087 - X-Coordinate,STARLINK-1039 - X-Coordinate,STARLINK-6220 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-5781 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-30474 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-30780 - X-Coordinate,STARLINK-5648 - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-11157 [DTC] - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-1526 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5087 - Y-Coordinate,STARLINK-1039 - Y-Coordinate,STARLINK-6220 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-5781 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-30474 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-30780 - Y-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-11157 [DTC] - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-1526 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5087 - Z-Coordinate,STARLINK-1039 - Z-Coordinate,STARLINK-6220 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-5781 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-30474 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-30780 - Z-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-11157 [DTC] - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-1526 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-5201.1976,-3837.4106,3354.4102,-1914.4421,-4740.4952,-1031.3633,-1134.1477,-5884.9450,-4490.4517,-6087.3258,6047.8803,1168.4213,6591.7937,-3611.5190,-4546.2726,-403.6406,5212.4838,5956.4397,-4273.2320,5956.4370,341123.8363,326030.3207,324939.6796,331414.5230,323291.8446,327108.6853,330033.0968,329588.7533,-272147853.7910,-272157231.8471,-272162988.4536,-272143123.7625,329898.3869,-272154606.7986,-4572.3923,-1827.8111,1502.1128,-6469.7165,-1821.1234,5248.6718,6512.0490,3286.9250,4622.3714,-3344.6918,2574.5843,5413.4193,697.9637,5190.2950,-4100.7227,-6918.2404,4295.1751,-138.8045,-5260.0266,-318.5254,100548.4827,81930.5687,104401.1335,105861.2301,103515.1412,105074.3018,97115.2787,100712.3479,161525602.5457,161509744.1296,161498479.2346,161509424.3794,101271.8016,161507135.0585,-403.8843,-5478.6933,-5905.0864,1530.8542,4717.9578,4412.0808,1774.4611,262.3187,2541.9161,124.9181,-2228.0293,4163.7857,2039.4752,2554.0661,3254.4383,-384.6184,1581.2347,3217.8768,778.5858,-3547.5320,184027.9745,181490.9492,178821.6378,186529.4804,185154.0720,174678.5605,173463.8369,178961.1125,-116568365.5654,-116589225.3252,-116583804.6185,-116569306.1716,180651.2775,-116562822.1569,
3000.000,-5999.0957,-4274.3007,2461.3979,-3105.5678,-5373.4591,887.9513,74.6835,-4910.3652,-3778.7970,-6536.0094,6758.3996,3105.3040,6020.0118,-1774.1445,-5058.7670,-1870.3726,6195.9819,6402.5799,-5340.2802,4781.4922,339076.5677,324182.5568,322792.7760,329256.6811,321059.3134,324834.5596,327856.1465,327769.4878,-275607611.0126,-275616740.7598,-275622164.8370,-275602847.5471,327696.0869,-275614319.2796,-3288.9531,300.0082,-429.8270,-6178.7467,211.1014,5842.7136,6845.9813,4139.2520,5750.9983,-1893.4529,1498.6182,5292.5133,-952.9003,5449.3843,-2224.0364,-6414.5262,3122.6226,-1548.5545,-4174.5300,-1712.8960,107805.8697,88745.8125,111429.2890,112726.8639,110388.5772,111994.5648,104103.0827,107915.3167,155546813.4553,155531065.4122,155519501.5111,155531123.5019,108179.1734,155528260.8711,1136.8110,-5452.3557,-6491.4032,-273.5349,4375.0875,3629.6712,-26.2017,2055.6927,818.5967,-1404.6617,-474.1538,3221.2064,3305.6370,3693.6122,4185.9549,-1883.1226,60.3568,1579.5769,-779.3475,-4731.0898,184107.6473,181518.5727,178922.9743,186432.4196,185338.6273,174915.8915,173348.9432,178895.5640,-116564095.0530,-116584990.8953,-116579843.2778,-116564952.0633,180690.2800,-116558786.4426,
3300.000,-6222.9080,-4350.8429,1395.0774,-3990.8062,-5524.2850,2698.8515,1276.0664,-3396.6998,-2701.5098,-6361.8853,6801.9946,4727.8533,4879.8473,261.3534,-5121.3447,-3174.6141,6579.8868,6176.5680,-5868.4264,3159.6133,336871.7379,322192.6205,320503.0637,326955.2238,318685.5147,322417.0618,325531.0256,325786.6569,-278936045.1415,-278944932.4834,-278950012.1592,-278931282.8606,325349.2254,-278942705.1550,-1678.4255,2384.8166,-2359.6382,-5272.4515,2203.7699,5898.6330,6476.5552,4567.9636,6306.2570,-248.1366,280.1613,4686.6690,-2540.0519,5185.0756,-123.8582,-5292.0175,1648.6032,-2776.9678,-2658.1386,-2987.4898,115021.8555,95520.6107,118407.4524,119544.0411,117212.3534,118861.7056,111045.1826,115106.0721,149493946.5626,149478319.8987,149466469.2578,149478741.7572,115038.7244,149475310.4264,2555.8678,-4844.7256,-6393.0496,-2048.5017,3564.7063,2459.5676,-1823.9837,3610.0325,-992.5354,-2784.8187,1330.3503,1933.6824,4218.3457,4418.1356,4670.0717,-3180.8044,-1466.9902,-240.0228,-2249.7517,-5411.1981,184186.3111,181546.0375,179027.5641,186329.2152,185519.6089,175159.1769,173239.4067,178961.3849,-116559821.9236,-116580750.7991,-116575875.9358,-116560587.7234,180729.1711,-116554750.5116,
3600.000,-5859.9610,-4052.1857,262.7412,-4501.1887,-5170.9486,4233.0803,2367.4433,-1499.6622,-1347.5113,-5589.4047,6177.5564,5883.6726,3286.6050,2289.9879,-4732.9055,-4203.3056,6334.4481,5294.2894,-5815.1146,1254.7911,334510.2502,320061.3745,318071.5950,324511.1064,316171.4098,319857.6637,323058.6829,323614.1334,-282131570.8479,-282140222.1003,-282144945.9830,-282126844.3683,322858.8393,-282138179.1646,113.4914,4221.7459,-4090.3831,-3833.5928,3966.9553,5401.9765,5442.9394,4543.8514,6243.6862,1444.1171,-980.7445,3643.1750,-3917.4298,4431.3100,1996.6018,-3660.6969,2.7931,-3713.3100,-855.8273,-4023.9504,122192.9209,102252.0006,125332.5076,126309.5568,123983.6494,125672.5497,117938.2773,122256.0965,143369885.8586,143354391.3516,143342266.7129,143355160.8962,121847.4304,143351167.8654,3701.4594,-3720.1686,-5620.3608,-3603.2242,2373.3255,1026.7098,-3419.2546,4744.7101,-2697.3574,-3869.0564,2992.5869,439.0656,4680.2025,4646.4452,4655.2340,-4139.6628,-2837.7451,-2032.1334,-3467.7117,-5516.1687,184263.9870,181573.3444,179135.2823,186219.7124,185697.0247,175408.5041,173135.1598,179155.1790,-116555546.2843,-116576504.9568,-116571902.5159,-116556213.5646,180767.9508,-116550714.3640,
3900.000,-4953.3352,-3394.5725,-829.6964,-4603.3654,-4337.2000,5351.3128,3255.6242,581.0893,165.5760,-4299.4571,4950.8510,6467.2681,1397.4970,4105.1928,-3931.1087,-4866.8855,5490.7777,3842.6323,-5195.7541,-744.4837,331993.0856,317789.7433,315499.4872,321925.3411,313518.0249,317157.9306,320440.1441,321230.6880,-285192666.1257,-285201088.0105,-285205445.2072,-285188009.9447,320226.0289,-285199219.3782,1921.1462,5631.5417,-5440.8328,-1999.4123,5334.9990,4390.3589,3853.3738,4082.3863,5580.5085,3029.3108,-2178.0033,2250.3919,-4955.3721,3267.4505,3931.2971,-1679.5430,-1667.1830,-4278.3811,1056.5156,-4721.2592,129315.5716,108937.0373,132201.3649,133020.2050,130699.6590,132423.9463,124779.0954,129335.5239,137177549.2450,137162197.4265,137149811.9911,137163296.5574,128602.2899,137158751.2368,4451.1443,-2198.1059,-4254.1808,-4771.1970,928.2402,-515.8245,-4635.5503,5328.1097,-4113.6572,-4542.6208,4334.7932,-1102.5743,4642.0171,4353.0011,4143.0914,-4658.0172,-3905.9252,-3591.5896,-4297.0236,-5035.0293,184340.6954,181600.4941,179245.9975,186103.7488,185870.8830,175663.9611,173036.1377,179464.8096,-116551268.2435,-116572253.2879,-116567922.9408,-116551830.0142,180806.6192,-116546677.9997,
4200.000,-3596.5140,-2425.5282,-1787.3604,-4300.6889,-3091.5786,5955.9156,3864.1972,2623.3389,1701.6679,-2620.4805,3247.2521,6429.7725,-604.0880,5519.8500,-2788.6999,-5106.6346,4136.6185,1970.4173,-4080.5631,-2643.6412,329321.3027,315378.7126,312787.9212,319198.9952,310726.4498,314319.5230,317676.5104,318621.2523,-288117873.0178,-288126072.6555,-288130052.7902,-288113321.3952,317451.9570,-288124367.9211,3574.3627,6478.2828,-6264.5145,51.9798,6182.3069,2951.0133,1873.0731,3240.1897,4392.2353,4360.4282,-3208.1516,630.4687,-5552.7329,1809.8141,5491.4222,459.2278,-3208.9479,-4430.5409,2889.3579,-5005.3828,136386.3394,115572.7954,139010.9626,139672.7771,137357.5915,139112.7685,131564.3959,136315.0339,130919887.1440,130904688.2815,130892055.6935,130906096.8795,135300.3251,130901011.1060,4724.9303,-440.8047,-2437.9886,-5427.9097,-616.0660,-2003.3187,-5338.9744,5292.6864,-5090.7066,-4734.3884,5213.5691,-2526.2973,4107.9158,3570.6828,3188.2981,-4680.9956,-4558.1043,-4740.6320,-4645.2267,-4018.5654,184416.4556,181627.4875,179359.5726,185981.1532,186041.1924,175925.6363,172942.2788,179870.4096,-116546987.9105,-116567995.7107,-116563937.1329,-116547437.5163,180845.1761,-116542641.4187,
4500.000,-1923.4266,-1221.3371,-2534.4416,-3630.9990,-1542.0840,5999.3294,4139.4501,4406.1473,3118.3901,-715.4815,1238.4155,5782.7431,-2526.4393,6385.6813,-1407.0806,-4899.5486,2406.7986,-127.5139,-2586.2660,-4260.6965,326496.0366,312829.3291,309938.1415,316333.1896,307797.8374,311344.2003,314768.9574,315777.7271,-290905798.3105,-290913783.2124,-290917376.4436,-290901385.1482,314537.8487,-290912231.6680,4914.4712,6683.0074,-6466.1395,2119.1513,6435.0345,1213.3083,-293.4774,2107.8951,2803.5016,5310.7861,-3979.0435,-1071.3674,-5646.7695,200.1410,6524.0042,2548.7626,-4479.0713,-4167.6198,4458.1648,-4837.2263,143401.7835,122156.3701,145758.2681,146264.0602,143954.6739,145735.9146,138290.9694,143167.7131,124599881.0927,124584845.1715,124571979.5011,124586541.1001,141938.5833,124580929.1501,4493.6692,1363.7092,-363.4524,-5503.6464,-2094.5938,-3277.2107,-5452.4387,4642.5387,-5525.0000,-4424.0959,5535.1444,-3680.1300,3134.8890,2387.2001,1892.7885,-4206.1052,-4725.1865,-5348.9674,-4473.5791,-2574.2748,184491.2862,181654.3253,179475.8647,185851.7460,186207.9611,176193.6171,172853.5242,180345.6920,-116542705.3955,-116563732.1431,-116559945.0139,-116543036.5339,180883.6217,-116538604.6211,
4800.000,-95.0788,118.3415,-3019.9139,-2661.7851,173.1368,5487.2782,4054.6022,5733.7981,4280.0150,1233.6817,-875.3757,4595.7936,-4187.9295,6609.1268,92.4583,-4260.5252,469.6398,-2230.8589,-863.8145,-5443.6919,323518.4983,310142.7001,306951.4547,313329.0960,304733.4026,308233.8234,311718.7343,312699.3649,-293555114.1971,-293562892.2566,-293566089.2943,-293550872.9159,311484.9908,-293561482.9065,5809.5209,6231.5144,-6013.2956,3996.9828,6077.3666,-663.0208,-2423.6580,800.3934,974.5969,5785.8965,-4417.8541,-2699.8422,-5219.9182,-1408.0313,6927.2367,4387.3592,-5356.1162,-3525.0558,5601.7151,-4218.0475,150358.4922,128684.8785,152440.2799,152790.8344,150488.1520,152290.3082,144955.6391,149870.8357,118220542.3227,118205679.0279,118192594.7538,118207638.1380,148514.1382,118201516.7363,3782.0684,3021.9317,1749.6228,-4990.4407,-3349.6623,-4202.0702,-4963.6034,3452.9525,-5370.7146,-3644.3934,5265.1783,-4441.2832,1826.8240,935.4250,394.9890,-3283.5099,-4389.4459,-5347.9562,-3801.1705,-855.4839,184565.2047,181681.0084,179594.7257,185715.3388,186371.1974,176467.9884,172769.8177,180859.5154,-116538420.8096,-116559462.5022,-116555946.5048,-116538627.5512,180921.9558,-116534567.6068,
5100.000,1715.9412,1478.4073,-3220.3670,-1483.4361,1898.1522,4476.7498,3612.2885,6457.5961,5070.1553,3043.4286,-2885.2994,2988.6577,-5434.3314,6161.8847,1579.2091,-3241.6902,-1489.2886,-4116.7622,916.6354,-6085.2932,320389.9741,307319.9931,303829.2295,310187.9349,301534.4219,304990.3589,308527.1628,309392.7413,-296064558.9106,-296072138.3934,-296074930.5157,-296060522.3235,308294.7313,-296070859.9697,6167.3784,5175.2340,-4941.4972,5496.7172,5151.8223,-2502.6405,-4299.2551,-554.6350,-914.6942,5732.9317,-4477.8700,-4103.6647,-4302.6568,-2863.9389,6660.8662,5797.8385,-5752.0627,-2571.0091,6198.5739,-3191.4258,157253.0841,135155.4608,159054.0286,159249.8705,156955.2926,158772.8983,151555.2619,156407.5061,111784910.3255,111770229.0243,111756941.0156,111772425.1629,155024.0911,111765813.4878,2666.1029,4355.9746,3676.9494,-3942.8346,-4247.7898,-4679.8412,-3926.0983,1861.9451,-4644.2165,-2477.5899,4432.3278,-4728.9834,323.5026,-621.4892,-1145.0258,-2010.9849,-3586.3324,-4737.8383,-2702.9015,954.6393,184638.2282,181707.5374,179716.0022,185571.7345,186530.9090,176748.8311,172691.1060,181377.6967,-116534134.2648,-116555186.7047,-116551941.5263,-116534211.0761,180960.1785,-116530530.3759,
5400.000,3341.7562,2738.0599,-3139.7043,-201.1428,3473.3705,3069.3437,2845.1569,6493.1257,5403.3165,4545.6428,-4594.6942,1118.8496,-6153.3430,5084.6415,2924.3270,-1928.7098,-3284.7096,-5583.0277,2582.2598,-6132.8802,317111.8247,304362.4350,300572.8950,306910.9718,298202.2323,301615.8836,305195.6359,305871.3111,-298432937.3243,-298440326.8583,-298442705.9278,-298429137.5071,304968.4786,-298439167.8367,5945.4828,3625.1013,-3351.5746,6464.8656,3753.8487,-4130.8886,-5728.5786,-1828.9972,-2682.4831,5146.8832,-4143.5782,-5149.3030,-2971.8694,-4033.7136,5750.3299,6644.8296,-5621.2317,-1399.2331,6180.2383,-1841.0925,164082.2098,141565.2817,165596.5785,165637.9259,163353.3847,165180.6599,158086.7299,162768.0784,105296051.4044,105281561.1278,105268084.6254,105283966.1514,161465.5723,105276885.8351,1265.0283,5222.8675,5214.1078,-2472.4246,-4693.7207,-4659.9415,-2453.9932,54.4324,-3422.4185,-1047.2789,3125.3430,-4512.7361,-1214.3995,-2108.6152,-2562.8340,-523.8664,-2400.9261,-3587.6524,-1301.4585,2662.6902,184710.3728,181733.9132,179839.5360,185420.7275,186687.1035,177036.2195,172617.3382,181865.0733,-116529845.8738,-116550904.6667,-116547929.9984,-116529787.6434,180998.2898,-116526492.9284,
