sl_100_5400_20240819 Coordinates.csv
2024/08/19 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:15 2024,
Start: 2024/08/19 07:47:00.00, Stop: 2024/08/19 09:17:00.00,
TIME_UNITS,STARLINK-6029 - X-Coordinate,STARLINK-5808 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-3883 - X-Coordinate,STARLINK-4580 - X-Coordinate,STARLINK-31807 - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-31348 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-2428 - X-Coordinate,STARLINK-11105 [DTC] - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-1091 - X-Coordinate,STARLINK-3777 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-2396 - X-Coordinate,STARLINK-5059 - X-Coordinate,STARLINK-5952 - X-Coordinate,STARLINK-1867 - X-Coordinate,STARLINK-5178 - X-Coordinate,STARLINK-4362 - X-Coordinate,STARLINK-30129 - X-Coordinate,STARLINK-1351 - X-Coordinate,STARLINK-1073 - X-Coordinate,STARLINK-6184 - X-Coordinate,STARLINK-1608 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-31863 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-32183 - X-Coordinate,STARLINK-1802 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-5852 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-30164 - X-Coordinate,STARLINK-5349 - X-Coordinate,STARLINK-31811 - X-Coordinate,STARLINK-1720 - X-Coordinate,STARLINK-4532 - X-Coordinate,STARLINK-31034 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-5857 - X-Coordinate,STARLINK-3702 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-5226 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-3685 - X-Coordinate,STARLINK-3896 - X-Coordinate,STARLINK-31625 - X-Coordinate,STARLINK-3452 - X-Coordinate,STARLINK-31805 - X-Coordinate,STARLINK-31008 - X-Coordinate,STARLINK-3004 - X-Coordinate,STARLINK-30128 - X-Coordinate,STARLINK-1255 - X-Coordinate,STARLINK-4075 - X-Coordinate,STARLINK-3763 - X-Coordinate,STARLINK-31596 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-3982 - X-Coordinate,STARLINK-30589 - X-Coordinate,STARLINK-5323 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-30920 - X-Coordinate,STARLINK-2520 - X-Coordinate,STARLINK-1682 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-30855 - X-Coordinate,STARLINK-30858 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-1922 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-31342 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-3862 - X-Coordinate,STARLINK-31501 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-31691 - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-4540 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-2362 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6029 - Y-Coordinate,STARLINK-5808 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-3883 - Y-Coordinate,STARLINK-4580 - Y-Coordinate,STARLINK-31807 - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-31348 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-2428 - Y-Coordinate,STARLINK-11105 [DTC] - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-1091 - Y-Coordinate,STARLINK-3777 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-2396 - Y-Coordinate,STARLINK-5059 - Y-Coordinate,STARLINK-5952 - Y-Coordinate,STARLINK-1867 - Y-Coordinate,STARLINK-5178 - Y-Coordinate,STARLINK-4362 - Y-Coordinate,STARLINK-30129 - Y-Coordinate,STARLINK-1351 - Y-Coordinate,STARLINK-1073 - Y-Coordinate,STARLINK-6184 - Y-Coordinate,STARLINK-1608 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-31863 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-32183 - Y-Coordinate,STARLINK-1802 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-30164 - Y-Coordinate,STARLINK-5349 - Y-Coordinate,STARLINK-31811 - Y-Coordinate,STARLINK-1720 - Y-Coordinate,STARLINK-4532 - Y-Coordinate,STARLINK-31034 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-5857 - Y-Coordinate,STARLINK-3702 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-5226 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-3685 - Y-Coordinate,STARLINK-3896 - Y-Coordinate,STARLINK-31625 - Y-Coordinate,STARLINK-3452 - Y-Coordinate,STARLINK-31805 - Y-Coordinate,STARLINK-31008 - Y-Coordinate,STARLINK-3004 - Y-Coordinate,STARLINK-30128 - Y-Coordinate,STARLINK-1255 - Y-Coordinate,STARLINK-4075 - Y-Coordinate,STARLINK-3763 - Y-Coordinate,STARLINK-31596 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-3982 - Y-Coordinate,STARLINK-30589 - Y-Coordinate,STARLINK-5323 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-30920 - Y-Coordinate,STARLINK-2520 - Y-Coordinate,STARLINK-1682 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-30855 - Y-Coordinate,STARLINK-30858 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-1922 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-31342 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-3862 - Y-Coordinate,STARLINK-31501 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-31691 - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-4540 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-2362 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6029 - Z-Coordinate,STARLINK-5808 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-3883 - Z-Coordinate,STARLINK-4580 - Z-Coordinate,STARLINK-31807 - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-31348 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-2428 - Z-Coordinate,STARLINK-11105 [DTC] - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-1091 - Z-Coordinate,STARLINK-3777 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-2396 - Z-Coordinate,STARLINK-5059 - Z-Coordinate,STARLINK-5952 - Z-Coordinate,STARLINK-1867 - Z-Coordinate,STARLINK-5178 - Z-Coordinate,STARLINK-4362 - Z-Coordinate,STARLINK-30129 - Z-Coordinate,STARLINK-1351 - Z-Coordinate,STARLINK-1073 - Z-Coordinate,STARLINK-6184 - Z-Coordinate,STARLINK-1608 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-31863 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-32183 - Z-Coordinate,STARLINK-1802 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-30164 - Z-Coordinate,STARLINK-5349 - Z-Coordinate,STARLINK-31811 - Z-Coordinate,STARLINK-1720 - Z-Coordinate,STARLINK-4532 - Z-Coordinate,STARLINK-31034 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-5857 - Z-Coordinate,STARLINK-3702 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-5226 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-3685 - Z-Coordinate,STARLINK-3896 - Z-Coordinate,STARLINK-31625 - Z-Coordinate,STARLINK-3452 - Z-Coordinate,STARLINK-31805 - Z-Coordinate,STARLINK-31008 - Z-Coordinate,STARLINK-3004 - Z-Coordinate,STARLINK-30128 - Z-Coordinate,STARLINK-1255 - Z-Coordinate,STARLINK-4075 - Z-Coordinate,STARLINK-3763 - Z-Coordinate,STARLINK-31596 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-3982 - Z-Coordinate,STARLINK-30589 - Z-Coordinate,STARLINK-5323 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-30920 - Z-Coordinate,STARLINK-2520 - Z-Coordinate,STARLINK-1682 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-30855 - Z-Coordinate,STARLINK-30858 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-1922 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-31342 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-3862 - Z-Coordinate,STARLINK-31501 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-31691 - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-4540 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-2362 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-556.5890,851.8865,2294.6018,566.3852,6195.8066,-6909.5439,6092.7756,6668.4127,-1351.3433,354.1231,1543.7504,3349.4577,-2169.3309,-5430.5204,4417.8605,2630.2623,3492.8513,-2092.1173,-5839.0625,-3427.0857,5529.0826,-3878.2096,4119.9517,-1179.9189,4191.4907,5165.9508,5703.9865,-441.1353,3023.0554,3927.0466,-4133.2887,-2051.4621,-2816.6904,-3830.0448,-3568.5145,1183.1053,-48.2555,14.1603,4869.1607,4043.0157,-3243.1352,-5990.4964,4770.1896,-219.4155,-4532.9172,2894.6242,2815.8275,5021.1447,6148.2113,1767.7818,669.6479,-578.4716,-2377.7811,-6140.1132,1452.0217,-2083.4228,4405.8223,-4832.4873,4768.6225,-3077.4810,3987.7080,3623.1019,-5365.1050,-884.6424,6556.5842,-3053.5507,1728.5118,4068.8357,-4740.5590,4163.9954,3134.3368,-1868.6147,-1864.7426,4185.0766,4949.6113,-2623.2712,-404.0871,-3578.7879,6399.6316,-747.3148,-6673.5265,948.4280,4105.5799,5925.3206,5297.6048,-6359.5728,-44.8680,-2626.0808,-3599.3922,2970.5827,-3643.0605,-421.0914,6435.4344,6532.0773,2544.9259,2032.1002,-4392.8983,-1110.3794,-4833.8134,4784.4328,170997.3866,172429.0830,180432.7125,174173.8455,181795.1045,177978.8802,175701.7678,174488.1182,-206227930.8679,-206228596.4787,-206234352.1755,-206215676.8482,175579.1786,-206219706.9786,-4273.1710,6881.3214,1876.8779,-4687.2241,1754.3577,312.5859,-1334.9402,1392.3339,-5035.2914,5506.3531,5692.0157,-2449.6180,-6523.2375,503.9436,3595.4297,-5851.1288,-2748.8744,6083.3340,2002.6644,4511.9554,-3028.8639,4480.8464,-4308.6190,-5462.9157,928.2346,2708.8068,-3944.7630,-4447.8657,6119.8138,3374.3197,-547.7398,5206.1049,5178.5465,-5419.0920,-5309.6405,-6502.6353,-4277.9817,5077.1954,660.2390,1314.2780,-4906.9981,-1641.1925,-2141.2985,5371.9411,-1920.1622,-3904.1654,3149.9854,4589.7949,-2685.2347,-6517.2828,6530.1294,-2310.3879,5031.4217,-2010.4592,5516.2382,4861.9109,-4018.1089,4099.2565,-3608.4411,-6077.2495,1244.0405,4359.5440,260.1528,1482.9724,252.9979,-3760.1251,6563.1263,1266.3195,-3122.7675,284.8376,-3793.3176,4997.1312,-3718.4759,2056.5067,3721.6873,5170.8995,4380.9448,-5114.4668,-2276.4994,4890.9239,230.9255,4342.0837,-3224.9409,3016.4700,725.2131,-2202.6672,6907.6107,-4849.4421,2482.8546,-4204.7827,-5882.9772,4138.8974,2256.8420,-1376.7362,4707.9931,3639.7396,2679.3091,-4452.2692,-1369.0145,-4994.5245,-305627.1250,-291218.1977,-300286.5717,-302180.3805,-299626.9730,-300684.3435,-292499.8714,-297834.6587,-21933986.8902,-21952227.8941,-21950058.4401,-21939795.2258,-297126.5703,-21948121.1525,5446.8450,-40.1172,-6292.9704,5048.9405,-2393.1297,531.0182,-3002.8268,1208.9617,-4407.5520,4224.6561,3419.6872,5526.6463,849.3787,-3964.9858,3782.0049,-2619.0885,5293.1440,2575.3884,-3130.4087,3961.1183,2858.1235,3564.7305,3536.6756,4091.9828,-5432.0158,3758.0939,-196.9089,-5295.6894,-1185.3431,-4622.9238,5526.6450,3746.5956,3646.8855,-1591.3457,2625.1230,1753.0051,5438.5165,-4706.3666,4872.4132,-5504.3349,-3714.1779,-3052.6300,4548.4149,4377.2810,-4757.5294,4925.1362,5469.7038,-855.3985,-1772.8703,969.2949,-1976.7506,6522.4597,4100.9350,2491.3471,3965.2623,4451.7964,3302.9961,2767.5067,-3487.8803,361.2763,-5520.5252,3784.8644,4266.3642,-6729.9749,-2257.1774,-4958.9213,1332.6376,5424.0149,-3791.7129,-5537.9646,-4879.5244,-4410.7840,5448.6125,-5162.7215,3075.5463,3622.8785,5340.2130,-3014.1196,1398.2986,-4854.3066,1872.3641,5309.7235,-4574.0866,-1989.5681,4409.4070,-373.1171,-658.5988,4187.9237,-5366.6539,-4550.1192,-312.4725,5518.2607,-191.3676,-1894.1290,-4236.1352,-5538.3340,-4487.3306,-5185.2445,4760.4937,423.3067,-112527.9165,-111948.4904,-115229.4132,-106691.9611,-109686.6080,-120341.2652,-119157.8107,-114396.1940,86871553.5811,86874599.5670,86860937.3497,86851269.9237,-113183.2760,86859307.3228,
300.000,-1505.4873,2289.9898,2384.7128,-1197.9185,5865.2720,-6626.1265,4796.2453,6891.2499,-3164.2631,1233.8248,3332.7816,2042.1972,-3275.8364,-5896.3259,4487.0113,1575.9937,2607.1881,-967.7085,-5823.4548,-1509.9179,3996.1862,-3157.0233,2218.4258,-2471.6578,4021.1125,5710.2678,4545.9855,-2448.6029,3841.5056,5326.3450,-4337.2682,-870.5993,-805.8884,-4713.0198,-4134.7834,-206.0658,-2127.6643,1749.5221,4060.6706,5593.2981,-3152.5316,-6762.4449,3383.3537,1755.8201,-4224.4392,802.1709,4035.1216,5424.7440,4888.9405,269.6703,1939.1171,-2702.8194,-467.3363,-6828.7940,1893.9415,-849.0028,2550.4134,-3207.3313,3022.0053,-4229.2864,4252.3865,4508.6827,-4519.9454,-914.6042,6763.6539,-3830.4854,2746.1515,4920.9011,-5045.6554,3991.9947,2160.1880,73.4215,-3806.2747,3182.3909,4946.9790,-783.4765,1691.9941,-4119.5712,5292.6415,1189.7425,-6693.8620,2975.3337,2376.7224,5989.2663,4885.0202,-6323.8985,1458.6541,-3480.3750,-2752.4407,943.4161,-4523.8100,1747.4651,6644.0430,5509.4896,4401.3027,3826.3558,-3414.0334,-2769.9658,-4264.5365,3601.0146,177596.1330,178578.5901,186587.5558,180361.1712,188065.1862,184265.2824,181874.6222,180586.2596,-205696599.3144,-205696965.9488,-205702897.9700,-205684982.8818,181796.1408,-205688430.0025,-2472.5192,6371.6025,-315.7645,-5479.3881,-30.5161,1793.5655,-2455.1278,200.9493,-3863.5279,6405.8155,5532.7497,-4148.7819,-6028.9553,2097.8501,1692.9678,-6685.1553,-4569.1550,6810.0468,3431.0907,4528.1034,-3740.2055,5820.8106,-4910.4452,-4011.9400,-1238.7809,3559.5567,-4956.6916,-4674.2016,5003.4819,1841.0224,1587.5843,6297.7130,5276.2320,-3961.8181,-3768.5638,-5949.4875,-4481.2861,3963.3849,-1275.9062,632.8433,-3312.5167,-456.5461,-3783.7859,5680.5156,153.7568,-4157.0084,1344.5580,3305.0729,-3835.3767,-6793.3780,6571.0957,-1843.5680,4659.6593,-875.8738,3907.6652,6098.9816,-4724.8362,4484.6295,-4096.1032,-5011.3060,-910.4986,2489.6543,2218.9718,-793.0405,-1320.9858,-1801.0529,5591.5964,-639.6666,-1080.6218,-1873.1001,-5394.2516,4501.5367,-2844.0209,369.3026,1988.6924,4833.8147,3819.2983,-3485.7175,-3510.8526,4108.2769,1782.4190,4327.3856,-4498.8029,1281.0676,-1368.1786,-897.5878,6441.6376,-3082.2306,4347.0029,-4955.9590,-5026.9331,4005.8647,735.9269,-2763.3528,3986.4952,2452.2317,4504.4360,-3092.4593,628.5343,-5500.7216,-301897.5216,-287270.0875,-296679.8778,-298411.1517,-295889.3438,-296997.8997,-288827.7439,-294400.3628,-26430646.4807,-26448856.0246,-26447243.2065,-26436367.5036,-293397.2658,-26444836.3411,6312.3095,1486.9873,-6526.5423,4043.6235,-3577.4198,-1012.1331,-4347.0686,-604.5832,-4654.6568,2402.9685,2187.8809,5137.5444,-962.1247,-2506.8008,4871.1699,-904.3282,4485.8801,856.4727,-1483.5836,4998.9114,4234.3622,2002.4541,4358.3388,5075.0962,-5498.0963,1705.0154,-1709.5661,-4491.1365,-2867.2981,-4051.2778,5158.6393,2227.1778,4421.0666,-2945.1480,4061.0424,3359.9498,4825.7011,-5399.8538,5454.9489,-4083.4948,-5242.3368,-1393.1399,4718.3145,3569.0226,-5385.0598,5472.2061,5448.3104,-2583.8673,-3091.4773,-587.1376,-189.9365,6125.9896,5083.0253,762.3518,5420.1903,3148.0560,4197.5513,4170.1842,-4692.6388,1872.1829,-5385.9232,4462.8042,4657.8954,-6841.9953,-796.9217,-5489.5889,3000.2957,4792.4248,-4469.8336,-5351.5192,-3774.2846,-5258.2716,4942.8391,-6174.8403,4399.4975,4768.8719,5515.8122,-4351.5821,2779.8160,-5454.1734,372.6749,4515.5781,-4721.1150,-3266.2770,4721.5747,-2158.4573,-2132.8087,5130.5142,-4630.2852,-4664.2492,1488.8242,5354.1771,1354.1570,-3189.7861,-3363.5731,-5233.5570,-3828.2066,-5541.0223,5413.8145,2182.2881,-112455.2602,-111802.2130,-115060.7818,-106670.2099,-109399.1063,-120061.0661,-119229.4793,-113877.2116,86871256.1456,86874725.9567,86861207.1083,86850695.4291,-113061.8126,86859037.6851,
600.000,-2379.5353,3520.3181,2320.2961,-2810.5951,4973.3982,-5700.9106,3033.3794,6429.8675,-4684.8694,1958.1014,4768.5735,582.5249,-4068.0536,-5745.2085,4147.4951,375.7237,1512.5620,242.6414,-5239.8549,576.7730,2060.9446,-2143.8567,98.0999,-3572.2588,3515.2795,5620.4562,2940.0264,-4195.0100,4311.0131,6232.4009,-4169.5563,378.1271,1296.5207,-5144.0687,-4334.3516,-1609.7144,-3979.9358,3355.1137,2902.1201,6585.3511,-2808.7866,-6863.5252,1701.8330,3542.6172,-3542.1303,-1372.3787,4904.2058,5296.7447,3154.7717,-1261.5943,3008.0121,-4565.3598,1518.4357,-6840.5473,2215.3088,435.2079,431.4771,-1246.9352,967.1201,-4966.6801,4156.5577,4978.1488,-3261.3305,-750.8224,6318.5732,-4290.7790,3524.4576,5324.7024,-4882.2499,3487.6633,1014.8536,2037.9735,-5374.0902,1922.0711,4495.5996,1167.6372,3639.3276,-4302.1884,3670.3886,3042.6391,-6067.4477,4694.5922,443.7755,5498.3905,4042.8170,-5617.2616,2841.5913,-4048.1352,-1684.5468,-1163.4824,-4970.3323,3742.3472,6179.1468,3958.9071,5807.4288,5270.9160,-2125.6401,-4200.2036,-3327.6644,2044.4911,184115.4891,184642.0862,192661.7351,186468.0310,194252.5537,190473.5533,187970.8748,186711.4252,-205067230.8029,-205067298.6345,-205073373.5871,-205056260.0078,187933.9468,-205059113.3606,-451.4477,5242.4085,-2474.7592,-5759.2343,-1838.8479,3110.7288,-3380.6848,-1017.1685,-2335.6794,6665.0747,4826.1769,-5464.8077,-4933.7267,3442.4463,-402.6326,-6855.8228,-5944.0076,6863.0605,4505.6687,4147.4553,-4128.3700,6575.8643,-5078.6945,-2186.6620,-3288.8018,4043.1599,-5503.5353,-4486.0334,3382.7673,163.4422,3553.2112,6713.0274,4903.6108,-2092.1470,-1840.8207,-4798.3975,-4292.9493,2500.9421,-3119.1266,-59.4881,-1360.9662,757.8011,-5091.6568,5468.6238,2232.4600,-4060.1532,-558.9076,1663.4387,-4644.8768,-6378.1056,5939.8505,-1269.8914,3874.6540,336.8090,1903.9374,6738.4643,-4990.9189,4468.4467,-4230.7277,-3426.9551,-2964.4036,371.4409,3980.8895,-2982.8419,-2759.9020,321.8354,4060.5222,-2449.3140,1078.4747,-3847.4393,-6467.8182,3612.1933,-1734.6981,-1406.1341,32.8985,4045.0004,2939.1419,-1502.8151,-4431.8479,2972.9852,3157.9257,3934.2520,-5377.3098,-599.3164,-3343.7693,527.4925,5356.2099,-1018.1101,5789.7369,-5257.6572,-3663.4503,3535.5524,-872.7734,-3913.6570,2892.6582,1075.5684,5878.3413,-1471.3927,2592.1005,-5480.6905,-298020.8085,-283199.8185,-292941.1551,-294511.6062,-292018.1298,-293177.1864,-285029.6633,-290760.1171,-30914568.3830,-30932733.1593,-30931682.8707,-30920243.6969,-289537.8611,-30928816.5450,6508.6168,2854.7809,-6071.7929,2602.6959,-4368.6991,-2447.1791,-5224.9045,-2353.0576,-4381.3171,326.1897,710.0641,4195.2001,-2670.4192,-757.0911,5418.0084,907.4746,3195.4360,-954.2477,322.9607,5498.2142,5155.6648,224.4073,4713.8303,5514.7548,-4975.2434,-529.9573,-3039.7131,-3206.0807,-4241.9965,-3048.0563,4237.9928,448.0455,4722.4730,-3968.8167,5059.2315,4592.1539,3694.9179,-5514.7511,5452.0837,-2230.2478,-6216.7000,416.3650,4383.7257,2379.3929,-5416.1364,5431.9614,4840.4179,-4026.7155,-4080.4300,-2077.6690,1617.9000,5080.0364,5517.5485,-1048.5325,6299.9067,1505.0782,4620.1627,5123.4058,-5394.1662,3172.5324,-4674.0784,4639.0651,4535.9338,-6230.5444,748.5040,-5434.3810,4344.4076,3641.5220,-4648.0641,-4594.3768,-2264.8713,-5542.0695,3891.6642,-6535.5502,5249.3140,5383.7531,5099.5425,-5224.0110,3863.8755,-5471.7258,-1166.8825,3237.6523,-4365.6704,-4194.8693,4528.9385,-3692.7620,-3379.4634,5523.3162,-3397.0405,-4266.7013,3130.1162,4613.5336,2747.4086,-4145.2934,-2114.0512,-4369.9017,-2740.5699,-5303.4140,5486.4235,3707.0950,-112382.8306,-111657.4484,-114888.2593,-106653.3979,-109115.0920,-119775.2800,-119295.0461,-113293.8703,86870953.0096,86874842.3158,86861474.1257,86850137.7031,-112940.2640,86858767.8719,
