sl_5_5400_20240308 Coordinates.csv
2024/03/08 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:15 2024,
Start: 2024/03/08 07:47:00.00, Stop: 2024/03/08 09:17:00.00,
TIME_UNITS,STARLINK-2740 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-32154 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-5346 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2740 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-32154 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2740 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-32154 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3461.9974,2229.9888,2140.4141,-4241.6109,-5621.7606,-251699.6489,-268329.9747,-267522.3035,-262266.8787,-268432.8223,-264972.8074,-260484.8696,-261122.9500,-246389748.8450,-246390254.6553,-246395373.5965,-246386156.0580,-261797.8777,-246386662.5473,2910.4594,-3973.4361,6332.0792,-3398.5680,-2004.4696,217636.4373,214605.9353,218027.7545,222849.4884,218081.3291,220363.6496,213218.4648,218162.9275,193422366.7253,193430353.0330,193443148.0974,193433937.5894,217762.9414,193441554.6022,-5255.2474,5210.7010,1452.8868,4311.9713,3529.7923,-115738.1251,-119796.9718,-120975.1037,-111945.7484,-115682.0500,-126229.3639,-124353.4902,-120415.9362,-91606314.1523,-91587692.6632,-91596325.6393,-91620676.7360,-118763.7914,-91612613.4156,
300.000,5068.2616,84.9764,3319.7666,-2650.3988,-5394.1000,-256079.4561,-272674.4394,-272058.1836,-266755.4246,-273022.7125,-269586.2065,-264985.2447,-265428.1735,-250552927.6261,-250553455.6249,-250559055.9320,-250548759.3024,-266330.6271,-250549891.2913,1714.0733,-4161.5123,5971.8897,-2716.0685,-24.8892,212457.8173,209202.3313,212645.0931,217297.3681,212530.9756,214868.0281,207757.1235,212994.5138,187997721.9001,188005379.2690,188018184.0856,188009523.1990,212239.2007,188016990.4851,-4410.0297,5529.5337,-363.0950,5804.9357,4354.7093,-115572.6336,-119671.5751,-120828.3197,-111917.4091,-115389.1862,-125963.7751,-124441.6658,-120047.9172,-91601504.2854,-91582625.8174,-91591359.9284,-91615940.4895,-118646.7090,-91607577.4124,
600.000,6191.9422,-2068.4852,4161.0759,-816.6231,-4681.1748,-260356.7856,-276903.1198,-276475.5538,-271126.1307,-277490.9333,-274083.3995,-269372.7283,-269695.6277,-254596696.2686,-254597232.9652,-254603312.5700,-254591965.8295,-270746.8732,-254593713.3100,395.6478,-4000.5752,4995.1370,-1671.3424,1977.9202,207191.2377,203714.8568,207167.3878,211651.5325,206883.6918,209273.8191,202205.3909,207686.2516,182483507.4251,182490832.2246,182503629.1007,182495581.0925,206621.0879,182502854.9658,-3093.8028,5255.5336,-2138.6606,6679.6373,4714.2895,-115408.1562,-119544.8257,-120677.2900,-111893.9365,-115099.7084,-125692.7029,-124523.5616,-119579.5214,-91596697.0177,-91577563.3255,-91586403.6809,-91611181.5873,-118529.5346,-91602541.2623,
900.000,6715.6600,-4016.0317,4596.8535,1052.1151,-3555.5016,-264529.7616,-281013.8901,-280772.4149,-275377.0611,-281835.7254,-278462.1299,-273645.4669,-273931.5822,-258519128.3780,-258519660.1331,-258526216.2654,-258513852.2081,-275044.6507,-258516202.1303,-928.7212,-3503.3027,3494.3661,-368.9713,3811.0983,201838.5897,198146.2028,201596.9834,205914.3764,201142.1858,203583.3993,196565.2989,202214.7170,176882351.3555,176889340.3834,176902111.9566,176894737.4347,200911.0592,176901775.9539,-1446.6645,4417.8985,-3676.3462,6843.5044,4570.1732,-115244.6614,-119416.6091,-120522.0793,-111875.4280,-114813.6262,-125416.0810,-124599.2699,-119035.7012,-91591892.2457,-91572505.0998,-91581456.6573,-91606400.2469,-118412.2682,-91597504.9653,
1200.000,6580.5616,-5563.8211,4599.5632,2750.1448,-2125.1436,-268596.5448,-285004.6139,-284946.8181,-279506.3311,-286055.3687,-282720.1786,-277801.6423,-278135.4729,-262318355.3903,-262318868.4294,-262325897.6467,-262312552.6113,-279222.0459,-262315489.1038,-2145.7583,-2709.1678,1617.7411,1050.4196,5295.7887,196401.8126,192499.1214,195936.2679,200088.3252,195309.1954,197799.1940,190838.9406,196560.9333,171196923.1626,171203573.6492,171216302.9110,171209659.7071,195111.6120,171216422.7786,355.4092,3106.1661,-4805.8242,6279.2890,3937.7068,-115082.1193,-119286.7951,-120362.7598,-111861.9863,-114530.9449,-125133.8403,-124668.8808,-118446.7934,-91587089.8648,-91567451.0543,-91576518.6199,-91601596.7201,-118294.9099,-91592468.5215,
1500.000,5793.4766,-6558.1501,4182.1060,4096.3451,-523.3453,-272555.3337,-288873.1318,-288996.8652,-283512.1073,-290148.1845,-286855.3636,-281839.4734,-282299.9368,-265992567.4624,-265993047.8885,-266000546.1062,-265986259.7151,-283277.1978,-265989764.2963,-3154.4823,-1681.7678,-446.1193,2425.3803,6284.6981,190882.8926,186776.4256,190187.6722,194175.8322,189387.4868,191923.6762,185028.4677,190712.1655,165429932.4614,165436242.0734,165448912.3908,165443055.4489,189225.2831,165449504.9166,2119.3557,1460.9015,-5402.5790,5046.7469,2884.3530,-114920.5014,-119155.2352,-120199.4116,-111853.7195,-114251.6663,-124845.9090,-124732.4818,-117846.7767,-91582289.7691,-91562401.1050,-91571589.3330,-91596771.2859,-118177.4599,-91587431.9308,
1800.000,4427.1759,-6901.2627,3394.5607,4953.6096,1103.7918,-276404.3656,-292617.2458,-292920.7100,-287392.6085,-294112.5381,-290865.5399,-285757.2178,-286411.2672,-269540014.3335,-269540448.1404,-269548410.6618,-269533225.5698,-287208.2987,-269537277.3508,-3874.3552,-504.2588,-2487.3131,3591.9793,6676.9936,185283.8614,180980.9888,184353.6692,188179.3772,183379.8550,185959.3658,179136.0877,184663.4875,159584127.7192,159590094.5629,159602689.6991,159597670.9791,183254.6485,159603770.7010,3656.0039,-341.2690,-5401.1114,3276.6374,1522.6203,-114759.7808,-119021.7587,-120032.1221,-111850.7417,-113975.7894,-124552.2125,-124790.1579,-117271.2075,-91577491.8517,-91557355.1697,-91566668.5628,-91591924.2440,-118059.9181,-91582395.1934,
2100.000,2613.4864,-6561.4129,2318.0157,5243.2555,2610.5921,-280141.9178,-296234.6991,-296716.5590,-291146.1065,-297946.8405,-294748.5991,-289553.1738,-290450.3150,-272959006.1596,-272959379.2448,-272967800.7914,-272951762.4414,-291013.5954,-272956338.3208,-4251.2996,726.9536,-4295.7953,4403.4594,6428.9759,179606.7952,175115.7419,178436.7725,182101.4637,177289.1223,179908.8286,173164.0615,178418.9689,153662294.9454,153667917.5703,153680421.7021,153676290.0965,177202.3215,153682006.0114,4800.6765,-2106.8361,-4801.6720,1157.2805,-1.9045,-114599.9320,-118886.1686,-119860.9860,-111853.1728,-113703.3107,-124252.6735,-124841.9911,-116754.8442,-91572696.0046,-91552313.1679,-91561756.0782,-91587055.9103,-117942.2848,-91577358.3091,
2400.000,530.1234,-5575.8013,1056.3292,4952.6405,3864.8597,-283766.3082,-299723.1512,-300382.6728,-294770.9268,-301649.5501,-298502.4691,-293225.6811,-294393.8527,-276247914.3177,-276248212.4954,-276257087.2370,-276240243.6245,-294691.3895,-276245318.4755,-4261.1048,1909.8085,-5682.6693,4748.8578,5559.1781,173853.8131,169183.6693,172439.5356,175944.6167,171118.1382,173774.6761,167114.7012,171992.2860,147667256.3639,147672533.7651,147684931.5002,147681732.7621,171070.9521,147687032.9462,5430.9096,-3646.5758,-3670.1974,-1085.4449,-1526.2487,-114440.9306,-118748.2361,-119686.1054,-111861.1390,-113434.2254,-123947.2121,-124888.0605,-116329.0380,-91567902.1189,-91547275.0207,-91556851.6507,-91582166.6125,-117824.5599,-91572321.2781,
