sl_100_5400_20240202 Coordinates.csv
2024/02/02 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:14 2024,
Start: 2024/02/02 07:47:00.00, Stop: 2024/02/02 09:17:00.00,
TIME_UNITS,STARLINK-31884 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-31875 - X-Coordinate,STARLINK-4672 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-30225 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-5984 - X-Coordinate,STARLINK-1063 - X-Coordinate,STARLINK-3541 - X-Coordinate,STARLINK-5833 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-31251 - X-Coordinate,STARLINK-31072 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-1364 - X-Coordinate,STARLINK-3515 - X-Coordinate,STARLINK-31417 - X-Coordinate,STARLINK-5875 - X-Coordinate,STARLINK-4062 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-5894 - X-Coordinate,STARLINK-30091 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-5161 - X-Coordinate,STARLINK-3608 - X-Coordinate,STARLINK-30392 - X-Coordinate,STARLINK-31811 - X-Coordinate,STARLINK-30785 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-2689 - X-Coordinate,STARLINK-4033 - X-Coordinate,STARLINK-3572 - X-Coordinate,STARLINK-4563 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-5816 - X-Coordinate,STARLINK-6215 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-5988 - X-Coordinate,STARLINK-5424 - X-Coordinate,STARLINK-4652 - X-Coordinate,STARLINK-3129 - X-Coordinate,STARLINK-3859 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-3176 - X-Coordinate,STARLINK-3297 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-11177 [DTC] - X-Coordinate,STARLINK-3358 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-3540 - X-Coordinate,STARLINK-1955 - X-Coordinate,STARLINK-3269 - X-Coordinate,STARLINK-4142 - X-Coordinate,STARLINK-32007 - X-Coordinate,STARLINK-5537 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-30982 - X-Coordinate,STARLINK-4073 - X-Coordinate,STARLINK-1604 - X-Coordinate,STARLINK-5548 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-4310 - X-Coordinate,STARLINK-30250 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-3857 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-31766 - X-Coordinate,STARLINK-5583 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-5170 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-1368 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-2737 - X-Coordinate,STARLINK-30146 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-31606 - X-Coordinate,STARLINK-31871 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,STARLINK-4110 - X-Coordinate,STARLINK-2571 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-3523 - X-Coordinate,STARLINK-30109 - X-Coordinate,STARLINK-3949 - X-Coordinate,STARLINK-30228 - X-Coordinate,STARLINK-1829 - X-Coordinate,STARLINK-30589 - X-Coordinate,STARLINK-4659 - X-Coordinate,STARLINK-5933 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31884 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-31875 - Y-Coordinate,STARLINK-4672 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-30225 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-5984 - Y-Coordinate,STARLINK-1063 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-31251 - Y-Coordinate,STARLINK-31072 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-1364 - Y-Coordinate,STARLINK-3515 - Y-Coordinate,STARLINK-31417 - Y-Coordinate,STARLINK-5875 - Y-Coordinate,STARLINK-4062 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-5894 - Y-Coordinate,STARLINK-30091 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-5161 - Y-Coordinate,STARLINK-3608 - Y-Coordinate,STARLINK-30392 - Y-Coordinate,STARLINK-31811 - Y-Coordinate,STARLINK-30785 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-2689 - Y-Coordinate,STARLINK-4033 - Y-Coordinate,STARLINK-3572 - Y-Coordinate,STARLINK-4563 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-5816 - Y-Coordinate,STARLINK-6215 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-5988 - Y-Coordinate,STARLINK-5424 - Y-Coordinate,STARLINK-4652 - Y-Coordinate,STARLINK-3129 - Y-Coordinate,STARLINK-3859 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-3176 - Y-Coordinate,STARLINK-3297 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-11177 [DTC] - Y-Coordinate,STARLINK-3358 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-3540 - Y-Coordinate,STARLINK-1955 - Y-Coordinate,STARLINK-3269 - Y-Coordinate,STARLINK-4142 - Y-Coordinate,STARLINK-32007 - Y-Coordinate,STARLINK-5537 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-30982 - Y-Coordinate,STARLINK-4073 - Y-Coordinate,STARLINK-1604 - Y-Coordinate,STARLINK-5548 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-4310 - Y-Coordinate,STARLINK-30250 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-3857 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-5583 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-5170 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-1368 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-2737 - Y-Coordinate,STARLINK-30146 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-31606 - Y-Coordinate,STARLINK-31871 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,STARLINK-4110 - Y-Coordinate,STARLINK-2571 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-3523 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,STARLINK-3949 - Y-Coordinate,STARLINK-30228 - Y-Coordinate,STARLINK-1829 - Y-Coordinate,STARLINK-30589 - Y-Coordinate,STARLINK-4659 - Y-Coordinate,STARLINK-5933 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31884 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-31875 - Z-Coordinate,STARLINK-4672 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-30225 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-5984 - Z-Coordinate,STARLINK-1063 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-31251 - Z-Coordinate,STARLINK-31072 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-1364 - Z-Coordinate,STARLINK-3515 - Z-Coordinate,STARLINK-31417 - Z-Coordinate,STARLINK-5875 - Z-Coordinate,STARLINK-4062 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-5894 - Z-Coordinate,STARLINK-30091 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-5161 - Z-Coordinate,STARLINK-3608 - Z-Coordinate,STARLINK-30392 - Z-Coordinate,STARLINK-31811 - Z-Coordinate,STARLINK-30785 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-2689 - Z-Coordinate,STARLINK-4033 - Z-Coordinate,STARLINK-3572 - Z-Coordinate,STARLINK-4563 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-5816 - Z-Coordinate,STARLINK-6215 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-5988 - Z-Coordinate,STARLINK-5424 - Z-Coordinate,STARLINK-4652 - Z-Coordinate,STARLINK-3129 - Z-Coordinate,STARLINK-3859 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-3176 - Z-Coordinate,STARLINK-3297 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-11177 [DTC] - Z-Coordinate,STARLINK-3358 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-3540 - Z-Coordinate,STARLINK-1955 - Z-Coordinate,STARLINK-3269 - Z-Coordinate,STARLINK-4142 - Z-Coordinate,STARLINK-32007 - Z-Coordinate,STARLINK-5537 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-30982 - Z-Coordinate,STARLINK-4073 - Z-Coordinate,STARLINK-1604 - Z-Coordinate,STARLINK-5548 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-4310 - Z-Coordinate,STARLINK-30250 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-3857 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-5583 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-5170 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-1368 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-2737 - Z-Coordinate,STARLINK-30146 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-31606 - Z-Coordinate,STARLINK-31871 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,STARLINK-4110 - Z-Coordinate,STARLINK-2571 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-3523 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,STARLINK-3949 - Z-Coordinate,STARLINK-30228 - Z-Coordinate,STARLINK-1829 - Z-Coordinate,STARLINK-30589 - Z-Coordinate,STARLINK-4659 - Z-Coordinate,STARLINK-5933 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5834.1439,-1806.4295,-475.2925,6303.4694,3789.9143,-6668.4094,5766.2156,-4630.4898,5469.9983,-775.3329,-1492.5112,-5388.1439,-2581.7398,2366.1141,-4737.5235,6419.4598,-2056.7223,3761.8956,-5398.2180,6361.5594,288.3268,1055.2363,1223.0911,6151.1650,-5678.1558,-6871.6560,4702.5204,-4450.8074,-736.5046,-4762.1092,-5161.0574,1112.2632,-765.3291,-5761.9358,-5140.9007,-4393.7115,-3992.4717,5914.7007,-1413.2882,-5310.3531,6244.0346,579.8631,2623.0472,6909.9290,-1857.6863,-3584.2944,2429.9807,-6410.0024,6690.0708,-3366.9334,-6627.6402,-3060.8200,-4964.3055,2909.2258,1143.8658,5109.3808,3818.1700,6181.8153,-2307.5895,4821.0622,-2930.4138,-5248.1568,1896.9607,2612.3813,1357.8387,661.1078,-1930.8598,5715.8907,4457.9719,-378.5162,-3871.5465,6039.9239,-949.5105,5646.7205,6403.6923,2766.7936,977.7612,5040.5483,4655.4209,5992.5175,1839.1773,-6686.6132,4929.2569,-6137.3057,-3100.3507,2066.8008,-3281.5906,6443.5563,5644.4841,-2796.8642,2603.5857,2704.1174,-2648.6296,2293.3329,-3710.0085,4828.2865,-5302.2276,-73.9432,3383.4590,-4671.2730,-298759.2179,-319928.3835,-315669.7886,-308518.6292,-316242.8475,-312069.1906,-312462.6986,-310827.9274,-227019053.0398,-227015244.2976,-227010036.9310,-227007704.7420,-310953.1751,-227018700.0563,1308.4126,6486.5213,6841.2178,2889.1407,3502.8546,1839.6493,-3197.2874,-4249.2715,1360.4295,5301.1175,-1989.8836,-2757.1777,-4968.3686,-396.6233,-3286.1654,220.5771,-6512.6023,5543.1234,4338.1034,-2675.3381,-6900.0851,5277.6418,-4928.0609,2341.2391,-2652.5076,-3.4731,-4154.4835,-527.9808,-6639.5444,3063.9332,-223.0956,-5559.6476,4104.6597,550.3323,-328.8094,316.8897,-2394.3544,1386.3783,-6770.1048,-3387.1423,580.9294,6552.7928,558.0907,558.4995,6506.6431,-1371.9219,4924.7522,2487.3180,1621.9651,-3255.2798,-1902.9538,-3188.7987,2678.9109,3051.3673,4028.8385,4424.1945,1770.0472,-2213.9559,-6363.4469,-2546.8765,4012.9479,495.0094,6564.7251,-6064.4386,-2102.1068,6120.3575,5131.2900,-1193.3365,3490.3975,6378.8517,-3233.8738,288.5156,-6045.4961,2456.3465,2707.0498,-5923.9668,-3791.3585,-4440.4131,3750.6886,3189.8944,4245.2248,534.2746,-4043.3711,3012.2606,3206.6419,4795.5154,5105.1957,1436.4439,-3668.9137,-6326.9105,6402.0495,-3170.9366,5346.9574,5101.8644,-2787.5542,-2588.6835,-2036.9913,-4812.3915,-5263.7683,-762.5866,-219282.8417,-241155.3022,-222259.9383,-221040.0385,-221507.6690,-221589.9542,-230002.6397,-225710.8358,225198487.2912,225213402.8128,225217066.4096,225217813.0466,-225498.7166,225215229.8609,-3293.4562,1606.9011,933.2295,238.8043,-4463.8391,108.1834,2121.6896,-2924.1368,-4051.6567,-4230.2224,-6486.1906,3363.3461,-4075.1642,6516.4485,3819.5486,2566.4373,-449.1161,1708.0199,42.7691,643.5896,-466.1072,-4199.9535,-4732.8716,2135.7540,2924.9467,54.2998,2954.2947,-5317.4329,-1886.6871,-3814.6669,4594.1718,-3976.7502,5413.2297,-3654.3900,-4656.2235,-5353.3679,-5137.5026,3325.1427,-293.4231,2884.8162,2920.0352,1809.2033,6407.3946,-309.4061,1532.6154,5774.9338,4224.2828,765.8389,-716.1815,-5101.5988,587.1370,5361.3743,3999.1653,-5493.2030,-5513.1982,-295.4065,-5526.3637,-1813.6177,1430.2889,-4289.3052,-4843.0935,-4488.2897,767.9463,-2149.5090,6477.0154,3189.3927,-4235.4868,-3780.5116,4016.8374,2652.2343,4766.5344,-3407.5896,3241.6283,3159.2720,-136.1378,1957.8327,5737.4378,1654.4578,-3494.5406,-1350.7322,5153.2141,-1296.7228,2742.6492,1181.7079,5290.6685,-4390.5003,-3119.7223,-2079.5864,-99.0175,217.1844,-701.6310,5531.7367,3500.7464,-4108.8624,-5114.2423,-4269.3049,3970.5145,4931.6723,2993.3951,-5095.3288,-99869.2379,-100783.9231,-104250.9227,-95133.2749,-99023.9869,-109543.7659,-107520.9605,-103812.9472,-132674830.2365,-132665745.2872,-132674219.2680,-132685210.5014,-102016.4318,-132686532.4727,
300.000,6510.2083,-406.7543,776.3377,6571.1418,5284.9932,-6048.1663,5340.9814,-5827.4690,6223.8855,1309.4532,427.7112,-6467.6222,-4214.7454,1648.9281,-4661.3829,6785.4852,-3135.8227,4662.4214,-4392.7285,5736.0855,-915.6653,2414.5795,-894.0034,5801.0286,-6610.4776,-6516.2894,2941.6610,-2938.8113,-2284.5829,-4027.0019,-4105.7754,-237.1263,1422.7989,-4493.9391,-4801.4870,-3503.4142,-4172.0834,5190.9720,-2500.7740,-5189.3979,6770.9924,2141.3896,1999.0666,6762.2072,-389.7860,-4834.7241,4106.5805,-5843.6987,6818.0146,-5062.2121,-6482.5832,-2733.1957,-4787.6430,4526.7398,3077.7753,5689.8543,4787.7294,5707.1641,-3229.8559,3057.4194,-855.5148,-3958.3504,2912.7270,1220.3363,-59.5266,2283.0713,-697.1084,5976.3485,2929.0649,902.0739,-2191.4037,5248.0959,-2383.4581,6610.1076,6355.3129,1247.0846,97.1255,3647.5701,4705.5809,6570.8518,3242.0949,-5943.4488,4374.9324,-5406.3444,-1088.6080,4004.1312,-1342.0283,6908.1616,4696.1169,-3774.2695,3528.7006,868.1055,-1618.9042,4147.4442,-4093.2588,3229.6782,-6404.4934,-1900.0473,2125.6745,-3224.4752,-294156.6630,-314795.6876,-310715.3196,-303616.4993,-311425.7885,-307237.5150,-307518.9767,-305474.4832,-231879773.5982,-231876257.9922,-231871161.8931,-231868722.8252,-306071.9675,-231879363.8981,-324.3042,6103.7449,6343.8512,1370.8510,2079.4150,2908.2632,-4399.5694,-3536.0316,-390.7804,4839.4430,-827.6124,-1742.8042,-4816.3106,-2473.7929,-1400.5048,-1062.7897,-5924.9500,4097.1034,5062.4981,-3716.2539,-6725.5858,3821.8065,-5225.8546,834.9993,-1617.1580,1495.0076,-4851.5731,781.2648,-6542.1315,4794.2170,1529.6108,-6446.8900,3984.2265,1927.2852,1796.3606,2291.1302,-265.0750,-245.0331,-6117.1069,-1700.6457,-707.6427,6473.2584,-1561.4604,-947.8436,6928.5788,-2553.4475,4807.6916,3555.1443,419.1875,-2301.2092,-608.7630,-1201.0974,4294.9700,1700.3299,3040.4726,3320.5412,-108.3286,-3704.9122,-5280.6075,-3440.1452,4193.9636,2048.3392,5700.4769,-6801.6191,-3691.3978,5066.3173,6273.7957,-2736.1377,2869.6918,6797.8306,-2457.0232,-1513.0668,-6299.8286,1391.4954,2015.7689,-5704.1669,-5347.7493,-4878.0127,1937.4214,2119.7957,2623.8470,2022.4137,-5288.7840,4335.9456,4002.4255,4156.2988,5300.5074,254.2043,-4504.8277,-5583.0905,5468.1984,-4323.7173,6447.4514,4597.7289,-682.4137,-3963.4680,-850.9772,-3741.6327,-6393.9961,540.9067,-225496.3815,-247873.9147,-228645.1438,-227595.3881,-228002.7912,-228026.0553,-236478.2080,-232099.4869,220189489.8722,220204348.7066,220208495.0930,220209363.6305,-232005.1952,220206289.1461,-2024.3584,3234.5550,2648.8549,1748.4066,-3781.8409,-1689.3584,353.4603,-1250.3096,-3048.4687,-4633.7817,-6884.2932,1764.6084,-2642.2237,6275.8667,4910.4441,840.7148,1369.2434,3037.5272,-1750.7220,-1165.4814,1344.2677,-5116.4107,-4480.3709,3673.4034,1246.2559,1582.0925,3986.1412,-6254.3262,-388.2159,-2721.7212,5345.4695,-2515.4177,5370.2560,-4791.4172,-4683.9543,-5526.5795,-5531.1607,4574.1984,-2066.8357,4258.8780,1240.7324,292.9269,6466.1229,1228.1689,8.6272,4268.5681,2838.3838,-1050.1704,1099.0318,-4126.8749,2337.0704,6272.8924,2545.2977,-4956.3330,-5405.5384,1527.5759,-5031.5273,-296.4518,3084.0856,-5191.7157,-5461.6904,-5298.8144,2503.5951,-677.2842,5881.9416,4143.5225,-2852.6390,-2273.0615,5598.1168,936.8927,6106.3789,-4283.5769,1620.1898,1518.3037,1967.8474,3529.3031,4434.6515,3274.9688,-4697.8246,459.5545,5527.3294,-2698.7232,1045.1735,-357.3995,5538.2651,-3638.0471,-4084.2256,-307.1107,1718.9225,-1584.8695,-2435.1553,5340.6652,1924.4958,-3134.3949,-5519.5523,-4701.4699,2513.8496,5464.6340,1653.9275,-6138.0468,-100023.5344,-100906.4226,-104338.9086,-95333.4794,-98959.9620,-109511.1858,-107842.5802,-103847.4393,-132672004.6760,-132662598.0098,-132670977.9139,-132681898.3094,-102130.1955,-132683623.5018,
600.000,6531.3479,1066.0204,1980.3792,6210.8443,6257.8128,-4822.1232,4389.5668,-6442.4653,6394.1942,3278.8717,2248.4571,-6905.3226,-5414.5962,844.0840,-4173.0453,6479.2048,-3907.1844,5134.7135,-2940.0795,4538.3995,-2043.9602,3577.8590,-2913.6497,4899.1423,-6883.9061,-5511.5505,889.7599,-1175.7607,-3608.4616,-2908.7906,-2685.7734,-1536.1281,3466.6369,-2788.1591,-4044.6468,-2324.0834,-4003.5984,3986.0565,-3363.3460,-4594.0970,6628.3525,3482.0415,1254.6484,5960.9835,1115.6718,-5526.2332,5361.3018,-4691.6688,6270.1633,-6264.0371,-5702.4546,-2208.3070,-4159.7201,5724.2800,4732.8822,5674.9559,5333.8409,4649.1604,-3865.4619,1003.3668,1309.5478,-2312.0644,3661.4536,-283.0336,-1408.2367,3719.0590,574.2893,5668.6878,1126.1385,2082.6278,-321.1497,3977.6816,-3565.7035,6916.9407,5671.9315,-433.5419,-737.1356,1873.4829,4339.1512,6497.7276,4376.1668,-4602.0263,3400.2410,-4150.6942,1011.6558,5531.7932,749.2743,6685.8923,3228.5357,-4393.4480,4134.0512,-1017.9716,-450.2615,5593.3977,-4131.2764,1343.0959,-6879.0966,-3575.1212,678.2610,-1496.8748,-289426.9435,-309521.2628,-305623.4228,-298576.7584,-306469.7574,-302272.4783,-302439.7618,-300033.7671,-236630000.5617,-236626775.0735,-236621816.4960,-236619294.8404,-301054.6792,-236629536.6784,-1905.5971,5131.7815,5221.7828,-295.0050,478.4973,3706.3782,-5163.1309,-2485.9273,-2080.3613,3929.0836,503.4513,-575.8222,-4212.4260,-4323.8121,647.2209,-2231.1602,-4722.3404,2241.3588,5301.1146,-4401.9052,-5882.6858,1997.1461,-5061.7758,-787.9174,-435.1225,2859.8883,-5117.3601,2080.2888,-5813.8700,6031.5837,3172.9263,-6704.2960,3516.3168,3157.1505,3755.9009,4067.9526,1892.0439,-1892.5554,-4853.9532,182.5817,-1912.1348,5735.4105,-3546.7125,-2374.3506,6680.6099,-3506.9357,4243.4170,4280.3974,-837.6239,-1165.4814,770.8020,931.5822,5469.0411,229.9952,1807.2253,1848.9349,-1942.0810,-4813.7501,-3666.7028,-4053.1596,4024.6083,3448.0487,4253.2333,-6881.8687,-4952.3410,3541.2332,6802.7462,-3991.7919,1872.9607,6543.9250,-1342.9591,-3199.8204,-5939.9945,205.8519,1095.8846,-4918.9932,-6377.9688,-4862.8876,-88.9336,833.9763,779.0241,3331.8180,-6007.5436,5243.1693,4461.7363,3129.8941,4994.4641,-949.9045,-4870.3203,-4277.9116,3990.4671,-5098.4621,6906.8760,3678.8746,1486.6547,-4996.4735,390.9910,-2343.6846,-6904.9942,1857.1713,-231614.6445,-254482.1645,-234926.2463,-234045.2272,-234397.4459,-234359.7156,-242842.6589,-238356.0557,215075611.5997,215090401.2691,215095023.8121,215096012.8041,-238406.0156,215092470.4477,-528.2288,4514.2689,4079.2280,3071.0862,-2675.9104,-3305.0779,-1452.7268,557.5428,-1720.3352,-4519.2437,-6554.1341,-23.5755,-925.4800,5369.9452,5472.7985,-975.5995,3035.0726,4038.7115,-3356.3606,-2849.7954,3009.8293,-5461.3563,-3750.9636,4815.5786,-566.7462,2935.8132,4592.1190,-6530.9283,1151.6875,-1323.8917,5521.1999,-783.9112,4730.0248,-5397.2865,-4213.8138,-5110.2579,-5334.8742,5332.6268,-3618.1944,5176.3880,-572.2051,-1256.2563,5839.9865,2634.4811,-1516.2989,2306.8431,1148.4836,-2753.1316,2795.7974,-2709.5929,3835.2133,6520.1392,817.1682,-3888.4007,-4718.8499,3174.3896,-4002.6267,1254.1731,4405.5159,-5541.2465,-5499.1432,-5541.7398,3964.3512,867.1454,4662.9287,4654.6143,-1163.8270,-524.6115,6583.9638,-879.3268,6796.7286,-4703.4801,-175.1387,-285.9253,3862.8449,4704.9481,2661.1827,4542.5681,-5397.8609,2220.3056,5309.6904,-3799.2703,-763.7857,-1858.3491,5191.6553,-2477.5357,-4591.3464,1498.4157,3335.8366,-3216.5292,-3909.8254,4578.0857,141.0943,-1825.6637,-5329.0906,-4634.2670,788.0988,5403.7686,137.7454,-6532.6647,-100178.1297,-101028.9529,-104422.6296,-95538.5675,-98899.3316,-109473.1781,-108157.9153,-103757.0991,-132669184.1016,-132659458.8021,-132667750.0770,-132678590.5725,-102243.8996,-132680714.2632,
