sl_20_86400_20240404 Coordinates.csv
2024/04/04 07:47:00.0000 UTC

Generated: Tue Oct  8 16:56:52 2024,
Start: 2024/04/04 07:47:00.00, Stop: 2024/04/05 07:47:00.00,
TIME_UNITS,STARLINK-30075 - X-Coordinate,STARLINK-1770 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-1749 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-32042 - X-Coordinate,STARLINK-30898 - X-Coordinate,STARLINK-3620 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-32375 - X-Coordinate,STARLINK-2223 - X-Coordinate,STARLINK-5014 - X-Coordinate,STARLINK-30464 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-11131 [DTC] - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-2591 - X-Coordinate,STARLINK-31243 - X-Coordinate,STARLINK-5362 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-1770 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-1749 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-32042 - Y-Coordinate,STARLINK-30898 - Y-Coordinate,STARLINK-3620 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-32375 - Y-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-5014 - Y-Coordinate,STARLINK-30464 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-11131 [DTC] - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-2591 - Y-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-1770 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-1749 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-32042 - Z-Coordinate,STARLINK-30898 - Z-Coordinate,STARLINK-3620 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-32375 - Z-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-5014 - Z-Coordinate,STARLINK-30464 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-11131 [DTC] - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-2591 - Z-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,6099.3790,2389.0848,-3545.1366,-6835.3977,-955.7821,610.8165,-2895.1375,6754.3932,4270.0147,4745.1314,0.0000,2877.5746,-4698.2022,4764.2803,-2224.2329,5561.3642,-4933.6481,-3811.1797,-4111.2584,-5318.8559,170416.4032,190891.5066,188102.3020,189771.8817,183116.7992,187736.9471,186206.1303,187031.7328,70722485.0833,70780346.2173,70733387.6315,70738014.0663,185997.9325,70741464.5840,-979.5122,-5057.1689,4759.4450,-160.6263,-6347.5177,-4103.1192,-5773.6912,1294.3152,4012.4765,-808.7612,0.0000,-5765.1062,1135.8803,2616.8419,5352.3457,-1577.9576,-3954.9716,-2847.1177,-314.8123,-3509.3518,-299557.6565,-273538.0671,-285433.1502,-296547.6863,-290719.9474,-290175.2167,-293657.3678,-290748.3473,-298529952.2814,-298498635.5218,-298522868.4205,-298520380.5733,-291160.9540,-298527180.7920,-3161.2459,4081.0296,3584.8973,1103.6495,-2612.2603,-5458.8990,-2265.3877,-776.8884,3320.9433,4961.5700,0.0000,-2558.3402,-4960.3004,4303.9036,3819.9449,-3490.8372,2848.6529,5032.2747,5451.6165,-2750.3955,-117844.9790,-120491.6197,-122398.8342,-114444.9566,-122268.1207,-131280.6471,-120100.9430,-120331.2229,-48575826.5261,-48587639.5524,-48599590.5671,-48593213.4579,-121696.7158,-48582860.5840,
36000.000,-6005.2931,1568.2417,1716.6920,4804.9343,2538.5467,3456.3327,4366.3110,-5988.7267,-3962.7114,-1897.7775,0.0000,335.1423,1623.3094,-5157.5155,1495.6877,-1248.3026,6530.4164,6544.2316,3832.2744,5121.8395,241063.0623,253984.9652,256288.4494,256604.3867,255081.9653,255114.9056,251390.9293,251941.4870,145621503.7987,145669732.1118,145627250.4882,145630390.1087,252971.4508,145639423.6572,3460.1014,3877.0546,-6714.2731,-1746.6075,6218.6804,5031.8651,4693.7088,439.9669,881.2028,4149.7778,0.0000,4444.7032,-4244.0565,1444.4270,-657.3219,3878.7180,2235.6435,1317.5131,-4184.9507,-143.4720,-248152.0247,-216863.6792,-230870.2960,-240636.7171,-233931.3036,-235780.6296,-233139.5813,-236603.7423,-270010149.8340,-269969858.4073,-270007585.3685,-270005246.1407,-235751.6783,-270007190.2724,-314.3285,-5528.0875,-315.7384,-4678.8808,-1708.3435,3107.3743,-2397.9794,-3446.6685,-5382.8867,-5204.7531,0.0000,5298.1692,5214.0818,-4414.4577,-6755.4943,5374.4284,692.8023,-1867.2580,-3827.9673,4669.5422,-116740.3440,-119216.7422,-122007.3922,-112669.6706,-121963.2093,-129831.7594,-119210.6924,-121548.4562,-48504756.2935,-48521258.1024,-48526767.3391,-48523995.4641,-120304.8339,-48514110.4496,
39600.000,3629.6982,-5314.5628,698.5882,-1256.4229,-3510.3603,-5196.1789,-4226.7339,2961.9185,2927.4523,-488.1635,0.0000,-4231.0241,903.4169,4714.5571,2318.4255,-3030.1416,-5763.7403,-6479.5837,-2739.4330,-4184.9408,296856.4497,300839.8744,308454.1458,307310.1578,309091.1145,307051.0107,301213.1512,304859.3853,210575289.3569,210611993.1240,210579300.9507,210582255.5155,304049.8940,210592260.1739,-4695.3905,-2613.5879,6138.6801,4176.9797,-3310.4384,-4233.2680,-821.6939,-2939.1373,-5408.5843,-6541.3972,0.0000,-2598.2275,6478.7249,-4734.8787,-3170.2020,-5396.6640,501.1657,237.6160,6244.4067,4027.3485,-180199.2487,-146188.0642,-161675.9736,-169841.3675,-163128.6455,-166023.9497,-161382.7360,-164036.8523,-223066531.2857,-223020477.1163,-223070301.9407,-223068904.9161,-165320.6833,-223063911.9048,3584.9249,3589.2256,-3160.8156,5372.6996,4963.7358,1420.7156,5309.1388,5512.4847,2746.5893,2195.0562,0.0000,-4839.6284,-2269.9143,1863.7370,5721.4398,-2702.6163,-3834.0926,-2455.4279,-577.8544,-3798.9832,-115664.6844,-117939.1565,-121146.7545,-111405.2315,-118095.0956,-127716.8823,-121604.1695,-117993.8987,-48434287.5119,-48454837.7781,-48452668.4129,-48452561.6315,-118900.0379,-48445355.9708,
43200.000,301.8708,6780.4973,-3556.6838,-1807.3115,4476.7337,4631.3404,3572.3579,360.3283,-950.8663,2004.8580,0.0000,6704.3069,-2421.5276,-2945.2781,-5950.9453,4784.2492,3467.4096,3812.7410,64.3874,2637.7910,333927.0541,328499.1943,341274.1621,338684.0446,342035.8183,340015.7994,332731.9874,335517.2177,261151951.3903,261176349.2639,261158355.2924,261162350.9896,335969.0069,261168330.5392,5084.5241,1323.5218,-3620.6145,-6074.6233,-917.1852,950.7381,-3824.2748,5504.3107,6274.4173,6257.6534,0.0000,1022.5645,-6138.4042,6019.1475,3309.4812,4179.0154,-3785.0539,-2386.6093,-5107.4253,-6385.7882,-99853.7867,-66015.2685,-82108.9008,-88651.9426,-81566.3134,-85153.5679,-80871.1501,-85895.2933,-160904294.7287,-160856006.5473,-160913799.0651,-160912639.1137,-84298.3604,-160902419.3522,-4713.8593,517.8051,4720.9225,-2800.7399,-5211.9224,-4965.5695,-4413.1705,-4183.7941,2260.3437,2158.8472,0.0000,1421.6430,-2099.7272,1790.6407,-1377.5350,-2289.7555,4659.5313,5264.0805,4544.2571,633.1260,-114619.3398,-116657.1478,-119671.2194,-110716.9015,-114329.2084,-124897.9810,-123138.3590,-118225.8385,-48364531.2306,-48388367.3862,-48377648.0997,-48379448.9526,-117482.4589,-48376597.1750,
46800.000,-4051.8634,-5365.0311,5990.2569,3424.9256,-4985.7634,-3110.4358,-2454.7349,-2545.1282,-2377.3837,-3310.7705,0.0000,-6296.1496,3488.6271,-278.5961,5763.8241,-4153.7740,-872.1796,-304.0372,3738.1281,-276.6239,349534.4770,335220.1223,352576.4947,348700.2759,352871.9246,351536.6220,343755.8933,346621.3248,293901170.2711,293913583.7811,293913151.9510,293918268.8533,346671.0127,293917467.9811,-4762.2800,709.7632,567.5531,5831.2658,4241.9316,3518.9572,6378.9179,-6431.7067,-3391.4323,-3163.6886,0.0000,542.8132,3024.2255,-5373.2016,-755.0172,103.5399,6332.6733,4899.9201,2300.8723,6294.4014,-12175.0595,18565.4469,2890.4330,-2138.2233,5490.1633,1738.9460,4750.2183,3949.3905,-87766989.3995,-87719927.2876,-87779045.6316,-87775999.2472,2205.0585,-87766031.6060,2998.3434,-4331.7789,-3457.4257,-1508.3788,2265.1005,4982.2247,315.3267,241.8179,-5319.8005,-5190.8417,0.0000,2837.5526,5149.2006,-4385.0450,-3809.3272,5312.7701,-2701.2018,-4896.0241,-5252.9642,2896.7349,-113606.2509,-115369.2984,-117596.4519,-110726.2884,-111039.5664,-121292.1006,-123758.9971,-115717.2811,-48295552.0761,-48321835.5773,-48302484.4684,-48305551.2769,-116052.2300,-48307834.0894,
50400.000,6026.7917,2273.7772,-6650.9183,-3964.3418,3919.5086,1582.0832,168.0568,3519.5062,5578.0365,4689.0125,0.0000,3403.1703,-4593.0203,3985.3680,-1354.0117,2647.2013,-1415.6606,-2311.6187,-6485.3289,-2832.3542,342274.7588,320579.0440,341514.3354,336552.4889,341316.5404,340254.1478,333364.0095,335983.5831,306589599.6622,306591316.1812,306607823.7574,306611219.6749,335437.6503,306606345.0426,3397.3403,-3558.0772,1971.1645,-2908.9562,-5332.9088,-6498.5739,-5552.1394,4560.7755,-527.7938,-1008.1382,0.0000,-2720.8293,1208.7888,3659.1867,-965.5078,-4890.5922,-6733.9006,-6349.7588,287.7450,-4248.5743,77171.9793,102199.5411,87968.6892,84484.5796,92391.4330,88921.6159,90611.2877,87004.9150,-8646794.2106,-8604012.8306,-8656861.1274,-8649041.8169,88721.6432,-8646651.8604,505.8401,5484.8308,99.4755,4870.4519,2041.9204,-1497.5060,3987.8244,3826.5821,3735.6286,4978.7670,0.0000,-5393.7813,-5040.4093,4335.9478,6735.1419,-3832.6765,-895.0735,1536.7313,2156.1909,-4701.3825,-112628.0150,-114074.3874,-115095.3217,-111656.3074,-108233.9154,-116772.4005,-123598.6943,-114768.4628,-48227364.0687,-48255230.6525,-48228227.5518,-48233105.5479,-114609.4860,-48239066.7411,
54000.000,-5823.4019,620.1807,4828.0125,4267.7509,-750.6775,298.9653,3287.2629,-4114.9649,-5918.6432,-5359.9780,0.0000,142.2722,5086.3476,-6521.1671,-3867.9358,-765.7993,3380.9365,3512.2460,6040.9914,5691.0828,312205.8652,285493.7509,308674.8376,302509.5708,308309.2446,305433.0975,301945.7011,301926.2201,298353174.2649,298346216.5213,298375485.5029,298370881.4398,302938.6722,298370776.3813,-632.8173,6055.3318,-3723.7492,-1416.1223,4607.2191,6123.0810,2552.6520,-520.2060,3034.1314,4037.2345,0.0000,5123.7042,-4334.2297,-1656.0167,-405.8018,6643.3899,4597.8182,5308.2888,-2039.0915,1487.5283,162259.5069,179602.4803,167690.0973,166889.1204,173568.2121,169990.0902,171506.2227,171219.1060,71056275.9440,71092375.5494,71051976.2060,71062318.9782,169771.3523,71055953.9216,-3721.4604,-3314.1056,3300.9443,-5273.4252,-5124.6314,-3069.3492,-5435.3848,-5544.2050,1079.2251,-1690.7938,0.0000,4656.2926,1801.9812,-1698.5757,-5759.4187,-928.8134,3937.2352,2734.0102,2475.4519,3672.0022,-111687.8333,-112771.3139,-112451.6106,-113726.7560,-105902.5222,-111557.7997,-122738.3419,-113431.4598,-48159929.7163,-48188540.3593,-48155707.3194,-48166510.8044,-113154.3639,-48170295.1576,
57600.000,4148.8902,-2402.7080,-1159.9342,-4281.2032,-3388.7682,-2936.6385,-6154.3816,4560.6483,2277.1975,4029.4447,0.0000,-2616.0674,-3794.3774,6630.2666,5839.3813,-1893.6404,-5085.0553,-4019.0443,-2406.5255,-6853.8693,260879.5893,232161.9453,256087.0424,249362.8755,256062.0910,248586.4774,251212.3891,252544.1392,269755935.0343,269742783.0354,269778563.4059,269767499.2047,251192.5076,269774575.4450,-2979.6943,-6437.7420,4943.2848,4868.6886,-3283.4177,-2933.6883,456.3724,-3537.9429,-3939.3280,-4952.6512,0.0000,-6322.0974,5205.5212,-552.7534,3495.6931,-4254.5017,-941.8253,-1774.3324,3541.1159,976.6697,237253.9195,245889.4090,236911.8969,242313.0138,243862.9208,238616.9921,242353.0453,239111.6679,145902961.2546,145930771.9983,145905925.7076,145907701.4650,240209.2256,145902682.8346,4686.3253,-900.0169,-4731.5012,2433.3898,5065.5608,5443.9024,2947.7481,3811.1810,-4974.7628,-2671.9629,0.0000,-1110.1837,2526.8254,-1974.7430,1389.3306,4879.9820,-4629.0361,-5364.6609,-5341.5825,-452.1686,-110788.8930,-111459.0343,-109983.9964,-113344.7970,-104051.9408,-110593.7685,-121213.8142,-111243.4504,-48093162.4442,-48121751.6678,-48085180.9587,-48104492.5639,-111687.0025,-48101519.3660,
61200.000,-2016.7731,3389.1835,-2671.8098,3123.3290,6324.6188,5522.2747,6211.5821,-4083.7347,2983.6322,-491.3169,0.0000,3695.1608,365.5974,-4374.1716,-3557.7352,4854.6723,5935.8664,4403.5665,-2086.2680,5471.1540,191273.3227,163920.2362,187103.5701,181227.5526,187948.2598,179515.6854,184131.7032,181966.5706,222751371.5343,222734682.1160,222770561.8396,222763354.0779,183441.3511,222770956.4508,5998.0154,3976.7497,-5478.3980,-5889.6946,2065.5710,-757.0781,-2347.1351,5580.4691,3993.6727,4348.4793,0.0000,4958.2172,-4423.4102,3026.5382,-4627.6875,-39.6504,-2543.3295,-2504.9250,-4855.0200,-2983.3013,296738.2453,296878.7221,291162.5485,300584.3161,298831.6853,292698.2746,298556.6358,296129.1060,210785976.9572,210804720.1129,210795253.9282,210784242.8046,295552.1796,210786273.8694,-2847.6817,4541.7387,3305.4693,1873.6820,-1937.7078,-3991.2037,1645.5650,262.5009,4525.5450,5350.6154,0.0000,-3135.0166,-5316.7615,4446.7551,3757.0313,-4695.4501,2529.8976,4721.9025,4338.7857,-3055.9896,-109930.7823,-110136.5031,-107960.6849,-109401.8212,-102713.0235,-112912.5125,-119024.1095,-111063.8759,-48026932.2037,-48054850.5179,-48016441.7029,-48040913.8847,-110207.5425,-48032739.3938,
64800.000,-172.4392,-4299.7080,5084.8147,-163.2893,-6483.3928,-6103.5177,-2917.0619,1728.4422,-6024.1261,-3754.6285,0.0000,-4082.9105,3812.5784,1042.8839,-142.4452,-5914.1048,-5056.0907,-4279.9655,4801.4401,-2082.6846,107633.2334,85032.7223,106159.0283,101190.2457,108290.5506,100535.3508,104785.9993,105424.9700,160548939.3618,160531298.9597,160562093.0873,160566865.7327,103948.3748,160569123.9701,-6898.8384,188.6303,4717.9071,4736.8039,-517.0081,3103.3659,3552.0511,-5228.7714,-3017.0733,-3392.9914,0.0000,-1240.8119,3192.4146,-5376.3584,1688.9627,3216.1771,4626.1962,5311.0365,4869.7369,4636.7035,335850.7182,329350.7908,326968.1902,338319.7451,334998.2607,329012.8740,336315.3888,332132.6470,261278521.1103,261288193.7534,261291419.3749,261272513.4595,332264.6332,261279809.4630,-718.2220,-5433.8191,92.8873,-5056.3837,-2395.5835,-304.2068,-5073.1547,-4196.8996,-159.4386,-4722.2403,0.0000,5452.0632,4807.9529,-4263.7858,-6740.3818,496.9477,1073.7566,-1231.8644,-226.5390,4713.9395,-109084.6620,-108802.6102,-106527.5697,-105562.2419,-101951.0487,-114372.6248,-116131.1955,-107722.3816,-47961073.8960,-47987821.5235,-47949102.5474,-47974320.3288,-108716.1264,-47963955.2682,
68400.000,2459.9636,4923.6796,-5621.8049,-3724.4348,4093.1251,3525.7546,-1750.2623,2142.3027,5135.7127,6402.8381,0.0000,4374.3919,-6479.3481,1929.8330,1577.8920,3326.6452,2121.0562,2619.1440,-4966.0257,-1695.9258,16007.6459,422.5521,18438.8026,14418.0625,22064.4805,15197.3138,18174.6019,16541.6319,87394883.8474,87378615.0303,87401055.9343,87420287.0360,17729.7161,87415162.4160,5224.9830,-3840.0406,-2153.6311,-2780.0258,-1911.0724,-3928.2872,-4515.6729,3584.0931,111.5879,2359.9861,0.0000,-2981.7206,-2030.7832,6490.2221,3529.6585,-4194.0271,-5223.6385,-5659.8132,-2370.9016,-5713.5628,349205.0336,341245.9815,342081.9318,354171.4905,350032.5878,345058.8476,352852.4783,347690.7626,293936287.9576,293937551.8371,293949325.1777,293931038.7507,347984.7428,293938759.1603,3836.1824,2996.8551,-3452.7495,5128.1458,5244.8967,4361.7445,4825.1390,5510.4524,-4365.9014,1139.0362,0.0000,-4477.3224,-1351.7090,1509.3950,5762.8813,4106.2776,-4048.2109,-3030.0392,-4071.5251,-3555.6432,-107836.0425,-107456.1052,-105669.1708,-102199.7826,-101887.6441,-114920.0581,-112452.1177,-108548.6152,-47895398.0661,-47920647.6210,-47882776.9667,-47905032.1342,-107212.8987,-47895167.0166,
72000.000,-4763.0255,-4212.6145,4795.0044,6516.0985,-875.3149,1096.4070,4950.0716,-5692.9181,-1897.6495,-6132.6707,0.0000,-4067.3316,6248.6921,-3826.8415,98.8631,1775.2580,1913.0811,782.1621,3647.7390,4350.9386,-68871.9319,-84636.7154,-70490.3890,-73456.7874,-65529.6624,-71642.5747,-69982.8770,-68859.6626,8282347.1761,8269373.5677,8282260.3344,8312843.6644,-69761.9243,8302185.3370,-1936.0975,5355.7411,-1662.6709,1097.2849,4807.6310,4137.8042,4591.7637,-1935.3793,3996.2957,-640.8003,0.0000,5558.8442,362.6110,-5375.8334,-6793.3150,3885.7152,4841.2403,4224.7304,-2030.3856,5399.1373,337506.1728,331789.9572,335597.0218,347539.8398,342809.6277,339595.2310,346492.1420,342227.0982,306532386.6298,306526427.5726,306542157.8173,306532521.6607,341676.7433,306535957.2014,-4661.4064,1246.7359,4721.1852,-2083.6059,-4915.7957,-5355.7278,-1118.2271,-3430.8683,5074.3556,3130.7279,0.0000,761.9129,-2963.4003,2135.6764,-1451.2272,-5231.2487,4578.7793,5429.5775,5412.4702,247.4799,-104850.9404,-106095.4940,-105212.8219,-99322.1681,-102745.7472,-114687.4263,-107860.0452,-104273.3499,-47829703.1743,-47853309.6381,-47817140.6078,-47833534.5844,-105698.0058,-47826374.6665,
75600.000,6245.1785,1408.4969,-3350.7323,-6534.5958,-1583.3104,-5002.0975,-5359.5340,6861.2686,-1098.1668,3610.4940,0.0000,2225.5838,-3639.3927,4837.0415,-2232.5158,-5791.4989,-5274.4594,-4631.8942,-2120.9143,-5309.1852,-147233.1265,-164850.7726,-155040.2381,-156801.8321,-150098.8500,-154712.8271,-153211.3954,-153408.2703,-71389443.9110,-71397682.0915,-71393698.6262,-71359055.1740,-152982.1309,-71370469.3769,-1394.0163,-4846.3262,5187.1294,455.6180,-6558.9254,-3927.3358,-2538.9653,450.7844,-6503.4782,-2218.1490,0.0000,-5613.4043,2266.9995,2099.9277,5411.3228,-2905.6440,-3834.1591,-2427.8066,5840.1142,-3114.5072,309696.9819,301538.8289,307955.1038,319053.8526,313282.3422,312699.3499,316191.9293,313089.6141,298209150.9309,298197531.1474,298213007.2602,298216598.8963,313699.5374,298213484.3474,2673.4739,-4752.0551,-3165.9062,-2259.9882,1570.9096,2547.0736,-3418.0505,-797.3257,-1389.6118,-5473.4844,0.0000,3393.1877,5425.9389,-4513.4544,-3746.3876,1887.8054,-2374.0779,-4552.1046,-2870.7570,3192.8137,-102206.5221,-104718.8870,-104874.9840,-96919.6717,-104744.9748,-113755.6205,-102574.2404,-105833.6414,-47763788.6499,-47785785.7607,-47751935.9340,-47760365.7861,-104171.5959,-47757578.2452,
79200.000,-5826.0369,2681.1283,1441.7968,3851.5492,2903.3760,6047.5684,3809.3248,-5039.4902,2943.5680,-632.9181,0.0000,1288.9987,490.2970,-5181.1693,1551.3388,5977.1985,6532.4588,6813.4310,390.4897,5031.1119,-217471.6879,-235234.9628,-229923.8610,-230320.6432,-228743.2756,-228790.4009,-225042.3321,-226547.0451,-146183646.2129,-146186239.6572,-146189101.6580,-146159380.7629,-226646.2545,-146165736.7186,3653.4564,3492.4503,-6779.4750,-2459.5234,5673.2673,2487.4644,-1522.1759,1450.2966,4934.7573,5297.6193,0.0000,4010.7043,-5189.2974,1958.3017,-753.6871,732.0143,1965.3294,904.3977,-6601.4327,-700.1352,264701.4206,252341.7693,260879.3587,270641.0069,263948.1018,265797.7760,263187.0564,266315.4384,269536501.4208,269521016.1586,269533002.1704,269548751.2684,265786.9669,269541096.2772,907.6170,5341.5152,-309.1715,5197.0056,2710.1939,2041.7132,5467.6560,4507.4726,-3525.2809,4397.6207,0.0000,-5507.2854,-4559.6575,4171.0264,6719.6325,3045.6449,-1272.5464,890.8569,-1764.2134,-4730.0160,-99892.3009,-103323.7530,-104337.2730,-94998.8589,-104291.0324,-112160.5169,-101541.4926,-100952.2007,-47697467.8824,-47718050.8587,-47686959.5449,-47686428.7981,-102633.8190,-47688777.7801,
82800.000,3117.3445,-5988.3575,1063.3901,-204.0738,-3797.6909,-4392.4565,-1896.1977,1563.6798,-4080.6578,-1462.4314,0.0000,-5025.2020,1764.5465,4630.9198,2234.8562,-2894.5472,-5487.8967,-6053.5529,2074.5088,-4048.6736,-275433.5469,-291425.3710,-290440.1786,-289363.9271,-291088.1961,-289072.9778,-283194.2237,-285848.1386,-210996782.1228,-210993375.2064,-211000186.2376,-210981739.3306,-286065.2376,-210979864.7477,-4772.5203,-2215.6025,5840.7156,4819.7762,-2216.3103,772.3410,5507.3919,-3980.8771,-95.3877,-6735.6235,0.0000,-2137.5141,6638.3446,-4990.9941,-3107.8904,2835.9294,908.5197,718.1209,4046.8968,4475.4294,204104.0375,187223.9381,197261.1201,205433.8410,198705.2682,201618.2116,197027.4803,200718.8283,222472897.8716,222455436.9687,222462019.5242,222482247.2582,200940.7897,222477219.2516,-3958.3170,-2694.5251,3580.7809,-4975.3845,-5358.8404,-5207.7170,-3596.0581,-5444.9623,5352.9446,-607.0388,0.0000,4259.1756,858.5906,-1339.3338,-5800.2625,-5403.1486,4138.3584,3289.0068,5103.6697,3415.9806,-97767.0450,-101906.4918,-103331.8253,-93590.5957,-100278.3268,-109901.1167,-103790.6355,-102885.5262,-47630580.3088,-47650075.6265,-47622047.5538,-47613992.8942,-101084.8270,-47619973.2987,
86400.000,907.9214,6694.3598,-3980.7706,-2551.5675,4646.6328,1780.3386,120.1200,1566.3973,4403.8812,2754.6233,0.0000,6889.3373,-2978.7752,-2625.7916,-5928.4632,-722.9744,3129.5743,2992.1488,-4892.9401,2439.7429,-317429.4470,-329952.2651,-332732.0699,-330196.5932,-333487.7241,-331499.0662,-324177.9872,-327751.6681,-261406930.0099,-261397723.7307,-261405350.2433,-261395199.4657,-327444.4238,-261390676.8670,5091.0958,774.2255,-3177.7688,-6212.4593,-2006.8126,-4675.4961,-6784.1170,6037.2815,-4423.4927,5241.7772,0.0000,614.2863,-5269.9329,5993.7164,3310.6168,-5924.9260,-4222.4579,-2995.3563,-211.1898,-6494.0092,130973.4783,110197.8461,121011.1251,127573.6281,120458.7770,124062.9612,119844.1638,123137.8522,160231563.5061,160213971.4709,160214663.5867,160230615.3832,123242.9380,160235183.1336,4616.4467,-1618.9688,-4714.1877,1691.7160,4723.7935,4675.2612,-890.1431,2992.6385,-2545.7886,-3584.1499,0.0000,-443.6869,3349.5557,-2312.8352,1462.9283,3146.4667,-4533.0690,-5491.3379,-4782.6080,-65.3784,-95768.7218,-100461.6217,-101713.1262,-92760.1757,-96370.2553,-106939.3898,-105181.8703,-97794.2937,-47563001.8135,-47581825.4721,-47557063.2627,-47547461.9908,-99524.7736,-47551164.8285,
