sl_100_86400_20240616 Coordinates.csv
2024/06/16 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:23 2024,
Start: 2024/06/16 07:47:00.00, Stop: 2024/06/17 07:47:00.00,
TIME_UNITS,STARLINK-3683 - X-Coordinate,STARLINK-1185 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-1922 - X-Coordinate,STARLINK-5265 - X-Coordinate,STARLINK-1009 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-31632 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-30221 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-30226 - X-Coordinate,STARLINK-31637 - X-Coordinate,STARLINK-5424 - X-Coordinate,STARLINK-31961 - X-Coordinate,STARLINK-31564 - X-Coordinate,STARLINK-2303 - X-Coordinate,STARLINK-30855 - X-Coordinate,STARLINK-5872 - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-2185 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-3926 - X-Coordinate,STARLINK-11147 [DTC] - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-31402 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-31372 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-5548 - X-Coordinate,STARLINK-31072 - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-30594 - X-Coordinate,STARLINK-3663 - X-Coordinate,STARLINK-2641 - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-3386 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-2315 - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-31959 - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-31848 - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-3357 - X-Coordinate,STARLINK-32164 - X-Coordinate,STARLINK-3725 - X-Coordinate,STARLINK-4365 - X-Coordinate,STARLINK-31160 - X-Coordinate,STARLINK-4781 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-30950 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-3536 - X-Coordinate,STARLINK-31237 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-31723 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-3250 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-31426 - X-Coordinate,STARLINK-31807 - X-Coordinate,STARLINK-3365 - X-Coordinate,STARLINK-3563 - X-Coordinate,STARLINK-31271 - X-Coordinate,STARLINK-30091 - X-Coordinate,STARLINK-6277 - X-Coordinate,STARLINK-3184 - X-Coordinate,STARLINK-5753 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-11256 [DTC] - X-Coordinate,STARLINK-4521 - X-Coordinate,STARLINK-3512 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-31091 - X-Coordinate,STARLINK-1581 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-32016 - X-Coordinate,STARLINK-4724 - X-Coordinate,STARLINK-2392 - X-Coordinate,STARLINK-3904 - X-Coordinate,STARLINK-11204 [DTC] - X-Coordinate,STARLINK-3831 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-2750 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-5257 - X-Coordinate,STARLINK-11242 [DTC] - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-32120 - X-Coordinate,STARLINK-3557 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3683 - Y-Coordinate,STARLINK-1185 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-1922 - Y-Coordinate,STARLINK-5265 - Y-Coordinate,STARLINK-1009 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-31632 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-30221 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-30226 - Y-Coordinate,STARLINK-31637 - Y-Coordinate,STARLINK-5424 - Y-Coordinate,STARLINK-31961 - Y-Coordinate,STARLINK-31564 - Y-Coordinate,STARLINK-2303 - Y-Coordinate,STARLINK-30855 - Y-Coordinate,STARLINK-5872 - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-2185 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-3926 - Y-Coordinate,STARLINK-11147 [DTC] - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-31402 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-31372 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-5548 - Y-Coordinate,STARLINK-31072 - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-30594 - Y-Coordinate,STARLINK-3663 - Y-Coordinate,STARLINK-2641 - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-3386 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-2315 - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-31959 - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-31848 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-3357 - Y-Coordinate,STARLINK-32164 - Y-Coordinate,STARLINK-3725 - Y-Coordinate,STARLINK-4365 - Y-Coordinate,STARLINK-31160 - Y-Coordinate,STARLINK-4781 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-30950 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-3536 - Y-Coordinate,STARLINK-31237 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-31723 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-3250 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-31426 - Y-Coordinate,STARLINK-31807 - Y-Coordinate,STARLINK-3365 - Y-Coordinate,STARLINK-3563 - Y-Coordinate,STARLINK-31271 - Y-Coordinate,STARLINK-30091 - Y-Coordinate,STARLINK-6277 - Y-Coordinate,STARLINK-3184 - Y-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-11256 [DTC] - Y-Coordinate,STARLINK-4521 - Y-Coordinate,STARLINK-3512 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-31091 - Y-Coordinate,STARLINK-1581 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-32016 - Y-Coordinate,STARLINK-4724 - Y-Coordinate,STARLINK-2392 - Y-Coordinate,STARLINK-3904 - Y-Coordinate,STARLINK-11204 [DTC] - Y-Coordinate,STARLINK-3831 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-2750 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-5257 - Y-Coordinate,STARLINK-11242 [DTC] - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-32120 - Y-Coordinate,STARLINK-3557 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3683 - Z-Coordinate,STARLINK-1185 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-1922 - Z-Coordinate,STARLINK-5265 - Z-Coordinate,STARLINK-1009 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-31632 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-30221 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-30226 - Z-Coordinate,STARLINK-31637 - Z-Coordinate,STARLINK-5424 - Z-Coordinate,STARLINK-31961 - Z-Coordinate,STARLINK-31564 - Z-Coordinate,STARLINK-2303 - Z-Coordinate,STARLINK-30855 - Z-Coordinate,STARLINK-5872 - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-2185 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-3926 - Z-Coordinate,STARLINK-11147 [DTC] - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-31402 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-31372 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-5548 - Z-Coordinate,STARLINK-31072 - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-30594 - Z-Coordinate,STARLINK-3663 - Z-Coordinate,STARLINK-2641 - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-3386 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-2315 - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-31959 - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-31848 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-3357 - Z-Coordinate,STARLINK-32164 - Z-Coordinate,STARLINK-3725 - Z-Coordinate,STARLINK-4365 - Z-Coordinate,STARLINK-31160 - Z-Coordinate,STARLINK-4781 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-30950 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-3536 - Z-Coordinate,STARLINK-31237 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-31723 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-3250 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-31426 - Z-Coordinate,STARLINK-31807 - Z-Coordinate,STARLINK-3365 - Z-Coordinate,STARLINK-3563 - Z-Coordinate,STARLINK-31271 - Z-Coordinate,STARLINK-30091 - Z-Coordinate,STARLINK-6277 - Z-Coordinate,STARLINK-3184 - Z-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-11256 [DTC] - Z-Coordinate,STARLINK-4521 - Z-Coordinate,STARLINK-3512 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-31091 - Z-Coordinate,STARLINK-1581 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-32016 - Z-Coordinate,STARLINK-4724 - Z-Coordinate,STARLINK-2392 - Z-Coordinate,STARLINK-3904 - Z-Coordinate,STARLINK-11204 [DTC] - Z-Coordinate,STARLINK-3831 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-2750 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-5257 - Z-Coordinate,STARLINK-11242 [DTC] - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-32120 - Z-Coordinate,STARLINK-3557 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3297.1972,2494.9832,4092.9468,-4380.7638,134.4213,4942.5409,5869.7482,6634.7457,2773.5936,2807.0316,-5588.6820,-5723.1005,2890.9774,-4532.5920,-1176.5542,-3215.2504,-2757.9215,-6073.3105,2745.5548,-4549.3151,3434.9500,-4549.6541,-1949.3231,-3714.9125,1111.8117,-2180.9508,-798.5774,-3146.0413,-3201.1594,4364.6501,1904.4295,355.3876,6820.3899,-4813.3341,6334.8262,-3343.6301,-4721.4289,5398.5884,-6413.6699,6759.3745,-4969.8053,-1036.4312,-5004.5418,-3382.7812,-3526.5677,-2225.1958,-5059.4249,-2649.7319,-4455.1834,5552.3303,-5870.0800,-6080.6087,-3164.8907,4675.1395,6464.0649,-173.8318,6484.0651,-2388.8039,4533.1065,1790.5007,6571.9590,225.9230,-1376.3739,-5655.9057,1603.0837,3042.1805,-6412.0048,1699.9435,-5169.3378,2406.0227,-313.4354,4606.2765,-1405.3664,1946.2333,1875.4646,4459.0857,1735.7612,4197.9251,-2844.4524,6617.4713,4678.1254,-2574.7180,6316.1524,67.8070,825.1052,2271.7502,3720.5318,1687.1606,3262.7528,-5320.7628,6502.5390,4997.5559,-3922.8942,1097.0622,-5073.9093,4908.0682,-5001.1754,3974.9027,3932.4603,1424.8151,382337.1556,413543.4204,396884.2411,391956.8681,397653.1621,394939.4182,401258.5850,397598.0791,-257693784.4651,-257672075.4582,-257661665.0958,-257668405.9938,397030.4284,-257675304.7209,-5049.8267,3928.5911,3275.5985,553.4750,3321.1766,2924.4787,-572.6728,-650.0331,3218.0543,-6275.7173,-3747.2516,-2565.3594,-5020.3110,963.8117,-6718.2654,-5995.1014,5430.3646,2689.0122,4347.3178,-3887.6304,5237.1403,1365.9033,-4324.6159,3434.9710,-6754.4834,4538.6836,-6890.2792,-4430.9229,3970.3507,3459.1200,-4883.7777,5146.0556,-180.2905,-2037.4832,2495.7018,3000.9951,-495.6308,-2822.6135,-1994.0730,1206.8534,-2982.3279,5813.0198,-4627.3150,-5628.6107,-4204.0228,-5736.3292,721.6467,-5439.0167,-3104.0407,-2357.9880,-1006.3378,2841.4034,4848.5173,-2776.5125,31.1833,-6084.5879,-764.6258,-1200.6825,-5008.1380,6601.5418,-1769.6651,-5051.6002,4001.3740,-3684.4754,-5542.7020,3958.5169,1574.0269,-5491.8648,-55.8101,3816.6573,5001.6472,-1846.8429,4980.2100,4974.9512,-6388.5225,-3658.3816,6310.0724,-4099.3749,-3583.9868,1160.7048,-185.4329,-3593.9937,2802.2504,-5050.1316,-6062.6136,-4186.0994,1748.0871,4495.1617,4319.0241,-3142.4365,-1687.4981,-567.3821,3562.1973,-4255.7430,-1234.5021,4918.5652,1785.4017,3245.8564,-2674.2538,6770.5830,44031.9310,28559.0885,28243.6290,32904.9200,27359.3618,30340.1516,35990.0595,34131.9604,52589508.0375,52586446.0691,52580950.5195,52596472.3332,34008.1681,52592535.6912,3381.0128,-5142.1666,4507.4993,5341.2308,-6114.4116,3866.9797,-3501.5264,1435.8038,-5466.6852,-952.1909,1107.8728,2960.5420,3651.5538,5137.4588,256.0914,524.8437,3320.9209,1995.7050,-4662.6974,3099.0480,-2968.1009,-4946.7742,-5043.1142,4422.7964,1079.0183,-4657.5518,48.4875,-4186.2613,-4589.5849,4139.7154,-4463.1501,-4334.1214,259.4486,4423.5714,-1289.3619,5265.3673,5024.6792,-3293.1074,618.1535,919.6864,-3645.4983,3471.7579,1234.1497,1533.5152,4046.6699,3173.8289,4656.7310,-3162.4324,-4297.6502,3430.0775,-3563.7113,1701.5210,-3801.7158,4279.3946,2334.5083,-3351.0077,-2398.7710,-6423.5872,1148.1286,1030.1883,902.6919,4638.2698,5468.6085,982.7615,3709.0884,4782.9760,1711.9220,3672.5695,-4458.7687,-5250.8282,4759.7807,-4713.1273,-4627.2512,4416.3436,1886.4158,3844.7117,2292.9559,3684.7166,-5196.7550,-321.2858,5084.6854,5311.8480,477.1327,-4672.0280,-3261.6249,5020.6417,5472.3702,-4988.3676,-4330.7266,-3121.5178,-349.6071,4743.2375,-4301.7462,-5362.9871,4556.6147,218.6914,4156.8015,-4663.6610,4946.7155,-50.5717,-50371.3158,-54659.1648,-56275.7502,-47537.4954,-50817.7142,-61438.7282,-59987.0092,-55893.7129,57179103.9099,57158278.9887,57169255.9430,57177239.6755,-54159.6696,57187271.7088,
3600.000,-2167.5187,-5703.0642,-6506.8670,4974.6946,-2234.0953,-4036.7907,-6252.8196,-4033.6980,-5303.4682,54.3455,6112.9851,6897.4072,1353.5170,1808.0114,3458.6448,4703.3031,1539.6484,3116.2223,-5890.7951,3955.2846,-5001.2108,4831.1417,4554.4790,-1537.6094,1048.3459,-2019.4967,2871.4313,5646.8553,1870.3466,42.6316,1349.8996,-3290.8562,-5098.2323,6841.0314,-5025.6416,2008.2373,2977.2914,-5068.0415,4681.4392,-5119.2892,6623.7195,-1795.5182,4720.4996,4565.6702,6380.0782,3964.0183,5972.4157,3895.1643,6627.0861,-1942.4408,6764.6679,5027.7150,2026.6648,-696.8852,-4128.2894,-2264.4253,-6397.7456,5854.2122,-2570.9519,-3020.5882,-4006.0433,4008.2909,-1941.9299,5405.4601,2611.3629,-4422.6295,5109.4175,1183.6951,3645.9609,-4871.5736,-2169.1639,-4658.0077,-1983.5072,-5175.2162,819.4847,-709.2806,-3856.1226,-227.3693,6046.9247,-4622.2090,-5824.3549,4995.8322,-5834.3871,4105.8347,2107.3158,-367.8179,-5253.1056,-4795.9962,-5706.1183,6549.7744,-3988.1216,-2128.6237,1662.6242,3188.2567,4849.0352,-3835.4143,507.8476,-6502.5685,-3281.0112,-2707.4806,358771.3129,391685.8842,373621.7115,370533.0820,376440.9952,373423.4288,378648.8184,375202.9276,-262488467.4227,-262468652.7678,-262455297.5895,-262468292.3702,375360.8667,-262469184.5252,6518.5496,-3333.8754,-2222.7069,-4007.7930,-6003.3300,1037.4318,2640.2399,3364.2361,242.9675,5685.7330,1033.0708,496.2696,3887.4618,-4373.2268,4755.4831,2993.9052,-6721.6853,-4307.5282,-2498.4805,-862.5235,-4607.7654,-4658.9978,794.8397,-4228.1323,5021.3891,-5632.2362,5311.5105,3885.9756,-6560.4710,-1316.4671,6489.0972,-5870.2572,2020.9002,167.5188,23.2485,-6162.1027,-3538.7171,4613.2235,-983.1856,933.2164,1508.3180,-6588.7159,1783.2230,3649.2484,2298.7170,5586.3166,-3335.5726,1290.4955,1945.2480,-489.8384,-1521.3985,-3986.9741,-6611.4026,4161.0196,3024.1498,6283.6380,863.3190,-618.8868,5407.0094,-5325.2998,3822.6190,4338.7745,-5844.2727,146.4666,4394.6179,182.7530,-3886.6486,6721.7005,-4310.6467,-194.8781,-6452.7648,4934.3737,-6150.4362,-4213.5708,4634.9201,5095.3732,-3533.6530,4162.1759,2558.5596,1525.7049,3200.6598,-45.2197,-891.1155,4349.0155,3677.1939,6673.0718,2383.1254,-4694.5494,-3892.8545,1893.6762,3320.4052,3852.7139,-6488.8637,3932.2790,-2817.8026,-3314.3805,-4271.1836,-2131.9076,5855.3825,-4923.0866,137754.4126,131023.9209,127118.9790,132370.2487,125921.7201,128311.0303,134752.9438,132523.2298,-15945535.0511,-15945726.7550,-15946493.1004,-15933531.6773,132843.2568,-15941739.9187,828.6827,2085.4366,-801.4863,-2717.9615,2698.3571,-5539.2799,-966.1577,-4357.5852,4426.4764,3966.6756,2832.6134,547.2798,-5485.1357,-5063.3592,3453.7042,-3941.2935,801.8224,-4464.8186,2673.5652,-5398.1111,-1322.5743,1376.1697,5138.1892,-5007.0081,-4664.0843,3309.9332,-3423.8853,-6.4068,670.1509,-6824.4170,1877.3941,-238.5533,4059.2629,-414.8128,4761.0464,-2463.3117,-5153.2954,-970.3260,-4765.4506,-4578.5849,-826.9031,166.8487,-4751.0626,3358.8874,-751.5387,1036.5384,-1064.8268,5443.3546,415.1263,-6656.2504,256.3833,2601.8469,-306.5613,-5496.0898,-4597.4275,-1912.8365,-2594.5603,3688.7153,3328.3533,3216.5304,-4068.9982,-3508.1140,-3170.0781,-4167.7437,-4586.7690,-5325.5073,2299.1927,-89.1167,3824.3638,4899.1388,-1249.6719,844.8648,2517.8781,-1897.5314,-5080.1121,-4660.0837,-4564.7792,-5545.3774,2172.4722,4631.6030,-1936.4726,-4793.3396,3619.5400,3386.2442,5474.7740,-1836.3818,-3707.1025,1672.2492,507.0259,-1183.2645,-4284.6280,-5345.3663,1288.5796,4721.1808,-4088.2440,-4767.6523,-5209.1052,1082.8426,-1477.5164,4031.1271,-52234.7469,-56391.0438,-57135.4130,-50622.8025,-50595.5983,-60789.3582,-63561.4970,-54017.0699,57224477.0730,57202827.2487,57210193.1198,57219354.7179,-55743.6299,57230058.0588,
7200.000,-178.8335,6275.6698,6000.0755,-4134.6961,2377.6810,2998.3450,3370.6364,-91.1674,6392.9057,-3588.2034,-4113.4181,-5518.8197,-5408.4881,399.9860,-5024.4852,-4953.3862,578.2884,807.6804,6863.6974,-2631.6500,4693.5740,-3014.9343,-6298.2902,5365.8292,-3929.9264,4771.5782,-4712.6043,-5258.1718,174.0543,-2581.5119,-3560.1858,4116.0253,902.2183,-5373.5136,2570.3655,-524.3968,-1408.4191,2353.9043,-919.0260,1980.1791,-4890.5696,3853.6270,-3689.2249,-3888.7756,-6042.9691,-4284.6321,-4429.4043,-4783.6760,-5844.9402,-3512.0958,-5142.8224,-1496.1747,61.5968,-3002.3626,751.2655,2496.9651,3120.0665,-6796.2313,-1409.2285,3912.6467,-183.9178,-6348.9130,3701.7638,-3462.4468,-5989.4975,5326.4002,-1112.2025,-3483.6589,-1410.5620,6281.8492,3375.1531,2492.3255,4131.6645,6299.0210,-4247.9430,-2880.1016,5602.8340,-3862.7015,-6477.1982,299.5985,4770.6616,-6252.2244,3481.2378,-6331.2318,-5287.7603,-1173.9999,5031.5767,5488.7127,5588.8657,-5023.5602,-1214.0039,-381.0270,1035.7151,-5942.7597,-3823.6517,2263.4517,3377.9203,6163.3666,1422.8639,4044.0021,312867.1238,344742.2234,326420.7715,325160.0445,331040.2588,328250.8434,331949.2833,329348.3320,-249369497.5187,-249352624.9177,-249338695.6898,-249356099.5424,329519.8047,-249349838.0619,-5212.7096,1933.3598,399.9943,5350.3450,6138.2525,-4940.5262,-3634.2431,-5527.4026,-2567.8646,-3739.1535,2828.6897,1922.9580,-2436.2153,6655.6733,-510.2097,1632.9665,5277.9582,5424.9771,420.4181,5421.2622,1753.8986,5289.2029,1995.1522,3895.2797,-1861.4620,4908.6080,-1877.5279,-1383.7149,5769.4795,-3389.6370,-5552.5035,2713.6666,-4090.5985,1681.3250,-3572.6290,6654.3588,6450.2939,-4592.3339,4643.5531,-3827.2007,981.5127,4296.8307,2400.8572,1184.9751,556.3979,-2852.3589,4239.7172,3181.8855,-78.4027,641.0710,3388.1195,4158.3167,5498.5849,-5279.2953,-5724.2433,-2403.4669,-1400.2080,900.8340,-3874.7050,1575.2327,-5251.1181,-2622.3264,5743.6862,4089.9895,-2466.3269,-3603.9998,4920.6190,-4658.6939,6666.7971,-2473.6438,5206.2222,-5242.0274,5465.0304,2301.6533,-1910.3350,-5720.4111,-135.1647,-4098.0712,-1081.3617,-4657.7419,-4378.8011,2670.6400,-2311.9186,-2673.5193,-921.1886,-6356.2434,-4598.9772,3264.1822,1938.3107,494.4906,-4219.8024,-6393.4448,6185.0460,-3349.9754,5673.6085,-738.2558,5558.0122,446.3722,-6000.3104,974.5028,222512.8667,224313.1133,217655.9416,223311.9205,216211.1968,218359.6986,224238.5249,223285.7636,-83374816.6985,-83373596.7074,-83368672.3793,-83362296.9567,222951.0663,-83369922.3110,-4551.8926,2210.7478,-3430.8735,-1559.9637,2228.3093,3811.0492,4726.0393,3989.3316,-659.2913,-4619.1611,-4651.5694,-3747.3114,3424.2198,1861.6690,-4594.7386,4391.8520,-4477.8452,4240.8720,904.3796,3015.1907,4773.7028,3139.9686,-2067.8756,1120.8346,5384.2551,370.1363,4722.2582,4165.9288,3691.9498,5471.8719,1949.4583,4575.7837,-5398.8338,-3913.9318,-5357.9563,-1866.7070,2060.1375,4602.8730,4799.5266,5413.4018,4675.1584,-3696.5923,5338.5674,-5389.0115,-3123.8516,-4642.6737,-3215.4948,-3691.5293,3696.7057,5946.1035,3184.2323,-5339.2471,4196.3663,3320.3558,3727.5132,6007.7783,6041.9356,1138.8576,-5480.5599,-5490.4329,4413.6499,-56.8085,-1112.0789,4217.2718,2271.4019,2544.9668,-4597.3577,-3576.7231,-338.2307,-1525.7432,-3067.0165,3611.2381,1084.0502,-1783.5515,5109.5344,2659.1573,4080.8218,4032.7040,2175.3347,-4849.8750,-2443.2196,1269.3334,-5530.9530,179.2848,-4393.3703,-2498.7667,-706.7770,2656.4041,3597.2450,4723.3398,5084.2506,2608.6345,2675.9248,-1229.9164,1143.4862,6520.5233,1792.7396,3128.8835,-3035.1506,-5535.7419,-54134.3276,-58109.1264,-57617.6620,-54643.2896,-50867.2113,-59228.0509,-66370.6631,-59107.9405,57270182.7685,57248073.0591,57251834.0417,57263840.7538,-57323.1708,57272815.5045,
