sl_100_5400_20240927 Coordinates.csv
2024/09/27 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:33 2024,
Start: 2024/09/27 07:47:00.00, Stop: 2024/09/27 09:17:00.00,
TIME_UNITS,STARLINK-3230 - X-Coordinate,STARLINK-2033 - X-Coordinate,STARLINK-31204 - X-Coordinate,STARLINK-30824 - X-Coordinate,STARLINK-31526 - X-Coordinate,STARLINK-1021 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-5691 - X-Coordinate,STARLINK-31420 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-4054 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-1061 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-31988 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-3196 - X-Coordinate,STARLINK-6101 - X-Coordinate,STARLINK-3851 - X-Coordinate,STARLINK-5188 - X-Coordinate,STARLINK-30587 - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-30946 - X-Coordinate,STARLINK-32208 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-1191 - X-Coordinate,STARLINK-3327 - X-Coordinate,STARLINK-2469 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-31801 - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-31035 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-30831 - X-Coordinate,STARLINK-2028 - X-Coordinate,STARLINK-32009 - X-Coordinate,STARLINK-2617 - X-Coordinate,STARLINK-2122 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-2616 - X-Coordinate,STARLINK-30905 - X-Coordinate,STARLINK-5269 - X-Coordinate,STARLINK-30782 - X-Coordinate,STARLINK-11085 [DTC] - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-5860 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-4372 - X-Coordinate,STARLINK-30532 - X-Coordinate,STARLINK-30836 - X-Coordinate,STARLINK-31187 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-6227 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-5412 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-5980 - X-Coordinate,STARLINK-2683 - X-Coordinate,STARLINK-32199 - X-Coordinate,STARLINK-5983 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-6134 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-4156 - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-3644 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-5824 - X-Coordinate,STARLINK-5599 - X-Coordinate,STARLINK-6345 - X-Coordinate,STARLINK-1616 - X-Coordinate,STARLINK-1569 - X-Coordinate,STARLINK-4081 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-3208 - X-Coordinate,STARLINK-2412 - X-Coordinate,STARLINK-3747 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-31288 - X-Coordinate,STARLINK-11138 [DTC] - X-Coordinate,STARLINK-30260 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-31490 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-2033 - Y-Coordinate,STARLINK-31204 - Y-Coordinate,STARLINK-30824 - Y-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-1021 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-5691 - Y-Coordinate,STARLINK-31420 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-4054 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-1061 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-31988 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-3196 - Y-Coordinate,STARLINK-6101 - Y-Coordinate,STARLINK-3851 - Y-Coordinate,STARLINK-5188 - Y-Coordinate,STARLINK-30587 - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-30946 - Y-Coordinate,STARLINK-32208 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-1191 - Y-Coordinate,STARLINK-3327 - Y-Coordinate,STARLINK-2469 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-31801 - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-31035 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-30831 - Y-Coordinate,STARLINK-2028 - Y-Coordinate,STARLINK-32009 - Y-Coordinate,STARLINK-2617 - Y-Coordinate,STARLINK-2122 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-2616 - Y-Coordinate,STARLINK-30905 - Y-Coordinate,STARLINK-5269 - Y-Coordinate,STARLINK-30782 - Y-Coordinate,STARLINK-11085 [DTC] - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-5860 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-4372 - Y-Coordinate,STARLINK-30532 - Y-Coordinate,STARLINK-30836 - Y-Coordinate,STARLINK-31187 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-6227 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-5412 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-5980 - Y-Coordinate,STARLINK-2683 - Y-Coordinate,STARLINK-32199 - Y-Coordinate,STARLINK-5983 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-6134 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-4156 - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-3644 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-5824 - Y-Coordinate,STARLINK-5599 - Y-Coordinate,STARLINK-6345 - Y-Coordinate,STARLINK-1616 - Y-Coordinate,STARLINK-1569 - Y-Coordinate,STARLINK-4081 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-3208 - Y-Coordinate,STARLINK-2412 - Y-Coordinate,STARLINK-3747 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-31288 - Y-Coordinate,STARLINK-11138 [DTC] - Y-Coordinate,STARLINK-30260 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-31490 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-2033 - Z-Coordinate,STARLINK-31204 - Z-Coordinate,STARLINK-30824 - Z-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-1021 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-5691 - Z-Coordinate,STARLINK-31420 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-4054 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-1061 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-31988 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-3196 - Z-Coordinate,STARLINK-6101 - Z-Coordinate,STARLINK-3851 - Z-Coordinate,STARLINK-5188 - Z-Coordinate,STARLINK-30587 - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-30946 - Z-Coordinate,STARLINK-32208 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-1191 - Z-Coordinate,STARLINK-3327 - Z-Coordinate,STARLINK-2469 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-31801 - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-31035 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-30831 - Z-Coordinate,STARLINK-2028 - Z-Coordinate,STARLINK-32009 - Z-Coordinate,STARLINK-2617 - Z-Coordinate,STARLINK-2122 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-2616 - Z-Coordinate,STARLINK-30905 - Z-Coordinate,STARLINK-5269 - Z-Coordinate,STARLINK-30782 - Z-Coordinate,STARLINK-11085 [DTC] - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-5860 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-4372 - Z-Coordinate,STARLINK-30532 - Z-Coordinate,STARLINK-30836 - Z-Coordinate,STARLINK-31187 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-6227 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-5412 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-5980 - Z-Coordinate,STARLINK-2683 - Z-Coordinate,STARLINK-32199 - Z-Coordinate,STARLINK-5983 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-6134 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-4156 - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-3644 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-5824 - Z-Coordinate,STARLINK-5599 - Z-Coordinate,STARLINK-6345 - Z-Coordinate,STARLINK-1616 - Z-Coordinate,STARLINK-1569 - Z-Coordinate,STARLINK-4081 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-3208 - Z-Coordinate,STARLINK-2412 - Z-Coordinate,STARLINK-3747 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-31288 - Z-Coordinate,STARLINK-11138 [DTC] - Z-Coordinate,STARLINK-30260 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-31490 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3678.9316,51.1489,2815.2827,6371.2537,-2231.1984,1585.5750,-6279.5514,-6658.8588,2203.2064,4541.0519,3230.3237,5976.6339,3794.5581,2125.6092,5470.1689,1630.2707,-707.5708,-4229.4934,-4875.6955,-3319.1769,5578.4426,6173.8160,-4038.6024,-4670.8238,3079.0456,-4453.2324,-3455.3024,4069.7306,686.3996,-619.8710,-4194.4889,-4255.6277,4143.5447,-3464.1930,-2566.0072,-301.6927,1906.7391,4084.3735,-1273.7431,-6733.6006,-649.1050,-5874.9624,2242.8321,-4898.3654,-418.8609,991.6824,-1750.7545,-4651.2712,3508.1828,6253.2387,-4325.0605,-4765.8238,4652.0099,-4234.5368,31.7114,-4780.1386,-5708.9314,-1554.2278,-2997.6505,-5938.9794,-6875.1873,2114.8794,6512.4202,2692.0403,343.6112,-4858.2845,5067.4390,57.9778,-7.5492,4005.7903,1255.2386,3551.8458,-3850.7103,4268.2900,-4542.3436,5044.3687,-5291.6089,-6400.4689,-266.3198,-1904.0279,-5352.6124,5347.7758,-4006.5982,-6486.0396,6633.9867,-2432.8468,-5874.6270,-5981.9428,-2903.4216,-4797.5342,5551.3454,-2748.0911,1163.5176,-6348.1604,-2205.7987,5611.1691,-2182.1831,5829.5464,5177.2294,5802.9908,-362707.1773,-356388.3478,-355573.1530,-359380.2659,-354934.4445,-357235.5494,-364142.3591,-361492.6593,-164181134.1331,-164170783.5906,-164176426.7773,-164173198.9313,-361377.5396,-164166509.7947,-2918.6447,-4819.7248,5798.2604,-2570.2764,5863.9441,6616.5457,-2601.1995,-1358.1091,5019.6844,-4879.7306,-4023.5805,-1935.1422,-5048.6401,6190.0959,4043.0852,-4949.2384,2638.7174,-2001.5216,-1905.2146,-3924.3538,-2728.2538,660.0625,-4549.5969,791.1853,-6001.1364,-57.1234,3528.7439,-4076.7481,-5255.0536,4676.0835,-392.1595,474.2396,2881.7440,4581.7451,-5872.3112,-4848.8017,-5984.6745,-738.1763,-4103.5948,131.0307,-5376.8739,412.7680,6172.8015,-1288.6429,-4405.3157,6616.8669,-4143.5017,1036.4238,3785.6056,-1782.0185,-1586.1109,3728.4286,-3557.3822,-3973.9556,5294.5332,990.3679,3284.2026,-6216.1852,6253.8822,2.9112,513.7852,-4092.3562,776.0181,-4324.4227,-3940.0350,-2295.3777,-895.5641,6875.3655,-5766.1200,3307.4665,-6067.2240,5754.1600,5186.7585,-4233.5781,3079.2417,-1501.0073,1611.7329,355.8301,3869.2866,3728.2832,-2625.7955,2883.2528,-3640.2603,-160.7687,1351.3890,-143.7459,3543.0948,1213.6117,6267.8820,-359.7008,-2245.9250,-4387.9805,-4052.2916,-347.8306,-4815.3992,-1855.1786,-3400.3007,-2090.4083,-840.3417,3592.5488,16974.4785,33891.2820,31114.4944,25979.8774,32738.7581,29582.7402,34545.5425,32488.7468,-57428774.3779,-57444069.8568,-57447050.4685,-57431807.3008,30866.6704,-57436322.5074,5070.1389,4962.9950,2555.8050,-967.7677,-2696.5707,-1302.9564,570.1733,1387.8543,4056.9854,1968.8674,4598.0118,-2906.0213,-2833.3655,-1927.0512,-1311.0033,4570.6794,6384.9818,-5014.9125,-4387.4935,4650.1135,-3058.9691,3086.0407,3285.7706,-5048.7803,-1625.6695,-5310.6673,4834.3984,-3868.8033,4291.9594,4963.0686,-5503.7549,5422.8894,-4749.8566,-3863.6324,2332.9795,4659.8105,2734.6977,-5541.7307,5411.5471,214.2670,3965.7730,-3513.5256,2190.4495,4607.3322,5317.2499,-1799.1372,-5278.3502,5014.6683,-4625.7608,-2421.5486,-5168.2654,3384.1160,3313.4428,3786.7091,4473.8796,4942.8316,2190.3266,2649.7586,134.0415,-3450.6759,652.5746,5161.0183,2193.4472,-4712.9492,5710.3932,-4365.0274,-4631.3058,-843.0175,-3843.9499,4597.3315,-3103.3587,922.7655,2521.6165,3428.6529,4075.6333,4510.4898,-4190.9526,2613.1246,-5772.5708,-5514.7419,-3550.8946,3300.2820,-4342.2802,2447.1349,1574.9317,-6513.6247,938.2575,3262.3913,-395.1517,-4988.8683,-3473.0353,4591.4760,5474.4936,2465.0939,-4469.3252,-3478.3335,5388.1045,-3129.1688,-4544.0083,-148.2309,160671.9618,157678.3078,156702.5978,165105.1576,162290.6361,151616.3403,152634.1331,157871.9631,74742743.2050,74746931.0654,74733030.5588,74719751.4782,158696.7787,74730638.0391,
300.000,-4082.1634,-1754.7743,3929.5619,5304.5230,-614.9302,2630.0095,-6419.2541,-6934.7990,3869.2715,4243.3479,2336.7130,4597.0548,2967.6636,3637.3461,5666.2841,-291.2887,856.0550,-5535.9442,-4409.9663,-4929.0670,5375.2568,6634.0555,-4381.3072,-4931.2923,1724.3384,-3683.5196,-2642.0055,3000.0650,-824.3309,1373.8473,-3958.6411,-4292.2003,5645.3384,-1572.6908,-4105.2313,-2029.3806,313.9107,3594.7677,-3322.2350,-6406.6381,-2089.1120,-6304.3196,3159.5690,-5954.1941,-2444.9070,2238.0770,-3728.6237,-3262.4708,5174.1347,5985.6703,-4117.6066,-2988.5377,4187.2932,-5717.4470,2053.8936,-5714.9580,-6237.4303,-2951.2115,-1495.0033,-5052.1693,-6274.4106,-31.2927,6889.8695,707.2580,-1085.7813,-4518.9616,3665.0817,1268.6035,-1483.5477,2359.2424,15.2813,4283.3007,-2676.3856,3642.1658,-4190.6631,3859.9673,-3973.1141,-5370.0002,1161.9927,183.6583,-6418.6149,5070.3578,-4806.9002,-5723.7287,6889.8873,-2925.8353,-4745.7421,-6176.2013,-1628.1812,-3920.8402,5506.2122,-3600.2202,-1013.6212,-5613.7822,-3248.3786,4100.6156,-3923.8404,5528.4285,4983.1010,6106.9451,-362924.0660,-357163.9816,-356169.4451,-360045.2693,-355517.3626,-357773.5840,-364756.9032,-362246.5841,-162884744.7727,-162874187.7545,-162879587.8517,-162877117.3749,-361995.2901,-162870120.3596,-823.4061,-5433.4394,4349.1163,-3769.7526,5418.7404,5681.0713,-1020.2992,136.7789,4967.7610,-5505.5897,-5575.7096,-2917.5804,-6146.7587,5755.4764,2653.4995,-5696.8130,3999.1409,-564.2951,69.7166,-2587.3194,-4128.2611,-983.7758,-2806.1851,2701.2010,-6718.1883,1962.6950,5205.7812,-5602.1731,-6100.7853,3910.3917,1765.7994,2555.3526,1831.3797,4587.8382,-5377.3401,-3624.3994,-5445.3453,-2828.8184,-3766.7335,1341.8320,-4014.8709,1873.1506,4911.4980,188.7079,-4609.6249,6554.8776,-3797.4507,2643.5726,3117.0603,-3366.5556,546.7024,4572.7739,-4991.3076,-2872.8302,5461.6143,2159.1634,3051.8428,-5013.3345,6567.5425,1789.8374,1682.5290,-4164.3708,-452.1999,-5150.5754,-2410.6958,-329.9650,-2387.0730,6310.7304,-6346.1437,2561.2286,-6772.8508,4603.4603,6304.2955,-5591.8710,4709.3607,-3289.7746,3243.8658,1633.1027,2327.6075,4326.0492,-1184.0942,1125.2243,-1676.6197,1481.3327,757.9111,1946.3411,4285.9102,2661.8437,6369.9638,1562.8179,-3743.2393,-2529.0470,-4140.1626,1340.2930,-3090.7013,-2890.1605,-2079.1282,-3776.3419,-2879.0885,2359.3247,9423.2241,26051.4491,23354.0469,18367.5508,25151.2263,21968.3520,26847.3326,24575.3400,-60999176.1765,-61014245.8323,-61017762.9321,-61002827.3184,23240.9026,-61006802.8359,5513.9087,3910.0578,3701.5250,-2408.3115,-4112.1377,-2970.0536,2062.4904,-143.5751,2625.5032,-135.3723,3353.6541,-4275.4557,-1141.4819,-420.8216,-2977.1222,3939.5571,5614.3352,-4008.8006,-5216.0180,4130.8485,-1400.8010,1766.4636,4550.1024,-4038.6159,-107.2562,-5533.5274,3702.7049,-2785.3641,2939.5647,5448.9311,-5408.3847,4775.6375,-3577.8805,-4940.6270,873.5206,5295.6226,4140.8704,-5197.2144,4747.4218,-1608.5234,4954.9373,-1938.7690,3713.6066,3379.9393,4544.0977,-12.5042,-4445.9509,5496.3176,-3396.6153,-982.7268,-5539.2524,4267.2097,1691.8604,2672.3855,3743.9260,3311.7568,-23.9525,3770.2467,1650.9847,-4295.8585,2392.2351,5523.0428,430.0580,-4596.5864,6422.1291,-5234.8225,-5367.0828,-2564.1981,-2352.4130,5996.5276,-1457.5679,2646.3932,1097.5217,1842.5847,2649.2042,4724.1648,-4674.8868,4047.4572,-6449.6240,-5402.7457,-2354.3630,4560.4203,-4716.2130,3620.4310,-544.0809,-6001.6527,2649.2933,1644.4133,-2161.3079,-5497.6427,-1890.4372,5340.1471,5438.4212,3628.5388,-5284.9979,-4676.4463,5064.1178,-1818.9929,-3877.1869,-1940.6252,160561.0488,157625.3052,156680.6983,164929.8722,162381.3399,151704.5952,152370.9360,157416.7350,74741010.1356,74745617.6765,74731882.6859,74718043.0237,158623.8417,74728954.3827,
600.000,-4142.0546,-3357.5957,4699.1390,3720.3912,1100.6749,3447.8586,-5913.7957,-6539.6701,5116.8966,3513.1906,1248.6375,2765.2184,1858.0539,4774.7532,5326.4046,-2160.6141,2277.7490,-6298.7439,-3542.6648,-6078.8505,4649.4961,6459.1201,-4337.7765,-4743.3076,203.6636,-2608.0306,-1607.8673,1667.2974,-2219.6357,3257.5339,-3393.7632,-3954.5122,6595.9043,494.8200,-5219.6478,-3583.4206,-1348.6481,2808.1675,-5036.8488,-5388.8371,-3353.7119,-6100.1217,3805.0025,-6417.7823,-4210.0688,3262.6267,-5333.4072,-1591.2889,6324.9600,5144.7235,-3564.6634,-922.1449,3287.0056,-6646.7946,3861.5339,-6092.5153,-6088.1817,-4097.8739,166.5092,-3689.2504,-5051.8164,-2178.6401,6582.3548,-1326.1526,-2472.0625,-3786.0475,1934.0218,2382.5045,-2789.5953,503.3627,-1210.0036,4598.2319,-1253.2976,2674.2773,-3435.3772,2337.8232,-2299.8436,-3819.7063,2540.0096,2233.7116,-6869.0744,4330.2544,-5188.1461,-4422.9903,6446.9461,-3198.6292,-3133.8680,-5768.2884,-169.7845,-2709.9521,4929.7537,-4155.1993,-3086.1063,-4324.2563,-4028.2032,2180.8929,-5273.8233,4706.2578,4344.3569,5791.1804,-362983.8881,-357778.4250,-356607.2572,-360550.5652,-355944.1501,-358152.6461,-365206.0168,-362806.5092,-161510716.3176,-161499962.0747,-161505089.6790,-161503361.4436,-362452.1324,-161496088.0048,1349.7933,-5541.8197,2479.2902,-4627.5852,4445.1508,4181.7038,682.5731,1619.7704,4425.6736,-5573.1770,-6574.0023,-3659.3733,-6629.9356,4736.2157,978.3064,-5922.4856,5003.6731,889.4633,2066.1312,-1035.9921,-5107.2279,-2516.8727,-768.9403,4321.6098,-6784.6593,3814.8142,6365.7618,-6586.2436,-6329.9570,2799.4680,3754.0172,4369.4804,639.9927,4192.1198,-4340.0617,-2052.3790,-4377.7873,-4646.3310,-3109.0109,2426.8898,-2243.1338,3122.7012,3160.1528,1612.0223,-4405.0364,5843.3383,-3127.2410,4035.6916,2178.6956,-4617.9283,2638.0177,5015.7842,-5875.4425,-1519.3613,5132.6082,3071.4896,2488.0931,-3333.7423,6252.6573,3430.7788,2711.5277,-3886.2110,-1630.4944,-5519.8687,-689.2991,1694.0599,-3693.2255,5125.0481,-6311.2537,1467.4100,-6810.5823,2962.3428,6809.0963,-6387.9589,5842.1967,-4788.6035,4598.4588,2792.5531,603.3940,4554.1851,349.9525,-775.5278,438.4659,3011.2792,80.3940,3815.5232,4631.0091,3830.5542,5851.1388,3365.3365,-4854.1031,-431.3271,-3878.0193,2923.0902,-1078.0236,-3683.6775,-585.4479,-5086.1188,-4631.2034,863.3077,1872.6449,18186.8870,15581.9249,10742.2933,17551.8018,14345.4191,19135.2405,16547.4165,-64540351.8495,-64555186.2223,-64559221.5096,-64544638.3512,15602.7356,-64548057.1531,5363.6484,2436.8905,4451.3885,-3591.7656,-5068.3157,-4318.9063,3322.8552,-1659.6719,899.2632,-2225.2614,1747.6041,-5186.0788,673.2705,1132.6942,-4324.2254,2887.2386,4248.2491,-2560.2271,-5462.8287,3169.9631,408.1178,257.9346,5324.0175,-2594.9413,1422.6091,-5165.6486,2171.7450,-1404.6046,1257.2077,5331.3744,-4735.5149,3613.5812,-2022.8685,-5487.9660,-684.1406,5314.4629,5088.0572,-4295.7980,3571.5780,-3244.0522,5361.5043,-149.5220,4837.6433,1777.7712,3282.7076,1775.4403,-3138.9641,5387.5864,-1803.7775,561.1260,-5317.0010,4694.1334,-127.5430,1272.2402,2613.6847,1328.9448,-2235.7282,4487.5618,2991.2891,-4669.2025,3874.6966,5291.9349,-1379.7198,-3990.6358,6453.3767,-5543.6767,-5527.9107,-4010.5205,-608.6742,6756.9603,344.6036,4072.9091,-443.9607,58.3923,927.3930,4432.9312,-4661.0253,5046.8006,-6446.0336,-4712.0371,-906.4543,5329.0073,-4587.9319,4406.5759,-2605.3447,-4855.9048,4075.4416,-150.3734,-3694.9387,-5419.4617,-104.4635,5515.6636,4816.3770,4384.1292,-5536.1804,-5358.8415,4151.1941,-314.4849,-2797.0180,-3515.6788,160449.7296,157574.6199,156662.4048,164749.4550,162468.3587,151798.2846,152113.6223,157049.7032,74739271.5467,74744294.3942,74730731.2465,74716351.3623,158550.8112,74727270.6580,
