sl_100_86400_20240806 Coordinates.csv
2024/08/06 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:56 2024,
Start: 2024/08/06 07:47:00.00, Stop: 2024/08/07 07:47:00.00,
TIME_UNITS,STARLINK-31766 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-5599 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-31559 - X-Coordinate,STARLINK-5717 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-30786 - X-Coordinate,STARLINK-5869 - X-Coordinate,STARLINK-2156 - X-Coordinate,STARLINK-5048 - X-Coordinate,STARLINK-31251 - X-Coordinate,STARLINK-1723 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-31838 - X-Coordinate,STARLINK-5597 - X-Coordinate,STARLINK-3610 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-5529 - X-Coordinate,STARLINK-4191 - X-Coordinate,STARLINK-4726 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-4560 - X-Coordinate,STARLINK-1800 - X-Coordinate,STARLINK-32151 - X-Coordinate,STARLINK-31162 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-30801 - X-Coordinate,STARLINK-30121 - X-Coordinate,STARLINK-5025 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-31097 - X-Coordinate,STARLINK-30222 - X-Coordinate,STARLINK-30452 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-31926 - X-Coordinate,STARLINK-5507 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-5146 - X-Coordinate,STARLINK-11259 [DTC] - X-Coordinate,STARLINK-31359 - X-Coordinate,STARLINK-3620 - X-Coordinate,STARLINK-5640 - X-Coordinate,STARLINK-3284 - X-Coordinate,STARLINK-2120 - X-Coordinate,STARLINK-11260 [DTC] - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-31693 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-6200 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-4021 - X-Coordinate,STARLINK-2194 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-31758 - X-Coordinate,STARLINK-5177 - X-Coordinate,STARLINK-4504 - X-Coordinate,STARLINK-5508 - X-Coordinate,STARLINK-5002 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-2093 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-1375 - X-Coordinate,STARLINK-30574 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-1948 - X-Coordinate,STARLINK-2343 - X-Coordinate,STARLINK-3772 - X-Coordinate,STARLINK-2099 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-4641 - X-Coordinate,STARLINK-31887 - X-Coordinate,STARLINK-30424 - X-Coordinate,STARLINK-4619 - X-Coordinate,STARLINK-30540 - X-Coordinate,STARLINK-3508 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-4255 - X-Coordinate,STARLINK-31577 - X-Coordinate,STARLINK-3767 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-5099 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-2358 - X-Coordinate,STARLINK-4582 - X-Coordinate,STARLINK-6208 - X-Coordinate,STARLINK-6049 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-31963 - X-Coordinate,STARLINK-3670 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-5599 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-31559 - Y-Coordinate,STARLINK-5717 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-30786 - Y-Coordinate,STARLINK-5869 - Y-Coordinate,STARLINK-2156 - Y-Coordinate,STARLINK-5048 - Y-Coordinate,STARLINK-31251 - Y-Coordinate,STARLINK-1723 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-31838 - Y-Coordinate,STARLINK-5597 - Y-Coordinate,STARLINK-3610 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-5529 - Y-Coordinate,STARLINK-4191 - Y-Coordinate,STARLINK-4726 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-4560 - Y-Coordinate,STARLINK-1800 - Y-Coordinate,STARLINK-32151 - Y-Coordinate,STARLINK-31162 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-30801 - Y-Coordinate,STARLINK-30121 - Y-Coordinate,STARLINK-5025 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-31097 - Y-Coordinate,STARLINK-30222 - Y-Coordinate,STARLINK-30452 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-31926 - Y-Coordinate,STARLINK-5507 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-5146 - Y-Coordinate,STARLINK-11259 [DTC] - Y-Coordinate,STARLINK-31359 - Y-Coordinate,STARLINK-3620 - Y-Coordinate,STARLINK-5640 - Y-Coordinate,STARLINK-3284 - Y-Coordinate,STARLINK-2120 - Y-Coordinate,STARLINK-11260 [DTC] - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-31693 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-6200 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-4021 - Y-Coordinate,STARLINK-2194 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-31758 - Y-Coordinate,STARLINK-5177 - Y-Coordinate,STARLINK-4504 - Y-Coordinate,STARLINK-5508 - Y-Coordinate,STARLINK-5002 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-2093 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-1375 - Y-Coordinate,STARLINK-30574 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-1948 - Y-Coordinate,STARLINK-2343 - Y-Coordinate,STARLINK-3772 - Y-Coordinate,STARLINK-2099 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-4641 - Y-Coordinate,STARLINK-31887 - Y-Coordinate,STARLINK-30424 - Y-Coordinate,STARLINK-4619 - Y-Coordinate,STARLINK-30540 - Y-Coordinate,STARLINK-3508 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-4255 - Y-Coordinate,STARLINK-31577 - Y-Coordinate,STARLINK-3767 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-5099 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-2358 - Y-Coordinate,STARLINK-4582 - Y-Coordinate,STARLINK-6208 - Y-Coordinate,STARLINK-6049 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-31963 - Y-Coordinate,STARLINK-3670 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-5599 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-31559 - Z-Coordinate,STARLINK-5717 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-30786 - Z-Coordinate,STARLINK-5869 - Z-Coordinate,STARLINK-2156 - Z-Coordinate,STARLINK-5048 - Z-Coordinate,STARLINK-31251 - Z-Coordinate,STARLINK-1723 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-31838 - Z-Coordinate,STARLINK-5597 - Z-Coordinate,STARLINK-3610 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-5529 - Z-Coordinate,STARLINK-4191 - Z-Coordinate,STARLINK-4726 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-4560 - Z-Coordinate,STARLINK-1800 - Z-Coordinate,STARLINK-32151 - Z-Coordinate,STARLINK-31162 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-30801 - Z-Coordinate,STARLINK-30121 - Z-Coordinate,STARLINK-5025 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-31097 - Z-Coordinate,STARLINK-30222 - Z-Coordinate,STARLINK-30452 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-31926 - Z-Coordinate,STARLINK-5507 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-5146 - Z-Coordinate,STARLINK-11259 [DTC] - Z-Coordinate,STARLINK-31359 - Z-Coordinate,STARLINK-3620 - Z-Coordinate,STARLINK-5640 - Z-Coordinate,STARLINK-3284 - Z-Coordinate,STARLINK-2120 - Z-Coordinate,STARLINK-11260 [DTC] - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-31693 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-6200 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-4021 - Z-Coordinate,STARLINK-2194 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-31758 - Z-Coordinate,STARLINK-5177 - Z-Coordinate,STARLINK-4504 - Z-Coordinate,STARLINK-5508 - Z-Coordinate,STARLINK-5002 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-2093 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-1375 - Z-Coordinate,STARLINK-30574 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-1948 - Z-Coordinate,STARLINK-2343 - Z-Coordinate,STARLINK-3772 - Z-Coordinate,STARLINK-2099 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-4641 - Z-Coordinate,STARLINK-31887 - Z-Coordinate,STARLINK-30424 - Z-Coordinate,STARLINK-4619 - Z-Coordinate,STARLINK-30540 - Z-Coordinate,STARLINK-3508 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-4255 - Z-Coordinate,STARLINK-31577 - Z-Coordinate,STARLINK-3767 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-5099 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-2358 - Z-Coordinate,STARLINK-4582 - Z-Coordinate,STARLINK-6208 - Z-Coordinate,STARLINK-6049 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-31963 - Z-Coordinate,STARLINK-3670 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4246.2342,-6761.3556,-6702.4177,5555.7727,1817.6393,-5639.0953,-1904.5039,5684.7796,4719.8224,-5120.3986,3917.7776,5765.2244,-6037.7970,-244.9836,3266.5235,1761.4988,5293.3146,-6601.9996,182.3722,-5391.2882,-3018.2784,4784.7693,-117.5234,2570.6307,-1427.0027,-3880.8570,6502.1712,5130.5219,5092.5255,2301.7648,4065.3305,6197.1583,-2217.8962,-4256.8018,2719.9599,4776.0521,2504.3445,-6503.1006,-1946.9177,4766.4775,968.0330,4138.4596,-3064.3434,-6861.0883,-4016.6549,5167.6268,212.8104,-2098.5328,-3062.7104,617.1009,-2543.4244,2814.4053,2254.7499,2275.2730,2207.0069,4867.5200,4063.0757,6856.0462,-3762.2223,-1397.0226,6229.0284,4644.8870,4271.8053,-4239.4265,-5022.5702,-5024.8063,-35.4532,3875.5300,-3214.3839,3089.2563,4153.7244,5389.5959,-4673.2625,3411.0550,-3282.1693,5448.4999,-1277.2181,-1919.9486,-1773.2659,-4790.2642,-4633.9009,5856.5840,1967.3776,-6523.5278,-278.7971,-1237.1319,-3315.0153,-4387.0858,3309.9141,5070.1884,-3608.1377,3508.3460,-934.6482,3595.4862,-495.2386,5178.8385,-3694.9758,3847.3593,-3148.1378,4289.4650,-41955.7958,-14725.1183,-22935.1040,-29508.0560,-21526.1703,-25491.7250,-25869.4825,-26176.5844,-218350456.9121,-218339409.7191,-218347958.2919,-218376721.6590,-27028.7549,-218369654.3490,-3626.2562,-1144.2608,168.1026,1742.3550,-6559.3580,3512.6928,-4676.6924,-923.4019,-2081.9395,-662.5326,4968.3748,2924.9898,567.3499,6854.0626,3991.8636,6585.9207,536.7503,1137.1951,4301.7453,-1153.5818,370.3072,-4841.4862,-6845.7591,-6308.3213,-289.0205,2539.3831,1963.3583,4300.1033,-2721.4544,-4608.5388,-3105.6257,2790.3662,-6470.1106,190.8371,5888.2186,2349.9295,-4521.8640,-1910.6659,-3930.0878,1505.2478,-2170.0847,-5141.9936,2451.0711,-336.0848,4465.9742,-3721.3147,-4150.3411,5474.4724,-3960.0885,4721.7246,4366.2312,-5799.4654,-5165.1540,711.5922,-3729.5807,-1460.3668,5478.4813,726.3713,5360.6579,-4447.7977,2817.7957,2437.1721,-2677.8403,217.6941,-4806.2770,-4531.5599,6019.1468,-4659.8681,3583.4166,-2898.0576,4733.1589,2786.4523,-3597.7582,-2482.8260,-6011.7169,114.8726,-6357.7796,4804.6448,6383.7996,-1599.1083,3989.0147,-2692.5813,6418.1669,1015.5507,4123.9111,5630.0366,4684.2960,4344.7054,-4389.0977,-287.9685,5367.1554,5633.1536,-6485.6048,-2392.1643,-5877.1676,1399.8561,-4330.4982,3631.6089,-6057.8727,2088.4246,394620.4885,407443.4386,387896.0244,387375.6390,388174.7277,387992.3898,396476.0974,392096.7852,-9041328.4960,-9030536.1319,-9045117.1518,-9034197.6879,391986.6679,-9039998.7134,-3932.1158,1055.4949,-1853.4938,3763.2517,441.0095,-2004.7345,-4658.6509,-3666.0046,-4643.5287,4610.4217,2796.0250,-2248.8053,-3351.0291,907.9614,4603.2145,1180.0176,4274.0217,-1861.7525,5407.5269,4172.8645,-6256.0484,-1249.2831,-1003.3776,1245.2944,6780.2917,5139.7915,453.1952,1521.7112,-3481.4720,-4652.9700,4676.8144,-1311.0640,1032.7022,5323.4186,-2449.7427,4439.2662,4617.3731,-1393.7027,5106.2606,-4646.3961,6524.2110,1887.5907,5720.1982,816.9702,3035.9290,2497.1006,-5536.2896,3726.2086,4767.1279,5021.0400,-4325.6705,-2617.2389,-3858.8101,-6535.3604,5395.3118,-4726.3103,-141.6653,-588.4986,-2267.4301,5103.7271,-1070.5425,4353.3799,-4743.8464,-5467.7722,-213.2611,-1448.8359,-3452.8465,3347.8626,4960.8569,5475.3464,-2915.9058,3354.1767,-3633.5411,-5498.5937,-994.0063,4267.9600,-2442.6332,4437.6845,1989.2513,4573.4197,3059.5404,-2521.9261,-1758.7622,-2073.7089,-5456.6950,-3831.1482,3707.4055,-3127.4504,-4045.5526,-4701.5793,2450.3556,1981.0098,-1904.4567,-5425.6643,-3623.8923,-4403.4458,3980.7847,-4463.9054,33.1848,5004.1582,88646.8375,85226.9525,82345.4894,90921.8534,87872.9808,77222.6057,78458.9995,85978.1091,86572279.8242,86550864.1366,86586760.3800,86569488.7854,84404.0654,86579140.6309,
3600.000,-3378.0957,6360.2616,3862.4996,-6874.5094,1313.9270,2485.3255,5483.5191,-2635.8688,-2260.6033,6672.4696,-5320.5418,-4316.5848,6453.1773,-1652.6601,-4316.4580,-3014.3874,-2618.1601,6117.9191,-3797.3654,6880.9308,5392.8285,-1914.4585,1649.7269,-5.9943,-3784.9459,3251.6607,-4995.0070,-5267.0043,-4290.2437,1614.3604,-1888.8251,-4979.6110,3303.2667,4870.7285,-3664.0517,-5197.4509,1403.8586,6262.7000,5186.1347,-5350.3090,2691.3887,-1945.8426,6611.4781,4982.9289,-763.9104,-4000.8711,3784.7869,-559.0659,4411.4954,-4109.0966,-3063.2395,-534.2200,2067.2585,-3855.9061,1947.9996,-3564.4300,-5210.7251,-5833.7601,516.0709,4508.3433,-6043.1895,-6623.8980,-260.0579,4724.0989,3912.6052,5556.0786,-2551.4662,-2931.9475,-1090.1392,-966.8898,-4977.3769,-4963.6512,6403.5361,-1551.0702,3906.0137,-6613.6160,2974.3451,-2702.6488,227.8265,5064.7360,422.3668,-2479.1963,-3859.9541,6025.0914,-4236.1134,-471.0885,1978.2741,588.5507,1290.8904,-6191.7564,2312.2687,-4632.5975,3635.9246,-2289.9108,3061.4902,-4728.5057,2490.4519,-4202.7285,4702.5136,-3991.4735,-140856.7007,-116279.2540,-121968.3846,-127745.1346,-118976.2998,-122657.9630,-124318.6136,-125840.5623,-208523304.2345,-208516879.4794,-208517405.6859,-208552004.1975,-124956.5514,-208541515.5305,5912.1932,-1081.3933,-838.8838,710.1140,5445.3121,-4689.7028,2324.8309,4379.4133,5274.2760,-1565.2129,-4152.2876,589.4026,-2367.0038,-4908.6882,207.8479,-5400.6559,3366.1710,-1175.1468,-5015.3199,-675.6567,-3102.8638,4630.4313,5874.5442,5040.8204,1599.5700,-5742.5119,693.3969,-748.2208,4987.8609,5524.4027,6064.1607,-150.2743,3905.9505,-4122.8996,-2602.6776,1710.4897,5526.5763,242.1578,-164.1373,2886.3597,4419.3492,6273.2124,-1634.9897,-1567.0082,-3968.7264,5113.7237,4523.1146,-2600.8469,-188.7556,-2126.0637,-3383.7667,3354.7293,3574.5059,3339.4978,4776.8767,5050.9919,-2612.5478,971.7474,-4539.7632,1347.0173,-1040.2163,744.1128,4382.5526,-3988.8792,3255.0715,2947.6881,-6450.7999,6221.5661,-4430.4055,6041.9906,-1099.2714,1070.1590,2588.4461,5864.3915,3340.8005,2010.7271,3370.1213,-4939.8404,-6497.0589,-2948.7369,-4119.2393,3674.2285,-3757.8096,-2504.0096,-3742.4315,-6898.5012,-6502.0857,-4193.6009,5116.0010,2882.8553,-6235.9333,-4589.2941,3606.1022,5828.3593,2801.0202,2666.1944,482.8605,647.8520,3388.6681,2284.9671,370570.7014,390945.4888,367744.5821,368942.6539,369320.4087,368567.3898,376656.1125,372509.6697,-65282444.8057,-65266515.3321,-65279487.8254,-65281750.3679,372956.1116,-65281556.8705,-495.9350,2543.4591,5709.1618,-598.2944,-3899.2240,4458.1465,3412.6044,4527.3816,3891.4828,-1018.9016,1518.6573,5267.4218,-863.9402,-4593.5952,-5408.1186,3093.7860,-5338.5275,-3098.2467,-2884.9791,-253.4105,3100.0683,4762.0373,-3269.3070,-4755.5897,-5602.9928,-2124.5130,-4571.3363,-4347.7671,-1456.3962,3867.3672,-2794.5876,4792.9049,-4663.8031,-2429.5784,5267.5492,-4269.1595,-3955.2128,-2938.5820,-4304.9786,3088.0508,-4646.6018,1993.0377,-1362.8417,-4542.7833,-5390.4669,2145.6360,3611.3242,-6427.9987,-5330.8784,-5159.0634,4824.0038,6056.5062,5428.4023,4717.4339,-4627.3140,3139.4015,-3550.8886,-3597.5766,5198.8007,-5077.1469,-3212.4118,-1455.1816,5339.3055,3099.0220,4725.4838,-2889.8543,90.0463,825.5640,-5205.7911,-3257.1397,4695.9576,-4731.8438,-509.5441,3339.2481,4623.1983,-443.3346,5262.2894,-3855.3511,2359.9260,-3489.4227,-5450.1438,5303.8932,4361.7763,-2309.3415,3846.3134,-276.3177,730.9786,5462.0109,4316.9743,1096.5160,1897.2979,2329.3919,4498.6051,2965.7005,5527.9738,4311.1345,-6477.4559,5449.4109,3596.1324,-5175.2297,87309.9790,83582.3997,81626.1377,87880.7806,88143.7033,77999.4934,75013.0080,81413.6483,86575130.9403,86554997.6954,86588271.7532,86578191.7550,82906.7229,86584347.2758,
7200.000,561.9572,-3757.8189,245.5046,5640.3659,-4681.6261,1553.0945,-6863.3744,-722.2189,-112.2124,-5435.1246,4733.4147,2054.5586,-4007.4744,4093.2460,5018.4329,3889.2168,0.0243,-2556.5250,5275.3796,-5336.8047,-5757.1480,-2355.8132,-3418.4049,-3558.7171,6852.9223,-1817.5506,1530.6641,4149.0953,395.7292,-4451.9509,-315.8644,2658.8852,-4333.0844,-3491.2884,4625.9306,4711.7720,-4330.8210,-3594.3340,-6013.9384,4061.6033,-4002.5859,-1566.9728,-5740.9417,-1442.9316,5384.9225,303.6839,-5670.5057,4378.0241,-5297.7302,6592.2961,6445.8354,-3369.1822,-5890.1647,4928.5663,-4677.4713,1747.2181,4688.9185,2563.8196,3610.7341,-6561.1122,3711.3393,5462.5561,-3093.4236,-3970.0137,-2260.9570,-4272.6160,4135.1683,483.9067,4447.7413,-643.8337,5150.0095,3852.7075,-5398.9640,33.9086,-4218.5938,4951.2879,-4888.8949,5740.7929,2122.0544,-3726.2259,4118.3016,-1776.7803,5402.1516,-2777.4104,6290.7179,2032.4619,650.4417,3678.7013,-4941.9049,4752.4920,513.8375,4378.9608,-5694.9856,914.5506,-5616.7337,3626.0471,-2225.3125,4361.2637,-4952.6440,3494.4920,-230071.8365,-210543.9085,-213290.6374,-218133.6275,-208925.3402,-212318.2084,-214441.1388,-214178.9005,-184468177.4789,-184467189.9022,-184462082.9193,-184493396.3167,-215038.6193,-184485380.9417,-5066.8943,3550.4547,2954.8436,-2770.2382,-2253.8396,5265.6897,149.6269,-6476.5081,-6888.7064,2849.0575,1178.8080,-4723.4145,3370.1092,1339.2618,-3822.6713,1708.9917,-6374.8120,1676.7143,4237.0449,2152.1217,3442.4972,-3731.0710,-2446.6394,-2600.8093,169.4889,6313.9542,-4178.7590,-3546.7888,-4378.0399,-5264.5680,-6886.9996,-3545.4405,314.8595,5400.9149,-1607.8431,-4858.9557,-5343.9387,2339.3219,3028.5839,-5424.1769,-5687.0842,-4938.3039,-781.9141,4033.9520,2702.4727,-4380.0098,-3926.6422,98.7531,3634.0005,-53.9130,1564.5876,-834.6644,-1730.4328,-4897.7238,-5008.5564,-6704.3119,-1916.8991,-3266.0004,3199.5341,1133.9525,-2000.8166,-3195.7166,-5600.9678,5541.3763,756.4213,513.1559,4473.8368,-5231.9472,4821.1264,-6832.9301,-2863.2954,-4760.6298,-332.6516,-6874.9071,981.4253,-3160.5961,517.5476,3669.2938,3964.0288,5707.1295,3833.7589,-4649.9478,-24.5457,3561.9846,2638.2608,5111.6221,4964.9355,3854.2740,-4502.9643,-3895.0794,4665.9834,1199.4516,509.9177,-6750.3432,468.2270,-5682.5663,4023.8157,-4412.2825,1157.8215,-5582.4703,322265.8138,349386.0769,323948.3359,326761.3373,326638.8719,325981.9213,332479.1543,330835.8104,-117050593.8563,-117031283.6383,-117039854.4710,-117055915.6739,329834.6105,-117049608.4976,4530.5621,-4632.9125,-6292.0220,-2945.7720,4412.4254,-4245.1623,173.7782,-1998.5762,-815.9826,-3220.5814,-4913.1103,-4508.5192,4525.3471,5407.3490,2836.4701,-5466.0011,2443.5948,6234.7957,-1454.9667,-3847.4907,1814.9105,-5333.0818,5486.6726,5334.4154,1105.7813,-2209.7771,5139.2512,4158.7653,5095.0545,-776.9515,-786.0254,-5318.0006,5376.6007,-2295.8177,-4908.6295,1515.8375,898.1790,5420.6807,-264.4472,778.9226,49.2022,-4511.2448,-3832.2863,5424.2259,2999.8926,-5248.2886,536.9394,5392.8222,2563.9862,2119.6473,-458.2094,-6028.2653,-2991.8975,-204.4859,1009.6561,321.0578,4561.3153,5526.1802,-4976.2861,1876.5625,5477.7464,-2553.9419,-2637.4989,1175.2941,-6535.1871,5409.1622,3308.5179,-4521.3303,2197.0380,-967.5261,-3664.8122,3252.0771,4314.5694,840.2949,-5400.0519,-3676.6683,-4884.5893,362.0155,-5263.6174,-246.5609,3883.7588,-4809.9378,-4356.4098,5232.0366,520.2387,4187.9943,-4659.6991,-4417.1727,-1359.9231,3169.4035,-5087.0098,-5236.2867,-3725.2323,1271.6463,-4017.7199,-1641.0867,5207.5496,-3067.6501,-4556.6943,2120.4460,85905.9536,81925.8952,81243.4214,83889.4697,87909.1186,79681.2964,72316.2261,82634.6331,86578550.0514,86559336.3538,86589603.9145,86588682.5379,81402.8221,86589525.0460,
