sl_100_86400_20241109 Coordinates.csv
2024/11/09 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:52 2024,
Start: 2024/11/09 07:47:00.00, Stop: 2024/11/10 07:47:00.00,
TIME_UNITS,STARLINK-31794 - X-Coordinate,STARLINK-30589 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-30801 - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-5523 - X-Coordinate,STARLINK-1776 - X-Coordinate,STARLINK-1209 - X-Coordinate,STARLINK-1956 - X-Coordinate,STARLINK-11267 [DTC] - X-Coordinate,STARLINK-4193 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-32042 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-5131 - X-Coordinate,STARLINK-32092 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-2659 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-2340 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-5688 - X-Coordinate,STARLINK-1371 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-31881 - X-Coordinate,STARLINK-6036 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-5169 - X-Coordinate,STARLINK-3967 - X-Coordinate,STARLINK-31095 - X-Coordinate,STARLINK-1625 - X-Coordinate,STARLINK-2113 - X-Coordinate,STARLINK-31615 - X-Coordinate,STARLINK-2520 - X-Coordinate,STARLINK-31550 - X-Coordinate,STARLINK-31402 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-3530 - X-Coordinate,STARLINK-5766 - X-Coordinate,STARLINK-31989 - X-Coordinate,STARLINK-1798 - X-Coordinate,STARLINK-31017 - X-Coordinate,STARLINK-1991 - X-Coordinate,STARLINK-4788 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-5458 - X-Coordinate,STARLINK-2704 - X-Coordinate,STARLINK-2515 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-11102 [DTC] - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-4473 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-32158 - X-Coordinate,STARLINK-31365 - X-Coordinate,STARLINK-31263 - X-Coordinate,STARLINK-31878 - X-Coordinate,STARLINK-1930 - X-Coordinate,STARLINK-32199 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-31236 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-3148 - X-Coordinate,STARLINK-31892 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-3678 - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-1038 - X-Coordinate,STARLINK-30458 - X-Coordinate,STARLINK-2285 - X-Coordinate,STARLINK-32190 - X-Coordinate,STARLINK-2550 - X-Coordinate,STARLINK-11146 [DTC] - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-5274 - X-Coordinate,STARLINK-30914 - X-Coordinate,STARLINK-2763 - X-Coordinate,STARLINK-31983 - X-Coordinate,STARLINK-5719 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-31415 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-2740 - X-Coordinate,STARLINK-11243 [DTC] - X-Coordinate,STARLINK-11150 [DTC] - X-Coordinate,STARLINK-4033 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-30320 - X-Coordinate,STARLINK-31787 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31794 - Y-Coordinate,STARLINK-30589 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-30801 - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-5523 - Y-Coordinate,STARLINK-1776 - Y-Coordinate,STARLINK-1209 - Y-Coordinate,STARLINK-1956 - Y-Coordinate,STARLINK-11267 [DTC] - Y-Coordinate,STARLINK-4193 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-32042 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-5131 - Y-Coordinate,STARLINK-32092 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-2659 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-2340 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-5688 - Y-Coordinate,STARLINK-1371 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-31881 - Y-Coordinate,STARLINK-6036 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-5169 - Y-Coordinate,STARLINK-3967 - Y-Coordinate,STARLINK-31095 - Y-Coordinate,STARLINK-1625 - Y-Coordinate,STARLINK-2113 - Y-Coordinate,STARLINK-31615 - Y-Coordinate,STARLINK-2520 - Y-Coordinate,STARLINK-31550 - Y-Coordinate,STARLINK-31402 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-3530 - Y-Coordinate,STARLINK-5766 - Y-Coordinate,STARLINK-31989 - Y-Coordinate,STARLINK-1798 - Y-Coordinate,STARLINK-31017 - Y-Coordinate,STARLINK-1991 - Y-Coordinate,STARLINK-4788 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-5458 - Y-Coordinate,STARLINK-2704 - Y-Coordinate,STARLINK-2515 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-11102 [DTC] - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-4473 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-32158 - Y-Coordinate,STARLINK-31365 - Y-Coordinate,STARLINK-31263 - Y-Coordinate,STARLINK-31878 - Y-Coordinate,STARLINK-1930 - Y-Coordinate,STARLINK-32199 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-31236 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-3148 - Y-Coordinate,STARLINK-31892 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-3678 - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-1038 - Y-Coordinate,STARLINK-30458 - Y-Coordinate,STARLINK-2285 - Y-Coordinate,STARLINK-32190 - Y-Coordinate,STARLINK-2550 - Y-Coordinate,STARLINK-11146 [DTC] - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-5274 - Y-Coordinate,STARLINK-30914 - Y-Coordinate,STARLINK-2763 - Y-Coordinate,STARLINK-31983 - Y-Coordinate,STARLINK-5719 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-31415 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-2740 - Y-Coordinate,STARLINK-11243 [DTC] - Y-Coordinate,STARLINK-11150 [DTC] - Y-Coordinate,STARLINK-4033 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-30320 - Y-Coordinate,STARLINK-31787 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31794 - Z-Coordinate,STARLINK-30589 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-30801 - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-5523 - Z-Coordinate,STARLINK-1776 - Z-Coordinate,STARLINK-1209 - Z-Coordinate,STARLINK-1956 - Z-Coordinate,STARLINK-11267 [DTC] - Z-Coordinate,STARLINK-4193 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-32042 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-5131 - Z-Coordinate,STARLINK-32092 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-2659 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-2340 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-5688 - Z-Coordinate,STARLINK-1371 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-31881 - Z-Coordinate,STARLINK-6036 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-5169 - Z-Coordinate,STARLINK-3967 - Z-Coordinate,STARLINK-31095 - Z-Coordinate,STARLINK-1625 - Z-Coordinate,STARLINK-2113 - Z-Coordinate,STARLINK-31615 - Z-Coordinate,STARLINK-2520 - Z-Coordinate,STARLINK-31550 - Z-Coordinate,STARLINK-31402 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-3530 - Z-Coordinate,STARLINK-5766 - Z-Coordinate,STARLINK-31989 - Z-Coordinate,STARLINK-1798 - Z-Coordinate,STARLINK-31017 - Z-Coordinate,STARLINK-1991 - Z-Coordinate,STARLINK-4788 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-5458 - Z-Coordinate,STARLINK-2704 - Z-Coordinate,STARLINK-2515 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-11102 [DTC] - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-4473 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-32158 - Z-Coordinate,STARLINK-31365 - Z-Coordinate,STARLINK-31263 - Z-Coordinate,STARLINK-31878 - Z-Coordinate,STARLINK-1930 - Z-Coordinate,STARLINK-32199 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-31236 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-3148 - Z-Coordinate,STARLINK-31892 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-3678 - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-1038 - Z-Coordinate,STARLINK-30458 - Z-Coordinate,STARLINK-2285 - Z-Coordinate,STARLINK-32190 - Z-Coordinate,STARLINK-2550 - Z-Coordinate,STARLINK-11146 [DTC] - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-5274 - Z-Coordinate,STARLINK-30914 - Z-Coordinate,STARLINK-2763 - Z-Coordinate,STARLINK-31983 - Z-Coordinate,STARLINK-5719 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-31415 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-2740 - Z-Coordinate,STARLINK-11243 [DTC] - Z-Coordinate,STARLINK-11150 [DTC] - Z-Coordinate,STARLINK-4033 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-30320 - Z-Coordinate,STARLINK-31787 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2381.5068,3718.4404,-5861.7242,2863.7246,-4832.3585,-5090.5734,782.0552,717.5539,436.9487,4408.3160,6584.8167,3310.0364,-2629.2998,-3731.1872,5867.1074,77.6256,6722.9536,4912.3585,-4016.2083,-5523.6418,-3880.7990,4683.3113,5792.3484,-4862.8275,-6420.9815,-492.7712,-2713.5574,2817.9111,-3766.6053,-4460.8585,4157.5300,5000.0407,5188.9059,-787.2680,5014.1406,1614.4880,-2082.1573,-6019.6049,-1143.5895,3593.7019,3693.1328,-4556.6510,-4878.9164,3323.0225,5306.2397,6570.0624,-6513.9583,-6669.9784,-3643.1400,5449.8748,2823.4682,-2732.8377,4374.4711,-4268.8818,5293.1774,-934.1124,-2766.7430,-1507.4322,-20.7782,4452.6873,-6180.8336,-1647.2089,5654.5060,-3221.1946,-3950.3071,-4875.8734,-2183.8076,5369.9788,-4687.2194,5098.8808,6313.4797,-6527.6868,-1136.9035,-3134.9807,1228.8519,4967.2035,4034.5970,-4977.2391,551.6234,727.9784,2270.1744,4591.9071,-4803.9241,5179.7107,524.2866,1119.7998,4162.6511,-2785.4085,-3804.9445,-3662.7402,-3443.5571,-5711.5269,-326.5855,-5287.8508,-5397.7403,2267.1151,5548.4081,3904.9955,-185.9206,-1875.3510,325417.7259,315410.4613,330559.0300,330997.9619,329734.3415,330163.1519,321717.4656,327095.1198,-100033084.1936,-100015796.7504,-100027432.3844,-100030785.5252,326214.4196,-100023138.1421,-5746.2592,3338.0326,-1253.1761,-517.1669,1713.1905,816.5026,6642.3597,-5911.8611,4645.4734,-1373.1225,1036.9554,2517.9348,-6282.6533,-1720.0259,-3207.3814,4631.6821,-1305.9065,-4115.5085,-1117.4753,-3645.3049,2717.0976,-3046.3010,3029.6764,4930.0024,752.1770,5916.0308,-6227.0365,-3855.3623,-2429.3816,-2991.3821,5255.7343,-3137.9523,1413.9473,2368.5794,594.8727,-3853.4829,-6252.8534,-883.5896,4099.2057,-5837.1102,-3433.6824,-1947.1948,-1091.8695,-5410.0348,-3695.4484,-651.3571,-1988.5267,92.3056,2956.4830,2947.4188,3066.6600,-5593.1921,-2490.2337,2547.0407,-1071.8350,4547.4854,-6228.2496,6492.2870,-6470.5758,-1368.5527,3107.6615,-5670.1651,-920.6346,-2571.1350,1859.8634,-790.8794,3836.2545,-2624.3835,3079.7416,4552.6881,-2769.7304,1520.1163,4858.8219,5059.6327,6800.0754,514.7876,-3430.6346,969.3190,-4147.6319,-5917.0762,6485.0369,2802.9783,302.7914,-4205.4645,2671.5637,6538.6096,-1850.7961,-3079.8259,3386.4374,5547.4995,3726.2606,-1264.0801,5870.7388,3818.1011,621.3897,3855.8284,-1931.3328,-1437.9399,4829.3252,-4628.7710,127364.8296,143811.8490,146880.7454,140677.6375,148721.5186,144892.9662,143822.6297,141741.2348,-88275983.1225,-88276511.2076,-88273810.5205,-88255641.9214,142994.5823,-88262301.2328,-2810.4164,4665.0483,3197.4187,-6319.0539,-4675.7230,-4645.9173,-1909.4454,3519.1754,-5121.3633,-5166.2579,-747.1790,-5532.2292,-874.0829,-5455.9289,-1778.8385,5043.5396,1088.6026,-2611.2384,-5525.6315,-1659.7496,5033.3557,4113.8584,2311.4539,121.4071,2273.3639,3395.0248,1248.1713,-5008.9254,-5285.2686,4380.5120,1725.9151,-3660.3406,4188.2548,6478.6259,-4593.7082,5505.6052,2096.0741,-3186.5275,-5460.7675,-997.9600,4562.7006,4829.7919,4606.5868,-2264.5360,2501.3866,2058.8703,-1327.2805,1447.2062,-5089.3357,-2858.0358,-5534.7995,3010.3905,4595.5174,4802.1041,-4329.5238,5128.2651,598.2105,-1883.6579,1865.2204,-5016.3743,587.0421,3631.8172,-3710.4900,5462.9329,-5271.1854,4527.1684,-5339.2662,-3291.1465,4073.6545,-305.6348,565.1384,1710.5307,4642.7425,3518.6900,317.2486,4639.5180,4454.0329,4712.6359,5506.4092,3357.4546,850.8875,-4069.6763,4967.5706,-1833.5865,6387.2107,1666.4251,-5215.1194,5408.6214,4697.5748,1524.3173,-4565.4857,-3552.8003,3650.2647,-1603.8654,-3987.1926,5268.3955,3644.0659,-5304.7454,-4846.5671,4638.0745,-117974.1540,-120690.2333,-124176.1302,-115923.6002,-118545.9280,-129235.2391,-128397.3096,-123105.8269,52357370.3558,52348592.7773,52333904.1465,52338265.4517,-122239.3352,52345913.3700,
3600.000,212.1420,-4250.6453,6582.7228,-4943.5717,3667.1667,4674.1471,-850.1612,988.8669,-4117.2556,-4631.0078,-4233.9226,-5898.0470,4441.7377,5130.2254,-2783.9622,-3302.5291,-5579.4560,-1352.5381,5370.4615,5183.1937,-81.0048,-6739.1385,-6733.3438,2562.8813,3304.5390,-1460.8535,3824.1851,1553.2543,6464.0223,5325.3424,-5055.2206,-6653.0755,-4346.9082,-2125.8268,-5386.6135,2471.5434,3458.1542,4120.6169,-2291.6940,-1792.1860,-805.8587,3814.2735,4887.4483,-504.7187,-4013.4988,-3849.8323,6530.0601,4005.4983,-395.2535,-4803.2830,-5703.6447,4381.3437,-1260.4559,4040.5990,-1976.6961,-1791.2441,3743.2894,-1048.7943,2731.5343,-4638.0141,4504.9732,4339.2113,-1955.0084,5999.2862,530.6969,2343.3948,-2080.2992,-4809.4342,1153.4741,-5131.6030,-4589.8197,3742.7402,-3126.2033,-731.9339,-2556.6746,-5020.8416,-3465.8943,4058.7589,3285.3107,2640.1463,-3382.1159,-6646.9186,5908.0105,-2003.5282,-4281.3220,-2725.1390,-902.7380,5520.0786,1294.9261,-129.3355,440.8253,3305.8810,-1468.0807,3094.4979,1479.1520,-5666.1474,-5671.9608,-2891.5417,-2761.8048,5628.2824,284676.6355,267687.6971,285675.7477,284478.1800,283609.4293,284507.4682,276646.8827,278925.3706,-73704928.6620,-73686157.1600,-73693655.1795,-73703344.9344,280290.0770,-73694701.2834,6721.4619,1384.5875,-720.5070,3591.8603,-5203.1649,-4411.3126,-6183.7241,6822.2336,-2309.9836,4680.9287,1821.3291,533.4254,4347.7924,-2609.2012,3852.0611,-5778.4476,3257.1379,4184.1025,-2608.9325,-174.9170,-4632.4769,1341.2233,-1013.6795,-4973.0500,-2867.9946,-6590.9448,4862.2412,4325.8111,245.7837,-1011.5665,-3952.0120,1237.4611,3179.8129,-5219.5940,3505.4469,4910.5495,5547.6419,-2869.2248,-5731.1631,5851.3890,6412.1927,-2331.9896,-3467.2208,6408.1514,5547.7036,2551.9554,-263.2152,-2340.5420,-4683.0994,1338.7907,-163.1848,5198.0893,5774.5034,-5459.4077,3733.6213,-6361.1778,3445.1397,-4614.9595,3249.6601,4797.0691,-259.1051,5400.3398,3610.8357,-626.8006,-5114.3345,-3989.0615,-4586.1112,4641.5659,-5098.0636,-2082.5568,3720.9176,-2972.3399,-5408.1270,-4099.1215,-5196.0475,3758.8369,5951.9546,-4691.1079,5001.7326,3151.9303,-5030.8997,-948.9003,-3188.3936,4281.6946,-39.6912,-5546.1483,4761.4084,-680.3480,-6156.2630,-5222.8298,-6458.4555,-2425.7500,-6752.7357,-4879.4495,-3956.3401,-3158.7007,3929.4708,5679.4107,-6156.1820,2271.3193,204302.7573,219271.9251,222951.8270,217565.7425,226348.9185,222870.0913,220604.1692,221227.9672,-111156741.9011,-111154788.2166,-111158389.9996,-111144267.4693,220196.7770,-111143954.4751,-1153.1298,-5183.7892,1530.5476,3305.2499,2743.4630,2599.8975,-3061.7020,636.8455,5057.7028,2136.6576,4863.7313,3566.8942,-2919.6228,3661.3657,5018.6985,-1646.2069,2519.4138,5332.0973,3486.6829,4424.5417,-5142.5997,981.2176,1321.7745,-4084.3772,-5280.9159,1114.0749,3068.0050,5161.6659,2465.8086,-4333.4410,2591.1502,-1575.2983,-4191.7483,-4078.0875,2281.7439,-4205.7176,2258.3924,4674.3596,3119.7641,-3245.8053,-2154.2525,-5293.3126,-3230.4369,-2033.2108,1109.0566,-5153.6116,-2329.5569,-5013.1289,5068.5822,4646.2740,3916.1388,1280.5826,-3412.0476,-1324.0513,5470.4399,-2075.2584,-4578.1107,5047.0091,-5233.8248,1504.1305,-5279.2655,-388.1883,5440.5331,-3253.2830,4503.8590,-4878.1153,4743.8852,-1362.0127,-4565.8015,-4021.5265,3592.4075,-5005.9870,-2747.0801,-5528.7049,3777.9964,-2690.7795,-739.6056,-3093.2078,-3486.7696,-5476.7709,3340.1073,-618.8732,-1700.1767,5042.9732,-5482.6453,2930.8962,4932.8956,-3962.0219,-2926.0643,-4390.1072,2140.5323,5467.8900,452.5451,-3428.0634,5238.5645,-2410.1400,499.5437,2179.5229,1120.4007,-3120.1659,-116467.3233,-119273.5312,-121918.4687,-116158.7175,-115464.1381,-125498.6925,-128883.6801,-120206.9314,52338362.6564,52335491.5137,52319617.2499,52315788.3475,-120853.8897,52326145.3312,
7200.000,-2995.3896,4183.4599,-3543.0006,5397.1509,-1838.0000,-3143.0480,1528.2744,-2474.4159,6648.6748,3413.8094,-199.2689,6456.6310,-5013.9099,-4748.3136,-1590.3494,4457.2822,2265.5249,-3009.7883,-5197.2787,-3413.5239,3165.2102,4093.7108,5265.7499,1440.8359,811.8682,3027.8319,-4121.9511,-4878.2787,-6546.9162,-5216.0637,4400.2054,3622.4501,2513.5586,2861.9262,3644.2829,-4866.6959,-3979.9209,-1468.9487,4024.4261,-1512.9291,-1914.4470,-2996.9775,-3231.3924,-3143.9277,993.2879,39.2800,-4298.3512,165.7111,3458.9563,3044.3279,6697.1177,-4437.6826,-1632.5575,-2357.2257,-1113.6206,3207.6082,-4214.6603,4323.6831,-5258.5500,2811.3239,661.8799,-5344.5683,-1778.1531,-6200.5574,1963.9178,232.2036,4931.2688,1364.9690,2179.8918,3527.4252,597.6772,347.1109,5445.7456,4752.4281,3921.8133,3255.7711,1571.6645,-2354.8770,-5158.8336,-5804.6581,4036.3945,4460.3553,-4744.0770,-2387.3873,6746.1610,3864.1396,-1582.6354,-6072.5423,1008.7172,4404.6350,2188.5422,-623.5389,2779.4174,1817.1253,2173.5884,6394.5705,3186.3925,758.5559,3930.3826,-6769.3896,225935.4572,202732.9606,222424.0074,219631.8231,219364.2565,220013.0685,213868.3203,218108.9459,-42354396.3672,-42336112.0463,-42336655.3015,-42348159.0626,216465.4338,-42343452.5671,-4426.1845,-5050.3213,2809.4193,-4085.0982,6636.0306,6102.9056,2676.1049,-4719.7511,376.5314,-5614.1068,-4942.4129,-2409.8256,-269.8879,4831.6271,-4337.3905,4304.8781,-4648.9170,-4030.3542,4512.2838,4458.3835,5803.2700,934.2077,-1725.4206,3917.9155,5053.4611,3776.5140,-1023.3662,-4427.8953,1302.5078,4255.5814,458.5959,954.0951,-6255.5684,6293.6668,-5501.7475,-4909.2656,-2173.8437,6029.8197,5512.6909,-3952.4075,-6237.4202,5721.3080,5951.7819,-3847.8328,-5532.0749,-4752.3425,2952.9226,4804.2955,5679.8488,-5345.4937,-1765.0368,-2279.7445,-6613.6944,5771.1469,-6019.1723,5699.2048,1264.1698,1730.1906,1254.2164,-5425.0993,-891.4000,-3150.7003,-5802.8683,2612.5360,6535.6922,6663.5298,4699.6402,-4459.0607,6168.5730,-2207.1535,-4113.3875,4578.3438,3920.5935,2926.9116,1346.9045,-5854.0382,-5796.8845,6501.5929,-4562.5027,-27.4751,1211.3313,-1705.6153,4299.5820,-3981.9897,-936.5203,1551.6815,-6542.7864,3084.6636,6832.6129,3398.7540,6181.6878,5875.0562,4666.7368,3639.5446,6076.9994,1757.4166,-4332.6134,-6068.4569,4447.5447,370.7714,269192.1324,280021.0410,284996.6660,280571.0065,289753.5673,286455.5229,283998.7138,282943.2489,-126424032.2508,-126418724.0273,-126425174.8428,-126418280.6329,283508.0958,-126411821.4200,4231.6896,1942.1455,-5079.7944,1588.7735,828.3780,995.3360,6222.3623,-4420.5720,-1908.5960,2182.9666,-4534.8039,601.1257,4672.8061,833.9813,-5154.4641,-2934.6778,-4627.7250,-4754.9389,702.0272,-3880.1789,2032.2549,-5533.0421,-4177.7540,5516.4907,4550.8055,-4840.6086,-5450.9475,-2117.3666,1842.6052,1660.7176,-5327.6025,5833.8563,1027.8545,-714.9701,1727.1372,267.2953,-5228.8877,-2943.8053,1137.1772,5472.8603,-1934.0529,2490.2499,-669.1060,4543.6300,-4070.0701,5018.0052,4565.7392,4838.2733,-1916.1486,-2955.0288,85.0373,-4797.5352,-352.8788,-3003.3174,-3231.1237,-2279.0786,5229.4811,-5129.5148,4009.5876,3071.9029,6847.0297,-3108.3342,-3122.1806,-1289.7591,-502.9434,734.8209,-1251.9279,4968.4615,2295.1998,5421.4275,-5534.6043,5166.0152,-1230.2478,4078.5322,-5542.0327,-1295.1585,-3452.0528,-435.7897,-706.4764,3614.1958,-5498.6938,4751.8638,-2638.7802,-5133.7621,1375.0249,-5433.1038,-1619.7603,-452.6159,-629.4043,3937.4944,1878.6496,-3456.5526,-4299.7337,5333.7682,-1937.2928,-1973.6797,-4355.4558,2822.4501,3394.2394,-760.1402,-115004.8634,-117894.5005,-119363.5800,-117331.8334,-112869.2626,-120832.6671,-128611.5946,-119753.8463,52318573.7192,52321321.5935,52306205.0524,52295650.4224,-119456.5215,52306387.2751,
