sl_100_5400_20240920 Coordinates.csv
2024/09/20 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:19 2024,
Start: 2024/09/20 07:47:00.00, Stop: 2024/09/20 09:17:00.00,
TIME_UNITS,STARLINK-31048 - X-Coordinate,STARLINK-2010 - X-Coordinate,STARLINK-5962 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-3399 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-30714 - X-Coordinate,STARLINK-1482 - X-Coordinate,STARLINK-11186 [DTC] - X-Coordinate,STARLINK-5357 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-30481 - X-Coordinate,STARLINK-1601 - X-Coordinate,STARLINK-5227 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-1611 - X-Coordinate,STARLINK-30847 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-3145 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-30511 - X-Coordinate,STARLINK-4697 - X-Coordinate,STARLINK-5893 - X-Coordinate,STARLINK-5284 - X-Coordinate,STARLINK-2159 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-31810 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-31751 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-31231 - X-Coordinate,STARLINK-31687 - X-Coordinate,STARLINK-31501 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-6047 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-4546 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-2566 - X-Coordinate,STARLINK-30497 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-30494 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-31889 - X-Coordinate,STARLINK-4765 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-3341 - X-Coordinate,STARLINK-32179 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-1797 - X-Coordinate,STARLINK-31712 - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-5289 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-1260 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-5841 - X-Coordinate,STARLINK-3354 - X-Coordinate,STARLINK-2573 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-32000 - X-Coordinate,STARLINK-1605 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-5691 - X-Coordinate,STARLINK-30085 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-4373 - X-Coordinate,STARLINK-3657 - X-Coordinate,STARLINK-30373 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-4455 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-3118 - X-Coordinate,STARLINK-11131 [DTC] - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-5930 - X-Coordinate,STARLINK-6238 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-2106 - X-Coordinate,STARLINK-6044 - X-Coordinate,STARLINK-2706 - X-Coordinate,STARLINK-3363 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-32224 - X-Coordinate,STARLINK-30937 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31048 - Y-Coordinate,STARLINK-2010 - Y-Coordinate,STARLINK-5962 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-3399 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-30714 - Y-Coordinate,STARLINK-1482 - Y-Coordinate,STARLINK-11186 [DTC] - Y-Coordinate,STARLINK-5357 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-30481 - Y-Coordinate,STARLINK-1601 - Y-Coordinate,STARLINK-5227 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-1611 - Y-Coordinate,STARLINK-30847 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-3145 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-30511 - Y-Coordinate,STARLINK-4697 - Y-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-5284 - Y-Coordinate,STARLINK-2159 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-31810 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-31751 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-31231 - Y-Coordinate,STARLINK-31687 - Y-Coordinate,STARLINK-31501 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-6047 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-4546 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-2566 - Y-Coordinate,STARLINK-30497 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-30494 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-31889 - Y-Coordinate,STARLINK-4765 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-3341 - Y-Coordinate,STARLINK-32179 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-1797 - Y-Coordinate,STARLINK-31712 - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-5289 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-1260 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-5841 - Y-Coordinate,STARLINK-3354 - Y-Coordinate,STARLINK-2573 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-32000 - Y-Coordinate,STARLINK-1605 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-5691 - Y-Coordinate,STARLINK-30085 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-4373 - Y-Coordinate,STARLINK-3657 - Y-Coordinate,STARLINK-30373 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-4455 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-3118 - Y-Coordinate,STARLINK-11131 [DTC] - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-5930 - Y-Coordinate,STARLINK-6238 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-2106 - Y-Coordinate,STARLINK-6044 - Y-Coordinate,STARLINK-2706 - Y-Coordinate,STARLINK-3363 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-32224 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31048 - Z-Coordinate,STARLINK-2010 - Z-Coordinate,STARLINK-5962 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-3399 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-30714 - Z-Coordinate,STARLINK-1482 - Z-Coordinate,STARLINK-11186 [DTC] - Z-Coordinate,STARLINK-5357 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-30481 - Z-Coordinate,STARLINK-1601 - Z-Coordinate,STARLINK-5227 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-1611 - Z-Coordinate,STARLINK-30847 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-3145 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-30511 - Z-Coordinate,STARLINK-4697 - Z-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-5284 - Z-Coordinate,STARLINK-2159 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-31810 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-31751 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-31231 - Z-Coordinate,STARLINK-31687 - Z-Coordinate,STARLINK-31501 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-6047 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-4546 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-2566 - Z-Coordinate,STARLINK-30497 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-30494 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-31889 - Z-Coordinate,STARLINK-4765 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-3341 - Z-Coordinate,STARLINK-32179 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-1797 - Z-Coordinate,STARLINK-31712 - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-5289 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-1260 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-5841 - Z-Coordinate,STARLINK-3354 - Z-Coordinate,STARLINK-2573 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-32000 - Z-Coordinate,STARLINK-1605 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-5691 - Z-Coordinate,STARLINK-30085 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-4373 - Z-Coordinate,STARLINK-3657 - Z-Coordinate,STARLINK-30373 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-4455 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-3118 - Z-Coordinate,STARLINK-11131 [DTC] - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-5930 - Z-Coordinate,STARLINK-6238 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-2106 - Z-Coordinate,STARLINK-6044 - Z-Coordinate,STARLINK-2706 - Z-Coordinate,STARLINK-3363 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-32224 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3446.8104,3842.1506,-3683.6823,-5260.8150,-1348.4125,-448.2559,3541.1989,2318.5384,5774.5353,-6909.4915,141.8509,4738.7713,4322.5645,3019.3135,-4810.8456,-4331.6435,-1874.9853,-6697.0405,-6708.7190,-1824.8556,-3594.7322,-401.5801,-6620.8014,4196.6916,-6669.3909,-6231.5332,-1038.5701,-1561.3287,1655.3384,-1272.0150,-43.7884,2482.7258,-3016.3337,2881.6992,-2574.1126,4263.6965,5346.0919,3993.1654,5226.9611,-3782.8999,5151.6021,-1493.2481,4704.1695,6225.2881,-6231.3280,2886.0712,-5161.4394,-4652.8315,5129.8931,-3428.0681,-1019.6788,189.1354,1419.9925,2702.2675,-3510.2037,3236.5603,-5543.6104,6670.0267,4229.8138,821.1677,2933.7001,4359.4462,3603.2608,-3740.4081,-2932.9222,1613.0240,6809.6670,-4180.5974,4031.2060,-4296.7919,6122.7000,-2836.9661,-1614.8158,-3200.8444,-1526.7421,-1964.4841,-153.9870,-6841.5024,4064.8807,4012.1490,4798.1288,-237.0686,4795.7435,13.7378,1626.6421,1709.4039,-971.8775,2489.5150,1350.8810,4154.8550,-500.4393,-3351.7438,-4039.5001,6515.4458,2536.0624,-165.5117,4123.3871,-5733.5490,-6133.1020,-46.2480,-10177.1222,-5477.7826,5937.8775,1554.3318,6765.7444,4091.8878,-2162.6784,-249.8476,-172568929.5443,-172554747.4429,-172563318.0283,-172579332.3903,145.9131,-172571920.0824,-3464.0932,-4312.7884,3594.2833,-2422.4745,6065.3723,5698.8550,2110.6505,5286.8829,1095.7515,-15.3038,5409.9315,904.3887,-5391.5579,4181.1211,-4943.0617,2877.4367,-5775.2088,1736.6985,-767.9802,3778.8150,-5819.5924,-6857.2209,1785.9148,-4380.9021,-893.7180,-2958.9053,-6607.8894,6072.1335,5900.5756,-4762.7293,-4308.5099,4658.4708,-4383.6879,6069.0766,6061.3008,2790.3214,3785.5870,1213.7411,-4529.6360,-3591.3281,711.7439,-4732.5078,2671.5399,-3001.7499,930.8042,5110.9045,-3632.0731,4271.2372,4656.4416,-5548.1910,6219.9771,-5046.3181,6443.4656,-3270.1957,-3098.5168,5288.6887,-2773.3437,-1686.5314,2883.3882,4459.9753,5673.4615,4633.2494,-3094.9893,5349.7285,5476.8366,-5027.1243,989.9010,5094.1702,-5215.7053,59.0432,-3236.9485,5490.5635,-4055.2161,-1381.8646,-4091.3791,5647.7744,-5773.1541,1116.3851,-4526.7064,-1240.0372,4710.7495,-6657.8106,3626.9612,-6601.8128,-5131.9154,-2316.7552,-4017.8095,-4425.8791,-4558.0652,291.9332,-6837.6176,5507.0586,932.2842,778.8054,2229.7482,4511.7186,824.1970,-641.7719,467.0255,-4527.0567,-366054.2975,-336182.5796,-351250.5622,-355934.3293,-349760.1406,-352627.1156,-346866.5768,-352532.2468,-51346858.6228,-51330810.7152,-51366587.1050,-51373761.2710,-350853.3390,-51366783.1336,-4812.4294,3811.6034,4642.9938,-3822.5033,3034.3848,-3808.0376,-5481.7086,3817.0061,-3302.8028,-619.4299,-4329.6084,4959.4113,604.5757,4613.0698,-550.8046,-4420.0027,-3341.6018,494.2839,-1549.9616,5489.7580,1078.9329,965.5892,-927.2065,3389.5971,1743.9057,-626.7872,-1503.8515,-2693.8563,-3001.8255,-4600.5464,5448.7727,4313.5463,-4428.6572,1643.6817,1937.7454,-4539.7034,-1910.0912,-5524.3870,-382.7507,4589.4390,-4570.0602,4810.0835,4314.4993,-599.5249,2867.0694,3688.9878,-2884.8194,2860.9965,353.7136,-2007.3312,2844.1992,4623.6764,2073.2066,5300.9838,5092.9126,-3093.9672,2887.5589,-810.4749,4500.9647,-5231.7660,2512.6425,-2771.3562,5069.5016,-1681.6934,3051.2370,4316.6073,-727.3116,2210.5980,2092.3483,-5438.6860,105.9210,2880.1632,-5384.6890,6007.3281,-5382.2226,-3521.6564,3835.2807,-266.0427,3324.9535,5519.5870,-1637.4240,1925.5879,-3480.3229,-2162.3108,-4249.1009,-6008.3262,5310.8260,-4729.8354,-5033.3347,5280.1864,1152.4901,-2566.7811,-5318.7603,2206.8656,-6079.9573,5241.7023,5483.2174,3822.0410,2734.7740,5119.4390,85822.7081,83133.6172,79639.3576,88069.3302,85219.0303,74549.7390,75598.6579,81294.6031,77973571.1371,77947108.5032,77986744.7001,77967150.3721,81645.4585,77970187.1864,
300.000,2630.9533,1961.8114,-1870.2756,-5254.6179,221.8969,1360.5262,4584.2552,3901.2432,6524.8692,-6444.5592,1745.4545,4072.9210,2859.9098,3754.6626,-5336.1871,-3337.6862,-2897.1586,-6104.7448,-6130.7742,294.4024,-4594.8118,-1879.0111,-6207.2798,4156.3748,-6937.3178,-6582.3871,-2263.3152,270.4361,3072.3466,-3110.4406,-1165.9405,3934.2424,-3727.7068,4031.2811,-828.0668,4966.9311,5661.3148,4258.3489,4106.9122,-3290.6558,4264.0956,-2866.0026,4510.6773,5156.2024,-6421.5317,4610.8684,-6319.5287,-3721.9914,5826.9102,-4820.5554,479.1028,-1593.7686,2688.9372,1300.6758,-5160.8734,4621.4572,-6503.2247,5842.8105,5481.1432,2592.7935,4014.5851,5713.8259,1676.4010,-2241.9211,-1944.8236,272.4745,6827.5707,-3885.2097,3161.4322,-3659.4943,5285.1791,-1825.0663,-3261.9137,-2351.3691,-3542.9041,-409.6240,-1985.5979,-6213.9289,2988.9217,2289.3280,5718.0436,-1792.8668,3387.3619,478.6902,309.8922,-533.8419,-2910.8478,545.7945,-725.2987,3666.5644,-1122.5178,-2079.3863,-2993.4678,5799.3427,2400.6425,1768.7667,4668.4097,-6476.3924,-5008.1984,-1994.7617,-2401.8377,1622.7441,13323.7939,8888.4543,14184.9105,11552.3384,5211.0245,7276.8591,-171403266.3499,-171389828.0064,-171397222.8005,-171413142.3253,7525.5572,-171406173.9367,-5151.4746,-4471.7320,4759.5206,-383.7145,5351.9967,6163.5537,228.7037,5227.9163,-203.4933,1485.3368,6005.3617,-1102.0435,-5964.2714,2267.8957,-3758.0059,4669.0410,-4313.8662,3124.3687,552.7514,4280.8244,-5132.1612,-6226.6753,2920.7428,-5388.7854,-286.6688,-1794.7542,-6461.9786,5665.7845,4591.7614,-4929.7521,-5556.3581,3070.7959,-2506.7581,5621.3338,6000.9717,735.5557,2063.8880,-939.5662,-5152.0734,-1831.4489,-1119.8350,-3159.4787,690.5480,-4150.5063,2304.7763,4513.5736,-2426.4620,5657.9520,3272.0351,-4801.3188,5447.9931,-3987.7137,6367.6999,-4817.7236,-2056.8747,4954.4189,-1751.4922,-2729.6831,1219.3625,3238.0748,4186.9340,3683.1979,-2822.8162,5432.1774,6497.0040,-6133.8160,-219.5391,5764.6852,-6145.7005,2135.7619,-4150.5723,6463.9789,-2644.1961,596.9093,-3691.8485,6528.2815,-4864.9443,2525.9191,-5907.5049,-141.9185,3891.4061,-6686.8245,3118.0358,-6927.7530,-6216.6412,-2254.4718,-2955.8787,-5305.5557,-4124.0072,-1864.6445,-6793.2571,6518.6049,2874.4045,-609.8988,72.2030,5044.7040,-1217.1002,758.4135,1759.0941,-3583.5017,-366205.1162,-336086.5774,-351284.9192,-355813.2956,-349624.0098,-352523.6693,-346836.8114,-352488.1522,-55102178.6285,-55085978.3537,-55121466.3978,-55129503.9835,-350751.2568,-55122156.5929,-3683.6585,4900.8281,4678.9468,-4516.9242,4369.1038,-2707.8351,-5096.2579,2319.5173,-1678.9990,-2097.8204,-2984.3019,5482.1402,2084.1242,5349.7093,-2304.2156,-3692.7241,-4587.5083,-1048.4319,-3182.5194,5416.4464,-731.9893,2406.2930,889.4824,1417.7272,-369.6032,1182.7660,308.5396,-3794.7121,-4006.6875,-3388.0497,4006.2793,4642.9016,-5268.3483,-155.6915,3224.7402,-4622.1086,-3203.3359,-5377.6485,-2145.1476,5836.4078,-5338.5469,5436.0410,5199.6326,-2079.8148,1185.1459,2538.9509,-1522.8699,1494.6914,1855.0281,-509.2437,4227.8691,5330.9766,300.0641,4605.8381,4125.5024,-1446.3747,1198.6889,-2535.0201,3866.0354,-5543.6160,3665.7260,-1388.1249,6120.7115,-3304.9986,1397.1427,2973.2457,1088.3093,120.0640,320.7289,-5485.5862,-1686.6797,1188.5155,-5515.0327,6507.4307,-4674.4756,-2316.1584,4520.7262,-1773.9353,2063.6951,6542.8736,162.5502,430.2669,-5204.3531,53.4261,-2877.4946,-6248.8796,5299.3363,-4439.7726,-5514.0748,5320.4739,-972.9950,-1149.3460,-5315.3285,3726.8467,-6526.8611,4393.6260,4948.3363,2325.7669,4135.7161,5465.7253,85949.5445,83268.7469,79830.7936,88108.5484,85524.1287,74851.5181,75548.8825,81924.6594,77971796.0972,77945439.5454,77985166.7939,77966111.8981,81786.4862,77968664.4125,
600.000,1588.9186,-129.4308,99.8635,-4782.9813,1810.7090,3013.3226,5207.6333,5080.9866,6576.4839,-5358.9903,3149.7590,3058.8473,1106.2234,4178.1114,-5351.8783,-2040.4724,-3684.9937,-4918.7078,-4957.9623,2368.2014,-5146.2824,-3197.6113,-5172.6374,3709.4802,-6500.9753,-6285.7057,-3259.7672,2101.9760,4214.8540,-4593.3323,-2122.3695,5022.6749,-4129.8996,4781.3385,1023.9611,5209.3146,5426.4799,4162.4797,2565.9948,-2533.7764,3001.5132,-4007.1474,3924.7570,3582.0473,-5981.2245,5880.9973,-6864.7410,-2444.3417,5972.8128,-5718.4004,1971.7240,-3255.5967,3687.2400,-190.4077,-6309.8003,5538.8578,-6791.3510,4433.9626,6195.5565,4148.1086,4730.1282,6511.0219,-443.4016,-476.0396,-779.6123,-1063.6976,6167.0903,-3196.5499,1980.5428,-2720.9591,3915.9258,-637.2406,-4629.7013,-1340.6076,-5207.1736,1163.7441,-3655.8344,-4983.8216,1643.3006,277.8498,6070.2367,-3171.1077,1653.2725,890.7683,-1007.0368,-2720.0966,-4565.1489,-1427.5496,-2750.9823,2843.2873,-1643.3468,-616.8194,-1681.9258,4524.5126,2108.4887,3501.0026,4799.9648,-6586.9598,-3355.8361,-3770.8538,5375.9100,8717.2472,20703.1277,16217.0584,21595.0947,19007.0937,12584.7859,14818.5167,-170155896.0078,-170143200.6141,-170149441.0973,-170165207.4378,14900.9361,-170158718.4499,-6314.4090,-4240.4870,5502.4198,1706.1115,4134.8948,6030.3903,-1641.7693,4671.3490,-1461.6092,2862.3831,6027.5780,-3027.7390,-5973.8536,138.1854,-2183.2881,5991.1753,-2434.2591,4219.3055,1853.0360,4416.5881,-3931.4147,-4996.0021,3774.5084,-5838.8390,354.3071,-440.2166,-5653.2996,4709.1190,2828.1446,-4600.4436,-6263.8804,1196.1664,-387.4369,4613.5962,5362.2498,-1380.2716,114.0821,-2989.1846,-5284.1178,148.6146,-2879.3530,-1303.4031,-1381.1642,-4916.8553,3438.2436,3502.2552,-1000.7244,6491.9302,1558.5370,-3568.7864,4158.2904,-2565.7080,5659.9845,-5885.0769,-856.9850,4142.5141,-563.0550,-3531.2239,-537.7321,1744.6232,2281.2599,2389.4442,-2342.0767,4959.0249,6870.7625,-6615.2222,-1419.5183,5848.7311,-6462.7687,4020.5428,-4670.3183,6763.8130,-1018.8881,2553.5890,-2980.9141,6785.0927,-3516.9980,3708.1587,-6713.7228,889.5084,2683.3715,-6069.7650,2212.0732,-6501.2262,-6676.4292,-2020.9667,-1630.4644,-5709.6766,-3341.1066,-3833.6462,-6057.8097,6898.1969,4537.3812,-1977.0750,-2102.2687,5119.6446,-3113.3224,2058.9647,2907.9313,-2325.1444,-366189.6363,-335842.2112,-351163.0773,-355537.4564,-349331.5817,-352260.9394,-346653.8801,-352143.2920,-58831086.9043,-58814751.4348,-58849916.1049,-58858790.2694,-350493.9603,-58851115.1716,-2148.0914,5463.5378,4214.8538,-4730.2490,5232.9297,-1309.6795,-4149.1497,572.7059,140.2566,-3352.1625,-1319.2714,5416.2759,3340.7558,5511.9183,-3809.8077,-2551.7141,-5343.1694,-2479.0980,-4474.2029,4759.6050,-2464.3567,3589.6529,2610.2460,-704.7576,-2443.8939,2865.1667,2086.7006,-4470.4265,-4562.8067,-1781.8890,2138.4760,4450.8084,-5543.5647,-1938.3234,4156.1831,-4187.1984,-4137.4590,-4654.8188,-3677.5676,6464.5867,-5535.1202,5476.3177,5526.3120,-3337.9729,-624.1689,1117.2951,1.7434,-31.5116,3157.9344,1046.0394,5155.8321,5447.6620,-1505.4474,3387.5904,2714.7451,356.3980,-623.7964,-3987.8811,2796.6507,-5261.8098,4414.6650,143.3961,6523.1943,-4544.2795,-407.1475,1296.1308,2786.5629,-1983.2456,-1485.4872,-4946.9083,-3298.3810,-636.7625,-5056.7232,6318.0616,-3467.0034,-863.4089,4722.9939,-3092.3462,581.6763,6869.5475,1944.9735,-1111.0895,-6376.7109,2263.4215,-1187.8324,-5741.2009,4670.3456,-3676.7516,-5404.2806,4739.4935,-2995.2382,390.8904,-4696.1909,4846.2564,-6285.1148,3073.4851,3880.1882,579.4768,5053.7710,5203.3915,86076.0421,83403.6493,80025.8892,88142.6664,85825.5779,75158.7575,75505.0272,82543.5678,77970019.5508,77943771.4173,77983579.2049,77965081.9557,81927.4501,77967141.5480,
