sl_5_5400_20240911 Coordinates.csv
2024/09/11 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:18 2024,
Start: 2024/09/11 07:47:00.00, Stop: 2024/09/11 09:17:00.00,
TIME_UNITS,STARLINK-30488 - X-Coordinate,STARLINK-2016 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-3571 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30488 - Y-Coordinate,STARLINK-2016 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-3571 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30488 - Z-Coordinate,STARLINK-2016 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-3571 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1326.0352,-5384.8205,-4620.2061,5608.3167,586.7006,288068.6838,309343.1552,307116.8870,302065.1282,308147.4276,305062.1508,299773.4171,300947.0141,-182716935.2670,-182719192.1522,-182711743.6926,-182743169.0938,301442.5292,-182733992.1921,-6615.4227,3992.2120,1746.9446,-31.7770,4127.5568,154528.2976,175609.5114,165869.6591,161853.1821,167155.7357,164726.2140,171382.0598,165444.1409,-43348254.9409,-43316718.1360,-43335930.4757,-43352589.5208,167081.7956,-43347917.8023,-1621.5704,1737.5245,4565.6565,-4087.3665,-5527.8366,-179542.4805,-185012.2116,-185940.3351,-177482.5284,-180370.0126,-191037.0865,-189951.7217,-183511.0626,81574110.7871,81604279.6026,81585571.8503,81580541.0453,-183925.0270,81585350.3697,
300.000,-2832.0070,-4736.6246,-2932.1501,4783.8473,2654.9211,284782.9610,305532.0192,303499.3778,298418.8030,304587.9366,301538.1599,296151.9512,297540.3680,-181724024.3428,-181726768.7653,-181719033.8549,-181749929.9015,297838.4104,-181741011.5025,-6332.5687,5054.5078,2997.9142,-1943.5096,3475.3188,160463.9808,181870.4998,172013.7858,168159.0312,173463.7327,170995.0483,177592.0967,171856.7147,-47327352.1259,-47295264.5078,-47314390.1346,-47332156.1562,173362.0874,-47326972.7204,-103.1452,-52.2469,5257.7601,-4637.3864,-5367.3284,-179570.6888,-185036.9682,-185909.8579,-177602.7859,-180224.3538,-190895.8738,-190162.1207,-183075.2596,81572751.0955,81602871.8982,81583994.1393,81579723.4980,-183943.9972,81584094.5089,
600.000,-4063.0938,-3618.8377,-952.8678,3533.7289,4475.4334,281375.9946,301592.6124,299748.9885,294640.4427,300893.1770,297882.6719,292403.6992,294018.0611,-180644479.0393,-180647729.4371,-180639712.5433,-180670016.6598,294103.5519,-180661398.7974,-5437.3521,5616.4468,3981.4056,-3695.1678,2538.4536,166330.7799,188046.4027,178081.5031,174386.9462,179695.8345,177190.4204,183721.7081,178320.1038,-51283758.5813,-51251128.6827,-51270165.3177,-51289005.0934,179564.6806,-51283333.8976,1426.2861,-1836.4394,5335.8790,-4693.6566,-4631.8132,-179599.0717,-185061.2968,-185875.5252,-177727.9633,-180082.1671,-190749.0316,-190366.4138,-182708.6765,81571396.4169,81601462.9040,81582416.3362,81578917.8025,-183962.8547,81582838.5322,
900.000,-4913.4521,-2128.3468,1102.0486,1979.5192,5864.5480,277849.2017,297526.8033,295867.3566,290731.7273,297065.0116,294097.0364,288530.3819,290359.6820,-179478816.7783,-179482591.4323,-179474296.9261,-179503947.6397,290239.6278,-179495671.6263,-4010.1849,5637.2983,4591.4513,-5117.5700,1401.4508,172126.2461,194134.5064,184070.1898,180534.2984,185849.1189,183309.6440,189768.5574,184810.1689,-55215588.3204,-55182425.2499,-55201370.8741,-55221246.8085,185686.8557,-55215115.4524,2803.1668,-3423.7265,4791.0101,-4250.2824,-3399.4876,-179627.6284,-185085.1827,-185837.4383,-177858.1628,-179943.4464,-190596.4880,-190564.6888,-182441.1604,81570046.7961,81600052.6406,81580838.5167,81578123.2189,-183981.5995,81581582.4394,
1200.000,-5313.1265,-400.8517,3012.1749,267.9404,6679.7797,274204.0481,293336.5160,291856.1753,286694.3911,293105.3494,290182.6439,284533.7635,286546.8967,-178227596.0340,-178231913.0500,-178223345.1943,-178252282.4055,286248.3687,-178244388.5865,-2184.4395,5129.1905,4755.6561,-6070.1607,163.1725,177847.9588,200132.1341,189977.2567,186598.5072,191920.7090,189350.0596,195730.3259,191293.7037,-59120967.1313,-59087280.5712,-59106133.4174,-59127003.4704,191725.9296,-59120443.2832,3880.2412,-4644.4960,3686.6344,-3354.2386,-1801.9089,-179656.3580,-185108.6100,-185795.7052,-177993.4919,-179808.1831,-190438.1689,-190757.0304,-182293.8460,81568702.2754,81598641.1284,81579260.7557,81577338.8997,-184000.2315,81580326.2306,
1500.000,-5233.4541,1401.6985,4575.9570,-1442.7047,6835.0125,270442.0477,289023.7290,287717.1925,282530.2214,289016.1453,286140.9238,280415.6515,282565.4182,-176891416.0654,-176896293.3565,-176887456.2947,-176915621.5684,282131.5609,-176908149.0551,-133.7342,4153.8677,4443.9868,-6454.9476,-1071.2760,183493.5271,206036.6465,195800.1482,192577.0430,197907.7740,195309.0350,201604.7158,197731.5260,-62998033.4704,-62963833.6736,-62982592.2182,-63004409.8440,197679.2561,-62997455.9622,4542.4181,-5368.8475,2151.5399,-2100.6022,-10.4061,-179685.2596,-185131.5621,-185750.4409,-178134.0639,-179676.3673,-190273.9973,-190943.5208,-182277.7599,81567362.8946,81597228.3874,81577683.1272,81576563.8754,-184018.7508,81579069.9058,
1800.000,-4688.5649,3106.2919,5632.2802,-2996.9509,6310.2935,266564.7626,284590.4741,283452.2103,278241.0574,284799.4015,281973.3423,276177.8969,278406.3539,-175470916.6294,-175476371.8985,-175467269.6433,-175494606.5235,277891.0455,-175487592.9021,1944.8391,2814.8461,3673.8316,-6226.9237,-2199.1138,189060.5904,211845.4425,201536.3433,198467.4293,203807.5298,201183.9660,207389.4521,204081.8983,-66844939.3501,-66810237.1362,-66828900.0908,-66851614.1902,203544.2276,-66844305.6223,4719.0118,-5519.9662,365.0204,-622.7643,1782.1867,-179714.3323,-185154.0210,-185701.7668,-178279.9979,-179547.9875,-190103.8936,-191124.2388,-182393.4836,81566028.6914,81595814.4375,81576105.7046,81575797.0380,-184037.1572,81577813.4651,
2100.000,-3733.1305,4545.2057,6077.4861,-4256.2421,5154.7160,262573.8013,280038.8355,279063.0845,273828.7895,280457.1665,277681.4001,271822.3935,274066.8629,-173966777.6747,-173972828.3968,-173963464.8200,-173989919.1686,273528.7181,-173983400.1840,3849.7843,1246.2197,2510.2859,-5399.7005,-3128.1758,194546.8194,217555.9599,207183.3561,204267.2453,209617.2401,206972.2774,213082.2849,210303.8591,-70659851.2194,-70624657.9708,-70643224.2731,-70666779.1635,209318.2758,-70659158.8381,4391.1587,-5081.8199,-1464.1653,921.5968,3382.5600,-179743.5753,-185175.9675,-185649.8107,-178431.4192,-179423.0316,-189927.7763,-191299.2603,-182631.7294,81564699.7010,81594399.2980,81574528.5602,81575037.1228,-184055.4508,81576556.9083,
2400.000,-2456.8049,5572.2277,5875.6398,-5111.3248,3481.7700,258470.8195,275370.9488,274551.7241,269295.3581,275991.5357,273266.6300,267351.0775,269550.1634,-172379719.0163,-172386382.4209,-172376761.2431,-172402281.6074,269046.5271,-172396290.8179,5394.7795,-400.6293,1061.1441,-4045.4005,-3784.1230,199949.9170,223165.6761,212738.7373,209974.1290,215334.2165,212671.4229,218680.9916,216360.1652,-74440950.8383,-74405278.4952,-74423747.2995,-74448082.7083,214998.8734,-74440197.4993,3593.7910,-4100.7567,-3122.5958,2367.4066,4618.1632,-179772.9877,-185197.3810,-185594.7061,-178588.4598,-179301.4869,-189745.5614,-191468.6583,-182974.5925,81563375.9560,81592982.9881,81572951.7657,81574282.6886,-184073.6315,81575300.2356,
