sl_100_5400_20240830 Coordinates.csv
2024/08/30 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:33 2024,
Start: 2024/08/30 07:47:00.00, Stop: 2024/08/30 09:17:00.00,
TIME_UNITS,STARLINK-5486 - X-Coordinate,STARLINK-30822 - X-Coordinate,STARLINK-2006 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-30406 - X-Coordinate,STARLINK-2751 - X-Coordinate,STARLINK-3817 - X-Coordinate,STARLINK-2566 - X-Coordinate,STARLINK-1598 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-4467 - X-Coordinate,STARLINK-6364 - X-Coordinate,STARLINK-1690 - X-Coordinate,STARLINK-6276 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-4001 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-31891 - X-Coordinate,STARLINK-4284 - X-Coordinate,STARLINK-2736 - X-Coordinate,STARLINK-5744 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-5908 - X-Coordinate,STARLINK-5963 - X-Coordinate,STARLINK-4470 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-31181 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-30590 - X-Coordinate,STARLINK-30300 - X-Coordinate,STARLINK-5623 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-1092 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-3541 - X-Coordinate,STARLINK-30951 - X-Coordinate,STARLINK-32281 - X-Coordinate,STARLINK-5912 - X-Coordinate,STARLINK-31536 - X-Coordinate,STARLINK-1502 - X-Coordinate,STARLINK-4141 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-4393 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-1145 - X-Coordinate,STARLINK-31494 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-1408 - X-Coordinate,STARLINK-31792 - X-Coordinate,STARLINK-31784 - X-Coordinate,STARLINK-1364 - X-Coordinate,STARLINK-6063 - X-Coordinate,STARLINK-31236 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-2713 - X-Coordinate,STARLINK-31673 - X-Coordinate,STARLINK-4073 - X-Coordinate,STARLINK-30800 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-30787 - X-Coordinate,STARLINK-31998 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-6044 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-31633 - X-Coordinate,STARLINK-30777 - X-Coordinate,STARLINK-11131 [DTC] - X-Coordinate,STARLINK-30992 - X-Coordinate,STARLINK-31359 - X-Coordinate,STARLINK-31795 - X-Coordinate,STARLINK-5032 - X-Coordinate,STARLINK-30545 - X-Coordinate,STARLINK-3526 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-4703 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-30448 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-4101 - X-Coordinate,STARLINK-31497 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-30822 - Y-Coordinate,STARLINK-2006 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-30406 - Y-Coordinate,STARLINK-2751 - Y-Coordinate,STARLINK-3817 - Y-Coordinate,STARLINK-2566 - Y-Coordinate,STARLINK-1598 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-4467 - Y-Coordinate,STARLINK-6364 - Y-Coordinate,STARLINK-1690 - Y-Coordinate,STARLINK-6276 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-4001 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-31891 - Y-Coordinate,STARLINK-4284 - Y-Coordinate,STARLINK-2736 - Y-Coordinate,STARLINK-5744 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-5908 - Y-Coordinate,STARLINK-5963 - Y-Coordinate,STARLINK-4470 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-31181 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-30590 - Y-Coordinate,STARLINK-30300 - Y-Coordinate,STARLINK-5623 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-1092 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,STARLINK-30951 - Y-Coordinate,STARLINK-32281 - Y-Coordinate,STARLINK-5912 - Y-Coordinate,STARLINK-31536 - Y-Coordinate,STARLINK-1502 - Y-Coordinate,STARLINK-4141 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-4393 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-1145 - Y-Coordinate,STARLINK-31494 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-1408 - Y-Coordinate,STARLINK-31792 - Y-Coordinate,STARLINK-31784 - Y-Coordinate,STARLINK-1364 - Y-Coordinate,STARLINK-6063 - Y-Coordinate,STARLINK-31236 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-2713 - Y-Coordinate,STARLINK-31673 - Y-Coordinate,STARLINK-4073 - Y-Coordinate,STARLINK-30800 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-30787 - Y-Coordinate,STARLINK-31998 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-6044 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-31633 - Y-Coordinate,STARLINK-30777 - Y-Coordinate,STARLINK-11131 [DTC] - Y-Coordinate,STARLINK-30992 - Y-Coordinate,STARLINK-31359 - Y-Coordinate,STARLINK-31795 - Y-Coordinate,STARLINK-5032 - Y-Coordinate,STARLINK-30545 - Y-Coordinate,STARLINK-3526 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-4703 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-30448 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-4101 - Y-Coordinate,STARLINK-31497 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-30822 - Z-Coordinate,STARLINK-2006 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-30406 - Z-Coordinate,STARLINK-2751 - Z-Coordinate,STARLINK-3817 - Z-Coordinate,STARLINK-2566 - Z-Coordinate,STARLINK-1598 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-4467 - Z-Coordinate,STARLINK-6364 - Z-Coordinate,STARLINK-1690 - Z-Coordinate,STARLINK-6276 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-4001 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-31891 - Z-Coordinate,STARLINK-4284 - Z-Coordinate,STARLINK-2736 - Z-Coordinate,STARLINK-5744 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-5908 - Z-Coordinate,STARLINK-5963 - Z-Coordinate,STARLINK-4470 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-31181 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-30590 - Z-Coordinate,STARLINK-30300 - Z-Coordinate,STARLINK-5623 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-1092 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,STARLINK-30951 - Z-Coordinate,STARLINK-32281 - Z-Coordinate,STARLINK-5912 - Z-Coordinate,STARLINK-31536 - Z-Coordinate,STARLINK-1502 - Z-Coordinate,STARLINK-4141 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-4393 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-1145 - Z-Coordinate,STARLINK-31494 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-1408 - Z-Coordinate,STARLINK-31792 - Z-Coordinate,STARLINK-31784 - Z-Coordinate,STARLINK-1364 - Z-Coordinate,STARLINK-6063 - Z-Coordinate,STARLINK-31236 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-2713 - Z-Coordinate,STARLINK-31673 - Z-Coordinate,STARLINK-4073 - Z-Coordinate,STARLINK-30800 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-30787 - Z-Coordinate,STARLINK-31998 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-6044 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-31633 - Z-Coordinate,STARLINK-30777 - Z-Coordinate,STARLINK-11131 [DTC] - Z-Coordinate,STARLINK-30992 - Z-Coordinate,STARLINK-31359 - Z-Coordinate,STARLINK-31795 - Z-Coordinate,STARLINK-5032 - Z-Coordinate,STARLINK-30545 - Z-Coordinate,STARLINK-3526 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-4703 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-30448 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-4101 - Z-Coordinate,STARLINK-31497 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2651.5457,6746.8346,-2680.3819,5787.1786,-5294.4325,-3496.5734,4229.4965,-3814.7612,-6907.7915,1367.2202,4259.1120,-2256.0197,521.4086,4212.3736,4458.1809,-6417.5870,-4360.9147,-4410.0111,1315.9157,3537.2258,-3491.7292,-3374.9536,-5734.0656,-5028.1086,-649.5178,5541.4591,5642.0262,615.4983,12.3410,4637.2228,3912.1940,4423.2937,-5884.3706,-6920.3553,-259.7937,2567.8487,-1839.0797,1968.0736,-6841.4073,-5194.0405,1436.5453,-3650.6237,-4723.2511,-2014.1905,5028.5851,-303.9568,2995.7391,-2290.3098,-6671.8890,-3612.2953,924.9352,3030.4964,-6238.9520,5922.6239,-3624.1212,-3876.7879,4065.9805,-3749.1778,-15.1358,1306.2665,6534.3178,55.3020,2404.8860,-3056.1091,4455.2009,4669.0582,-972.6976,-5129.7303,-5498.9031,2634.9606,-3277.1097,-4059.1664,-2550.7419,-127.7339,1569.3587,5565.0965,6256.1225,-3496.4318,2093.9782,-3061.6716,-4785.2877,5470.0394,-6397.7682,1718.8256,5606.6038,-5582.7066,-3826.7573,-5764.9604,6329.2059,4546.3380,-5041.8048,5069.1556,-75.9718,6642.5707,-5141.5932,6250.4358,2354.9410,3186.7767,4896.7112,-1900.0580,-337538.6086,-331746.1584,-322228.0312,-328015.8241,-320986.4542,-324520.8207,-328301.4063,-327954.1219,-195382035.1448,-195338253.9224,-195362578.8187,-195379443.6552,-327559.7777,-195369375.4510,-1869.0988,-1623.3688,-3556.6152,-1858.4765,-4342.0304,-5689.3126,-4181.4450,-5197.5396,215.1746,-6682.8927,-1405.8290,-5712.6053,6490.4909,4782.6956,-5217.9764,-2548.8115,2560.2590,1706.8390,-4973.3836,5436.6859,2522.2195,3586.1399,3082.0020,-1400.3527,-2952.2515,-1765.4931,-2428.2691,6820.5120,-6686.7711,3650.5377,3163.7153,2217.5859,-3656.2689,-319.1629,-6102.7114,5011.5859,1754.4258,4143.5805,1106.7909,-1021.6940,5808.9509,4386.3191,2489.8946,4805.1959,939.3929,6721.0350,-4059.9556,5975.3503,1407.4780,2441.3236,9.7797,-4143.7467,-1525.7082,3384.6664,3729.3561,-2154.9396,-3186.7643,-3294.3451,4898.2230,2536.0381,-1360.3403,6429.2287,-4469.6412,-3793.8600,-1664.8101,1190.1570,-6016.2279,-3335.3006,-1840.5137,5387.8925,3995.0108,-2092.2181,4729.2179,5093.2996,5331.3043,-2573.4003,2059.8143,-5463.3983,-6592.1218,4982.9075,1080.8843,3291.1842,326.5235,-4795.4911,3617.2468,1706.3986,-3378.1309,-227.2885,-2768.8622,4927.2561,-1005.0344,4702.5950,-6378.7217,1456.8330,-389.3516,1427.1229,-6497.5922,-2585.3027,-824.2314,5430.9450,122232.3253,139114.7506,132033.3898,129073.6991,133004.0640,131259.1657,138870.2739,133163.8070,-32374957.4102,-32323484.8382,-32350285.0663,-32359910.4473,134309.3257,-32358954.3607,-6152.7895,19.6864,5295.0676,3236.1338,-213.9567,-1842.9978,3527.5958,-2537.3102,-543.1538,-39.6998,-5305.9061,3215.9665,-1800.2963,-2747.0758,-950.7948,-430.7734,-4728.8746,-5073.0968,-4552.8635,2106.1029,5404.0667,4862.9920,-2406.1137,4542.5679,6252.8373,-3807.4569,-3244.1213,-1053.5274,1342.0805,-3438.5184,-4677.0810,4534.7126,55.4736,353.5094,3276.6483,-4058.3352,6462.9789,5180.6780,-124.9671,-4489.8265,3499.7483,3903.7954,-4435.2277,4401.1693,4675.0992,1091.7163,4735.7612,2619.0223,1271.3178,5362.3686,6875.0964,4629.5990,-2606.1563,33.5608,-4422.7130,5155.4146,-4468.6068,4640.3577,4888.1496,-6343.5190,1496.0920,2595.1652,-4565.7104,-4931.0480,4921.3171,4956.2923,3305.2101,3235.4264,-3816.7444,-3492.7172,4642.7545,-5213.5438,-4394.0345,4533.4092,-3998.3436,3029.8018,-2127.7574,2424.6991,-220.5419,3501.1923,4917.8209,2656.4628,-2349.9647,-4715.7748,957.5565,-3753.8197,4534.1593,3630.6452,-371.2753,1773.6408,4620.9503,208.6195,-2752.3659,-1281.8113,-4473.5077,2640.4304,-604.1952,5465.2210,4808.9234,3665.5248,175184.4929,173722.8874,170494.2663,178992.2385,176050.8288,165389.1064,166524.8463,173810.1125,85158111.6222,85161508.4792,85138227.7499,85152283.4722,172524.4569,85159119.1590,
300.000,525.7479,6065.9870,-3801.5942,5806.3596,-6020.6799,-4627.5397,3613.9966,-5042.0074,-6391.3875,-178.0759,2604.0741,-3544.0221,1736.9042,4904.4392,3154.2596,-6641.5476,-2524.5225,-2811.0441,-670.6894,4461.6384,-1736.5903,-1330.4405,-5132.1300,-4394.2587,-2515.6599,6094.8792,4564.3782,1778.6361,-1521.7968,4665.4675,5024.0103,4191.1972,-6239.8895,-6733.6924,-1986.4852,4384.1969,-913.8970,3916.3263,-6281.8035,-4956.5124,2955.6137,-2891.5112,-3969.2056,-752.4471,4995.7744,1222.6222,1989.4969,-705.0516,-5765.1794,-2774.9638,724.5984,2059.3820,-5631.1334,6375.4595,-2272.6759,-5235.5270,2119.1255,-4938.7502,1762.5375,3347.0238,5562.0969,1674.9210,569.9880,-4829.1639,2831.5526,5700.0040,-2556.0326,-5006.1665,-6385.6617,4348.6991,-1543.0279,-4167.8748,-450.4336,1621.1408,2742.6276,5387.8998,6847.7277,-4734.0369,832.4388,-1707.4524,-2982.0018,5326.5365,-6478.5288,-308.1402,6187.0505,-4220.0973,-4110.2935,-4950.5599,5621.3523,5218.9207,-6006.9981,5590.1574,392.4049,6892.4843,-5422.8938,6824.0930,787.4077,1738.1564,5232.2409,-706.0694,-339951.8815,-334643.0982,-325059.0308,-330843.4329,-323727.8014,-327236.0797,-331124.8101,-330448.1290,-194625969.2929,-194582983.8487,-194607130.5938,-194623460.5829,-330351.1187,-194613380.7388,-2324.2825,-2991.4969,-1704.3255,-3309.1091,-2995.4715,-5152.4043,-5564.2115,-4679.5414,1406.1440,-6636.9245,-315.3626,-4262.8551,5574.9366,3060.5542,-5567.7693,-1350.9838,3506.8891,3106.3120,-5584.3873,3911.7531,3810.0061,4048.3748,4569.1966,534.3417,-3688.6668,-2746.6684,-1484.4820,6106.9087,-6647.1822,1819.9857,1314.5112,130.8029,-2465.4883,1181.3492,-6333.6709,4426.6818,3660.7938,3776.0180,2231.7600,1103.8341,4526.6211,5796.9469,4355.2854,6035.9403,-1216.4859,6691.4340,-5593.3028,5552.4220,2776.2809,4316.1974,2255.7555,-5659.0841,-8.3030,1910.5075,5269.2043,-655.5813,-3814.3110,-1480.6410,5516.7071,2621.2836,-2436.3417,6625.5026,-5493.7673,-3139.9874,-3042.4271,-409.1647,-4870.2699,-1572.5153,-216.9325,4904.6156,3376.1683,54.0478,5064.1971,3996.7222,3781.2091,-3989.9413,929.8019,-5010.1485,-6574.4747,6189.3031,1708.5804,1649.1719,1942.0013,-5412.4437,2531.6896,3206.7549,-1335.7327,1645.9238,-3764.1624,3356.8018,511.2525,3552.4649,-6910.5585,268.7301,1657.8101,-106.6789,-6571.8341,-4192.0738,-2648.6005,6446.5558,115119.7984,132417.2648,124991.7522,122197.0228,126111.6756,124320.3535,131895.2011,126563.1111,-36632438.2796,-36580197.4972,-36607646.7755,-36617901.7950,127398.9747,-36616364.9642,-6534.2825,1542.7339,5523.8824,1608.0569,1329.9225,-58.7702,1957.1912,-812.8728,-2291.9607,-1573.7125,-6434.7937,4160.5647,-3399.6515,-3841.6191,-2660.3366,1379.1717,-5409.7173,-5526.7722,-3944.0037,3356.6892,5497.9844,5452.4821,-965.1847,5316.6724,5322.2955,-1901.5172,-5023.4824,-2751.3111,-203.9608,-4645.7010,-4496.7805,5239.1329,-1734.4440,-1185.6828,2002.9090,-3058.5819,5832.1517,4279.1869,-1904.4077,-4732.7993,4336.7881,2423.8990,-3667.5297,3090.5171,4646.1553,-463.0433,3559.9214,4056.5156,2671.4897,4632.0514,6520.4975,3399.0202,-4042.9337,-1504.2636,-3696.9020,4294.8210,-5255.3713,4456.5021,3791.5309,-5504.3830,3143.6571,1182.4174,-4012.2420,-3854.1677,5436.5579,3892.6943,4217.6625,4510.6376,-2712.5474,-2278.4057,5869.7951,-5537.0662,-4726.0286,5281.5211,-5005.6444,1363.1463,-358.8978,688.6072,-1999.0659,2294.7906,6035.0398,4085.2154,-892.3738,-4335.8375,-880.4865,-4481.6299,5284.7295,4384.8035,1436.8903,3091.7893,3386.7254,1988.2985,-578.2266,530.6321,-3799.5641,1234.9161,-2084.1513,5111.1555,3663.4766,2126.2831,175099.4360,173697.6491,170489.9319,178839.1680,176163.6310,165495.9679,166279.9805,174032.8787,85157580.9906,85160516.5964,85137385.2985,85151857.5779,172471.8915,85158327.5860,
600.000,-1638.4703,4795.1164,-4601.7820,5251.0652,-6150.3521,-5299.3435,2659.9213,-5764.1607,-5245.4977,-1720.2847,628.7132,-4527.9163,2806.2183,5159.6560,1518.4217,-6209.8368,-454.7001,-970.2766,-2568.8126,4963.4086,155.0764,842.9926,-4041.0051,-3376.0484,-4091.4591,6041.4706,2962.4660,2796.9758,-2902.6685,4261.2617,5671.2742,3561.8433,-5988.8256,-5895.9840,-3505.0975,5770.5610,31.5958,5470.1901,-5099.1956,-4286.1697,4226.0831,-1871.9067,-2867.5661,552.7683,4524.1940,2628.7754,826.0968,985.6662,-4300.6776,-1713.6090,354.9917,921.9446,-4492.6708,6186.3225,-724.4841,-6072.8304,-42.2853,-5659.0021,3336.4158,5036.9950,4016.5304,3121.9488,-1294.9891,-6123.4576,950.7179,6189.3566,-3927.9843,-4429.6496,-6667.2142,5632.5203,386.7036,-3928.5025,1692.4947,3245.6679,3690.0538,4667.3003,6758.1692,-5497.4245,-532.9480,-201.4981,-890.0985,4688.7906,-5902.3423,-2286.1064,6106.0599,-2471.0505,-4030.3963,-3662.3547,4347.0340,5413.1535,-6393.7240,5570.7391,826.1118,6457.2306,-5186.6563,6739.4864,-874.1097,158.9859,5081.3739,536.6963,-342214.3639,-337399.2032,-327746.1346,-333526.6295,-326327.5187,-329805.4248,-333799.1911,-332804.0465,-193777137.7976,-193734967.5617,-193758919.9163,-193774671.9756,-332996.7279,-193764623.0656,-2629.8713,-4084.7829,287.5574,-4412.0496,-1338.0358,-4105.1380,-6385.7872,-3705.1480,2484.1123,-5918.2874,728.8345,-2410.0952,4070.0038,1035.3088,-5389.4633,-3.9181,4165.9570,4252.3106,-5671.1346,1981.1747,4770.1404,4171.6694,5608.6418,2448.2218,-4111.9011,-3427.0277,-442.9224,4791.2734,-5929.4011,-220.5856,-639.4999,-1990.1167,-1014.4431,2578.9673,-5962.4081,3443.1144,5222.6943,3082.4548,3157.6086,3132.5965,2824.5693,6626.0068,5800.3316,6650.2336,-3254.2083,5977.7207,-6577.4012,4606.6466,3902.0732,5770.8322,4251.1645,-6614.9053,1548.2402,229.0059,6286.4941,869.3030,-4109.2899,456.5707,5620.1218,2513.0945,-3297.7374,6184.9701,-5988.2577,-2219.6005,-4161.6974,-1931.4310,-3271.7714,373.3774,1404.0129,3967.0520,2481.9029,2197.4387,4956.9173,2529.0142,1861.4082,-4984.6568,-288.6684,-4066.4349,-5911.9725,6766.7772,2241.6124,-186.5364,3351.5154,-5544.9235,1164.4086,4436.2012,850.4118,3381.3653,-4399.6174,1448.6780,1943.2281,2032.7584,-6691.6416,-952.1807,3519.5733,-1618.4580,-6019.9173,-5401.5802,-4185.4711,6797.2158,107961.3701,125652.0892,117893.7199,115262.2984,119163.9660,117327.7823,124858.5354,119982.5373,-40872332.1020,-40819341.9388,-40847446.5173,-40858305.7922,120430.5726,-40856191.2680,-6226.5045,2900.8696,5159.8986,-195.6079,2726.5617,1731.7424,175.8432,998.8217,-3795.5806,-2931.0422,-6882.9760,4660.2232,-4606.5324,-4526.9140,-4084.8778,3040.3584,-5511.0789,-5391.4426,-2901.8911,4229.8461,4999.8372,5457.1158,578.8315,5519.8989,3827.2979,206.4350,-6270.0751,-4154.3732,-1727.1069,-5334.3987,-3822.8058,5327.7497,-3338.4426,-2598.2260,514.7818,-1732.6989,4583.0599,2918.2301,-3480.0087,-4472.1843,4710.0140,682.7472,-2509.0050,1433.1138,4120.3585,-1965.6981,2001.6500,5056.6457,3785.9130,3402.7190,5472.9141,1802.1408,-5047.4848,-2873.2098,-2557.1617,2948.8978,-5456.0487,3771.6843,2287.6978,-4083.6115,4440.8321,-356.8410,-3009.7975,-2364.9147,5348.9911,2409.6867,4679.0870,5301.2683,-1319.1347,-820.9226,6474.3070,-5269.3453,-4555.1433,5437.6347,-5458.3456,-455.3892,1448.5891,-1121.4453,-3562.5934,830.2410,6512.3605,5073.5092,665.4751,-3494.3911,-2616.1157,-4732.3263,5445.0309,4646.0065,3090.0566,4079.1676,1787.4715,3553.4978,1657.4549,2285.8492,-2700.1907,-302.7069,-3341.6144,4188.0734,2123.2462,348.5014,175013.9829,173670.5213,170489.2683,178680.9667,176272.7502,165608.2351,166041.0175,174132.9752,85157050.5447,85159524.4818,85136548.8904,85151445.6808,172419.2234,85157535.8610,
