sl_100_5400_20241216 Coordinates.csv
2024/12/16 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:06 2024,
Start: 2024/12/16 07:47:00.00, Stop: 2024/12/16 09:17:00.00,
TIME_UNITS,STARLINK-5946 - X-Coordinate,STARLINK-11175 [DTC] - X-Coordinate,STARLINK-32191 - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-30163 - X-Coordinate,STARLINK-30290 - X-Coordinate,STARLINK-3987 - X-Coordinate,STARLINK-2103 - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-1144 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-5967 - X-Coordinate,STARLINK-31524 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-6069 - X-Coordinate,STARLINK-31900 - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-2096 - X-Coordinate,STARLINK-5475 - X-Coordinate,STARLINK-1712 - X-Coordinate,STARLINK-6057 - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-1987 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-4207 - X-Coordinate,STARLINK-3694 - X-Coordinate,STARLINK-2582 - X-Coordinate,STARLINK-30523 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-32274 - X-Coordinate,STARLINK-3765 - X-Coordinate,STARLINK-5905 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-5310 - X-Coordinate,STARLINK-4329 - X-Coordinate,STARLINK-31577 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-5710 - X-Coordinate,STARLINK-30100 - X-Coordinate,STARLINK-32204 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-6100 - X-Coordinate,STARLINK-2725 - X-Coordinate,STARLINK-3526 - X-Coordinate,STARLINK-2249 - X-Coordinate,STARLINK-2166 - X-Coordinate,STARLINK-31845 - X-Coordinate,STARLINK-3717 - X-Coordinate,STARLINK-1170 - X-Coordinate,STARLINK-32241 - X-Coordinate,STARLINK-30261 - X-Coordinate,STARLINK-2340 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-3594 - X-Coordinate,STARLINK-1320 - X-Coordinate,STARLINK-4436 - X-Coordinate,STARLINK-3648 - X-Coordinate,STARLINK-30240 - X-Coordinate,STARLINK-5728 - X-Coordinate,STARLINK-31993 - X-Coordinate,STARLINK-32154 - X-Coordinate,STARLINK-5548 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,STARLINK-4355 - X-Coordinate,STARLINK-30154 - X-Coordinate,STARLINK-11177 [DTC] - X-Coordinate,STARLINK-4420 - X-Coordinate,STARLINK-1455 - X-Coordinate,STARLINK-4458 - X-Coordinate,STARLINK-5229 - X-Coordinate,STARLINK-30230 - X-Coordinate,STARLINK-5916 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-1375 - X-Coordinate,STARLINK-1309 - X-Coordinate,STARLINK-5769 - X-Coordinate,STARLINK-2349 - X-Coordinate,STARLINK-1871 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-31392 - X-Coordinate,STARLINK-1497 - X-Coordinate,STARLINK-30894 - X-Coordinate,STARLINK-6254 - X-Coordinate,STARLINK-31933 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-5976 - X-Coordinate,STARLINK-5517 - X-Coordinate,STARLINK-5330 - X-Coordinate,STARLINK-1275 - X-Coordinate,STARLINK-5827 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-31276 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5946 - Y-Coordinate,STARLINK-11175 [DTC] - Y-Coordinate,STARLINK-32191 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-30163 - Y-Coordinate,STARLINK-30290 - Y-Coordinate,STARLINK-3987 - Y-Coordinate,STARLINK-2103 - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-1144 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-5967 - Y-Coordinate,STARLINK-31524 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-6069 - Y-Coordinate,STARLINK-31900 - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-2096 - Y-Coordinate,STARLINK-5475 - Y-Coordinate,STARLINK-1712 - Y-Coordinate,STARLINK-6057 - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-1987 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-4207 - Y-Coordinate,STARLINK-3694 - Y-Coordinate,STARLINK-2582 - Y-Coordinate,STARLINK-30523 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-32274 - Y-Coordinate,STARLINK-3765 - Y-Coordinate,STARLINK-5905 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-5310 - Y-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-31577 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-5710 - Y-Coordinate,STARLINK-30100 - Y-Coordinate,STARLINK-32204 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-6100 - Y-Coordinate,STARLINK-2725 - Y-Coordinate,STARLINK-3526 - Y-Coordinate,STARLINK-2249 - Y-Coordinate,STARLINK-2166 - Y-Coordinate,STARLINK-31845 - Y-Coordinate,STARLINK-3717 - Y-Coordinate,STARLINK-1170 - Y-Coordinate,STARLINK-32241 - Y-Coordinate,STARLINK-30261 - Y-Coordinate,STARLINK-2340 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-3594 - Y-Coordinate,STARLINK-1320 - Y-Coordinate,STARLINK-4436 - Y-Coordinate,STARLINK-3648 - Y-Coordinate,STARLINK-30240 - Y-Coordinate,STARLINK-5728 - Y-Coordinate,STARLINK-31993 - Y-Coordinate,STARLINK-32154 - Y-Coordinate,STARLINK-5548 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,STARLINK-4355 - Y-Coordinate,STARLINK-30154 - Y-Coordinate,STARLINK-11177 [DTC] - Y-Coordinate,STARLINK-4420 - Y-Coordinate,STARLINK-1455 - Y-Coordinate,STARLINK-4458 - Y-Coordinate,STARLINK-5229 - Y-Coordinate,STARLINK-30230 - Y-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-1375 - Y-Coordinate,STARLINK-1309 - Y-Coordinate,STARLINK-5769 - Y-Coordinate,STARLINK-2349 - Y-Coordinate,STARLINK-1871 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-31392 - Y-Coordinate,STARLINK-1497 - Y-Coordinate,STARLINK-30894 - Y-Coordinate,STARLINK-6254 - Y-Coordinate,STARLINK-31933 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-5976 - Y-Coordinate,STARLINK-5517 - Y-Coordinate,STARLINK-5330 - Y-Coordinate,STARLINK-1275 - Y-Coordinate,STARLINK-5827 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5946 - Z-Coordinate,STARLINK-11175 [DTC] - Z-Coordinate,STARLINK-32191 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-30163 - Z-Coordinate,STARLINK-30290 - Z-Coordinate,STARLINK-3987 - Z-Coordinate,STARLINK-2103 - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-1144 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-5967 - Z-Coordinate,STARLINK-31524 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-6069 - Z-Coordinate,STARLINK-31900 - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-2096 - Z-Coordinate,STARLINK-5475 - Z-Coordinate,STARLINK-1712 - Z-Coordinate,STARLINK-6057 - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-1987 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-4207 - Z-Coordinate,STARLINK-3694 - Z-Coordinate,STARLINK-2582 - Z-Coordinate,STARLINK-30523 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-32274 - Z-Coordinate,STARLINK-3765 - Z-Coordinate,STARLINK-5905 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-5310 - Z-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-31577 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-5710 - Z-Coordinate,STARLINK-30100 - Z-Coordinate,STARLINK-32204 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-6100 - Z-Coordinate,STARLINK-2725 - Z-Coordinate,STARLINK-3526 - Z-Coordinate,STARLINK-2249 - Z-Coordinate,STARLINK-2166 - Z-Coordinate,STARLINK-31845 - Z-Coordinate,STARLINK-3717 - Z-Coordinate,STARLINK-1170 - Z-Coordinate,STARLINK-32241 - Z-Coordinate,STARLINK-30261 - Z-Coordinate,STARLINK-2340 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-3594 - Z-Coordinate,STARLINK-1320 - Z-Coordinate,STARLINK-4436 - Z-Coordinate,STARLINK-3648 - Z-Coordinate,STARLINK-30240 - Z-Coordinate,STARLINK-5728 - Z-Coordinate,STARLINK-31993 - Z-Coordinate,STARLINK-32154 - Z-Coordinate,STARLINK-5548 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,STARLINK-4355 - Z-Coordinate,STARLINK-30154 - Z-Coordinate,STARLINK-11177 [DTC] - Z-Coordinate,STARLINK-4420 - Z-Coordinate,STARLINK-1455 - Z-Coordinate,STARLINK-4458 - Z-Coordinate,STARLINK-5229 - Z-Coordinate,STARLINK-30230 - Z-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-1375 - Z-Coordinate,STARLINK-1309 - Z-Coordinate,STARLINK-5769 - Z-Coordinate,STARLINK-2349 - Z-Coordinate,STARLINK-1871 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-31392 - Z-Coordinate,STARLINK-1497 - Z-Coordinate,STARLINK-30894 - Z-Coordinate,STARLINK-6254 - Z-Coordinate,STARLINK-31933 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-5976 - Z-Coordinate,STARLINK-5517 - Z-Coordinate,STARLINK-5330 - Z-Coordinate,STARLINK-1275 - Z-Coordinate,STARLINK-5827 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2930.8614,-695.3795,2601.8431,-1068.0774,-4395.5311,-1382.7643,4697.5755,5586.0977,276.2917,-5745.0173,-5889.2745,3895.7506,4418.3355,-5857.4972,5811.4788,5649.2918,6413.0988,-5532.3902,-1030.3559,2015.5762,-487.9550,-5307.2563,-4348.4150,-6697.2041,-2447.8619,-4747.0255,-5516.8053,2958.3453,-3577.5368,1371.4195,2679.5767,5621.7687,-4534.0771,-4051.3864,6712.9123,4131.3041,-2440.7807,-3178.2712,-2104.5754,583.6572,5166.6186,-3296.9532,4944.2815,-1382.1457,6445.4402,-1053.4126,5035.6323,-4115.4941,-1435.8042,6392.7661,5984.0793,3805.0733,-1129.7054,-1972.2659,-3997.3620,3462.3371,3746.9854,-2176.0279,6176.4959,1621.8483,-337.8830,365.4943,4583.8079,5764.3098,5156.4037,-3620.0860,-1847.3636,-2337.6120,4496.9789,-5837.0580,-1587.6009,-2485.9092,-5936.0509,0.0000,-260.9991,-4835.0857,2045.4145,-5015.3742,-4142.0318,-3233.6126,-851.5767,3847.0257,-1360.9693,-575.8163,4273.5416,-2681.2822,-6203.1760,-3499.6042,6091.5249,2502.0687,4095.8327,-3877.2214,-6150.0627,5444.0553,4994.6801,2059.5763,-1625.0896,-6933.8457,6652.1366,4868.7798,91624.9788,60284.0552,80962.4775,84763.8322,78966.2517,81545.9904,75412.9980,79032.7099,-28399893.4140,-28382044.4105,-28385135.0891,-28399694.0142,79498.9702,-28392308.8134,4246.4357,3944.7832,3034.1235,-4382.4076,-1525.1744,-4071.3150,4820.4166,2117.6966,-4435.6406,3855.9521,3209.2240,-3214.1851,4434.7383,-3717.9963,3152.2007,3553.6655,1604.0227,-3890.7926,5837.8253,6202.2045,-5043.7884,4361.2507,3610.7514,915.6278,-4300.8105,2699.0821,1242.3455,-5089.0827,-4126.6881,3917.1657,-5773.4774,1302.1470,-5099.4869,733.7028,973.3745,-664.2333,4649.8047,-4892.0420,6625.5538,1455.9656,-1189.6458,-5410.7604,1275.5472,-5427.0417,-2033.7111,6509.1822,4411.3534,852.3225,-4543.7177,2321.7465,1902.8778,-1557.6244,6671.9993,-6422.8795,-5372.8591,-5611.5771,3904.1751,5788.8920,-871.6645,-4236.6587,-6703.9726,-6922.8703,556.3785,3840.6997,-1064.1910,-4923.6379,-5852.1269,-2466.6716,3475.0029,-3533.8188,-6630.5537,-3793.1983,2714.5529,0.0000,-905.0252,-1917.9117,-6313.3135,1598.5624,-3487.2408,-3994.5926,-6300.3852,5031.3656,-5895.3423,6446.1013,-1162.6788,3503.4231,-2276.8626,3566.2853,-3283.1395,-6064.8415,-3720.6863,-5042.0292,-1027.2625,2983.6801,-1083.4002,1352.2005,5268.2831,-62.3546,1378.3716,4376.0179,-332918.3732,-320783.7138,-314356.4936,-319087.2473,-313307.6046,-316098.6802,-322011.3096,-319502.4894,-95262177.4556,-95254319.6850,-95260764.1914,-95241077.0090,-320017.4233,-95247733.4366,-4642.6271,5226.0595,5325.3327,-5249.0876,-5133.6879,-5421.5196,-1738.4772,3333.4077,5291.1955,256.2456,-1698.0020,-4710.6113,2977.3612,279.3415,-1634.3908,-1897.1164,-2169.5423,877.0345,-3584.9348,1981.0193,-4446.6592,-833.5024,-4004.4495,-1641.3772,4835.7536,-4307.2457,-3835.3295,-3654.6871,4246.5597,5524.5522,-2735.9388,-3831.3672,1239.9832,5456.8500,612.9982,5499.8875,-4537.6624,-3723.5990,106.7719,-6769.5479,-4271.3245,-2800.8072,4683.8866,4084.0634,941.8190,-2096.6301,1796.9512,-5508.3776,-5020.1113,1274.6989,2907.9046,5441.1210,-1441.1995,1642.5599,1448.6872,2142.2744,-4293.8152,-3125.1135,-3043.1712,-5227.6491,-1706.5609,369.2289,5142.0592,-378.9035,4505.0260,3159.6046,2964.3056,-6057.8501,3611.1547,-1295.4601,-1292.4643,-4972.3743,2363.4755,0.0000,6867.1499,-4565.6294,2005.4806,-4525.8828,-4318.4690,4628.2955,2725.1411,-2799.4033,-3399.3073,2441.0501,-5310.6373,-5341.3408,2156.1453,-4650.4358,223.5602,487.0874,4171.5386,-2473.9976,-3013.5278,-3120.2282,4748.6328,-6505.9344,-4038.2278,169.8614,-1410.6824,2057.5328,181377.4045,177951.7879,175067.0220,183182.6621,180728.7321,170027.9532,170710.0074,178640.6676,40222349.3461,40222172.7576,40205836.3423,40210931.1924,176948.8029,40210052.0001,
300.000,-1237.7226,1535.9146,4186.2048,-3069.2084,-5515.8812,-3418.4991,5331.6119,6549.8856,-1671.1773,-4733.3847,-5386.0119,1930.7951,5009.7311,-5378.7085,6566.2524,5878.7406,6875.4178,-6284.3339,282.7946,3544.3302,-2087.6830,-4110.3641,-3849.7271,-6758.6753,-4284.2192,-2997.1241,-5762.8251,1122.3576,-5179.7156,3298.1912,1049.3736,6519.5938,-5625.1910,-3330.1796,6698.9155,3362.1079,-698.9717,-3810.8272,-1419.1247,-1326.0268,5429.1771,-3937.0731,5430.1633,-3293.7632,5983.3718,154.8554,6097.6682,-3740.7884,-3354.5781,6188.8294,5434.0284,2987.9490,68.3792,-2950.1819,-4568.9192,2191.7611,4124.8209,-505.5750,6214.3446,-527.0092,-1554.0112,777.3678,5341.2557,6246.2113,4900.7725,-4996.4899,-3267.1074,-455.3837,4508.2494,-5636.5533,-2931.5525,-3567.2912,-5106.6009,0.0000,1781.3416,-6048.1799,592.1389,-3805.1490,-5650.7382,-4947.3135,-2203.7957,5123.1495,-2878.8767,682.6141,2987.0254,-609.5357,-5514.4948,-1771.0016,5166.5123,1267.3122,2201.7514,-4679.4158,-6786.5921,5783.4292,4409.3843,2702.5660,-333.3084,-6650.9359,6348.9197,5370.8391,98663.1337,66945.7519,87778.4197,91423.3404,85620.1477,88228.9942,82168.9844,85259.3033,-26308271.3184,-26290534.9366,-26292981.4089,-26308539.4018,86181.9353,-26300614.7841,5460.9905,3828.9598,1511.9188,-4378.6433,83.1769,-3677.0493,3244.8575,983.5749,-4987.8595,4625.1497,4338.5792,-3865.4727,2630.3238,-3938.8124,1796.1473,1845.6232,1048.3738,-2566.5731,6616.0568,5804.4854,-3730.0309,4944.8739,5158.7024,1563.5914,-3971.9393,2722.4884,2827.6117,-4868.7349,-3577.3723,2919.3433,-5453.8621,-2.6383,-4049.4053,2795.4265,-252.9044,-2700.3148,5721.9908,-3139.5301,6509.5465,213.9655,-2896.2349,-3863.5211,-777.1149,-5254.7175,-3163.6173,6908.1647,3287.7962,2940.8835,-4550.9234,935.1614,293.8117,-3546.5852,6906.9079,-5335.9204,-4051.3804,-6545.6340,1953.1513,5302.5625,-2568.5052,-4112.9759,-5880.3227,-6403.3579,-1259.4310,2366.6902,-3088.3872,-4482.6370,-5843.9548,-1406.0917,1575.5245,-3941.7728,-5687.2058,-1910.4166,1857.0520,0.0000,-1836.2755,-620.4313,-6890.2762,3366.5187,-2684.1328,-3435.5411,-6478.7233,4523.1045,-4645.2648,6848.9367,-2905.2280,4135.5349,-1300.0456,4866.8328,-4150.2852,-6311.1670,-4627.4550,-3387.3528,231.6448,3720.0574,-3122.9764,-753.6507,6309.1601,1429.6903,-250.5861,2682.6942,-330916.5869,-319428.0876,-312662.7114,-317419.0079,-311558.8781,-314309.7019,-320307.2880,-317811.3433,-95858115.8929,-95849991.0883,-95856537.3026,-95837342.3902,-318306.9167,-95843701.1243,-4100.6674,5132.0096,4954.3926,-4393.0898,-4190.5456,-4760.9408,-3063.1842,1721.5983,4483.2616,2028.2659,99.4268,-5387.7322,4001.6964,-1946.9112,-103.3350,-3192.3360,-77.0055,-680.6211,-2031.2595,479.8578,-5213.2281,-2559.9656,-2556.3058,475.2089,3710.8073,-5656.3755,-2338.2192,-4800.8545,2875.1051,5324.8966,-4142.6359,-2336.4341,-297.3623,5275.6005,-1213.2352,5400.8646,-3863.9769,-4850.0329,-1996.1695,-6818.3126,-2911.6062,-4191.8199,4234.7914,3099.4428,-885.4704,-324.9070,290.5566,-5035.5591,-3991.7523,2945.7031,4271.5942,5001.8464,366.8887,3261.2954,3102.6616,668.7674,-5185.6258,-4432.3481,-1713.8307,-5541.7661,-3315.0688,2559.5726,4203.7301,-1878.4235,3805.1312,1517.8776,1285.5147,-6787.2786,4744.2977,946.8588,-2689.9765,-5377.3975,4314.9154,0.0000,6442.2395,-3305.1731,517.7157,-4730.8371,-2969.6238,3403.6634,1023.3847,-1107.2517,-4278.3506,705.8454,-5518.2679,-5524.1216,4020.6030,-4446.1878,1997.6945,-1364.3344,4663.6395,-3636.0455,-1352.6320,-982.5741,4413.0828,-6366.4730,-2602.9961,-1362.7298,-2790.5496,3319.2027,181365.5983,177929.4912,175115.2373,183064.5496,180876.7764,170183.6310,170514.9330,178438.7144,40221824.0376,40222123.2265,40205849.3836,40209946.4162,176938.2190,40209536.9508,
600.000,544.1466,3590.9370,5337.7129,-4751.5146,-6118.8927,-5113.5469,5480.0187,6841.0480,-3425.4684,-3240.1380,-4345.8057,-219.6945,5153.5196,-4331.2242,6646.9588,5564.5176,6639.9936,-6398.6885,1545.9027,4707.0782,-3512.4355,-2489.6496,-2997.0073,-6132.5542,-5685.4760,-929.4888,-5431.3330,-852.0205,-6259.6779,4920.9014,-717.4955,6778.7322,-6173.6726,-2325.3618,5987.5628,2317.0200,1081.4276,-4120.8257,-564.8553,-3039.9470,5150.1524,-4234.7858,5426.8761,-4873.5622,4897.0573,1344.0970,6567.3473,-3053.8023,-4924.0071,5386.3311,4375.5843,1917.6668,1263.8861,-3671.5080,-4704.5028,715.2206,4150.5402,1250.6077,5661.7082,-2632.7163,-2653.3262,1068.9474,5602.9926,6135.4218,4206.2120,-5858.6174,-4334.9894,1423.2873,4084.9672,-4830.8944,-4018.3367,-4322.1678,-3695.9018,0.0000,3669.7656,-6672.6449,-913.4460,-2263.8781,-6597.1697,-6163.3599,-3326.4282,5883.9077,-4156.4356,1865.2470,1452.4405,1506.8593,-4290.7834,107.5748,3718.8975,-129.7212,104.5886,-5041.2317,-6752.8170,5487.5865,3447.7666,3152.5265,963.9496,-5724.7663,5444.2428,5364.4590,105656.6826,73578.2707,94556.1582,98046.1919,92236.0037,94871.1737,88890.2201,91516.8218,-24204165.2607,-24186555.5846,-24188355.9030,-24204860.2192,92828.1915,-24196435.3886,6173.8335,3334.2003,-131.8391,-3988.4176,1644.9212,-2972.1649,1344.5255,-231.8158,-5087.0957,4955.0567,5036.9466,-4192.5538,562.4861,-3709.6580,256.6915,-59.8282,387.2525,-974.8166,6745.3324,4816.5626,-2052.8424,5061.8987,6186.2285,2059.0375,-3290.0351,2543.9528,4100.6462,-4214.6176,-2704.5909,1686.8645,-4628.7123,-1281.7866,-2605.2544,4586.0777,-1466.7442,-4487.3168,6265.5477,-1073.0100,5741.6944,-1129.7650,-4278.1648,-1925.9021,-2736.6405,-4600.5776,-3974.9178,6619.8465,1848.0976,4740.2337,-4148.8889,-573.4721,-1381.8441,-5182.1974,6454.3953,-3714.8601,-2299.1331,-6844.1986,-198.3115,4327.8192,-4004.1796,-3644.5412,-4481.1047,-5189.8858,-2918.1151,649.7322,-4805.1754,-3603.3036,-5236.7308,-115.4313,-515.3726,-3910.2704,-4194.6416,153.2897,852.0050,0.0000,-2487.1913,703.0590,-6799.6909,4839.0571,-1648.6015,-2573.4281,-6018.0855,3576.3391,-2965.0116,6572.2622,-4399.3318,4420.1786,-144.2444,5705.4574,-4625.9366,-5832.3553,-5129.9441,-1381.3149,1452.6001,4063.9932,-4871.1489,-2756.6633,6706.5020,2796.5052,-1879.4651,706.1373,-328765.0602,-317934.1993,-310831.6941,-315612.6068,-309674.9238,-312382.7094,-318459.6521,-316034.4375,-96408130.6177,-96399741.9694,-96406355.8766,-96387723.5085,-316456.9144,-96393741.5406,-3121.8623,4400.2231,3985.4220,-3065.2412,-2798.6078,-3588.9377,-4062.9401,-81.8343,3192.0301,3582.0983,1886.1059,-5483.4246,4597.8387,-3965.8797,1439.3739,-4147.0472,2023.6567,-2161.8238,-259.5721,-1075.3531,-5375.3040,-4011.0832,-833.7862,2541.3028,2187.0945,-6408.2588,-579.6775,-5433.5450,1194.3770,4551.5845,-5105.8404,-590.6659,-1802.9424,4507.5026,-2902.6146,4720.2404,-2778.4365,-5455.9847,-3887.4914,-6146.4110,-1223.0135,-5133.9802,3332.6023,1783.2661,-2613.4576,1481.8200,-1246.9731,-4024.1087,-2534.5457,4299.4703,5175.9851,4002.1866,2135.3848,4528.4493,4412.5547,-876.3232,-5518.0368,-5265.3942,-201.4994,-5261.8043,-4568.1260,4476.7870,2812.3015,-3177.3441,2698.0545,-290.0093,-538.0201,-6798.3677,5324.5382,3088.1789,-3800.6111,-5155.8393,5806.4800,0.0000,5330.8352,-1689.3040,-1025.4757,-4432.5434,-1302.0003,1812.7370,-788.6354,703.9455,-4701.7188,-1105.4360,-5132.6440,-5116.2475,5457.9894,-3744.4490,3556.9109,-3045.4868,4656.8179,-4390.8943,453.6408,1259.6518,3614.7111,-5555.8227,-876.9564,-2749.7282,-3872.6909,4214.5177,181353.3508,177907.0119,175166.8018,182941.2496,181021.0837,170344.7723,170325.6334,178129.2494,40221293.3036,40222064.4713,40205866.4578,40208960.2578,176927.5136,40209022.0320,
