sl_100_5400_20241013 Coordinates.csv
2024/10/13 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:15 2024,
Start: 2024/10/13 07:47:00.00, Stop: 2024/10/13 09:17:00.00,
TIME_UNITS,STARLINK-4280 - X-Coordinate,STARLINK-6184 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-31737 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-1057 - X-Coordinate,STARLINK-30260 - X-Coordinate,STARLINK-2097 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-2160 - X-Coordinate,STARLINK-2550 - X-Coordinate,STARLINK-3071 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-30124 - X-Coordinate,STARLINK-30995 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-1270 - X-Coordinate,STARLINK-3344 - X-Coordinate,STARLINK-30208 - X-Coordinate,STARLINK-4048 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-6220 - X-Coordinate,STARLINK-3175 - X-Coordinate,STARLINK-1240 - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-3828 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-3778 - X-Coordinate,STARLINK-6251 - X-Coordinate,STARLINK-11252 [DTC] - X-Coordinate,STARLINK-6354 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-5609 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-3853 - X-Coordinate,STARLINK-30855 - X-Coordinate,STARLINK-6061 - X-Coordinate,STARLINK-2530 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-5465 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-4737 - X-Coordinate,STARLINK-30489 - X-Coordinate,STARLINK-31427 - X-Coordinate,STARLINK-3724 - X-Coordinate,STARLINK-30580 - X-Coordinate,STARLINK-30080 - X-Coordinate,STARLINK-2227 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-5745 - X-Coordinate,STARLINK-31616 - X-Coordinate,STARLINK-3718 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-3752 - X-Coordinate,STARLINK-1378 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-4079 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-32018 - X-Coordinate,STARLINK-6049 - X-Coordinate,STARLINK-1042 - X-Coordinate,STARLINK-2005 - X-Coordinate,STARLINK-31434 - X-Coordinate,STARLINK-5103 - X-Coordinate,STARLINK-2568 - X-Coordinate,STARLINK-30555 - X-Coordinate,STARLINK-31775 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-3675 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-1361 - X-Coordinate,STARLINK-2358 - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-30153 - X-Coordinate,STARLINK-32007 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-3864 - X-Coordinate,STARLINK-31085 - X-Coordinate,STARLINK-3539 - X-Coordinate,STARLINK-5976 - X-Coordinate,STARLINK-5495 - X-Coordinate,STARLINK-5238 - X-Coordinate,STARLINK-5023 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-6287 - X-Coordinate,STARLINK-32237 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-4680 - X-Coordinate,STARLINK-6325 - X-Coordinate,STARLINK-31465 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4280 - Y-Coordinate,STARLINK-6184 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-31737 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-1057 - Y-Coordinate,STARLINK-30260 - Y-Coordinate,STARLINK-2097 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-2160 - Y-Coordinate,STARLINK-2550 - Y-Coordinate,STARLINK-3071 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-30995 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-1270 - Y-Coordinate,STARLINK-3344 - Y-Coordinate,STARLINK-30208 - Y-Coordinate,STARLINK-4048 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-6220 - Y-Coordinate,STARLINK-3175 - Y-Coordinate,STARLINK-1240 - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-3828 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-3778 - Y-Coordinate,STARLINK-6251 - Y-Coordinate,STARLINK-11252 [DTC] - Y-Coordinate,STARLINK-6354 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-5609 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-3853 - Y-Coordinate,STARLINK-30855 - Y-Coordinate,STARLINK-6061 - Y-Coordinate,STARLINK-2530 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-5465 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-4737 - Y-Coordinate,STARLINK-30489 - Y-Coordinate,STARLINK-31427 - Y-Coordinate,STARLINK-3724 - Y-Coordinate,STARLINK-30580 - Y-Coordinate,STARLINK-30080 - Y-Coordinate,STARLINK-2227 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-5745 - Y-Coordinate,STARLINK-31616 - Y-Coordinate,STARLINK-3718 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-1378 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-4079 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-32018 - Y-Coordinate,STARLINK-6049 - Y-Coordinate,STARLINK-1042 - Y-Coordinate,STARLINK-2005 - Y-Coordinate,STARLINK-31434 - Y-Coordinate,STARLINK-5103 - Y-Coordinate,STARLINK-2568 - Y-Coordinate,STARLINK-30555 - Y-Coordinate,STARLINK-31775 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-3675 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-1361 - Y-Coordinate,STARLINK-2358 - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-30153 - Y-Coordinate,STARLINK-32007 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-3864 - Y-Coordinate,STARLINK-31085 - Y-Coordinate,STARLINK-3539 - Y-Coordinate,STARLINK-5976 - Y-Coordinate,STARLINK-5495 - Y-Coordinate,STARLINK-5238 - Y-Coordinate,STARLINK-5023 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-6287 - Y-Coordinate,STARLINK-32237 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-4680 - Y-Coordinate,STARLINK-6325 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4280 - Z-Coordinate,STARLINK-6184 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-31737 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-1057 - Z-Coordinate,STARLINK-30260 - Z-Coordinate,STARLINK-2097 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-2160 - Z-Coordinate,STARLINK-2550 - Z-Coordinate,STARLINK-3071 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-30995 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-1270 - Z-Coordinate,STARLINK-3344 - Z-Coordinate,STARLINK-30208 - Z-Coordinate,STARLINK-4048 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-6220 - Z-Coordinate,STARLINK-3175 - Z-Coordinate,STARLINK-1240 - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-3828 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-3778 - Z-Coordinate,STARLINK-6251 - Z-Coordinate,STARLINK-11252 [DTC] - Z-Coordinate,STARLINK-6354 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-5609 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-3853 - Z-Coordinate,STARLINK-30855 - Z-Coordinate,STARLINK-6061 - Z-Coordinate,STARLINK-2530 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-5465 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-4737 - Z-Coordinate,STARLINK-30489 - Z-Coordinate,STARLINK-31427 - Z-Coordinate,STARLINK-3724 - Z-Coordinate,STARLINK-30580 - Z-Coordinate,STARLINK-30080 - Z-Coordinate,STARLINK-2227 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-5745 - Z-Coordinate,STARLINK-31616 - Z-Coordinate,STARLINK-3718 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-1378 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-4079 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-32018 - Z-Coordinate,STARLINK-6049 - Z-Coordinate,STARLINK-1042 - Z-Coordinate,STARLINK-2005 - Z-Coordinate,STARLINK-31434 - Z-Coordinate,STARLINK-5103 - Z-Coordinate,STARLINK-2568 - Z-Coordinate,STARLINK-30555 - Z-Coordinate,STARLINK-31775 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-3675 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-1361 - Z-Coordinate,STARLINK-2358 - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-30153 - Z-Coordinate,STARLINK-32007 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-3864 - Z-Coordinate,STARLINK-31085 - Z-Coordinate,STARLINK-3539 - Z-Coordinate,STARLINK-5976 - Z-Coordinate,STARLINK-5495 - Z-Coordinate,STARLINK-5238 - Z-Coordinate,STARLINK-5023 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-6287 - Z-Coordinate,STARLINK-32237 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-4680 - Z-Coordinate,STARLINK-6325 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5207.7565,1284.1146,5643.0238,-5241.2878,1820.9679,-3190.1445,6086.7595,-5708.2018,3599.9075,-1593.0174,3747.0510,2547.4829,4369.0658,4882.7876,-6244.4653,-6109.5883,-5769.4585,-4678.2770,1309.2579,849.7736,3824.8060,-4229.2244,5740.1012,4727.9960,5589.1270,-5281.7458,3163.6564,-1496.2337,2849.7249,-5920.6224,2638.6380,-5600.6448,6529.8702,-4135.7389,5023.5287,-6218.7183,924.7755,-2465.1228,1089.6562,4131.1531,1066.2401,3489.5719,-188.3175,-4287.1771,-594.5370,5751.8685,-2724.4657,1587.8835,-1603.1951,541.4213,-1452.5717,6301.9524,1481.0702,4121.2126,4528.3771,3057.0236,1457.5454,-1759.5452,3085.1998,-1600.4334,2644.3673,2151.2020,4029.9759,736.5833,-4850.5184,-27.4269,4918.3203,-6532.7516,-454.7648,932.3610,-6632.3555,-1286.1130,1020.2068,-2316.6251,3823.8046,-513.1958,6663.1156,1527.7862,-2849.7409,-1676.2158,6025.7907,-4845.6477,-233.8923,-218.0265,-5064.1227,-5187.5099,-2210.7768,1936.3195,-1339.1459,718.4274,3715.1677,-2167.1104,4751.2938,5241.8248,2664.6774,-2863.2937,-6708.2793,-822.2605,6143.2371,5514.1018,341510.4239,344236.8769,354768.9207,352462.5257,354907.6611,353562.0644,345550.4598,349815.3824,-142949567.0272,-142957594.6962,-142955592.7897,-142961737.0122,349211.1301,-142961504.5231,-1833.1249,-5868.3520,560.9952,-585.3158,5247.4849,4405.9984,-381.3141,-3348.7655,2088.8948,-3958.6112,2365.8090,-6001.8192,478.4121,4822.9278,1659.1712,-456.5422,3186.9479,3464.3711,-5406.2176,5002.9536,2182.7194,-1047.4764,-281.6514,4363.4981,-2795.2450,-3927.0469,-6137.6144,5013.1193,-3542.9271,-150.7961,-3642.0155,4106.0417,2259.4046,-1265.0454,1042.5876,-2812.0430,-4471.1794,-5849.6499,-3514.6306,-548.7218,-4794.9116,-2479.2743,-4077.4101,-1301.1446,6093.1234,-1088.1226,3241.1480,6751.6479,-4799.7673,-6515.5937,6471.4909,-2893.8282,6590.6130,4930.5082,5252.5214,3872.8663,5268.4118,-6636.6186,-4890.9075,-6384.1819,-4056.8935,6140.5988,4596.0835,-5995.4520,-2541.4076,-3858.8978,1186.9728,1557.4151,-5239.3153,-4610.4465,-1987.2686,-3951.0438,-3984.4033,4373.9679,-4602.9063,4171.6726,1284.1633,-6545.2887,4818.4583,4731.2901,3285.8852,-2786.5254,6723.7124,-5636.0804,-3829.8270,3835.6352,-2394.7494,-6572.4918,3998.4638,5325.4619,1627.0558,-6576.3738,-2463.6301,-1088.9123,-3457.6538,-3818.9451,-1238.0891,-6011.1243,-2633.8059,3610.4484,-49986.4893,-44871.3899,-42566.6343,-48456.9440,-40725.2317,-44374.2298,-41510.2260,-45391.2797,-70576233.5303,-70554050.3973,-70542288.0316,-70551753.6434,-44281.3120,-70562161.8272,4160.5110,3458.5505,3966.9225,4316.7357,-4129.9408,4323.4651,-3290.4563,-2088.5979,5524.5881,-5460.4496,-5327.5506,2323.6705,-5389.6603,-874.9269,-2528.2635,-3091.1682,-2107.7392,3744.1993,-4122.3696,4718.8296,5324.9085,-5388.1857,-3917.7916,-2547.0342,2974.3963,2145.4746,-427.6518,-4561.0674,5204.0084,3603.2244,4791.0968,-356.2347,-626.3585,-5414.8743,4658.4649,-103.2466,5188.0278,-2802.0502,-5901.2062,5521.2327,-4785.7176,5434.3410,5351.6054,-5277.6910,3000.2268,3744.8727,5460.9137,-20.2282,-4581.1869,2248.6715,-1733.8725,183.3314,1524.4932,-2592.3003,114.3868,-4761.4289,4231.9992,836.0948,-3818.9782,-2136.5388,4940.8686,2440.7727,-3249.1566,3414.2630,-4127.6678,-5785.7319,-4655.8490,1685.4156,4341.6436,5063.8521,127.6278,5536.1448,5457.1229,-4839.6391,-3483.1161,-5404.2712,687.5009,1659.2597,4063.3197,4675.6035,988.3929,-3967.7146,-1694.5449,-4011.6363,2782.2199,2491.6020,-6137.7487,-1198.9977,5474.8105,4346.4536,5370.7835,113.5253,-4391.4377,-4417.0325,-5274.1649,-5013.3660,1254.7606,3198.1711,-1915.9130,-1890.8553,-107466.6373,-109252.8195,-112243.9748,-103894.6903,-106639.8798,-117319.1163,-116367.3796,-109017.0749,66438354.7283,66417296.4058,66431766.2667,66444022.7192,-110269.1528,66447121.9361,
300.000,3593.8753,-637.8768,4658.9914,-5678.9967,2929.5235,-1579.1282,6479.3491,-5866.0394,4469.8288,-3332.2290,5144.0957,1471.9933,2845.3190,5333.1920,-6020.3262,-5363.9889,-4404.1400,-2882.9041,-31.6566,2899.5906,5160.7547,-4049.9653,6559.2321,4930.0295,5359.7826,-6209.8712,1889.4223,432.9258,1659.5271,-6292.1982,461.6123,-5036.5977,6576.8480,-4119.0882,5455.1087,-6371.1796,-1168.9311,-4071.1735,-719.5774,3784.9187,-922.0366,1789.7375,-2326.1052,-5286.5733,1065.5787,4233.4551,-1246.4470,2961.7410,-3461.0466,-702.7281,-48.4463,5413.8472,2537.7675,5325.7253,5420.4543,3783.2364,2692.4960,-2889.6621,2150.0789,-2635.6313,1462.0222,2911.4341,5374.0513,1003.1451,-4564.1228,-1341.9323,5938.1244,-5501.6339,-2009.8334,-1115.1313,-6614.4784,-3254.9932,-1073.7201,-232.6513,2011.0077,1545.3849,6367.4844,345.4130,-1849.5483,406.8689,6268.6809,-4620.8975,1300.8411,-1717.0503,-5395.9289,-3651.7642,-319.4365,1340.9210,831.9879,2383.0683,4256.8608,-3190.1410,4588.1039,4156.5407,1312.0137,-3741.7951,-6927.3375,-2074.1672,5042.8566,6324.2465,342461.9527,344846.8516,355697.8694,353287.3293,355804.0653,354508.8197,346448.0762,350674.3779,-141371183.1927,-141379455.9861,-141377890.2198,-141383998.4259,350084.9419,-141383193.4304,-2942.9315,-5387.9532,-1086.3829,1387.6390,3646.8183,3697.6032,-1790.9810,-1604.5489,107.8867,-2655.6914,888.7907,-6741.1452,-842.5743,3563.8605,3264.0236,1327.5017,3895.4281,3996.1937,-6372.7012,4357.2317,643.5933,1114.8744,-1101.5203,2753.5706,-4182.4335,-3040.3876,-6286.0124,5716.0967,-5138.2974,1617.6445,-3929.5805,4457.9736,688.8377,906.3679,-1009.3417,-1555.0223,-3973.9157,-5433.7068,-2394.5709,-2664.8207,-4125.0500,-3839.6397,-3526.3268,444.1653,6528.6397,-1623.9253,4733.3526,6086.1892,-3673.0347,-6862.9915,5985.9319,-4124.7292,5611.6157,4343.5008,4004.4391,1908.9215,3729.3250,-6209.4178,-6164.2999,-5239.2745,-5544.0725,6301.5513,4048.1956,-4533.3020,-595.0306,-2215.8682,-322.8135,2602.1075,-3940.5923,-4014.7403,-728.4263,-3055.4218,-4485.5111,4258.9383,-4686.1943,4618.8853,-15.2193,-6915.2507,6125.5201,5259.8738,1694.6598,-864.7744,6810.8105,-4432.1886,-1993.4668,4336.0911,-1318.4530,-6760.9548,4180.0740,5752.9898,-508.4250,-5844.6770,-4181.5523,-2921.7925,-4992.7071,-1891.5910,260.7232,-4754.9036,-2888.1407,2643.2761,-42999.2925,-37400.2798,-35334.6515,-41100.3864,-33323.2564,-36984.6550,-34222.7523,-37617.7793,-73680773.8509,-73658801.7136,-73646823.8431,-73656238.4338,-36925.0815,-73666649.7934,5117.3426,4312.0066,4998.0731,3506.4509,-5102.7355,5664.3733,-1677.6136,-3344.9378,5277.8620,-5465.5506,-4556.9981,576.8306,-6290.0507,-2597.4620,-1104.6372,-4071.0463,-3651.6193,4857.6196,-2704.0228,4542.3511,4551.5601,-5511.4346,-2032.7606,-4001.3918,1307.8996,382.8870,-2191.5686,-3912.0147,4314.8196,2424.7329,5244.3391,1756.6771,-2103.9345,-5499.2336,4154.7489,-1898.8278,5530.9635,-1424.2254,-6489.7670,5141.1289,-5401.1138,5468.6265,5240.0290,-4447.3292,1659.1209,5263.1108,4878.7716,1505.6777,-4595.8096,489.7921,-3343.8345,-1349.8603,3160.4143,-874.5613,1632.5799,-5391.4847,5158.1056,-980.7187,-2321.1703,-3675.0908,3874.2964,365.8773,-1623.4912,5152.6163,-5084.2013,-6454.5297,-3449.1643,3296.8972,5188.0680,5512.8333,1907.6240,5290.1937,5043.0315,-5452.9677,-4685.0625,-4811.5802,2436.8659,-135.0561,2633.5879,4385.0363,2426.5139,-4989.7778,-180.4574,-5032.3611,3865.3811,3957.1221,-6815.4793,925.6002,5439.3314,3003.5249,5188.2301,1894.2914,-3063.1891,-4728.3897,-4496.5865,-5508.5719,-281.9537,4482.7104,-3819.5165,-98.5640,-107291.9220,-109086.2859,-112065.9521,-103872.6772,-106351.8849,-117031.5633,-116431.1547,-108604.2089,66436671.3670,66415521.9064,66429671.9171,66441689.9829,-110143.8034,66445253.0778,
600.000,1638.8706,-2523.8472,3248.7124,-5565.3181,3803.7680,236.0698,6239.0613,-5483.0420,4949.1681,-4779.6626,6060.2414,257.0103,1080.7784,5276.9523,-5220.0544,-4107.5736,-2592.2151,-795.8629,-1340.4699,4678.0055,6011.9523,-3533.4628,6720.3969,4682.9553,4609.4169,-6520.4250,406.2742,2296.8810,350.6342,-6068.9848,-1768.8970,-3947.2335,5997.1429,-3758.7015,5394.5636,-5873.4846,-3166.6993,-5274.5387,-2506.2180,3121.8134,-2846.7760,-48.6802,-4225.8361,-5797.2503,2602.0557,2290.4500,309.3009,4062.8674,-4990.9620,-1871.3334,1395.3135,3996.7543,3378.6866,5997.3980,5799.7422,4185.3388,3714.4019,-3742.8470,1028.3857,-3451.0450,176.9255,3371.3338,6176.1556,1088.8767,-3865.1391,-2591.6087,6375.8104,-3924.1750,-3406.0698,-3076.8924,-5947.2774,-4921.9217,-3035.8329,1889.0365,-21.2908,3423.4776,5417.8330,-872.6594,-695.5573,2432.8949,5918.6999,-3976.2161,2707.9789,-3094.8871,-5239.2174,-1738.5204,1553.5195,597.5196,2913.9050,3785.6997,4397.6747,-3917.3384,4001.0317,2706.5513,-128.6330,-4310.2283,-6476.1680,-3163.8915,3417.7124,6486.7705,343274.1597,345309.5423,356469.2900,353956.1321,356540.8386,355297.6437,347195.4523,351314.1283,-139725392.8799,-139733900.4155,-139732779.8085,-139738853.0359,350803.7929,-139737478.4047,-3815.9751,-4418.5619,-2670.2829,3198.5391,1701.1881,2674.8117,-3006.4651,314.4999,-1855.0932,-1140.8403,-631.9889,-6810.7739,-2147.2277,1932.5408,4544.6622,3010.2106,4257.7553,4186.7725,-6716.9203,3332.5193,-916.5685,3174.1775,-1783.9035,848.8029,-5144.3872,-1856.2617,-5822.7630,5897.1302,-6238.1866,3211.0158,-3823.9206,4375.8907,-966.4545,2989.8993,-2945.9408,-117.3287,-3141.0943,-4502.4983,-1102.2828,-4518.7279,-3089.4834,-4867.9590,-2655.5557,2109.0561,6304.9298,-2064.4182,5785.2938,4827.9569,-2212.3561,-6527.8653,4905.5683,-4968.4982,4075.2887,3334.5331,2358.5707,-239.3066,1840.6370,-5161.0807,-6826.2570,-3575.6841,-6493.3771,5824.1526,3114.6355,-2583.5751,1438.0958,-396.7563,-1765.4979,3426.1427,-2267.5154,-3077.3380,623.1994,-1914.0996,-4579.1501,3782.7920,-4354.8946,4643.8037,-1340.1509,-6599.6534,6824.9344,5302.4798,-79.0904,1170.8425,6238.8009,-2819.2007,50.9230,4447.8828,-21.3952,-6266.2481,4007.5676,5631.2855,-2570.1062,-4527.1380,-5469.5630,-4501.2946,-6038.9333,205.3874,1736.9638,-3028.4881,-2898.2927,1406.5764,-35991.5034,-29922.2004,-28085.3822,-33727.4375,-25904.8900,-29574.7360,-26918.2055,-29776.2875,-76750032.4031,-76728278.6494,-76716102.2726,-76725494.1917,-29551.6536,-76735858.8573,5522.8645,4704.2401,5492.3943,2301.9098,-5528.4112,6404.6554,115.1672,-4244.7199,4464.1265,-4886.9014,-3298.9858,-1232.0544,-6526.5601,-4040.5498,437.0767,-4602.6165,-4803.1458,5449.3583,-995.0797,3880.0809,3287.4949,-5045.9340,67.8108,-5025.8748,-499.2649,-1420.8824,-3719.6217,-2846.0715,2960.4401,986.8874,5040.0089,3683.0095,-3356.9267,-4996.2970,3206.6649,-3481.6687,5278.1334,105.7968,-6393.5611,4208.7902,-5421.4910,4915.6645,4518.0103,-3139.7907,131.4320,6223.0885,3770.7994,2870.4135,-4096.3054,-1321.9533,-4584.2469,-2738.8731,4456.7206,937.0218,2976.0383,-5427.3263,5528.5336,-2691.8887,-574.5116,-4818.7476,2391.2533,-1747.9239,176.8509,6341.7798,-5480.3078,-6442.2998,-1864.2906,4554.0297,5452.6500,5368.0405,3482.4533,4477.1474,4067.2106,-5482.0587,-5384.9471,-3685.6086,3912.0934,-1914.8873,920.3832,3611.0481,3604.8407,-5461.1267,1352.9103,-5513.4267,4534.8957,4996.1274,-6772.7870,2951.9666,4817.9052,1336.5789,4401.0914,3471.3524,-1405.7821,-4536.4177,-3220.3526,-5413.5567,-1788.5543,5272.2844,-5318.5549,1704.6160,-107118.3280,-108922.6979,-111884.1894,-103855.6281,-106067.4043,-116738.3899,-116488.8887,-108309.1928,66434991.8729,66413751.2500,66427581.0640,66439367.4442,-110018.3736,66443384.2064,
