sl_5_5400_20240727 Coordinates.csv
2024/07/27 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:15 2024,
Start: 2024/07/27 07:47:00.00, Stop: 2024/07/27 09:17:00.00,
TIME_UNITS,STARLINK-2510 - X-Coordinate,STARLINK-11106 [DTC] - X-Coordinate,STARLINK-3046 - X-Coordinate,STARLINK-30601 - X-Coordinate,STARLINK-5827 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-11106 [DTC] - Y-Coordinate,STARLINK-3046 - Y-Coordinate,STARLINK-30601 - Y-Coordinate,STARLINK-5827 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-11106 [DTC] - Z-Coordinate,STARLINK-3046 - Z-Coordinate,STARLINK-30601 - Z-Coordinate,STARLINK-5827 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2400.9626,6474.5758,2308.3895,-2815.3807,5435.6907,-293316.5920,-268341.7630,-274152.2731,-280753.9554,-272768.3090,-276724.9596,-275627.1178,-277375.9012,-227272318.3748,-227253699.3966,-227243256.4207,-227272421.7118,-277540.5465,-227264296.1058,-3659.7884,-646.8737,626.7856,-5147.7189,2562.2313,-230040.7659,-220849.1137,-239065.3634,-238501.8542,-239073.6033,-238567.3632,-230149.6500,-233916.5168,1461982.6771,1476235.0289,1476073.5296,1475537.6125,-234380.5464,1477838.2024,5363.2713,1748.7369,-6533.0333,-3552.3397,3459.1240,73223.9936,70194.2423,66684.3066,75297.3916,72198.1006,61555.6533,62836.2375,67007.3219,84463343.5101,84443221.1815,84458415.3279,84476212.4110,68758.2329,84473424.4867,
300.000,292.2021,5539.7984,2608.8837,-4331.2970,6469.3398,-288469.9933,-263507.3904,-269236.9901,-275748.1206,-267696.7990,-271659.9460,-270672.1707,-272823.0747,-227247424.5705,-227229058.6246,-227218478.5578,-227246954.7972,-272522.3580,-227239356.4202,-4176.8362,-1840.4398,-1542.3956,-4932.1524,1117.0361,-236235.4455,-226411.8547,-244947.9127,-244243.8678,-244877.5342,-244425.4314,-235974.5589,-239880.8462,-3499880.9194,-3485407.3805,-3485127.3434,-3486728.3351,-240171.0790,-3483952.7847,5512.7106,3360.1998,-6261.5930,-1986.4777,2235.6081,73374.0896,70328.6961,66870.3369,75340.4275,72506.7558,61854.1604,62782.6337,67137.2847,84464528.7097,84444328.3405,84459215.6544,84477683.1634,68899.4489,84474457.4582,
600.000,-1832.7180,4012.4714,2727.3034,-5391.5383,6881.1032,-283491.0013,-258558.7004,-264201.6248,-270622.6646,-262506.4735,-266471.5201,-265595.7643,-268118.8246,-227114212.8697,-227096105.4719,-227085406.1180,-227113112.4277,-267383.3798,-227106101.8543,-4342.0867,-2874.8425,-3540.8074,-4231.2886,-415.1545,-242328.4010,-231870.0970,-250720.7229,-249877.7779,-250569.3318,-250172.6679,-241696.9111,-245778.6796,-8459953.5504,-8445270.1204,-8444542.7152,-8447161.6836,-245854.1643,-8443950.4441,5071.4729,4580.0634,-5329.6941,-200.9873,773.0188,73523.7353,70462.9599,67060.1805,75378.3978,72811.7991,62158.1037,62735.0202,67397.2322,84465718.1861,84445438.8735,84460019.1583,84479134.8715,69040.6150,84475490.2170,
900.000,-3763.4918,2060.5997,2638.8461,-5899.0382,6628.1571,-278381.7522,-253497.9201,-259048.4329,-265379.8209,-257199.6449,-261162.1773,-260399.8809,-263231.3546,-226872749.5855,-226854905.8806,-226844105.2181,-226870963.3819,-262125.9127,-226864598.8206,-4133.9216,-3652.8103,-5166.9425,-3099.4906,-1899.7921,-248316.7579,-237221.4964,-256381.1770,-255401.0144,-256146.7651,-255806.3000,-247313.9494,-251589.7364,-13415870.9057,-13400989.0609,-13399809.1403,-13403392.1158,-251427.2831,-13399790.5978,4086.6758,5266.5015,-3834.6420,1606.7273,-772.2413,73672.9344,70597.0363,67253.7446,75411.2011,73113.2334,62467.5534,62693.3079,67780.1818,84466911.8684,84446552.8312,84460825.9029,84480563.7208,69181.7310,84476522.7632,
1200.000,-5310.5177,-102.7669,2332.3025,-5814.4041,5732.8527,-273144.4458,-248327.3250,-253779.7255,-260021.8691,-251778.6795,-255734.4828,-255086.5775,-258133.6178,-226523152.6328,-226505577.3866,-226494693.5444,-226520628.9807,-256752.3100,-226514965.3273,-3561.6004,-4098.4682,-6258.1986,-1635.9890,-3207.9479,-254197.6871,-242463.7560,-261926.7086,-260811.0466,-261607.6379,-261323.5998,-252822.9694,-257290.1615,-18365270.7157,-18350202.1014,-18348565.2074,-18353051.3659,-256887.9656,-18349111.1126,2663.6232,5339.8665,-1933.4967,3236.4723,-2234.9911,73821.6903,70730.9279,67450.9293,75438.7307,73411.0638,62782.5824,62657.4106,68269.6719,84468109.6837,84447670.2650,84461635.9514,84481965.6552,69322.7969,84477555.0966,
1500.000,-6323.8214,-2243.0466,1813.6432,-5158.6461,4280.6384,-267781.3439,-243049.2379,-248397.8690,-254551.1326,-246245.9951,-250191.0718,-249657.9843,-252805.9413,-226065591.4704,-226048289.0632,-226037340.2959,-226062283.1325,-251264.9767,-226057370.9208,-2665.8148,-4164.4162,-6707.8079,23.6503,-4227.3796,-259968.4062,-247594.6271,-267354.8036,-266105.3835,-266949.7907,-266721.8850,-258221.3202,-262854.3193,-23305793.8780,-23290550.2968,-23288452.6650,-23293774.4766,-262233.7923,-23289553.0263,954.7856,4791.6319,172.8214,4507.8312,-3459.1499,73970.0064,70864.6374,67651.6276,75460.8745,73705.2980,63103.2666,62627.2446,68840.4402,84469311.5572,84448791.2273,84462449.3675,84483336.4279,69463.8125,84478587.2174,
1800.000,-6708.0630,-4129.5522,1108.3197,-4009.3223,2411.5044,-262294.7699,-237666.0282,-242905.2830,-248969.9768,-240604.0601,-244534.6491,-244116.3016,-247238.2560,-225500287.0193,-225483261.4386,-225472266.1021,-225496152.3377,-245666.3678,-225492036.6037,-1516.5555,-3836.7363,-6476.1351,1720.2062,-4871.8538,-265626.1807,-252611.9100,-272663.0012,-271281.5736,-272171.1032,-271998.5194,-263506.4052,-268257.0236,-28235085.5814,-28219678.9818,-28217117.5440,-28223201.0856,-267462.3950,-28218761.6717,-856.5069,3685.3506,2260.7353,5280.3192,-4314.4629,74117.8860,70998.1671,67855.7257,75477.5143,73995.9448,63429.6842,62602.7295,69459.9599,84470517.4123,84449915.7714,84463266.2150,84484671.6761,69604.7777,84479619.1255,
2100.000,-6431.8103,-5560.4523,261.6028,-2490.9508,306.0772,-256687.1074,-232180.1101,-237304.4399,-243280.8077,-234855.3916,-238767.9895,-238463.7976,-241431.5886,-224827511.5561,-224810766.3900,-224799742.9167,-224822515.6393,-239958.9880,-224819234.7277,-208.1528,-3137.4957,-5594.5709,3286.1792,-5087.9505,-271168.3259,-257513.4554,-277848.8957,-276337.2048,-277269.4961,-277150.9132,-268675.6821,-273475.9952,-33150796.4288,-33135238.8926,-33132211.2801,-33138976.7389,-272571.4582,-33134387.7988,-2575.9944,2149.5618,4108.2575,5468.7579,-4710.1932,74265.3323,71131.5196,68063.1034,75488.5260,74283.0144,63761.9158,62583.7877,70090.8533,84471727.1701,84451043.9515,84464086.5584,84485967.0238,69745.6925,84480650.8209,
2400.000,-5529.8802,-6384.8068,-663.3855,-761.1795,-1831.9996,-250960.7995,-226593.9425,-231597.8634,-237486.0691,-229002.5540,-232893.9384,-232702.8065,-235398.4987,-224047588.5820,-224031127.0131,-224020093.8869,-224041704.5043,-234145.3898,-224039288.8627,1148.2034,-2124.2204,-4161.3268,4562.2893,-4858.9850,-276592.2077,-262297.1650,-282910.1372,-281269.9044,-282242.9334,-282176.5234,-273726.6644,-278494.2388,-38050583.5569,-38034887.2869,-38031391.8317,-38038754.2272,-277558.7198,-38034088.6948,-4019.6739,363.1292,5519.1944,5052.3940,-4604.4526,74412.3484,71264.6971,68273.6341,75493.7786,74566.5178,64100.0444,62570.3448,70694.0429,84472940.7503,84452175.8229,84464910.4621,84487218.2124,69886.5568,84481682.3036,
