sl_100_5400_20241215 Coordinates.csv
2024/12/15 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:23 2024,
Start: 2024/12/15 07:47:00.00, Stop: 2024/12/15 09:17:00.00,
TIME_UNITS,STARLINK-11112 [DTC] - X-Coordinate,STARLINK-4706 - X-Coordinate,STARLINK-4171 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-1849 - X-Coordinate,STARLINK-30834 - X-Coordinate,STARLINK-1496 - X-Coordinate,STARLINK-5739 - X-Coordinate,STARLINK-11159 [DTC] - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-2041 - X-Coordinate,STARLINK-3154 - X-Coordinate,STARLINK-1736 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-31389 - X-Coordinate,STARLINK-2473 - X-Coordinate,STARLINK-2124 - X-Coordinate,STARLINK-30077 - X-Coordinate,STARLINK-2142 - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-4288 - X-Coordinate,STARLINK-11124 [DTC] - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-1107 - X-Coordinate,STARLINK-1834 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-31995 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-1215 - X-Coordinate,STARLINK-5712 - X-Coordinate,STARLINK-30459 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-3547 - X-Coordinate,STARLINK-31550 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-31336 - X-Coordinate,STARLINK-30962 - X-Coordinate,STARLINK-4420 - X-Coordinate,STARLINK-30280 - X-Coordinate,STARLINK-31180 - X-Coordinate,STARLINK-30211 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-32262 - X-Coordinate,STARLINK-5346 - X-Coordinate,STARLINK-31764 - X-Coordinate,STARLINK-1573 - X-Coordinate,STARLINK-11166 [DTC] - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-5201 - X-Coordinate,STARLINK-30769 - X-Coordinate,STARLINK-3175 - X-Coordinate,STARLINK-2607 - X-Coordinate,STARLINK-1007 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-4075 - X-Coordinate,STARLINK-5530 - X-Coordinate,STARLINK-31282 - X-Coordinate,STARLINK-30338 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-6354 - X-Coordinate,STARLINK-3173 - X-Coordinate,STARLINK-1601 - X-Coordinate,STARLINK-31754 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-4385 - X-Coordinate,STARLINK-2440 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-5498 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-2223 - X-Coordinate,STARLINK-1953 - X-Coordinate,STARLINK-30868 - X-Coordinate,STARLINK-6253 - X-Coordinate,STARLINK-30199 - X-Coordinate,STARLINK-3747 - X-Coordinate,STARLINK-3093 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-3183 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-31016 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-31492 - X-Coordinate,STARLINK-5747 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-5099 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-31570 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11112 [DTC] - Y-Coordinate,STARLINK-4706 - Y-Coordinate,STARLINK-4171 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-1849 - Y-Coordinate,STARLINK-30834 - Y-Coordinate,STARLINK-1496 - Y-Coordinate,STARLINK-5739 - Y-Coordinate,STARLINK-11159 [DTC] - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-2041 - Y-Coordinate,STARLINK-3154 - Y-Coordinate,STARLINK-1736 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-31389 - Y-Coordinate,STARLINK-2473 - Y-Coordinate,STARLINK-2124 - Y-Coordinate,STARLINK-30077 - Y-Coordinate,STARLINK-2142 - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-4288 - Y-Coordinate,STARLINK-11124 [DTC] - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-1107 - Y-Coordinate,STARLINK-1834 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-31995 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-1215 - Y-Coordinate,STARLINK-5712 - Y-Coordinate,STARLINK-30459 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-3547 - Y-Coordinate,STARLINK-31550 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-31336 - Y-Coordinate,STARLINK-30962 - Y-Coordinate,STARLINK-4420 - Y-Coordinate,STARLINK-30280 - Y-Coordinate,STARLINK-31180 - Y-Coordinate,STARLINK-30211 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-32262 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,STARLINK-31764 - Y-Coordinate,STARLINK-1573 - Y-Coordinate,STARLINK-11166 [DTC] - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-5201 - Y-Coordinate,STARLINK-30769 - Y-Coordinate,STARLINK-3175 - Y-Coordinate,STARLINK-2607 - Y-Coordinate,STARLINK-1007 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-4075 - Y-Coordinate,STARLINK-5530 - Y-Coordinate,STARLINK-31282 - Y-Coordinate,STARLINK-30338 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-6354 - Y-Coordinate,STARLINK-3173 - Y-Coordinate,STARLINK-1601 - Y-Coordinate,STARLINK-31754 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-4385 - Y-Coordinate,STARLINK-2440 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-5498 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-1953 - Y-Coordinate,STARLINK-30868 - Y-Coordinate,STARLINK-6253 - Y-Coordinate,STARLINK-30199 - Y-Coordinate,STARLINK-3747 - Y-Coordinate,STARLINK-3093 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-3183 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-31016 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-31492 - Y-Coordinate,STARLINK-5747 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-5099 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-31570 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11112 [DTC] - Z-Coordinate,STARLINK-4706 - Z-Coordinate,STARLINK-4171 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-1849 - Z-Coordinate,STARLINK-30834 - Z-Coordinate,STARLINK-1496 - Z-Coordinate,STARLINK-5739 - Z-Coordinate,STARLINK-11159 [DTC] - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-2041 - Z-Coordinate,STARLINK-3154 - Z-Coordinate,STARLINK-1736 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-31389 - Z-Coordinate,STARLINK-2473 - Z-Coordinate,STARLINK-2124 - Z-Coordinate,STARLINK-30077 - Z-Coordinate,STARLINK-2142 - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-4288 - Z-Coordinate,STARLINK-11124 [DTC] - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-1107 - Z-Coordinate,STARLINK-1834 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-31995 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-1215 - Z-Coordinate,STARLINK-5712 - Z-Coordinate,STARLINK-30459 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-3547 - Z-Coordinate,STARLINK-31550 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-31336 - Z-Coordinate,STARLINK-30962 - Z-Coordinate,STARLINK-4420 - Z-Coordinate,STARLINK-30280 - Z-Coordinate,STARLINK-31180 - Z-Coordinate,STARLINK-30211 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-32262 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,STARLINK-31764 - Z-Coordinate,STARLINK-1573 - Z-Coordinate,STARLINK-11166 [DTC] - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-5201 - Z-Coordinate,STARLINK-30769 - Z-Coordinate,STARLINK-3175 - Z-Coordinate,STARLINK-2607 - Z-Coordinate,STARLINK-1007 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-4075 - Z-Coordinate,STARLINK-5530 - Z-Coordinate,STARLINK-31282 - Z-Coordinate,STARLINK-30338 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-6354 - Z-Coordinate,STARLINK-3173 - Z-Coordinate,STARLINK-1601 - Z-Coordinate,STARLINK-31754 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-4385 - Z-Coordinate,STARLINK-2440 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-5498 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-1953 - Z-Coordinate,STARLINK-30868 - Z-Coordinate,STARLINK-6253 - Z-Coordinate,STARLINK-30199 - Z-Coordinate,STARLINK-3747 - Z-Coordinate,STARLINK-3093 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-3183 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-31016 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-31492 - Z-Coordinate,STARLINK-5747 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-5099 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-31570 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,133.3397,-4387.9466,3774.4692,-4717.0411,-3372.7649,5268.7040,-5001.9677,-740.5957,-2383.2393,6506.5348,6088.3222,-3702.7225,-4639.2979,4087.2201,-1449.3881,-6571.2504,4501.0965,1096.3305,5508.8836,1615.2468,6135.4995,4537.3724,-818.7477,-5885.6200,-4688.4589,1834.1863,-6573.0423,1997.9067,318.0623,4990.3233,5043.3476,2741.4892,-5621.7781,558.4437,3406.1487,4554.2854,3426.9640,5452.6617,-4285.2295,-391.5467,5136.8866,-5995.9719,-6784.7028,4887.0559,-5411.5616,5205.2199,0.0000,4893.3946,2657.3971,-3935.2186,-4514.3267,-2865.6024,-3910.5073,6015.2277,755.9349,5566.8075,-4861.2812,6121.9079,-5542.7781,-3752.1118,0.0000,-1735.9477,-6796.4218,4676.9140,-2064.8467,2852.4875,-3691.4401,-2889.1758,1726.6195,-1703.4221,1761.2772,-6317.3802,-4843.0870,-4963.5879,4291.7305,3592.4925,-2081.4432,4190.2470,-5891.6418,6491.5640,-5319.2819,5583.9248,-3894.4769,6922.2814,5442.1239,1682.2727,-4253.1893,3800.4883,-4960.4022,-4332.6694,-6002.4392,3289.0357,4905.0952,-4013.5457,6737.7756,-5470.5660,1272.5063,-4959.4273,-276.8979,5937.1906,172070.0275,138546.7581,159615.6312,163341.3803,157643.9242,160176.7647,153942.5132,156805.8094,-30455907.3904,-30486162.3468,-30437230.9852,-30452754.0108,158062.5652,-30445317.7691,6278.1222,-387.5645,2378.6353,4888.7559,-4591.1503,3477.8641,-1142.2363,-4310.8373,-5946.3383,1293.9636,3198.0820,3536.2657,4986.3621,-3019.6611,-6520.9244,-344.6442,3821.2079,-5574.6927,-508.2890,5284.6478,-2560.5780,2175.6065,5938.2436,1791.9818,-3219.6835,-3865.2602,-1421.7852,4766.9389,5101.4285,-4212.0419,-691.0782,-5253.4940,3677.5402,6489.7746,4500.6771,3748.3964,3073.4275,-3765.4646,-5066.0043,4788.2886,-1025.5809,2781.9794,-1297.5296,4655.5981,-3627.6523,-113.8978,0.0000,3907.7571,5628.3112,1728.9276,-762.9449,3147.6093,-1636.7570,-282.5936,2434.1783,-353.7786,-2937.3261,203.7696,-3755.9991,-3631.2810,0.0000,4859.3273,-210.5375,2143.5650,-5155.0366,4277.8120,5731.1020,3295.0810,2406.4647,4281.2974,4879.4912,1628.4676,4800.1929,351.5552,-2918.0859,-2093.5314,-4220.3667,-5360.2298,2659.6915,2128.1774,4197.1635,-3148.5751,2677.6501,269.6789,-152.3799,6707.6414,-428.5205,-3768.7489,-935.2390,-5185.6017,-3278.0953,-3545.2198,-4014.0154,4556.4509,-977.9757,2911.0796,-5457.6047,-4524.0802,-4360.6720,-3308.6004,-297426.2209,-281747.7772,-279843.8465,-284638.7901,-278762.2765,-281598.9335,-287404.4690,-285649.1447,-95418317.1241,-95383880.7990,-95418298.2194,-95409702.1663,-285480.2301,-95405701.4959,2412.0153,5325.6154,5278.4286,1388.8118,-3963.1182,-2836.1384,4533.8929,5359.4679,-2668.8602,-1034.9187,-910.7566,-4657.9341,1212.3532,4688.9522,1857.1900,-1926.7068,-3616.0557,-3961.4331,4174.3785,-4154.1626,1910.0134,4732.1645,-3076.0649,-3055.8905,-3947.9341,-5401.7408,1630.3978,-4460.2545,-4584.0885,2273.6393,4535.6885,-3389.3516,1668.6244,2373.0717,3896.8296,-3506.3820,5155.4879,-1485.7340,-2031.5092,4877.7585,4535.0006,2122.8419,624.0483,-1599.9652,2367.9376,4573.1159,0.0000,-2989.8081,2781.9631,-5425.9125,-4941.8963,5448.2939,5488.7040,-3207.7505,6448.4582,4089.8241,-3954.3690,-3242.5405,1719.6928,-4542.7877,0.0000,-4643.9823,-1285.7631,-4673.5349,-3968.2704,-4661.8508,-1193.2972,-5354.7712,-6295.4964,5152.1111,4558.4621,-1994.5169,1257.2409,-4818.4096,-4618.7224,5511.0993,5058.6403,1412.9504,-2491.9480,-1109.3745,1420.0344,2607.5244,-4951.5907,337.0207,-4305.1648,-148.4645,-5488.0850,-4243.1993,4719.7337,1120.6108,-470.1617,4948.8310,-2535.4565,-3359.4949,1319.3590,3073.1650,-4060.8671,-1444.9927,5355.2469,-581.4002,179093.1889,175036.9410,172987.5856,181107.4430,178648.3748,167948.1472,168634.6614,173615.9443,40375892.4339,40349713.6916,40363644.6418,40353200.8489,174871.2636,40363805.8125,
300.000,1451.3772,-3788.1637,5198.9236,-3177.6752,-5058.2170,5184.9725,-4272.8154,-2636.1754,-3604.8900,6124.3321,6665.8596,-2997.7757,-3735.2618,2160.4396,-2823.5935,-5814.1332,5844.2835,-632.6436,5619.6730,3277.4204,5800.9649,4299.5180,491.4684,-4480.2266,-6029.2255,71.9105,-6106.3419,3670.8542,2386.0241,3472.6491,3680.5514,746.1999,-4301.4367,2099.3104,5086.0144,5014.5015,5087.7356,4018.1515,-5014.8864,1527.5696,4141.2494,-5236.5290,-6873.2323,5473.2430,-5651.9531,5265.9613,0.0000,5278.8880,4263.9339,-2529.2523,-5376.9679,-1454.5284,-5048.1032,5045.4426,420.2670,6087.6261,-6149.4797,6476.4053,-5607.5251,-5364.2362,0.0000,402.1053,-6170.0217,3638.3388,-3534.3146,4598.5613,-2314.3440,-1622.8157,3740.8900,-134.7195,3545.8565,-5191.3204,-3341.0189,-3763.9329,5564.1753,2445.6199,-3995.4883,3745.7215,-4501.8641,6280.7147,-4583.7609,5230.6731,-3336.4444,6569.3796,4642.6498,2766.7415,-2721.6546,1829.7061,-4195.5278,-4867.6290,-6169.1652,2372.4453,4319.0833,-2921.6790,6477.8450,-5224.4183,-65.2533,-5524.6111,-2313.0221,4785.6075,178305.2700,144431.2112,165679.9058,169248.7623,163547.0318,166109.7563,159946.9645,163142.4775,-28360364.3657,-28390927.7166,-28341226.5063,-28356733.3899,163994.1154,-28349697.7152,5289.2284,1697.4328,948.4634,5501.7710,-3747.1492,1796.6663,779.6894,-3250.0978,-4566.2111,-50.3249,1806.2782,5200.8966,5793.9405,-3764.1495,-5485.2782,973.7850,3079.5667,-4754.7663,-2448.0902,5428.4440,-3769.7992,115.3140,6568.7995,2817.4000,-2323.0068,-4979.0824,-39.1822,3393.7063,4460.8396,-4626.2309,-2242.9307,-5289.2079,4313.1743,5560.8648,3627.8085,1795.8197,2010.0035,-4670.5449,-3483.0920,3885.4134,-2929.8368,1950.8315,206.7049,3078.9645,-1845.1771,-2176.4752,0.0000,2050.5253,5136.2474,3387.0582,1002.0233,4699.3185,-2776.5238,-1991.3756,4404.6142,-1922.1209,-1970.2346,-1494.1597,-2285.2002,-2891.2705,0.0000,5101.9063,1037.8835,619.6110,-3662.3362,3125.4561,5853.9414,4899.7530,2292.3474,5474.0638,4921.7346,2985.3356,5460.1588,2055.6445,-3133.8783,-3909.4496,-3911.7104,-5812.9946,3479.0263,774.7003,5176.4934,-4446.2903,4520.8362,-1238.8875,-2110.1178,6118.5162,915.8331,-4108.4248,988.9633,-3904.9154,-1990.1288,-5211.9550,-5223.8256,5929.8642,-2472.8365,4309.5753,-6402.6062,-2946.6274,-4597.5895,-4399.8012,-293701.8734,-278748.8694,-276497.4609,-281315.4468,-275358.2816,-278155.1973,-284047.0338,-282430.9255,-96059091.4210,-96025578.4978,-96058770.6383,-96050965.0893,-282114.9965,-96046491.4530,3890.9815,5525.7555,4456.5841,2771.8951,-2919.2138,-4218.2632,5291.5414,5508.5429,-3785.1015,-2754.6642,633.9902,-3444.3418,-601.2714,5381.5540,3159.7013,-3503.1677,-2069.3042,-4996.6855,3237.2743,-2751.5453,125.4645,5404.0662,-1409.1614,-4380.7082,-2484.0794,-4761.6286,3251.0335,-4649.7768,-4641.9485,3784.9229,5281.4959,-4251.6143,3283.1002,3564.5082,2835.6642,-4327.1465,4227.1783,-2858.8391,-3299.6894,5425.3457,4718.9450,4113.8970,-920.4663,-2949.2672,3560.5099,3945.8091,0.0000,-4011.6176,1395.4053,-5480.9343,-3931.5812,4860.3513,3865.0939,-4140.0994,5341.0511,2668.2579,-2486.7738,-1959.7392,3330.5071,-3279.5588,0.0000,-4690.6069,-2959.3896,-5891.0988,-4548.2058,-4152.9888,-2878.6583,-4607.4968,-5399.7174,4220.9636,3305.0194,-3270.0990,2659.6780,-5439.0308,-2733.3579,5139.0550,4061.3441,-710.1760,-3953.8093,-2805.1513,-383.6714,891.4246,-3908.4902,1839.6605,-4708.5031,1651.2141,-6337.0248,-5140.7206,5400.2546,2818.9923,-2235.4410,3887.3254,-797.8895,-2107.0282,-215.1805,1417.7405,-2623.7618,-2822.0096,4615.5656,-2072.8836,179107.0017,175048.0859,173071.3122,181025.0004,178832.0757,168139.3550,168475.1033,173370.6850,40375288.4027,40348977.8211,40363636.0345,40352575.7561,174896.2732,40363253.2897,
600.000,2656.2405,-2871.3546,6130.7737,-1316.1293,-6251.7942,4626.3546,-3156.6609,-4302.9881,-4515.0477,5085.7873,6599.9092,-2034.3326,-2454.4395,28.5581,-3954.5368,-4475.4059,6601.9582,-2339.6927,5212.6400,4593.1774,4890.4073,3691.8237,1732.5277,-2626.1323,-6769.8625,-1659.4325,-5048.1475,5003.1627,4230.2876,1591.9855,1971.5959,-1341.3615,-2540.8272,3469.2439,6253.8275,5015.7647,6253.9361,2159.3284,-5290.4355,3325.7424,2783.2196,-3882.9453,-6297.7420,5554.9574,-5373.7443,4852.5999,0.0000,5191.6539,5426.9270,-920.1814,-5691.7893,53.6093,-5606.6577,3585.3147,-35.5180,6021.5398,-6826.2812,6212.0526,-5140.8848,-6441.2617,0.0000,2496.8173,-4937.8327,2286.8828,-4684.0545,5914.2313,-683.2463,-243.3703,5371.3989,1407.5130,4957.9071,-3540.3341,-1501.4873,-2235.4933,6249.9819,1107.8626,-5502.4550,2912.9592,-2662.5488,5460.8739,-3390.6194,4365.5763,-2480.8636,5581.9698,3434.2401,3593.9347,-963.4564,-336.9470,-3064.4725,-4931.0584,-5719.3933,1264.4945,3292.5856,-1567.4460,5590.2639,-4470.9825,-1368.3507,-5561.7794,-4100.2689,3138.7475,184458.9561,150251.8714,171671.0774,175084.6040,169377.1606,171967.0331,165881.8758,169479.2228,-26251358.3886,-26282207.7030,-26231778.3970,-26247221.2024,169854.0924,-26240613.8235,3740.6835,3634.1300,-531.6225,5604.2832,-2569.0403,-90.2424,2656.2233,-1920.7852,-2749.5002,-1419.8710,233.7415,6346.7728,6029.5136,-4195.3068,-3921.3577,2231.2696,2055.0460,-3504.5208,-4134.2256,5055.4017,-4602.9111,-1975.8508,6493.8856,3607.0571,-1223.8690,-5631.4210,1380.9898,1709.4637,3418.8306,-4619.3620,-3612.1170,-4826.6657,4555.5071,4104.5848,2419.5283,-343.1202,793.3505,-5120.1012,-1553.3368,2636.4595,-4574.2753,959.4250,1699.6842,1190.4511,134.3147,-4015.5225,0.0000,-17.2078,4131.0176,4750.5935,2625.2591,5812.8544,-3659.2550,-3531.7789,5891.5745,-3275.0167,-835.5633,-3030.9713,-560.5470,-1901.3398,0.0000,4898.1303,2216.1805,-1021.7646,-1819.9892,1709.4190,5417.5895,6039.4145,2017.6504,6149.2034,4505.5022,4070.4349,5612.6830,3601.0485,-2975.7195,-5360.3121,-3258.7844,-5680.3671,3999.0228,-684.0771,5645.4721,-5295.6534,5896.2622,-2645.0898,-3888.7762,4915.5556,2236.3156,-4083.4461,2848.8319,-2206.7503,-477.2789,-6366.9289,-5886.5596,6727.7753,-3730.2469,5268.9347,-6721.0212,-1060.2530,-4426.3603,-5061.6820,-289846.0857,-275627.2746,-273030.1534,-277870.2816,-271835.3793,-274589.7109,-280562.3565,-279045.6524,-96653846.0278,-96621259.8797,-96653194.8997,-96646181.6738,-278626.6065,-96641257.9973,4914.6004,5130.9689,3154.5758,3858.2276,-1563.7881,-5147.4167,5462.9823,5066.2029,-4498.0158,-4150.3735,2110.8783,-1860.5320,-2350.1579,5495.2083,4123.9923,-4692.6369,-300.0706,-5497.0312,1953.7667,-1051.9168,-1672.6272,5492.9123,422.1104,-5224.7269,-753.1864,-3603.5582,4521.6990,-4319.5220,-4189.4928,4888.0706,5434.8363,-4638.3118,4544.4510,4374.4361,1461.4734,-4671.3396,2843.3624,-3906.8221,-4216.0720,5372.0057,4397.9572,5666.4883,-2366.6195,-3983.7115,4371.8873,2896.3565,0.0000,-4605.9549,-148.1106,-4948.4304,-2463.4730,3749.5460,1829.1868,-4608.6166,3664.4795,959.4442,-751.5462,-466.8349,4581.7095,-1663.6690,0.0000,-4238.2313,-4314.8372,-6485.6501,-4619.2874,-3201.6336,-4254.5698,-3365.1379,-3933.8641,2835.0592,1694.2710,-4178.9131,3777.3460,-5477.7671,-557.2622,4211.8443,2625.8620,-2757.9012,-4992.2517,-4199.4106,-2146.1661,-920.5898,-2431.3606,3145.3837,-4610.7001,3272.7117,-6517.8587,-5464.7616,5498.8532,4204.4141,-3753.4737,2408.2049,1029.1936,-629.5342,-1726.7363,-390.4105,-904.3028,-3888.4896,3378.7194,-3331.6902,179120.4147,175059.0981,173158.3893,180937.3678,179012.0379,168336.0233,168321.3184,173244.7267,40374679.0593,40348242.5663,40363627.1122,40351967.3333,174921.1586,40362700.8967,
