sl_100_5400_20240809 Coordinates.csv
2024/08/09 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:37 2024,
Start: 2024/08/09 07:47:00.00, Stop: 2024/08/09 09:17:00.00,
TIME_UNITS,STARLINK-30512 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-31212 - X-Coordinate,STARLINK-4592 - X-Coordinate,STARLINK-3895 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-1503 - X-Coordinate,STARLINK-5669 - X-Coordinate,STARLINK-4739 - X-Coordinate,STARLINK-31999 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-4078 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-30124 - X-Coordinate,STARLINK-31337 - X-Coordinate,STARLINK-2285 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-5776 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-31547 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-5515 - X-Coordinate,STARLINK-4790 - X-Coordinate,STARLINK-3396 - X-Coordinate,STARLINK-1894 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-2545 - X-Coordinate,STARLINK-30447 - X-Coordinate,STARLINK-4458 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-31446 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-4384 - X-Coordinate,STARLINK-2743 - X-Coordinate,STARLINK-30993 - X-Coordinate,STARLINK-1833 - X-Coordinate,STARLINK-4274 - X-Coordinate,STARLINK-31479 - X-Coordinate,STARLINK-3301 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-6369 - X-Coordinate,STARLINK-31409 - X-Coordinate,STARLINK-30908 - X-Coordinate,STARLINK-30437 - X-Coordinate,STARLINK-1907 - X-Coordinate,STARLINK-30800 - X-Coordinate,STARLINK-1903 - X-Coordinate,STARLINK-31180 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-31378 - X-Coordinate,STARLINK-3315 - X-Coordinate,STARLINK-4316 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-3647 - X-Coordinate,STARLINK-5500 - X-Coordinate,STARLINK-30513 - X-Coordinate,STARLINK-31364 - X-Coordinate,STARLINK-5663 - X-Coordinate,STARLINK-11111 [DTC] - X-Coordinate,STARLINK-1138 - X-Coordinate,STARLINK-1737 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-3869 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-5002 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-3121 - X-Coordinate,STARLINK-4289 - X-Coordinate,STARLINK-1763 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-2102 - X-Coordinate,STARLINK-5404 - X-Coordinate,STARLINK-30486 - X-Coordinate,STARLINK-1657 - X-Coordinate,STARLINK-30445 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-30582 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-30581 - X-Coordinate,STARLINK-31963 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-1764 - X-Coordinate,STARLINK-4795 - X-Coordinate,STARLINK-1057 - X-Coordinate,STARLINK-30771 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-31212 - Y-Coordinate,STARLINK-4592 - Y-Coordinate,STARLINK-3895 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-1503 - Y-Coordinate,STARLINK-5669 - Y-Coordinate,STARLINK-4739 - Y-Coordinate,STARLINK-31999 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-4078 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-31337 - Y-Coordinate,STARLINK-2285 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-5776 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-31547 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-5515 - Y-Coordinate,STARLINK-4790 - Y-Coordinate,STARLINK-3396 - Y-Coordinate,STARLINK-1894 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-2545 - Y-Coordinate,STARLINK-30447 - Y-Coordinate,STARLINK-4458 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-31446 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-4384 - Y-Coordinate,STARLINK-2743 - Y-Coordinate,STARLINK-30993 - Y-Coordinate,STARLINK-1833 - Y-Coordinate,STARLINK-4274 - Y-Coordinate,STARLINK-31479 - Y-Coordinate,STARLINK-3301 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-6369 - Y-Coordinate,STARLINK-31409 - Y-Coordinate,STARLINK-30908 - Y-Coordinate,STARLINK-30437 - Y-Coordinate,STARLINK-1907 - Y-Coordinate,STARLINK-30800 - Y-Coordinate,STARLINK-1903 - Y-Coordinate,STARLINK-31180 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-31378 - Y-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-3647 - Y-Coordinate,STARLINK-5500 - Y-Coordinate,STARLINK-30513 - Y-Coordinate,STARLINK-31364 - Y-Coordinate,STARLINK-5663 - Y-Coordinate,STARLINK-11111 [DTC] - Y-Coordinate,STARLINK-1138 - Y-Coordinate,STARLINK-1737 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-5002 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-3121 - Y-Coordinate,STARLINK-4289 - Y-Coordinate,STARLINK-1763 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-2102 - Y-Coordinate,STARLINK-5404 - Y-Coordinate,STARLINK-30486 - Y-Coordinate,STARLINK-1657 - Y-Coordinate,STARLINK-30445 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-30582 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-30581 - Y-Coordinate,STARLINK-31963 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-1764 - Y-Coordinate,STARLINK-4795 - Y-Coordinate,STARLINK-1057 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-31212 - Z-Coordinate,STARLINK-4592 - Z-Coordinate,STARLINK-3895 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-1503 - Z-Coordinate,STARLINK-5669 - Z-Coordinate,STARLINK-4739 - Z-Coordinate,STARLINK-31999 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-4078 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-31337 - Z-Coordinate,STARLINK-2285 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-5776 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-31547 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-5515 - Z-Coordinate,STARLINK-4790 - Z-Coordinate,STARLINK-3396 - Z-Coordinate,STARLINK-1894 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-2545 - Z-Coordinate,STARLINK-30447 - Z-Coordinate,STARLINK-4458 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-31446 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-4384 - Z-Coordinate,STARLINK-2743 - Z-Coordinate,STARLINK-30993 - Z-Coordinate,STARLINK-1833 - Z-Coordinate,STARLINK-4274 - Z-Coordinate,STARLINK-31479 - Z-Coordinate,STARLINK-3301 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-6369 - Z-Coordinate,STARLINK-31409 - Z-Coordinate,STARLINK-30908 - Z-Coordinate,STARLINK-30437 - Z-Coordinate,STARLINK-1907 - Z-Coordinate,STARLINK-30800 - Z-Coordinate,STARLINK-1903 - Z-Coordinate,STARLINK-31180 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-31378 - Z-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-3647 - Z-Coordinate,STARLINK-5500 - Z-Coordinate,STARLINK-30513 - Z-Coordinate,STARLINK-31364 - Z-Coordinate,STARLINK-5663 - Z-Coordinate,STARLINK-11111 [DTC] - Z-Coordinate,STARLINK-1138 - Z-Coordinate,STARLINK-1737 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-5002 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-3121 - Z-Coordinate,STARLINK-4289 - Z-Coordinate,STARLINK-1763 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-2102 - Z-Coordinate,STARLINK-5404 - Z-Coordinate,STARLINK-30486 - Z-Coordinate,STARLINK-1657 - Z-Coordinate,STARLINK-30445 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-30582 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-30581 - Z-Coordinate,STARLINK-31963 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-1764 - Z-Coordinate,STARLINK-4795 - Z-Coordinate,STARLINK-1057 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1922.8893,-1373.1804,6518.4462,3963.0099,4493.2667,-1958.2407,-4476.5855,-4482.9376,6772.6402,-666.2457,1928.1466,236.9105,1622.8083,-6157.4999,3509.2665,-3065.4579,-5788.5792,-5369.8516,5103.0834,3780.9157,5344.7060,4672.0831,2015.3789,2193.2006,-1710.9386,4959.2307,-2456.8933,5497.7969,-4804.6801,629.1461,-3571.7189,4356.5251,-4303.8343,-4990.9292,4015.7130,-3155.2145,-4676.1670,-2105.5216,-4182.6777,3101.2630,3543.2584,3282.5840,5980.8324,-3633.7385,5120.8887,-149.8384,3379.7495,3798.3085,4657.4454,3276.0468,-3920.4496,-6042.6173,-3477.6990,-5680.6432,-6375.6276,-1238.0329,2250.3296,2743.9195,-5919.7307,5340.3739,-5869.4575,6438.9939,5517.7345,-414.7016,787.2226,2109.9074,-2577.6364,5816.5752,3741.5085,-5499.4102,-526.9029,3680.1387,-5673.7017,6450.2259,-4050.5660,-1607.4427,1716.9106,4214.0761,-3285.9913,4038.3791,-4021.9424,3551.7410,-874.1483,-5166.9159,1343.5135,5348.2346,-4882.6667,-84.3516,1323.4912,-4258.2231,3833.1479,-2259.1835,3489.2699,-5019.7692,-2962.7125,4318.5537,6659.5079,2050.1181,-521.2770,-2678.1360,167811.4987,180657.1825,174253.1682,167725.7390,175659.4348,171712.2271,170888.2391,170621.3116,-215604327.7150,-215606370.8389,-215607748.9974,-215630967.4904,169965.8757,-215623231.9152,5277.9487,-4826.7329,-2013.0009,-5334.0428,4453.6374,-5489.6057,5024.0970,-568.7751,-1372.4839,-5040.3974,5649.2810,6914.9232,-4384.1758,-167.8322,2297.4626,-5405.6764,-3130.4192,-2912.2944,646.7096,-5136.6215,3519.6393,-3056.6058,3761.6933,6548.3917,6659.7099,-4258.1511,-5622.4003,-3602.7318,379.0610,6799.6342,2344.2035,-239.7827,-5243.6963,3070.1743,3928.7912,-3542.6425,3149.6203,2041.4481,-5132.4831,3976.5701,-3932.2078,2550.8041,-2767.6861,-2104.8420,-3177.4301,-4514.8116,2927.4385,-4969.9145,-3358.1790,6082.9752,2294.5180,2326.6687,5128.7822,1567.6710,949.1473,-6709.1559,4568.2543,4839.2036,309.6538,912.9862,3491.3490,-670.8409,-4058.9666,-4158.3063,2087.2364,-3867.1397,4383.7315,3042.8220,4527.7206,3021.6365,6021.8217,-2123.3423,3570.2116,2219.3245,-5297.2131,-5777.2225,3805.6974,-3104.5261,2526.4201,2990.8397,-1631.5718,-4643.5362,-5704.2642,3606.0381,3979.5322,-4413.7600,3792.0743,4247.6967,-6064.1782,-390.5251,3457.9787,3534.1760,-5402.1848,-56.3247,6016.4922,-614.0071,-613.0917,6532.2262,-4241.0621,-6022.7373,360487.9640,368885.3277,362571.2471,361725.6717,362938.0917,362549.4508,371002.3091,366462.5904,-12079157.9536,-12074145.0869,-12092073.6584,-12081643.8201,366460.2927,-12086775.6993,-4072.1165,4754.6785,773.8324,1917.7586,2792.8296,-3735.4825,-1696.3341,-5254.0047,481.5381,4695.1621,-3539.9578,-97.7094,5024.3793,3142.5491,-5506.8993,3035.8229,-2198.7094,-3309.1182,4646.9240,-2500.3980,-2664.2152,4107.4460,-5449.8972,404.1472,-920.6548,-2332.3369,-3242.5164,-1826.2634,-4980.8605,-1233.1059,5437.3495,-5374.9439,-1428.0442,-3707.3047,4061.1962,-5054.8539,-4045.8391,-6298.5874,2065.4874,-4598.8597,-4474.5286,5522.3614,2184.2816,-5519.6782,-3440.4176,-5263.2629,5271.6914,2709.9745,-3863.7950,-367.1525,-5223.9585,-2494.7944,-2857.4112,3652.3495,-2303.1049,-1226.5567,4702.2343,4121.3983,-3610.0832,4171.1909,-1229.3461,-2506.9652,44.4350,5505.7652,6566.7527,5326.5711,4682.8648,2277.9842,3461.5607,2666.0747,-3414.4555,5222.0337,-1747.9064,1199.5101,1899.8215,3445.0733,5518.6397,-4530.1102,5531.1858,4670.1893,5379.2033,3699.2610,-3842.5561,-2949.5874,5498.9037,100.1314,3140.2022,5462.2621,3090.7418,-5453.9732,-4638.5064,5494.6155,-2605.1459,-4630.1074,1269.7580,-5374.6915,-1813.0443,-1015.5976,5442.4827,-1885.2539,-32643.5818,-33569.7687,-34532.9686,-25966.2706,-29001.7276,-39653.5734,-38429.7589,-30812.7829,86879443.5805,86905187.6277,86894380.6776,86871460.6098,-32477.8471,86880851.3227,
300.000,3801.4183,-2765.7743,5581.1673,2459.7750,4735.8455,-2980.5296,-2865.0805,-5182.8347,6074.3108,-2249.9640,3698.9935,1419.6055,72.9830,-5141.8890,4742.9964,-4448.7327,-6657.0500,-5767.5305,4892.4067,2149.3271,5275.9241,2939.8541,3953.1177,3188.4820,-223.9832,3317.1040,-4140.2524,4690.1466,-3640.6082,2091.6549,-2642.3880,3518.7069,-5267.3119,-3260.8683,5556.4117,-3901.8708,-3882.1476,-3921.0411,-5466.7104,4758.0772,1545.4741,4581.7338,5204.4762,-4370.5597,4470.1811,-2116.6954,5005.2608,1946.5327,4272.4069,4209.7645,-2164.3834,-5643.0795,-1588.1376,-5521.1101,-5283.2358,-2429.4784,4112.2529,4388.6079,-6150.9063,6228.8349,-4581.3962,5467.9751,4531.9148,-2535.1301,468.8145,546.5089,-516.4771,5234.5177,4561.9690,-3949.3928,1175.6701,2954.3946,-5107.4167,6239.6838,-4860.3242,-3097.5237,3653.6837,2303.5144,-1773.6128,5189.3885,-5096.6998,2747.3219,-2419.7686,-3773.0525,3230.2507,4346.0759,-4073.5174,2035.5115,-261.5262,-4659.8354,5259.4810,-533.5579,2243.8658,-4663.6778,-1548.4572,3311.9692,5762.0819,3031.8429,-2532.3181,-3882.5279,160377.9281,172643.8853,166344.6256,159875.9019,167886.2868,163945.7344,163007.4758,163133.9157,-215286124.3453,-215288090.0955,-215289025.0733,-215313127.6267,162138.5618,-215304973.6068,4918.8155,-3286.5058,-3308.3054,-5435.1201,2796.3066,-3929.6590,5548.7999,1308.9029,-2461.5145,-3715.4764,5384.5039,6506.6760,-5561.0264,1253.0341,576.3774,-5117.1518,-1808.7800,-3682.4310,-1498.5441,-5159.6654,1874.8763,-4224.5856,2988.9461,5740.5268,6903.9428,-4968.0454,-5212.0296,-4942.5878,2141.1467,6068.4917,4211.2331,-2241.2864,-4488.9847,3749.6207,2794.6444,-1554.1928,4881.9559,2678.2724,-4231.3503,2658.2725,-4206.3721,852.1618,-1929.7511,-65.6340,-4824.1455,-4904.0113,1735.9785,-5308.9496,-4899.4772,5295.8787,3537.7140,3892.5246,5363.5887,3377.9424,2110.3318,-6464.4241,3558.6394,4621.8779,2099.8034,-527.5919,4497.6285,-2205.8886,-4829.0853,-4011.4225,4115.5522,-5173.6095,4302.0330,1963.1896,2689.8873,4076.7281,6485.5733,-4073.1007,4678.0740,846.8609,-3771.9894,-5900.4577,2897.8301,-3784.7171,4076.3212,1184.9208,125.9924,-5970.4318,-6055.7948,3523.7636,2899.2655,-5133.5950,5305.9497,3753.3845,-6700.4328,1659.9099,1940.8195,4762.0621,-6455.1298,2084.4824,5954.6318,-2536.4417,-1798.4199,5596.1742,-3407.9435,-5647.4970,364126.3663,372480.0038,365976.7196,365286.6998,366453.6927,366011.5287,374470.7646,370291.4254,-16783424.5026,-16777972.8124,-16796037.0095,-16786425.9252,369976.9501,-16791125.5430,-3078.9533,5415.4927,2241.4773,3495.2895,4189.4809,-4858.2080,-3028.7166,-4409.3620,2236.1103,5386.4867,-2339.7662,-1883.9415,4023.9480,4448.1059,-5008.5568,1374.1952,-731.5204,-1193.3962,4677.1766,-3962.1475,-4087.6999,4641.6395,-4831.8719,2169.8174,624.1621,-3534.0395,-1959.5772,-310.9152,-5495.1888,-2638.7978,4808.0891,-5524.4351,374.7571,-4836.2904,3065.0518,-5515.0003,-3040.0156,-5072.8079,583.9588,-4107.4271,-5287.4552,5106.1295,4165.8374,-5384.3604,-2210.6514,-4423.9651,4442.7643,3805.2332,-2372.1127,1440.9217,-5542.7248,-1066.3115,-3908.8772,2490.0033,-3807.3288,581.5687,4299.1690,2709.1745,-2432.2230,2775.5213,-2635.7125,-3665.8136,-1756.5731,5027.2038,5565.4251,4553.4407,5385.4860,4122.5765,4291.7588,3774.1619,-2176.9948,4474.5108,41.7065,2879.9084,3194.0790,1857.2782,5113.9467,-5318.7149,5293.5026,4329.1735,4669.1099,2167.4676,-2350.5828,-4664.1237,5389.3101,-1694.9571,1833.3093,5446.0109,1772.4725,-4853.6137,-4090.1935,4983.8198,-1193.6882,-4531.9197,2950.4328,-5523.5174,-3404.2083,-2722.1925,5463.9370,-92.4610,-32831.1975,-33710.8791,-34623.5536,-26202.0710,-28971.7353,-39632.1290,-38760.2473,-31149.2291,86879448.0250,86905389.1118,86894429.4876,86871952.8385,-32614.5087,86881115.3243,
600.000,5302.2990,-3936.5953,4082.6142,686.4643,4550.7386,-3762.0145,-961.9111,-5410.7169,4770.9388,-3659.1556,5100.1861,2482.6223,-1445.1374,-3636.6298,5547.2095,-5379.4267,-6880.1722,-5530.0290,4253.5322,271.6168,4723.7125,938.5990,5508.6972,3890.2856,1290.6809,1345.1441,-5413.1169,3406.2319,-2163.9111,3377.3315,-1503.7117,2389.8304,-5712.7653,-1208.0300,6561.9311,-4325.1238,-2742.1416,-5343.7859,-6218.6911,5948.4416,-612.0182,5466.3717,3837.3988,-4733.6161,3407.0914,-3851.7487,6150.3213,-118.9540,3487.2450,4738.8503,-225.9649,-4704.7234,479.0770,-4847.0269,-3655.3270,-3386.9391,5588.5725,5584.3341,-5803.6919,6489.2965,-2842.9513,3982.0347,3070.1111,-4398.4143,21.9826,-1028.7582,1611.5415,4152.6767,4959.7762,-1996.2002,2746.8435,1962.6482,-4034.5887,5426.1764,-5228.5332,-4263.2890,5245.9786,170.6136,-131.4508,5853.4551,-5702.1315,1694.2514,-3705.3836,-1973.0019,4825.1833,2903.1940,-2886.6734,3966.9930,-1805.0023,-4652.4407,6198.9348,1204.8305,792.6774,-3879.2579,54.1064,2032.1940,4300.6757,3743.1595,-4316.1386,-4688.5675,152868.3129,164556.0398,158362.1971,151952.0952,160037.4993,156108.2862,155055.7771,155485.9825,-214865300.8669,-214867202.9508,-214867693.9696,-214892635.1698,154238.5396,-214884092.0919,4112.0346,-1451.0496,-4294.6187,-5026.0578,841.0069,-1990.6884,5562.7996,3027.1531,-3331.7911,-2060.1246,4618.2736,5452.1734,-6197.0708,2595.0251,-1161.4646,-4331.6381,-318.9919,-4066.6415,-3503.4160,-4692.1299,17.4527,-5025.7689,1974.1708,4355.0056,6480.3412,-5231.2077,-4313.5955,-5776.1612,3733.9876,4754.4924,5673.7385,-4047.3464,-3287.1567,4114.4685,1419.4285,573.3561,6139.1876,2962.2166,-2925.5517,1106.6374,-4125.3519,-889.7818,-934.5479,1956.4258,-5996.6925,-4854.5067,419.4893,-5140.6919,-5942.6206,3973.7082,4485.3310,5074.4751,5088.1329,4847.7279,3098.3982,-5578.3071,2244.3813,3973.9481,3669.8964,-1884.6444,5093.6176,-3561.4915,-5120.8583,-3522.8411,5692.0788,-5995.4068,3852.1068,639.9740,578.5310,4753.2137,6333.9998,-5589.1278,5322.6953,-638.3436,-1871.6815,-5450.3929,1758.4542,-4150.5216,5259.4946,-710.9565,1833.3013,-6699.8226,-5825.3133,3141.5622,1586.2850,-5361.8893,6300.0588,2947.9191,-6693.5572,3525.4551,270.0649,5556.7320,-6881.8462,4018.9119,5295.3640,-4238.9235,-2844.1451,4099.7222,-2294.7654,-4694.5715,367623.2226,375899.6202,369217.0992,368680.9264,369806.1534,369310.2984,377767.4457,373942.5354,-21479558.7419,-21473660.5459,-21491846.1624,-21483096.8593,373326.3917,-21487340.8085,-1757.0297,5493.3863,3461.9648,4696.0529,5134.7466,-5460.0007,-4038.1383,-3092.9685,3750.5088,5499.8388,-889.8042,-3467.4720,2580.5910,5274.4912,-3973.0362,-435.5263,813.8598,1049.3555,4207.7826,-4985.2419,-5074.2580,4679.6172,-3695.4035,3701.4938,2102.1881,-4359.0939,-467.3919,1239.3749,-5422.7550,-3762.9744,3661.7466,-5082.0313,2137.3590,-5449.1518,1741.1304,-5386.6438,-1709.7855,-3309.1830,-960.0116,-3156.0138,-5535.6954,4140.2472,5703.6160,-4675.1181,-744.8224,-3112.5831,3135.3767,4472.5398,-625.1440,3093.6222,-5267.6099,476.1129,-4522.3996,1061.3795,-4888.9149,2327.3157,3436.6269,1006.1050,-994.8056,1070.6390,-3760.8920,-4434.3633,-3362.8075,4007.4311,3971.7106,3289.9115,5508.3823,5529.1312,4639.7545,4457.8846,-707.3638,3205.7498,1826.8157,4251.0202,4146.5347,69.3470,4160.6119,-5537.2058,4486.0148,3511.0874,3456.1415,402.3915,-606.9528,-5885.7834,4701.5052,-3308.8666,330.3717,4845.6104,264.6466,-3734.4050,-3105.9969,3936.6040,345.3378,-3927.3841,4300.1493,-5080.3245,-4630.8630,-4136.1983,4899.1735,1710.5504,-33018.3734,-33851.5925,-34710.2950,-26442.8729,-28945.2965,-39605.1725,-39084.6902,-31595.9892,86879453.0282,86905587.6398,86894472.8284,86872460.4440,-32751.1518,86881379.1307,
