sl_20_5400_20240808 Coordinates.csv
2024/08/08 07:47:00.0000 UTC

Generated: Tue Oct  8 14:46:28 2024,
Start: 2024/08/08 07:47:00.00, Stop: 2024/08/08 09:17:00.00,
TIME_UNITS,STARLINK-4565 - X-Coordinate,STARLINK-1115 - X-Coordinate,STARLINK-1997 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-5049 - X-Coordinate,STARLINK-4457 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-32152 - X-Coordinate,STARLINK-2428 - X-Coordinate,STARLINK-6038 - X-Coordinate,STARLINK-3415 - X-Coordinate,STARLINK-6133 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-4400 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-31577 - X-Coordinate,STARLINK-5991 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-1115 - Y-Coordinate,STARLINK-1997 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-5049 - Y-Coordinate,STARLINK-4457 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-32152 - Y-Coordinate,STARLINK-2428 - Y-Coordinate,STARLINK-6038 - Y-Coordinate,STARLINK-3415 - Y-Coordinate,STARLINK-6133 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-4400 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-31577 - Y-Coordinate,STARLINK-5991 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-1115 - Z-Coordinate,STARLINK-1997 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-5049 - Z-Coordinate,STARLINK-4457 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-32152 - Z-Coordinate,STARLINK-2428 - Z-Coordinate,STARLINK-6038 - Z-Coordinate,STARLINK-3415 - Z-Coordinate,STARLINK-6133 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-4400 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-31577 - Z-Coordinate,STARLINK-5991 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-2246.9459,-4364.7214,-3276.9580,271.6249,6819.0063,5834.0665,4176.4625,3471.1866,4173.9770,-2555.4470,-1692.2119,-5151.4222,-5425.1053,5947.1143,-1577.1288,6395.9237,6018.6763,-2830.0883,-491.9314,-2237.9316,25378.5984,29366.0418,35202.0711,29208.6616,37784.8564,34023.4901,32358.0797,30575.4436,-210167635.7853,-210158292.7970,-210165593.2028,-210183058.6081,31765.0645,-210186575.6953,5688.2212,156.9046,5085.6003,5057.0499,-450.0814,-2127.1851,4433.3102,5371.8344,-2549.0660,-1282.9114,6315.5023,703.0912,-3825.9822,-1000.6642,2969.0756,-2567.5296,-3226.8971,6180.0498,5971.2180,-3225.6634,407492.9356,412285.1123,398886.7054,399478.0314,400236.0385,399463.3370,407706.9110,402483.6674,-53128804.1916,-53117070.9001,-53134796.5851,-53137095.6529,403747.2917,-53134116.6525,3226.5941,5321.4060,3369.0099,4562.5431,-1195.0378,3107.8808,-3326.4433,-2390.4724,4896.3597,6318.6463,2258.8712,-4597.7000,-1172.3104,-3001.4133,-6083.5260,-805.0969,-730.9708,1375.8298,-3297.9025,-5731.2903,8197.8056,7524.7123,4588.3861,11533.9433,10948.1239,550.6991,-1382.8915,6401.1281,86794031.9415,86771886.5546,86808936.6214,86805230.1497,6101.9131,86799549.0184,
3000.000,-548.5989,-3547.4916,-1488.5595,2359.5080,6646.5606,6611.3610,5639.3189,4708.0259,2326.7797,-3756.5373,-530.0144,-4960.3210,-5598.3582,4662.1642,-1174.9387,5364.9347,4862.7270,-1176.6239,1023.9567,-626.8835,16461.7553,20681.5064,26525.4928,20594.1600,29230.8604,25505.3795,23742.8135,22204.0787,-208954713.7918,-208945829.8187,-208952349.0901,-208969337.1468,23181.1813,-208973570.8064,5211.8904,2174.6798,4950.1452,4444.2475,-1952.7596,-1896.8812,3476.0275,4902.0122,-3552.3109,-2806.8704,6880.8667,2760.7808,-2422.5858,-2211.2314,842.5191,-3775.4878,-4322.8704,6250.2310,5002.8382,-1900.1853,407889.3337,413042.8162,399387.8357,400118.3729,400850.3254,400038.3143,408216.6713,403088.3248,-57704051.7789,-57691902.7778,-57709517.4592,-57711842.8595,404335.5041,-57709412.2972,4508.5525,5485.0735,4605.2951,4598.7992,344.0459,968.5830,-2065.0133,-636.8544,5463.6012,5111.9441,501.6088,-3992.0618,-2872.2191,-4331.2346,-6797.9523,-2264.1800,-2203.1475,2760.8915,-4550.1951,-6652.4967,8127.6670,7398.3534,4525.9102,11246.6474,10944.0728,622.0262,-1664.3984,6728.9492,86794118.0723,86772099.3041,86808972.7518,86805364.4371,5963.0031,86799867.7173,
3300.000,1239.8366,-2430.6685,474.0857,4219.9843,5829.7117,6674.5457,6552.9587,5451.9094,269.1790,-4499.0304,679.1356,-4328.3477,-5192.8382,2887.2403,-554.9563,3810.6688,3214.3272,611.6693,2479.8481,986.1600,7545.7796,11979.2421,17837.2276,11968.4538,20663.6772,16975.4638,15120.2394,13896.9671,-207642213.4682,-207633794.9868,-207639546.9737,-207656099.9234,14586.6337,-207660986.0589,4254.2604,3999.5866,4369.4907,3422.1254,-3269.6168,-1447.5665,2202.1651,3929.4389,-4262.5509,-4076.3491,6761.9069,4544.2758,-734.3256,-3233.2505,-1350.0909,-4639.8992,-5007.8357,5731.6721,3546.9398,-304.4345,408087.3961,413612.6089,399709.4031,400577.7143,401284.0966,400436.5532,408541.7355,403621.0167,-62251667.3486,-62239115.4766,-62256592.8231,-62258902.1875,404741.1784,-62257072.4049,5304.8194,5051.3952,5347.6244,4118.5787,1846.3088,-1273.8801,-583.1028,1188.1636,5444.7056,3360.6213,-1309.7137,-2961.0143,-4238.2853,-5157.1543,-6794.0352,-3481.6464,-3432.9345,3850.5809,-5296.5257,-6869.6260,8055.5905,7271.1709,4466.1680,10953.2008,10936.5352,699.5651,-1940.5724,6995.2283,86794206.6060,86772313.2051,86809005.8358,86805445.3063,5824.0906,86800186.2192,
3600.000,2945.9164,-1122.5280,2419.9943,5661.1803,4444.4496,6009.6069,6831.2232,5639.7247,-1793.9733,-4718.3983,1835.6016,-3306.0471,-4265.1208,817.4447,215.4482,1881.7400,1234.8246,2369.3321,3733.1770,2423.5961,-1365.1048,3263.2895,9141.1600,3335.5485,12087.2230,8437.1643,6494.3462,5630.2406,-206230763.0982,-206222816.2646,-206227815.5904,-206243982.4009,5985.3042,-206249449.8900,2918.2377,5444.9947,3409.2041,2090.4854,-4287.2127,-858.4241,720.6256,2539.2132,-4608.8665,-4935.0785,5971.8325,5882.3938,1067.8066,-3966.2337,-3370.5159,-5089.3892,-5225.6344,4681.9876,1759.0276,1390.0348,408087.7551,413994.2800,399851.2949,400856.0859,401536.9781,400658.0960,408682.1603,404073.8735,-66769483.9496,-66756542.1367,-66773856.5277,-66776115.5061,404964.1268,-66774929.9622,5529.9657,4067.6133,5516.7027,3175.7424,3151.0024,-3380.8223,961.1183,2879.8101,4841.7342,1250.8646,-2980.0847,-1614.0345,-5112.5402,-5383.8021,-6071.9089,-4328.0039,-4285.4738,4528.4819,-5454.5518,-6359.9262,7981.6639,7143.2069,4409.0087,10653.4443,10925.5231,783.4029,-2211.4757,7167.6614,86794297.6466,86772528.2718,86809035.9964,86805476.2063,5685.1758,86800504.5241,
3900.000,4400.9000,255.3894,4156.5410,6532.9025,2623.0845,4683.8316,6450.4136,5266.0300,-3659.6359,-4411.6958,2843.6333,-1979.0143,-2923.6734,-1322.5809,1043.0598,-236.3768,-880.3168,3930.7128,4656.2212,3533.9425,-10266.6981,-5462.3055,441.1758,-5300.5335,3505.4172,-106.1300,-2130.8873,-2623.1763,-204721038.1141,-204713568.7633,-204717830.7946,-204733665.5253,-2618.9213,-204739637.8876,1339.4627,6360.1340,2166.6485,576.1808,-4919.4901,-222.2595,-839.6956,861.8753,-4549.9811,-5268.9619,4591.5776,6647.7492,2796.7036,-4333.6952,-5001.4805,-5089.2388,-4963.2702,3207.9054,-175.2516,2994.0174,407891.0936,414187.6927,399813.4770,400953.6273,401608.6859,400703.0744,408638.0808,404429.3896,-71255348.8902,-71242030.1509,-71259156.6963,-71261339.4188,405004.2441,-71260832.2216,5159.9130,2640.7478,5094.5295,1876.0909,4118.5890,-5128.6730,2402.5243,4248.2663,3719.1823,-992.3724,-4330.1432,-94.6319,-5394.2767,-4985.0266,-4706.8437,-4713.4763,-4667.5291,4722.3038,-5006.8519,-5176.6817,7905.9686,7014.5001,4354.2769,10347.2105,10911.0487,873.6258,-2477.1672,7222.1132,86794391.2967,86772744.5191,86809063.3542,86805461.2699,5546.2587,86800822.6321,
4200.000,5456.4148,1579.3883,5508.5311,6742.6665,541.2472,2838.1716,5451.3706,4381.8189,-5146.6471,-3635.9691,3618.8529,-461.2243,-1315.8401,-3302.7316,1819.7387,-2339.2676,-2920.8449,5145.5582,5148.8678,4207.7146,-19154.8236,-14193.4930,-8258.8394,-13935.7524,-5077.8189,-8651.0676,-10751.4936,-10890.3351,-203113760.7733,-203106774.4182,-203110315.2346,-203125875.3669,-11222.1556,-203132272.4669,-327.5666,6646.2097,761.0284,-978.7669,-5114.7409,367.9296,-2341.0138,-939.0192,-4079.2973,-5021.2612,2760.8951,6769.3165,4268.3179,-4290.8906,-6070.0036,-4643.5024,-4250.9069,1454.1118,-2059.1657,4321.4792,407498.1495,414192.7844,399595.9931,400870.5916,401499.0256,400571.7108,408409.7107,404662.1505,-75707124.7641,-75693442.1907,-75710356.7496,-75712445.9653,404861.5078,-75712641.7278,4234.3895,926.1628,4126.2249,365.6161,4645.7391,-6332.9805,3586.9313,5140.2442,2197.2988,-3129.8495,-5215.4646,1434.8719,-5051.0777,-4006.7272,-2842.1585,-4597.2250,-4537.3574,4411.4402,-4002.7244,-3444.1582,7828.5799,6885.0864,4301.8123,10034.3248,10893.1236,970.3175,-2737.7035,7144.5984,86794487.6580,86772961.9618,86809088.0276,86805405.1193,5407.3393,86801140.5432,
4500.000,5999.7271,2734.5661,6336.0318,6265.9039,-1599.3717,671.2861,3934.8777,3087.3763,-6113.6263,-2499.2795,4094.7676,1114.5035,388.2377,-4911.8541,2436.0967,-4223.1390,-4682.3979,5893.4547,5149.5573,4388.5321,-28025.3282,-22926.2218,-16955.0014,-22566.0499,-13658.5634,-17194.3404,-19363.5174,-19195.2599,-201409699.8129,-201403201.6439,-201406038.0077,-201421382.8293,-19820.5119,-201428122.5251,-1924.5605,6267.5408,-677.9476,-2430.3673,-4859.4197,831.6942,-3648.7820,-2683.0699,-3227.1871,-4200.9809,663.6338,6239.3307,5320.8849,-3830.3736,-6466.4065,-3794.0396,-3158.2966,-411.0647,-3704.5969,5211.1592,406909.7184,414009.5690,399198.9653,400607.3482,401207.8923,400264.3201,407997.3421,404741.3659,-80122690.4683,-80108657.2248,-80125336.4227,-80127323.3518,404535.9780,-80128237.3359,2852.8088,-889.3271,2715.3695,-1185.9482,4676.2643,-6867.4508,4387.7684,5456.0782,439.4045,-4934.2812,-5541.6713,2810.8507,-4122.3156,-2561.9284,-675.0334,-3991.4912,-3909.0758,3629.0857,-2553.1085,-1345.3826,7749.5677,6754.9991,4251.4503,9714.6048,10871.7587,1073.5577,-2993.1381,6932.1051,86794586.8306,86773180.6150,86809110.1328,86805312.6685,5268.4178,86801458.2574,
4800.000,5966.1546,3624.5968,6549.2710,5148.9319,-3590.7102,-1582.3150,2051.0766,1520.5196,-6472.8151,-1145.7914,4227.9728,2608.0627,2013.2511,-5980.3754,2796.3379,-5704.3820,-5986.7799,6095.8929,4643.2634,4078.1434,-36874.0826,-31656.4407,-25643.4295,-31187.3474,-22232.8959,-25732.6906,-27963.0174,-27556.5435,-199609670.0826,-199603664.9666,-199605814.2918,-199621003.4097,-28410.1053,-199628003.0733,-3304.4492,5256.1346,-2021.9045,-3645.9188,-4178.7180,1111.4901,-4643.6479,-4191.1528,-2059.9230,-2883.2083,-1490.9178,5113.6330,5832.6321,-2984.6476,-6156.5937,-2616.7036,-1788.1164,-2211.7984,-4950.7939,5546.5382,406126.6568,413638.1372,398622.5932,400164.3876,400735.2700,399781.3118,407401.3463,404633.8097,-84499942.2141,-84485571.5291,-84501992.7746,-84503876.7222,404027.7974,-84505515.2221,1163.8327,-2608.0559,1013.1565,-2604.4183,4206.9652,-6676.3779,4719.5963,5160.5715,-1365.6950,-6214.8437,-5274.0342,3886.1228,-2714.9526,-818.3231,1564.0273,-2960.3877,-2851.2329,2458.7632,-818.8637,896.7031,7668.9969,6624.2690,4203.0225,9387.8611,10846.9647,1183.4193,-3243.5219,6592.2939,86794688.9133,86773400.4939,86809129.7838,86805188.9418,5129.4943,86801775.7746,
5100.000,5347.0983,4179.3671,6118.8586,3504.2127,-5238.6123,-3677.4847,-15.7403,-158.2164,-6198.1784,262.6625,4001.8876,3884.4847,3396.5012,-6398.7539,2832.1584,-6637.5321,-6700.1080,5724.7856,3665.2652,3334.4802,-45696.9816,-40380.1004,-34320.2477,-39795.5441,-30796.8989,-34262.9178,-36546.0673,-35985.7483,-197714532.1546,-197709024.6348,-197710504.9563,-197725596.9846,-36987.0549,-197732774.8469,-4345.0127,3708.9172,-3155.1785,-4515.9430,-3134.0457,1179.5173,-5232.1826,-5303.7704,-674.9967,-1201.6155,-3488.7285,3505.4828,5736.2769,-1825.1240,-5185.5536,-1214.9376,-266.7031,-3781.3612,-5680.3857,5271.3617,405149.8848,413078.6575,397867.1543,399542.3258,400081.2315,399123.1927,406622.1727,404306.7784,-88836794.5292,-88822099.6896,-88838241.1897,-88840028.9794,403337.1915,-88842389.8858,-650.5639,-4043.3357,-797.7780,-3730.9158,3287.9409,-5779.8965,4547.0836,4286.7499,-3024.3027,-6836.9780,-4440.9534,4545.8212,-991.8227,1020.8465,3636.1416,-1613.4027,-1479.6535,1025.5331,1006.7818,3043.1290,7586.9280,6492.9248,4156.3567,9053.8978,10818.7514,1299.9658,-3488.9034,6142.2808,86794794.0036,86773621.6139,86809147.0925,86805038.9174,4990.5687,86802093.0950,
5400.000,4192.4138,4359.7792,5079.8438,1498.5631,-6381.9056,-5384.7245,-2065.3052,-1781.9687,-5326.7885,1565.8889,3428.8543,4826.0263,4404.2467,-6129.3160,2513.5098,-6929.9421,-6747.0227,4806.3792,2299.7227,2262.7976,-54489.9452,-49093.1560,-42981.5864,-48386.5130,-39346.6597,-42781.8873,-45108.7572,-44486.6556,-195725191.9132,-195720186.2083,-195721016.1503,-195736067.6004,-45547.4856,-195743343.8939,-4959.7378,1777.9727,-3984.6619,-4963.6122,-1817.6616,1040.4395,-5355.5528,-5898.0292,806.8661,665.5829,-5132.0469,1573.7413,5028.4029,-456.9058,-3671.2401,288.8957,1267.2271,-4977.6719,-5830.7863,4398.1988,403980.3871,412331.3775,396933.0035,398741.9100,399245.9377,398290.5696,405660.3497,403730.7678,-93131181.2514,-93116175.5957,-93132016.3698,-93133721.6553,402464.4681,-93136795.1438,-2394.9343,-5039.7990,-2523.2051,-4439.6390,2017.3461,-4271.9982,3888.6627,2932.2987,-4358.9269,-6735.7005,-3131.1522,4719.6005,846.8218,2740.6442,5320.3097,-94.0537,54.9455,-517.3510,2719.9034,4865.0380,7503.4174,6360.9933,4111.2771,8712.5136,10787.1281,1423.2470,-3729.3284,5606.7936,86794902.1974,86773843.9906,86809162.1688,86804867.4036,4851.6413,86802410.2184,
