sl_100_86400_20241218 Coordinates.csv
2024/12/18 07:47:00.0000 UTC

Generated: Tue Oct  8 16:17:38 2024,
Start: 2024/12/18 07:47:00.00, Stop: 2024/12/19 07:47:00.00,
TIME_UNITS,STARLINK-3512 - X-Coordinate,STARLINK-31099 - X-Coordinate,STARLINK-30437 - X-Coordinate,STARLINK-30091 - X-Coordinate,STARLINK-1921 - X-Coordinate,STARLINK-30459 - X-Coordinate,STARLINK-5224 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-3667 - X-Coordinate,STARLINK-30575 - X-Coordinate,STARLINK-3903 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-11183 [DTC] - X-Coordinate,STARLINK-31161 - X-Coordinate,STARLINK-4197 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-3446 - X-Coordinate,STARLINK-30198 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-5273 - X-Coordinate,STARLINK-4730 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-3202 - X-Coordinate,STARLINK-2573 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-11111 [DTC] - X-Coordinate,STARLINK-2279 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-31868 - X-Coordinate,STARLINK-11172 [DTC] - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-1651 - X-Coordinate,STARLINK-3315 - X-Coordinate,STARLINK-5523 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-31346 - X-Coordinate,STARLINK-3452 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-5566 - X-Coordinate,STARLINK-31398 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-5852 - X-Coordinate,STARLINK-2709 - X-Coordinate,STARLINK-1971 - X-Coordinate,STARLINK-2194 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-2680 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-30540 - X-Coordinate,STARLINK-30882 - X-Coordinate,STARLINK-31390 - X-Coordinate,STARLINK-30755 - X-Coordinate,STARLINK-31553 - X-Coordinate,STARLINK-30390 - X-Coordinate,STARLINK-5086 - X-Coordinate,STARLINK-1068 - X-Coordinate,STARLINK-4776 - X-Coordinate,STARLINK-31969 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-3749 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-5507 - X-Coordinate,STARLINK-5593 - X-Coordinate,STARLINK-4564 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-4779 - X-Coordinate,STARLINK-32289 - X-Coordinate,STARLINK-30881 - X-Coordinate,STARLINK-1255 - X-Coordinate,STARLINK-31216 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-32125 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-2600 - X-Coordinate,STARLINK-4331 - X-Coordinate,STARLINK-30553 - X-Coordinate,STARLINK-4050 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-1621 - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-1908 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-3969 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-3527 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-4461 - X-Coordinate,STARLINK-4481 - X-Coordinate,STARLINK-5068 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3512 - Y-Coordinate,STARLINK-31099 - Y-Coordinate,STARLINK-30437 - Y-Coordinate,STARLINK-30091 - Y-Coordinate,STARLINK-1921 - Y-Coordinate,STARLINK-30459 - Y-Coordinate,STARLINK-5224 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-3667 - Y-Coordinate,STARLINK-30575 - Y-Coordinate,STARLINK-3903 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-11183 [DTC] - Y-Coordinate,STARLINK-31161 - Y-Coordinate,STARLINK-4197 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-3446 - Y-Coordinate,STARLINK-30198 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-5273 - Y-Coordinate,STARLINK-4730 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-3202 - Y-Coordinate,STARLINK-2573 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-11111 [DTC] - Y-Coordinate,STARLINK-2279 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-31868 - Y-Coordinate,STARLINK-11172 [DTC] - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-1651 - Y-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-5523 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-31346 - Y-Coordinate,STARLINK-3452 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-5566 - Y-Coordinate,STARLINK-31398 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-2709 - Y-Coordinate,STARLINK-1971 - Y-Coordinate,STARLINK-2194 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-2680 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-30540 - Y-Coordinate,STARLINK-30882 - Y-Coordinate,STARLINK-31390 - Y-Coordinate,STARLINK-30755 - Y-Coordinate,STARLINK-31553 - Y-Coordinate,STARLINK-30390 - Y-Coordinate,STARLINK-5086 - Y-Coordinate,STARLINK-1068 - Y-Coordinate,STARLINK-4776 - Y-Coordinate,STARLINK-31969 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-3749 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-5507 - Y-Coordinate,STARLINK-5593 - Y-Coordinate,STARLINK-4564 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-4779 - Y-Coordinate,STARLINK-32289 - Y-Coordinate,STARLINK-30881 - Y-Coordinate,STARLINK-1255 - Y-Coordinate,STARLINK-31216 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-32125 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-2600 - Y-Coordinate,STARLINK-4331 - Y-Coordinate,STARLINK-30553 - Y-Coordinate,STARLINK-4050 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-1621 - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-1908 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-3969 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-3527 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-4461 - Y-Coordinate,STARLINK-4481 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3512 - Z-Coordinate,STARLINK-31099 - Z-Coordinate,STARLINK-30437 - Z-Coordinate,STARLINK-30091 - Z-Coordinate,STARLINK-1921 - Z-Coordinate,STARLINK-30459 - Z-Coordinate,STARLINK-5224 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-3667 - Z-Coordinate,STARLINK-30575 - Z-Coordinate,STARLINK-3903 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-11183 [DTC] - Z-Coordinate,STARLINK-31161 - Z-Coordinate,STARLINK-4197 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-3446 - Z-Coordinate,STARLINK-30198 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-5273 - Z-Coordinate,STARLINK-4730 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-3202 - Z-Coordinate,STARLINK-2573 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-11111 [DTC] - Z-Coordinate,STARLINK-2279 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-31868 - Z-Coordinate,STARLINK-11172 [DTC] - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-1651 - Z-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-5523 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-31346 - Z-Coordinate,STARLINK-3452 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-5566 - Z-Coordinate,STARLINK-31398 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-2709 - Z-Coordinate,STARLINK-1971 - Z-Coordinate,STARLINK-2194 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-2680 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-30540 - Z-Coordinate,STARLINK-30882 - Z-Coordinate,STARLINK-31390 - Z-Coordinate,STARLINK-30755 - Z-Coordinate,STARLINK-31553 - Z-Coordinate,STARLINK-30390 - Z-Coordinate,STARLINK-5086 - Z-Coordinate,STARLINK-1068 - Z-Coordinate,STARLINK-4776 - Z-Coordinate,STARLINK-31969 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-3749 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-5507 - Z-Coordinate,STARLINK-5593 - Z-Coordinate,STARLINK-4564 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-4779 - Z-Coordinate,STARLINK-32289 - Z-Coordinate,STARLINK-30881 - Z-Coordinate,STARLINK-1255 - Z-Coordinate,STARLINK-31216 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-32125 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-2600 - Z-Coordinate,STARLINK-4331 - Z-Coordinate,STARLINK-30553 - Z-Coordinate,STARLINK-4050 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-1621 - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-1908 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-3969 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-3527 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-4461 - Z-Coordinate,STARLINK-4481 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5363.7021,3255.9453,-6169.2460,1421.1560,3207.3561,-4463.4885,-1479.8511,-6553.1127,-2967.7856,-5709.9132,-2989.5571,-4982.4689,-4436.9270,3394.4725,2398.5274,1984.5238,2417.5719,4473.4737,724.8150,-6029.9672,5550.2702,-6791.5921,2598.3803,-5811.3671,-5115.5579,-5917.3268,-677.5392,-5552.3819,1896.2537,4357.9326,-1883.2038,4836.4406,1869.6797,6056.1111,6850.1019,-97.3341,3494.0020,1336.2178,5666.2056,1356.7630,-6445.2190,5434.3552,5250.0305,1175.5682,-4719.1678,-926.4796,-4533.8803,1587.9379,-4481.7041,4532.5190,5069.1384,-6191.2355,-2546.5224,1775.5152,660.7034,-2392.1259,-5978.6707,-2236.8355,-1099.1489,6210.0755,6322.6457,1409.4564,4113.0651,-2515.7643,-1256.5085,5240.0628,-4638.6395,-5554.4090,5127.0215,-1323.3118,-2166.5058,2660.9851,68.1458,2034.2736,-3775.5718,-5124.4994,-1169.5621,2526.0158,6172.8197,-52.9605,2832.2377,4866.1050,-1271.1852,-4298.7166,5064.6525,4032.7509,2417.8492,-4556.7861,-473.5872,-5399.2201,1427.5890,4180.9672,-944.2635,-1894.1191,-1082.7331,-4979.7897,-5329.8621,-612.0574,4183.6149,2687.9466,-78715.1490,-82813.5836,-82722.2453,-78772.3657,-84766.0174,-82094.5365,-88018.6424,-85425.7864,-24279092.6752,-24263922.6705,-24273969.4482,-24284993.7201,-84004.6729,-24278152.0756,-3303.2211,2597.0564,-2918.7135,-5899.2898,5433.6273,2978.1587,-2360.4253,488.7049,3395.9735,3408.1377,5528.3695,3621.4166,2279.6056,3695.9641,-4490.9707,3644.2907,-3800.9645,5138.7914,6831.9182,-3355.6309,49.5518,1159.1989,-5105.6959,-3497.5177,-4417.7879,-3287.8850,5405.2476,1404.9239,-6571.0220,-3739.1588,-4684.6554,-2501.8650,-5444.6407,3326.3698,-453.7315,2738.1415,2497.8680,3883.4874,3783.1179,-4279.9646,2471.3126,-4122.9896,3767.9069,6041.8104,-1633.3100,-4506.9466,-3231.7045,-4297.4094,4491.1544,-4763.6745,-3709.4230,-2459.0858,-4434.2459,-5106.0685,-6452.1882,4464.8748,3500.0516,-4916.1651,-6589.0427,-2305.5946,-793.1182,6132.2594,-2906.6129,-3378.7840,6644.7875,-3920.9769,-5058.6206,517.7267,-4343.2688,6434.2238,6095.6492,-3554.3051,-4661.8766,3781.0072,1865.6825,-4339.1779,4932.3035,5673.1663,-722.0973,6658.0439,-3189.1501,-141.1961,-4369.3488,-1941.0778,-221.1432,-3530.4453,-3536.5758,-3790.5067,-6226.2648,-3256.0531,-1901.9870,-1670.8532,3880.6429,4004.3743,-6769.6932,339.3226,2746.5247,6511.5627,3207.5591,1020.6605,-354371.7237,-345593.1307,-337259.2187,-341857.4152,-336277.4880,-338974.7718,-345097.1045,-343141.4010,-94884746.4201,-94874674.6359,-94879932.1838,-94872819.3555,-342965.1394,-94868089.0519,2850.6885,5529.4856,-516.3355,-3366.3044,2828.0790,4271.2167,6356.5241,1893.6265,5235.5904,1895.1580,-2940.9211,-3152.3597,-4804.8483,4416.5528,-4609.7376,5525.5391,5121.4881,1197.4628,950.0165,-491.4874,4145.6843,-610.4266,-3883.3049,1480.3903,1468.7535,-1405.4017,4257.3865,-3554.1022,-1052.2209,3713.8745,-4595.1800,-3923.5130,3859.1762,-223.9313,836.7613,6375.9408,-5428.3918,5477.9930,-1212.9078,5253.1003,669.3474,-133.1549,-2544.0284,3150.0331,4636.5867,5199.4044,-4118.5346,-5198.6983,-2777.3734,-2169.3197,-2916.5247,-1885.9151,-4693.0455,4335.6775,-2184.9107,4606.9772,-360.6018,-4115.7637,-1873.9289,2042.3705,-2712.7289,2856.3800,-4603.9078,-5500.7452,-1461.3735,-2305.2068,1090.7947,-4096.9186,1769.7845,-2289.6820,2446.9689,-5189.1201,-4988.5506,-5475.2759,5476.0669,-1060.5946,4724.1458,-3062.5211,2762.1294,-1493.3537,5308.0975,-4932.9301,-5225.2339,-5102.3446,4723.7308,4365.2723,5429.6918,3590.6565,-2982.0758,2840.2034,6521.3093,-5256.9458,-5683.7396,-5318.0324,912.7680,4774.6551,-3494.0987,-2332.2118,4469.7504,-6334.4921,155385.3809,152287.0436,149912.3947,158019.6280,155575.9264,144874.0746,145547.2289,150719.5679,39946856.0442,39939240.8939,39923639.6845,39924379.9305,151790.4062,39935065.0339,
3600.000,4310.0685,-5896.2770,5131.9999,2222.5560,-4739.3071,703.8540,3890.4374,3623.7356,-1213.6606,2521.8112,975.9615,4333.4095,633.4604,-6282.4154,1067.8781,-5588.9253,-101.9298,-5084.3543,-2759.5688,5707.9918,-6134.4377,5351.7697,-1253.5302,3573.2785,5617.0355,6057.9961,-1320.2034,5370.4606,-149.0289,-3525.7418,5660.6640,161.6152,598.9650,-5413.7111,-4750.7314,-2808.7402,-4970.9370,-5382.4887,-4921.2129,1401.1254,4770.9867,-2542.1924,-1234.2133,-2921.2036,5405.5684,2118.3069,4075.7463,2758.2476,867.8308,-3272.7255,-1399.1423,4703.6780,5565.7216,1076.1021,2077.7155,-2239.3568,3574.0116,5229.8376,3206.3968,-3321.7740,-6283.8255,-3063.8442,-1580.2893,5881.5013,-376.0347,-1881.1632,4079.0739,6378.0172,-4662.3024,1181.6587,-873.1450,2048.3633,3174.1440,-4069.2802,2626.8171,5393.6234,-2664.7330,-4230.5833,-5710.7262,-2915.0860,-436.9626,-6067.2385,4659.7469,4700.5169,-4602.9100,183.0394,1627.6231,6613.1995,2177.4997,6453.6148,1825.4142,-1098.5246,474.0742,-716.4522,2575.2766,2276.2025,4510.5552,1691.9140,-4121.0851,-2003.8314,14172.8737,2985.9024,7140.0351,9311.2165,3198.1239,5987.2010,1279.7803,5383.1298,1181624.6612,1196076.4812,1193494.6571,1183160.4050,4367.7909,1183383.6704,-231.0099,330.2983,238.8411,4555.9641,-4811.1072,-5360.5948,-1563.7564,-2651.0311,-4721.4506,-3957.7176,-6841.7272,-5269.4010,-4401.4657,-2290.1141,6346.4416,-1907.7279,6592.6728,-3526.7522,-5788.2336,1351.2539,2971.0478,-2523.9197,6802.3338,4667.4599,2851.5387,1576.6130,-6780.4992,-3839.2135,6127.9601,5821.4055,3041.0508,4223.7679,6869.5693,-1029.7692,2137.1671,-5258.6694,1570.7339,-2334.0331,-1017.6008,6347.1922,-4130.0982,5238.1162,-2611.7558,-6166.7626,-2746.2167,6556.2749,-921.2273,3948.3420,-4272.2353,5696.3848,4079.7672,-371.3425,1822.6562,6640.1742,3850.9411,-3802.0193,-4713.1725,1138.8501,5879.5735,4123.7768,2418.7702,-6015.4081,6205.6823,1446.6821,-6280.6962,4868.3055,4211.1839,-2681.7952,4088.1059,-6296.7460,-4377.8158,4617.4619,5881.2145,-5467.4547,-5536.6974,2046.5319,-5468.1165,-5341.6215,3482.0447,-4346.5056,6384.8617,2935.3418,4580.7295,5099.6136,4039.4958,4223.8207,4958.2925,2065.5283,6432.0015,2000.4415,4766.8825,4793.6766,1505.2686,-6401.8577,4485.4005,-3797.9197,-5267.0620,-2565.0073,1096.3903,3542.7331,-363582.2398,-359425.2614,-348310.4997,-353207.1057,-346818.1386,-348966.1658,-355614.0045,-353137.0395,-97904680.4902,-97891673.3910,-97899000.4279,-97896406.6299,-353705.0304,-97888459.6802,-5411.9624,-3630.7280,4508.2998,4723.4162,1486.0882,-4237.8735,-5551.2991,-5167.8954,-4912.6252,-5087.7507,-607.6221,-1154.1319,5295.4643,212.7908,2376.8792,-3607.3480,-1778.4682,3082.7371,2635.7091,-3675.0594,-1281.6457,-3589.3228,-207.6106,3689.7619,2847.7647,-2941.6812,-385.5080,-1358.9237,-3219.3088,696.0560,2284.4611,5197.6639,-760.4761,4161.9521,-4557.7186,-3584.2379,4539.5683,-3548.7919,4744.2724,-2370.6811,2869.1469,-3560.2195,6303.7193,1120.4738,-3134.9025,-947.0006,5507.4843,4967.7469,5367.6340,-2192.5024,5404.2306,5052.8865,3706.5467,-1700.2108,5248.5628,-5248.6804,3612.8304,4166.2276,-1813.0645,-4485.4397,-1620.7150,1477.2152,2331.1006,3349.9622,-2884.2671,4557.8331,3728.6949,99.9825,3136.9104,-2704.7596,-5293.1761,4581.2470,1380.0056,1355.7318,-3209.0018,-3603.0530,-3340.7536,-1232.0207,1243.2337,4365.3453,-2353.2049,1602.9767,2288.9592,303.4918,-3264.6916,-5481.2607,-4554.2295,-323.3724,-1336.5821,1475.3329,-4729.5550,4854.7588,6750.6746,2515.2860,-4600.3807,-5314.9800,143.2646,6215.1047,-5451.4980,5622.5076,154794.0637,152058.9958,149920.0363,155467.8064,156342.9029,146357.4433,142807.6508,152275.7136,39942094.9297,39940458.7418,39923985.3219,39919628.2062,150891.0043,39929799.7363,
7200.000,-2850.3272,6554.8184,-2432.6783,-5543.4667,4556.5184,2643.0279,-5816.5447,547.6478,4203.1348,1872.6888,1530.7641,-1534.5728,2520.6643,4728.9352,-3491.4825,6883.6694,-1726.7877,4244.7325,4459.4719,-3586.9601,4582.1798,-1569.7111,-684.7336,120.0642,-4274.9175,-3996.7943,2644.7310,-1491.4056,-2533.8070,646.5267,-6576.5872,-4391.4303,-2681.8049,3264.9622,940.5156,3378.5400,5434.4351,6758.8216,3220.1667,-2927.2045,-1141.2037,-1981.9951,-1943.6711,3717.2261,-4165.2107,-1960.9563,-3512.0067,-5787.1611,3423.5951,123.5535,-2893.4200,-2326.6512,-6893.4919,-3156.4201,-5115.9354,5838.2858,373.8156,-6294.1893,-4534.2285,-538.1183,3415.6245,3798.0572,-1066.9928,-6871.6335,2662.7145,-2172.9944,-2590.7312,-4396.0512,1283.4428,406.7431,4528.3989,-5039.5878,-4307.4372,3689.8583,-1264.9580,-3445.2558,5113.1268,4379.0586,2182.1064,5526.3105,-1465.8580,4936.5686,-5665.9001,-1801.9117,3201.3474,-3992.6857,-4266.3704,-6163.6895,-3297.1912,-4860.0731,-2941.8997,-1241.5360,2656.3953,2279.9592,-4282.6276,98.4098,-2044.3390,543.0310,3880.4187,2270.5099,106306.5608,90413.7203,96753.1148,97068.6087,91244.5391,93711.4015,90452.3972,92119.7801,26545677.2247,26557428.3510,26562028.3464,26555059.6638,92790.4374,26548353.7963,4315.2505,-2198.1710,3628.0504,-2618.0380,1783.7252,6209.4782,3495.5084,4942.4732,5282.9897,4286.0846,5611.5987,4814.7971,5928.6115,-840.7620,-5717.4718,390.5564,-5934.8892,-176.1210,2573.1970,2076.3671,-4631.4398,3841.9014,-5490.9613,-1739.7942,589.5750,1554.1118,5181.0845,4175.1813,-3385.1209,-5003.2422,-557.2343,-4769.0292,-5745.5423,-2634.5788,-4187.7820,5927.2571,-4196.3064,705.7033,-3001.4930,-5937.2997,4979.3361,-4663.1908,-1880.6961,3441.2026,5352.1252,-5414.8040,4824.0039,-3399.3292,3802.1103,-4585.5982,-4319.2385,4049.9623,587.0287,-5852.6103,-232.7778,2859.2456,5085.0283,2386.9219,-2870.3576,-5483.3508,-3446.8084,3058.2225,-6519.6422,96.7101,3379.9079,-5174.7056,-571.5447,3605.3765,-2725.6936,3313.4778,1974.7779,-4565.3408,-4183.4585,4730.3012,6712.6890,2203.5693,4686.8345,2490.8571,-4804.7702,501.2998,-6209.6607,-4046.3285,-3421.1969,-4843.0058,-6151.1700,-4673.4111,-5385.9455,388.4205,-3724.2242,564.6739,-6296.2282,-6650.3746,-5113.8743,6265.9565,-500.5904,6443.5585,5759.1838,-2463.7979,-4863.3152,-6353.1429,-348619.7716,-350160.7562,-337309.9267,-342382.3584,-335295.2596,-337529.4792,-343180.0451,-342756.4175,-94212446.7844,-94197212.3261,-94202034.3088,-94202086.7788,-341999.0348,-94196132.9309,4587.8226,-501.0376,-5271.5638,-3250.6531,-4893.1880,1247.4487,1487.5115,4690.2878,1506.3865,5087.4925,3769.5532,4713.5661,-2535.3288,-4664.2997,1488.3261,-584.2638,-2911.0352,-5464.7721,-4655.2165,5530.0513,-2381.7651,5523.8711,4142.8778,-6724.8506,-5411.6290,5412.4630,-3752.6357,5063.5798,5467.9096,-4629.3273,1722.3724,-1726.1373,-2820.4763,-5497.8613,5415.8737,-1331.3530,-845.9612,-907.9361,-5340.9053,-2018.0337,-4698.2209,4556.7778,-6401.9242,-4716.3400,-744.4147,-3899.6427,-3511.5649,-1709.6794,-4667.9422,5174.8968,-4574.6141,-5111.5938,-505.9790,-1983.2097,-4540.5000,2164.2069,-4709.9336,-904.4404,4383.4927,4200.9427,4928.9324,-4905.6050,1684.2727,836.4460,5407.2590,-4082.1997,-6431.8906,3932.2332,-6271.4226,6087.4224,4837.2513,-584.4846,3233.6547,3505.0237,-1092.6462,5419.9824,-75.8799,4736.6066,-4301.3409,-3975.3299,-2406.8172,2682.6684,2027.7157,4629.4318,-181.8590,3168.8833,851.8872,-3163.6791,4799.3629,-4896.3012,162.7109,-1447.8188,-3876.7588,1830.7461,5400.6895,2499.1744,3269.5099,-6472.8790,3018.1466,-1688.5223,154106.2869,151414.7648,150174.1338,151950.8166,156597.2039,148746.0883,140797.1470,148517.1901,39936556.5445,39940509.5034,39925139.9518,39917502.6051,149977.8413,39924553.4315,
