sl_100_5400_20240828 Coordinates.csv
2024/08/28 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:37 2024,
Start: 2024/08/28 07:47:00.00, Stop: 2024/08/28 09:17:00.00,
TIME_UNITS,STARLINK-6343 - X-Coordinate,STARLINK-2637 - X-Coordinate,STARLINK-31000 - X-Coordinate,STARLINK-5950 - X-Coordinate,STARLINK-4423 - X-Coordinate,STARLINK-5986 - X-Coordinate,STARLINK-4684 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-4278 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-3702 - X-Coordinate,STARLINK-31025 - X-Coordinate,STARLINK-5614 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-1583 - X-Coordinate,STARLINK-3868 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-5551 - X-Coordinate,STARLINK-32193 - X-Coordinate,STARLINK-1114 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-3511 - X-Coordinate,STARLINK-1929 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-2698 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-4537 - X-Coordinate,STARLINK-5373 - X-Coordinate,STARLINK-4787 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-32181 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-32222 - X-Coordinate,STARLINK-6235 - X-Coordinate,STARLINK-3243 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-5261 - X-Coordinate,STARLINK-31374 - X-Coordinate,STARLINK-1849 - X-Coordinate,STARLINK-31960 - X-Coordinate,STARLINK-5984 - X-Coordinate,STARLINK-3637 - X-Coordinate,STARLINK-11175 [DTC] - X-Coordinate,STARLINK-3864 - X-Coordinate,STARLINK-3261 - X-Coordinate,STARLINK-2114 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-3883 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-5996 - X-Coordinate,STARLINK-5532 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-5979 - X-Coordinate,STARLINK-30938 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-2478 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-31118 - X-Coordinate,STARLINK-4396 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-31447 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-32240 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-31175 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-6134 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-30794 - X-Coordinate,STARLINK-3732 - X-Coordinate,STARLINK-3862 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-30066 - X-Coordinate,STARLINK-5540 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-30135 - X-Coordinate,STARLINK-30969 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-30311 - X-Coordinate,STARLINK-6373 - X-Coordinate,STARLINK-31626 - X-Coordinate,STARLINK-31987 - X-Coordinate,STARLINK-30899 - X-Coordinate,STARLINK-2054 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-6029 - X-Coordinate,STARLINK-6277 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-2637 - Y-Coordinate,STARLINK-31000 - Y-Coordinate,STARLINK-5950 - Y-Coordinate,STARLINK-4423 - Y-Coordinate,STARLINK-5986 - Y-Coordinate,STARLINK-4684 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-4278 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-3702 - Y-Coordinate,STARLINK-31025 - Y-Coordinate,STARLINK-5614 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-1583 - Y-Coordinate,STARLINK-3868 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-5551 - Y-Coordinate,STARLINK-32193 - Y-Coordinate,STARLINK-1114 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-3511 - Y-Coordinate,STARLINK-1929 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-2698 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-4537 - Y-Coordinate,STARLINK-5373 - Y-Coordinate,STARLINK-4787 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-32181 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-32222 - Y-Coordinate,STARLINK-6235 - Y-Coordinate,STARLINK-3243 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-5261 - Y-Coordinate,STARLINK-31374 - Y-Coordinate,STARLINK-1849 - Y-Coordinate,STARLINK-31960 - Y-Coordinate,STARLINK-5984 - Y-Coordinate,STARLINK-3637 - Y-Coordinate,STARLINK-11175 [DTC] - Y-Coordinate,STARLINK-3864 - Y-Coordinate,STARLINK-3261 - Y-Coordinate,STARLINK-2114 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-3883 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-5996 - Y-Coordinate,STARLINK-5532 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-5979 - Y-Coordinate,STARLINK-30938 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-2478 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-31118 - Y-Coordinate,STARLINK-4396 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-31447 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-32240 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-31175 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-6134 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-30794 - Y-Coordinate,STARLINK-3732 - Y-Coordinate,STARLINK-3862 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-30066 - Y-Coordinate,STARLINK-5540 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-30135 - Y-Coordinate,STARLINK-30969 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-30311 - Y-Coordinate,STARLINK-6373 - Y-Coordinate,STARLINK-31626 - Y-Coordinate,STARLINK-31987 - Y-Coordinate,STARLINK-30899 - Y-Coordinate,STARLINK-2054 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-6029 - Y-Coordinate,STARLINK-6277 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-2637 - Z-Coordinate,STARLINK-31000 - Z-Coordinate,STARLINK-5950 - Z-Coordinate,STARLINK-4423 - Z-Coordinate,STARLINK-5986 - Z-Coordinate,STARLINK-4684 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-4278 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-3702 - Z-Coordinate,STARLINK-31025 - Z-Coordinate,STARLINK-5614 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-1583 - Z-Coordinate,STARLINK-3868 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-5551 - Z-Coordinate,STARLINK-32193 - Z-Coordinate,STARLINK-1114 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-3511 - Z-Coordinate,STARLINK-1929 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-2698 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-4537 - Z-Coordinate,STARLINK-5373 - Z-Coordinate,STARLINK-4787 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-32181 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-32222 - Z-Coordinate,STARLINK-6235 - Z-Coordinate,STARLINK-3243 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-5261 - Z-Coordinate,STARLINK-31374 - Z-Coordinate,STARLINK-1849 - Z-Coordinate,STARLINK-31960 - Z-Coordinate,STARLINK-5984 - Z-Coordinate,STARLINK-3637 - Z-Coordinate,STARLINK-11175 [DTC] - Z-Coordinate,STARLINK-3864 - Z-Coordinate,STARLINK-3261 - Z-Coordinate,STARLINK-2114 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-3883 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-5996 - Z-Coordinate,STARLINK-5532 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-5979 - Z-Coordinate,STARLINK-30938 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-2478 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-31118 - Z-Coordinate,STARLINK-4396 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-31447 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-32240 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-31175 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-6134 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-30794 - Z-Coordinate,STARLINK-3732 - Z-Coordinate,STARLINK-3862 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-30066 - Z-Coordinate,STARLINK-5540 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-30135 - Z-Coordinate,STARLINK-30969 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-30311 - Z-Coordinate,STARLINK-6373 - Z-Coordinate,STARLINK-31626 - Z-Coordinate,STARLINK-31987 - Z-Coordinate,STARLINK-30899 - Z-Coordinate,STARLINK-2054 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-6029 - Z-Coordinate,STARLINK-6277 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-887.2909,2452.6883,-5808.4464,5566.8950,1114.3973,-4626.6098,-4717.9027,-2288.5368,531.3314,-2492.1775,-5480.8009,-6560.9344,-2319.9058,-59.7926,-3743.7115,-2055.4171,-6866.7313,-6315.2782,2753.2524,2258.1490,-5663.7381,4208.3744,5696.8829,-4308.7882,1184.0456,-4616.9501,2800.4610,-3642.8930,5788.4040,5089.0321,908.5902,-4794.1838,-3142.9906,4555.8395,-2796.8676,-5426.3794,-6564.4258,3329.6273,-6029.8685,-6764.1261,2427.4304,-1202.0411,2253.4067,-2156.1013,-4749.4899,1601.8691,1020.4506,370.6114,-4644.9148,2668.8562,-4275.0019,4664.2777,2416.4892,1465.2140,-2487.8212,4210.3144,530.6589,5069.3083,-1302.6786,-1819.7636,-354.8704,-5346.1503,5244.5974,6099.4786,-3776.6909,-2635.9114,-4492.2340,-2555.3208,-626.2181,5172.4810,3848.5179,-3379.7494,-887.9108,-3544.8797,4760.2363,6497.6992,-6302.5711,4463.5352,2290.8625,3499.5996,-4828.5731,5104.9234,-5538.6955,393.1719,4219.7637,-4110.8060,-423.2869,4260.1632,-6153.7201,-4670.7528,-5198.6101,-1481.8743,-5266.7491,-101.4688,2129.1408,3928.2618,-469.7316,-6138.5918,5642.2599,-4854.7465,-337545.1055,-332003.3774,-332428.0395,-338315.8649,-331158.4540,-334755.1233,-338267.3780,-338348.4855,-197405337.0851,-197355674.0585,-197387295.0946,-197387555.9194,-337683.1048,-197388781.3777,-6591.1474,4442.4791,-2486.9076,3714.5370,-1586.2513,3143.2175,728.6773,-6074.9098,-4753.8804,5068.1264,2992.9909,-2192.6342,6377.9647,-4301.0385,3933.8950,-4265.3248,609.8754,-2721.5461,5824.7279,395.0039,-1137.8770,-5377.4314,3815.9826,4343.7193,4057.4633,-4329.5424,4261.4266,4633.6585,-1146.4541,-372.1497,4135.5540,-2279.8370,-2783.3155,-244.2378,6089.6345,2557.1223,-1587.4043,3039.9843,1023.4144,1017.5114,-5435.8465,6833.6008,-6436.8187,4074.8294,3405.7366,2054.8888,5191.2095,-5432.0625,530.5218,-3200.0518,1383.7025,-370.3317,6258.2775,-4753.1550,-4053.5118,5069.4631,4295.7146,112.8438,-5514.1145,3722.4412,870.5451,-3787.7780,-1668.2520,1198.8763,5367.6993,4361.5069,-2263.0839,-6373.3062,4188.7473,-643.8259,3365.9473,-4430.9515,6520.3878,4250.3335,-1514.3327,870.7844,771.5320,4782.1545,-5913.0913,-4996.2052,-1566.0609,4623.3221,-2333.4369,-6683.3250,-3264.2147,-1788.6161,6905.5063,-4414.4827,1670.2656,-3871.2333,4186.0893,-5446.1193,995.1205,-5674.1588,-6198.3610,5633.3606,-5762.3456,-1442.4291,-3692.4177,4325.4077,-32046.4037,-7132.9802,-28427.2869,-31197.5756,-27512.2961,-29135.0759,-21397.1041,-26273.7472,-30505695.1548,-30459498.2335,-30487082.2129,-30485245.8928,-25982.2704,-30494075.4056,-1980.8926,-4721.1975,-2870.5447,1817.2135,-6671.2345,4120.2800,-5013.9282,-2490.7468,-4875.6570,3985.8713,-3063.6166,-72.3818,-1055.0843,5454.9919,-4322.6476,-4945.6126,-691.3631,-780.6617,-2580.5855,-6561.6569,3680.6040,-1176.1725,923.8832,-3240.8039,-5495.5554,2534.6351,-4695.0417,-3643.6149,3415.8116,-4533.9770,5461.9403,-4472.0098,5489.9806,5067.5164,1289.7601,3452.1425,1574.4986,-5169.3741,-3280.1855,-1052.6138,3585.9713,-472.7420,-138.2666,-5177.6961,-3521.7129,6428.7345,-4467.8524,-4004.5627,5089.9258,5513.1247,5263.4027,5097.6535,1688.4633,-4680.1823,-5041.2470,-1791.1209,5422.0320,4723.5460,4023.3318,5530.5338,6871.4067,-2302.3792,-4072.7751,3104.6712,-2219.9169,-4713.0458,4596.8989,849.8591,-5476.2963,-4584.2058,-4695.6083,-3941.3059,1952.2995,-4039.8518,4634.7620,-1930.0849,2503.1917,2299.5208,-2796.5146,3289.2937,4717.5835,663.2677,3416.4560,1302.7753,-4440.8290,5292.8226,329.8022,2972.5398,-2739.3876,-3371.3570,930.2438,4022.3027,4393.4073,3783.0883,-1975.2249,971.2984,-3819.1341,-2855.8395,-1694.8634,2407.6102,184428.2327,185513.4635,182627.9191,191133.6082,188181.9003,177521.7527,178666.4164,183025.9394,85592388.5270,85588892.8169,85568548.7994,85580397.9372,184661.4533,85589512.6704,
300.000,-2442.6816,3451.1649,-5688.4560,5847.0809,3060.6655,-2922.7048,-3430.8085,-3058.3974,-1417.9111,-601.6714,-4055.4224,-6629.1156,-692.8193,-1188.8474,-1798.0314,-3290.7940,-6595.7942,-6297.1326,4299.8603,3843.9233,-6505.2712,3228.2285,6283.5164,-2562.3647,3239.0633,-5139.1887,3646.5915,-2851.3390,5753.2682,4392.7279,2992.4280,-5825.2450,-4630.9690,3499.1725,-1381.6808,-3820.8257,-6935.7390,4996.2632,-4877.4207,-5981.7410,2058.0334,-502.2921,727.3576,-15.0365,-2970.3340,-317.5362,2430.5101,-1133.3981,-3460.3574,1049.8983,-4094.6443,3553.8032,3602.1126,0.1267,-4354.9067,4677.1251,110.9494,4858.0955,-2279.7160,222.5600,-2210.3419,-4207.9078,3661.9425,5030.5934,-2871.1566,-776.5869,-5421.0787,-3626.3295,1415.7517,5019.5161,5198.2844,-4387.4673,782.6325,-1597.6330,3985.5411,6820.9160,-6297.9231,5730.7123,675.1741,2267.8731,-5200.4701,5784.4117,-5087.0656,-1185.8946,2447.6263,-5177.1276,804.0119,3230.5296,-4914.6562,-5116.1548,-4345.0320,-3376.1348,-4203.6295,-1604.4679,644.5316,4856.7967,-1982.5823,-5473.5815,5433.2127,-3924.7092,-336610.9611,-331738.2197,-331863.7786,-337742.8515,-330499.5806,-334071.8759,-337693.6213,-337930.8088,-196689499.0921,-196640641.4819,-196672071.1652,-196672407.7081,-337074.9456,-196673026.8856,-6475.0159,2635.7499,-614.2116,2022.8572,-2362.9645,3023.4232,2410.8219,-6228.6570,-3911.9301,4718.1031,3057.4536,-955.1845,6365.4966,-5545.7508,4768.4730,-2529.5697,1793.5251,-1397.4290,5319.8569,1677.4832,181.1339,-6095.9406,2760.2879,4576.9442,3575.6569,-2551.6092,2384.0936,5953.7526,-2941.1634,-2428.3121,3873.5426,-538.8821,-1278.6471,-2129.8052,5985.0722,3397.0339,-102.6298,1937.0315,2591.4725,2131.8119,-6434.0021,6456.3380,-6632.2202,4173.3677,4360.9214,900.0853,3752.0807,-6151.3165,2308.7415,-4587.2307,3389.2641,-2196.0482,5907.6688,-5869.8801,-3577.2601,3642.3139,5823.6203,-2022.5236,-6202.0547,4442.6629,-422.9700,-3514.1884,-2823.4653,230.1467,6286.6170,5374.1354,-352.5860,-5815.0411,4674.9697,-2699.3320,1747.8493,-2599.7962,6000.0852,4368.7481,-3515.2418,-355.2774,2409.7430,3814.9158,-5480.9387,-6231.9201,551.1957,3621.8566,-586.8890,-6145.9074,-4451.0731,-2895.9520,6550.0162,-5781.6899,3050.4675,-1960.9411,5073.3039,-5255.0537,2842.8284,-4496.4651,-5821.9717,4321.4961,-6218.9885,104.1721,-4315.3767,5636.0167,-38862.6544,-14084.9076,-35635.7570,-38241.1315,-34574.5240,-36244.7664,-28539.1099,-33755.9365,-34807675.2477,-34760704.6782,-34789101.7327,-34787218.9516,-33060.7497,-34796002.5063,-490.9386,-5402.1899,-3929.2815,3127.2612,-5771.6378,5527.6710,-5508.6836,-419.6434,-5416.6286,5014.0285,-4753.1500,1723.5682,-2489.0911,4015.4494,-4712.5813,-5444.9800,1119.0425,-2512.5093,-1165.3426,-5543.0458,2145.2458,633.2800,-892.4191,-4519.8398,-4978.1907,3679.2468,-5391.1943,-2103.2663,2182.7744,-4626.1951,4880.7192,-3735.1170,4970.1357,5450.3510,2968.0148,4662.4976,52.9234,-4281.0617,-4203.8182,-2755.0666,1644.0002,-2539.0470,1405.1983,-5535.4575,-4327.7277,6869.8698,-5288.4424,-2557.9799,5518.3902,5062.4955,4434.4975,5515.3159,-108.7093,-3489.6505,-4032.4282,-3392.3180,3774.1794,4509.4845,2159.1857,5289.5002,6560.5081,-4265.6084,-5049.4678,4784.4925,-463.6163,-4324.0297,4118.2261,-966.3739,-4905.1475,-3961.9307,-4255.5009,-4537.2533,3236.2882,-5031.6279,4266.3100,-138.0083,1068.9917,844.7346,-4188.9307,2018.8804,4547.3729,-1151.2524,4641.7544,2703.7114,-4731.1749,3599.8319,2096.3104,1624.8277,-3836.0839,-4261.2593,-908.1193,3007.4653,4719.0285,4868.4875,-3543.5917,2411.4436,-2321.0756,-4237.5814,420.8014,967.1775,184389.8897,185513.1739,182687.6825,191044.9743,188359.1045,177692.7690,178485.6748,183275.4505,85591939.7219,85587989.5850,85567898.2172,85579456.4828,184673.1683,85588810.1705,
600.000,-3757.4989,4168.0815,-5050.3861,5584.7262,4711.5809,-900.3962,-1848.0952,-3512.6013,-3254.6461,1377.7494,-2201.5415,-6043.8156,1024.1510,-2149.9083,310.2385,-4245.3040,-5669.5175,-5668.1516,5423.4333,4972.0369,-6687.4359,1922.1356,6250.7004,-544.3877,4978.1400,-5171.1749,4193.1545,-1800.8435,5147.4916,3293.3854,4774.8391,-6316.5849,-5691.2925,2131.4316,205.2925,-1838.2021,-6635.6119,6166.9873,-3273.0746,-4605.5174,1500.8900,281.0114,-886.1418,2130.9299,-893.8162,-2149.0198,3652.5806,-2489.9269,-1979.4108,-629.8040,-3558.1127,2140.5798,4430.6460,-1428.9356,-5786.6693,4695.6197,-373.4403,4220.0839,-2999.7339,2218.0188,-3775.0860,-2647.0494,1721.8114,3475.4856,-1685.9553,1131.1268,-5828.7906,-4346.8165,3294.6245,4419.6658,6072.2625,-4993.4373,2403.0328,528.3634,2845.6490,6438.6897,-5658.1257,6439.3890,-1042.3149,835.8063,-5111.3183,5897.4774,-4169.3616,-2669.5785,460.3290,-5652.6405,1975.2132,1886.8263,-3210.3037,-5108.4871,-3015.8902,-4930.5468,-2769.5526,-2989.8625,-940.2484,5336.0833,-3277.3405,-4293.5525,4668.5235,-2623.0221,-335541.3342,-331327.8864,-331152.9858,-337022.8488,-329696.4101,-333239.9785,-336968.3886,-337282.0957,-195879915.1961,-195831881.6250,-195863098.4971,-195863513.3857,-336318.4759,-195863528.3005,-5734.3601,587.0668,1340.0958,116.6310,-2812.2613,2666.6048,3899.2895,-5751.9666,-2719.5746,3947.8830,2872.6407,395.8971,5730.8944,-6251.6905,5187.8190,-563.5616,2812.0591,90.0957,4309.0494,2842.9735,1457.8054,-6214.3701,1421.5468,4405.1718,2797.7364,-500.7866,284.4631,6679.8883,-4421.5417,-4253.9973,3281.7821,1225.7429,307.0011,-3831.3146,5278.9505,3953.0802,1391.5088,683.9716,3945.8177,3065.7817,-6773.9518,5432.0319,-6154.9802,3923.5305,4915.4669,-431.7905,1971.5321,-6227.4715,3898.3780,-5555.9147,5049.2917,-3842.9575,4969.1823,-6397.7672,-2793.0149,1821.2440,6715.4944,-3961.6629,-6273.0812,4776.0648,-1746.6307,-2810.7703,-3745.1441,-820.2811,6580.7531,5900.9918,1568.0415,-4674.2220,4749.0703,-4485.7365,-6.3417,-515.0960,4894.5842,4096.7968,-5165.4642,-1543.1021,3793.7442,2485.6504,-4539.6590,-6863.1594,2603.7223,2250.5280,1252.4621,-4989.0460,-5249.9147,-3730.2992,5548.0183,-6554.9373,4172.3445,147.1683,5421.4943,-4581.0079,4443.2817,-2881.0558,-4870.7613,2581.2830,-6074.5130,1680.0887,-4504.2011,6396.6968,-45640.6902,-21029.8656,-42828.4607,-45270.5904,-41619.8206,-43336.1191,-35670.7248,-41176.8737,-39092935.7338,-39045211.2017,-39074427.3280,-39072514.0329,-40125.1740,-39081213.3859,1051.4678,-5506.3724,-4569.4225,4102.7084,-4260.3815,6348.5927,-5413.2887,1696.0136,-5353.5786,5501.9167,-5940.1470,3333.5952,-3649.3711,2149.7506,-4600.9865,-5341.4525,2809.2417,-3974.2689,374.3637,-3937.7289,372.0868,2374.7056,-2612.6749,-5314.2466,-3929.2762,4410.0818,-5511.7934,-337.3459,704.3758,-4200.9547,3773.7756,-2600.2341,3915.0468,5222.2316,4313.1182,5372.0085,-1474.3335,-2920.4827,-4679.7657,-4161.3756,-472.5529,-4336.3220,2790.4984,-5302.6076,-4649.1089,6580.8078,-5542.7348,-816.0079,5352.5615,4066.5894,3129.6954,5341.1046,-1894.2024,-1908.8026,-2592.0756,-4614.2477,1724.1799,3813.1447,65.7480,4478.7793,5551.8776,-5775.7381,-5466.7897,5956.3682,1342.4433,-3474.6517,3176.8133,-2678.6024,-3807.9423,-2917.6440,-3362.3595,-4625.6495,4163.3518,-5467.3503,3418.1425,1669.4695,-485.0723,-700.4269,-5133.4261,532.2560,3890.8571,-2841.8865,5366.7358,3800.5886,-4518.1374,1522.9308,3637.5484,94.3438,-4524.0706,-4697.4106,-2640.7786,1670.8003,4540.0048,5407.8247,-4718.5699,3593.5826,-574.0603,-5164.5999,2491.7240,-576.7398,184352.0649,185512.7187,182751.1088,190951.1956,188532.6131,177869.1756,178310.8234,183633.3072,85591489.3444,85587086.2246,85567255.0036,85578531.8641,184684.7662,85588107.5133,
