sl_100_5400_20240629 Coordinates.csv
2024/06/29 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:37 2024,
Start: 2024/06/29 07:47:00.00, Stop: 2024/06/29 09:17:00.00,
TIME_UNITS,STARLINK-3049 - X-Coordinate,STARLINK-6067 - X-Coordinate,STARLINK-31406 - X-Coordinate,STARLINK-3817 - X-Coordinate,STARLINK-2519 - X-Coordinate,STARLINK-30176 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-30453 - X-Coordinate,STARLINK-31961 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-30275 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-4420 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-1844 - X-Coordinate,STARLINK-1711 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-30171 - X-Coordinate,STARLINK-11101 [DTC] - X-Coordinate,STARLINK-1867 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-3836 - X-Coordinate,STARLINK-1512 - X-Coordinate,STARLINK-1092 - X-Coordinate,STARLINK-5556 - X-Coordinate,STARLINK-30307 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-4125 - X-Coordinate,STARLINK-5891 - X-Coordinate,STARLINK-30311 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-3703 - X-Coordinate,STARLINK-31564 - X-Coordinate,STARLINK-31045 - X-Coordinate,STARLINK-30288 - X-Coordinate,STARLINK-5453 - X-Coordinate,STARLINK-4036 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-2133 - X-Coordinate,STARLINK-3543 - X-Coordinate,STARLINK-5114 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-31239 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-1907 - X-Coordinate,STARLINK-5576 - X-Coordinate,STARLINK-31938 - X-Coordinate,STARLINK-4480 - X-Coordinate,STARLINK-5934 - X-Coordinate,STARLINK-1760 - X-Coordinate,STARLINK-30240 - X-Coordinate,STARLINK-2182 - X-Coordinate,STARLINK-32134 - X-Coordinate,STARLINK-2732 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-30710 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-1117 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-30242 - X-Coordinate,STARLINK-30755 - X-Coordinate,STARLINK-4463 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-4673 - X-Coordinate,STARLINK-11182 [DTC] - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-30130 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-1260 - X-Coordinate,STARLINK-3784 - X-Coordinate,STARLINK-2739 - X-Coordinate,STARLINK-5141 - X-Coordinate,STARLINK-30239 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-5418 - X-Coordinate,STARLINK-1565 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-2296 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-1138 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-5080 - X-Coordinate,STARLINK-3185 - X-Coordinate,STARLINK-30448 - X-Coordinate,STARLINK-11147 [DTC] - X-Coordinate,STARLINK-4372 - X-Coordinate,STARLINK-30109 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3049 - Y-Coordinate,STARLINK-6067 - Y-Coordinate,STARLINK-31406 - Y-Coordinate,STARLINK-3817 - Y-Coordinate,STARLINK-2519 - Y-Coordinate,STARLINK-30176 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-30453 - Y-Coordinate,STARLINK-31961 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-30275 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-4420 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-1844 - Y-Coordinate,STARLINK-1711 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-11101 [DTC] - Y-Coordinate,STARLINK-1867 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-3836 - Y-Coordinate,STARLINK-1512 - Y-Coordinate,STARLINK-1092 - Y-Coordinate,STARLINK-5556 - Y-Coordinate,STARLINK-30307 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-4125 - Y-Coordinate,STARLINK-5891 - Y-Coordinate,STARLINK-30311 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-3703 - Y-Coordinate,STARLINK-31564 - Y-Coordinate,STARLINK-31045 - Y-Coordinate,STARLINK-30288 - Y-Coordinate,STARLINK-5453 - Y-Coordinate,STARLINK-4036 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-2133 - Y-Coordinate,STARLINK-3543 - Y-Coordinate,STARLINK-5114 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-31239 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-1907 - Y-Coordinate,STARLINK-5576 - Y-Coordinate,STARLINK-31938 - Y-Coordinate,STARLINK-4480 - Y-Coordinate,STARLINK-5934 - Y-Coordinate,STARLINK-1760 - Y-Coordinate,STARLINK-30240 - Y-Coordinate,STARLINK-2182 - Y-Coordinate,STARLINK-32134 - Y-Coordinate,STARLINK-2732 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-30710 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-1117 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-30242 - Y-Coordinate,STARLINK-30755 - Y-Coordinate,STARLINK-4463 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-4673 - Y-Coordinate,STARLINK-11182 [DTC] - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-30130 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-1260 - Y-Coordinate,STARLINK-3784 - Y-Coordinate,STARLINK-2739 - Y-Coordinate,STARLINK-5141 - Y-Coordinate,STARLINK-30239 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-5418 - Y-Coordinate,STARLINK-1565 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-2296 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-1138 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-5080 - Y-Coordinate,STARLINK-3185 - Y-Coordinate,STARLINK-30448 - Y-Coordinate,STARLINK-11147 [DTC] - Y-Coordinate,STARLINK-4372 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3049 - Z-Coordinate,STARLINK-6067 - Z-Coordinate,STARLINK-31406 - Z-Coordinate,STARLINK-3817 - Z-Coordinate,STARLINK-2519 - Z-Coordinate,STARLINK-30176 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-30453 - Z-Coordinate,STARLINK-31961 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-30275 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-4420 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-1844 - Z-Coordinate,STARLINK-1711 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-11101 [DTC] - Z-Coordinate,STARLINK-1867 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-3836 - Z-Coordinate,STARLINK-1512 - Z-Coordinate,STARLINK-1092 - Z-Coordinate,STARLINK-5556 - Z-Coordinate,STARLINK-30307 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-4125 - Z-Coordinate,STARLINK-5891 - Z-Coordinate,STARLINK-30311 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-3703 - Z-Coordinate,STARLINK-31564 - Z-Coordinate,STARLINK-31045 - Z-Coordinate,STARLINK-30288 - Z-Coordinate,STARLINK-5453 - Z-Coordinate,STARLINK-4036 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-2133 - Z-Coordinate,STARLINK-3543 - Z-Coordinate,STARLINK-5114 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-31239 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-1907 - Z-Coordinate,STARLINK-5576 - Z-Coordinate,STARLINK-31938 - Z-Coordinate,STARLINK-4480 - Z-Coordinate,STARLINK-5934 - Z-Coordinate,STARLINK-1760 - Z-Coordinate,STARLINK-30240 - Z-Coordinate,STARLINK-2182 - Z-Coordinate,STARLINK-32134 - Z-Coordinate,STARLINK-2732 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-30710 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-1117 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-30242 - Z-Coordinate,STARLINK-30755 - Z-Coordinate,STARLINK-4463 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-4673 - Z-Coordinate,STARLINK-11182 [DTC] - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-30130 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-1260 - Z-Coordinate,STARLINK-3784 - Z-Coordinate,STARLINK-2739 - Z-Coordinate,STARLINK-5141 - Z-Coordinate,STARLINK-30239 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-5418 - Z-Coordinate,STARLINK-1565 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-2296 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-1138 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-5080 - Z-Coordinate,STARLINK-3185 - Z-Coordinate,STARLINK-30448 - Z-Coordinate,STARLINK-11147 [DTC] - Z-Coordinate,STARLINK-4372 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2219.1529,-3868.7041,5241.0819,4343.2402,5282.6474,476.1873,891.0961,1163.4336,-6295.8700,-396.9816,-5420.2898,6485.4434,3841.9788,5942.9113,-6744.8506,5904.2200,4768.7357,-5177.8244,6183.3896,1985.8287,6267.7098,3868.2492,-1573.9696,-1631.8738,1509.1327,503.3207,-812.4607,1360.5981,-2870.2310,3529.4182,4934.9632,5204.2952,2148.4188,-2242.5026,2435.6206,-2772.4646,-5095.9764,2345.2318,1742.6930,-4547.0734,-6510.5549,1469.7062,-5078.7432,2273.6018,146.8635,166.7519,2969.0182,4646.5399,-2680.8550,1884.9581,-2162.4569,-5015.6570,3836.5648,3166.5469,6330.8286,1843.7332,6319.0775,-3696.0834,-5113.3852,-4652.0879,-1487.6813,3025.2032,3789.2662,6042.7482,5852.0108,5950.7153,5587.7928,5588.6592,5091.6282,2366.9185,4030.6453,227.4005,-1046.0303,5562.1249,1239.1313,1769.0527,5769.0978,4495.4133,-6444.4671,2424.9319,3266.5672,-4604.0722,1738.6374,-4360.8034,-1272.8281,5346.6963,-1190.6960,713.0319,4747.3547,-3171.3359,6218.2117,2306.0827,-2172.0318,4442.4369,-3995.2674,-6320.7333,-3429.2113,1158.7809,6178.0514,-2121.4163,-350820.8090,-323367.0501,-339953.0738,-345708.2965,-338918.6252,-342216.0632,-337313.4211,-340708.6120,-249439609.6467,-249432107.8542,-249444977.0016,-249451116.1952,-340988.5257,-249457025.1102,-4473.7907,5445.0568,274.4081,-5384.4732,793.0057,6244.7935,6294.7897,5177.6064,-1047.1710,-5119.3911,1463.4847,2233.4836,-3455.4055,2981.8719,-432.6026,-3507.5316,4244.0088,-3893.0573,-3128.2059,-3833.1653,-308.7229,-2922.3966,-2624.1053,6729.3686,-6623.2909,6665.4666,-4332.1915,5090.9875,3735.0785,3747.4508,-2630.5211,3526.2134,-5852.7357,6528.8631,3317.5000,-3485.0093,-3719.5168,4772.3900,4787.3720,637.2979,1496.6153,3948.8670,4422.7023,5443.0093,-6611.8428,-6189.3081,-6109.5299,-3615.3419,6234.0438,5932.7749,-333.6084,-1937.5705,3613.0122,-4402.7799,1172.5925,4842.9167,2334.6460,2606.7635,-4575.9344,4940.2759,4873.4207,-4934.8746,2781.2776,3018.6805,-2910.3522,-351.6386,1651.1920,986.6350,-3238.2682,4066.0156,1533.8580,5946.9903,-5572.5460,-2362.1661,-5877.2669,6690.1545,-2803.6338,-3080.3482,1864.0301,-6507.4841,3769.6914,1599.8263,-3794.3481,-2620.4550,5437.7607,4196.4050,-4985.8785,-4126.5135,3956.3268,-5098.7727,-1244.0667,6408.7128,-5765.6446,-4099.7719,982.4521,0.2973,5951.2082,-5694.8532,-3140.1175,-6545.0522,-128582.6867,-133356.0865,-145514.0006,-142025.5780,-146193.1345,-143889.5623,-136969.7604,-140237.2814,34849465.7050,34856856.1677,34842901.9838,34854420.4395,-139837.4115,34859282.9857,-4793.5812,1916.6080,4400.7841,-104.6589,-4424.4250,2979.4537,-2826.0467,4460.4190,-2422.5976,-4681.7637,-3885.3680,-326.6339,4618.1977,1082.3935,-1059.6726,-846.8812,-2721.3326,2466.7777,-495.1817,-5326.8105,2898.2863,4955.2080,6233.2070,-246.9313,-1419.9937,-876.0211,5352.9766,4502.3715,4945.2800,4614.5541,3899.0017,-2950.0100,-3052.8972,685.1772,-5451.4800,-5300.2858,-2916.1545,-4462.0475,4697.5941,5168.2678,1384.3726,5495.7938,-1672.3408,-3621.5022,2030.9867,-3097.5431,-1375.3250,3628.6514,-1360.0731,-2874.8383,6580.4519,4225.2105,4371.2496,4286.7845,2576.9641,4601.9374,-1082.0252,5228.6454,-1028.4358,-1403.3168,4697.3071,3793.3436,4943.6089,1512.4793,-2383.0043,-3363.3836,3534.6174,-3848.2969,3408.8761,-4977.4516,-5425.8104,-3568.9052,3986.6021,-3434.3668,3460.6675,-108.2419,-2074.8263,4094.2078,1757.2816,293.8134,4805.0156,4904.9054,-5543.0194,-4723.5660,4106.2831,1377.6140,4663.9270,-5549.5046,3127.8710,3456.3629,-2536.5408,-907.5817,3159.6702,-3390.4060,-5333.8767,-2818.6928,977.8576,-3394.0841,503.9460,-894.4821,39611.9283,36494.3517,33264.7917,41966.7959,38740.6965,28114.2188,29512.9052,37073.0401,69095804.8878,69123438.1804,69110067.8934,69102457.2751,35370.3209,69100012.4054,
300.000,-3320.8343,-2793.0618,5972.4890,3180.3289,4403.8563,2097.7666,1442.7412,3003.6307,-6735.0322,49.6170,-4100.5007,6716.5705,2496.0800,6435.1719,-6202.7312,4806.2694,6023.1266,-6291.8644,5907.2336,-174.4555,5190.1323,1935.1771,-3567.8147,-400.5991,-126.2725,1714.8560,-2855.8001,3177.8452,-1766.5283,5193.1545,4751.8887,6289.1157,254.7025,-769.3304,3966.3504,-3830.5500,-3814.5007,4233.6829,3705.0161,-3360.5435,-6134.2177,3293.5405,-3550.8110,3197.2500,-1146.3593,-1172.5160,1876.6113,2860.6424,-1567.1692,2881.4563,-3767.8582,-5965.4411,5418.9479,2262.1274,5640.0985,3602.0536,6748.5248,-1842.0404,-5711.4631,-3277.3397,556.1752,2074.9972,5350.1609,6639.5929,4614.0669,4770.3521,5247.2973,6427.8720,3404.3034,4251.7740,4178.7042,1986.3032,-2752.6347,4431.4783,-406.0891,2842.7766,5386.1548,2720.8543,-5343.6196,1687.0752,4995.6055,-3007.4058,-301.8732,-5185.7939,509.6046,6261.3347,-3137.6208,-1404.0856,4835.4199,-4639.9649,5015.0303,3552.7046,-3110.0593,2677.1821,-2061.7439,-5325.9157,-1846.3572,-143.1837,5896.0004,-3505.4862,-348145.7020,-320404.1512,-337048.1129,-342658.7039,-335838.2998,-339168.8331,-334346.7058,-337188.0754,-250138190.6340,-250130333.8359,-250142951.2397,-250149064.0255,-337950.1409,-250155599.8432,-2711.0370,5084.9060,-1319.4568,-5848.1462,-1008.8172,5257.9585,5048.0919,4085.8216,518.5592,-6352.9011,3071.5610,727.5500,-5041.5383,1851.4068,834.4814,-4264.1648,3177.1329,-2724.2986,-2497.7121,-4140.4520,-1623.3145,-3765.6915,-2756.2906,6738.8714,-6350.8518,6446.2446,-4326.0639,3951.8587,5320.1758,3073.4436,-4249.6492,2647.7788,-5629.8687,6842.5546,1760.2388,-1600.0587,-3326.0686,4054.7686,3994.5758,2428.0757,2986.1885,2763.4926,5148.3187,3849.8174,-5800.1304,-6667.0764,-6656.0806,-4087.7988,6724.4066,4548.3031,-1624.7216,-193.0919,2875.3167,-5844.2046,-304.3963,3598.6838,870.8834,3708.9299,-3079.6517,5286.7937,5421.6637,-6194.7240,1639.4496,1943.3375,-3067.0446,-1724.9787,-346.2747,-377.3212,-3865.7189,3636.5827,-633.0961,5004.1482,-4400.6908,-1400.8083,-6550.5349,6077.5729,-4041.4482,-4239.5225,3167.6227,-6308.0695,3102.0080,2969.5337,-4490.6432,-638.4400,6164.4998,2982.3266,-4058.9340,-4421.0967,2214.8977,-4793.8574,-2364.6750,5389.2291,-4287.4085,-4418.3378,1759.0469,1349.7299,6233.2107,-6485.2466,-2505.5122,-5949.9698,-135956.9180,-140183.2707,-152716.1177,-149140.4231,-153395.0571,-151136.0329,-144133.3420,-147434.5796,29394901.8689,29402664.0579,29388388.3933,29400074.2123,-147001.5005,29404621.7580,-5435.7516,3819.7285,3086.1790,-1890.8429,-5263.9077,4003.6415,-4566.7976,4725.8303,-975.7749,-2811.3586,-4513.6167,1219.1762,4049.1806,-755.6380,-2766.5732,-2572.3591,-1329.1132,1034.4394,-2675.5158,-5462.7759,4263.4265,5487.7611,5284.2250,1551.4591,-2798.2634,962.1509,4607.0705,4724.3228,3904.1305,3376.8678,2425.2122,-1281.1959,-4054.8604,-859.7196,-5275.2167,-5540.5028,-4764.7904,-3716.5707,4283.6874,5530.9605,-159.3197,5428.5912,-3009.1227,-4783.1350,3588.1278,-1445.8455,429.1132,4785.9274,449.9361,-4247.3008,5593.1679,3342.6375,3045.6190,2922.7097,4019.6420,4701.3375,472.7666,5534.8609,-2461.6806,-3056.8917,4281.9071,2289.4965,3904.0197,-288.2591,-4209.1239,-4596.4622,4332.4737,-2354.7413,4633.3637,-3950.1108,-5493.6974,-4379.1394,4591.4526,-5169.0287,2237.6373,1688.8774,-282.1270,4590.5181,3078.3451,2373.8093,3661.9021,5471.2481,-5281.2617,-4571.0224,3132.5996,-154.2967,4659.2681,-5179.0805,4433.3121,1876.0326,-3989.8483,-2359.5470,4456.2283,-4621.7599,-6171.0183,-4209.8757,2416.9405,-1789.0294,2683.6509,650.2329,39777.5030,36632.1765,33454.8395,42018.6274,39057.9766,28417.9052,29464.1773,37066.9695,69098347.5089,69126132.7673,69112579.7504,69104721.5610,35518.4705,69102799.8974,
600.000,-4151.6958,-1396.2461,6112.6486,1685.2665,3136.6898,3550.6827,1908.7022,4580.7605,-6490.6186,529.8170,-2389.8603,6279.7571,944.1624,6236.3256,-5029.4577,3219.2598,6691.5096,-6793.6896,4974.9039,-2310.0486,3611.3465,-172.9511,-5184.5691,887.4845,-1773.4162,2752.7355,-4604.9809,4715.1874,-524.4634,6336.4097,4099.3410,6751.7649,-1686.9123,786.1943,5128.8885,-4566.5245,-2157.8716,5713.3120,5316.0790,-1888.8441,-5132.3469,4823.9222,-1668.2233,3858.2969,-2364.8633,-2379.9320,593.7794,781.8268,-292.6626,3632.7976,-4920.7855,-6331.9875,6442.2697,1165.8181,4415.4831,5039.1983,6490.3832,167.4194,-5776.6429,-1558.3736,2527.6426,944.8927,6368.1376,6578.8126,2892.8866,3121.7514,4407.6326,6618.9483,1375.4273,5694.4813,3977.1656,3586.3628,-4226.8916,2790.8068,-1992.3824,3652.5020,4424.3613,684.8241,-3726.0331,748.5473,6227.9445,-1144.1382,-2288.4365,-5550.5260,2218.7595,6570.5572,-4799.6536,-3368.9347,4490.0179,-5638.0303,3300.1346,4468.1714,-3790.5063,633.2824,78.1737,-3820.2513,-66.9510,-1409.1380,4957.8484,-4555.9122,-345314.3114,-317298.2066,-333992.2941,-339459.3869,-332607.0100,-335967.1485,-331231.2688,-333575.5424,-250717518.9213,-250709314.4583,-250721674.0350,-250727813.0173,-334761.2254,-250734918.0874,-702.0697,4242.0789,-2749.0039,-5744.7827,-2750.9041,3780.4774,3293.9754,2635.2918,2022.1883,-6895.2157,4404.9865,-862.5629,-6155.6117,512.9530,2046.9381,-4624.0323,1815.2241,-1301.2460,-1630.0610,-4088.4590,-2822.0763,-4298.1891,-2677.0660,6084.9648,-5477.7257,5530.1276,-3944.5040,2466.6427,6366.4468,2131.9161,-5412.7778,1522.8410,-4895.8808,6496.6204,66.9747,415.8406,-2518.3238,2981.8370,2855.6985,4017.5320,4172.9251,1357.7339,5403.3157,1881.1820,-4422.9480,-6488.2098,-6545.3173,-4207.7432,6547.4827,2703.4636,-2804.3804,1543.9358,1877.8617,-6703.5726,-1790.9903,2042.2766,-686.3714,4499.3129,-1271.5027,5138.8134,5481.9989,-6838.6497,371.5462,672.1928,-2966.4973,-2970.2413,-2330.8839,-1677.2240,-4163.6638,2879.6503,-2734.0967,3605.4592,-2831.0673,-352.7451,-6598.5017,4856.0100,-4840.8691,-5008.9241,4194.1625,-5479.1432,2168.9697,4097.7372,-4800.3947,1384.9732,6312.9285,1478.3076,-2779.9786,-4340.3687,231.9443,-4032.6421,-3286.8358,3829.0066,-2387.5786,-4351.3931,2421.8759,2609.9945,5927.0185,-6577.9452,-1632.8069,-4776.1892,-143276.9193,-146945.1141,-159849.9259,-156188.1795,-160525.7906,-158314.8320,-151235.6108,-154512.5889,23926452.1417,23934600.9355,23920013.2118,23931898.5850,-154099.5964,23936075.2522,-5495.4716,5316.8235,1429.5430,-3473.5212,-5542.6063,4600.0394,-5825.1043,4486.3063,580.5262,-642.0685,-4637.3564,2630.5125,3047.0959,-2505.6258,-4165.7235,-4021.1663,205.0956,-508.6583,-4571.6093,-4996.5590,5168.5061,5434.4530,3774.5833,3183.2620,-3878.1770,2688.1853,3369.5630,4441.2796,2426.9492,1775.2514,678.8853,524.2015,-4625.2659,-2312.8053,-4510.6659,-5187.2336,-6108.5873,-2575.1124,3411.6194,5298.4461,-1685.1490,4780.2417,-4025.0052,-5431.7443,4758.7898,361.3731,2187.4843,5427.9151,2211.4437,-5151.0152,4010.3612,2088.0215,1382.1407,1243.4846,5032.6359,4298.0738,1974.3751,5245.5205,-3632.2820,-4383.1709,3408.6023,539.4871,2426.8273,-2058.0346,-5590.3071,-5319.7358,4642.9279,-600.6662,5362.0109,-2484.9595,-4975.1138,-4722.9184,4705.2684,-6356.3569,775.1887,3304.0508,1543.4103,4570.9820,4070.0717,4201.3508,2126.3262,5449.0625,-4457.3718,-3932.1500,1823.8909,-1669.7317,4156.4245,-4260.5508,5263.3250,94.6157,-4997.5183,-3552.3160,5274.4860,-5359.2553,-6291.6481,-5149.0510,3597.6281,25.3434,4577.7543,2125.3853,39942.5593,36769.9025,33648.7908,42065.4286,39371.6833,28727.0331,29421.4933,36940.4235,69100891.9277,69128824.9380,69115088.2055,69106972.1329,35666.5947,69105587.1737,
