sl_100_5400_20240802 Coordinates.csv
2024/08/02 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:15 2024,
Start: 2024/08/02 07:47:00.00, Stop: 2024/08/02 09:17:00.00,
TIME_UNITS,STARLINK-31822 - X-Coordinate,STARLINK-2398 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-5631 - X-Coordinate,STARLINK-1958 - X-Coordinate,STARLINK-4044 - X-Coordinate,STARLINK-5021 - X-Coordinate,STARLINK-4701 - X-Coordinate,STARLINK-31976 - X-Coordinate,STARLINK-31716 - X-Coordinate,STARLINK-2592 - X-Coordinate,STARLINK-5399 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-4645 - X-Coordinate,STARLINK-31828 - X-Coordinate,STARLINK-4050 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-2030 - X-Coordinate,STARLINK-6162 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-3861 - X-Coordinate,STARLINK-1888 - X-Coordinate,STARLINK-3448 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-30279 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-1213 - X-Coordinate,STARLINK-30369 - X-Coordinate,STARLINK-30157 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-1150 - X-Coordinate,STARLINK-6241 - X-Coordinate,STARLINK-30966 - X-Coordinate,STARLINK-4045 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-2303 - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-4756 - X-Coordinate,STARLINK-3758 - X-Coordinate,STARLINK-31939 - X-Coordinate,STARLINK-31937 - X-Coordinate,STARLINK-31834 - X-Coordinate,STARLINK-6170 - X-Coordinate,STARLINK-4198 - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-31294 - X-Coordinate,STARLINK-1880 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-3203 - X-Coordinate,STARLINK-5046 - X-Coordinate,STARLINK-1212 - X-Coordinate,STARLINK-31804 - X-Coordinate,STARLINK-4036 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-2521 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-31943 - X-Coordinate,STARLINK-5082 - X-Coordinate,STARLINK-30853 - X-Coordinate,STARLINK-6209 - X-Coordinate,STARLINK-2347 - X-Coordinate,STARLINK-4018 - X-Coordinate,STARLINK-30068 - X-Coordinate,STARLINK-11197 [DTC] - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-3071 - X-Coordinate,STARLINK-30128 - X-Coordinate,STARLINK-31924 - X-Coordinate,STARLINK-5173 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-31358 - X-Coordinate,STARLINK-3148 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-31221 - X-Coordinate,STARLINK-6166 - X-Coordinate,STARLINK-3846 - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-31059 - X-Coordinate,STARLINK-31634 - X-Coordinate,STARLINK-5666 - X-Coordinate,STARLINK-2558 - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-6251 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-2713 - X-Coordinate,STARLINK-32244 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-5373 - X-Coordinate,STARLINK-30533 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-4308 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31822 - Y-Coordinate,STARLINK-2398 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-5631 - Y-Coordinate,STARLINK-1958 - Y-Coordinate,STARLINK-4044 - Y-Coordinate,STARLINK-5021 - Y-Coordinate,STARLINK-4701 - Y-Coordinate,STARLINK-31976 - Y-Coordinate,STARLINK-31716 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,STARLINK-5399 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-4645 - Y-Coordinate,STARLINK-31828 - Y-Coordinate,STARLINK-4050 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-2030 - Y-Coordinate,STARLINK-6162 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-3861 - Y-Coordinate,STARLINK-1888 - Y-Coordinate,STARLINK-3448 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-30279 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-1213 - Y-Coordinate,STARLINK-30369 - Y-Coordinate,STARLINK-30157 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-1150 - Y-Coordinate,STARLINK-6241 - Y-Coordinate,STARLINK-30966 - Y-Coordinate,STARLINK-4045 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-2303 - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-3758 - Y-Coordinate,STARLINK-31939 - Y-Coordinate,STARLINK-31937 - Y-Coordinate,STARLINK-31834 - Y-Coordinate,STARLINK-6170 - Y-Coordinate,STARLINK-4198 - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-31294 - Y-Coordinate,STARLINK-1880 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-3203 - Y-Coordinate,STARLINK-5046 - Y-Coordinate,STARLINK-1212 - Y-Coordinate,STARLINK-31804 - Y-Coordinate,STARLINK-4036 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-2521 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-31943 - Y-Coordinate,STARLINK-5082 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,STARLINK-6209 - Y-Coordinate,STARLINK-2347 - Y-Coordinate,STARLINK-4018 - Y-Coordinate,STARLINK-30068 - Y-Coordinate,STARLINK-11197 [DTC] - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-3071 - Y-Coordinate,STARLINK-30128 - Y-Coordinate,STARLINK-31924 - Y-Coordinate,STARLINK-5173 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-31358 - Y-Coordinate,STARLINK-3148 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-31221 - Y-Coordinate,STARLINK-6166 - Y-Coordinate,STARLINK-3846 - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-31059 - Y-Coordinate,STARLINK-31634 - Y-Coordinate,STARLINK-5666 - Y-Coordinate,STARLINK-2558 - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-6251 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-2713 - Y-Coordinate,STARLINK-32244 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-5373 - Y-Coordinate,STARLINK-30533 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31822 - Z-Coordinate,STARLINK-2398 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-5631 - Z-Coordinate,STARLINK-1958 - Z-Coordinate,STARLINK-4044 - Z-Coordinate,STARLINK-5021 - Z-Coordinate,STARLINK-4701 - Z-Coordinate,STARLINK-31976 - Z-Coordinate,STARLINK-31716 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,STARLINK-5399 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-4645 - Z-Coordinate,STARLINK-31828 - Z-Coordinate,STARLINK-4050 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-2030 - Z-Coordinate,STARLINK-6162 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-3861 - Z-Coordinate,STARLINK-1888 - Z-Coordinate,STARLINK-3448 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-30279 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-1213 - Z-Coordinate,STARLINK-30369 - Z-Coordinate,STARLINK-30157 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-1150 - Z-Coordinate,STARLINK-6241 - Z-Coordinate,STARLINK-30966 - Z-Coordinate,STARLINK-4045 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-2303 - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-3758 - Z-Coordinate,STARLINK-31939 - Z-Coordinate,STARLINK-31937 - Z-Coordinate,STARLINK-31834 - Z-Coordinate,STARLINK-6170 - Z-Coordinate,STARLINK-4198 - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-31294 - Z-Coordinate,STARLINK-1880 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-3203 - Z-Coordinate,STARLINK-5046 - Z-Coordinate,STARLINK-1212 - Z-Coordinate,STARLINK-31804 - Z-Coordinate,STARLINK-4036 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-2521 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-31943 - Z-Coordinate,STARLINK-5082 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,STARLINK-6209 - Z-Coordinate,STARLINK-2347 - Z-Coordinate,STARLINK-4018 - Z-Coordinate,STARLINK-30068 - Z-Coordinate,STARLINK-11197 [DTC] - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-3071 - Z-Coordinate,STARLINK-30128 - Z-Coordinate,STARLINK-31924 - Z-Coordinate,STARLINK-5173 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-31358 - Z-Coordinate,STARLINK-3148 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-31221 - Z-Coordinate,STARLINK-6166 - Z-Coordinate,STARLINK-3846 - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-31059 - Z-Coordinate,STARLINK-31634 - Z-Coordinate,STARLINK-5666 - Z-Coordinate,STARLINK-2558 - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-6251 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-2713 - Z-Coordinate,STARLINK-32244 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-5373 - Z-Coordinate,STARLINK-30533 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2439.0643,3734.1002,6795.2933,2097.6453,5897.3210,-3210.0793,4848.4107,-3903.8295,-5981.0315,-4861.6073,-5357.8113,-4724.7338,-5481.1182,-633.6407,-2134.6754,6237.1665,4325.7021,81.1081,3411.4066,5104.4143,-4573.5126,826.5979,-4305.0459,-3668.7592,835.7031,-5865.8846,-3283.5411,-4469.6859,4454.0366,3767.5749,-507.3208,4164.0770,2479.9683,-2475.4999,5116.6758,6636.7599,3227.4637,4603.2687,-1248.7111,-355.6781,-3526.5489,-5617.0436,-5753.8408,-3526.5997,-6518.7583,5408.2920,3023.2988,5532.9190,-4073.9705,4856.1240,-1961.5300,-6375.2041,606.1635,-6540.9351,-3699.9999,4797.3360,6441.9615,5649.4143,1557.0022,4009.2044,-6765.3301,-321.0687,-6268.2756,-5470.2045,4480.4391,-6503.0055,-3561.5812,-1163.5414,-2322.8247,-34.3170,1076.2154,-5024.4516,4584.6875,1659.4189,-5340.4672,1518.3421,-101.9760,-652.6154,3247.4809,-6902.1005,694.9451,-3765.3058,-5459.1311,3968.4013,6136.2155,2288.9562,6177.0510,-2886.1956,-4796.8442,-4537.6033,-2261.1384,-4665.1026,6196.8651,6373.0465,6332.7089,-1121.1434,-3959.2372,-5284.0208,-627.1462,-3221.2559,-283781.7047,-263948.9542,-263823.7980,-270430.5293,-262418.4651,-266393.6991,-266175.0501,-267078.5538,-221965310.2047,-221953277.6482,-221951994.8795,-221983467.5826,-267644.2910,-221977089.6879,-5110.4800,5804.4848,-570.3679,-4671.0786,-3499.3412,-3356.0251,107.0716,-5032.6924,15.1758,4330.9551,3590.3207,3507.3385,2289.0028,4093.5810,-6361.5905,888.7532,1481.0951,4180.9612,5615.9604,4594.9463,-238.0653,1621.3332,3207.0622,-5072.2556,-4077.9923,-2358.3764,3965.4319,2977.0904,-271.5467,-5760.3279,5729.6582,3299.0456,-4457.7913,-4379.5974,-198.7040,1190.6861,4404.0476,4850.8559,-5478.3897,6916.5416,-2884.7481,-1969.8434,-1567.8241,-3897.8623,-2311.3886,1071.8660,3019.4787,1854.6637,367.8575,4917.2438,6310.4572,-112.3879,-6690.4130,-1281.1310,1922.9037,-2676.6561,-1452.5624,-3760.3803,5359.4700,1084.1583,1403.5191,-4464.7822,-108.9328,-2499.1244,3867.9520,-379.7423,-5884.1598,-6518.4340,4024.4905,-6004.0278,-6359.1457,4721.8044,-2178.8352,-3956.9607,789.0634,-4863.2194,4316.2922,6721.9114,-6035.2376,162.7721,5399.9823,2639.7719,1933.2975,-1266.9449,-3160.4753,-4753.7758,-638.6997,-4943.6072,-3455.6168,-231.9310,4597.7868,2485.5688,791.2426,-2089.1724,1153.0384,5473.0799,5684.4590,-4255.6924,-4224.8040,-1097.0523,213625.6734,230856.4321,214333.1763,214249.3050,214495.0970,214589.8316,223077.9457,219352.5034,-4916273.1922,-4899874.6043,-4908667.6778,-4908013.5552,218677.3690,-4904255.6378,3795.5896,623.9998,-696.9279,4672.5688,975.2592,5120.7730,-4939.2984,2694.0585,-3287.5172,2084.2613,2524.3701,-3644.4142,-3608.1548,5533.3165,-1691.2709,2692.2954,-5196.6513,-5526.8934,2185.0304,962.8221,5178.0424,6692.1122,-4369.8440,-2970.5798,-5536.5698,2847.4963,-4655.8708,4393.5457,5187.0099,877.8122,-3883.0135,-4465.6515,4693.2399,4600.8316,-4513.1383,-1635.6751,4293.0452,-1824.4596,-4073.4984,413.2251,5198.7199,-3533.5101,-3543.9174,-4531.5451,199.2640,4171.2902,-5351.1643,-3538.6664,5455.0909,592.5263,2041.9532,-2782.2054,-1392.6558,1890.9590,5523.5355,4198.7311,-2079.1657,1382.5419,-3927.4495,5525.4696,-392.6558,5282.6574,-2932.2612,3214.4866,3611.4513,-2394.8709,-904.8199,2027.2425,-5130.9041,3467.3785,1953.9481,572.7447,4696.2427,5459.5297,4347.1271,4529.1749,5400.2505,-1244.2809,142.2035,458.1851,-4304.4065,-5072.1353,-3823.3159,-5529.3096,472.0905,-4399.4025,-2829.3561,3912.9173,-3614.7734,-5235.9893,4667.8241,-4497.7768,2992.7303,-1423.5591,2385.1170,-4116.6550,-314.1251,-1449.9837,-5329.8237,-6057.8031,183529.6590,181838.2753,178217.7387,186808.1841,183739.9238,173092.2970,174346.0591,178684.9466,85931766.9525,85912844.4568,85941426.0058,85947256.7744,180281.9337,85943351.5427,
300.000,368.8925,4647.9920,6526.7851,-6.5042,5205.4029,-4946.2237,3843.5392,-4362.0193,-5085.7207,-3354.7207,-3841.0875,-4313.6631,-4299.9050,1509.6916,-3333.5857,5448.4572,5424.5273,2215.8986,4063.4888,5712.6441,-3756.8672,534.7075,-3869.6698,-4996.0323,-1326.8036,-5702.5442,-1364.3363,-5676.7268,3467.6892,2436.1484,1423.9200,4909.0925,606.0170,-4307.0442,4467.8516,6250.9957,3047.0086,4977.6766,-2931.7717,1145.4977,-5132.3399,-5054.9295,-6638.5015,-4640.5882,-6544.5187,4585.0060,4685.8884,5267.2862,-3699.0240,5595.6798,-492.8896,-5241.7857,-694.8599,-5994.3045,-2458.6656,3014.4678,5335.4443,4988.1828,3452.0372,4533.0039,-6087.7454,-2319.2609,-6695.7552,-5388.6528,5889.8150,-5806.2455,-4774.5520,-2275.8440,-189.0705,-1785.5710,-150.8610,-3841.0886,4438.0145,-71.1791,-4331.2298,-457.4547,1980.5115,869.1218,2039.8866,-6651.1352,2563.0292,-3118.4676,-5157.2070,2991.7945,5170.6986,159.1637,6249.4890,-4644.9334,-4755.6750,-3770.0533,-371.9995,-3141.8043,5354.7580,5311.8423,6790.4495,925.9984,-2734.8763,-6225.3586,-2581.7884,-4576.5101,-288147.2895,-268637.8914,-268474.1829,-275004.5535,-266921.3510,-270897.0007,-270791.0640,-272074.5647,-221802397.9967,-221790642.2296,-221788881.2346,-221819774.8334,-272201.1925,-221814097.2789,-5133.9555,5003.6966,-1760.0630,-5139.4758,-4494.7446,-2448.9849,-1743.2804,-3442.1137,1779.4422,4719.7958,4166.2493,4988.0251,1312.9382,4297.0704,-6061.5369,-586.0917,-167.4965,3817.2354,4201.5045,3108.1341,1750.4600,3717.5952,4871.1499,-4619.1505,-4200.0885,-489.1718,4939.9696,3149.0035,-2207.5412,-6464.3528,5045.9134,1296.6211,-5433.2148,-3304.9936,-2269.0787,-451.5758,2660.2108,3410.4564,-4256.6433,6750.6809,-1713.7456,-235.4174,-337.4185,-2066.1708,-1050.2560,-707.2201,1770.2132,-150.1696,2508.7596,3532.6368,5884.5567,625.4836,-6104.8908,118.6842,3697.8396,-3504.7020,-2512.7447,-4788.7761,5131.4231,-992.1200,2488.0918,-4754.9939,1215.9442,-531.7912,2734.9220,1278.7870,-4990.1920,-5470.2007,4155.0796,-6313.6076,-6737.6422,5261.7838,-3991.9088,-2878.8143,2659.1569,-5552.2271,3686.2705,6803.9829,-6331.1401,1353.0307,4408.5012,4498.3105,3760.8687,-3202.8198,-4014.8122,-5023.9006,-2322.4216,-4290.7904,-1615.2958,1778.4171,5516.2142,3988.7633,-703.3376,-3051.5255,-396.6416,5068.7603,6023.8303,-3058.5316,-3240.1552,-2317.2129,207570.0687,225385.0570,208579.5763,208643.9116,208835.0966,208875.6260,217384.7096,213523.0526,-9761066.8205,-9744262.1755,-9752822.0557,-9753137.2156,213025.1182,-9749053.5966,4468.1794,-1184.6683,1125.3042,4651.9823,-836.1671,4165.2842,-5486.5522,4113.9755,-4189.9172,3632.3966,3978.7925,-2099.0201,-5300.2413,5200.2465,106.1109,4108.9617,-4295.5648,-5343.2372,3709.4430,2404.1054,5531.7944,5832.6925,-3033.5246,-1303.6368,-5345.8863,3911.7640,-4681.3870,2458.1995,5466.0363,-666.7562,-4546.9474,-4731.2443,4263.1101,4124.8699,-4634.5226,-2978.6203,5644.3382,-3413.5887,-4631.6078,-1127.3107,4304.4946,-4723.7517,-1981.7433,-4728.8081,1979.2444,5124.2116,-4668.6313,-4337.1497,5149.9432,2073.5099,3597.4113,-4531.7774,-3054.3657,3468.7725,5309.2065,5140.0058,-3628.0056,-422.0684,-2884.1812,5124.3067,-2158.8547,4469.2495,-1254.3373,4143.0621,2435.4885,-3581.6761,639.9515,3580.9659,-5533.2485,2246.2075,152.1322,2324.2296,3495.2241,6317.5555,4712.0979,3930.2651,5503.8242,300.7440,-1663.1331,-1352.2574,-4708.0813,-4111.9506,-2721.6819,-5358.6703,2232.1372,-4682.5086,-1451.4888,2848.9009,-4774.4712,-5539.0527,4181.6432,-4731.6515,4335.0334,-3081.1899,936.5077,-4648.4805,-2083.2523,78.5308,-5430.0031,-4685.9753,183472.8404,181808.9368,178233.5313,186679.9482,183877.4207,173220.3814,174122.1283,178509.0594,85932351.3128,85913467.5566,85941774.8069,85948307.5072,180252.3514,85944021.3522,
600.000,-1751.9569,5113.2568,5588.0200,-2099.3847,3992.6062,-6197.3003,2507.6084,-4430.8623,-3698.9331,-1483.4312,-1932.2066,-3495.2749,-2621.9990,3490.7956,-4201.9947,4124.3550,6015.8207,4138.4512,4353.4980,5785.7948,-2622.5765,103.5271,-3083.1537,-5820.3637,-3350.7335,-5017.0994,665.9263,-6281.9933,2179.3264,863.5751,3244.3909,5225.2106,-1300.3606,-5711.7328,3408.5328,5274.2803,2628.1184,4894.1713,-4366.6697,2546.7358,-6243.1103,-4031.5263,-6872.4200,-5348.0185,-5927.7431,3348.6054,5890.3208,4503.8420,-3000.3268,5809.1406,1059.4912,-3590.2686,-1958.8211,-4871.1222,-1025.8636,939.2230,3702.0309,3829.8136,4983.3157,4660.4629,-4802.4323,-4067.1957,-6462.1338,-4793.7492,6728.7048,-4565.5434,-5530.0791,-3203.1006,1966.7146,-3346.7210,-1359.8276,-2259.2073,3887.1785,-1846.4389,-2939.0260,-2363.7402,3885.7593,2306.9591,607.0164,-5738.5559,4212.0746,-2199.2502,-4380.4116,1775.1189,3680.7531,-1986.0893,5693.1265,-5947.7293,-4294.0257,-2687.7827,1527.4292,-1344.5324,4007.4594,3703.5371,6571.4859,2902.7153,-1222.2523,-6564.3604,-4299.6408,-5400.3612,-292382.3148,-273214.4155,-273006.2050,-279460.5025,-271307.3773,-275278.7747,-275286.6032,-276951.4450,-221533758.7057,-221522287.9060,-221520062.6847,-221550305.3660,-276638.8039,-221545377.9898,-4676.2186,3700.5297,-2782.3692,-5154.4387,-5052.7405,-1345.3745,-3459.3151,-1494.7179,3395.8371,4659.8015,4373.2228,5962.4465,261.2985,4131.4476,-5157.9020,-2042.6929,-1761.1972,3137.3973,2359.5961,1305.9414,3594.6003,5405.1686,6041.8084,-3720.8222,-3967.5634,1450.5563,5478.8435,2947.8033,-3949.7508,-6546.4567,3910.6163,-819.6705,-5914.7493,-1932.5861,-4124.7143,-2075.8355,622.8294,1614.1064,-2653.0291,5932.2907,-418.8916,1558.8223,904.3017,-55.8925,336.2214,-2455.7659,388.9089,-2160.8516,4393.8152,1793.5974,4894.9536,1358.6620,-4906.5510,1542.4155,5137.5162,-4042.5226,-3365.0773,-5346.4335,4406.7164,-2948.0780,3349.8655,-4621.1444,2406.4994,1509.6782,1360.7123,2844.4116,-3609.1806,-3883.1877,3937.3557,-6025.1203,-6390.0265,5299.0585,-5393.4238,-1574.1177,4299.5210,-5706.6699,2749.8228,6205.6850,-5988.8923,2424.1212,3027.9389,5895.3711,5213.3576,-4845.8083,-4493.0467,-4839.9734,-3757.6612,-3249.5517,407.6003,3640.8036,5931.9228,5142.9560,-2170.9754,-3737.3288,-1897.6784,4216.4116,5783.4734,-1564.5451,-1976.9888,-3340.8260,201425.9902,219816.2036,202733.2452,202944.1076,203084.5683,203070.1112,211591.7477,207543.3153,-14601085.3428,-14583884.6375,-14592193.6184,-14593423.6577,207277.9094,-14589072.6274,4638.7270,-2866.4063,2822.7668,4134.3929,-2557.8756,2761.1798,-5445.7559,5090.6139,-4623.2875,4775.4761,5006.3249,-327.7559,-6430.9650,4307.3922,1892.0333,5070.3886,-2933.2441,-4588.8512,4835.5319,3588.1390,5290.2235,4352.6079,-1371.0812,503.1825,-4583.2736,4557.8173,-4208.6840,260.7284,5137.9481,-2140.1508,-4726.6431,-4493.1106,3377.3915,3185.6823,-4237.4380,-4003.7398,6396.5443,-4637.6194,-4696.5526,-2547.4643,2946.6529,-5407.2921,-207.7357,-4422.6124,3545.9102,5525.3647,-3468.7957,-4650.0727,4267.4672,3332.6817,4765.1835,-5802.3483,-4379.1382,4674.6379,4525.5755,5527.9886,-4787.4746,-2181.3929,-1517.4339,4171.5499,-3692.8795,3176.9067,558.6401,4606.3393,999.1349,-4386.7984,2116.2537,4750.1271,-5342.6369,784.8088,-1667.4267,3825.2052,1917.9067,6505.4452,4573.3625,2889.8177,5015.5029,1812.5910,-3284.4369,-3017.1582,-4610.5572,-2695.5547,-1329.5625,-4613.7622,3751.5462,-4451.6906,89.3551,1480.3976,-5423.6353,-5251.1020,3248.4275,-4461.8274,5212.6771,-4398.2834,-615.3522,-4685.2347,-3629.6721,1598.6296,-4924.6011,-2816.9478,183415.6306,181779.1726,178253.0575,186546.5846,184011.2396,173353.8448,173904.1217,178460.3905,85932940.7431,85914092.4636,85942123.9175,85949328.1068,180222.6591,85944690.9548,
