sl_100_86400_20240624 Coordinates.csv
2024/06/24 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:54 2024,
Start: 2024/06/24 07:47:00.00, Stop: 2024/06/25 07:47:00.00,
TIME_UNITS,STARLINK-5019 - X-Coordinate,STARLINK-2626 - X-Coordinate,STARLINK-3093 - X-Coordinate,STARLINK-32078 - X-Coordinate,STARLINK-31609 - X-Coordinate,STARLINK-2509 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-31721 - X-Coordinate,STARLINK-1202 - X-Coordinate,STARLINK-30822 - X-Coordinate,STARLINK-3516 - X-Coordinate,STARLINK-31461 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-3752 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-11177 [DTC] - X-Coordinate,STARLINK-31131 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-1594 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-2634 - X-Coordinate,STARLINK-5109 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-4676 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-4389 - X-Coordinate,STARLINK-4272 - X-Coordinate,STARLINK-3296 - X-Coordinate,STARLINK-5588 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-31026 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-31376 - X-Coordinate,STARLINK-31383 - X-Coordinate,STARLINK-30806 - X-Coordinate,STARLINK-5408 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-2044 - X-Coordinate,STARLINK-4785 - X-Coordinate,STARLINK-30462 - X-Coordinate,STARLINK-4317 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-5375 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-30165 - X-Coordinate,STARLINK-31315 - X-Coordinate,STARLINK-3528 - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-6116 - X-Coordinate,STARLINK-4089 - X-Coordinate,STARLINK-30593 - X-Coordinate,STARLINK-1499 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-6187 - X-Coordinate,STARLINK-31853 - X-Coordinate,STARLINK-6059 - X-Coordinate,STARLINK-2114 - X-Coordinate,STARLINK-30342 - X-Coordinate,STARLINK-4572 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-30127 - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-30540 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-3130 - X-Coordinate,STARLINK-1713 - X-Coordinate,STARLINK-30223 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-5131 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-2383 - X-Coordinate,STARLINK-32203 - X-Coordinate,STARLINK-31879 - X-Coordinate,STARLINK-2700 - X-Coordinate,STARLINK-4652 - X-Coordinate,STARLINK-6152 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-3311 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-3456 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-32347 - X-Coordinate,STARLINK-1538 - X-Coordinate,STARLINK-2433 - X-Coordinate,STARLINK-31994 - X-Coordinate,STARLINK-4580 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-3932 - X-Coordinate,STARLINK-32357 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-2626 - Y-Coordinate,STARLINK-3093 - Y-Coordinate,STARLINK-32078 - Y-Coordinate,STARLINK-31609 - Y-Coordinate,STARLINK-2509 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-31721 - Y-Coordinate,STARLINK-1202 - Y-Coordinate,STARLINK-30822 - Y-Coordinate,STARLINK-3516 - Y-Coordinate,STARLINK-31461 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-11177 [DTC] - Y-Coordinate,STARLINK-31131 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-1594 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-2634 - Y-Coordinate,STARLINK-5109 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-4676 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-4389 - Y-Coordinate,STARLINK-4272 - Y-Coordinate,STARLINK-3296 - Y-Coordinate,STARLINK-5588 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-31026 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,STARLINK-31383 - Y-Coordinate,STARLINK-30806 - Y-Coordinate,STARLINK-5408 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-2044 - Y-Coordinate,STARLINK-4785 - Y-Coordinate,STARLINK-30462 - Y-Coordinate,STARLINK-4317 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-30165 - Y-Coordinate,STARLINK-31315 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-6116 - Y-Coordinate,STARLINK-4089 - Y-Coordinate,STARLINK-30593 - Y-Coordinate,STARLINK-1499 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-6187 - Y-Coordinate,STARLINK-31853 - Y-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-2114 - Y-Coordinate,STARLINK-30342 - Y-Coordinate,STARLINK-4572 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-30127 - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-30540 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-3130 - Y-Coordinate,STARLINK-1713 - Y-Coordinate,STARLINK-30223 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-5131 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-2383 - Y-Coordinate,STARLINK-32203 - Y-Coordinate,STARLINK-31879 - Y-Coordinate,STARLINK-2700 - Y-Coordinate,STARLINK-4652 - Y-Coordinate,STARLINK-6152 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-3311 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-3456 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-32347 - Y-Coordinate,STARLINK-1538 - Y-Coordinate,STARLINK-2433 - Y-Coordinate,STARLINK-31994 - Y-Coordinate,STARLINK-4580 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-3932 - Y-Coordinate,STARLINK-32357 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-2626 - Z-Coordinate,STARLINK-3093 - Z-Coordinate,STARLINK-32078 - Z-Coordinate,STARLINK-31609 - Z-Coordinate,STARLINK-2509 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-31721 - Z-Coordinate,STARLINK-1202 - Z-Coordinate,STARLINK-30822 - Z-Coordinate,STARLINK-3516 - Z-Coordinate,STARLINK-31461 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-11177 [DTC] - Z-Coordinate,STARLINK-31131 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-1594 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-2634 - Z-Coordinate,STARLINK-5109 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-4676 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-4389 - Z-Coordinate,STARLINK-4272 - Z-Coordinate,STARLINK-3296 - Z-Coordinate,STARLINK-5588 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-31026 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,STARLINK-31383 - Z-Coordinate,STARLINK-30806 - Z-Coordinate,STARLINK-5408 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-2044 - Z-Coordinate,STARLINK-4785 - Z-Coordinate,STARLINK-30462 - Z-Coordinate,STARLINK-4317 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-30165 - Z-Coordinate,STARLINK-31315 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-6116 - Z-Coordinate,STARLINK-4089 - Z-Coordinate,STARLINK-30593 - Z-Coordinate,STARLINK-1499 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-6187 - Z-Coordinate,STARLINK-31853 - Z-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-2114 - Z-Coordinate,STARLINK-30342 - Z-Coordinate,STARLINK-4572 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-30127 - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-30540 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-3130 - Z-Coordinate,STARLINK-1713 - Z-Coordinate,STARLINK-30223 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-5131 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-2383 - Z-Coordinate,STARLINK-32203 - Z-Coordinate,STARLINK-31879 - Z-Coordinate,STARLINK-2700 - Z-Coordinate,STARLINK-4652 - Z-Coordinate,STARLINK-6152 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-3311 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-3456 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-32347 - Z-Coordinate,STARLINK-1538 - Z-Coordinate,STARLINK-2433 - Z-Coordinate,STARLINK-31994 - Z-Coordinate,STARLINK-4580 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-3932 - Z-Coordinate,STARLINK-32357 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4868.4317,-4702.4517,3196.1490,772.2100,-3747.0106,6505.6945,-4511.4842,2173.1372,-529.1180,-379.4571,-6009.6411,-6728.4940,2853.4996,-6574.4631,4093.6398,-620.9618,1107.9410,-6856.8560,-2840.2438,-1388.5438,-688.3375,-5000.9523,-3964.6734,-456.2650,3076.2095,-4147.8932,-5456.3291,1847.2874,3982.0446,5938.7294,-4370.4305,960.7138,3101.0655,3274.3675,-2189.9990,-3904.5315,-1883.8215,-5270.6270,406.4659,-4453.5007,4823.2131,-3324.7134,-6804.8112,-3373.3755,-354.2868,6769.7277,1875.2152,1584.5118,3627.9617,849.5250,-3810.4345,-1888.2319,-4974.7076,2098.0014,-4679.9173,4716.7109,4103.2908,-4318.7625,5012.8123,1005.1494,-5895.6386,-6256.3979,-4273.2361,-2117.8184,-3210.3800,-2395.3744,1882.5067,4760.8139,-5913.5982,6126.1578,-1511.8972,1909.8185,6071.2858,2072.6828,829.4478,-1588.4285,-4085.5399,5070.5361,-315.6517,-3421.4383,-2318.5523,0.0000,-1302.0418,-4556.6925,6057.6639,5801.5329,-5394.0035,-3364.1710,-4798.5442,6696.9266,-3950.4172,0.0000,-1419.6676,1810.4782,-4052.9581,-4245.0212,6273.4344,5627.5642,5959.2934,0.0000,-52117.7145,-22518.9786,-37343.5941,-42813.5394,-36404.7025,-39498.5454,-34022.5440,-39616.1036,-252814212.5222,-252795561.6014,-252800927.9483,-252825426.4282,-37931.2530,-252817630.3077,669.9848,1562.2297,428.1395,5919.7370,-4014.4478,-615.3489,-2340.2649,-6305.4827,5709.6125,-6835.8179,258.2272,883.0513,-4213.6081,-1310.3817,1012.6710,6791.1221,-6610.8843,-304.6996,761.6175,4519.8632,-5693.5615,-3674.1754,2773.9213,4169.0887,3221.3897,-730.6692,2289.8679,5750.4430,-4984.5109,3261.7383,5164.0030,-966.2052,-4329.6821,5535.1656,6581.8504,-5714.1494,6069.7668,3134.9724,-6279.4889,-4387.1096,-2698.8615,3859.3527,949.5173,-3693.4191,4245.2584,-166.5823,-6668.6193,-61.8443,-2127.0768,-6884.8638,-1772.3214,-5304.9378,1070.9695,6481.2176,4914.6920,-2956.0006,3862.4828,-1576.6492,-1119.4812,-4729.2208,3318.7889,1028.8892,4627.9711,-2293.3529,5744.9997,6380.5925,-1941.5454,1617.2000,-1692.6869,-3213.6881,6610.1979,4791.7908,804.9801,-5439.1796,-5128.3783,-4819.8073,-895.3527,-1830.5488,-6727.9945,5774.4750,3465.7578,0.0000,-6075.4957,5069.4745,2651.6547,-3803.6663,4303.0041,-2588.5333,-1854.5971,-1608.1051,1271.4013,0.0000,-4403.3417,6330.5186,-5417.5161,837.6882,220.6884,-1197.9523,-2604.2882,0.0000,-334928.6885,-331614.3840,-343841.7448,-339887.9578,-344608.8070,-342030.9780,-335557.4332,-337594.2954,41493519.3754,41498603.8376,41491093.6979,41518169.1645,-338103.2552,41510261.2939,-4927.1532,4828.0623,6148.2981,3034.3532,4092.8242,-2312.6137,-4623.9559,-1440.4819,3876.5813,1144.6846,3414.4965,-722.5002,4682.3785,1713.2465,-5502.2413,-1286.9068,-1851.9958,-1022.0224,6288.9898,4808.2559,-3782.4679,-2945.5445,-4975.5510,5507.2012,5296.7266,-5494.6656,-3467.0578,-3383.8328,2696.4299,-1570.6966,-883.3138,6798.4232,-4424.5388,-2561.1310,112.4462,-660.6566,-2791.1198,3198.7698,2624.6509,2804.2385,-4200.0962,4673.0802,822.9833,4769.6758,-5483.1758,1436.2714,-395.7109,6749.6718,5485.0017,-56.8081,5499.4782,-3862.3471,-4722.2963,421.6813,-1351.2488,-3948.2124,-4047.0073,5162.8278,4534.5180,-4815.2196,-1599.5113,2803.5030,2613.7029,-6220.2959,2166.9677,-1307.6952,6386.7320,-4663.9527,3198.5414,511.7632,747.2585,-4645.4260,-3007.3922,3731.9478,4590.2609,4730.0274,5512.0660,-4342.9673,1571.4690,1220.8891,-5539.6546,0.0000,2808.6506,1237.9239,2030.2034,-158.1851,708.1882,-5469.0583,-4489.3423,-688.4451,5527.1832,0.0000,-5164.8092,-2163.7659,874.0365,5390.7155,-2962.1437,3895.3737,-2366.4410,0.0000,-150072.7553,-150970.3213,-154482.6035,-145765.7782,-149013.6373,-159637.5601,-158218.1159,-152632.2568,64853091.1443,64833962.8026,64862647.7224,64860479.3178,-152372.2785,64864289.6923,
3600.000,767.6018,5104.4327,-6205.4046,-3596.8238,6077.8113,-3775.1699,6302.6472,543.0163,-1307.7266,2700.9526,6570.0116,4359.8690,1489.7046,4641.1776,-5474.0939,-1584.8006,-906.5934,6155.6351,4712.4286,-3639.7013,3765.6232,6631.6974,58.3527,-3345.4801,-4923.5499,4097.0601,5191.7500,-3715.2453,-2871.5124,-3917.2836,1626.4937,549.3830,-1928.5261,-4674.7235,-372.3764,3352.6319,-1583.6047,1512.5121,3127.9116,4196.2150,-3791.1269,2277.8799,4598.4149,6150.9386,-3794.0420,-4472.0814,702.6222,-4250.1989,-840.3865,1518.7814,5836.4263,4864.1072,4029.5459,-3391.9911,1769.9022,-627.2412,-6530.1958,3873.9959,-1457.1426,3585.5342,5899.0572,3617.7108,2174.7384,3021.9590,1823.4431,-551.1886,-6145.1701,-6779.8775,6908.5610,-4198.1545,-1258.0622,-5327.2929,-6454.3998,-615.9047,2925.8231,5105.6896,5235.9164,-1399.4008,1794.9766,-202.0793,-1032.9272,0.0000,4130.1322,1720.7945,-4623.2815,-3440.1093,2660.7338,5154.5810,6328.8792,-5222.6901,2369.7693,0.0000,4708.2420,-3238.6915,4353.1568,2192.9638,-4196.5013,-6695.7419,-2676.3657,0.0000,34360.2825,62004.9116,46536.6407,42808.2380,49546.1268,46238.7606,50517.4768,49340.4882,-254903428.5834,-254885096.3866,-254884395.6782,-254915459.2799,47530.9651,-254906047.2544,-2283.1134,-4467.7218,1288.7032,-1810.6763,3169.9814,2554.9086,-1179.2802,6300.9677,-6802.5593,4932.9693,-2035.9533,-3348.0181,4101.3033,-1157.8467,2588.6171,-6331.5176,6155.7743,-1884.9076,-3925.5919,-3101.9548,5731.1137,1577.2960,-4550.2279,-4979.4567,685.5271,-3521.8268,-4359.6098,-5773.1013,6106.9075,-1397.6646,-5898.6555,-4175.3331,6615.0096,-4769.3715,-6002.0440,4490.3031,-4864.9752,-3942.3941,3908.2697,366.5011,5645.3412,-6445.0086,-2470.1368,2909.2778,-3733.5776,2063.1218,5862.2008,-3892.6728,5340.8117,5886.0083,-1521.2784,1769.8782,-4738.8394,-4402.2456,-4636.6672,5183.3730,-2077.1265,-2792.6742,4114.5013,2962.0105,-817.9781,-3621.7153,-6320.4046,-2263.4539,-6339.9710,-5521.6142,1724.9252,592.8880,-576.8888,4636.0334,-5935.5802,-3604.3389,2011.6750,6882.8283,3177.6809,3318.7661,-2858.2681,3970.5912,6087.0224,-5324.4703,-5696.2239,0.0000,2812.2639,-4745.1148,320.2027,4915.2415,-5129.1313,-1301.3995,-1766.2667,2870.9581,-5113.3360,0.0000,4606.0291,-5724.2818,2228.7867,-4653.1997,2883.8680,1646.7368,3612.6718,0.0000,-338797.5956,-327145.1937,-343120.5735,-338344.4085,-343928.1856,-341977.0051,-334877.1809,-337187.8723,-25401828.1935,-25391015.2053,-25398745.4497,-25384237.0674,-337217.5461,-25385592.9111,6510.7848,-1428.9535,-2864.1229,-5361.1528,109.9923,5210.9871,2451.2397,-2566.9640,131.5026,-4080.2348,778.0828,4031.1534,-5377.5179,-5005.5391,3355.8504,-2363.4919,-3114.6562,-2596.3892,-3280.7502,-4770.8598,374.1549,-837.5270,5225.3062,-3477.8077,-4832.5285,4312.8300,-1012.8123,-863.8418,1575.6376,5557.9758,-3026.5451,-5527.9969,618.0032,-1812.8490,-3467.3887,-4124.7148,4674.8769,-5487.2329,-4641.7710,-5412.6431,1368.4412,-1087.8945,-4546.8233,-1266.0111,4442.6307,-4870.0380,3633.2791,-3878.7177,-4325.0581,-3351.2381,-3419.2957,4437.2692,3063.2766,3955.7486,4812.1725,4378.3357,1055.3338,-5013.7854,-5294.8036,4968.5244,-3597.6928,-4687.2010,1355.6074,5828.2051,2124.8487,4153.1949,-2744.3604,801.2877,236.9996,2990.9512,3107.7052,2590.7543,-914.9909,372.3822,-5435.2168,-3344.9118,-3529.5543,5482.0105,2750.2723,-4272.3195,3797.8406,0.0000,-4653.8281,-4750.6907,-5142.3612,3475.2739,-3846.7891,4418.6753,1835.7566,-3521.4604,-4021.3422,0.0000,2142.8306,-2180.4999,-4761.2592,-4634.8428,4701.2216,881.8010,5250.4876,0.0000,-149567.5752,-150096.5038,-152780.4795,-146304.6497,-146245.1003,-156429.4678,-159234.1680,-151561.2640,64889279.7571,64870581.2366,64895939.5807,64903097.0477,-151404.0111,64901401.5861,
7200.000,2623.1098,-3599.6651,6460.7155,5543.7414,-5333.5529,93.6885,-5674.2467,-3641.4514,2642.5413,-4964.1923,-4181.5892,-128.0224,-5094.2437,-1589.1854,5282.4535,3768.0737,-744.4114,-3250.3690,-5092.4468,6585.7974,-5056.9663,-5376.4879,3062.8215,5193.3791,5826.9388,-3537.4708,-2116.0279,4154.6062,113.8062,1386.5383,2478.9244,-3599.1262,113.2536,4455.3694,3504.6619,-2428.7825,5055.0086,2689.2071,-6021.0676,-3489.0517,1689.2273,-523.2275,-668.6339,-6097.5338,6215.1395,796.8519,-3806.2636,2972.3763,-1170.5185,-4091.2768,-5996.0793,-6366.9676,-2375.1069,4156.2757,2500.4635,-3090.3789,6439.9374,-3229.9289,-1670.0217,-6569.0897,-1639.7350,-287.5278,1343.2154,-4327.1727,922.6115,4023.8532,6431.2061,5385.4503,-5306.3829,459.9251,4239.4598,6637.0119,3596.3933,-1251.2717,-6096.3565,-6798.8007,-4975.8826,-1989.0997,-3341.1490,4365.0515,3045.5142,0.0000,-6017.0102,2444.0038,2375.3539,-471.6491,1347.2653,-5754.6232,-5030.8595,1408.7010,-937.4704,0.0000,-5634.8554,3879.0557,-3757.9729,-503.9839,1454.6025,4347.3933,-1587.1727,0.0000,119742.4582,142680.2264,127771.6960,125800.8854,132591.2215,129546.1312,132390.6374,128510.7846,-239596791.9480,-239580374.0278,-239574680.0462,-239601154.1161,130166.4799,-239598490.5273,4731.2195,5173.9629,-1463.4118,-2614.1152,-653.9594,-4837.6458,3602.6085,-3432.3582,4933.7118,-1600.0085,3173.6394,5274.2824,-3804.0602,4302.7801,-4408.7086,3595.5946,-2956.9465,3999.5086,4434.9728,1326.1585,-3287.2056,1411.0851,5761.5020,4536.1161,-3474.6113,5929.7624,4454.9565,3141.0653,-4887.3750,-2441.6043,4328.5221,5856.0606,-5936.6412,1616.7750,3670.4396,-508.4630,2901.1071,4651.4332,-521.4795,4148.2626,-6333.4032,6115.0199,4231.2839,-1181.0628,2991.9567,-4396.5428,-3397.0003,6138.6626,-6802.9784,-2994.6676,3387.0434,1768.4509,6504.4626,-191.1385,3678.4648,-5886.3218,-197.8714,5865.9351,-6228.0499,-1171.5964,-968.5205,5833.4177,5106.9790,5017.8894,4546.4260,3397.0087,639.6220,-2223.6353,2720.1457,-5074.2393,2653.7502,1747.3835,-4057.3930,-5301.3515,-1360.7512,-1420.3234,4776.4310,-5785.4890,-2783.4797,3246.8319,6220.8087,0.0000,1155.8188,3659.2841,-4094.4670,-5063.0638,4955.5029,3790.9829,4059.5188,-3915.4395,6854.8496,0.0000,-3404.3145,2486.0964,2593.6500,6829.7571,-5731.7265,-1593.0011,-4630.9789,0.0000,-320442.0384,-301580.5170,-320701.4197,-315285.5084,-321522.3805,-319767.1809,-313449.1548,-315567.8228,-90546637.0860,-90530958.7476,-90536109.5040,-90534604.3999,-315051.7149,-90530383.2871,-4373.6771,-2875.6705,-2122.9674,2701.6771,-4260.8583,-4968.3053,1394.9981,4627.0978,-4086.9118,4572.1988,-4516.1615,-4331.6163,2723.7359,5171.4911,815.6543,4573.6053,6236.5700,4634.6193,-1670.2766,644.7432,3271.2725,4021.5931,-2364.9445,-691.0680,1396.8321,-474.0012,4750.9379,4546.7631,-4917.4458,-6365.5424,4644.2855,974.8614,3545.9991,5031.6940,4720.4541,6482.6853,-3770.3884,4350.3431,3157.6206,4185.1378,2263.5136,-3200.2459,5424.3180,-3053.1406,-775.2867,5277.9609,-4708.3043,-1315.2204,454.9078,4724.6768,-769.2929,-1709.0896,415.3645,-5417.3988,-5305.5734,-1525.3714,2553.1619,1733.0921,2323.3174,-1380.6678,6675.2082,3732.6728,-4327.5823,-2112.9751,-5155.9867,-4523.5761,-2551.3133,3601.8360,-3552.8019,-4714.3253,-4645.9884,1000.1987,4127.4493,-4272.5254,3009.2127,-43.1535,-636.9143,-3241.3620,-5386.2119,4111.0130,232.8914,0.0000,2996.0819,5341.2595,5036.3514,-4727.1784,4653.8320,-645.2896,2173.1498,5519.1163,-6.1921,0.0000,2158.7066,5164.2892,5057.9186,980.1909,-3634.7616,-5195.3401,-4895.9807,0.0000,-149095.7860,-149222.6167,-150694.2839,-147768.9019,-143959.3162,-152297.7743,-159474.9263,-150069.9883,64926223.1985,64907490.5246,64929374.5836,64944261.9113,-150420.5622,64938483.2728,
