sl_100_86400_20241028 Coordinates.csv
2024/10/28 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:40 2024,
Start: 2024/10/28 07:47:00.00, Stop: 2024/10/29 07:47:00.00,
TIME_UNITS,STARLINK-6137 - X-Coordinate,STARLINK-6244 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-4107 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-11089 [DTC] - X-Coordinate,STARLINK-4761 - X-Coordinate,STARLINK-6184 - X-Coordinate,STARLINK-5670 - X-Coordinate,STARLINK-3965 - X-Coordinate,STARLINK-30231 - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-5783 - X-Coordinate,STARLINK-5395 - X-Coordinate,STARLINK-30958 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-31625 - X-Coordinate,STARLINK-5772 - X-Coordinate,STARLINK-3174 - X-Coordinate,STARLINK-4467 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-30794 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-5432 - X-Coordinate,STARLINK-5878 - X-Coordinate,STARLINK-5113 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-11147 [DTC] - X-Coordinate,STARLINK-31392 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-3144 - X-Coordinate,STARLINK-30508 - X-Coordinate,STARLINK-3069 - X-Coordinate,STARLINK-5020 - X-Coordinate,STARLINK-6259 - X-Coordinate,STARLINK-30469 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-4405 - X-Coordinate,STARLINK-3347 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-4213 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-5903 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-2371 - X-Coordinate,STARLINK-2224 - X-Coordinate,STARLINK-1677 - X-Coordinate,STARLINK-30214 - X-Coordinate,STARLINK-1357 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-4641 - X-Coordinate,STARLINK-32130 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-5799 - X-Coordinate,STARLINK-30554 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-32081 - X-Coordinate,STARLINK-30609 - X-Coordinate,STARLINK-6041 - X-Coordinate,STARLINK-4428 - X-Coordinate,STARLINK-6052 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-5733 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-32367 - X-Coordinate,STARLINK-4184 - X-Coordinate,STARLINK-5239 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-5635 - X-Coordinate,STARLINK-1169 - X-Coordinate,STARLINK-1775 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-1266 - X-Coordinate,STARLINK-30286 - X-Coordinate,STARLINK-3648 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-3949 - X-Coordinate,STARLINK-4195 - X-Coordinate,STARLINK-5972 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-4201 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-3680 - X-Coordinate,STARLINK-30885 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-3344 - X-Coordinate,STARLINK-4691 - X-Coordinate,STARLINK-1789 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-6244 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-4107 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-11089 [DTC] - Y-Coordinate,STARLINK-4761 - Y-Coordinate,STARLINK-6184 - Y-Coordinate,STARLINK-5670 - Y-Coordinate,STARLINK-3965 - Y-Coordinate,STARLINK-30231 - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-5783 - Y-Coordinate,STARLINK-5395 - Y-Coordinate,STARLINK-30958 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-31625 - Y-Coordinate,STARLINK-5772 - Y-Coordinate,STARLINK-3174 - Y-Coordinate,STARLINK-4467 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-30794 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-5432 - Y-Coordinate,STARLINK-5878 - Y-Coordinate,STARLINK-5113 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-11147 [DTC] - Y-Coordinate,STARLINK-31392 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-3144 - Y-Coordinate,STARLINK-30508 - Y-Coordinate,STARLINK-3069 - Y-Coordinate,STARLINK-5020 - Y-Coordinate,STARLINK-6259 - Y-Coordinate,STARLINK-30469 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-4405 - Y-Coordinate,STARLINK-3347 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-4213 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-5903 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-2371 - Y-Coordinate,STARLINK-2224 - Y-Coordinate,STARLINK-1677 - Y-Coordinate,STARLINK-30214 - Y-Coordinate,STARLINK-1357 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-4641 - Y-Coordinate,STARLINK-32130 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-5799 - Y-Coordinate,STARLINK-30554 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-32081 - Y-Coordinate,STARLINK-30609 - Y-Coordinate,STARLINK-6041 - Y-Coordinate,STARLINK-4428 - Y-Coordinate,STARLINK-6052 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-5733 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-32367 - Y-Coordinate,STARLINK-4184 - Y-Coordinate,STARLINK-5239 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-5635 - Y-Coordinate,STARLINK-1169 - Y-Coordinate,STARLINK-1775 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-30286 - Y-Coordinate,STARLINK-3648 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-3949 - Y-Coordinate,STARLINK-4195 - Y-Coordinate,STARLINK-5972 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-4201 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-3680 - Y-Coordinate,STARLINK-30885 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-3344 - Y-Coordinate,STARLINK-4691 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-6244 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-4107 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-11089 [DTC] - Z-Coordinate,STARLINK-4761 - Z-Coordinate,STARLINK-6184 - Z-Coordinate,STARLINK-5670 - Z-Coordinate,STARLINK-3965 - Z-Coordinate,STARLINK-30231 - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-5783 - Z-Coordinate,STARLINK-5395 - Z-Coordinate,STARLINK-30958 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-31625 - Z-Coordinate,STARLINK-5772 - Z-Coordinate,STARLINK-3174 - Z-Coordinate,STARLINK-4467 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-30794 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-5432 - Z-Coordinate,STARLINK-5878 - Z-Coordinate,STARLINK-5113 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-11147 [DTC] - Z-Coordinate,STARLINK-31392 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-3144 - Z-Coordinate,STARLINK-30508 - Z-Coordinate,STARLINK-3069 - Z-Coordinate,STARLINK-5020 - Z-Coordinate,STARLINK-6259 - Z-Coordinate,STARLINK-30469 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-4405 - Z-Coordinate,STARLINK-3347 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-4213 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-5903 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-2371 - Z-Coordinate,STARLINK-2224 - Z-Coordinate,STARLINK-1677 - Z-Coordinate,STARLINK-30214 - Z-Coordinate,STARLINK-1357 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-4641 - Z-Coordinate,STARLINK-32130 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-5799 - Z-Coordinate,STARLINK-30554 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-32081 - Z-Coordinate,STARLINK-30609 - Z-Coordinate,STARLINK-6041 - Z-Coordinate,STARLINK-4428 - Z-Coordinate,STARLINK-6052 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-5733 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-32367 - Z-Coordinate,STARLINK-4184 - Z-Coordinate,STARLINK-5239 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-5635 - Z-Coordinate,STARLINK-1169 - Z-Coordinate,STARLINK-1775 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-30286 - Z-Coordinate,STARLINK-3648 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-3949 - Z-Coordinate,STARLINK-4195 - Z-Coordinate,STARLINK-5972 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-4201 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-3680 - Z-Coordinate,STARLINK-30885 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-3344 - Z-Coordinate,STARLINK-4691 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5041.5371,1262.9052,-1770.3614,-937.4524,-150.0138,-801.3010,-4726.1214,-4803.7711,-3724.9939,5247.4518,-5071.6950,-3431.7791,5345.7530,-3867.9312,-6352.5046,-2854.4283,-4355.7305,1635.3284,906.9785,-2167.3438,-3480.0167,1876.7070,5925.8613,421.4937,5590.7307,5881.7752,1766.1695,3884.6773,-1608.4766,-5156.6019,-743.6415,-3292.7825,1642.3015,5466.5377,418.3544,2436.8884,6627.8982,5577.3323,6594.3896,5145.6435,4842.9973,5515.3554,-2998.6139,-1280.6368,-2306.5410,2201.3903,-4359.8924,2659.8431,1308.1754,-6496.3578,4818.7962,379.7254,-2770.5434,-6756.3285,3564.7563,-6276.4027,-5025.0610,-293.0828,810.5471,6554.9372,6739.1822,5041.8994,-150.5071,-2809.9692,-794.0055,-3511.6807,-5825.5824,3032.2521,3910.9380,-4842.6677,-4387.8951,4374.9920,1047.7140,-2906.6076,-4720.0349,-1028.9910,5485.7651,5398.2772,-5569.0240,-3940.6294,4973.6317,-2826.2603,13.8451,4178.8879,6728.9992,-1881.4987,-4855.3374,4959.0378,-4901.4949,2793.2428,-4764.1123,485.5389,4313.3653,5579.5856,1145.1261,2656.8740,6016.1283,-2872.2579,1089.7858,-3913.4640,-383474.1355,-398695.6697,-379876.7580,-380678.5035,-380264.2138,-380634.0687,-389115.3980,-383963.3334,-120267719.9422,-120269841.4905,-120254004.7083,-120266382.0105,-384880.7394,-120261508.5313,3409.8659,6169.5446,-4051.2560,6135.7485,-6836.9519,-6511.1850,4095.0306,4952.7429,3504.6537,-1975.6067,378.1598,-3747.9387,4126.2049,5464.5556,-2724.2312,-4925.6929,-4990.7097,4833.3019,6335.4611,4480.8266,2624.8068,-4306.9693,-428.0430,4650.1613,1009.4511,-927.2252,-2329.8200,-1790.3802,3828.7934,3217.4885,6009.7858,4254.7942,5349.6053,4161.2538,-5288.3376,1640.2168,-1156.5084,581.3109,-262.8527,1725.2613,4806.9014,-3258.9010,5799.3651,-5264.1922,4168.2402,3747.5910,-3280.8309,5673.7435,-4002.9299,1889.9420,44.2723,6626.9858,-6077.4197,-464.7025,-3054.7411,-2202.5438,-3362.3870,6838.8285,6875.8662,-2073.3364,1506.1155,-1364.6164,-5905.6897,3727.7936,-5711.0006,4127.5264,-3592.8054,-2439.5450,-2248.5488,-2852.5768,2857.1312,-3084.3936,495.7480,-5335.0376,-356.6999,6088.6251,-1266.6275,-1092.8179,3848.7306,3227.6927,-2361.5434,-3432.8061,-6177.2879,5298.6663,-1371.2802,5200.6004,-4370.3894,3674.1597,1343.8878,-5827.0486,-5033.4264,5824.3294,-1829.1143,-3623.5968,5920.0724,4366.9606,-1525.6276,-3106.3978,-3994.9269,2305.5927,101888.6673,131580.1271,123183.8720,116964.7815,125083.3347,121237.3721,121950.2297,118700.4593,-81301746.8706,-81305568.6749,-81311886.8767,-81311936.6693,120203.7077,-81321204.5569,-3334.0061,-2914.9576,-5326.1421,-3069.9179,-1058.6457,2191.8826,2487.4419,-503.9505,-4692.8508,-4090.3983,-4696.1229,-4727.4814,965.1648,-1826.0152,575.4239,-3969.7158,2108.8342,-4533.2865,2667.0727,-4809.5392,-5405.9882,5069.9130,-3587.2852,4849.0251,-4014.3142,3548.7855,-6312.0490,5428.2963,5523.6332,-3309.2009,2909.6348,-4200.9846,-4087.1332,-833.6332,-4475.9708,-6304.6355,-1674.4543,4073.6109,-2138.7707,-4347.7232,478.7928,-2685.6879,-2293.2827,4305.1954,5006.9517,5133.3390,-4288.6638,2966.2217,-5254.3927,1458.4793,4953.9745,1969.9142,1867.8431,-1460.2294,-5096.0635,1891.4027,3160.2569,1110.0386,209.0403,775.1708,648.8904,4553.8547,3615.1395,-4865.5493,-3660.0810,-4337.2670,-1217.2348,5740.8911,-5291.7330,-4071.9647,4513.2055,4400.9387,-6849.9162,3028.0588,5036.4171,3110.8251,-4035.2677,-4222.9198,-1455.5950,-4695.4967,4194.0801,-5313.5615,3145.9404,1512.9730,-990.9827,4076.0897,2272.6304,3173.5117,-4727.8565,-2474.6971,275.8117,3692.1285,-4847.5474,-1926.9039,3397.5077,4678.1782,3121.8166,5466.1184,5532.7289,-5232.2945,42283.1282,39477.2485,36243.6170,44536.3843,41863.3433,31176.4460,32063.3381,38309.0325,58388922.8111,58413197.7096,58404285.0974,58382617.0018,38194.9929,58388478.5273,
3600.000,-5048.7070,-3775.1514,5296.2106,-663.8864,1680.2214,2676.5106,3036.3483,2317.1773,1191.2656,-2247.0213,6145.5134,5960.9239,-5377.3438,1864.6997,6268.7944,4958.3370,3032.8780,-5443.3828,-3500.4263,-2158.1022,6716.4611,2510.2252,-6190.3069,-4629.3258,-6837.7845,-3276.5996,-1245.0900,-1131.7050,-2370.0609,1355.6747,-1481.0412,667.9362,-3911.0498,-5574.4471,3520.8882,-2657.9717,-4232.3208,-4120.2493,-4399.0427,-2120.3535,-5064.7276,-6349.2241,1543.1087,3667.4134,424.4489,-5221.8486,6673.4320,-4499.8692,3870.9284,5470.1719,-6128.0966,-2350.8034,4339.1391,6216.3901,-2559.9920,6432.9330,4016.1650,-1869.6569,-2288.7020,-4146.7606,-5686.0873,-4458.9705,1966.8668,708.7215,3523.4917,1387.3917,4024.5360,-6600.8507,603.2880,6821.6879,305.0577,-2881.7429,4144.9953,3968.4385,2874.0578,-552.0872,-2088.1460,-2976.0940,2631.2415,-216.4249,-1137.4612,4974.2800,2424.0392,-4986.8230,-5494.7315,-2212.4223,4422.1638,-748.6949,3400.1603,408.4201,5546.2332,-2410.1293,-3967.8929,-2420.6977,-2980.3338,-5833.5880,-6480.7053,6073.3774,2824.4206,383.1238,-396153.9291,-419520.3456,-397154.4495,-399407.5449,-398456.7107,-398286.6750,-406456.5854,-404300.4743,-95051682.9556,-95058673.8034,-95040234.6431,-95052940.7747,-402965.0346,-95044419.6411,456.6365,-3424.7909,3644.4796,-6778.2293,5885.0844,3694.9896,-5442.0726,-4862.7408,-6212.6017,4714.5462,-2981.4011,755.7057,-567.7334,-6419.9569,347.0839,1476.7674,2204.1803,-3585.6599,-3766.8657,-3871.6728,-1586.4581,3941.2711,3114.5048,-1458.6474,-969.7097,3896.2025,5994.6864,5113.3553,-5086.2934,-3969.2708,-6194.4516,-6705.7190,-5713.9111,-2278.2798,4219.6842,2971.6386,3360.4113,3217.6303,2892.0403,1153.9252,-2465.7212,1028.2100,-6407.6563,5855.9948,-6681.7530,526.7549,1059.7029,-2393.5626,3901.2285,-3159.9675,2757.1595,-4056.6067,3133.8775,-1100.9121,6125.2537,650.1886,-870.0940,-6190.6245,-5060.1630,3204.3029,1131.5984,4797.8879,6628.6021,-6650.8688,2095.7506,-6586.2732,1813.1599,1640.5746,2501.1376,569.0085,-4272.0601,6033.0833,-1641.1391,979.8641,-3640.3858,-6797.9703,3607.5713,4376.7664,-4175.6232,-4367.1951,4043.9969,-327.7071,6492.5162,-3883.9676,3325.9736,-3532.2076,974.8938,-2128.3152,-4958.3800,4430.9776,2693.2309,-6471.2074,5388.9264,4046.0114,-6204.3447,-2500.5204,1763.9077,1048.2674,5083.0817,-4845.4925,2417.8807,27765.9074,20952.8411,15859.2931,24628.1013,21022.4727,20441.4632,20478.4288,-109666005.6900,-109668350.1669,-109669257.4610,-109681480.5309,19287.0271,-109684912.7693,4724.4179,4694.8637,2545.0174,-1234.1282,-3229.4835,-5205.2474,2544.1328,4333.0515,2836.4649,4554.5336,1087.7284,3454.4831,-4164.8012,-1858.0463,2941.6927,4610.5855,-5857.9695,2000.2989,-4662.0633,5302.2084,778.8085,-5107.6090,286.3073,-4678.9225,-791.6152,-4718.0413,3284.7162,-4526.6455,-4053.1575,5492.3081,2145.4820,1045.5315,127.5071,-3410.3043,4222.7175,5686.3490,4331.3757,-4566.1325,4504.9271,6510.8628,3875.0657,-2627.5784,-2100.6798,-500.2546,-1752.9419,-4224.2315,1553.1998,-4711.6914,3861.3775,2826.7293,-1657.3402,-5100.0610,-4419.5483,-2851.0015,1959.2282,2455.5586,-5454.3127,2499.7764,-4142.2884,-4521.2211,-3814.3122,-2293.8449,481.9777,812.9828,5448.4916,1666.6461,5364.0891,-1401.7658,6448.6821,1109.1126,-5437.8379,-1857.8669,5315.7106,-5428.8502,-5138.9483,1161.2874,5519.4721,4472.4187,4847.7834,5360.4615,-5511.1165,4797.6779,309.2332,2805.8858,-2626.1376,-5476.8762,-5234.8602,-6569.2664,3450.3312,5288.6244,3170.9945,432.2114,773.6658,5064.1879,772.9134,-2807.4153,1795.6190,-3153.5694,-3755.5883,4922.9864,40450.2330,37721.2595,35466.9521,41288.1562,41932.0888,31881.1137,28545.5891,36217.3433,58363866.9302,58390650.5044,58380318.1694,58357033.2498,36558.3926,58366540.3523,
7200.000,4387.1998,5892.3188,-6239.0387,2323.8676,-3418.3691,-4812.3646,1267.0259,1821.5788,1073.7337,-740.5629,-4691.6257,-6714.6284,3766.5185,1208.2589,-4253.3945,-6202.4235,-2091.6521,6414.9359,5756.6130,5608.7434,-5401.0323,-5715.2025,4176.4044,6602.7861,4705.8411,300.9930,1246.9137,-918.1845,4650.3189,2836.0012,3484.5014,1968.2576,4429.0293,3970.7854,-6240.9840,3487.7486,627.8293,2215.2064,1189.8426,-229.2178,3693.8494,2632.2090,1141.7309,-4355.6190,1139.6092,5802.0720,-6510.1363,5761.9222,-6152.2980,-1889.7010,5002.8498,4681.9735,-5378.1058,-3126.9988,1046.8708,-4025.9379,-2514.0046,3991.0868,3984.9187,-24.9996,3031.3603,2725.8456,-3101.2520,1546.8291,-5808.4507,803.1684,-1636.3187,5760.4719,-4415.6384,-6261.2541,3286.3916,749.4906,-6904.7810,-4500.0604,-1233.5739,2266.3762,-1258.8554,438.0523,1723.6166,3728.1584,-2493.9050,-6090.6133,-4053.4376,4320.5229,2145.6911,5853.5588,-3540.4213,-2212.8022,-1528.8756,-4311.7546,-4962.1368,3414.7770,1289.6888,-1937.8395,3760.2487,6882.7427,3574.1993,-6802.5383,-4892.9534,2253.4830,-383601.9564,-413548.8069,-388873.0047,-392500.1861,-390893.5808,-390911.5005,-397458.9542,-393511.5024,-63353643.0688,-63366490.1870,-63347567.9930,-63352882.1591,-395007.2183,-63345700.7249,-4254.6082,66.3848,-2384.3944,4458.6748,-2458.6128,140.5803,3876.9071,3805.9386,6816.4415,-6506.9342,3967.5533,1739.9410,-3806.1652,5215.9637,2814.5153,1861.7474,2339.3880,1129.1785,441.7093,3180.5224,-819.2177,-3371.6512,-4538.7159,-1272.3839,192.5526,-6227.3670,-6646.7762,-6810.4330,5120.8209,4643.3803,2235.7170,5859.8864,3634.2477,-1293.9381,-2665.8877,-5740.2621,-5347.6538,-6156.4374,-5417.1494,-4895.1907,-1868.2321,974.8681,4457.8502,-3974.9559,6302.8626,-3389.5798,1135.7555,-1360.6141,-2547.6524,3913.4872,-3947.0676,373.6737,815.0941,3012.5437,-6424.3331,1906.9827,5169.4429,3296.1471,1268.2868,-4274.3981,-4134.4367,-6231.3614,-4457.0789,5249.1653,1606.2249,6595.3999,2070.4084,777.3054,-3699.4237,1617.1436,5315.4730,-6651.3852,-224.7300,3671.9111,6496.8051,4510.7115,-5764.5727,-6616.0603,4143.4682,5149.4836,-5468.7143,3009.4982,-4332.6475,268.4347,-4677.4270,1736.1275,3322.5918,-2486.7530,6766.2602,-2444.0219,1091.7142,4199.5261,-5295.8072,-4252.9239,3696.5995,385.2468,-1742.9392,557.0188,-4875.4321,6349.2926,-96744.3662,-78157.0695,-82672.5587,-86509.5373,-77463.2117,-80831.2656,-81970.1922,-83623.9500,-130518616.5893,-130521539.8168,-130516923.4731,-130540251.6598,-82983.6549,-130536581.4973,-3289.2636,-3666.9656,1798.3499,4748.3470,5479.4969,4958.5502,-5361.9527,-5487.7630,707.2608,-2295.7139,3173.6371,-119.5355,4215.8623,4400.3624,-4707.9117,-2494.9459,6194.4897,2020.5960,3834.5194,-2516.8121,4275.6278,1946.8223,3163.8909,413.3053,5107.2367,3029.8114,1613.9317,785.2377,35.7991,-4279.5809,-5300.6497,2876.4564,3883.1775,5506.4998,-1447.0685,-1807.2929,-4371.0170,2293.4189,-4170.6643,-4937.6110,-5452.2248,6337.5121,5154.6459,-3637.1217,-2619.0258,-416.8217,2097.6841,3603.7716,930.7388,-5394.4251,-2698.5234,5079.8514,4293.3703,5386.1009,2357.9308,-5297.7487,3670.5384,-4623.2821,5511.1395,5430.1973,4661.3125,-1369.3696,-4311.9757,3923.2130,-3214.8066,1985.4090,-6435.5764,-3804.7057,-3898.8032,2500.4015,2957.4338,-1826.5253,-689.7761,3510.0372,2021.4705,-4735.6686,-3630.6651,-2047.4950,-5277.9434,-2753.8961,3430.9159,-1358.0739,-3600.6273,-5401.1004,4641.6953,3152.1763,4918.6035,6086.9683,-116.5344,-4832.5643,-4729.0115,-4313.3994,3954.0904,-5116.1674,-4494.9331,-775.7939,-5705.7586,-1141.5387,-383.1119,-1613.3721,38575.8928,35950.8046,34979.7913,37087.9159,41498.7197,33499.4732,25772.5025,35622.8108,58338989.0316,58367717.8286,58355556.0872,58333717.6833,34918.7929,58344607.0229,
