sl_100_5400_20240425 Coordinates.csv
2024/04/25 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:28 2024,
Start: 2024/04/25 07:47:00.00, Stop: 2024/04/25 09:17:00.00,
TIME_UNITS,STARLINK-31190 - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-31239 - X-Coordinate,STARLINK-31373 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-31629 - X-Coordinate,STARLINK-31076 - X-Coordinate,STARLINK-2568 - X-Coordinate,STARLINK-6222 - X-Coordinate,STARLINK-3506 - X-Coordinate,STARLINK-31544 - X-Coordinate,STARLINK-6353 - X-Coordinate,STARLINK-3543 - X-Coordinate,STARLINK-2526 - X-Coordinate,STARLINK-6119 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-5445 - X-Coordinate,STARLINK-31112 - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-32125 - X-Coordinate,STARLINK-30422 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-6066 - X-Coordinate,STARLINK-3832 - X-Coordinate,STARLINK-3629 - X-Coordinate,STARLINK-5268 - X-Coordinate,STARLINK-5290 - X-Coordinate,STARLINK-30384 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-3879 - X-Coordinate,STARLINK-31071 - X-Coordinate,STARLINK-3375 - X-Coordinate,STARLINK-31166 - X-Coordinate,STARLINK-3908 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-5434 - X-Coordinate,STARLINK-31590 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-31146 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-2657 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-1260 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-2347 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-30223 - X-Coordinate,STARLINK-1722 - X-Coordinate,STARLINK-32011 - X-Coordinate,STARLINK-2516 - X-Coordinate,STARLINK-5081 - X-Coordinate,STARLINK-30954 - X-Coordinate,STARLINK-3873 - X-Coordinate,STARLINK-6146 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-4147 - X-Coordinate,STARLINK-5785 - X-Coordinate,STARLINK-32103 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-6290 - X-Coordinate,STARLINK-4602 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-5714 - X-Coordinate,STARLINK-30806 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-3239 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-6250 - X-Coordinate,STARLINK-5395 - X-Coordinate,STARLINK-5149 - X-Coordinate,STARLINK-1011 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-30394 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-4386 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-5702 - X-Coordinate,STARLINK-1664 - X-Coordinate,STARLINK-31801 - X-Coordinate,STARLINK-6029 - X-Coordinate,STARLINK-1052 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-2275 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-31451 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-31239 - Y-Coordinate,STARLINK-31373 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-31629 - Y-Coordinate,STARLINK-31076 - Y-Coordinate,STARLINK-2568 - Y-Coordinate,STARLINK-6222 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,STARLINK-31544 - Y-Coordinate,STARLINK-6353 - Y-Coordinate,STARLINK-3543 - Y-Coordinate,STARLINK-2526 - Y-Coordinate,STARLINK-6119 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-5445 - Y-Coordinate,STARLINK-31112 - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-32125 - Y-Coordinate,STARLINK-30422 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-6066 - Y-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-3629 - Y-Coordinate,STARLINK-5268 - Y-Coordinate,STARLINK-5290 - Y-Coordinate,STARLINK-30384 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-3879 - Y-Coordinate,STARLINK-31071 - Y-Coordinate,STARLINK-3375 - Y-Coordinate,STARLINK-31166 - Y-Coordinate,STARLINK-3908 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-5434 - Y-Coordinate,STARLINK-31590 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-31146 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-2657 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-1260 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-2347 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-30223 - Y-Coordinate,STARLINK-1722 - Y-Coordinate,STARLINK-32011 - Y-Coordinate,STARLINK-2516 - Y-Coordinate,STARLINK-5081 - Y-Coordinate,STARLINK-30954 - Y-Coordinate,STARLINK-3873 - Y-Coordinate,STARLINK-6146 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-4147 - Y-Coordinate,STARLINK-5785 - Y-Coordinate,STARLINK-32103 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-6290 - Y-Coordinate,STARLINK-4602 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-5714 - Y-Coordinate,STARLINK-30806 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-3239 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-6250 - Y-Coordinate,STARLINK-5395 - Y-Coordinate,STARLINK-5149 - Y-Coordinate,STARLINK-1011 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-30394 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-4386 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-5702 - Y-Coordinate,STARLINK-1664 - Y-Coordinate,STARLINK-31801 - Y-Coordinate,STARLINK-6029 - Y-Coordinate,STARLINK-1052 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-2275 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-31451 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-31239 - Z-Coordinate,STARLINK-31373 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-31629 - Z-Coordinate,STARLINK-31076 - Z-Coordinate,STARLINK-2568 - Z-Coordinate,STARLINK-6222 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,STARLINK-31544 - Z-Coordinate,STARLINK-6353 - Z-Coordinate,STARLINK-3543 - Z-Coordinate,STARLINK-2526 - Z-Coordinate,STARLINK-6119 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-5445 - Z-Coordinate,STARLINK-31112 - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-32125 - Z-Coordinate,STARLINK-30422 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-6066 - Z-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-3629 - Z-Coordinate,STARLINK-5268 - Z-Coordinate,STARLINK-5290 - Z-Coordinate,STARLINK-30384 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-3879 - Z-Coordinate,STARLINK-31071 - Z-Coordinate,STARLINK-3375 - Z-Coordinate,STARLINK-31166 - Z-Coordinate,STARLINK-3908 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-5434 - Z-Coordinate,STARLINK-31590 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-31146 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-2657 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-1260 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-2347 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-30223 - Z-Coordinate,STARLINK-1722 - Z-Coordinate,STARLINK-32011 - Z-Coordinate,STARLINK-2516 - Z-Coordinate,STARLINK-5081 - Z-Coordinate,STARLINK-30954 - Z-Coordinate,STARLINK-3873 - Z-Coordinate,STARLINK-6146 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-4147 - Z-Coordinate,STARLINK-5785 - Z-Coordinate,STARLINK-32103 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-6290 - Z-Coordinate,STARLINK-4602 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-5714 - Z-Coordinate,STARLINK-30806 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-3239 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-6250 - Z-Coordinate,STARLINK-5395 - Z-Coordinate,STARLINK-5149 - Z-Coordinate,STARLINK-1011 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-30394 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-4386 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-5702 - Z-Coordinate,STARLINK-1664 - Z-Coordinate,STARLINK-31801 - Z-Coordinate,STARLINK-6029 - Z-Coordinate,STARLINK-1052 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-2275 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-31451 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4493.4846,-1697.5766,-6842.1793,3268.2870,270.8451,4360.1823,6696.8856,4405.6004,-2727.2155,6734.2629,-4528.3648,3023.5635,4399.9695,-4853.4248,-5261.9314,-4328.3084,4510.9229,-2094.1819,-6175.1124,-4054.3733,4839.2991,251.0650,4856.8469,3601.9218,-6129.2906,-2229.1710,202.9701,2318.2959,-2716.6209,5544.6474,2207.5478,4171.1573,-5285.8433,535.7660,-4883.7266,914.2741,366.6022,5914.7873,-4398.6390,-4448.2052,4856.8349,-2847.4696,6020.3653,-4126.6926,-3327.2794,-317.5686,2234.9545,-6237.3581,-876.0688,-2814.2210,5036.8637,6840.9400,3371.0603,-2345.6562,-2297.1434,-5913.3131,991.8431,-6360.5270,-5756.6095,-3975.2120,5223.5426,-4052.6524,-1891.9031,790.4531,-1655.3046,-4003.8105,45.0585,1645.9768,-1997.8479,5023.0150,4543.4570,5930.9674,267.1288,-2200.4439,5542.4727,2994.2853,-6699.1994,1806.2747,1134.1915,3217.9438,-5988.6278,-640.6700,762.7558,-853.2968,1368.3262,981.3652,2998.5358,-5623.7913,5271.7510,-5740.4468,-6045.6912,-6015.1684,-2265.5643,-2977.6014,-5169.9027,-6086.0210,532.9697,6905.1340,-2832.1263,-5745.4135,90578.6292,96970.7378,79948.3922,80227.3422,79515.8827,80159.9855,88489.7463,84491.9056,-267930461.5069,-267935387.9446,-267937867.5814,-267936585.0353,84275.5104,-267944204.6159,1235.7503,-4146.0360,313.9911,3689.4540,-6940.7464,4904.3429,-1548.3927,-4050.1791,4857.1043,542.5209,-3095.0631,-6201.1051,-3502.1625,-1381.7104,-2074.8559,1092.3831,-515.8582,-4665.7893,3138.6009,-2226.6127,2922.8829,-4898.3401,4708.3582,5847.6287,2881.9298,5018.7090,-5404.8823,-4540.9254,-6087.8911,-2848.6203,-5743.9734,120.4643,-1008.0353,-4442.8882,1900.7674,6624.6128,-6272.9307,-3296.6905,5300.6894,2981.9182,-4641.7302,5913.5389,1933.6341,-519.7866,5561.8338,5585.0849,3488.2655,-524.6151,5184.0319,-5785.9224,3223.2204,80.0359,5500.0490,-5618.8339,-6333.1782,-3454.5777,5350.5022,1989.2912,1598.1261,1354.7438,1835.7004,-3569.0027,-6418.3046,-6391.7377,5832.9397,5331.6805,-6739.4657,-5907.4156,-4770.4341,2261.8775,-1037.3976,-3599.0495,6910.3062,1385.7539,2885.1419,6214.2041,-762.1435,3694.0713,-4187.9042,4706.7520,-1484.2847,-5101.0360,6894.9845,-5289.1407,-6431.7398,-6358.7197,-5122.3235,3070.6840,-3209.9609,-195.7642,-2106.3721,-1902.3716,5556.5785,-6275.3017,570.9761,-2712.4209,4286.6343,-654.3468,4338.9929,3348.8325,-355971.5317,-366987.3049,-364138.7586,-357175.9880,-365015.4278,-360975.4488,-362441.8601,-362041.2229,131679540.1964,131623365.1730,131683526.7990,131674018.2612,-360356.7579,131669971.0560,-5018.9669,5142.1525,204.3018,-4754.3585,-148.5562,-1985.0125,-967.9711,3504.4452,-4171.3726,1495.7132,-4061.8816,-726.4462,4023.2220,4734.9024,4007.1954,5119.2888,-5227.5738,-4587.0503,360.3906,-5044.3981,4012.2973,4884.5631,-1551.0444,824.9621,-1436.0183,-4217.4280,4305.2474,-4715.5442,-1861.7514,3070.2567,-3173.1034,-5526.8767,4256.1406,5278.0957,-4444.1255,-1788.2512,2966.1894,-1548.8146,643.3402,4399.8041,1186.7033,-2216.2411,-2865.7475,5535.6724,-2482.5510,-4096.5378,5452.2720,3015.8843,4517.1247,-2576.7056,3100.2471,-1168.1793,-2560.0406,-3315.4600,1624.8593,988.2454,-4330.0501,-1982.9058,-3388.4823,5501.6561,-4214.9297,4346.2757,1781.4441,-2585.2351,3344.3354,-1861.5921,1320.2299,-3213.1772,4613.4020,4019.7257,-5165.5983,96.9442,160.7203,6436.3032,3004.8799,-762.3399,1168.7113,5477.4241,-5395.0747,-3964.2743,3141.6364,4647.9432,7.1471,-4383.5815,-2194.6312,-2006.1737,-3600.3550,-2627.2862,3176.7434,3881.1500,-2683.0544,-2881.5325,-3243.4219,-383.4364,-4511.2623,-1668.4546,5413.8473,-82.7647,4590.2342,1539.8742,-138680.5510,-139369.9407,-143052.9148,-134159.1298,-137675.8645,-148261.3569,-146589.4909,-140349.8400,-14543073.2075,-14565414.5771,-14559471.0856,-14565135.5164,-140884.5983,-14554775.3047,
300.000,4040.8891,-3186.7150,-6380.9057,3880.8879,699.6188,5415.8006,5830.7558,2616.0311,-2477.3424,6117.7760,-5852.7514,1601.5428,2535.3400,-5936.3771,-5183.6340,-4323.5705,4775.1997,-4020.1123,-5273.3560,-5440.6664,6077.5148,-1614.4064,5460.9780,4341.3724,-4970.2960,-306.9695,-1459.2079,271.0075,-3907.3132,4113.6995,527.7386,3865.5754,-4918.2660,-1360.7952,-4303.8386,2052.0951,-435.1964,6244.7537,-3144.5619,-3518.0887,3746.2991,-1803.2118,5725.9764,-4317.8780,-2047.5687,1169.2181,3819.7419,-5331.9296,1108.0901,-4121.6171,4889.1088,6223.1253,4339.0514,-3242.9998,-3481.2734,-6449.3645,2806.7594,-5200.3599,-5867.7861,-2894.2252,6386.6114,-5538.5252,-2875.5355,-934.5096,-451.7068,-2515.8625,-1481.5616,12.5309,-3939.2310,6081.0559,5489.0384,4891.4576,1448.3088,-1785.8324,5560.5921,4132.7614,-6798.3543,3637.6985,-1032.8491,4930.3463,-5305.6479,-2719.0537,2206.6926,-2287.6246,-74.8368,-252.6543,1004.1789,-4146.6827,6100.8412,-6127.9893,-5806.3481,-6787.6902,-772.6821,-3432.6098,-5624.8350,-6739.1831,2606.9030,6446.5341,-1787.5287,-4968.7656,98118.9897,104753.7826,87426.6572,87856.0865,87077.1292,87665.6587,96041.4917,92207.4692,-270739649.7611,-270743585.1488,-270747465.3527,-270745929.7696,91854.2731,-270753380.8988,-858.2732,-2564.8512,1500.5644,1685.4776,-6591.6416,4196.4739,-2899.0424,-4374.5397,6067.2516,-750.8752,-1673.0108,-6697.8580,-3998.9518,98.0222,-3.0682,3102.1990,-2489.8626,-3849.3767,4351.9475,-842.5845,1480.5297,-3934.8641,3146.1683,4738.7789,3702.1698,4614.3129,-4314.1321,-5193.7869,-5710.6106,-2946.9690,-5260.3505,-2027.1114,1091.5084,-5123.0418,3856.4681,5678.5109,-5116.6200,-2958.6731,5677.7109,4759.9090,-5692.0817,6671.0940,81.7131,1616.7692,6545.7986,6289.3928,1982.4809,931.8361,5672.9750,-5503.8527,1440.3053,-1153.0776,3952.6009,-4084.1296,-5992.2644,-2372.1114,4265.3704,2958.4547,3087.0590,3240.5731,1379.0755,-2244.7261,-5311.5777,-5782.2036,6689.0211,5450.8944,-6704.2211,-5261.9137,-4029.1363,641.3729,-2289.2621,-4710.0953,6476.5276,3449.0309,982.1855,5113.4799,455.4333,2520.4347,-4052.3971,3921.0747,123.8723,-4862.1924,6400.9645,-3897.1790,-5851.7887,-6730.0497,-5277.3266,3776.4067,-3147.6272,1632.8043,-276.9705,-752.2325,6486.3922,-5794.4844,2287.5125,-1311.4025,4311.2018,-2107.0307,5791.7796,4683.2078,-353687.2354,-364936.0194,-362136.4695,-355258.8188,-363168.3231,-359112.8108,-360471.8437,-360205.9929,125797722.0679,125741874.2497,125802046.6170,125792876.9592,-358452.1887,125788231.9105,-5462.7244,5456.7023,1990.1267,-5384.6913,2071.6533,-198.9238,-2408.1509,4700.1185,-2337.2501,3140.3422,-3085.2581,818.9454,5037.0817,3558.5717,4600.8497,4223.9550,-4350.9283,-4026.6163,-1179.0457,-4065.1191,2992.9120,5460.4918,-2908.3142,2552.5369,-3089.1344,-5153.5904,5199.0792,-4601.9824,-73.7957,4757.2296,-4471.3062,-5375.9857,4656.4068,4451.0026,-3716.3276,-3387.8309,4676.0853,689.5293,2388.5478,3608.9058,-364.5997,-459.6489,-3925.9267,5167.0890,-1052.5453,-2671.5506,5326.9980,4353.3418,3828.1524,-857.0315,4400.8782,-2851.3085,-3705.3305,-4568.9627,-172.4453,-827.8266,-4721.0191,-3544.3413,-1787.7807,5388.4244,-2390.0970,3515.5681,3381.7793,-3723.7861,1741.9883,-3448.9410,-221.2558,-4500.0534,4037.0741,3023.1504,-3608.6741,-1432.2269,1943.4900,5754.6502,4020.7969,-2226.0861,-654.0350,5228.4127,-5517.2453,-2920.2276,4443.5868,4124.9196,-1517.7581,-5243.9459,-3717.3727,-207.6076,-4397.5897,-4063.4862,1045.2067,2804.1629,-3795.5358,-1201.6527,-1960.5424,1729.9186,-3239.2418,-145.8005,4754.7033,1446.1046,3347.9180,4.8106,-138704.3146,-139464.2509,-143109.4208,-134342.5943,-137594.2945,-148201.3034,-146882.5771,-140922.1486,-14537350.4560,-14559960.5283,-14553303.3016,-14559398.5086,-140976.0268,-14549130.6657,
600.000,3234.5648,-4395.4881,-5265.5969,4158.3048,1023.5067,5915.6430,4400.9086,554.9427,-2006.2984,4902.7890,-6590.6660,16.9528,413.9360,-6449.7186,-4646.0205,-3912.0439,4611.2598,-5550.7490,-3856.0636,-6288.2727,6736.0670,-3357.6190,5562.2060,4674.9837,-3309.9714,1674.4922,-3021.6235,-1786.3180,-4708.9013,2247.9212,-1240.0886,3238.7065,-4102.2680,-3092.7265,-3331.6704,3024.7480,-1252.7264,5892.1553,-1558.3325,-2282.0961,2251.2339,-585.2281,4908.1448,-4139.6250,-579.8365,2514.1325,5054.0301,-3926.6731,2964.5455,-5014.0097,4257.7328,4998.6680,4924.0991,-3872.3529,-4322.8857,-6348.7192,4382.3639,-3529.8297,-5394.9371,-1581.2711,6900.2101,-6498.3588,-3612.3753,-2599.0601,777.0279,-753.6534,-2862.4004,-1661.2216,-5502.4210,6532.7184,5906.4673,3372.1950,2507.4144,-1265.7013,5074.0370,4892.6246,-6198.6309,5125.3884,-3103.3307,6163.2314,-4128.0716,-4528.6031,3451.7583,-3547.1494,-1547.6777,-1457.0247,-1099.7706,-2251.7784,6273.6771,-5940.8101,-5034.2142,-6890.3276,780.1374,-3559.9673,-5538.2425,-6718.8581,4410.8199,5362.2653,-603.5234,-3686.8393,105597.8651,112491.6592,94864.0250,95442.4237,94600.6112,95131.4575,103545.1137,99853.3105,-273419741.7463,-273422696.8916,-273427984.6157,-273426216.0049,99390.1220,-273433464.7354,-2885.5635,-757.3605,2556.2924,-484.2773,-5528.9050,3060.7638,-3993.1001,-4319.3111,6655.0809,-2004.0596,-109.8220,-6548.6457,-4155.4439,1532.3590,2082.5302,4771.4685,-4196.3430,-2688.7247,5154.2262,585.4662,-77.5207,-2631.4302,1266.2403,3145.8838,4189.4240,3804.4327,-2832.5289,-5388.2928,-4766.0037,-2806.6174,-4291.9617,-3979.5237,3097.5004,-5336.4549,5425.4562,4172.9617,-3455.9352,-2308.0135,5508.9389,6079.7320,-6164.6150,6766.3142,-1803.2209,3581.1026,6895.4079,6387.1531,320.5004,2340.5553,5643.6898,-4683.5733,-526.3248,-2304.4714,2020.8936,-2149.6648,-5058.0374,-1045.5750,2806.1406,3678.2397,4246.1236,4833.8150,814.0975,-735.6438,-3675.7583,-4634.9312,6885.2044,5059.9962,-5999.5471,-4128.3527,-2936.6649,-1017.6160,-3270.6153,-5377.7371,5397.8965,5169.0503,-1035.3280,3512.6294,1633.6583,1142.5901,-3578.5096,2785.1051,1759.5539,-4192.1453,5286.7305,-2149.2679,-4714.3408,-6375.1471,-4964.3719,4153.8997,-2730.2021,3283.5679,1603.8913,458.6893,6758.5583,-4715.7187,3747.4242,219.2827,3962.3648,-3369.5491,6675.9273,5541.2027,-351247.2379,-362718.6794,-359973.9488,-353180.9880,-361159.8942,-357093.7929,-358342.6586,-358072.8104,119856010.2398,119800511.8745,119860646.7526,119851829.0002,-356388.2869,119846599.2550,-5302.2300,5160.0304,3555.1539,-5419.1495,4071.2181,1609.1794,-3591.6755,5393.9458,-255.6761,4446.8225,-1762.7302,2276.6887,5508.6889,1999.9246,4702.6732,2849.3078,-3007.5277,-3023.9247,-2592.5164,-2634.3429,1653.5173,5451.0269,-3955.5113,4004.8372,-4410.6540,-5537.6640,5532.9943,-3999.3097,1722.0807,5938.9221,-5290.0465,-4649.4972,4543.5539,3146.1120,-2580.3983,-4623.6311,5889.2139,2854.3625,3876.2232,2432.0208,-1874.9846,1346.2977,-4568.2670,4245.1908,489.8777,-960.6688,4612.2184,5228.3228,2729.9291,954.5466,5188.8972,-4230.5220,-4455.8525,-5334.5566,-1951.3017,-2554.8276,-4612.3245,-4730.1959,9.8196,4697.5771,-312.1602,2309.0011,4618.7839,-4465.5348,-47.3764,-4666.0029,-1738.4051,-5304.3408,3029.0469,1687.1332,-1669.8192,-2808.5076,3516.5894,4461.9562,4606.7803,-3452.4218,-2404.0410,4401.1603,-5048.3681,-1565.1501,5268.5692,3160.8429,-2880.5603,-5542.1712,-4842.7202,1615.1380,-4726.8961,-5064.1021,-1197.7505,1427.2639,-4503.8798,606.8136,-457.2798,3659.6582,-1612.9913,1392.8979,3586.6325,2820.2123,1746.2329,-1530.8139,-138729.8202,-139558.6971,-143161.7830,-134530.9552,-137516.1559,-148135.7456,-147169.4442,-141498.5913,-14531633.0856,-14554506.1703,-14547131.3350,-14553645.5188,-141067.3733,-14543486.0812,
