sl_100_86400_20240410 Coordinates.csv
2024/04/10 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:39 2024,
Start: 2024/04/10 07:47:00.00, Stop: 2024/04/11 07:47:00.00,
TIME_UNITS,STARLINK-4566 - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-1174 - X-Coordinate,STARLINK-32371 - X-Coordinate,STARLINK-2362 - X-Coordinate,STARLINK-31520 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-5716 - X-Coordinate,STARLINK-30527 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-5008 - X-Coordinate,STARLINK-1883 - X-Coordinate,STARLINK-4800 - X-Coordinate,STARLINK-30119 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-5301 - X-Coordinate,STARLINK-30110 - X-Coordinate,STARLINK-4298 - X-Coordinate,STARLINK-2099 - X-Coordinate,STARLINK-4450 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-5384 - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-31246 - X-Coordinate,STARLINK-31337 - X-Coordinate,STARLINK-5392 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-32177 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-32127 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-32085 - X-Coordinate,STARLINK-1554 - X-Coordinate,STARLINK-3588 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-5224 - X-Coordinate,STARLINK-3880 - X-Coordinate,STARLINK-30282 - X-Coordinate,STARLINK-3935 - X-Coordinate,STARLINK-3682 - X-Coordinate,STARLINK-2440 - X-Coordinate,STARLINK-30614 - X-Coordinate,STARLINK-32173 - X-Coordinate,STARLINK-32033 - X-Coordinate,STARLINK-31445 - X-Coordinate,STARLINK-3875 - X-Coordinate,STARLINK-4651 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-5422 - X-Coordinate,STARLINK-1212 - X-Coordinate,STARLINK-32107 - X-Coordinate,STARLINK-6225 - X-Coordinate,STARLINK-6356 - X-Coordinate,STARLINK-5853 - X-Coordinate,STARLINK-3934 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-2242 - X-Coordinate,STARLINK-5479 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-31377 - X-Coordinate,STARLINK-32204 - X-Coordinate,STARLINK-1510 - X-Coordinate,STARLINK-4535 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-5475 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-5500 - X-Coordinate,STARLINK-4114 - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-2291 - X-Coordinate,STARLINK-6133 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-5126 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-31161 - X-Coordinate,STARLINK-31243 - X-Coordinate,STARLINK-3144 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-3668 - X-Coordinate,STARLINK-2461 - X-Coordinate,STARLINK-30492 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-3757 - X-Coordinate,STARLINK-31252 - X-Coordinate,STARLINK-30553 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-2267 - X-Coordinate,STARLINK-32279 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-4280 - X-Coordinate,STARLINK-30943 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4566 - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-1174 - Y-Coordinate,STARLINK-32371 - Y-Coordinate,STARLINK-2362 - Y-Coordinate,STARLINK-31520 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-5716 - Y-Coordinate,STARLINK-30527 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-5008 - Y-Coordinate,STARLINK-1883 - Y-Coordinate,STARLINK-4800 - Y-Coordinate,STARLINK-30119 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-5301 - Y-Coordinate,STARLINK-30110 - Y-Coordinate,STARLINK-4298 - Y-Coordinate,STARLINK-2099 - Y-Coordinate,STARLINK-4450 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-5384 - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-31246 - Y-Coordinate,STARLINK-31337 - Y-Coordinate,STARLINK-5392 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-32177 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-32127 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-1554 - Y-Coordinate,STARLINK-3588 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-5224 - Y-Coordinate,STARLINK-3880 - Y-Coordinate,STARLINK-30282 - Y-Coordinate,STARLINK-3935 - Y-Coordinate,STARLINK-3682 - Y-Coordinate,STARLINK-2440 - Y-Coordinate,STARLINK-30614 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,STARLINK-32033 - Y-Coordinate,STARLINK-31445 - Y-Coordinate,STARLINK-3875 - Y-Coordinate,STARLINK-4651 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-5422 - Y-Coordinate,STARLINK-1212 - Y-Coordinate,STARLINK-32107 - Y-Coordinate,STARLINK-6225 - Y-Coordinate,STARLINK-6356 - Y-Coordinate,STARLINK-5853 - Y-Coordinate,STARLINK-3934 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-2242 - Y-Coordinate,STARLINK-5479 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-31377 - Y-Coordinate,STARLINK-32204 - Y-Coordinate,STARLINK-1510 - Y-Coordinate,STARLINK-4535 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-5475 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-5500 - Y-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-2291 - Y-Coordinate,STARLINK-6133 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-5126 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-31161 - Y-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-3144 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-3668 - Y-Coordinate,STARLINK-2461 - Y-Coordinate,STARLINK-30492 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-3757 - Y-Coordinate,STARLINK-31252 - Y-Coordinate,STARLINK-30553 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-2267 - Y-Coordinate,STARLINK-32279 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-4280 - Y-Coordinate,STARLINK-30943 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4566 - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-1174 - Z-Coordinate,STARLINK-32371 - Z-Coordinate,STARLINK-2362 - Z-Coordinate,STARLINK-31520 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-5716 - Z-Coordinate,STARLINK-30527 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-5008 - Z-Coordinate,STARLINK-1883 - Z-Coordinate,STARLINK-4800 - Z-Coordinate,STARLINK-30119 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-5301 - Z-Coordinate,STARLINK-30110 - Z-Coordinate,STARLINK-4298 - Z-Coordinate,STARLINK-2099 - Z-Coordinate,STARLINK-4450 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-5384 - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-31246 - Z-Coordinate,STARLINK-31337 - Z-Coordinate,STARLINK-5392 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-32177 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-32127 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-1554 - Z-Coordinate,STARLINK-3588 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-5224 - Z-Coordinate,STARLINK-3880 - Z-Coordinate,STARLINK-30282 - Z-Coordinate,STARLINK-3935 - Z-Coordinate,STARLINK-3682 - Z-Coordinate,STARLINK-2440 - Z-Coordinate,STARLINK-30614 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,STARLINK-32033 - Z-Coordinate,STARLINK-31445 - Z-Coordinate,STARLINK-3875 - Z-Coordinate,STARLINK-4651 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-5422 - Z-Coordinate,STARLINK-1212 - Z-Coordinate,STARLINK-32107 - Z-Coordinate,STARLINK-6225 - Z-Coordinate,STARLINK-6356 - Z-Coordinate,STARLINK-5853 - Z-Coordinate,STARLINK-3934 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-2242 - Z-Coordinate,STARLINK-5479 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-31377 - Z-Coordinate,STARLINK-32204 - Z-Coordinate,STARLINK-1510 - Z-Coordinate,STARLINK-4535 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-5475 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-5500 - Z-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-2291 - Z-Coordinate,STARLINK-6133 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-5126 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-31161 - Z-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-3144 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-3668 - Z-Coordinate,STARLINK-2461 - Z-Coordinate,STARLINK-30492 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-3757 - Z-Coordinate,STARLINK-31252 - Z-Coordinate,STARLINK-30553 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-2267 - Z-Coordinate,STARLINK-32279 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-4280 - Z-Coordinate,STARLINK-30943 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,301.5043,-5125.7135,6504.7923,1970.6743,5162.8470,-2464.3366,-5445.5826,-4905.0266,5065.2867,1692.9772,1353.0839,4541.9208,1507.5326,282.6298,-2700.2334,-4833.6121,6122.8177,-4146.3816,2455.8707,614.6126,-2004.1324,4999.6008,2883.9380,-2825.9670,-1001.5523,-6754.2739,-2754.0740,-5128.4171,6112.8342,-4079.0165,4674.0945,-4150.3897,2019.4155,4857.5450,3571.4215,4749.5554,-1471.2577,4212.4777,-2960.9809,-928.2385,-1086.9124,-3979.5481,-1596.0456,2468.4160,5442.0203,4445.8499,-4566.5289,-3943.1007,-88.5868,2723.3146,6400.9873,3800.8665,5117.7136,1343.8529,6439.0944,-5220.4117,3453.6768,-584.6955,6571.3875,-3058.3558,2026.9040,1639.2602,4769.2744,-3537.5220,4945.5398,4914.4423,-2127.6653,-5951.8528,5392.4510,4480.0175,-4258.5256,-1484.5841,-6443.1377,-6694.8701,-2327.3581,3405.3235,-3970.8313,-3921.4605,-6671.6972,-6263.4683,3694.2995,-621.0603,4587.1607,-215.5310,5172.3495,-4436.7253,1586.4346,-5746.2230,-3756.0366,3368.7336,655.6835,4088.4496,2006.9152,4601.5203,-4431.2055,5417.7071,0.0000,3736.9264,-3885.0678,1695.3553,-36590.0183,-42870.2258,-44263.8744,-42268.2434,-44953.6870,-43281.3454,-35624.7306,-39211.6269,-263481477.2567,-263471003.4472,-263487523.6749,-263465214.4318,-39164.5155,-263473020.8592,-1189.6415,729.9619,-1587.4249,-3942.3349,464.8218,5207.3756,259.5737,-1782.5551,1479.5341,-4962.6698,5203.3669,-619.5629,4110.5444,5166.9552,4269.1922,4403.3769,-2906.6687,3099.9926,5434.6632,-6464.5836,-5378.7700,-4002.1111,5091.3000,4725.3962,6737.2689,-455.3374,3250.7587,-1117.4719,740.8012,-556.9067,-1691.1149,-4283.4229,3568.2035,-3939.3736,5780.5405,-58.1757,-5897.5517,3630.5542,4653.0981,31.7963,4253.7091,-4925.7051,-5201.0208,-6465.8139,-3040.9305,1533.9551,-1408.7118,-3013.1133,4360.7091,-4476.0945,2314.3683,-4071.8030,4427.0527,6336.6350,2259.1290,-4378.1715,-2337.2207,-6065.8336,745.7283,4483.3388,5875.1990,-6650.1903,-1751.4555,4741.0639,2480.6636,942.2820,-3975.1902,2489.4883,4182.8668,-4605.5158,5467.7569,-2602.2574,2510.0631,1270.2718,3598.1725,-2947.7118,1273.9977,3410.3591,1547.8044,-1468.5145,-2127.3866,4459.7805,2061.0689,5048.5766,-3600.2363,2626.9520,6304.6192,-1562.8260,-5808.9844,-5205.5090,-5415.5382,892.0644,-4961.3778,2898.9521,-2047.2011,3706.3019,0.0000,5570.5860,1532.7663,6099.2371,361993.4960,337683.2668,342302.3596,349032.4721,341658.4081,345411.3828,341832.3564,343294.5211,153405713.5965,153395534.6653,153405565.9023,153422690.0513,344940.8322,153423351.6096,6826.0336,-4623.9735,-1792.2117,-5128.9795,-4627.5671,-3669.0135,-4274.0046,-4575.9021,-4400.7375,4519.9324,-4384.9552,-5224.1430,-5362.3882,4615.2088,4572.1421,-2364.0681,-1477.8651,-4595.1586,3519.5515,2458.8788,3526.0082,-2677.3591,3718.8946,-4226.2449,661.8484,-910.3051,5424.3496,-4361.4009,-3202.9109,5426.1808,-4855.8681,-3317.7962,5451.4853,2954.4963,-654.9285,5048.0907,-3315.0289,4141.9942,4018.2116,-6878.9170,5386.3189,2787.4189,4305.4361,-222.9679,-3015.6043,5111.1636,4908.2984,-4694.9726,5248.4492,-4373.0582,1254.7101,4096.2196,-1539.3010,2128.0464,1130.4809,-1218.9226,-5536.8788,3060.9113,-2101.9334,-4330.5943,3077.0395,1014.9141,4716.6676,-3611.6120,-4219.5972,-4685.6705,-5171.6190,2234.5651,1270.7572,2566.5096,301.7951,6263.0272,-292.0665,1199.1227,-5479.6968,5255.2982,5531.7803,4481.5758,1073.3341,-2605.9128,-5455.2469,-5260.2219,4758.8294,-4658.2545,-2672.0267,-4619.1718,-2428.8813,3514.3663,415.8176,3110.3361,4278.7026,5507.1784,-4157.6929,-4312.9129,-4942.6819,-2225.9846,0.0000,-1711.2221,-5522.9169,-2844.8387,115558.0696,110912.0433,109794.5084,118731.9320,115146.1958,104572.3534,106308.0813,111251.9888,-39279299.5018,-39250873.2526,-39267211.7561,-39283889.7022,111977.1855,-39273402.8579,
3600.000,-5196.8621,3557.9601,-5738.8224,3156.9361,-6626.5409,-1806.9136,2566.9203,5143.9278,-6391.2711,2342.5555,-3823.5399,-5293.4091,-4880.5147,-3837.3858,-1653.1199,4670.9041,-4686.2800,3688.4951,-4367.6130,-1658.3375,4368.8446,-1489.0986,-4849.3551,443.8369,-974.0930,5609.0469,-1231.4401,6177.5093,-4331.3492,3955.5193,-230.0282,5016.0868,-5829.2133,-1138.0093,-5056.0022,-5989.8959,3298.2818,-6598.4089,-1627.8695,-873.3637,-2333.3454,5365.8350,4751.8730,-338.3102,-1804.3031,-6577.8049,6635.4073,6628.1892,-4384.3505,371.6258,-6190.1539,383.7893,-6135.1258,-3798.0479,-5060.7366,5587.5302,-1005.4121,3408.8581,-4811.5570,709.6697,-4396.4356,43.1438,-2930.7530,2514.3284,-6329.3705,-6623.6295,5657.5080,2263.6225,-4868.3331,-3411.0035,1578.5396,4959.9587,4590.0563,4234.7655,-1916.0813,-2178.3333,2883.4257,107.3132,5506.5069,4817.1688,-2481.7578,-2445.6774,-3843.3362,-4012.8092,-1185.7272,437.9905,-3765.6689,3728.6016,4382.9705,411.4886,2390.9163,-5352.6608,1385.9581,-5231.6237,4687.7012,-6168.9870,0.0000,-4095.6222,2774.6621,-3982.9798,-126613.2984,-126773.6764,-129721.2082,-126315.1303,-129763.7693,-128785.6808,-120760.1741,-124285.0481,-294212542.3491,-294195298.8958,-294213879.9691,-294198005.3050,-123894.0409,-294204993.0622,1726.0138,-4450.5425,2956.0034,4063.2837,1780.7121,-3682.1646,-3336.5320,-2270.7758,1879.3941,3599.8239,-1791.8657,3836.6537,-1354.4401,-5209.2736,-5621.2003,-4413.9023,4623.6441,-5784.0743,-5342.2898,2442.6387,4950.3555,4917.5671,-1627.6028,-6774.3923,-5642.9185,-1461.0455,-5142.1799,-2500.3066,2641.4051,-4065.8502,-896.0839,-121.2506,-1462.0562,4134.9171,-3300.3212,2925.9986,6014.0700,-1721.7063,-3844.3720,4849.2044,-1255.4398,4093.6246,4789.2146,5530.5488,3871.9031,776.9702,-1092.6229,1448.3360,-2704.9675,6647.6378,-637.0349,4149.0282,-2453.8496,-5335.7767,220.2242,2686.1263,5608.6158,5853.7363,2170.4159,-6699.3069,-5351.1346,6127.9751,5210.8869,-6436.4359,-2824.8649,1545.8600,3346.4645,-3694.8887,-1428.4224,5754.5554,-5726.2874,3694.1079,-3513.8361,-2730.1690,-1916.4952,6125.9665,-5083.1024,-5615.4817,-2807.6219,-1828.0534,5697.3244,-6030.1434,2173.6724,-4387.1086,4052.9316,-4297.9140,-5703.2609,-1858.5193,3914.9611,5070.3866,6321.8922,2781.7159,6602.6236,1138.2264,5122.4475,-2358.5658,0.0000,-2483.1577,-5314.9182,-3197.9772,340360.4604,319391.6339,322796.7503,328134.1658,320148.2243,323995.7053,321728.7231,325499.6710,79926698.0185,79914097.7178,79920803.1357,79950329.8228,323990.6850,79943706.9163,-4276.9338,3951.6100,-2528.6805,4374.4020,1079.1128,5448.7898,5488.6558,4056.3398,1664.1641,-5440.7343,5496.1058,2344.3382,4706.0362,-2511.7152,-3494.8264,-2645.1612,-2194.3448,910.0312,609.2264,-6291.8937,1349.4764,4654.2580,-4691.6361,1428.5454,3738.9603,-3618.3228,-4420.2477,1447.8285,4723.7453,-3788.2847,6875.6046,4615.5953,-3247.1205,-5436.2015,-3187.2778,-1925.7223,-939.3319,-1284.2958,-5407.8844,4876.8409,-6437.1290,1523.5700,-1641.4364,4141.4461,5437.7966,-2111.8942,-1344.2173,770.1119,-4490.1637,1477.3007,3021.5131,-5528.7452,-2126.7348,1897.5168,-4718.0735,-3083.3677,3933.9309,811.1741,4492.5615,1664.7855,399.6755,3214.9450,-3526.1425,-522.6272,-532.9038,850.3973,1949.5522,-5283.7046,-4744.3074,1765.5604,-3590.8761,-3188.3739,-3812.4591,-4750.1491,6391.4249,-2398.6491,-3737.3921,-3956.6518,3131.1695,4638.4390,3037.8993,2351.6601,-5345.2399,3433.6513,5374.8120,5395.9046,-1209.3807,-5528.4808,3662.7794,-4726.3218,-1568.5777,-3401.9424,800.6959,4403.9488,78.1024,-2107.1941,0.0000,4985.8349,3450.3338,4686.1064,116706.3298,112515.0811,111918.1840,118760.5093,118474.7867,108225.5577,105735.1674,114321.0074,-39212748.4197,-39183245.5790,-39201925.7993,-39213864.2392,113450.4107,-39204317.1545,
7200.000,6885.2615,-1676.8802,2377.3654,-5990.0413,5466.7845,5740.6418,167.3632,-4472.7778,5125.2449,-5808.4888,5946.2486,4414.3047,6785.8309,5664.2149,4652.1541,-1646.4542,1270.6267,-1866.9252,4561.3960,-602.0722,-4315.6120,-2505.8624,6044.2248,1720.8818,3595.9466,-1717.5807,3795.1511,-4414.6921,1948.1170,-2843.2165,-4903.8017,-4703.9384,6675.6832,-3172.3545,4873.2471,5047.9509,-3916.1082,6506.0824,5622.3235,3763.7226,5816.9478,-4746.3811,-5954.9145,-2950.1615,-2410.8476,6237.0357,-5463.3521,-5697.2833,6741.6250,-2865.6521,3688.3953,-4356.1805,5209.3521,4892.5809,2391.4555,-4173.6404,-750.2627,-4777.0716,2025.1359,1460.1271,5221.5295,-2624.4959,865.8891,-281.8323,4616.3855,5035.7623,-6121.1507,2413.9577,3535.0165,425.9320,2198.1725,-5473.9694,-564.9149,-211.2809,5753.5758,709.6929,-1671.0904,3050.6362,-1910.3180,-2547.9677,1119.2727,3849.5207,3036.2764,6306.6102,-3451.7716,3003.7112,4801.8344,-1458.8603,-4176.6166,-4233.9257,-4234.0438,5084.0844,-3750.8142,5003.2193,-1712.5682,4616.5216,0.0000,4170.5155,-1511.6105,5845.9149,-207985.8177,-203124.7350,-206768.2005,-202146.8809,-206162.3146,-205420.5230,-198413.9986,-199923.4834,-304863370.1731,-304838054.2807,-304857824.4483,-304854424.0178,-200647.9535,-304856279.6680,429.6108,6669.4004,-3783.0332,-3132.5130,-2968.6238,1844.5757,6061.9831,5185.4656,-4001.9942,-2251.2567,-1329.2645,-5016.7772,-722.4112,3854.0497,4980.9456,2934.0336,-5093.4162,5773.6150,2824.0118,2552.6994,-1054.9193,-5200.0216,-1878.9462,6344.8086,2009.7091,3721.3154,5731.7785,4533.6434,-5714.5054,6156.1655,440.5805,4287.0694,-409.1947,-4148.9303,-1127.6026,-4128.2294,-3382.4609,-524.9786,2693.0859,-5827.8571,-534.6825,-1130.7040,-2950.7361,-2952.5761,-4658.4062,-2207.6932,2653.7576,627.8230,1025.1682,-5653.4535,-2154.8303,-4065.3350,-824.4678,1519.9583,-3663.2657,806.2316,-6886.8133,-2654.5048,-5143.2027,6487.2577,2750.0793,-3313.5892,-6881.6064,5407.2314,1610.4311,-2970.3937,-1634.4367,4609.0959,-2583.3483,-4743.8048,4588.4076,-3905.4907,4103.5302,4386.7438,1422.8286,-6612.5869,6723.1818,6113.6647,3824.0125,5142.6969,-6713.0269,5392.8353,-5628.8879,2718.6231,-4136.7386,5550.7347,2857.5643,5380.8061,53.2541,-4229.5515,-5081.4161,-4630.0503,-4637.4581,-4431.2918,-4710.5591,-506.8755,0.0000,-1898.7989,6711.9595,-317.4549,296559.9909,282444.2743,282821.4650,286715.9052,278405.3065,281947.0194,280907.5425,281487.6173,999578.2433,986830.0384,990366.6697,1026913.4721,282598.5802,1015657.1686,-816.2609,-924.1455,5288.7484,30.1854,3081.8166,-3206.8450,-3344.9886,-1114.8893,2203.7221,3026.4112,-3301.9896,1890.4718,-1146.4289,-1113.4200,-237.6608,6069.9708,4523.2446,3316.3576,-4389.5313,6423.5901,-5073.3376,-3854.1594,2834.7106,2209.7562,-5469.0926,5454.7203,552.9591,2540.9076,-3422.0081,-727.9237,-4902.3587,-2463.3953,-1383.8986,4532.7275,4636.6749,-2375.3769,4587.4845,-2361.4808,2780.5178,-6.4299,3763.8580,-4913.7061,-2016.5896,-5527.9944,-4520.9412,-2140.7635,-3188.4273,3702.9266,404.1089,2514.3800,-5450.9881,3510.8571,4499.8249,-4506.2375,5351.4167,5452.5866,48.9288,-4088.8730,-4196.0699,1978.7298,-3654.2006,-5489.0251,204.5674,4314.0812,4935.1893,3569.9617,2616.5924,4416.8395,5375.9953,-5026.0779,4708.4455,-1768.0900,5536.1158,5340.4200,-3644.8927,-1947.8656,-331.4872,689.7865,-5462.3629,-3903.3810,1242.1385,1990.3585,2664.3814,135.7940,-4222.2712,-2839.4525,4104.8339,4090.6072,-5533.9146,3508.2406,-2101.8013,-822.3415,3193.5081,-1865.1094,4797.6120,5134.4299,0.0000,-5189.9363,737.5558,-3726.6917,117799.5694,114549.4722,114440.3031,117843.3221,121294.4144,112768.2962,105917.9019,113678.3036,-39145650.7056,-39115837.9540,-39136729.8194,-39141718.2379,114911.4463,-39135230.8462,
