sl_100_5400_20240523 Coordinates.csv
2024/05/23 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:24 2024,
Start: 2024/05/23 07:47:00.00, Stop: 2024/05/23 09:17:00.00,
TIME_UNITS,STARLINK-31433 - X-Coordinate,STARLINK-5870 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-1682 - X-Coordinate,STARLINK-6194 - X-Coordinate,STARLINK-4622 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-32288 - X-Coordinate,STARLINK-5303 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-1808 - X-Coordinate,STARLINK-4649 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-5818 - X-Coordinate,STARLINK-1618 - X-Coordinate,STARLINK-4589 - X-Coordinate,STARLINK-3359 - X-Coordinate,STARLINK-30159 - X-Coordinate,STARLINK-31871 - X-Coordinate,STARLINK-1393 - X-Coordinate,STARLINK-3138 - X-Coordinate,STARLINK-30199 - X-Coordinate,STARLINK-5294 - X-Coordinate,STARLINK-1259 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-1938 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-1755 - X-Coordinate,STARLINK-3233 - X-Coordinate,STARLINK-30286 - X-Coordinate,STARLINK-30492 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-1835 - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-4261 - X-Coordinate,STARLINK-2460 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-5175 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-6204 - X-Coordinate,STARLINK-1990 - X-Coordinate,STARLINK-30406 - X-Coordinate,STARLINK-3515 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-1312 - X-Coordinate,STARLINK-11243 [DTC] - X-Coordinate,STARLINK-2651 - X-Coordinate,STARLINK-5259 - X-Coordinate,STARLINK-31630 - X-Coordinate,STARLINK-3658 - X-Coordinate,STARLINK-31490 - X-Coordinate,STARLINK-5143 - X-Coordinate,STARLINK-31694 - X-Coordinate,STARLINK-31879 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-30326 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-1971 - X-Coordinate,STARLINK-3526 - X-Coordinate,STARLINK-3130 - X-Coordinate,STARLINK-4085 - X-Coordinate,STARLINK-4015 - X-Coordinate,STARLINK-1601 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-5719 - X-Coordinate,STARLINK-1309 - X-Coordinate,STARLINK-30317 - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-4511 - X-Coordinate,STARLINK-31144 - X-Coordinate,STARLINK-4677 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-1628 - X-Coordinate,STARLINK-2478 - X-Coordinate,STARLINK-2195 - X-Coordinate,STARLINK-3969 - X-Coordinate,STARLINK-5836 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-1457 - X-Coordinate,STARLINK-2687 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-5663 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-2463 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-3447 - X-Coordinate,STARLINK-30966 - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-11205 [DTC] - X-Coordinate,STARLINK-31010 - X-Coordinate,STARLINK-4268 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31433 - Y-Coordinate,STARLINK-5870 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-1682 - Y-Coordinate,STARLINK-6194 - Y-Coordinate,STARLINK-4622 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-32288 - Y-Coordinate,STARLINK-5303 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-1808 - Y-Coordinate,STARLINK-4649 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-5818 - Y-Coordinate,STARLINK-1618 - Y-Coordinate,STARLINK-4589 - Y-Coordinate,STARLINK-3359 - Y-Coordinate,STARLINK-30159 - Y-Coordinate,STARLINK-31871 - Y-Coordinate,STARLINK-1393 - Y-Coordinate,STARLINK-3138 - Y-Coordinate,STARLINK-30199 - Y-Coordinate,STARLINK-5294 - Y-Coordinate,STARLINK-1259 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-1938 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-1755 - Y-Coordinate,STARLINK-3233 - Y-Coordinate,STARLINK-30286 - Y-Coordinate,STARLINK-30492 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-1835 - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-4261 - Y-Coordinate,STARLINK-2460 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-5175 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-6204 - Y-Coordinate,STARLINK-1990 - Y-Coordinate,STARLINK-30406 - Y-Coordinate,STARLINK-3515 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-1312 - Y-Coordinate,STARLINK-11243 [DTC] - Y-Coordinate,STARLINK-2651 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,STARLINK-31630 - Y-Coordinate,STARLINK-3658 - Y-Coordinate,STARLINK-31490 - Y-Coordinate,STARLINK-5143 - Y-Coordinate,STARLINK-31694 - Y-Coordinate,STARLINK-31879 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-30326 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-1971 - Y-Coordinate,STARLINK-3526 - Y-Coordinate,STARLINK-3130 - Y-Coordinate,STARLINK-4085 - Y-Coordinate,STARLINK-4015 - Y-Coordinate,STARLINK-1601 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-5719 - Y-Coordinate,STARLINK-1309 - Y-Coordinate,STARLINK-30317 - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-4511 - Y-Coordinate,STARLINK-31144 - Y-Coordinate,STARLINK-4677 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-1628 - Y-Coordinate,STARLINK-2478 - Y-Coordinate,STARLINK-2195 - Y-Coordinate,STARLINK-3969 - Y-Coordinate,STARLINK-5836 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-1457 - Y-Coordinate,STARLINK-2687 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-5663 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-2463 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-3447 - Y-Coordinate,STARLINK-30966 - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-11205 [DTC] - Y-Coordinate,STARLINK-31010 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31433 - Z-Coordinate,STARLINK-5870 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-1682 - Z-Coordinate,STARLINK-6194 - Z-Coordinate,STARLINK-4622 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-32288 - Z-Coordinate,STARLINK-5303 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-1808 - Z-Coordinate,STARLINK-4649 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-5818 - Z-Coordinate,STARLINK-1618 - Z-Coordinate,STARLINK-4589 - Z-Coordinate,STARLINK-3359 - Z-Coordinate,STARLINK-30159 - Z-Coordinate,STARLINK-31871 - Z-Coordinate,STARLINK-1393 - Z-Coordinate,STARLINK-3138 - Z-Coordinate,STARLINK-30199 - Z-Coordinate,STARLINK-5294 - Z-Coordinate,STARLINK-1259 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-1938 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-1755 - Z-Coordinate,STARLINK-3233 - Z-Coordinate,STARLINK-30286 - Z-Coordinate,STARLINK-30492 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-1835 - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-4261 - Z-Coordinate,STARLINK-2460 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-5175 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-6204 - Z-Coordinate,STARLINK-1990 - Z-Coordinate,STARLINK-30406 - Z-Coordinate,STARLINK-3515 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-1312 - Z-Coordinate,STARLINK-11243 [DTC] - Z-Coordinate,STARLINK-2651 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,STARLINK-31630 - Z-Coordinate,STARLINK-3658 - Z-Coordinate,STARLINK-31490 - Z-Coordinate,STARLINK-5143 - Z-Coordinate,STARLINK-31694 - Z-Coordinate,STARLINK-31879 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-30326 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-1971 - Z-Coordinate,STARLINK-3526 - Z-Coordinate,STARLINK-3130 - Z-Coordinate,STARLINK-4085 - Z-Coordinate,STARLINK-4015 - Z-Coordinate,STARLINK-1601 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-5719 - Z-Coordinate,STARLINK-1309 - Z-Coordinate,STARLINK-30317 - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-4511 - Z-Coordinate,STARLINK-31144 - Z-Coordinate,STARLINK-4677 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-1628 - Z-Coordinate,STARLINK-2478 - Z-Coordinate,STARLINK-2195 - Z-Coordinate,STARLINK-3969 - Z-Coordinate,STARLINK-5836 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-1457 - Z-Coordinate,STARLINK-2687 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-5663 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-2463 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-3447 - Z-Coordinate,STARLINK-30966 - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-11205 [DTC] - Z-Coordinate,STARLINK-31010 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4558.6275,-6917.0870,2867.1713,-203.6585,-5541.4012,-4755.6848,4847.4280,3853.7435,0.0000,412.7494,2103.2052,-4414.2140,6022.6282,-5785.6012,5119.5351,-1468.7547,4114.7008,-526.4161,-5871.2449,3979.1052,2149.1556,-4462.9641,-1466.2239,5927.4259,-4178.5829,-1066.7306,-1312.7781,1338.2281,-2044.1857,-5801.5224,-4277.0945,5374.0562,6022.7151,971.8356,1726.8998,-5822.5845,-6679.7350,6762.6232,-2909.9642,-5139.1152,3981.0251,-4192.6902,3849.7438,5335.1276,-2967.6219,4084.4770,3223.6198,-751.3316,1938.5702,-4557.6263,3826.7122,770.3029,-2049.5235,-4375.9145,-5295.7088,-3432.0878,3746.8584,2016.8855,-4940.2211,-4038.0856,-4922.3420,4359.6745,-2905.5208,-5508.6640,-1445.2099,-654.5078,861.7999,2411.2999,2428.1543,496.9434,-5792.7916,-4843.2603,-1719.2931,154.0442,-5125.3059,-567.7305,-6623.2171,-767.1500,4200.2433,-5853.9065,-120.0191,3443.1644,1361.8530,-147.6597,-3385.5637,263.0290,322.9339,3109.3857,-3703.6888,4274.7082,545.5046,-4505.9978,-3035.3357,-2683.0885,-6138.6020,-2958.5600,4079.8395,1492.9608,5154.6020,6217.5430,189785.7730,196176.6411,185374.7962,182576.9262,185575.0530,184279.1351,192337.0822,186908.4908,-267452223.9221,-267451212.7256,-267468100.4220,-267458209.1016,187653.7726,-267466077.7103,-2323.7663,-273.1663,5132.3591,4180.3982,3877.7533,-1885.1447,-1809.6212,-5755.2643,0.0000,-4422.7949,6143.9680,-1630.6226,1483.8202,3548.0483,4589.3881,5353.5103,-4207.5607,4369.7004,-1245.8356,-5582.2639,4841.2252,257.1013,5061.8457,2320.0886,-200.6942,4518.4422,-6066.9680,-5663.6826,-5732.2636,3313.2657,372.7677,-4365.4733,-3347.6672,-6423.3319,6702.4092,126.3316,-48.4809,-652.4328,5110.3989,1653.1504,-1141.0878,-30.0977,2070.8675,2394.4594,420.9764,-827.2714,-5792.7560,4523.3636,5697.7474,-1683.9915,4230.2163,4114.8684,-3766.7039,-3736.6715,169.9605,2621.1679,-5267.4368,5398.0028,896.2664,4394.6355,4648.9324,1863.0188,-3814.8755,-156.1162,6338.0919,6812.6687,4658.1424,3537.9586,5546.3630,-5651.2168,-845.8994,-1867.7303,-5687.9137,5288.7498,3776.0325,-5142.4370,-1196.2617,-5663.5142,5370.7059,3306.9413,5853.5326,-2727.1752,3934.5775,-5234.9608,-5924.4100,5382.7999,6424.0263,6180.7117,5806.0166,-4168.5701,-6912.2422,-3195.8005,5479.2211,-6272.3958,3129.1412,-4452.4956,2690.1302,5081.8420,-3072.8837,-2602.3379,-295173.8778,-302795.0875,-311067.0030,-304794.4662,-312118.5557,-308270.4232,-305666.3625,-304583.3982,88386411.0214,88389205.5261,88386052.7639,88397951.1396,-305780.3949,88401412.2555,-4519.2424,459.9594,3665.9229,-5525.0951,1513.2738,-4689.4902,-4640.3144,123.4050,0.0000,-5356.1522,2410.7258,5072.3581,3059.7270,965.2374,-787.8454,4174.6417,-3700.3168,5328.2078,-3447.0495,1053.5469,-4305.1431,-5302.0730,4473.9875,-2764.4324,-5518.9601,-5151.5742,-3105.0880,-3750.9398,-3318.4637,-1808.4282,-5316.3397,-227.9387,-638.7507,-2436.1147,490.6292,-3774.5618,-1923.1216,1439.2320,-3653.9306,4336.1881,5532.6148,5492.5894,5354.0361,-3739.0592,6262.6534,5526.4609,-1759.2655,5171.3688,3449.8206,4935.3066,3555.0566,-5533.1624,-5445.9701,-3736.4142,-4459.7078,5277.2645,-2476.0342,-3681.4019,-4627.1728,3337.2945,-1522.9350,-5059.3505,-5005.9272,-4191.0113,2363.4009,-1027.5018,5032.2849,5456.9674,3341.3529,-4005.2743,3698.4743,-4463.9534,-3587.6038,4452.7859,2445.7097,4586.3615,1358.3799,-3907.4747,266.7243,1726.8651,-3714.3007,-5365.6065,-5533.8228,4541.9991,-44.5748,-4361.3761,-2584.6903,-164.0733,-654.3945,-3538.0440,404.8951,-4229.1356,-2972.1080,1196.8128,633.7877,-4429.0743,-4617.7638,-4166.0254,3466.3406,1561.5010,-153658.2657,-155459.8818,-159012.7517,-150200.6241,-153590.9643,-164195.7384,-162642.0931,-158005.7311,28067284.3787,28091330.0696,28080569.9032,28059356.8499,-156870.9954,28066639.3197,
300.000,3689.3412,-6539.2790,4591.0519,1926.8513,-4882.1025,-5495.0033,3376.4742,2646.3995,0.0000,-870.0151,3410.6598,-4154.6639,6769.7072,-4633.0391,5816.3222,-238.4856,2278.4917,1412.4633,-6665.4928,2419.1946,4067.2793,-3541.3386,-82.9338,6742.6972,-4333.2307,1020.3195,-3018.7836,-370.6548,-3021.8921,-4495.0881,-4425.2009,4395.8534,5283.9057,-749.5969,3115.0296,-6109.7722,-6844.2825,5982.9299,-1936.7983,-5261.6228,3177.0250,-4313.1578,5127.9667,6371.8959,-1388.7778,3399.1293,1885.0252,1314.6936,3693.5411,-5746.5718,5281.9201,2862.3336,-3582.6850,-5762.6216,-4102.5418,-1585.2082,2138.9826,3582.2682,-4178.7127,-2235.3771,-3872.8868,5605.2511,-3771.4483,-6182.9422,-260.3026,614.7831,2776.4417,4250.6571,3898.5228,-1336.1870,-6558.4556,-6038.9572,-3508.0649,1781.1213,-3487.8716,-2292.9067,-6858.1778,-2317.1026,5135.2663,-4568.0673,1389.0511,2469.5169,3372.8250,-2197.7593,-4515.3897,1887.7536,1601.0554,4040.1824,-2413.4009,3275.6507,-976.6693,-3792.5654,-1343.1307,-3789.6261,-5138.1462,-4738.0270,4125.4157,3202.6604,4532.4319,5060.0657,195840.7721,202710.3049,191617.4295,188990.4138,191961.4310,190610.5329,198656.6374,193032.8437,-269316030.1446,-269314604.0900,-269331527.4964,-269321957.3794,194028.9507,-269329961.5957,-4216.9791,1238.5269,4544.4467,4271.8920,4914.4775,86.0750,-754.3546,-6109.7060,0.0000,-2879.5432,5994.4110,486.6215,278.7656,4278.0817,3601.9945,4146.3314,-4446.6488,5001.0896,18.0392,-6005.0976,4233.9663,2209.9278,6140.7889,881.9056,1917.1297,4052.5027,-5987.2727,-4909.9843,-4246.6540,4015.7172,2438.1273,-5115.4797,-4307.3823,-5876.6876,6111.9292,1944.9339,1196.7313,-2119.1737,6301.5867,3365.3944,-3149.0890,2085.0302,468.7682,883.0006,1948.6258,-2880.7008,-6586.0081,3930.4528,5436.7807,-207.8294,3655.8584,3696.0609,-2227.5646,-2992.8238,1790.7883,3796.0571,-5271.4554,5413.5830,2928.9869,4559.0783,5757.1316,386.3874,-1884.7314,1372.6555,6887.1816,6330.3274,4893.8821,2545.7203,5445.7268,-6128.2543,507.4158,-561.5922,-5485.5268,4096.1729,4610.1761,-5607.2498,314.5845,-6054.2649,4119.9820,4023.1405,4766.3569,-4527.4531,3217.3018,-5310.3464,-4868.6847,5943.2897,5412.2171,5372.5759,6025.1302,-5653.8519,-6606.7105,-1620.5104,5254.5060,-5768.0623,3972.1265,-3517.5839,581.0578,5238.4994,-4739.7565,-3465.7523,-290908.8607,-298619.9855,-306964.1390,-300701.6100,-308116.8209,-304282.5613,-301562.8847,-300404.9499,82525339.5424,82528130.4246,82524525.1341,82537414.9801,-301721.2786,82540277.6827,-3899.7741,1952.4668,2508.1850,-5106.6427,-286.3530,-4237.8544,-6028.9260,1903.5634,0.0000,-6275.3802,673.4526,5510.2570,1402.0241,2681.5192,1028.2783,5563.7919,-4834.5617,4558.0925,-1859.0274,2483.3718,-3481.4662,-5538.2704,3178.7322,-1379.9847,-5050.1380,-5534.5861,-1789.6162,-4868.4980,-4571.2097,-3404.9878,-4600.1036,1570.0641,1175.7138,-3612.7085,-1051.8165,-2654.6883,-146.9701,2813.8112,-2110.7988,2994.8870,5268.5101,4981.1186,4612.8463,-2605.8386,6516.8942,5297.4807,-239.5322,5530.0346,2223.4039,3863.4485,1987.0472,-5126.8151,-5499.9250,-2215.1347,-5285.0450,5438.1793,-3945.8237,-2144.9199,-4537.1072,4576.6323,1.4539,-4061.6947,-5502.8428,-2793.9224,615.9476,-2733.0175,4016.6594,4855.7392,1733.2245,-2979.8914,2171.7543,-3174.0831,-2402.8163,5277.2438,3613.9371,3336.6830,-181.9768,-2427.3459,1784.8769,3330.9840,-4841.1268,-4634.5962,-5121.4403,3877.8521,-1577.9093,-3027.1493,-4026.4929,1635.7226,-2398.8526,-2337.5622,1901.4082,-5604.2300,-4320.8623,-612.1824,2379.5974,-3656.5153,-5277.3182,-2774.0796,2245.0491,3196.4273,-153688.5337,-155520.6770,-159047.4656,-150367.1847,-153492.2691,-164115.1636,-162914.3265,-157663.3144,28071820.1323,28096081.0046,28085163.2375,28063800.8601,-156943.6458,28071436.4574,
600.000,2483.5523,-5531.0566,5861.1633,3856.8799,-3738.2918,-5738.5315,1504.5364,1159.2603,0.0000,-2134.6908,4374.2405,-3544.1477,6845.4932,-2993.6694,5941.7766,1078.1242,204.7485,3182.4868,-6801.8299,608.4284,5568.0978,-2326.3152,1275.0819,6907.1642,-4115.2229,3027.2068,-4420.6185,-2082.9159,-3753.1004,-2731.9421,-4167.7008,2970.6448,4012.3100,-2427.5907,4211.7139,-5824.5942,-6337.8648,4630.4861,-795.2176,-4890.8270,2114.6364,-4059.7999,5927.9021,6801.1394,272.4269,2435.8672,359.2626,3273.3416,5079.3528,-6388.2954,6155.1995,4676.6215,-4807.2812,-6555.8989,-2541.3956,394.0931,292.5923,4761.6686,-3036.1666,-183.3819,-2448.7620,6320.4473,-4325.9054,-6260.5161,943.4201,1853.1844,4393.3250,5687.9069,4967.6174,-3019.6067,-6682.8251,-6625.9745,-4945.1543,3278.1781,-1488.0607,-3764.0200,-6408.1661,-3615.2455,5561.2812,-2821.7424,2808.1831,1303.3605,5062.1473,-4021.7307,-5199.2554,3299.6053,2764.9716,4585.8748,-861.9144,1982.4207,-2422.7340,-2755.2254,511.8928,-4526.9718,-3616.5019,-6063.8961,3786.0367,4546.6152,3490.9044,3392.1908,201799.5882,209150.4100,197773.7773,195316.0346,198263.5846,196858.2596,204884.0151,199140.8915,-271051418.5000,-271049572.6576,-271066517.5635,-271057328.5982,200316.3569,-271065425.1562,-5686.7950,2649.0375,3538.3685,3999.0665,5467.9425,2026.6518,307.0323,-5871.2728,0.0000,-1090.7274,5255.9874,2571.0306,-938.1195,4598.4734,2247.0462,2557.5756,-4303.7165,5178.4721,1259.5828,-5863.7183,3230.4808,3975.6346,6622.3982,-628.3685,3832.3783,3247.2546,-5340.8676,-3708.5994,-2347.8830,4356.9925,4235.7712,-5372.2442,-4849.9537,-4781.9816,4927.7272,3557.3522,2323.0122,-3408.3432,6865.9673,4724.5601,-4861.1145,3979.9241,-1137.9862,-689.8842,3341.9243,-4663.5252,-6717.1651,3005.2775,4667.9873,1250.3790,2706.5914,2971.8560,-512.6646,-1968.4182,3281.5754,4632.1817,-4789.1747,4889.1763,4678.2688,4303.5458,6308.4893,-1088.3011,214.0556,2738.3949,6751.7015,5227.0684,4683.0326,1355.7721,4817.8504,-6034.2235,1787.1872,767.4516,-4772.5523,2534.3036,5009.2682,-5542.0999,1795.7363,-5860.7933,2439.2092,4379.4690,3238.1073,-5894.4586,2238.8359,-4906.8070,-3310.0539,5938.4666,3879.3873,4021.8364,5662.3033,-6590.0194,-5666.9641,162.9388,4550.1750,-4689.3669,4445.1232,-2278.5943,-1601.9146,4855.7511,-5938.9057,-4020.1637,-286523.2436,-294305.4678,-302726.7573,-296474.5552,-303978.2236,-300162.9970,-297329.2136,-296201.3076,76625027.0635,76627828.6668,76623772.9698,76637645.8851,-297529.3515,76639899.1595,-2843.8334,3236.2062,1081.6325,-4142.6847,-2055.3460,-3334.7138,-6779.9373,3479.2107,0.0000,-6533.4373,-1136.0842,5356.6412,-406.7411,4100.7103,2733.5498,6362.0555,-5456.8880,3296.8296,-70.8901,3647.5279,-2267.8103,-5184.2616,1540.8570,151.8572,-4040.4121,-5327.7481,-283.1243,-5464.3445,-5335.6488,-4635.8426,-3370.8758,3199.3596,2863.4191,-4404.0045,-2481.9798,-1251.5599,1644.7853,3888.5806,-340.6968,1332.3219,4436.9966,3932.8855,3374.8286,-1194.6664,6079.9175,4500.6116,1306.6981,5293.1864,759.5570,2377.6633,186.0042,-4174.4798,-4966.8144,-449.2422,-5544.7318,4989.6887,-4992.1350,-369.1081,-3939.9958,5306.2309,1525.6700,-2629.9601,-5412.5748,-1096.5512,-1197.8870,-4144.7973,2568.0832,3737.0383,-61.6965,-1637.2268,411.9773,-1531.6364,-961.6998,5533.9386,4375.9680,1727.5424,-1702.3059,-686.2408,3102.4465,4579.7474,-5451.3400,-3408.7601,-4160.5684,2799.1968,-2934.2304,-1368.9480,-5037.9968,3259.2508,-3885.1223,-887.6184,3195.2936,-6388.0378,-5208.2294,-2355.5223,3868.9200,-2494.5195,-5320.1381,-1058.9840,783.3085,4486.9644,-153719.6682,-155582.1521,-159078.0799,-150538.6411,-153397.0101,-164029.0537,-163180.3580,-157266.8802,28076355.5639,28100828.7447,28089750.6722,28068264.4318,-157016.2020,28076233.4467,
