sl_100_86400_20240728 Coordinates.csv
2024/07/28 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:38 2024,
Start: 2024/07/28 07:47:00.00, Stop: 2024/07/29 07:47:00.00,
TIME_UNITS,STARLINK-3667 - X-Coordinate,STARLINK-31346 - X-Coordinate,STARLINK-4594 - X-Coordinate,STARLINK-4330 - X-Coordinate,STARLINK-6101 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-5407 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-3556 - X-Coordinate,STARLINK-4568 - X-Coordinate,STARLINK-32141 - X-Coordinate,STARLINK-30800 - X-Coordinate,STARLINK-5411 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-5625 - X-Coordinate,STARLINK-31257 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-2320 - X-Coordinate,STARLINK-3782 - X-Coordinate,STARLINK-32175 - X-Coordinate,STARLINK-3126 - X-Coordinate,STARLINK-2455 - X-Coordinate,STARLINK-3178 - X-Coordinate,STARLINK-2251 - X-Coordinate,STARLINK-2541 - X-Coordinate,STARLINK-31981 - X-Coordinate,STARLINK-5434 - X-Coordinate,STARLINK-3095 - X-Coordinate,STARLINK-1623 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-5520 - X-Coordinate,STARLINK-31446 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-5202 - X-Coordinate,STARLINK-30307 - X-Coordinate,STARLINK-30757 - X-Coordinate,STARLINK-30446 - X-Coordinate,STARLINK-5834 - X-Coordinate,STARLINK-1009 - X-Coordinate,STARLINK-1862 - X-Coordinate,STARLINK-11112 [DTC] - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-3044 - X-Coordinate,STARLINK-30525 - X-Coordinate,STARLINK-3266 - X-Coordinate,STARLINK-4316 - X-Coordinate,STARLINK-2473 - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-31695 - X-Coordinate,STARLINK-2224 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-11197 [DTC] - X-Coordinate,STARLINK-3315 - X-Coordinate,STARLINK-1970 - X-Coordinate,STARLINK-2166 - X-Coordinate,STARLINK-32266 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-5239 - X-Coordinate,STARLINK-5965 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-30253 - X-Coordinate,STARLINK-11260 [DTC] - X-Coordinate,STARLINK-3071 - X-Coordinate,STARLINK-5742 - X-Coordinate,STARLINK-1571 - X-Coordinate,STARLINK-5221 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-30079 - X-Coordinate,STARLINK-6078 - X-Coordinate,STARLINK-31037 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-3136 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-5702 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-2027 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-6354 - X-Coordinate,STARLINK-4107 - X-Coordinate,STARLINK-1903 - X-Coordinate,STARLINK-31697 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-30495 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-31494 - X-Coordinate,STARLINK-2266 - X-Coordinate,STARLINK-4186 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3667 - Y-Coordinate,STARLINK-31346 - Y-Coordinate,STARLINK-4594 - Y-Coordinate,STARLINK-4330 - Y-Coordinate,STARLINK-6101 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-5407 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-3556 - Y-Coordinate,STARLINK-4568 - Y-Coordinate,STARLINK-32141 - Y-Coordinate,STARLINK-30800 - Y-Coordinate,STARLINK-5411 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-5625 - Y-Coordinate,STARLINK-31257 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-2320 - Y-Coordinate,STARLINK-3782 - Y-Coordinate,STARLINK-32175 - Y-Coordinate,STARLINK-3126 - Y-Coordinate,STARLINK-2455 - Y-Coordinate,STARLINK-3178 - Y-Coordinate,STARLINK-2251 - Y-Coordinate,STARLINK-2541 - Y-Coordinate,STARLINK-31981 - Y-Coordinate,STARLINK-5434 - Y-Coordinate,STARLINK-3095 - Y-Coordinate,STARLINK-1623 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-5520 - Y-Coordinate,STARLINK-31446 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-5202 - Y-Coordinate,STARLINK-30307 - Y-Coordinate,STARLINK-30757 - Y-Coordinate,STARLINK-30446 - Y-Coordinate,STARLINK-5834 - Y-Coordinate,STARLINK-1009 - Y-Coordinate,STARLINK-1862 - Y-Coordinate,STARLINK-11112 [DTC] - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-3044 - Y-Coordinate,STARLINK-30525 - Y-Coordinate,STARLINK-3266 - Y-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-2473 - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-31695 - Y-Coordinate,STARLINK-2224 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-11197 [DTC] - Y-Coordinate,STARLINK-3315 - Y-Coordinate,STARLINK-1970 - Y-Coordinate,STARLINK-2166 - Y-Coordinate,STARLINK-32266 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-5239 - Y-Coordinate,STARLINK-5965 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-30253 - Y-Coordinate,STARLINK-11260 [DTC] - Y-Coordinate,STARLINK-3071 - Y-Coordinate,STARLINK-5742 - Y-Coordinate,STARLINK-1571 - Y-Coordinate,STARLINK-5221 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-30079 - Y-Coordinate,STARLINK-6078 - Y-Coordinate,STARLINK-31037 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-3136 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-5702 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-2027 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-6354 - Y-Coordinate,STARLINK-4107 - Y-Coordinate,STARLINK-1903 - Y-Coordinate,STARLINK-31697 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-30495 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-31494 - Y-Coordinate,STARLINK-2266 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3667 - Z-Coordinate,STARLINK-31346 - Z-Coordinate,STARLINK-4594 - Z-Coordinate,STARLINK-4330 - Z-Coordinate,STARLINK-6101 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-5407 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-3556 - Z-Coordinate,STARLINK-4568 - Z-Coordinate,STARLINK-32141 - Z-Coordinate,STARLINK-30800 - Z-Coordinate,STARLINK-5411 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-5625 - Z-Coordinate,STARLINK-31257 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-2320 - Z-Coordinate,STARLINK-3782 - Z-Coordinate,STARLINK-32175 - Z-Coordinate,STARLINK-3126 - Z-Coordinate,STARLINK-2455 - Z-Coordinate,STARLINK-3178 - Z-Coordinate,STARLINK-2251 - Z-Coordinate,STARLINK-2541 - Z-Coordinate,STARLINK-31981 - Z-Coordinate,STARLINK-5434 - Z-Coordinate,STARLINK-3095 - Z-Coordinate,STARLINK-1623 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-5520 - Z-Coordinate,STARLINK-31446 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-5202 - Z-Coordinate,STARLINK-30307 - Z-Coordinate,STARLINK-30757 - Z-Coordinate,STARLINK-30446 - Z-Coordinate,STARLINK-5834 - Z-Coordinate,STARLINK-1009 - Z-Coordinate,STARLINK-1862 - Z-Coordinate,STARLINK-11112 [DTC] - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-3044 - Z-Coordinate,STARLINK-30525 - Z-Coordinate,STARLINK-3266 - Z-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-2473 - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-31695 - Z-Coordinate,STARLINK-2224 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-11197 [DTC] - Z-Coordinate,STARLINK-3315 - Z-Coordinate,STARLINK-1970 - Z-Coordinate,STARLINK-2166 - Z-Coordinate,STARLINK-32266 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-5239 - Z-Coordinate,STARLINK-5965 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-30253 - Z-Coordinate,STARLINK-11260 [DTC] - Z-Coordinate,STARLINK-3071 - Z-Coordinate,STARLINK-5742 - Z-Coordinate,STARLINK-1571 - Z-Coordinate,STARLINK-5221 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-30079 - Z-Coordinate,STARLINK-6078 - Z-Coordinate,STARLINK-31037 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-3136 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-5702 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-2027 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-6354 - Z-Coordinate,STARLINK-4107 - Z-Coordinate,STARLINK-1903 - Z-Coordinate,STARLINK-31697 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-30495 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-31494 - Z-Coordinate,STARLINK-2266 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2470.9188,-2180.3971,-3261.2630,-4303.9160,-3561.4466,-1121.5648,6269.5290,1157.4729,225.2946,-2513.8778,-6215.9197,-4774.9823,4507.1660,-6496.8050,2841.6319,4106.2098,693.1453,1450.1123,2930.0210,-799.5247,3534.1031,-4187.7296,4148.4791,2301.3368,-5452.3495,45.6734,6028.5864,523.5930,2874.8197,-1917.9498,-6607.3839,-3186.9713,912.3847,5269.4228,5103.3476,-3343.4613,-65.3392,-1742.4075,5962.7666,-6444.8408,6832.0144,3598.0059,6357.8723,-6471.1662,-497.1539,1928.8212,-2900.4627,-201.0642,834.4969,-5957.1361,-1872.7361,-3880.6088,-4456.6695,6607.6598,-4984.1153,1499.0935,-1713.6941,2375.2133,-404.0383,-72.6824,2138.9042,4836.7839,3747.9260,2509.3941,-1289.7936,2688.1746,-6590.6649,-1102.1270,-4206.1666,-2271.2240,-2917.8596,-1674.0808,3239.1615,-278.9899,-4595.8272,1024.3776,5295.9000,1054.2551,3436.5145,-1537.5793,721.8603,-2144.3800,-5265.2891,-5451.7212,6537.0556,-4109.4981,-6375.3502,-863.7496,4081.1466,3705.6677,2715.2864,3892.9306,-4563.6874,-628.0260,4461.3019,-5324.5561,2788.2264,-6637.3912,-6538.2334,2556.2961,-327266.7668,-315377.9927,-311603.5297,-318210.1966,-310214.4867,-314177.3752,-313224.1018,-313671.7465,-226398614.1135,-226353559.1063,-226371524.7551,-226398622.7353,-315065.2563,-226393910.9391,4892.7873,4800.0925,2994.0780,-3431.6783,5953.1007,-5158.9485,-2912.8756,5524.1701,5715.2594,3750.7506,2561.2152,2029.0951,-4585.1440,-1575.0156,-4786.6500,-3219.6851,4529.0114,-6762.7349,5120.7321,-4646.0957,-2922.5093,5342.0024,448.8027,3476.2825,-3600.9967,-4172.6616,72.2804,-5587.0749,4179.5406,-5840.4670,-1146.5857,-4778.1894,-4935.2015,2318.3521,2250.8988,-4810.0169,6423.9044,-5846.4763,655.7492,1521.1945,-496.5842,-5642.1377,-1920.2970,1368.4298,6473.7115,6225.3245,4164.4165,5546.4942,1505.9572,927.0352,6303.0909,5563.7595,-2542.1991,-1620.9550,816.4342,-2778.9040,-5182.9132,6060.4775,-5605.1356,6538.6175,3696.0816,1872.9797,5596.6262,-6437.2458,-5635.6767,3149.9638,1909.0283,6839.6517,1701.3557,-850.4419,-5392.5300,3821.0376,2704.0798,2750.0309,-349.0278,-4976.8046,503.1622,-5009.3452,5573.8219,6616.6931,-6770.2891,-6044.9578,2134.8357,-91.4917,-1652.3195,-3880.0883,-2331.7166,-3498.3552,5580.1463,1436.4737,3622.3184,-5295.4058,4816.1463,4967.1242,-564.1961,-411.3250,6225.6999,1577.6737,2181.1137,4402.5204,-162121.6782,-160530.0735,-172474.3385,-172017.8111,-172454.8638,-172016.3794,-163580.7559,-167555.3302,381432.2927,410949.9351,395574.5578,405295.9661,-167842.8687,397946.2771,4214.6453,-4384.7260,5308.8235,4227.1087,166.2464,-4477.5755,-584.1815,4008.2953,3885.2543,5234.3336,1217.5345,-4610.1004,-2610.5768,1558.4103,4132.0013,-4468.2217,5176.2331,-241.1980,3629.1073,-5083.0689,5172.9067,493.9485,-5523.1407,-5539.5644,-2281.0998,5522.0890,3403.2568,3911.4322,4723.4377,3236.2966,1749.3830,3866.0686,4615.7639,-3875.3259,-3932.4060,-3687.5443,-2576.6641,-3308.4851,3475.8711,-2074.3250,-1101.7346,-1796.0395,-1999.2271,-1320.0361,2435.7755,-2325.3620,4721.5261,4123.9221,6716.7307,3408.3705,-1932.8868,-579.4428,4661.6725,1254.1365,4733.3525,-6198.3546,4255.5511,-1757.3751,4028.7337,2278.8881,-5457.5530,4289.0488,1616.4084,-377.0022,-3838.3858,5534.7594,887.2028,363.6921,4842.6825,6505.5811,3241.1136,-5537.4821,5475.5473,6369.5600,-4920.0527,4715.7157,4443.9758,4568.1430,1516.5605,-632.4436,-1235.5652,2057.4527,3973.0873,-4292.3848,1596.5294,-4011.6056,1422.4245,5934.1525,462.1211,-5711.5805,-5229.8871,-2196.3684,-1595.1937,-4636.6487,-5273.0540,4420.2079,107.9345,-13.4460,725.4514,4677.0209,110891.7921,108291.1277,104924.6095,113534.0863,110439.7785,99796.5580,101072.7467,108107.3609,84751068.2952,84773890.3868,84748990.9449,84751858.8856,106997.0510,84762138.4821,
3600.000,-4070.6243,363.4737,1775.9248,-111.2443,924.7476,3647.6039,-3883.6845,-3314.0237,-3093.8867,489.1700,4573.6918,3606.8440,-932.0579,5027.6335,1215.9686,-368.1566,-3953.2501,528.6930,-4881.6403,3915.6909,448.9977,1690.2519,-4080.2226,-5627.4854,6207.4313,3901.5196,-3261.3055,3055.9216,-5881.0151,2012.5905,4650.5109,5292.6037,3571.7461,-4862.4846,-4642.2693,4058.2899,-1526.4234,4185.8867,-6680.7301,3814.9028,-4892.0585,-2086.9270,-3444.5663,3103.6754,-1745.1400,-3292.3351,-547.2166,-1831.6463,1288.5350,6317.4127,-1112.2027,1399.8892,6759.1488,-5493.4838,5838.4180,-831.7557,4098.8779,-3954.3715,3263.5846,-2166.6928,-5685.1662,-3091.3720,-4697.0699,-296.6924,4137.5147,-5730.1094,5198.9581,-1218.4949,3630.0587,4936.7987,4676.7130,-2145.6745,-6134.1847,-4029.2858,5917.4072,2894.0987,-6054.7143,3123.2030,-4053.1544,-1284.2728,892.3379,3855.6132,4702.4444,3870.9363,-3841.5632,4162.0933,5464.2221,3235.0614,-4611.5581,-1420.9726,-4856.9481,-665.1098,2151.6342,-3823.6313,-5141.6731,6041.8700,-4504.5569,4388.3819,4202.1623,-4339.1842,-277444.6799,-263682.8335,-260643.9711,-266209.6422,-257492.2317,-261268.2189,-261649.0055,-264167.6776,-218741149.8498,-218698853.5768,-218716303.7471,-218745886.1761,-262847.6556,-218735990.7725,-982.2383,-6837.0713,-6189.0448,1241.9389,-5923.8806,5837.1035,4344.4188,-6083.1101,-2762.6747,-6503.4378,-3815.3870,-5390.9937,5065.1033,-1690.4149,5110.6278,5577.6474,-5253.7991,5497.2413,-4897.2575,5374.6350,4764.3644,-5268.8988,3753.5565,-1163.1448,2227.6397,4429.9658,2656.2627,2799.8967,-1814.4623,2161.0217,-1241.0481,4466.9590,4772.3000,1680.9101,2368.9809,844.0225,-6510.0654,2862.7716,1861.8216,-3661.6655,2776.3280,6101.5829,3204.5245,-3211.0954,-6607.2906,-3078.9735,-5995.4210,-6669.9758,-5706.9805,-2744.9839,-4375.0961,-5388.4580,1072.9739,2907.2632,-3517.9643,6248.7432,5567.7262,-4413.4485,2576.8052,-4013.0500,-2443.7579,3135.3522,-4333.1266,5441.0355,5523.6528,-412.1082,-3104.0781,-6078.2302,-5543.1883,-2338.5009,1980.9243,-5264.1357,-203.9303,-1207.5283,-3079.4154,5225.5253,2760.2668,3059.8471,-1533.4214,-5880.2199,6136.0537,4676.0431,-5010.7584,-3678.3348,3011.1533,-221.1070,-676.7455,-501.2228,-3674.9576,2587.1591,236.9798,4551.7034,-6004.8436,-4657.4012,3946.9987,-2831.3160,-3541.4213,-3745.5763,-3254.8558,-436.1212,-239624.2643,-231449.4078,-246683.5713,-244636.1296,-245611.9041,-245789.5720,-237533.6714,-241817.0789,-58261991.1582,-58221002.4462,-58240134.3345,-58241968.1576,-241100.0053,-58244578.1529,-5512.4312,311.0541,-2536.9948,-6833.7765,-3498.5015,710.0569,3755.7785,-54.0235,-5541.6630,-2315.2656,3341.7228,2455.4440,4639.9017,-4363.1066,-4535.2346,3979.1925,-2159.3542,4161.9364,464.5265,1943.1151,-5002.0413,3957.1413,4131.6589,3865.7474,-2100.4167,-3631.3590,-5507.8964,-5450.7022,-3205.4184,-6299.7276,-4993.3214,149.0075,-3325.3642,4645.4924,4392.0986,5531.6339,-1788.8962,4726.2278,-149.8341,4483.0373,4052.3466,-2537.0627,5085.5399,5044.6665,1184.3972,5238.8316,-3451.8533,-180.4212,-3746.8418,747.8127,5149.7946,-3923.8113,-1144.1090,3031.9266,-1238.8460,2928.0421,-420.8201,-3218.2375,-5534.3075,-5218.1893,3107.0062,-5077.9164,2668.7354,4254.6419,697.0082,-3860.8174,3339.1199,3106.4440,-487.1682,-4303.9851,-4731.5097,3956.1222,-3199.8099,-5540.1491,942.4609,-3533.5790,-1965.8289,-5298.2432,-5143.8751,-3213.8866,-3075.3831,2937.4327,-957.8719,4419.1313,-4924.6485,5525.4719,-4224.2849,-6136.8483,3630.4806,6286.0502,4906.6651,5172.3001,-2425.2626,3190.8364,2437.3073,-1905.4212,-3706.9684,3633.4441,-4452.2606,-5375.1868,112630.7809,109939.2053,107166.0160,113470.3492,113686.2605,103535.1842,100587.7942,107513.0221,84764429.2455,84783269.8084,84757770.2416,84766305.3905,108468.5686,84773786.1541,
7200.000,5402.5740,1517.7977,-257.7394,2613.6330,2645.6246,-4371.9350,-38.0271,4041.0022,5812.2252,1079.9444,-201.6592,-1724.9472,-3085.0330,-2120.0920,-4646.4967,-2770.7469,5069.0806,-3400.4142,4852.9007,-4942.4446,-3414.1366,2620.6004,3448.5723,6907.9519,-4562.8725,-5784.8554,167.7012,-6118.3576,6917.1220,-3241.3469,-1590.7753,-5151.4228,-6040.8180,3833.8027,3134.2661,-4661.8858,2968.8468,-6074.3586,4893.1752,-182.9644,1493.3489,-927.3346,-628.0997,1896.0966,3655.0325,4765.1255,3160.6332,3023.4658,-3830.0357,-3873.9119,4739.7579,2750.1667,-6195.5123,1842.8766,-4387.7815,776.7230,-4623.4848,4022.0488,-5896.8884,4805.4783,6746.3875,1015.9924,4338.5986,-3070.3075,-5283.5563,6757.8787,-1391.2531,3842.6452,-356.2721,-6120.8003,-5805.6487,4323.7568,6668.9771,6732.9773,-3584.7220,-5404.7646,4871.0581,-6341.7335,3733.5448,4286.8767,-3002.9594,-4045.1050,-2560.7071,-1940.3434,-210.8786,-4099.2252,-3304.3489,-5650.5351,4170.6204,451.2666,6016.9695,-3489.3658,1798.2124,6132.2575,4204.7738,-4814.6075,5009.8325,-6.1678,-99.1833,5634.8812,-209303.9095,-196473.7974,-193151.8485,-197558.8899,-188472.9487,-191941.9771,-193041.4325,-192864.3304,-196159125.6699,-196123107.5914,-196139440.6016,-196163914.0209,-194030.6005,-196154020.9807,-2698.7732,5378.8793,6668.0360,3467.0578,4335.1089,-4078.1975,-5122.2521,4004.7131,-257.1565,6516.2009,4098.4308,6617.9287,-4846.2264,5048.2944,-4654.9532,-6238.1151,4154.4117,-2425.9418,2457.6920,-4242.3327,-5769.9547,3242.6935,-5995.3224,-528.8684,644.2546,-3782.0369,-5479.0172,68.5535,-463.9850,2303.4799,4292.5861,-2172.8929,-3139.4137,-5148.3369,-5855.5785,3241.6569,3710.6994,502.8544,-3664.4977,5513.0330,-4997.2913,-4359.6635,-4634.4108,4713.6256,4234.1933,-1055.4543,6174.8307,4855.3001,5607.6342,3613.4309,1372.7635,3107.2114,528.8371,-3844.7127,4421.4529,-6609.0797,-3603.5087,-419.9766,437.6327,559.8077,1088.5390,-6506.7391,795.9380,-2861.0909,-3472.2049,-1471.7324,3954.6633,3329.6360,4980.4122,3275.2939,1733.4303,5415.3684,-1496.9337,911.6045,4216.8678,-4344.2432,-4634.7991,-1148.9071,-3730.8914,2579.3020,-3007.0487,58.4009,5880.1291,6384.9608,-4516.4638,4200.3827,4138.7307,2961.6942,-267.0227,-6123.9824,-3048.8109,-3281.9067,4689.1205,2917.8484,-5176.0068,4672.6532,-1027.6460,5098.1633,4257.9088,-2952.2156,-302432.5459,-287507.0651,-304990.3039,-301480.5134,-303008.4375,-303151.7875,-296385.0262,-297655.9686,-112912114.9411,-112860491.8432,-112884299.6944,-112897648.6677,-298913.8600,-112893627.2666,3370.2499,3959.7549,-1835.1428,5411.9268,4720.3792,3476.4025,-4682.2522,-3957.1954,3737.4251,-2065.8333,-5467.8601,1159.5288,-3892.9667,4133.7191,2199.8667,-754.8751,-2223.3521,-5521.3808,-4299.2042,2357.2745,1706.6266,-5387.0438,-191.3241,139.5217,5152.7346,-497.2006,4226.9438,3060.7408,-256.5870,5693.8232,5197.4877,-4095.2661,-469.3157,-2635.9682,-1564.1539,-3958.3802,5021.9610,-3318.3174,-3283.7421,-4211.8649,-4577.0652,5293.6326,-5123.1559,-4439.0610,-4107.3891,-4906.4575,91.6127,-3898.6551,-1468.8760,-4471.3049,-4767.7122,5387.9180,-3081.7810,-5453.4418,-3035.2337,1999.6241,-3694.4036,5384.4904,3586.0026,4949.7270,1125.7345,1358.8943,-5347.2205,-5504.2060,2847.3114,-233.0562,-5507.9985,-4724.1418,-4387.3974,-423.9136,3374.6109,11.9221,-1085.7188,1480.2065,3835.7254,214.3338,-1711.9566,2358.3680,4155.6697,4629.6909,5451.2749,-5392.4291,-2649.8712,-1899.3940,5244.4409,-3685.7883,4472.6758,2758.3145,-5530.8680,-3264.4653,-1521.4144,-5008.9294,4610.1934,643.0950,1869.6508,-1771.5401,4507.0508,-4537.6490,5460.3430,2714.4790,114283.8066,111472.2760,109745.5125,112452.2735,116423.4646,108173.9353,100848.5426,110523.7832,84778365.6387,84792560.7381,84767039.2179,84782711.2066,109929.0953,84785403.2953,
