sl_100_86400_20240919 Coordinates.csv
2024/09/19 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:41 2024,
Start: 2024/09/19 07:47:00.00, Stop: 2024/09/20 07:47:00.00,
TIME_UNITS,STARLINK-31826 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-5178 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-3091 - X-Coordinate,STARLINK-32154 - X-Coordinate,STARLINK-5841 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-5172 - X-Coordinate,STARLINK-3087 - X-Coordinate,STARLINK-32223 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-1465 - X-Coordinate,STARLINK-4450 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-3991 - X-Coordinate,STARLINK-2040 - X-Coordinate,STARLINK-30165 - X-Coordinate,STARLINK-2399 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-5145 - X-Coordinate,STARLINK-2436 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-5140 - X-Coordinate,STARLINK-1098 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-30980 - X-Coordinate,STARLINK-30779 - X-Coordinate,STARLINK-4449 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-1626 - X-Coordinate,STARLINK-1705 - X-Coordinate,STARLINK-1329 - X-Coordinate,STARLINK-31650 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-5515 - X-Coordinate,STARLINK-30322 - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-30781 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-31156 - X-Coordinate,STARLINK-31193 - X-Coordinate,STARLINK-4031 - X-Coordinate,STARLINK-1792 - X-Coordinate,STARLINK-3911 - X-Coordinate,STARLINK-3802 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-4605 - X-Coordinate,STARLINK-6063 - X-Coordinate,STARLINK-2416 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-11248 [DTC] - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-11153 [DTC] - X-Coordinate,STARLINK-3550 - X-Coordinate,STARLINK-5357 - X-Coordinate,STARLINK-31527 - X-Coordinate,STARLINK-31893 - X-Coordinate,STARLINK-1643 - X-Coordinate,STARLINK-11206 [DTC] - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-4787 - X-Coordinate,STARLINK-1980 - X-Coordinate,STARLINK-30879 - X-Coordinate,STARLINK-30814 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-4465 - X-Coordinate,STARLINK-2523 - X-Coordinate,STARLINK-5134 - X-Coordinate,STARLINK-31760 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-31240 - X-Coordinate,STARLINK-1931 - X-Coordinate,STARLINK-3293 - X-Coordinate,STARLINK-4417 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-3284 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-3949 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-32151 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-5913 - X-Coordinate,STARLINK-3752 - X-Coordinate,STARLINK-1593 - X-Coordinate,STARLINK-4313 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-4420 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-2151 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-30952 - X-Coordinate,STARLINK-30335 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-5042 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31826 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-5178 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-3091 - Y-Coordinate,STARLINK-32154 - Y-Coordinate,STARLINK-5841 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-5172 - Y-Coordinate,STARLINK-3087 - Y-Coordinate,STARLINK-32223 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-1465 - Y-Coordinate,STARLINK-4450 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-3991 - Y-Coordinate,STARLINK-2040 - Y-Coordinate,STARLINK-30165 - Y-Coordinate,STARLINK-2399 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-5145 - Y-Coordinate,STARLINK-2436 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-5140 - Y-Coordinate,STARLINK-1098 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-30980 - Y-Coordinate,STARLINK-30779 - Y-Coordinate,STARLINK-4449 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-1626 - Y-Coordinate,STARLINK-1705 - Y-Coordinate,STARLINK-1329 - Y-Coordinate,STARLINK-31650 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-5515 - Y-Coordinate,STARLINK-30322 - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-30781 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-31156 - Y-Coordinate,STARLINK-31193 - Y-Coordinate,STARLINK-4031 - Y-Coordinate,STARLINK-1792 - Y-Coordinate,STARLINK-3911 - Y-Coordinate,STARLINK-3802 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-4605 - Y-Coordinate,STARLINK-6063 - Y-Coordinate,STARLINK-2416 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-11248 [DTC] - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-11153 [DTC] - Y-Coordinate,STARLINK-3550 - Y-Coordinate,STARLINK-5357 - Y-Coordinate,STARLINK-31527 - Y-Coordinate,STARLINK-31893 - Y-Coordinate,STARLINK-1643 - Y-Coordinate,STARLINK-11206 [DTC] - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-4787 - Y-Coordinate,STARLINK-1980 - Y-Coordinate,STARLINK-30879 - Y-Coordinate,STARLINK-30814 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-4465 - Y-Coordinate,STARLINK-2523 - Y-Coordinate,STARLINK-5134 - Y-Coordinate,STARLINK-31760 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-31240 - Y-Coordinate,STARLINK-1931 - Y-Coordinate,STARLINK-3293 - Y-Coordinate,STARLINK-4417 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-3284 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-3949 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-32151 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-5913 - Y-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-1593 - Y-Coordinate,STARLINK-4313 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-4420 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-2151 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-30952 - Y-Coordinate,STARLINK-30335 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-5042 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31826 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-5178 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-3091 - Z-Coordinate,STARLINK-32154 - Z-Coordinate,STARLINK-5841 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-5172 - Z-Coordinate,STARLINK-3087 - Z-Coordinate,STARLINK-32223 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-1465 - Z-Coordinate,STARLINK-4450 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-3991 - Z-Coordinate,STARLINK-2040 - Z-Coordinate,STARLINK-30165 - Z-Coordinate,STARLINK-2399 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-5145 - Z-Coordinate,STARLINK-2436 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-5140 - Z-Coordinate,STARLINK-1098 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-30980 - Z-Coordinate,STARLINK-30779 - Z-Coordinate,STARLINK-4449 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-1626 - Z-Coordinate,STARLINK-1705 - Z-Coordinate,STARLINK-1329 - Z-Coordinate,STARLINK-31650 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-5515 - Z-Coordinate,STARLINK-30322 - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-30781 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-31156 - Z-Coordinate,STARLINK-31193 - Z-Coordinate,STARLINK-4031 - Z-Coordinate,STARLINK-1792 - Z-Coordinate,STARLINK-3911 - Z-Coordinate,STARLINK-3802 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-4605 - Z-Coordinate,STARLINK-6063 - Z-Coordinate,STARLINK-2416 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-11248 [DTC] - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-11153 [DTC] - Z-Coordinate,STARLINK-3550 - Z-Coordinate,STARLINK-5357 - Z-Coordinate,STARLINK-31527 - Z-Coordinate,STARLINK-31893 - Z-Coordinate,STARLINK-1643 - Z-Coordinate,STARLINK-11206 [DTC] - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-4787 - Z-Coordinate,STARLINK-1980 - Z-Coordinate,STARLINK-30879 - Z-Coordinate,STARLINK-30814 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-4465 - Z-Coordinate,STARLINK-2523 - Z-Coordinate,STARLINK-5134 - Z-Coordinate,STARLINK-31760 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-31240 - Z-Coordinate,STARLINK-1931 - Z-Coordinate,STARLINK-3293 - Z-Coordinate,STARLINK-4417 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-3284 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-3949 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-32151 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-5913 - Z-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-1593 - Z-Coordinate,STARLINK-4313 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-4420 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-2151 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-30952 - Z-Coordinate,STARLINK-30335 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-5042 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4483.4673,-5581.6751,-4397.4627,3939.4450,-656.1099,3483.3962,-3718.8364,-3592.0662,68.2493,3095.7821,-795.1377,-635.5585,4584.6203,4913.9759,-360.9780,3414.7492,-6034.4505,-5022.9706,-4435.2593,-4984.2990,-812.4455,-4646.2079,-5289.8976,-4117.4435,-6685.2446,2038.4034,2626.2397,6120.3482,-1749.3816,4165.2127,-5924.3361,909.6043,3193.2251,-1557.7275,3280.7749,6720.8246,965.9932,5608.0325,1631.8909,4135.3612,-895.9624,5630.8290,3214.8655,-4688.2242,-2651.0480,3140.7686,-312.2721,-4249.4971,-3797.1894,3162.8664,-1022.4878,812.7644,-5987.0615,5383.0569,-3159.4208,-1661.3163,6474.5707,247.3497,-6880.9184,4330.5506,4244.2678,-2273.7428,-6149.3283,-6740.3526,2618.6376,-724.3308,6292.3193,-2798.8542,6505.6292,-494.6492,-5476.7003,6000.3210,6564.1440,745.8779,-6058.7780,4374.9056,731.4997,-739.3193,-4204.6015,3991.9519,5800.7098,3883.8809,-3152.2732,2601.7835,-1597.7676,4921.5381,-2357.0500,2565.4275,-2108.0794,3220.0764,-5269.9785,-197.8235,3673.2463,-3361.7955,1405.5154,5558.0918,4224.3003,3048.4331,-5679.7402,3661.8408,69997.5061,76462.9234,83985.3530,79524.1953,84837.9083,82114.7124,75959.8008,78721.7345,-173728632.6237,-173731683.8514,-173723316.7283,-173728524.3315,78200.8152,-173734557.4038,-4492.9767,3140.2362,-2751.3682,-5701.6565,5954.0809,3716.4458,5709.1587,2107.6194,-6411.3663,-2928.7055,4025.3914,-6814.7974,1579.4057,2436.4173,-5290.8174,-5379.5264,-2822.1070,-994.4783,3401.9487,2604.0560,4580.2602,-4794.1827,1171.9354,907.0762,-1245.1857,4644.8400,-3539.1983,-609.7685,4776.5400,-3357.0335,3294.1621,4321.7227,4337.2601,-6546.6225,2607.8298,-1127.4472,-1199.8943,1018.7050,4917.1451,-4926.7867,2377.4970,-175.3773,2689.0439,-5038.6972,4992.1397,-3920.5290,-4172.7461,4025.2966,5730.0985,-4190.1478,-4148.7912,-4932.2350,3415.8111,-4079.9744,2597.4933,-1708.0497,-1346.7721,-4677.5457,-593.5015,-93.6662,-4210.5833,6403.6157,-575.6973,1253.9596,-4851.3508,-4621.4123,508.6680,6062.8589,426.7863,-4544.7726,4076.2397,3324.3076,1292.9077,5364.6192,1745.5570,-5258.4555,-6699.8673,-4134.7342,1363.4975,-3238.9553,700.0461,2391.1325,-3160.9668,-3507.0983,6355.0878,-2714.5447,-6374.7329,-2113.1199,-3622.2880,-4448.4532,-2810.2999,-5074.2412,-1020.4847,6085.2573,6668.9389,-212.8400,4894.2504,-5773.2483,2204.0849,4003.5785,-362604.0830,-327512.5171,-347533.0922,-352148.1278,-346063.5654,-348885.8672,-343019.3160,-346419.4730,-50467386.6437,-50470377.4293,-50484645.2450,-50480994.3246,-347045.2366,-50486883.3033,-2595.5337,-2625.8818,-4585.3384,311.8108,3521.8650,-4551.6969,1379.4280,5523.1566,-2607.2736,5485.7169,-5461.8344,1083.3134,4924.2341,4219.0301,-4490.4302,-2703.3458,-1993.7114,-4659.2469,-4097.7388,4053.2009,5120.9051,1877.9559,4291.8622,5483.5053,-1284.2652,4723.2721,5332.0332,3199.6989,4708.1929,4274.5807,-1517.9159,-5332.2276,4343.8418,-1647.2650,-5520.9008,295.1596,6763.0376,3547.2061,4604.5976,2378.0656,-6473.9910,4039.5354,5493.7625,859.3679,-3901.6709,-4764.1091,-5500.2474,3679.4394,-795.1382,4347.7282,-5447.8154,4824.7308,-685.8610,-1588.1348,-5336.1311,-6533.9210,-1304.9742,-5098.2865,639.7919,-5318.4252,-3290.9403,-1348.0090,-2666.3792,1052.8497,4169.8078,5097.0427,-2592.1456,-1552.0101,-2015.5154,-5233.5045,1159.2470,895.5116,-1336.6707,4326.6725,-2856.4860,582.6806,1589.8629,-5504.1539,-5359.1747,-4637.3200,3695.2461,5191.5890,5225.4195,-5372.8283,1909.9662,-4041.8154,574.9140,6098.5640,5493.7503,4211.0043,-3549.5751,-4730.3047,-5810.5614,-54.5573,-1245.3827,-4149.3838,2506.5773,-2350.0176,-3311.7962,4282.0714,42359.4778,39691.5074,36803.6207,45237.1826,42382.1586,31713.3999,32766.6078,40426.7042,78406409.3986,78429765.0665,78420854.1731,78407059.6650,38811.1559,78404940.4486,
3600.000,-3168.7038,2090.9657,4010.6426,-1238.3881,-1086.6283,-4283.9360,3161.8718,1301.8731,2294.5048,-4205.0777,-3701.4443,2035.8465,-3638.2051,-6839.7659,-2167.8217,-2125.9394,5741.6366,6736.7511,366.2001,4121.7677,-3360.3105,5135.0491,1906.5199,2527.6514,4889.0981,-5408.7952,-503.1275,-6205.1802,-2123.7756,-3493.3091,5824.9275,-4454.6385,-4229.9107,2919.8561,-5471.6377,-4787.6756,473.9972,-2643.9077,-5075.3044,-2702.6404,-3591.1254,-6102.1370,-5359.4541,5661.2358,-1750.8779,-1919.7979,4471.4451,3552.5469,1238.9143,-351.1329,4779.1858,-604.5630,4241.1626,-3674.0495,-897.8058,5200.3244,-4774.2162,2680.4018,6086.1242,-2686.5620,-2276.2360,597.7942,2919.9004,4567.3289,-1284.0949,3856.3099,-6297.7292,896.7534,-6129.4939,-2034.5425,3928.9197,-5871.0420,-4889.2463,-4262.2983,2744.1592,-1738.6661,812.4195,4732.2772,-521.6620,-3408.5653,-6824.8692,-6550.9039,4840.9784,1540.8063,-298.0742,-4797.5670,4287.6419,-3452.0332,5369.2942,-2151.5219,4365.6709,4015.5757,1272.8453,2249.0527,-2798.8167,-3629.2613,-5934.7694,407.9521,2146.1097,-4199.5921,159487.8398,156329.3860,168089.5549,163112.0784,169268.7879,167132.7962,160367.4383,162112.9082,-154686831.1035,-154692533.8521,-154678798.2981,-154690924.2977,162418.3710,-154691604.5572,5733.6044,-3863.1743,-1555.7604,5801.6723,-2551.8089,1024.9816,-5107.0287,-5511.2465,3753.5736,5350.1776,-4474.2399,5833.3920,2706.5314,-1027.6697,6574.2803,6372.7141,2559.9816,-1199.7297,-4159.0147,-5470.8355,-3335.7880,1497.2830,-3751.3750,-4801.7225,-1020.5368,-2692.4191,6376.1404,3091.7527,-5546.3857,5895.0340,-764.3827,-4628.1465,-243.2032,5682.6887,934.1003,3431.6895,-3997.7304,3136.9412,-4038.5209,5913.1314,-2851.4256,3121.0612,964.5260,2943.8568,-4868.6360,6534.3455,3288.4032,-5919.5692,-5091.8357,6660.9163,3999.9679,6917.0888,-4220.6666,5503.8769,-5662.5090,-698.7877,3124.0371,6080.0723,-1633.8568,4442.4359,6409.6892,-6243.0835,-2801.0929,-3313.7767,6794.2917,5393.0070,2212.1286,-6089.7067,2208.7455,6619.3933,-4797.9667,-1502.9330,2001.1151,-3274.9607,-3327.7977,5858.0000,6324.2584,2687.4783,1054.8748,5939.8591,1050.4035,-347.1297,-1072.6792,4845.2122,-6223.8800,4985.2142,4198.2904,5390.8170,918.6326,6574.1282,5129.2460,4642.1075,-1202.6868,-4736.6564,-4197.9580,3798.2786,-3416.5712,5194.0212,-3629.0453,213.2408,-333116.3426,-297411.7657,-318385.4162,-321209.4985,-314919.8819,-317924.5258,-313249.4586,-317234.1485,-93735581.7119,-93734441.9124,-93746165.8844,-93745185.0697,-316344.4512,-93755376.4895,-2023.4265,5334.2585,5407.8868,-3599.8772,-6378.0737,5204.7175,3494.2956,-3994.6799,5329.1775,-1428.6842,3579.6935,3130.3055,-5231.9945,-371.5133,-552.8460,-1663.8573,-2973.9441,1015.7752,5514.6604,-1105.2290,-5061.4238,-4421.1605,-5498.1622,-4311.8660,4777.0564,-3413.8727,-2665.4864,240.2904,-3589.7232,-172.7882,-3709.5184,2561.0001,-5486.9571,-2682.6629,4132.8560,3434.3792,-5661.4921,-5326.6998,-2466.5592,2181.5915,5218.9001,-1078.5200,-4274.1429,2714.5415,4505.7452,1211.3731,4095.6616,443.4317,4506.6475,-1439.4000,2995.3338,-355.1210,-3496.2168,-2085.7280,3493.1081,4554.3019,-3593.6969,1919.2653,2893.8331,4464.6424,-524.7758,-2948.5112,5359.1220,-4039.0202,-254.2338,-2011.9363,-1410.5378,-3023.1769,-2024.3833,500.9087,3074.7787,3327.2496,4308.7547,-4390.0114,5398.5221,3123.4090,2696.0147,4261.9008,6834.3406,976.5938,421.9594,-2206.2521,-4773.9450,4681.8413,2769.6557,16.2736,3238.6485,-2716.7931,-4272.3256,-358.9344,-1695.8104,3223.7748,6707.3554,-4569.4302,4733.9361,4521.8734,1103.7330,4571.8145,5489.6466,-5500.4938,43916.8067,41400.2054,39483.0517,45514.1204,45972.9358,35878.8593,32708.9162,39160.0635,78385316.8583,78411297.6272,78400951.2937,78383113.4827,40666.7800,78386978.6310,
7200.000,-218.1808,2217.9814,-3518.8080,-2470.2795,4107.3120,4433.1491,-141.2141,436.2044,-5013.4881,3602.5065,5724.1592,-3528.8435,2648.3196,5788.6505,3024.4847,-519.2997,-3136.0565,-5561.9132,3531.6891,-1943.8510,6313.4361,-4795.7117,1277.0664,-1102.5638,-1752.7598,6913.0875,-1085.2913,3922.2790,4768.6413,1059.9699,-1460.6878,5637.3169,5009.3182,-3789.3067,6165.3297,535.2024,-3551.0682,-618.7684,6461.4452,-651.2329,5836.3669,4433.8885,6063.1220,-5088.7099,5350.2368,242.4815,-6552.3414,-1147.1848,2695.8761,-2257.2940,-6112.4235,199.3540,-328.8644,284.1956,3339.2852,-6823.6662,-126.0052,-3925.3500,-3190.8370,1106.9829,-932.6988,2111.3774,1052.7838,-936.8946,-572.6722,-4937.2062,3150.8018,2277.6086,2725.5477,3346.7669,-212.2306,3790.3528,1561.3091,6625.7436,1242.4501,-2236.3007,-2829.0668,-6771.2034,5424.1428,1615.2471,4810.9114,6453.1959,-5468.2338,-4299.9138,2915.0057,2575.8393,-5008.0140,3453.2220,-6828.9031,225.0340,-930.2112,-6107.5503,-5870.3771,1116.7138,4403.7120,1413.2170,5607.8550,-4200.4491,1790.0697,4519.4820,238575.3291,226044.1056,241403.2063,236065.7393,242898.2656,240833.9580,234912.0649,236151.3313,-125091142.7476,-125101535.7349,-125084009.0894,-125100329.3022,236249.7974,-125094768.5401,-4466.6853,4520.6913,5211.0175,-4448.2568,-908.2947,-4785.9001,2787.3758,6912.8094,-343.4644,-4822.3457,3597.1846,-2391.5542,-5975.0316,-746.6302,-3421.3155,-4780.5507,-174.2146,2537.4858,4767.8766,6163.5323,2135.8680,2575.7457,5961.2977,6821.4067,4062.9892,570.1919,-6636.7129,-4488.4108,5028.2930,-5409.0829,-970.9424,3593.0252,-3504.5847,-2238.2674,-3147.5006,-5017.4381,5841.6682,-6283.3958,2237.2902,-4377.3219,3652.5769,-4689.3645,-3312.3352,674.9575,3810.3616,-6193.4041,-2189.3383,5286.0056,3325.2180,-5905.5493,-2968.3542,-5423.4189,4173.2196,-5275.9389,5639.1059,1331.4679,-4092.9032,-5151.2312,3985.2457,-6747.1600,-5491.7846,3760.3660,5769.0783,5116.7131,-5723.4147,-4262.3017,-4211.4612,3481.2234,-4304.4015,-4108.4726,4273.1482,-1797.7348,-5262.3209,974.8398,5013.8872,-4500.6859,-3365.5792,-1366.5850,-331.4434,-5878.9216,-2494.0847,-1221.3129,4029.9310,-5308.0369,2985.5601,-5025.1720,223.5948,-5595.1111,1048.4890,-5827.1574,-3526.8794,-3283.1709,228.9535,2100.5310,187.6215,-6431.7179,419.6737,-3748.6506,5086.7494,-4081.8146,-281714.0115,-248338.5508,-268922.9318,-269920.6266,-263757.4432,-266474.5472,-263262.3868,-264312.6385,-130585979.2048,-130581636.1767,-130589382.1999,-130597948.9856,-265580.8319,-130605531.3439,5183.2172,-4751.2687,-2893.7040,4706.6049,5527.8636,-2017.1350,-6370.2195,-10.5601,-4761.8222,-3483.7135,936.2344,-5470.9457,2261.0006,-3736.9012,5220.8002,4963.4129,6194.7131,3229.3751,-3580.8101,-2525.2281,1876.4916,4291.5599,3261.4826,468.4629,-5325.0229,34.2666,-1666.7486,-3553.2743,296.4461,-4081.0390,6706.8160,1774.4533,3247.0662,5337.2638,-240.3376,-4594.8242,1211.8935,2288.7256,-1172.0562,-5248.9669,-968.5984,-2548.2233,367.9810,-4670.1750,-2006.0053,3064.4307,-104.6328,-4321.1583,-5441.7352,-2567.1615,1292.1153,-4349.9840,5507.3991,4486.6010,1471.7491,35.6409,5341.3787,2424.2845,-4700.5081,-488.3866,3930.5275,5409.3265,-3295.8833,4581.0300,-3852.2669,-2338.6322,4336.3373,5436.2677,4530.4768,4477.7520,-5453.3372,-5508.2005,-4055.2915,1799.9811,-4609.3962,-4682.2964,-5358.3013,-395.7216,-4328.2468,3260.9570,-4308.7373,-2183.9167,1098.3519,-1105.1143,-5406.1151,3987.3336,-4630.9327,-2265.2812,365.1066,-3745.0408,5898.6234,207.9004,-3710.7684,6524.2868,-5349.2888,-2187.3343,-4065.8454,-4057.8088,-4360.3551,3274.0923,45429.7713,43098.3045,42475.0495,44839.2251,49060.4461,40954.4825,33398.0178,43818.0696,78364318.5215,78392406.7412,78380200.7718,78360587.3679,42517.7346,78369003.3968,
