sl_100_5400_20240216 Coordinates.csv
2024/02/16 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:33 2024,
Start: 2024/02/16 07:47:00.00, Stop: 2024/02/16 09:17:00.00,
TIME_UNITS,STARLINK-2574 - X-Coordinate,STARLINK-3579 - X-Coordinate,STARLINK-5931 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-30932 - X-Coordinate,STARLINK-4655 - X-Coordinate,STARLINK-3754 - X-Coordinate,STARLINK-3059 - X-Coordinate,STARLINK-11127 [DTC] - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-3685 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-30549 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-2288 - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-1408 - X-Coordinate,STARLINK-31445 - X-Coordinate,STARLINK-5121 - X-Coordinate,STARLINK-3878 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-2725 - X-Coordinate,STARLINK-4390 - X-Coordinate,STARLINK-5738 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-1677 - X-Coordinate,STARLINK-3262 - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-31383 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-6222 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-2243 - X-Coordinate,STARLINK-2648 - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-3265 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-3660 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-2706 - X-Coordinate,STARLINK-4313 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-4594 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-31022 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-4008 - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-2568 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-3330 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-30965 - X-Coordinate,STARLINK-5884 - X-Coordinate,STARLINK-31587 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-32195 - X-Coordinate,STARLINK-6122 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-32145 - X-Coordinate,STARLINK-4520 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-30192 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-5024 - X-Coordinate,STARLINK-6113 - X-Coordinate,STARLINK-1162 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-3629 - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-30119 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-3561 - X-Coordinate,STARLINK-5498 - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-2697 - X-Coordinate,STARLINK-2065 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-31695 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-5514 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2574 - Y-Coordinate,STARLINK-3579 - Y-Coordinate,STARLINK-5931 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-30932 - Y-Coordinate,STARLINK-4655 - Y-Coordinate,STARLINK-3754 - Y-Coordinate,STARLINK-3059 - Y-Coordinate,STARLINK-11127 [DTC] - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-3685 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-30549 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-2288 - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-1408 - Y-Coordinate,STARLINK-31445 - Y-Coordinate,STARLINK-5121 - Y-Coordinate,STARLINK-3878 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-2725 - Y-Coordinate,STARLINK-4390 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-1677 - Y-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-31383 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-6222 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-2243 - Y-Coordinate,STARLINK-2648 - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-3265 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-3660 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-2706 - Y-Coordinate,STARLINK-4313 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-4594 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-31022 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-4008 - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-2568 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-3330 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-30965 - Y-Coordinate,STARLINK-5884 - Y-Coordinate,STARLINK-31587 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-32195 - Y-Coordinate,STARLINK-6122 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-32145 - Y-Coordinate,STARLINK-4520 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-30192 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-5024 - Y-Coordinate,STARLINK-6113 - Y-Coordinate,STARLINK-1162 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-3629 - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-30119 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-3561 - Y-Coordinate,STARLINK-5498 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-2697 - Y-Coordinate,STARLINK-2065 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-31695 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2574 - Z-Coordinate,STARLINK-3579 - Z-Coordinate,STARLINK-5931 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-30932 - Z-Coordinate,STARLINK-4655 - Z-Coordinate,STARLINK-3754 - Z-Coordinate,STARLINK-3059 - Z-Coordinate,STARLINK-11127 [DTC] - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-3685 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-30549 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-2288 - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-1408 - Z-Coordinate,STARLINK-31445 - Z-Coordinate,STARLINK-5121 - Z-Coordinate,STARLINK-3878 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-2725 - Z-Coordinate,STARLINK-4390 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-1677 - Z-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-31383 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-6222 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-2243 - Z-Coordinate,STARLINK-2648 - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-3265 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-3660 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-2706 - Z-Coordinate,STARLINK-4313 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-4594 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-31022 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-4008 - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-2568 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-3330 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-30965 - Z-Coordinate,STARLINK-5884 - Z-Coordinate,STARLINK-31587 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-32195 - Z-Coordinate,STARLINK-6122 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-32145 - Z-Coordinate,STARLINK-4520 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-30192 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-5024 - Z-Coordinate,STARLINK-6113 - Z-Coordinate,STARLINK-1162 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-3629 - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-30119 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-3561 - Z-Coordinate,STARLINK-5498 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-2697 - Z-Coordinate,STARLINK-2065 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-31695 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4429.0176,2564.1786,-5837.9872,-3898.2787,2654.5812,-2831.7314,3615.9314,4700.0131,-3871.1081,-4599.9414,1040.1091,-1301.7193,-6236.5270,-3094.5963,374.8478,4424.1499,5059.9068,-3477.0025,-292.7202,3570.5517,397.2309,3649.0889,5515.1147,2003.0815,-2079.9886,-5428.5238,-5644.3694,-3467.0733,-4116.3461,-4427.5077,-3438.1298,-5625.4064,5218.3261,-692.4283,6806.3787,1183.3345,2882.8293,5018.4606,-1671.1274,225.3658,5728.7230,4217.9762,1724.7966,-3256.3775,-3860.5549,-1297.3444,4713.8231,4209.2051,4482.6630,2107.6838,1784.0739,-5902.9664,-3598.2419,6269.0473,-4205.8106,4066.9682,-5597.2389,-5166.5966,3574.6968,5088.0920,1790.4847,-4566.4813,-2501.5259,799.1877,-422.6424,2942.3179,-855.3610,-5340.6638,5491.7785,-5448.7624,-866.0062,5447.9610,-5452.9517,4850.5098,3419.5281,-3079.4617,-1121.7585,2399.8950,-3188.2028,-3390.8604,6590.8011,5699.1092,-2793.6108,-4412.8324,3780.2050,-3361.2862,5020.4169,4327.2815,-3264.5136,-5560.4248,-803.8803,1513.1817,1938.2264,-2450.0886,1172.1052,-5415.3829,-1987.8897,4901.3391,4167.8476,-555.1139,314370.1967,285426.9111,292357.8709,299006.8407,291586.1664,295647.5099,297274.8317,299304.7350,-234283091.7467,-234295869.1290,-234303762.1272,-234301775.1680,297671.4951,-234295813.4537,4896.3823,-6088.1177,1149.3710,3479.2539,5470.1155,3620.3139,-5246.3477,4557.6901,5555.1334,-181.1647,6842.0291,4320.7723,706.0773,-3747.7276,-4979.5560,-4272.7529,2176.9589,-5952.0896,5694.5578,-3519.8746,6750.1806,4871.0944,1475.6051,-3772.7369,2038.1629,-622.9125,575.3242,-2559.1951,-5090.1994,3938.4879,2246.5927,1758.7202,2911.6183,5728.0873,-92.2429,-4003.1718,-3015.3498,1419.1605,1881.2605,-6558.8573,3653.0008,-5492.1777,-6701.4483,-2940.8448,3387.1936,6122.4237,-4331.5668,-2900.5084,-4525.4234,-6298.5225,4283.4382,-3356.3003,-5865.3619,-2720.2923,1575.7854,-4705.5677,-518.9919,3926.2995,5207.7382,1900.7144,-2901.7456,3365.1368,-6001.5394,-6567.8962,-4207.9147,-4867.7123,-4795.8920,784.2616,-2293.8033,-3172.5277,-5159.0911,-1877.4627,-982.6268,1129.7504,4050.3384,-2803.7952,5841.8116,4160.1524,3999.4122,-3040.6787,-453.1383,3772.3623,-776.8172,4868.3979,3437.1582,-3334.3777,4519.3616,881.3975,2873.8546,4126.6634,-4190.9115,-4747.4906,-6557.0813,-5943.6332,6626.3421,-4333.3493,-6395.9156,3845.0580,-4441.9560,-6198.6883,189925.1945,178296.6765,190910.7453,193691.9812,191416.7572,192323.0309,184053.1379,189538.6515,213301403.6632,213290170.7452,213279416.5118,213280251.7960,188778.8106,213285956.2282,-2144.1244,2059.5165,-3604.4708,-4568.9581,3332.8388,-5177.7300,2690.1026,2339.3045,-115.4583,-5186.8919,-240.4468,5238.0753,2394.3323,-4820.6496,-4652.8034,3225.2946,4209.0735,585.1162,-3793.3756,-4629.9357,1460.0715,-3307.7231,3933.6454,-5462.0949,-6312.4436,4268.3398,3790.6536,-5435.8159,-2247.2783,-3396.4244,5477.5879,-3685.6840,-3558.8589,-3862.0422,1369.1140,-5547.2728,-5527.9924,4542.0790,-6486.5576,2194.9563,-677.0544,-108.5895,261.5959,5375.5562,4629.1087,-2961.2830,2484.5364,-4536.9666,-2714.9429,1744.3688,-5152.3206,1324.9664,-802.1746,-1257.9195,-4981.4075,3033.5048,3854.3025,-2418.2404,2680.4529,-4320.7424,6051.3909,-3791.8024,2408.1234,2078.8725,5415.0212,-3990.1890,4956.7734,4167.7176,-3557.0783,-2898.7266,-4534.5960,-3922.6402,-4176.1486,4812.8089,-4454.0452,-5531.4384,-3564.1533,4882.7587,4648.9074,5208.8641,2116.5211,-1287.4557,-6317.3410,-2182.6304,4653.9153,4908.9089,1588.5350,5317.7489,5373.1138,-646.8790,5439.0144,4642.6059,-1119.9841,2592.2324,385.9217,244.8810,572.0309,3032.7150,-3333.8484,3056.5188,144078.6067,138758.1890,137183.8251,146265.6949,142437.9146,131906.1992,133869.7791,139115.7798,-118890276.5617,-118911285.7963,-118907511.9830,-118890301.1660,139408.5343,-118886163.7167,
300.000,-2902.4130,1058.9086,-4356.5684,-2090.1883,4341.1343,-1650.5536,2738.8297,4439.3210,-2686.1194,-5180.2014,2162.8466,422.9109,-5132.6069,-3809.8934,-1778.7748,2686.9437,5115.6606,-4415.7437,1285.1306,2009.3709,1591.2740,4136.9684,4811.5001,259.4358,-3896.7192,-5915.2621,-6076.3371,-4897.6393,-4566.2605,-3490.0936,-2127.8867,-5403.2682,4428.1934,1254.1750,6105.8744,-923.6011,1352.2533,4384.4857,-533.4121,-1091.7015,5938.9891,3041.1291,495.0153,-1467.5245,-1882.9250,-76.4384,3001.2915,3789.1615,3802.1890,651.2538,3203.0444,-6508.5944,-4348.4765,5770.5616,-2614.3074,2347.8528,-4913.5362,-4615.9000,5054.5131,5090.9567,1207.6795,-3726.4217,-3688.5701,-864.5794,-2461.1124,894.9415,-1572.3537,-3953.0649,3913.0054,-6501.5516,-2337.1107,3887.8140,-5019.8429,4203.8082,5074.2197,-4274.3005,175.4507,3466.6577,-2274.5908,-5047.0400,6605.3878,6362.9165,-4261.0248,-2877.2040,4112.4053,-5070.5292,6055.3004,3955.3155,-1368.3014,-5065.2050,-2743.7325,-608.1094,586.7902,-3315.7206,2293.8476,-5948.0174,-3006.1852,4942.1892,2294.6024,-2175.2417,310335.5969,281619.4484,288347.6164,294983.8091,287467.4014,291527.8548,293273.1822,295209.7951,-238882014.5452,-238894537.3994,-238902137.3895,-238900181.5525,293616.8459,-238894702.0067,5125.0000,-5803.7060,1664.3247,4637.4022,4995.5601,5201.1879,-6277.5280,3344.0105,5976.7995,1708.2699,6263.5119,5337.1489,1927.9117,-1764.3362,-4937.5519,-4547.5854,73.0077,-5184.5054,4633.9811,-4974.8159,5968.1272,3164.7881,-298.3936,-4927.3813,2682.4019,1283.2882,2120.6598,-1053.3807,-3592.0768,5460.0077,3971.7686,3563.8604,1570.0760,5103.5586,-1318.1666,-4439.4019,-4496.8066,-514.3361,3674.1932,-5728.2185,2342.0368,-5930.7506,-6735.7331,-2032.2685,3935.6596,6800.9483,-4983.9291,-4646.6991,-5696.7856,-6834.0021,2682.9312,-2301.6553,-4766.4791,-3828.3468,3065.0262,-4822.1694,1445.9074,5115.7405,4463.9221,-216.4157,-4726.9106,5042.3586,-4642.5338,-6016.0630,-3419.0655,-5130.5185,-3017.2426,2211.0957,-3208.3921,-1871.0157,-3762.5368,-2946.2123,1068.4140,-853.1526,3502.1475,-995.4299,6634.4744,2326.6822,5557.1626,-1939.7397,-2026.7075,2754.3210,-2029.9908,5088.8746,1405.9986,-2454.1221,3391.9714,-1255.1076,3937.3651,4529.0000,-3200.2459,-5170.0700,-6307.6374,-4557.1861,5951.9249,-3225.4097,-5534.9119,2121.7874,-4999.3139,-5184.0534,196581.0086,184365.5244,197257.0301,199861.5729,197624.4199,198590.9534,190310.7246,195848.4906,208136524.3286,208125379.5126,208114281.1698,208114893.7156,194990.7840,208120985.0921,-3676.7575,3611.4443,-5162.6706,-4722.3265,2074.0366,-4260.9463,979.2406,4172.5999,1698.4727,-4282.5059,-2017.3316,4376.5092,3877.1513,-5407.3098,-4363.6905,4504.9801,4677.1999,-1228.3904,-4879.2580,-4217.3900,3109.5996,-4568.1535,4979.7887,-4871.7891,-5093.4774,3385.5785,2284.0491,-4798.3263,-3764.2626,-2156.6563,5155.1118,-2532.7922,-5129.0003,-4537.3957,3025.7179,-5257.2562,-5090.5459,5321.4777,-5884.2856,3721.3456,-2426.6565,-1889.8784,-1537.9637,6468.0373,5361.8319,-1288.2565,3645.1196,-3279.3011,-1007.4339,227.6248,-5534.0249,-486.1833,-2527.5463,547.2692,-5362.6184,4368.6973,4495.2505,-676.7120,1277.5899,-4712.0474,4945.9729,-2689.6135,3591.0999,3336.9332,5427.4846,-4598.8828,6058.0569,5095.7106,-4741.5563,-1539.3875,-5321.5803,-4981.7051,-4669.0507,5435.5377,-3149.1052,-5355.7541,-2006.4079,5427.6357,3426.5325,4319.5605,640.6437,516.2267,-5101.9524,-3712.2738,5371.4107,3847.7501,68.2142,5527.3395,5513.9351,1474.1216,5478.9164,4391.8827,-2810.1279,4031.5013,2170.1453,-1552.2171,2341.5638,4364.0519,-4238.1152,4055.9232,144186.1263,138846.8620,137311.3310,146278.4724,142715.0719,132153.5715,133763.1379,139698.0594,-118886122.2201,-118907146.2065,-118903643.0063,-118886907.5604,139508.6990,-118882256.8586,
600.000,-1068.6850,-584.0930,-2438.4800,-102.9571,5597.6550,-351.7840,1599.9977,3772.2061,-1199.1697,-5289.6296,3093.9922,2068.7006,-3479.3441,-4196.6211,-3746.5160,669.1527,4721.0327,-4927.2745,2777.8362,277.8695,2662.0978,4266.8609,3675.1867,-1470.8999,-5324.0921,-5854.6302,-5893.3153,-5876.8884,-4602.9479,-2219.0099,-650.8559,-4682.4193,3236.4865,3105.6433,4810.3925,-2922.2287,-266.2082,3366.3807,589.0305,-2340.6160,5552.2422,1546.8126,-800.5892,430.0747,279.1838,1137.6431,979.0406,3014.7372,2754.3190,-867.9226,4357.9297,-6469.4817,-4694.5247,4702.2271,-776.1537,373.5660,-3764.5586,-3613.0647,6022.4232,4647.9699,567.1996,-2532.9909,-4553.0882,-2473.1162,-4272.5521,-1245.0969,-2208.1501,-2183.6195,1953.7712,-6925.1186,-3628.1634,1963.7206,-4143.4663,3195.6620,6218.3581,-5095.0186,1433.4913,4237.3446,-1173.5036,-6216.1943,5983.6009,6406.1514,-5228.7641,-1034.3872,4096.5032,-6258.0656,6504.7438,3251.6115,634.9411,-4043.8031,-4439.5019,-2653.5363,-851.3847,-3899.4609,3193.6597,-5906.3228,-3724.7601,4537.6960,193.7305,-3619.4241,306158.5772,277684.0581,284209.4436,290832.7017,283223.0453,287276.7814,289140.0510,290867.1646,-243367105.7855,-243379378.5185,-243386672.1004,-243384714.1812,289432.6163,-243379755.3449,4885.3658,-4967.7084,2079.1120,5388.4371,4054.9071,6282.0896,-6680.9979,1757.7193,5774.3484,3401.4473,5062.1883,5856.6498,2985.0188,389.0441,-4436.8773,-4424.1044,-2046.1142,-3894.1497,3131.1087,-5948.4636,4596.7505,1135.5443,-2080.9997,-5635.8082,2973.5702,3044.0035,3424.2341,511.1831,-1721.4818,6422.7418,5321.0200,5013.6734,20.3150,4023.1137,-2448.1918,-4496.9491,-5568.9765,-2429.0489,5131.6493,-4341.5007,766.8239,-5795.7791,-6107.0706,-828.4489,4154.0533,6806.1129,-5173.1424,-5903.7741,-6297.3554,-6687.1023,854.6845,-1013.2466,-3184.1727,-4565.8215,4270.9998,-4504.5572,3289.4781,5792.7715,3284.3986,-2320.2994,-6080.7664,6201.8500,-2835.2556,-4897.0316,-2342.3658,-4944.2234,-950.9066,3460.6847,-3860.4035,-403.3287,-2026.1225,-3783.8329,3035.0626,-2781.5424,2641.6006,874.6813,6777.8159,277.6840,6563.8445,-693.7240,-3398.5457,1461.2517,-3122.8278,4841.1146,-768.7220,-1363.8945,1937.4494,-3280.9735,4665.3842,4486.9901,-1947.1898,-5105.5245,-5448.1547,-2717.9928,4632.7058,-1786.5138,-4066.2277,164.7801,-5115.6473,-3686.0896,203150.9884,190354.2161,203515.0035,205944.2915,203740.7185,204768.0216,196486.3507,202004.8419,202872509.3445,202861464.3159,202850032.6790,202850448.2369,201115.6978,202856879.4750,-4818.0284,4774.5888,-6175.6008,-4373.0612,593.4448,-2887.0044,-837.1667,5563.2489,3317.0985,-2920.9308,-3577.7073,3043.7816,4904.2940,-5395.0485,-3586.1793,5305.3598,4645.5904,-2909.6494,-5425.0876,-3332.5498,4423.9358,-5339.6467,5493.8670,-3761.5618,-3335.2004,2141.0989,521.0687,-3649.3324,-4877.0634,-675.4767,4261.6569,-1110.8939,-6157.0352,-4730.1702,4359.7018,-4408.5248,-4108.0188,5528.4957,-4661.2874,4847.2388,-3904.7175,-3468.4191,-3172.4399,6872.8185,5517.4694,523.3290,4404.4461,-1655.5936,808.4103,-1314.2045,-5325.7144,-2245.0155,-3982.0437,2294.1555,-5112.6725,5234.0446,4630.8513,1137.5584,-266.2739,-4601.7027,3315.7964,-1285.5232,4389.9541,4238.2029,4845.1896,-4719.4780,6517.8642,5452.1072,-5420.0418,-15.6114,-5538.4820,-5517.4029,-4664.4304,5476.2185,-1505.9052,-4606.4685,-233.9443,5371.8293,1834.6487,2966.2878,-903.6929,2265.0538,-3346.0954,-4843.6957,5510.0210,2355.0557,-1459.4065,5141.9452,5061.3361,3438.6004,4929.3112,3646.5382,-4199.2640,5039.2143,3701.4329,-3183.7866,3836.1010,5227.7969,-4691.6537,4621.7213,144293.1627,138935.5122,137442.9269,146286.2071,142988.6704,132406.2271,133662.6133,140266.3872,-118881965.9068,-118903000.4506,-118899767.5461,-118883492.3286,139608.7702,-118878349.7767,
