sl_100_86400_20240414 Coordinates.csv
2024/04/14 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:09 2024,
Start: 2024/04/14 07:47:00.00, Stop: 2024/04/15 07:47:00.00,
TIME_UNITS,STARLINK-31270 - X-Coordinate,STARLINK-32371 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-2264 - X-Coordinate,STARLINK-3225 - X-Coordinate,STARLINK-5580 - X-Coordinate,STARLINK-4721 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-30716 - X-Coordinate,STARLINK-3275 - X-Coordinate,STARLINK-5890 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-32009 - X-Coordinate,STARLINK-30183 - X-Coordinate,STARLINK-5283 - X-Coordinate,STARLINK-1209 - X-Coordinate,STARLINK-4546 - X-Coordinate,STARLINK-1096 - X-Coordinate,STARLINK-3908 - X-Coordinate,STARLINK-2324 - X-Coordinate,STARLINK-31624 - X-Coordinate,STARLINK-5303 - X-Coordinate,STARLINK-11230 [DTC] - X-Coordinate,STARLINK-2010 - X-Coordinate,STARLINK-31622 - X-Coordinate,STARLINK-32198 - X-Coordinate,STARLINK-3198 - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-3964 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-32095 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-5441 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-1790 - X-Coordinate,STARLINK-3501 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-6239 - X-Coordinate,STARLINK-3705 - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-4502 - X-Coordinate,STARLINK-5553 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-6134 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-11140 [DTC] - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-31387 - X-Coordinate,STARLINK-5836 - X-Coordinate,STARLINK-30985 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-32170 - X-Coordinate,STARLINK-1355 - X-Coordinate,STARLINK-4273 - X-Coordinate,STARLINK-32317 - X-Coordinate,STARLINK-5256 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-2470 - X-Coordinate,STARLINK-4027 - X-Coordinate,STARLINK-4362 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-6078 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-6142 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-32199 - X-Coordinate,STARLINK-4152 - X-Coordinate,STARLINK-2315 - X-Coordinate,STARLINK-2150 - X-Coordinate,STARLINK-31575 - X-Coordinate,STARLINK-3702 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-6112 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-3081 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-2036 - X-Coordinate,STARLINK-31908 - X-Coordinate,STARLINK-5061 - X-Coordinate,STARLINK-6100 - X-Coordinate,STARLINK-3068 - X-Coordinate,STARLINK-31344 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-30088 - X-Coordinate,STARLINK-4380 - X-Coordinate,STARLINK-2607 - X-Coordinate,STARLINK-5570 - X-Coordinate,STARLINK-31642 - X-Coordinate,STARLINK-2211 - X-Coordinate,STARLINK-31512 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-32371 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-2264 - Y-Coordinate,STARLINK-3225 - Y-Coordinate,STARLINK-5580 - Y-Coordinate,STARLINK-4721 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-30716 - Y-Coordinate,STARLINK-3275 - Y-Coordinate,STARLINK-5890 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-32009 - Y-Coordinate,STARLINK-30183 - Y-Coordinate,STARLINK-5283 - Y-Coordinate,STARLINK-1209 - Y-Coordinate,STARLINK-4546 - Y-Coordinate,STARLINK-1096 - Y-Coordinate,STARLINK-3908 - Y-Coordinate,STARLINK-2324 - Y-Coordinate,STARLINK-31624 - Y-Coordinate,STARLINK-5303 - Y-Coordinate,STARLINK-11230 [DTC] - Y-Coordinate,STARLINK-2010 - Y-Coordinate,STARLINK-31622 - Y-Coordinate,STARLINK-32198 - Y-Coordinate,STARLINK-3198 - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-3964 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-32095 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-5441 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-1790 - Y-Coordinate,STARLINK-3501 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-6239 - Y-Coordinate,STARLINK-3705 - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-4502 - Y-Coordinate,STARLINK-5553 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-6134 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-11140 [DTC] - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-31387 - Y-Coordinate,STARLINK-5836 - Y-Coordinate,STARLINK-30985 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-32170 - Y-Coordinate,STARLINK-1355 - Y-Coordinate,STARLINK-4273 - Y-Coordinate,STARLINK-32317 - Y-Coordinate,STARLINK-5256 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-2470 - Y-Coordinate,STARLINK-4027 - Y-Coordinate,STARLINK-4362 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-6078 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-6142 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-32199 - Y-Coordinate,STARLINK-4152 - Y-Coordinate,STARLINK-2315 - Y-Coordinate,STARLINK-2150 - Y-Coordinate,STARLINK-31575 - Y-Coordinate,STARLINK-3702 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-6112 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-3081 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-2036 - Y-Coordinate,STARLINK-31908 - Y-Coordinate,STARLINK-5061 - Y-Coordinate,STARLINK-6100 - Y-Coordinate,STARLINK-3068 - Y-Coordinate,STARLINK-31344 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-30088 - Y-Coordinate,STARLINK-4380 - Y-Coordinate,STARLINK-2607 - Y-Coordinate,STARLINK-5570 - Y-Coordinate,STARLINK-31642 - Y-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-32371 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-2264 - Z-Coordinate,STARLINK-3225 - Z-Coordinate,STARLINK-5580 - Z-Coordinate,STARLINK-4721 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-30716 - Z-Coordinate,STARLINK-3275 - Z-Coordinate,STARLINK-5890 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-32009 - Z-Coordinate,STARLINK-30183 - Z-Coordinate,STARLINK-5283 - Z-Coordinate,STARLINK-1209 - Z-Coordinate,STARLINK-4546 - Z-Coordinate,STARLINK-1096 - Z-Coordinate,STARLINK-3908 - Z-Coordinate,STARLINK-2324 - Z-Coordinate,STARLINK-31624 - Z-Coordinate,STARLINK-5303 - Z-Coordinate,STARLINK-11230 [DTC] - Z-Coordinate,STARLINK-2010 - Z-Coordinate,STARLINK-31622 - Z-Coordinate,STARLINK-32198 - Z-Coordinate,STARLINK-3198 - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-3964 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-32095 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-5441 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-1790 - Z-Coordinate,STARLINK-3501 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-6239 - Z-Coordinate,STARLINK-3705 - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-4502 - Z-Coordinate,STARLINK-5553 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-6134 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-11140 [DTC] - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-31387 - Z-Coordinate,STARLINK-5836 - Z-Coordinate,STARLINK-30985 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-32170 - Z-Coordinate,STARLINK-1355 - Z-Coordinate,STARLINK-4273 - Z-Coordinate,STARLINK-32317 - Z-Coordinate,STARLINK-5256 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-2470 - Z-Coordinate,STARLINK-4027 - Z-Coordinate,STARLINK-4362 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-6078 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-6142 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-32199 - Z-Coordinate,STARLINK-4152 - Z-Coordinate,STARLINK-2315 - Z-Coordinate,STARLINK-2150 - Z-Coordinate,STARLINK-31575 - Z-Coordinate,STARLINK-3702 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-6112 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-3081 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-2036 - Z-Coordinate,STARLINK-31908 - Z-Coordinate,STARLINK-5061 - Z-Coordinate,STARLINK-6100 - Z-Coordinate,STARLINK-3068 - Z-Coordinate,STARLINK-31344 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-30088 - Z-Coordinate,STARLINK-4380 - Z-Coordinate,STARLINK-2607 - Z-Coordinate,STARLINK-5570 - Z-Coordinate,STARLINK-31642 - Z-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2378.8043,-2380.1140,2189.7174,697.3009,3105.0681,-1161.5515,-3961.2256,-480.2340,2003.1371,-2975.5345,-892.7398,-5860.1177,-1991.0779,670.8309,-766.1772,-3635.1363,6177.7091,4050.8080,6074.4807,1877.3449,4684.4018,-6424.4934,0.0000,6752.1724,-3964.0417,-6524.1373,4724.8837,-4030.6477,-351.0376,5629.5802,4556.2094,5920.0722,-2628.6729,4085.5150,-4432.5471,1866.3883,3313.6594,3860.7507,3606.7280,4478.1205,6090.4181,6630.2091,-4849.2087,4303.3609,-6562.1832,4212.5394,-5408.2332,5163.9970,5763.3878,4654.3834,-5357.0712,1035.6234,2592.4370,2132.9423,4869.2914,-2409.4414,-5321.1340,-4742.2356,-1772.3062,5169.6268,6600.9212,-4239.8170,-5407.3429,1378.9573,-3984.9936,2723.5976,-4043.3665,-1283.1415,-306.7064,6744.7592,-3357.1566,-1591.5439,4197.5117,3207.7762,3938.7543,3992.9408,2383.8183,-6076.3971,3575.5257,-5776.5481,-1835.7780,-1238.1364,-3046.2603,3017.2304,4036.3052,-5760.5593,-6474.2960,-2006.2117,-795.2098,4055.1494,1678.6122,-1971.5046,4181.9640,785.5013,-4612.9211,4368.7616,-638.5534,3972.7129,-2187.7000,1595.4706,265669.6911,268295.0740,252088.4634,253636.5415,251460.1819,252864.6856,260754.0217,256755.2643,-264937588.0248,-264936480.9864,-264951437.5779,-264942993.8637,257010.9730,-264940463.6204,-5502.3823,3380.7666,6458.2209,4122.3270,3044.4766,-2422.3174,2955.2423,-5435.2611,-5852.7486,2899.4696,-5610.9162,-403.0155,6382.0346,6601.7311,4442.8709,2309.8027,-3003.8136,-3668.4776,3186.1179,4056.6241,-3497.0078,2277.9680,0.0000,1569.9189,5223.4870,-2000.2192,-4725.7041,4494.5143,-6652.8171,-2635.3197,3461.1384,1216.0407,-805.4630,-3631.7589,688.6067,4625.0192,-2607.4340,2423.8274,-5562.2579,-2637.9421,-2582.6601,1640.3032,4936.1715,5118.4746,2089.8890,3445.3320,-3123.2834,-1645.3108,3393.9324,2674.1886,-4115.7354,-6737.1960,5963.6650,-4150.5757,-3425.6245,-6054.3352,-911.6580,-3310.0775,-4464.6606,1128.2969,1742.8013,3470.6994,-426.5226,-3925.0071,-3761.4882,3916.1631,4214.4406,4424.1092,-1282.6877,-327.0033,-4139.3369,-3929.3712,-2854.8552,-4284.1190,-2477.9960,-1699.6901,5051.4481,-2906.1359,-5619.7721,2687.4777,5221.5838,5922.7609,5682.2886,-6255.4301,3155.6276,2749.8387,489.0852,4638.2676,-5820.4006,5468.2046,3923.3549,-6569.0754,604.1240,5021.4683,3034.4046,-1383.8771,-6922.8481,3244.0692,-5999.9977,4766.7717,235718.7504,215000.1255,221120.4935,227956.6035,220408.6031,224260.6819,221223.7778,224703.6431,147779949.5622,147782248.9459,147789823.6989,147792791.5176,224080.1458,147800107.1471,3344.7454,5339.8616,-1187.2454,-5529.7458,5359.2553,6400.2514,-4876.7560,-4291.2963,-2958.7514,-5511.2514,3972.5090,3683.8994,1506.4836,-2033.5307,5286.2041,5419.0633,847.6829,4116.3140,-925.5705,-5303.3041,-3522.1919,-1370.6092,0.0000,159.4952,-1887.1993,197.3069,1790.7190,3397.2968,1611.5392,3034.1319,3901.2415,-3183.0032,6374.0851,4074.7659,-5279.6885,4647.1911,-5491.6720,5197.6257,2004.7836,-4599.6617,2089.4394,1150.4679,150.9873,1861.1481,-835.9162,4265.3769,-3007.5345,-4311.5590,-1871.8345,4234.7199,-1602.7932,-307.7749,-1841.1480,5123.8287,-3531.0686,-2033.2229,-4363.2385,3828.3806,4870.6404,4476.2342,81.2724,4231.3156,-4339.9530,-5409.7249,4216.0396,5004.0291,3730.5245,-5166.8241,6809.2917,1569.7231,-4444.6425,5460.1221,4720.8796,-4417.9202,-5022.4581,5382.3700,-4103.0497,-1630.8745,1468.2958,2689.7868,-4049.3675,-3400.7787,-2246.1447,-356.1213,-4685.9913,-2702.3249,2419.8461,-4568.1285,-3697.5754,1350.5000,-5494.0632,-286.6838,-5401.3336,-4731.0884,-4220.9072,-5216.0145,-125.7631,-4508.4176,2685.3801,4606.3427,188902.7118,186213.8977,182529.4399,191452.8747,187888.3433,177309.8455,179027.4961,186337.7853,-32640497.6444,-32617333.3164,-32628042.5878,-32640643.8884,184706.2346,-32642165.9641,
3600.000,65.3150,-2247.2784,-3277.9564,-4630.9365,-5029.3722,4222.3742,-74.5662,4058.9262,1563.0434,-363.5898,4106.9136,6548.2457,-872.3488,-2831.5168,-2321.4276,2405.0457,-4590.0606,478.2631,-5135.1677,-5324.9374,-402.4582,3823.2408,0.0000,-5758.1551,1522.9048,5222.3463,-3350.1786,189.5867,2020.9414,-5275.2160,-6467.3714,-3397.0004,1993.7592,-2078.7522,5032.0354,-5646.5792,-89.2346,-6542.6386,-2200.3827,-2903.3564,-5331.5355,-5049.9123,2694.7822,-4091.6511,5053.2014,-6445.0986,4280.7653,-1573.0955,-3738.6754,-3790.5756,5367.1096,1886.2952,-4114.6465,2163.9444,-4386.7630,4389.0367,6348.7307,5096.2024,4582.7887,-4673.5739,-5358.2871,126.5934,6732.6258,2417.2122,4162.8959,-5798.7557,75.9892,-3051.3106,-3371.2644,-6133.0444,6219.9657,5300.0236,-1621.5592,-838.5667,239.1975,-3480.9656,-4687.7756,4857.8000,-967.0974,2315.0903,2.9844,-1185.4306,-960.6701,-2099.5895,-5815.4407,5224.8701,3739.1030,-2566.1649,3546.6927,-4942.7934,-2668.4781,3903.5401,-5392.3179,-4535.9293,6756.0178,-4553.0630,799.0013,-6553.3483,3719.8269,-5426.2821,197974.6775,207156.5361,187479.1651,190521.8487,187628.4884,188336.7935,196497.6206,193572.5129,-294160724.9106,-294155191.4295,-294173017.1171,-294160444.9561,193220.1009,-294164775.1427,6861.6698,-5134.1162,-3834.9395,-3677.2144,898.7398,-983.1920,-4456.9620,3467.8851,3870.7349,-5600.2378,3164.1481,-2240.8686,-4612.4324,-6122.9765,-1130.8174,-5773.5517,3932.8673,4180.6191,-650.0184,-3639.3964,5042.9827,-1994.9818,0.0000,279.8785,-6294.1245,-476.8310,5486.6400,-4210.7637,5851.4782,4296.6965,-2483.7302,2304.1398,-3743.7098,6448.2809,-4094.4408,-2432.3078,5392.0618,-399.3924,6142.1373,5817.1637,3863.7400,672.1902,-5038.4967,-4685.4429,-3879.6296,-2484.1091,-393.9708,3896.1044,-4777.7473,1892.4049,934.2748,5331.2207,-4381.1887,4184.6343,5311.0094,2585.8274,-2192.0055,-666.0825,642.8569,2919.9186,570.6708,-4205.0879,-1591.2331,5731.5607,-455.6740,-3346.6545,-4176.3157,-3663.0855,-2593.8287,1774.7107,2378.1959,3173.1542,5784.9437,6626.7954,4775.0377,5292.1966,-5100.4988,129.9459,6261.1691,-3709.0676,-6853.3228,-6837.5241,-4962.8264,4995.9528,413.4414,-4262.0903,-2533.0101,-5263.0221,5946.1084,-2515.0644,535.4592,4242.8772,3211.0380,-3966.1128,-1369.5076,4701.4146,5101.0577,-1862.2643,5624.1853,-2401.0892,296096.8069,273992.0001,279746.6326,285286.5906,277079.8354,280974.5358,279270.7741,281118.5260,74111316.1639,74111070.6410,74114358.0105,74123809.8473,281312.7660,74131287.0749,269.9333,-3786.0127,4726.8239,3604.8394,-4656.1068,-5440.5395,5304.8382,4422.7250,5427.8221,3993.4924,-4615.4358,-471.7766,-5000.2340,-1636.1932,-6463.3966,-2986.2620,3361.7764,-5411.8669,4582.8549,2536.3574,4569.3587,5444.8839,0.0000,3842.2041,-2151.3722,-4377.1113,2548.0749,-5508.2443,2934.6625,1247.8381,90.9191,5447.2720,-5514.8008,-805.6837,2416.7498,-2961.4029,4328.4156,-2221.8753,2315.9885,2414.3014,2179.6378,-4701.1447,3893.3772,3084.2211,-2753.4128,-398.7041,5424.5019,5491.3097,-3385.9871,-5377.6210,4290.3059,3808.8640,-3092.6103,-5096.6990,-675.2051,4531.1510,1736.7821,-4669.5921,-5051.1964,-4218.2158,4183.2926,-5509.2807,604.5272,2793.8982,-5513.2292,-1751.8611,-5540.8972,5005.0732,-5493.8352,2693.6557,1938.1646,-3121.7297,-3475.0420,1867.5510,4888.3025,-2793.7796,162.9583,4928.2801,2521.6288,-5368.1046,-209.6035,20.5515,4578.8498,-4358.5920,3756.8582,-1607.3292,-5264.2313,3468.0497,470.1478,-4182.7778,6386.7686,3715.6515,2748.0299,3437.6685,-872.3851,2303.9258,4651.4923,414.7119,1590.3324,-3371.7511,189071.9679,186119.9221,183140.2611,189960.6504,189697.2219,179449.4413,176941.4825,182880.1659,-32574603.3132,-32548956.3433,-32561745.2619,-32578248.6339,184662.7461,-32573140.8137,
7200.000,-2574.7119,4731.8989,4372.9981,6347.7556,5816.5711,-6364.3929,3341.4254,-6547.1859,-5332.9107,2498.3022,-6461.7213,-4821.9653,4463.5333,4324.3843,5661.5659,-1016.2453,697.7126,-4558.2951,2992.8516,6258.5787,-3657.4119,713.4831,0.0000,2845.0691,2153.0611,-1879.2072,-30.4950,3961.6217,-3619.1551,2383.7414,5611.7661,418.0560,-2248.1640,-751.4824,-4052.0569,6753.4617,-2088.4030,6474.1015,-751.0002,878.4627,2079.5092,2122.7567,1269.0609,2728.0704,-1532.2016,5801.5870,-2823.2629,-1757.9135,67.0986,2647.7211,-4412.4226,-4845.2230,4038.2372,-5343.1758,1834.5191,-5460.1267,-5265.0115,-4730.8435,-6201.3495,3486.1058,1898.8561,3720.0942,-5323.4689,-4197.8694,-4167.1554,6156.6691,3992.5894,6069.6010,3279.8114,2938.7017,-6713.7238,-6540.3446,-762.3340,-1350.1500,-3326.9602,2240.8951,4912.2552,-2715.0830,-2721.4001,1925.2008,1876.0154,3135.8891,5037.4104,-1003.2272,6147.7268,-2217.7338,-121.7069,5415.1091,-4851.6401,5040.2531,4408.7731,-5116.2051,4535.3562,6535.3898,-4235.4824,3442.9263,-2158.4770,5536.9711,-4113.0210,6807.4942,116946.7940,133261.1710,110984.5527,115331.9786,111893.2298,112394.3615,119447.5170,116853.8838,-303305626.4419,-303294252.5359,-303313237.7297,-303303048.9809,117107.2870,-303310633.7006,-5175.1347,4733.6165,-376.2143,2730.9536,-3597.8567,2468.9832,5504.4296,-1271.3550,-1355.6503,6425.0233,-483.1016,3957.6670,1561.8850,3289.5145,-1037.4083,6733.5954,-4133.7149,-4250.9301,-3104.0590,2412.8687,-5324.8243,2608.0643,0.0000,-3050.5136,4587.6743,3873.3703,-4422.8336,3753.2304,-2098.9383,-4406.1120,389.7301,-5729.1063,6417.7136,-6041.8965,5277.3156,-157.2303,-6578.0838,-1163.2225,-4471.5933,-6773.1856,-4142.2702,-3824.0618,3949.6618,1296.7574,4888.0429,518.4937,4396.5774,-5828.4917,2067.9046,-5733.6546,3017.9369,-1782.5780,-306.6092,-3946.5063,-4975.0114,1860.9511,4089.1889,4291.6890,2416.7240,-5829.0403,-3779.6287,4742.5119,2784.2751,-5027.4253,4371.2021,1783.9197,4011.8401,2823.7788,6050.3255,-3293.4390,-242.2706,-1935.9885,-6896.0305,-6561.9321,-5847.7338,-6364.6010,2992.9351,3640.2346,-4211.5859,4696.4453,4992.9320,5196.6566,2990.1390,-2191.7554,-3163.4839,4343.8595,4889.4052,4117.7077,-3927.8456,-1533.8063,-3978.8633,-31.9684,-4801.6770,2331.5483,-919.7847,-5695.4258,-1007.7439,-377.4724,-2632.9340,-246.4670,337260.7073,316233.5806,320712.3912,324890.9257,316327.6357,319901.6017,319346.5312,320744.0971,-4607950.4274,-4609014.4663,-4610280.4470,-4589660.8186,320884.0358,-4588661.2985,-3714.5769,-958.3907,-5354.1128,495.3917,979.1018,1291.4235,-2575.5861,-1915.6036,-4091.7041,93.8488,2473.1931,-3043.2938,4954.2624,4306.9852,3890.7662,-1291.0643,-5511.7863,2841.6877,-5416.4789,1742.6713,-2198.0323,-6411.7147,0.0000,-5542.1002,4559.8274,5290.2592,-5326.2555,4267.4729,-5434.8082,-4779.0717,-4052.0165,-3695.0013,1426.7652,-3083.0838,1908.3297,-963.0349,-501.4023,-2159.0452,-5241.7349,1206.0474,-5168.7369,5365.0507,-5543.1149,-6259.1368,4668.7576,-3741.3107,-4554.3558,-3297.5321,6619.3933,2628.0065,-4431.5396,-4464.5718,5400.2384,1996.6868,4436.3093,-3649.7781,1913.8716,2710.2532,1603.7158,1406.0037,-5363.0541,3410.0214,3492.3685,1898.7913,3371.5334,-2614.6320,4000.3885,-1749.1179,927.7298,-5351.6741,1717.7107,-1179.5316,127.3003,1789.0005,-1255.8361,-1550.9374,3852.9316,-5235.8507,-4629.7894,4694.6935,4297.7686,3353.1933,-3508.4487,6509.7707,-596.3121,4913.7651,4904.5856,286.2337,3020.8795,4513.1073,-3625.7756,-4581.6877,1821.8413,-106.4598,5421.2459,1958.2502,-6539.9257,3964.8789,-4922.5019,-404.4169,189157.7657,185985.7140,184142.5108,187518.0781,190992.3780,182474.3587,175606.2743,186339.2858,-32508616.1182,-32480958.3634,-32496048.3150,-32513392.2628,184602.6638,-32504117.5142,
