sl_100_5400_20241129 Coordinates.csv
2024/11/29 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:36 2024,
Start: 2024/11/29 07:47:00.00, Stop: 2024/11/29 09:17:00.00,
TIME_UNITS,STARLINK-4282 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-4724 - X-Coordinate,STARLINK-3509 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-30339 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-5477 - X-Coordinate,STARLINK-5565 - X-Coordinate,STARLINK-1837 - X-Coordinate,STARLINK-3387 - X-Coordinate,STARLINK-30986 - X-Coordinate,STARLINK-4604 - X-Coordinate,STARLINK-5949 - X-Coordinate,STARLINK-30340 - X-Coordinate,STARLINK-6228 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-30380 - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-1391 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-5196 - X-Coordinate,STARLINK-4538 - X-Coordinate,STARLINK-31875 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-5867 - X-Coordinate,STARLINK-5694 - X-Coordinate,STARLINK-2270 - X-Coordinate,STARLINK-3990 - X-Coordinate,STARLINK-1866 - X-Coordinate,STARLINK-2658 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-5551 - X-Coordinate,STARLINK-4050 - X-Coordinate,STARLINK-5708 - X-Coordinate,STARLINK-5435 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-5073 - X-Coordinate,STARLINK-2043 - X-Coordinate,STARLINK-31207 - X-Coordinate,STARLINK-5050 - X-Coordinate,STARLINK-1917 - X-Coordinate,STARLINK-3181 - X-Coordinate,STARLINK-3193 - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-32155 - X-Coordinate,STARLINK-31514 - X-Coordinate,STARLINK-5305 - X-Coordinate,STARLINK-6100 - X-Coordinate,STARLINK-5704 - X-Coordinate,STARLINK-3153 - X-Coordinate,STARLINK-31570 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-30847 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-4151 - X-Coordinate,STARLINK-4560 - X-Coordinate,STARLINK-1981 - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-4717 - X-Coordinate,STARLINK-5414 - X-Coordinate,STARLINK-30528 - X-Coordinate,STARLINK-31017 - X-Coordinate,STARLINK-3928 - X-Coordinate,STARLINK-32132 - X-Coordinate,STARLINK-31670 - X-Coordinate,STARLINK-1294 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-30706 - X-Coordinate,STARLINK-11112 [DTC] - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-4119 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-31353 - X-Coordinate,STARLINK-4065 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-5607 - X-Coordinate,STARLINK-3757 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-5215 - X-Coordinate,STARLINK-1814 - X-Coordinate,STARLINK-32244 - X-Coordinate,STARLINK-4367 - X-Coordinate,STARLINK-1014 - X-Coordinate,STARLINK-30407 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-5647 - X-Coordinate,STARLINK-2161 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-4724 - Y-Coordinate,STARLINK-3509 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-30339 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-5477 - Y-Coordinate,STARLINK-5565 - Y-Coordinate,STARLINK-1837 - Y-Coordinate,STARLINK-3387 - Y-Coordinate,STARLINK-30986 - Y-Coordinate,STARLINK-4604 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-30340 - Y-Coordinate,STARLINK-6228 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-30380 - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-1391 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-5196 - Y-Coordinate,STARLINK-4538 - Y-Coordinate,STARLINK-31875 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-5867 - Y-Coordinate,STARLINK-5694 - Y-Coordinate,STARLINK-2270 - Y-Coordinate,STARLINK-3990 - Y-Coordinate,STARLINK-1866 - Y-Coordinate,STARLINK-2658 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-5551 - Y-Coordinate,STARLINK-4050 - Y-Coordinate,STARLINK-5708 - Y-Coordinate,STARLINK-5435 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-5073 - Y-Coordinate,STARLINK-2043 - Y-Coordinate,STARLINK-31207 - Y-Coordinate,STARLINK-5050 - Y-Coordinate,STARLINK-1917 - Y-Coordinate,STARLINK-3181 - Y-Coordinate,STARLINK-3193 - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-32155 - Y-Coordinate,STARLINK-31514 - Y-Coordinate,STARLINK-5305 - Y-Coordinate,STARLINK-6100 - Y-Coordinate,STARLINK-5704 - Y-Coordinate,STARLINK-3153 - Y-Coordinate,STARLINK-31570 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-30847 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-4151 - Y-Coordinate,STARLINK-4560 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-4717 - Y-Coordinate,STARLINK-5414 - Y-Coordinate,STARLINK-30528 - Y-Coordinate,STARLINK-31017 - Y-Coordinate,STARLINK-3928 - Y-Coordinate,STARLINK-32132 - Y-Coordinate,STARLINK-31670 - Y-Coordinate,STARLINK-1294 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-30706 - Y-Coordinate,STARLINK-11112 [DTC] - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-4119 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-31353 - Y-Coordinate,STARLINK-4065 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-5607 - Y-Coordinate,STARLINK-3757 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-5215 - Y-Coordinate,STARLINK-1814 - Y-Coordinate,STARLINK-32244 - Y-Coordinate,STARLINK-4367 - Y-Coordinate,STARLINK-1014 - Y-Coordinate,STARLINK-30407 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-5647 - Y-Coordinate,STARLINK-2161 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-4724 - Z-Coordinate,STARLINK-3509 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-30339 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-5477 - Z-Coordinate,STARLINK-5565 - Z-Coordinate,STARLINK-1837 - Z-Coordinate,STARLINK-3387 - Z-Coordinate,STARLINK-30986 - Z-Coordinate,STARLINK-4604 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-30340 - Z-Coordinate,STARLINK-6228 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-30380 - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-1391 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-5196 - Z-Coordinate,STARLINK-4538 - Z-Coordinate,STARLINK-31875 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-5867 - Z-Coordinate,STARLINK-5694 - Z-Coordinate,STARLINK-2270 - Z-Coordinate,STARLINK-3990 - Z-Coordinate,STARLINK-1866 - Z-Coordinate,STARLINK-2658 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-5551 - Z-Coordinate,STARLINK-4050 - Z-Coordinate,STARLINK-5708 - Z-Coordinate,STARLINK-5435 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-5073 - Z-Coordinate,STARLINK-2043 - Z-Coordinate,STARLINK-31207 - Z-Coordinate,STARLINK-5050 - Z-Coordinate,STARLINK-1917 - Z-Coordinate,STARLINK-3181 - Z-Coordinate,STARLINK-3193 - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-32155 - Z-Coordinate,STARLINK-31514 - Z-Coordinate,STARLINK-5305 - Z-Coordinate,STARLINK-6100 - Z-Coordinate,STARLINK-5704 - Z-Coordinate,STARLINK-3153 - Z-Coordinate,STARLINK-31570 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-30847 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-4151 - Z-Coordinate,STARLINK-4560 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-4717 - Z-Coordinate,STARLINK-5414 - Z-Coordinate,STARLINK-30528 - Z-Coordinate,STARLINK-31017 - Z-Coordinate,STARLINK-3928 - Z-Coordinate,STARLINK-32132 - Z-Coordinate,STARLINK-31670 - Z-Coordinate,STARLINK-1294 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-30706 - Z-Coordinate,STARLINK-11112 [DTC] - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-4119 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-31353 - Z-Coordinate,STARLINK-4065 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-5607 - Z-Coordinate,STARLINK-3757 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-5215 - Z-Coordinate,STARLINK-1814 - Z-Coordinate,STARLINK-32244 - Z-Coordinate,STARLINK-4367 - Z-Coordinate,STARLINK-1014 - Z-Coordinate,STARLINK-30407 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-5647 - Z-Coordinate,STARLINK-2161 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5954.8390,2921.0287,-1065.6817,3530.8186,5044.7256,2211.0378,5333.7445,6789.7246,-1323.2845,6182.2851,2972.8450,-5815.3590,4578.7250,-1778.6021,5453.7679,-3577.7312,-2460.5086,-5402.3947,-2991.7035,-2978.1056,6515.2006,3738.5835,4172.5722,-5638.0501,-4379.8395,2403.7306,-623.8352,-1673.4550,-2681.4357,3540.4883,2765.1078,-4805.1006,-5550.3177,-342.0203,-5743.6429,5301.4523,-667.6516,-4144.0047,4145.9656,-2927.6504,6474.3311,-3837.6985,706.9190,-3924.4622,-6338.1506,80.2973,5098.1010,3699.1169,-3733.5376,2686.7529,4861.1618,-5427.4573,-1836.9406,929.5360,5902.1602,-1050.3885,-1082.5218,2609.3583,-2222.2598,-5483.0779,-588.5045,-3072.4714,2076.4835,-5759.1208,4300.9694,-901.8288,781.6789,-5311.2736,2871.2320,-1206.1368,5150.3958,-2129.4374,2026.6595,3818.7621,-6853.3718,-536.4870,-5019.2268,5375.4744,-3679.5831,-2406.2028,-5626.7651,6051.1284,4465.2091,6878.5062,-1592.8183,-3705.3603,5729.3261,3739.5283,-2408.4176,505.0631,-5006.0831,3177.4946,4303.8612,3030.3723,-5613.9035,2622.4196,1255.7976,5755.0036,-4984.9259,-5190.9080,-301678.0937,-321582.3862,-299923.3239,-297540.2028,-301436.2441,-299756.2495,-307337.9853,-301408.4437,-62669050.3186,-62689504.1457,-62679790.5928,-62671611.5600,-302838.9048,-62673114.7061,1580.4301,-3162.7035,-4722.5831,2174.6517,1529.9027,4452.6115,1780.3391,587.8132,6548.9485,2455.4252,3114.7578,2487.5150,-4527.6257,-4635.7373,-4163.8818,3986.5148,6073.5499,2425.9424,-4202.5232,-4127.6280,-1802.5683,-5597.1250,2631.5731,4032.7216,838.0189,-3413.9322,6855.2529,4419.1477,4879.4252,-3666.1441,-3124.2544,939.9934,2200.1862,4187.0922,-1451.9066,-555.9122,5623.1070,3442.3797,3358.2030,3538.4831,1863.3369,-4988.6398,-6747.4288,-2975.1500,207.4873,5439.9465,-1080.4156,2389.5822,-2201.5377,-4647.2399,-2554.4581,1768.9051,6567.5542,4498.0942,-3363.6182,-6539.4474,-6669.9452,5167.8638,3506.4403,386.9951,-3928.1364,-6170.0350,4839.3085,-2437.0106,-1426.9018,5462.5627,6456.9993,-3345.8001,5827.7098,-5288.9815,-2711.1805,4655.6810,4899.3221,5188.9140,608.2568,6788.6963,1600.0976,1255.1494,-3833.1649,3515.0066,3286.0195,-3042.6154,5171.2495,-493.3708,6450.3912,-5752.1945,3462.9360,-3086.6006,1361.7916,5083.5086,205.3777,5311.8122,3995.1278,-6101.2438,2402.7133,6070.8518,5698.1617,3644.9491,1417.4141,-1937.7187,213996.6303,233428.6746,231429.1632,225768.1994,232946.7937,229516.6200,225637.0822,225996.5549,-95142684.3652,-95139049.4495,-95135177.6656,-95168541.9736,226369.5694,-95159226.0080,-3150.0522,5069.6550,-4946.3324,5527.7314,-4483.9435,-4703.4233,4060.3349,1177.8978,1920.7538,2007.6945,5404.3269,-2802.6458,-2582.1864,-4822.0285,-1020.4556,-4411.6714,2262.3910,-3387.5198,-4641.5402,4595.3876,-1507.0347,1666.9241,4850.2169,-287.1353,5183.5310,-5529.2566,-757.7336,5086.6715,-4110.7985,-4541.0998,5429.0956,4925.0261,-3536.6679,5496.8771,-3577.1396,4396.3303,3979.7900,4331.3255,4439.5341,5165.9768,1640.7852,2864.2677,1384.4476,4856.0580,2843.3419,4266.2560,-4472.8609,5312.3943,-5399.5596,-4365.5609,-4210.8037,-3582.9778,-135.4962,-5043.4500,-646.5421,2110.3960,-1566.5591,-3824.7786,5525.9256,-4045.0854,-5699.3379,-791.3225,-4490.1437,2953.4324,-5265.3169,-4163.1992,-2361.2617,-2921.6415,-2380.4036,4310.3330,3547.5667,4644.8373,-4393.4761,-2250.2592,729.0359,-1321.1321,-4517.0032,-4064.6926,4125.8368,5443.0270,-2394.4151,-1060.8360,-1092.0780,-562.3814,1523.9113,-134.8943,1736.1212,4927.5917,6367.3660,-4667.2962,4762.1731,-3093.7806,3660.0420,-758.4514,-3308.9175,-1958.1179,3741.1145,1292.4272,-4615.0034,4148.2347,-131940.3820,-134920.7879,-137409.0054,-129232.9092,-131760.3006,-142458.0103,-141705.9934,-134493.0869,44237074.3354,44218085.3521,44250425.5509,44242777.5158,-135504.0182,44248354.2014,
300.000,6741.6663,838.9919,-2949.8521,4419.7178,6138.4176,3304.4595,5159.9466,6254.8785,-486.9565,5555.0277,4652.3298,-5641.3602,3588.9885,-3632.5375,4452.4355,-2235.7832,-682.7734,-4963.9586,-4711.4503,-4406.9505,6234.5042,2478.7318,4230.3801,-4447.1810,-4469.6792,621.4644,632.3531,-1165.3649,-754.2326,1654.2123,1264.9604,-5749.9795,-4077.2819,1767.1271,-6616.0650,5773.4154,756.6619,-2218.5540,2530.2367,-1791.2602,6255.1117,-5127.6463,-596.6434,-4164.9055,-5146.6482,1678.9693,4056.7324,5120.7475,-4206.5673,698.3512,4699.1695,-3872.8641,-285.5678,2618.2932,4727.1209,-1565.3518,-2501.0398,4384.3375,-244.3446,-4527.1413,-185.1498,-4194.6679,3830.5867,-6659.7184,2654.7297,521.9300,2080.9858,-6360.4544,4138.1327,-3177.8086,3513.1166,-96.4813,3116.1456,4653.5728,-6595.3823,978.8306,-4548.6821,6327.5931,-5264.2052,-340.2326,-6213.3955,5441.3110,5340.4972,6594.3791,82.1199,-4511.3780,5715.4799,1768.2496,-476.5557,2112.5642,-5574.0210,4564.0319,5692.9613,1697.4889,-4516.6858,3468.4392,2859.7950,6058.3870,-3907.4589,-4669.6524,-305978.4147,-326401.8785,-304483.4321,-302258.7423,-306137.3850,-304416.9150,-311954.6274,-306352.8297,-60571392.5162,-60592102.3032,-60582805.0302,-60573396.6957,-307523.0621,-60575484.2451,383.0173,-3906.8846,-4918.8097,197.4814,160.1537,2674.4762,-292.8798,-687.5790,5782.3302,1482.7964,1891.5152,3846.6778,-5820.0652,-4599.6260,-5291.9497,5477.2122,5955.1206,4158.1491,-3025.5545,-2496.0282,-2998.6767,-6476.1631,537.8966,5015.5348,2851.3031,-4597.9845,6433.1710,5882.2700,4627.4022,-4741.7160,-4625.4985,2094.2170,3538.6918,4429.2837,-205.1656,-2227.8313,6401.5339,3958.1816,2649.6392,5154.4390,187.5186,-4490.9676,-6190.0248,-892.7279,892.0995,4267.9640,-2967.9008,930.5602,-81.4098,-4471.6874,-4223.8912,2841.8826,6610.3931,3159.6577,-4438.0456,-5474.3017,-5773.7728,4635.9678,4397.7909,2265.1874,-5561.8409,-5048.0439,4793.0539,-1367.4956,-339.9013,6330.0239,6569.2446,-2434.4179,5507.1183,-5097.2358,-3907.9720,4351.8392,3206.3230,3591.0170,1794.8310,6862.6262,3583.9804,-101.5666,-3187.9818,4205.4399,3086.3511,-4097.2948,4336.5316,-1673.2343,6171.4899,-4772.7104,1988.6888,-3839.1172,2431.5426,3802.0906,1955.8295,4996.1602,3314.6119,-6154.8510,1452.9815,4808.7850,4455.4033,2028.2614,3279.1865,-52.8344,207434.9180,226600.8651,224897.1090,219254.1544,226512.4691,223111.8994,219129.1907,219767.4029,-96487768.7784,-96484586.5087,-96480287.5537,-96513487.5121,219889.6002,-96504233.7270,-1506.7131,5316.2098,-3873.2548,5308.8697,-3190.7972,-5363.1794,4624.5257,2865.3982,3822.5365,3896.2320,4747.6743,-1106.0602,-1167.0296,-3680.5804,522.8741,-3626.1432,3479.8526,-2144.8536,-4098.4758,4623.0678,293.7852,151.2354,5446.4055,-1793.4801,4320.9052,-5145.3339,-2487.6936,3503.7349,-5091.0654,-4623.1024,4888.7903,3288.2669,-4360.2778,5013.5256,-2016.6252,3078.0430,2525.6748,5213.0197,5891.6178,4245.3711,2982.7121,1176.8095,3040.4843,5447.4957,4579.4046,5171.6429,-4679.5145,4532.6101,-5498.8361,-5233.8205,-2820.1983,-4727.9685,-1663.2070,-5449.1869,-2131.1212,3982.2694,-2921.2987,-2723.7693,5326.7975,-4577.1787,-4156.4346,-2252.0258,-3199.5197,1279.1051,-6410.8617,-2762.7853,-613.1534,-1242.3580,-634.2438,3456.4723,4339.8666,5368.6384,-5235.7653,-3468.0562,-1082.5110,213.5126,-3822.8271,-2633.2022,2721.8656,5474.5795,-192.3590,762.0221,723.6086,1250.6248,2889.5168,-1927.8918,3344.0605,5469.4288,6484.3574,-5381.6719,3593.2284,-1441.0749,2124.1080,-2497.4129,-5073.2539,-3525.6402,4472.2360,2689.7764,-4704.5919,5106.9007,-132006.6569,-135030.4912,-137448.4162,-129435.9426,-131697.1364,-142389.3691,-141988.2168,-134237.6242,44235851.2777,44216904.9455,44248985.2913,44242095.7712,-135600.5572,44247233.0084,
600.000,6859.9603,-1319.2700,-4520.4313,4922.1049,6635.9333,4117.3598,4529.8271,5105.0440,446.7655,4388.0715,5890.3446,-4914.1229,2262.2938,-5109.4405,3016.2566,-710.9743,1184.8327,-4037.9377,-5989.4957,-5429.1008,5334.0740,980.2580,3929.9927,-2817.3530,-4147.0395,-1183.9154,1853.4642,-585.1291,1273.2891,-378.3996,-318.2550,-6132.8388,-2224.8372,3685.6374,-6835.5323,5694.1101,2079.7805,-71.0242,685.9810,-523.0363,5445.4137,-5899.8180,-1874.1486,-4053.8821,-3441.7212,3157.9298,2649.4962,6056.7320,-4324.9111,-1380.6936,4098.4548,-1913.0227,1310.4595,4080.7288,3062.9957,-1974.0534,-3705.6974,5726.8724,1729.0740,-3145.7702,295.9523,-4932.0511,5187.1570,-6896.9051,682.7217,1865.4997,3166.8333,-6775.0625,4987.8519,-4830.0969,1528.1599,1968.3222,3949.2216,5048.5504,-5680.3872,2401.4299,-3675.6490,6642.4773,-6272.4803,1739.7414,-6125.0496,4269.6934,5689.9910,5652.4823,1773.5814,-4871.6996,5159.0746,-366.1043,1462.4416,3558.4471,-5617.0069,5486.5894,6510.3419,166.9220,-2899.7528,4006.4980,4223.4078,5793.1299,-2491.8092,-3734.0283,-310136.3691,-331075.4383,-308906.9073,-306838.9154,-310702.4109,-308943.2847,-316429.4889,-311256.8339,-58444881.0804,-58465833.9947,-58456966.0174,-58446340.8392,-312068.5703,-58449003.5774,-835.5455,-4275.4935,-4665.7413,-1770.3604,-1191.8424,643.5299,-2352.6673,-1926.1931,4444.7257,314.3360,529.6401,4813.5861,-6545.1198,-4145.4787,-5911.0570,6450.4725,5283.4980,5456.1770,-1593.9252,-644.5518,-3900.4554,-6727.5349,-1618.4679,5528.1554,4554.6567,-5372.2196,5379.5643,6747.8148,3968.8930,-5376.2604,-5685.4704,2998.2833,4575.5981,4287.3118,1039.5878,-3652.2827,6556.8522,4139.6970,1585.4523,6271.5195,-1530.7512,-3557.4966,-5028.4143,1282.1706,1546.0240,2706.9609,-4585.1832,-576.9055,2034.4213,-3908.4494,-5458.4909,3664.0243,5984.5841,1538.9113,-5080.2110,-3852.0925,-4322.6220,3680.6745,4905.3901,3942.7379,-6589.1545,-3431.4730,4302.8299,-176.4909,703.6952,6583.4503,6030.4425,-1295.0415,4643.1911,-4442.8099,-4747.7215,3672.3214,1208.4440,1620.3157,2815.1631,6271.5747,5217.7124,-1419.3484,-2229.2585,4537.0132,2548.5237,-4739.9415,3064.2396,-2700.7639,5276.0387,-3290.2346,289.0027,-4271.1531,3329.7863,2182.3140,3483.5343,4196.4521,2328.2715,-5594.6861,409.4566,3058.5637,2804.4006,196.7678,4848.6798,1869.5763,200789.7836,219673.3274,218266.4900,212642.0071,219977.5725,216610.1985,212527.8534,213437.0632,-97786622.5476,-97783896.0777,-97779191.0275,-97812154.7733,213312.8212,-97803012.5080,298.9354,4921.2192,-2384.0090,4518.0978,-1554.4737,-5428.2787,4695.2674,4243.8433,5318.4408,5370.5055,3579.2582,709.7649,372.8963,-2143.5929,2010.2457,-2453.8717,4324.8711,-661.2445,-3118.5231,4140.6589,2063.0005,-1380.6500,5457.6541,-3108.3124,2977.6302,-4211.1685,-3950.6813,1548.1031,-5525.1395,-4187.9745,3807.0949,1301.9350,-4719.3572,3991.8566,-239.0117,1427.4417,800.1253,5533.1874,6716.9525,2867.3942,4005.4512,-637.5537,4369.7491,5453.3312,5829.2069,5520.1992,-4372.1273,3262.1329,-5009.2145,-5540.2637,-1126.0932,-5323.9839,-3004.1154,-5244.9661,-3376.6896,5431.2791,-3964.0707,-1331.9199,4554.1635,-4596.9750,-2171.8778,-3472.3053,-1564.7472,-533.1028,-6877.6808,-1065.9381,1201.0196,570.5242,1180.2680,2232.5272,4644.3159,5514.3767,-5507.6094,-4297.2322,-2777.5264,1725.2933,-2721.0323,-910.2332,999.6216,4916.7974,2030.1951,2500.4092,2461.2533,2928.7849,3929.7558,-3505.9856,4591.4398,5422.6248,5913.3419,-5518.5645,2036.9718,366.8633,359.6717,-3960.0595,-6299.1899,-4710.4989,4725.0820,3799.1719,-4293.1119,5517.5017,-132073.5698,-135140.1508,-137484.2339,-129643.9608,-131637.5107,-142315.0810,-142264.4516,-134084.3575,44234633.4797,44215726.5102,44247544.7179,44241429.8928,-135697.0212,44246111.9285,
