sl_100_5400_20240219 Coordinates.csv
2024/02/19 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:15 2024,
Start: 2024/02/19 07:47:00.00, Stop: 2024/02/19 09:17:00.00,
TIME_UNITS,STARLINK-6063 - X-Coordinate,STARLINK-31673 - X-Coordinate,STARLINK-31223 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-1347 - X-Coordinate,STARLINK-3175 - X-Coordinate,STARLINK-3762 - X-Coordinate,STARLINK-1911 - X-Coordinate,STARLINK-1567 - X-Coordinate,STARLINK-1726 - X-Coordinate,STARLINK-2010 - X-Coordinate,STARLINK-32019 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-3991 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-6154 - X-Coordinate,STARLINK-4506 - X-Coordinate,STARLINK-1972 - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-6044 - X-Coordinate,STARLINK-31686 - X-Coordinate,STARLINK-31906 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-31932 - X-Coordinate,STARLINK-3773 - X-Coordinate,STARLINK-4580 - X-Coordinate,STARLINK-5862 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-1446 - X-Coordinate,STARLINK-31382 - X-Coordinate,STARLINK-3715 - X-Coordinate,STARLINK-6281 - X-Coordinate,STARLINK-1916 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-5956 - X-Coordinate,STARLINK-1464 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-3248 - X-Coordinate,STARLINK-3593 - X-Coordinate,STARLINK-4424 - X-Coordinate,STARLINK-31524 - X-Coordinate,STARLINK-31924 - X-Coordinate,STARLINK-5374 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-31426 - X-Coordinate,STARLINK-2046 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-31834 - X-Coordinate,STARLINK-3131 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-2378 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-5183 - X-Coordinate,STARLINK-3551 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-6369 - X-Coordinate,STARLINK-3822 - X-Coordinate,STARLINK-1569 - X-Coordinate,STARLINK-4717 - X-Coordinate,STARLINK-31822 - X-Coordinate,STARLINK-1114 - X-Coordinate,STARLINK-6240 - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-1240 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-5296 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-4384 - X-Coordinate,STARLINK-30467 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-6052 - X-Coordinate,STARLINK-3176 - X-Coordinate,STARLINK-4434 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-32163 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-2257 - X-Coordinate,STARLINK-1659 - X-Coordinate,STARLINK-1145 - X-Coordinate,STARLINK-2036 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-31026 - X-Coordinate,STARLINK-5239 - X-Coordinate,STARLINK-4666 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-31849 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-3210 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-3044 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6063 - Y-Coordinate,STARLINK-31673 - Y-Coordinate,STARLINK-31223 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-1347 - Y-Coordinate,STARLINK-3175 - Y-Coordinate,STARLINK-3762 - Y-Coordinate,STARLINK-1911 - Y-Coordinate,STARLINK-1567 - Y-Coordinate,STARLINK-1726 - Y-Coordinate,STARLINK-2010 - Y-Coordinate,STARLINK-32019 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-3991 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-6154 - Y-Coordinate,STARLINK-4506 - Y-Coordinate,STARLINK-1972 - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-6044 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,STARLINK-31906 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-31932 - Y-Coordinate,STARLINK-3773 - Y-Coordinate,STARLINK-4580 - Y-Coordinate,STARLINK-5862 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-1446 - Y-Coordinate,STARLINK-31382 - Y-Coordinate,STARLINK-3715 - Y-Coordinate,STARLINK-6281 - Y-Coordinate,STARLINK-1916 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-5956 - Y-Coordinate,STARLINK-1464 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-3248 - Y-Coordinate,STARLINK-3593 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,STARLINK-31524 - Y-Coordinate,STARLINK-31924 - Y-Coordinate,STARLINK-5374 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-31426 - Y-Coordinate,STARLINK-2046 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-31834 - Y-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-2378 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-5183 - Y-Coordinate,STARLINK-3551 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-6369 - Y-Coordinate,STARLINK-3822 - Y-Coordinate,STARLINK-1569 - Y-Coordinate,STARLINK-4717 - Y-Coordinate,STARLINK-31822 - Y-Coordinate,STARLINK-1114 - Y-Coordinate,STARLINK-6240 - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-1240 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-5296 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-4384 - Y-Coordinate,STARLINK-30467 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-6052 - Y-Coordinate,STARLINK-3176 - Y-Coordinate,STARLINK-4434 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-2257 - Y-Coordinate,STARLINK-1659 - Y-Coordinate,STARLINK-1145 - Y-Coordinate,STARLINK-2036 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-31026 - Y-Coordinate,STARLINK-5239 - Y-Coordinate,STARLINK-4666 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-31849 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-3210 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-3044 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6063 - Z-Coordinate,STARLINK-31673 - Z-Coordinate,STARLINK-31223 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-1347 - Z-Coordinate,STARLINK-3175 - Z-Coordinate,STARLINK-3762 - Z-Coordinate,STARLINK-1911 - Z-Coordinate,STARLINK-1567 - Z-Coordinate,STARLINK-1726 - Z-Coordinate,STARLINK-2010 - Z-Coordinate,STARLINK-32019 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-3991 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-6154 - Z-Coordinate,STARLINK-4506 - Z-Coordinate,STARLINK-1972 - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-6044 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,STARLINK-31906 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-31932 - Z-Coordinate,STARLINK-3773 - Z-Coordinate,STARLINK-4580 - Z-Coordinate,STARLINK-5862 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-1446 - Z-Coordinate,STARLINK-31382 - Z-Coordinate,STARLINK-3715 - Z-Coordinate,STARLINK-6281 - Z-Coordinate,STARLINK-1916 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-5956 - Z-Coordinate,STARLINK-1464 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-3248 - Z-Coordinate,STARLINK-3593 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,STARLINK-31524 - Z-Coordinate,STARLINK-31924 - Z-Coordinate,STARLINK-5374 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-31426 - Z-Coordinate,STARLINK-2046 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-31834 - Z-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-2378 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-5183 - Z-Coordinate,STARLINK-3551 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-6369 - Z-Coordinate,STARLINK-3822 - Z-Coordinate,STARLINK-1569 - Z-Coordinate,STARLINK-4717 - Z-Coordinate,STARLINK-31822 - Z-Coordinate,STARLINK-1114 - Z-Coordinate,STARLINK-6240 - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-1240 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-5296 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-4384 - Z-Coordinate,STARLINK-30467 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-6052 - Z-Coordinate,STARLINK-3176 - Z-Coordinate,STARLINK-4434 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-2257 - Z-Coordinate,STARLINK-1659 - Z-Coordinate,STARLINK-1145 - Z-Coordinate,STARLINK-2036 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-31026 - Z-Coordinate,STARLINK-5239 - Z-Coordinate,STARLINK-4666 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-31849 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-3210 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-3044 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4645.2512,-5535.6542,4589.7135,-6034.8833,-6219.7426,-6501.2765,2824.8913,1119.4054,-1682.3123,6692.6560,-3781.7962,6237.9433,-1907.0323,3983.6700,-6412.0599,-5723.0614,-1950.2088,-2544.3674,-5218.8558,4294.1876,-3754.3341,-5564.3049,2124.5554,5364.6170,6046.3325,-3139.0117,-1438.5356,-3914.0780,1835.7734,-2099.9899,-4995.4254,349.0118,3663.2722,-1021.0213,-1660.2443,-6505.3736,-5717.6601,2915.6393,-3478.3304,2585.2158,-597.3228,5030.2644,5774.1217,-3218.6622,-4470.7808,-1918.1968,5944.2594,-4181.6228,-1021.5452,825.9196,232.8938,-5000.0587,2062.8424,4166.8040,6859.1831,-3557.5278,5045.1840,-578.5234,-5537.7800,4060.7978,-476.7763,3606.2619,1832.1686,-2624.2877,-5053.2247,-2866.0890,-3348.1867,2733.8211,-4115.0216,5643.3960,-3261.5112,847.2492,769.4908,-3796.7599,4339.4707,-5662.8948,6217.5159,-6728.2587,2859.2887,852.5544,1854.1376,-5892.9342,3793.6368,-3177.7722,1160.1479,3933.6812,2141.2836,260.9040,-469.9426,404.5539,94.5145,5802.1143,4521.6555,-5630.2044,1290.0575,2590.7151,4379.7685,5706.3157,-3530.7083,-4482.3323,343402.3579,342613.3460,338356.3702,344853.4260,337554.1066,341556.3417,343616.2944,345322.0052,-235952933.5022,-235991738.6161,-235971925.4145,-235961909.6041,343767.7635,-235956719.2258,4190.3860,1304.0245,-4482.9465,3085.8604,-2032.9390,-1635.5915,6329.0588,-4019.9368,5706.7759,1143.1607,2751.3011,-2088.3204,-6661.6761,-1655.5139,-1712.6111,-3805.0839,4357.4871,3505.2324,-3946.4297,2317.7247,-3019.3999,3980.1849,-1137.2785,-401.6564,116.6955,-5854.8810,-5237.3334,1589.1118,-6105.8175,-6625.3268,3302.9967,-6437.1459,5557.0984,-6708.3757,5620.2157,2094.5641,-3805.4481,-5820.2268,5461.7473,4266.2896,6548.2340,-3219.9608,-3748.5402,745.8261,4913.6989,4766.7585,-2205.6751,-65.6262,-4891.0325,-6365.7583,6786.9610,28.6228,5829.1737,-6.3766,-597.5694,-5891.0735,2984.3848,4277.2026,4145.5764,-4113.3588,-6437.9414,-2459.7960,-3784.4715,-6302.4324,4404.9603,-3279.7969,-6074.5883,5798.0433,4922.2559,-9.0105,4926.5246,-6669.6561,2292.9543,3280.5286,-2945.1933,1922.8727,2584.5359,-1686.2042,5111.9197,1325.2311,5704.3172,1678.9374,-5041.0493,-2635.2207,-6546.9019,4981.2370,3574.8136,5831.6242,6151.0775,-4047.9367,-5820.9438,-2300.5892,-849.5599,2829.4442,-4591.2914,-6124.7274,-2169.5308,1862.3385,-1021.4257,768.1204,-45477.0997,-57872.5731,-40795.5374,-37693.1062,-40349.8891,-39233.8763,-47408.3921,-41878.4185,210656401.8593,210610466.1584,210631569.8109,210632102.5894,-42670.2806,210638444.3691,3028.9143,-3776.8704,-2448.9144,-781.9961,2252.6651,1276.5002,-4.8441,5517.6993,3528.8543,-1405.6394,5124.1462,2239.4098,-330.4276,-5296.0118,1957.4684,-1010.7166,-5016.0268,5386.7413,-2318.6253,-4909.7880,4982.3191,-1062.6116,-6525.8392,4190.2897,-3166.2233,-1964.8802,-4157.0818,5497.4724,-2702.7476,-474.9232,-3281.5206,-2568.6573,-1539.6204,-1374.2547,3703.3571,-1247.6882,-1044.4773,2030.0542,2492.2571,4799.5606,2179.6911,-3504.2623,-730.7450,6099.5971,1652.6556,-4494.2332,-2829.4555,-5530.7694,4653.0352,2607.4826,-1123.5092,-4649.5576,3100.8316,5516.5705,-987.5933,-939.4163,-3719.4174,-5415.0874,132.8204,3626.2881,-2555.8575,-5376.4931,-5520.9976,-1045.9641,1248.7259,5400.2838,-193.2983,2599.7388,2434.8849,-3666.4447,3615.1337,-506.7559,-6522.4736,4675.8935,-4560.6785,-3527.3594,1659.0966,517.3671,-3694.4652,6754.9999,3480.4277,-3246.7478,2831.0879,-5454.4777,-1919.9597,2778.5920,5531.2322,-3763.2473,3156.2600,-5357.7210,-3780.8824,-2992.5287,5151.5759,2860.7537,-5020.8389,1506.8047,-4902.6148,3435.2151,-5905.6395,-5214.7300,187306.5910,188662.7798,184974.8189,194046.7502,190234.9157,179699.3345,181649.3416,186652.9875,-115437473.8136,-115420146.8999,-115447473.0935,-115433319.8280,187195.4581,-115428497.3212,
300.000,4236.7395,-4071.9128,3593.1651,-5193.5691,-5777.7477,-6819.0290,3780.5878,-923.9765,23.5018,6920.0026,-1886.5942,4995.4979,-2987.6419,2511.6365,-5943.3966,-4905.9437,-525.0413,-1086.8408,-5564.9587,4227.3086,-5352.8421,-4807.4373,749.4713,5479.5084,5193.2824,-3874.7110,-3389.9959,-2652.2009,685.5494,-2545.2265,-3279.4457,-928.7218,4950.4653,-2226.2353,337.0369,-5510.0609,-4892.0233,1549.0778,-2227.9083,3547.1125,644.1068,3324.7333,4991.3748,-1343.9532,-2849.5400,237.2741,4573.3233,-3905.0019,-3082.0233,-616.7864,1744.4093,-3872.9498,3020.5359,4182.5065,6752.3432,-4301.4483,5227.4913,1559.6464,-4575.4638,2999.1770,-2045.2752,1854.1792,-257.9485,-3516.6459,-3999.9880,-4607.6524,-4510.1450,3524.7587,-2339.2546,4485.6380,-2367.1773,-429.6158,2885.2074,-2212.5931,5592.3938,-4259.8601,6834.3286,-6690.2536,4391.6585,582.4552,3619.2778,-5968.6569,2968.2107,-4556.7486,-228.0595,4381.0850,3862.1634,1741.1318,855.9826,-1735.9024,-1712.9332,5697.2219,3245.2561,-4122.7410,-775.6371,895.5643,2627.1800,6631.7523,-2378.3591,-4642.5654,344707.4287,343687.4878,339226.6033,345719.5743,338323.0140,342320.9802,344499.1342,346169.9791,-240493707.9933,-240531995.8708,-240512245.3162,-240502147.2310,344600.2214,-240497494.8126,2828.2427,2520.5078,-5763.3135,4354.3136,-528.5833,-137.4885,5528.1409,-4621.9737,5054.7386,-57.9521,3736.1879,-3035.8205,-6083.1899,-3270.9103,-273.8727,-3784.9298,5638.5450,4965.6593,-2193.7364,218.8328,-1975.4049,4922.1467,-2848.8817,-2380.2739,-1644.5990,-4531.6021,-4985.8837,3361.4912,-6817.5481,-5968.2944,4283.8190,-6822.3265,4706.2304,-6539.2500,5301.7326,3064.9884,-3779.0367,-6620.5912,6486.3034,2417.3608,6886.7084,-3844.3893,-4669.8687,-357.8651,5455.2256,4999.7498,-3476.1324,2080.6450,-4266.5080,-5589.4912,6643.7812,1779.0402,4379.3174,-2139.3153,-1211.8270,-4769.4978,972.1065,3893.5449,4917.9095,-5614.7370,-5506.8094,-3738.4921,-4359.3964,-5271.7754,5516.2660,-2175.6557,-5097.6533,4365.7140,5345.9884,-1527.4883,6174.4399,-6332.3189,1886.6824,4741.8921,-3150.4376,3330.8608,1178.1646,-1039.8761,4897.5840,3458.6321,5467.7078,3130.5676,-6143.4754,-995.7721,-5968.8722,3369.9772,2266.0398,6334.2177,6708.7472,-4300.5910,-6176.4973,-3699.2377,-2576.8153,3588.5205,-4120.5403,-6115.6819,-3323.6519,690.2929,767.8328,2750.5951,-38513.5710,-50760.0583,-33427.5262,-30501.9491,-33125.7757,-31949.8404,-40128.2044,-34516.6267,205455862.2049,205409031.8504,205430594.3692,205431161.2409,-35438.5242,205437815.6351,4725.4371,-4866.5667,-1008.7791,776.0311,3767.7797,-271.6351,-1791.5536,5064.3864,4718.9638,397.4980,5531.2363,3752.6685,1470.0604,-5445.5634,3527.8226,-3145.9237,-3984.7524,4685.1976,-3523.5055,-5477.8990,3937.1573,752.7069,-6302.4215,3290.4470,-4114.1809,-3530.3570,-3229.7107,5453.7286,-993.7165,-2540.0362,-4186.7568,-848.9333,-4.8890,435.1377,4452.2540,-2920.7187,-3176.0115,534.2814,1064.0894,5429.0602,420.3742,-4704.3963,1084.3802,6794.6138,2994.5540,-4641.6729,-3900.3155,-5338.9728,4349.5305,4043.1829,423.3945,-5334.9671,4417.6305,5072.7158,1137.5264,-2648.8865,-4463.7105,-5510.4880,-1665.8988,2461.7960,-3702.2209,-5527.5349,-5393.8719,-2750.4932,-301.1140,4709.9342,1340.3107,4041.2352,3608.2322,-4779.8036,2068.9119,-2280.6333,-6042.6051,4434.8042,-2661.7008,-4355.5246,142.9747,-1600.5140,-2161.0926,5985.9545,2263.3554,-1626.1668,1138.8722,-5004.0088,-3497.6120,4174.3262,5282.9706,-2251.7962,1519.7524,-4872.5951,-2662.7612,-1323.9576,5524.4911,4240.3809,-5511.7728,2874.9869,-5475.7359,1845.2737,-6491.8040,-4330.5190,187452.7673,188666.1874,185010.2583,193966.8977,190419.5312,179854.5138,181450.5670,187136.0850,-115433197.1771,-115416244.9463,-115443536.8941,-115429707.9307,187203.2456,-115424401.6164,
600.000,3448.5810,-2204.9880,2246.5884,-3818.4004,-4786.1225,-6442.7571,4381.4481,-2851.3238,1765.5188,6463.3603,171.8089,3261.6244,-3789.3422,825.8117,-4903.5509,-3581.8856,911.7311,433.2075,-5404.1519,3803.2395,-6431.9714,-3567.3269,-634.3799,5064.1838,3837.1844,-4266.1902,-4987.2927,-1180.4787,-521.5132,-2766.1018,-1233.7066,-2105.6397,5734.7557,-3215.0946,2322.8979,-3969.8171,-3561.3385,29.6881,-772.3460,4217.0534,1817.0205,1285.6096,3705.3499,718.2443,-925.9045,2366.2860,2768.1274,-3304.3504,-4836.1404,-2039.4628,3086.9195,-2390.0126,3728.2061,3839.7351,5958.3200,-4650.6740,4947.8161,3555.9024,-3147.4360,1656.6652,-3449.6978,-45.8948,-2303.7340,-4088.1196,-2536.2820,-5913.6845,-5246.9871,4010.9590,-314.7581,2872.2619,-1261.9052,-1686.4837,4718.8227,-440.3037,6255.7803,-2462.3091,6789.2759,-5979.2394,5474.8956,165.8038,5021.8342,-5466.2079,1859.7312,-5506.0373,-1629.8780,4440.3859,5233.5096,3028.4781,2080.8332,-3672.8685,-3336.0119,5036.1288,1691.9860,-2201.4006,-2787.1459,-913.3438,639.6603,6899.9052,-1054.6873,-4387.6244,345869.4300,344614.3384,339946.4923,346435.1410,338944.0484,342931.9250,345227.7376,346748.5655,-244919885.8230,-244957632.7521,-244937953.4954,-244927754.3532,345280.6109,-244923669.9301,1141.9369,3530.2023,-6463.9354,5185.1562,1063.6326,1377.2384,4173.3874,-4817.8971,3937.9777,-1257.8967,4412.3934,-3728.0048,-4899.5095,-4593.2560,1227.1655,-3318.6319,6381.4804,5960.0753,-213.0257,-1914.1091,-780.2637,5381.6155,-4322.5047,-4099.9752,-3271.4886,-2750.9004,-4259.7405,4837.6458,-6852.7879,-4700.9315,4871.4235,-6536.9239,3377.2771,-5719.0887,4507.5916,3767.4643,-3306.8946,-6744.5377,6882.3594,346.7186,6544.3631,-4141.7760,-5137.1615,-1337.6394,5472.0503,4771.1674,-4448.7497,4025.7360,-3251.7203,-4280.9079,5840.5490,3389.3726,2497.6964,-4050.7697,-1718.0657,-3168.0671,-1145.0385,3186.5161,5216.8365,-6543.3098,-4058.6809,-4699.8779,-4564.3365,-3706.8919,6066.4806,-908.0640,-3621.1045,2494.3361,5267.2343,-2929.7455,6808.4983,-5319.4642,1369.1737,5757.3579,-2981.2130,4457.0787,-340.8491,-267.7084,4217.8473,5211.6571,4720.1136,4258.6379,-6630.4070,702.5493,-4814.9570,1411.1680,784.0357,6227.3112,6608.4494,-4143.6605,-5952.8923,-4719.1044,-4089.8425,4039.3460,-3301.0657,-5499.8962,-4206.0618,-529.5021,2530.8859,4441.4876,-31468.2603,-43626.1949,-26044.5348,-23294.3792,-25889.5832,-24653.5358,-32826.8847,-27207.0094,200157463.9100,200109748.9658,200131778.3124,200132409.9124,-28190.6112,200139327.8196,5920.6635,-5412.5299,542.5378,2246.8215,4877.4860,-1789.3106,-3386.4649,4067.1275,5401.2823,2158.0079,5349.1728,4867.0472,3113.2395,-4988.0434,4718.3366,-4947.0265,-2526.0213,3479.0196,-4353.1139,-5459.0846,2471.0407,2486.9809,-5414.3941,2021.1007,-4601.7655,-4717.7229,-1942.1424,4828.3070,822.1368,-4337.4025,-4624.0348,961.5009,1530.3731,2197.6658,4725.2150,-4283.4036,-4970.3469,-1021.5940,-477.6982,5476.3974,-1384.0614,-5400.5675,2782.7415,6767.2265,4003.5782,-4270.0096,-4556.1122,-4577.7912,3559.7521,5045.4825,1923.9244,-5424.8806,5258.8534,4082.9809,3141.9000,-4076.6844,-4733.0610,-5016.0853,-3285.3376,1021.2159,-4454.5644,-5087.1513,-4692.9997,-4157.6000,-1817.1104,3517.8750,2730.6316,5047.4485,4383.5812,-5335.8720,300.8004,-3789.5323,-4925.2316,3704.6548,-479.8887,-4720.4181,-1388.4582,-3548.8385,-395.5342,4580.2190,804.3882,168.4826,-676.1509,-3997.7020,-4699.4926,5122.7459,4469.1553,-500.5209,-279.5874,-3818.5061,-1260.6546,487.1129,5301.2549,5163.9507,-5412.8126,3919.6976,-5462.2883,56.5019,-6393.4259,-2980.8619,187595.1572,188669.3072,185049.7615,193881.9833,190600.5653,180014.9598,181257.8877,187623.8835,-115428916.3502,-115412343.1096,-115439595.8823,-115426073.4383,187210.9215,-115420305.6982,
