sl_100_5400_20240411 Coordinates.csv
2024/04/11 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:38 2024,
Start: 2024/04/11 07:47:00.00, Stop: 2024/04/11 09:17:00.00,
TIME_UNITS,STARLINK-3184 - X-Coordinate,STARLINK-31377 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-2740 - X-Coordinate,STARLINK-31370 - X-Coordinate,STARLINK-2611 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-6108 - X-Coordinate,STARLINK-30950 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-1806 - X-Coordinate,STARLINK-2371 - X-Coordinate,STARLINK-30364 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-5932 - X-Coordinate,STARLINK-3794 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-30773 - X-Coordinate,STARLINK-11136 [DTC] - X-Coordinate,STARLINK-2509 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-2687 - X-Coordinate,STARLINK-31749 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-31476 - X-Coordinate,STARLINK-1319 - X-Coordinate,STARLINK-11283 [DTC] - X-Coordinate,STARLINK-3251 - X-Coordinate,STARLINK-1727 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-2224 - X-Coordinate,STARLINK-2659 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-3218 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-11259 [DTC] - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-2019 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-5118 - X-Coordinate,STARLINK-32147 - X-Coordinate,STARLINK-1958 - X-Coordinate,STARLINK-2523 - X-Coordinate,STARLINK-30850 - X-Coordinate,STARLINK-32006 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-6292 - X-Coordinate,STARLINK-5179 - X-Coordinate,STARLINK-1468 - X-Coordinate,STARLINK-31058 - X-Coordinate,STARLINK-5826 - X-Coordinate,STARLINK-1499 - X-Coordinate,STARLINK-2536 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-30300 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-2478 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-5617 - X-Coordinate,STARLINK-31884 - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-30453 - X-Coordinate,STARLINK-5823 - X-Coordinate,STARLINK-4796 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-31471 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-4038 - X-Coordinate,STARLINK-5920 - X-Coordinate,STARLINK-3657 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-32168 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-31571 - X-Coordinate,STARLINK-31513 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-1221 - X-Coordinate,STARLINK-31027 - X-Coordinate,STARLINK-3523 - X-Coordinate,STARLINK-3950 - X-Coordinate,STARLINK-31840 - X-Coordinate,STARLINK-30278 - X-Coordinate,STARLINK-31995 - X-Coordinate,STARLINK-2332 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-30328 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-11251 [DTC] - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-1433 - X-Coordinate,STARLINK-3112 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3184 - Y-Coordinate,STARLINK-31377 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-2740 - Y-Coordinate,STARLINK-31370 - Y-Coordinate,STARLINK-2611 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-6108 - Y-Coordinate,STARLINK-30950 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-1806 - Y-Coordinate,STARLINK-2371 - Y-Coordinate,STARLINK-30364 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-5932 - Y-Coordinate,STARLINK-3794 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-30773 - Y-Coordinate,STARLINK-11136 [DTC] - Y-Coordinate,STARLINK-2509 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-2687 - Y-Coordinate,STARLINK-31749 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-31476 - Y-Coordinate,STARLINK-1319 - Y-Coordinate,STARLINK-11283 [DTC] - Y-Coordinate,STARLINK-3251 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-2224 - Y-Coordinate,STARLINK-2659 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-3218 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-11259 [DTC] - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-2019 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-5118 - Y-Coordinate,STARLINK-32147 - Y-Coordinate,STARLINK-1958 - Y-Coordinate,STARLINK-2523 - Y-Coordinate,STARLINK-30850 - Y-Coordinate,STARLINK-32006 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-6292 - Y-Coordinate,STARLINK-5179 - Y-Coordinate,STARLINK-1468 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,STARLINK-5826 - Y-Coordinate,STARLINK-1499 - Y-Coordinate,STARLINK-2536 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-30300 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-2478 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-5617 - Y-Coordinate,STARLINK-31884 - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-30453 - Y-Coordinate,STARLINK-5823 - Y-Coordinate,STARLINK-4796 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-31471 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-4038 - Y-Coordinate,STARLINK-5920 - Y-Coordinate,STARLINK-3657 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-32168 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-31571 - Y-Coordinate,STARLINK-31513 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-1221 - Y-Coordinate,STARLINK-31027 - Y-Coordinate,STARLINK-3523 - Y-Coordinate,STARLINK-3950 - Y-Coordinate,STARLINK-31840 - Y-Coordinate,STARLINK-30278 - Y-Coordinate,STARLINK-31995 - Y-Coordinate,STARLINK-2332 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-30328 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-11251 [DTC] - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-1433 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3184 - Z-Coordinate,STARLINK-31377 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-2740 - Z-Coordinate,STARLINK-31370 - Z-Coordinate,STARLINK-2611 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-6108 - Z-Coordinate,STARLINK-30950 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-1806 - Z-Coordinate,STARLINK-2371 - Z-Coordinate,STARLINK-30364 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-5932 - Z-Coordinate,STARLINK-3794 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-30773 - Z-Coordinate,STARLINK-11136 [DTC] - Z-Coordinate,STARLINK-2509 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-2687 - Z-Coordinate,STARLINK-31749 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-31476 - Z-Coordinate,STARLINK-1319 - Z-Coordinate,STARLINK-11283 [DTC] - Z-Coordinate,STARLINK-3251 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-2224 - Z-Coordinate,STARLINK-2659 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-3218 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-11259 [DTC] - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-2019 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-5118 - Z-Coordinate,STARLINK-32147 - Z-Coordinate,STARLINK-1958 - Z-Coordinate,STARLINK-2523 - Z-Coordinate,STARLINK-30850 - Z-Coordinate,STARLINK-32006 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-6292 - Z-Coordinate,STARLINK-5179 - Z-Coordinate,STARLINK-1468 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,STARLINK-5826 - Z-Coordinate,STARLINK-1499 - Z-Coordinate,STARLINK-2536 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-30300 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-2478 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-5617 - Z-Coordinate,STARLINK-31884 - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-30453 - Z-Coordinate,STARLINK-5823 - Z-Coordinate,STARLINK-4796 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-31471 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-4038 - Z-Coordinate,STARLINK-5920 - Z-Coordinate,STARLINK-3657 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-32168 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-31571 - Z-Coordinate,STARLINK-31513 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-1221 - Z-Coordinate,STARLINK-31027 - Z-Coordinate,STARLINK-3523 - Z-Coordinate,STARLINK-3950 - Z-Coordinate,STARLINK-31840 - Z-Coordinate,STARLINK-30278 - Z-Coordinate,STARLINK-31995 - Z-Coordinate,STARLINK-2332 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-30328 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-11251 [DTC] - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-1433 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2488.9752,-5777.2938,4180.2174,-5021.0275,-6093.2156,3314.8278,4600.6377,-247.9598,3200.3420,4049.3780,5498.9729,-5140.5179,5883.3812,1689.2742,4844.3774,-3543.1071,-1986.4659,-3829.5888,3784.1837,5051.6969,-997.3462,1670.4418,4211.1455,320.7626,1849.3417,-2057.3809,110.0943,6637.4043,2406.6736,3917.4009,1505.0671,-4593.7758,-2236.1066,-2585.8296,-4371.1410,6043.1654,-2578.4151,-2579.7660,-4217.0136,2845.9072,-5937.9837,-2927.4737,3796.7275,-1127.5540,1474.3426,3717.7659,5177.6386,3376.0147,-3379.9723,-2111.8636,-4354.3822,2089.0522,1057.7171,-5050.6081,2901.4376,3206.6271,-1309.4915,1941.6146,-4992.3977,5977.2779,4563.8240,-5558.4219,-2918.2097,3283.8740,2464.9917,-5095.2791,-2881.3917,5666.8723,-4569.1896,2336.0072,3787.0843,2077.7003,210.6640,-4098.1325,-1686.1398,2561.2548,5539.9618,4575.3809,0.0000,-2459.2347,5111.8316,-5231.6661,-5454.8959,-3528.8398,-3811.7201,-1476.7884,-1612.8476,979.8947,1166.6101,2452.5340,-5762.8558,-4069.3138,-2453.1034,6038.7802,2134.5084,5688.2272,4886.0033,-5397.9061,-4677.2088,-107.5169,46271.1342,43158.6015,36445.5170,38330.7110,35770.4429,37376.8634,45094.7815,41252.3369,-263862904.7055,-263861700.0744,-263870996.4031,-263860423.5673,41502.9344,-263857092.2415,6380.0319,1665.1585,3171.6794,-2025.8835,-1340.3635,5929.2530,-1610.7613,-5892.0320,3958.4719,5103.4802,4132.8183,-3761.8345,-1460.9871,-6049.5343,1585.4817,-2529.7428,-3654.6887,-2863.8584,-3768.3891,-716.6487,-4235.9241,-6417.2177,5487.5799,-5135.1490,-6675.8226,-3688.8567,-6253.6771,-535.8625,-4897.4581,-2934.2949,-6305.2415,503.4586,-5950.1653,6310.3958,744.4054,483.6478,-4858.4709,5.5347,-3089.3633,-5013.4089,-426.8109,5297.3898,-3371.1677,-5322.0800,3839.1276,-1886.6025,-4100.4897,5117.7561,2329.0354,4486.2406,-3391.4988,5837.4146,-4913.7242,168.3722,1104.5689,-4958.1884,-3978.1745,-4571.6694,3234.9926,-3469.3280,1821.5262,-3995.4904,-4576.3427,-5944.9907,6188.1062,2981.3877,4740.8748,-3540.9149,1285.5229,3495.6706,3452.5635,3586.3681,4376.4151,-2557.6068,-6741.1991,5789.3671,-1190.0430,-2745.7701,0.0000,5832.4173,-1615.1268,-2569.5220,-2936.4714,2230.0344,4206.4669,-5404.4253,4270.6767,-6771.5676,5934.2862,-3652.5537,-539.7797,-3213.1006,-6452.0082,2112.8166,-108.7776,491.7373,-340.4334,468.7097,-4607.7641,4247.9633,355754.4202,321476.5655,335406.6869,342165.8612,334745.3624,338524.6563,335078.6739,338510.7237,152012299.8265,151998227.3694,152015070.5622,152024895.9525,338125.8812,152031448.6858,-1030.3031,3289.8974,-4514.2013,-4328.4993,-2787.2486,-1371.5331,-4926.2477,3647.2195,-4635.5416,2322.8007,-912.0387,2717.6593,-3377.3425,-2957.7337,4371.1164,5007.4852,5525.9940,5035.5749,-4301.9869,-4405.3297,-5402.6752,1608.0894,409.3060,4474.2349,130.6687,-5486.5813,-3004.2728,1481.6729,4264.6018,4595.3165,2416.0550,5160.8802,-2789.2154,1364.3304,-5330.3677,-3358.4973,-4204.5121,6445.4589,-4228.4758,3833.8165,3536.2127,3406.2510,-4731.2805,4268.4348,5462.1698,-5537.4076,-2115.4421,-3253.9840,-5474.4357,-4831.9993,4220.6524,-3081.5333,4490.8753,-4657.8530,-6226.3956,2947.7648,-5524.0886,-4841.3538,3561.0369,-367.2442,4878.7935,-1025.6811,-4352.7102,-1504.6678,1468.0917,-3615.6924,-4177.1053,1915.6724,5027.3444,-5505.4207,4518.2787,5534.2978,-5275.1407,-4960.0418,-395.6482,2786.2431,-3999.4380,4427.2019,0.0000,-2257.7128,-4223.1585,-3545.7389,3101.1606,5535.8694,-3986.5955,4055.9792,-5204.9929,-110.7433,-3211.8389,5214.0979,3808.9940,4574.3913,479.3886,-2692.3925,6599.7003,3934.8166,-4622.7008,4142.3661,-2217.5281,-5465.5396,147980.8088,143125.7899,141528.8809,150462.7902,146882.3808,136307.3570,138038.5563,145412.5353,-37619346.1955,-37642507.4678,-37606770.9528,-37612946.8387,143710.0709,-37615233.1647,
300.000,-1136.5278,-4336.1082,5687.0452,-6205.9674,-6683.2105,4060.9433,3013.2013,-2046.2079,4563.9226,4506.5965,5982.7160,-5145.8360,6030.4403,-165.1336,5975.3993,-2810.8280,-3857.0639,-5357.8581,3110.6585,3665.1092,-2846.5794,-16.0044,4892.9945,-1796.5212,611.9446,-3653.2253,-1554.4364,6500.9854,1275.3836,1944.1340,324.6781,-3463.3585,-3497.4307,-1186.3375,-3267.8327,6646.7468,-3443.6572,-3291.4150,-5687.5130,1850.7179,-4941.5859,-1949.6344,2203.9211,-2796.6582,3467.3062,2626.9395,3713.8611,4967.0216,-1987.4485,-37.6081,-3708.8094,3039.7591,-471.6444,-4598.4329,4553.9032,2260.2171,-3232.6282,-124.1013,-3279.5299,4997.7650,4250.7585,-5780.5018,-2854.2270,2783.7029,3664.9229,-3394.2347,-813.1404,4536.3676,-4632.9362,4150.8545,4779.0425,3880.3234,2198.4473,-4189.3528,-2227.3814,3916.9978,5814.5550,3720.4647,0.0000,-879.5431,3784.6605,-6307.7959,-5196.1656,-2315.3665,-1906.8649,-2675.2946,5.6429,-268.4170,2348.8116,1042.6175,-6476.9849,-5608.9316,-3409.7464,5800.9152,136.6117,6167.9547,5395.8930,-5503.7427,-5731.7534,1970.2456,38709.1266,36328.7686,29263.6282,31276.5304,28633.0012,30189.3237,37979.2097,34102.7335,-267117776.1227,-267115952.7967,-267125647.4243,-267114922.0054,34396.9397,-267112057.8425,6261.4331,2735.8857,2260.1359,-792.6191,229.4241,4729.8491,-2989.3715,-6144.2390,2279.8599,3588.7586,2608.7483,-2101.1445,-2932.9230,-5679.7021,203.1917,-620.2567,-2619.7728,-2784.0904,-5352.2145,-2242.7428,-3101.7883,-6146.5283,4397.7250,-4661.6546,-6699.6902,-2211.9386,-6552.8452,-2071.1748,-6161.5936,-3683.6577,-6879.5380,2325.4628,-4579.2123,6148.8209,2605.4285,-864.6380,-3097.4422,1991.3825,-2160.6711,-6249.6272,1106.0795,6415.8461,-4801.1751,-5623.4643,3020.6713,-3737.9855,-4579.1904,4426.8088,3993.4765,4268.9358,-1781.8140,4392.9294,-5901.3086,2283.5259,4.6300,-6074.2730,-2979.9910,-4286.0623,4263.7228,-4287.3411,-252.7521,-2656.0642,-2816.4994,-6342.7436,4998.8443,3683.3874,5072.9423,-3621.9793,3210.4097,2412.7189,1522.5912,2412.9780,3489.4483,-450.9236,-6363.6129,5598.5039,-2789.6130,-4569.1729,0.0000,5493.3011,-3287.4407,-1101.3912,-1218.2991,3996.9344,4393.6915,-3884.3435,5417.5503,-6568.8544,4605.9229,-5118.9324,869.2495,-2314.3037,-5586.6057,281.2986,962.6073,-1327.5661,-2124.7036,2433.8498,-3865.1515,4504.1142,356634.0661,322367.1882,336301.4925,342942.8284,335469.8106,339278.7788,335925.2828,338780.5330,146215257.2716,146201283.8513,146217464.3653,146227304.3725,338902.4962,146234380.1379,-2735.0043,4545.4990,-3232.6494,-2982.7098,-1402.0100,-3029.2123,-5478.3094,2482.9872,-4623.2219,3824.0789,-2359.0872,4128.1802,-1781.0700,-3989.6237,3060.6028,5974.8689,5109.9738,3434.9615,-2948.9582,-5194.1808,-5513.5796,2958.6275,2169.3483,4639.8671,-1662.7746,-5449.8285,-1666.3713,-57.2275,2898.4123,5263.7540,674.0717,5530.1995,-3871.5477,3021.2084,-5532.0089,-1758.0381,-5145.8252,5780.1511,-2860.4261,2340.6749,4720.3224,1816.8472,-4500.1278,2898.3409,5060.8115,-5212.0790,-3653.1387,-1973.9511,-5188.3350,-5450.5651,5595.1833,-4404.9683,3231.8439,-4568.3783,-5260.3145,1249.9293,-5359.2422,-5451.8120,4372.7478,-2135.2040,5459.4066,-2731.1156,-5687.0049,615.4899,2842.7777,-4779.0227,-4672.2263,3818.2666,4007.2441,-4992.9857,4638.6836,5190.3677,-5478.5076,-5493.8476,1717.6349,1088.1679,-2549.6725,3656.9194,0.0000,-3771.4191,-4631.1469,-2353.2225,4414.5048,5172.2357,-5017.7854,5057.1948,-4309.8664,-1903.6011,-4490.8584,4390.0811,2309.3790,3319.7134,2238.8306,-3802.1613,6868.3607,2880.5918,-3422.5320,3212.6643,-461.2883,-4873.8115,148061.0850,143209.8460,141658.3889,150467.8050,147152.2987,136554.0703,137931.9548,145537.4218,-37613834.0761,-37636859.2007,-37601306.3015,-37607750.0558,143806.1717,-37609475.4263,
600.000,355.4991,-2460.4468,6630.6220,-6785.9310,-6598.6657,4438.2231,1161.2050,-3628.8395,5511.0251,4556.0566,5904.9944,-4680.6450,5595.5081,-2029.6610,6468.9277,-1825.9564,-5365.9004,-6329.1970,2152.8480,1918.9079,-4449.9489,-1725.8935,5110.9354,-3743.6953,-703.9813,-4928.9083,-3054.5886,5701.7981,50.3701,-230.5531,-880.2768,-2040.7183,-4458.4436,357.9634,-1895.0068,6599.2237,-4025.9956,-3737.8474,-6540.6163,698.7146,-3484.5007,-800.8963,431.0993,-4165.0751,5118.7069,1330.9916,1868.1015,6070.7205,-440.5220,2058.1141,-2747.7969,3739.4080,-1916.8369,-3733.3422,5775.5893,1068.0859,-4861.9624,-2197.1421,-1255.5001,3511.4132,3576.2472,-5450.5277,-2574.8988,1993.5094,4518.9993,-1355.5910,1336.1005,2923.9094,-4278.1760,5575.9112,5328.8870,5323.9790,3990.9739,-3928.3131,-2565.0239,4873.9482,5535.1841,2540.9962,0.0000,829.8965,2103.4678,-6746.5202,-4463.0721,-925.9696,199.9034,-3662.6194,1584.3960,-1510.6670,3340.7775,-430.1590,-6561.3292,-6592.0744,-4051.6623,5030.7468,-1918.4181,6069.4238,5353.1487,-5076.2649,-6216.2002,3835.5249,31130.3836,29480.2839,22069.5969,24208.8642,21486.8268,22989.6959,30844.2304,26984.3240,-270245305.1082,-270242869.2361,-270252933.6695,-270242033.7376,27276.6654,-270239679.6449,5537.8418,3578.6606,1160.9277,486.2703,1762.6354,3052.0486,-4126.1851,-5818.1381,404.9334,1701.1045,817.0626,-206.4893,-4099.9838,-4790.9138,-1167.2627,1401.4779,-1379.2870,-2465.0937,-6384.0271,-3579.0450,-1715.2145,-5264.7521,2858.9075,-3757.4812,-6066.0932,-562.6136,-6225.8918,-3395.8842,-6821.1060,-4094.0776,-6770.1855,3956.3952,-2772.5935,5403.9640,4244.6684,-2108.6458,-1038.3989,3741.9409,-1031.2212,-6866.3653,2574.8575,6902.8443,-5796.9657,-5389.6870,1948.3705,-5245.0837,-4644.7089,3325.6157,5282.0720,3688.7588,50.7664,2516.6528,-6271.8606,4178.8521,-1032.8692,-6486.9754,-1743.6684,-3637.5271,4921.7172,-4701.4366,-2321.7679,-1030.7644,-754.0515,-6100.1448,3296.4710,4074.9490,4961.9084,-3381.0542,4798.3779,1144.2347,-542.3465,1052.9365,2303.2974,1707.4465,-5335.7286,4859.1510,-4092.9983,-5952.3186,0.0000,4586.4346,-4660.2101,456.4106,651.2212,5397.4433,4203.6881,-1997.1878,6057.0057,-5694.8501,2818.2822,-6079.0042,2168.3314,-1223.1448,-4158.2868,-1602.0670,1843.7554,-2997.6273,-3652.5401,4134.7016,-2744.3043,4366.8537,357351.7132,323114.1761,337047.4441,343571.7095,336045.6705,339879.9916,336623.7666,338909.8945,140348565.8520,140334704.6607,140350217.0765,140360135.1414,339529.8232,140367659.1384,-4146.2696,5298.3364,-1603.5814,-1317.5792,140.0206,-4362.5775,-5445.2519,1053.3146,-4106.7758,4913.3392,-3554.4072,5095.7747,5.4271,-4596.8835,1390.3161,6217.7940,4144.9302,1469.1859,-1269.9480,-5380.5978,-5037.3692,3976.9899,3696.6009,4284.7591,-3277.9834,-4829.3873,-150.4319,-1589.7147,1221.4095,5314.0097,-1140.5300,5308.1612,-4541.5987,4357.6253,-5143.6170,30.9017,-5535.6525,4501.2732,-1157.0402,596.1841,5398.1445,34.1026,-3789.6426,1216.0136,4096.7049,-4330.0565,-4800.7566,-483.2508,-4326.4654,-5485.2636,6376.0905,-5256.0081,1596.7390,-3978.0513,-3738.8171,-603.2676,-4622.3232,-5481.3984,4717.1358,-3673.5743,5455.3098,-4143.0796,-6421.4374,2670.2838,3897.9390,-5429.8471,-4670.7909,5315.3379,2555.6940,-3946.1365,4241.5766,4288.2748,-5078.1207,-5439.2318,3648.9217,-727.1740,-827.2911,2495.9481,0.0000,-4843.0115,-4520.8657,-896.4443,5254.8862,4256.9524,-5514.2066,5514.4920,-2952.2568,-3484.7315,-5272.3449,3074.4163,562.3720,1707.4465,3757.0029,-4506.9611,6407.2893,1518.5132,-1823.2412,1922.3764,1344.4260,-3759.4117,148140.9724,143293.8556,141791.8827,150467.7439,147418.6092,136806.0933,137831.4019,145523.2283,-37608319.9859,-37631209.6182,-37595844.1762,-37602567.1650,143902.1692,-37603717.6879,
