sl_100_5400_20240319 Coordinates.csv
2024/03/19 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:19 2024,
Start: 2024/03/19 07:47:00.00, Stop: 2024/03/19 09:17:00.00,
TIME_UNITS,STARLINK-30256 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-5479 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-4256 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-5724 - X-Coordinate,STARLINK-5194 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-4534 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-32156 - X-Coordinate,STARLINK-3861 - X-Coordinate,STARLINK-1142 - X-Coordinate,STARLINK-5810 - X-Coordinate,STARLINK-3709 - X-Coordinate,STARLINK-3874 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-5173 - X-Coordinate,STARLINK-32137 - X-Coordinate,STARLINK-3802 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-31738 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-1420 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-30154 - X-Coordinate,STARLINK-3309 - X-Coordinate,STARLINK-5654 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-31358 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-5537 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-4103 - X-Coordinate,STARLINK-5767 - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-5183 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-32194 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-3194 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-30223 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-3795 - X-Coordinate,STARLINK-30563 - X-Coordinate,STARLINK-5799 - X-Coordinate,STARLINK-30499 - X-Coordinate,STARLINK-5089 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-5911 - X-Coordinate,STARLINK-6157 - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-3911 - X-Coordinate,STARLINK-5450 - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-5653 - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-1805 - X-Coordinate,STARLINK-3243 - X-Coordinate,STARLINK-6207 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-31850 - X-Coordinate,STARLINK-30245 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-30426 - X-Coordinate,STARLINK-2702 - X-Coordinate,STARLINK-5694 - X-Coordinate,STARLINK-30945 - X-Coordinate,STARLINK-30852 - X-Coordinate,STARLINK-31573 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-30922 - X-Coordinate,STARLINK-3594 - X-Coordinate,STARLINK-4597 - X-Coordinate,STARLINK-1981 - X-Coordinate,STARLINK-5126 - X-Coordinate,STARLINK-32138 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-3218 - X-Coordinate,STARLINK-3839 - X-Coordinate,STARLINK-31639 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-2517 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30256 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-5479 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-5724 - Y-Coordinate,STARLINK-5194 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-4534 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-32156 - Y-Coordinate,STARLINK-3861 - Y-Coordinate,STARLINK-1142 - Y-Coordinate,STARLINK-5810 - Y-Coordinate,STARLINK-3709 - Y-Coordinate,STARLINK-3874 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-5173 - Y-Coordinate,STARLINK-32137 - Y-Coordinate,STARLINK-3802 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-31738 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-1420 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-30154 - Y-Coordinate,STARLINK-3309 - Y-Coordinate,STARLINK-5654 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-31358 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-5537 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-4103 - Y-Coordinate,STARLINK-5767 - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-5183 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-32194 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-3194 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-30223 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-3795 - Y-Coordinate,STARLINK-30563 - Y-Coordinate,STARLINK-5799 - Y-Coordinate,STARLINK-30499 - Y-Coordinate,STARLINK-5089 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-5911 - Y-Coordinate,STARLINK-6157 - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-3911 - Y-Coordinate,STARLINK-5450 - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-5653 - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-1805 - Y-Coordinate,STARLINK-3243 - Y-Coordinate,STARLINK-6207 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-31850 - Y-Coordinate,STARLINK-30245 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-30426 - Y-Coordinate,STARLINK-2702 - Y-Coordinate,STARLINK-5694 - Y-Coordinate,STARLINK-30945 - Y-Coordinate,STARLINK-30852 - Y-Coordinate,STARLINK-31573 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-30922 - Y-Coordinate,STARLINK-3594 - Y-Coordinate,STARLINK-4597 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,STARLINK-5126 - Y-Coordinate,STARLINK-32138 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-3218 - Y-Coordinate,STARLINK-3839 - Y-Coordinate,STARLINK-31639 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-2517 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30256 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-5479 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-5724 - Z-Coordinate,STARLINK-5194 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-4534 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-32156 - Z-Coordinate,STARLINK-3861 - Z-Coordinate,STARLINK-1142 - Z-Coordinate,STARLINK-5810 - Z-Coordinate,STARLINK-3709 - Z-Coordinate,STARLINK-3874 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-5173 - Z-Coordinate,STARLINK-32137 - Z-Coordinate,STARLINK-3802 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-31738 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-1420 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-30154 - Z-Coordinate,STARLINK-3309 - Z-Coordinate,STARLINK-5654 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-31358 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-5537 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-4103 - Z-Coordinate,STARLINK-5767 - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-5183 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-32194 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-3194 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-30223 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-3795 - Z-Coordinate,STARLINK-30563 - Z-Coordinate,STARLINK-5799 - Z-Coordinate,STARLINK-30499 - Z-Coordinate,STARLINK-5089 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-5911 - Z-Coordinate,STARLINK-6157 - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-3911 - Z-Coordinate,STARLINK-5450 - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-5653 - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-1805 - Z-Coordinate,STARLINK-3243 - Z-Coordinate,STARLINK-6207 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-31850 - Z-Coordinate,STARLINK-30245 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-30426 - Z-Coordinate,STARLINK-2702 - Z-Coordinate,STARLINK-5694 - Z-Coordinate,STARLINK-30945 - Z-Coordinate,STARLINK-30852 - Z-Coordinate,STARLINK-31573 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-30922 - Z-Coordinate,STARLINK-3594 - Z-Coordinate,STARLINK-4597 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,STARLINK-5126 - Z-Coordinate,STARLINK-32138 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-3218 - Z-Coordinate,STARLINK-3839 - Z-Coordinate,STARLINK-31639 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-2517 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3114.0399,-1204.2786,-3500.9222,-3821.7300,2080.9675,4778.3401,6601.5192,-3612.4328,4352.5414,5722.3712,-6224.5639,513.6512,1862.0597,-1301.9531,2011.8242,-1907.1125,4196.9991,4572.3092,4851.7450,-1237.5660,-5457.4763,3694.3803,-3878.6340,-3519.5757,3679.9646,-2360.2048,-4581.4602,-4431.9655,5120.3843,-6477.0169,2979.2243,-3104.0561,106.3429,3081.0974,4981.7585,-2866.0377,-2302.0316,-5532.3626,6278.3138,243.0000,4186.6392,4629.8117,4950.2665,4163.0668,-4018.9507,4818.2551,-13.2617,1301.6755,-112.1179,6699.2042,4825.4868,-4616.4275,-3766.5322,-4644.9242,1903.3993,-4688.0675,1855.7820,-5493.5687,554.3168,3305.7328,-4867.7582,-6230.5758,-4202.6300,108.4540,-3200.0838,6228.2784,1291.4856,-3351.1825,6219.5423,-4631.1888,3523.8558,46.3316,181.8467,4283.4493,-4632.6536,-1197.6055,-5654.9001,-871.3306,3595.8558,5554.8164,-3767.8859,4959.0864,3542.5970,5937.4953,-465.0310,4983.0531,-6174.5926,-4109.4670,-4490.8736,3983.6545,3944.1168,3709.2025,-4803.3634,-262.4573,-510.7521,-6128.4323,-4402.7839,-2258.3568,3000.1093,-1009.6508,353760.4612,350444.1600,350688.7180,354981.1693,349797.4263,352750.6945,358515.5852,357119.0161,-252707531.8151,-252744774.0844,-252712334.9264,-252714363.4904,356377.3822,-252724196.7775,4073.2314,-2058.9768,3958.9437,-5650.1477,-3587.3308,-35.0385,-2052.8176,-2072.0928,386.6405,-2567.9864,2954.7126,-5658.2136,-5624.3873,-6034.5010,-1280.9667,-5476.8957,522.2474,535.1010,537.8358,-4767.9844,-3750.5194,5767.1390,-3691.8544,-5666.2558,-5828.6196,-6099.6228,72.2683,643.5057,1353.7288,-260.5529,-5759.2371,2765.2597,-6002.8883,-5469.7757,1873.6737,3563.1545,5650.4054,1723.6226,-2745.8369,-5642.3037,4682.7192,-4633.5411,-4488.6859,3332.6391,-5161.4012,1123.0670,6116.8538,-4393.7169,6020.8231,-1468.0626,3915.9417,2471.8018,4024.8934,-3672.1136,-6471.8343,3822.8004,5032.5135,-3784.6754,-4716.2201,5563.5714,677.3063,846.3271,5381.5041,4155.5643,-4304.3381,682.3330,-5478.6402,5913.0846,-1405.5572,786.2269,-3169.1755,6937.5301,4317.8686,-3331.5435,2258.6386,4694.2627,-1178.3645,-2608.9792,-4678.4977,3111.2016,1783.9183,-2200.4448,4385.4411,-2621.9950,5156.0554,-4516.5194,560.2305,5129.7317,5005.1201,-1162.5216,-4973.9649,-3949.8476,3725.6385,-6279.0651,6706.0324,3205.2369,-4955.4001,-4080.7577,4443.3544,4162.9995,-14144.3780,-22219.4731,-18266.0879,-12609.3440,-18457.7132,-15576.9716,-21745.4440,-16019.5778,181429077.2774,181378306.1901,181425225.6833,181428344.1830,-17533.2783,181421769.4069,4666.0875,-6534.0256,4507.3280,-98.7869,5531.0789,-5008.1714,597.4319,-5531.6266,5359.0516,2915.9879,754.9091,3794.7721,3569.5063,-3171.9336,-6530.2614,3771.3853,-5481.6385,5172.7662,4905.5915,4716.9425,2004.7531,-1055.2252,4219.2031,1903.7326,-760.4190,-2294.2952,-5195.5643,5280.8660,4476.1500,2413.2205,-2465.0042,5539.7583,-3484.8185,2923.3076,4310.1397,-5112.9249,2854.8249,3813.8014,-1056.1743,3669.7387,-2955.1150,-2279.2431,-1804.1557,4430.8038,1997.0586,4830.6272,-3128.6411,5055.7094,3436.5850,-947.9192,-3043.9235,-4580.0519,-4217.2123,3575.7665,-1173.1233,-3403.6154,4281.0631,-1908.7571,5042.2111,-2451.3703,4909.4789,2922.7475,-1240.0348,-5543.3751,-4375.7730,2971.2531,-4063.8705,-1309.9949,2734.7312,5091.9308,-5043.6146,68.9203,-5416.4931,-4142.7241,-4651.4003,-4961.8000,3804.7294,6378.1043,3411.0595,-2781.1140,-5427.9209,-4317.3175,4036.2909,2323.7222,4610.3836,1143.4782,3112.1969,-2272.1239,-1644.1935,-5541.0672,2771.9641,-4311.3238,3094.3519,2925.4856,416.4083,218.2385,-1994.6039,-5028.7408,-4408.7606,-5456.7538,176830.5029,176309.8110,175151.9638,184146.4452,180465.6876,169906.3802,171733.5568,177980.1339,-74995278.4039,-75011708.3712,-75016956.8202,-75010022.4467,177349.9555,-75004565.7407,
300.000,4778.7975,-3105.5089,-3538.9392,-4884.1780,85.7427,3747.1190,5711.0010,-4660.0900,3794.9612,4237.5536,-5577.8033,-1107.0235,681.5266,-2731.3669,653.7399,-3474.4182,4623.0692,3888.5632,5660.8920,-3088.4402,-6314.9362,4396.5394,-5423.7158,-4880.2814,2142.1336,-3251.7014,-3639.7040,-3330.0723,5809.7228,-6812.0229,1168.6517,-1465.7894,-1637.7141,2114.3286,4476.5121,-1706.4713,-1195.8852,-4159.7717,5730.1667,-1326.1805,4874.1463,3086.2440,4212.3294,5574.5586,-5125.3316,5829.3586,1716.9089,-365.9039,1673.9634,6346.4698,4890.6011,-3750.7247,-2548.0945,-5953.6963,720.7796,-3834.2310,3797.2417,-5793.1757,-1427.5019,3959.9222,-3124.3267,-6265.9713,-2971.8797,2246.8509,-3828.8012,6676.0477,-471.9899,-2293.0103,5037.6342,-3358.3556,1526.9938,1533.8538,2237.0521,2449.8284,-3743.2137,838.4985,-4849.8768,-2918.6423,2386.0770,5789.6683,-2975.4232,4899.1906,5201.3468,5441.1337,1662.2225,3895.0357,-5154.1185,-2970.1771,-3632.5236,3278.8594,3138.8255,2998.2878,-4317.0918,-1609.4048,722.4298,-5321.6497,-4803.2328,-4161.7005,4279.3441,956.0488,353971.0610,350934.1840,350988.3870,355357.1023,350074.5982,352994.0794,358862.4992,357240.2260,-256607026.1765,-256643246.0372,-256611669.2674,-256614043.4586,356704.9333,-256623608.2836,2794.5667,-1009.1917,5308.5429,-4535.9739,-4431.9344,-1884.5718,-3345.5440,-211.7370,-1712.6747,-3394.8849,3980.1217,-4651.2915,-6585.8134,-6191.1188,-2996.6734,-5542.3640,-1535.5090,-1499.9733,-1162.6157,-4941.1626,-2822.2849,4596.7127,-2435.8361,-4915.2390,-6210.7649,-4801.7036,2000.7753,2503.5379,-554.6273,1008.3506,-5792.8943,4181.1799,-6352.4322,-6477.0695,-71.9452,5165.0702,6530.5795,3232.5495,-3827.0565,-4550.8808,2921.7013,-4925.0414,-5490.3455,1894.3635,-4527.1024,-439.3283,5243.1455,-5448.3844,5173.7618,-2622.7929,2194.6222,4334.1981,5547.2739,-2891.9689,-6776.3413,5365.0797,4576.9623,-2085.6288,-3947.8043,4099.1727,1451.7703,2525.9741,6262.5007,4024.4378,-2408.5669,-945.0337,-6210.2020,6510.0263,-2837.3460,2498.2815,-3892.8804,6575.0877,4533.0954,-4399.2636,4146.3641,4150.6572,524.5052,-2903.2053,-6004.3618,3787.5158,3752.1055,-3905.9890,3445.7255,-4146.9958,4817.3931,-5588.4770,2186.8584,6233.9367,5889.2320,-3191.0631,-6082.2815,-5497.5424,5084.6361,-6626.7320,6550.3554,4131.6026,-3492.0848,-3668.1821,2741.7422,4864.3621,-7099.2864,-14565.7875,-10618.1304,-5119.0070,-10984.3421,-8055.2705,-14168.0554,-8679.5292,175868680.0705,175817530.5562,175865370.6331,175868473.5771,-10023.4159,175861401.1296,4173.7850,-6142.3930,2751.6159,1442.3972,5305.3639,-5506.8470,2077.4841,-5116.7039,5520.2603,4281.8464,-1055.6165,4877.9474,2008.0684,-1538.1657,-6239.8048,2256.8995,-4919.4601,5528.9482,3810.1676,3547.4450,226.6917,-2752.9478,3338.3993,406.7177,-2224.7726,-3797.6241,-5544.3998,5529.8521,3746.8659,670.5571,-3634.6026,5323.8037,-2268.1623,1249.6446,5180.6818,-4178.5979,1152.2332,4510.9942,754.1704,4781.6803,-3988.3026,-3785.5422,-12.9921,3663.1821,210.5180,3695.8536,-4096.4373,4093.7931,4298.9405,868.2010,-4377.3474,-3942.7317,-3301.8965,2015.5416,649.3776,-2163.6857,3427.7968,-3201.6993,5508.1284,-3926.4215,6029.4667,1568.4413,297.0797,-5173.5648,-5240.1002,1626.9567,-3066.5141,501.2882,3831.7383,5519.3018,-5514.9909,1589.3405,-4739.3317,-4611.0656,-4122.4926,-5491.9950,4901.2020,5595.5566,2176.5052,-609.1575,-4889.8866,-2967.5952,3027.4812,869.0062,4699.0699,-409.3407,4093.1746,-815.2990,155.0187,-5195.2689,1077.0640,-2954.0939,1437.0030,1246.6531,-1414.2984,-1584.0749,-3558.9004,-4032.6483,-4728.3764,-4852.7644,176741.2616,176271.1529,175137.5465,184011.5687,180595.5790,170010.2951,171483.8968,178358.8353,-74989685.7137,-75006481.1166,-75011128.1935,-75004241.2147,177304.6852,-74999142.5268,
600.000,5997.4945,-4727.9190,-3250.2652,-5460.1144,-1890.1288,2394.8157,4264.3407,-5292.9914,2920.7216,2329.4569,-4374.2936,-2658.8444,-544.0944,-3877.3792,-703.4053,-4679.0490,4643.2000,2877.6880,5937.4138,-4598.0171,-6543.7703,4692.5480,-6423.1594,-5766.2875,380.7418,-3865.0916,-2392.3016,-1950.7817,5964.6979,-6471.1753,-775.9607,274.3644,-3206.0928,952.1093,3564.5955,-418.8912,25.6553,-2406.4474,4611.4181,-2799.7870,5129.8109,1218.3911,3055.7113,6460.6938,-5702.3968,6283.6859,3309.1570,-1958.3115,3329.7895,5360.4620,4514.6859,-2563.4737,-1114.9200,-6665.6096,-543.3478,-2630.1109,5352.4640,-5558.3626,-3298.5857,4264.8158,-1084.1656,-5703.6866,-1451.0515,4159.8159,-4138.0517,6483.7582,-2166.1864,-1001.6057,3379.0914,-1799.3317,-607.8832,2888.2633,4053.8605,382.1401,-2532.1812,2817.3464,-3600.9594,-4650.6237,954.2406,5391.1926,-1933.1372,4384.5969,6355.7235,4414.3866,3637.1481,2407.1153,-3654.5449,-1552.8853,-2411.7070,2307.1977,2034.3045,2023.2831,-3397.0373,-2784.1086,1894.3121,-3977.9017,-4763.5058,-5634.0470,5186.2126,2799.2680,354061.3064,351262.9637,351131.9467,355575.9992,350199.0412,353079.7846,359046.9069,357172.4738,-260384203.2627,-260419393.8844,-260388713.6662,-260391441.6518,356874.2610,-260400704.2923,1282.4546,69.2047,6103.1892,-2950.9865,-4889.8654,-3585.7154,-4334.3710,1634.3405,-3660.4392,-3933.0103,4622.7287,-3198.2620,-6895.4190,-5747.5540,-4457.3938,-5075.9642,-3419.9761,-3412.6201,-2715.2871,-4637.2878,-1615.9835,2959.1881,-963.6440,-3691.7467,-6005.8061,-3026.6667,3764.7584,4151.6012,-2385.6702,2169.4783,-5294.8858,5226.7100,-6101.5523,-6840.3463,-2040.6726,6254.6603,6705.5048,4467.3557,-4537.4627,-2999.5783,872.4369,-4769.0460,-5946.1562,305.3384,-3428.5922,-1922.6587,3870.7028,-5968.4192,3852.7896,-3526.4818,232.3717,5786.0922,6540.2706,-1846.7204,-6385.6983,6383.7791,3697.1704,-167.0550,-2844.1591,2218.3427,2156.1175,3948.8476,6539.0252,3554.6966,-276.8773,-2466.4569,-6360.2194,6462.0750,-4030.4893,4006.9796,-4292.5095,5576.5989,4351.5534,-5063.9902,5641.7739,3255.5637,2216.2937,-2974.4473,-6717.0051,4059.5002,5347.0212,-5209.0467,2201.7914,-5257.1621,4057.3683,-6093.5813,3636.7938,6736.7362,6189.1565,-4916.5771,-6584.2872,-6495.6767,5907.2814,-6324.4724,5689.4594,4663.4048,-1664.2296,-2927.4047,798.2808,5134.2242,-70.5291,-6896.2398,-2964.4211,2378.2687,-3506.4162,-531.6779,-6581.4192,-1445.1251,170224497.7716,170172995.0001,170221735.6868,170224799.6051,-2507.4755,170217251.1551,3235.4782,-5102.7174,703.3911,2821.3496,4508.8095,-5415.3850,3335.5243,-4153.5572,5087.9166,5186.6571,-2753.1227,5416.7729,230.3372,259.8188,-5290.1413,499.4570,-3829.8860,5293.0718,2305.5208,1979.9620,-1575.8018,-4155.8695,2082.4523,-1133.7768,-3451.3382,-4894.8147,-5300.4433,5186.6153,2617.4134,-1144.3841,-4416.3945,4538.1746,-809.5908,-558.1956,5477.5350,-2783.3709,-684.6925,4726.8573,2483.6814,5336.7299,-4596.9624,-4887.7321,1779.5462,2504.1002,-1599.5058,2163.0896,-4614.7180,2673.4608,4701.7515,2590.8680,-5240.6553,-2888.2512,-2034.5308,238.2378,2399.6199,-692.8767,2196.9144,-4153.1883,5384.6033,-4979.6482,6509.9423,46.3685,1802.4261,-4250.6479,-5542.6905,108.6755,-1742.3965,2258.5638,4519.6819,5356.4138,-5395.0616,2939.7970,-3555.2678,-4564.0014,-3154.8141,-5436.8041,5470.3799,4219.7447,697.0410,1627.6407,-3809.4178,-1300.4037,1695.0494,-680.2931,4285.6980,-1916.2302,4637.1801,728.0715,1937.5195,-4292.5907,-733.4129,-1279.5988,-381.7305,-565.7396,-3080.3215,-3215.9215,-4741.0796,-2591.4985,-4544.9140,-3731.5858,176655.7064,176233.5113,175127.1528,183871.6270,180721.8765,170119.5047,171240.3106,178656.8081,-74984097.2012,-75001253.5175,-75005290.6659,-74998450.8266,177259.3125,-74993719.2146,
