sl_5_86400_20241130 Coordinates.csv
2024/11/30 07:47:00.0000 UTC

Generated: Tue Oct  8 16:56:29 2024,
Start: 2024/11/30 07:47:00.00, Stop: 2024/12/01 07:47:00.00,
TIME_UNITS,STARLINK-30407 - X-Coordinate,STARLINK-11192 [DTC] - X-Coordinate,STARLINK-1503 - X-Coordinate,STARLINK-5873 - X-Coordinate,STARLINK-3060 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30407 - Y-Coordinate,STARLINK-11192 [DTC] - Y-Coordinate,STARLINK-1503 - Y-Coordinate,STARLINK-5873 - Y-Coordinate,STARLINK-3060 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30407 - Z-Coordinate,STARLINK-11192 [DTC] - Z-Coordinate,STARLINK-1503 - Z-Coordinate,STARLINK-5873 - Z-Coordinate,STARLINK-3060 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2190.4026,-1033.5869,3814.1400,-4356.0905,6344.9370,-245977.1020,-261081.6415,-240749.5887,-238274.1968,-242294.5732,-240555.7179,-248068.1787,-243787.4576,-60705018.1996,-60732090.7431,-60711973.6619,-60715007.1738,-243583.2768,-60705844.5172,4891.7210,-6373.0922,4655.6691,-1251.4044,1495.6220,266011.3877,274613.2744,277714.0169,272097.3920,279208.3987,275809.0330,271796.6824,272204.1842,-95303709.5636,-95302591.0056,-95297938.5708,-95320966.4424,272607.5875,-95321298.2445,4393.4893,-1864.4003,3418.6185,-5278.4287,2414.9098,-158032.1854,-158664.9236,-161890.1279,-153717.6188,-156240.6104,-166938.5531,-166190.6860,-161695.8886,43919791.5202,43950382.5502,43934611.3723,43920335.7679,-159986.5343,43930151.8326,
3600.000,-5056.8917,3233.3331,-5576.9178,6786.0210,-3523.9146,-302364.4851,-321951.8232,-299492.3688,-298817.8641,-302717.2537,-300683.7398,-307210.7524,-303968.3772,-33884159.3268,-33918081.7174,-33899000.5806,-33890797.9005,-303673.7541,-33885391.8276,-1977.3544,2689.5977,-4034.6773,1095.2374,130.4397,193460.9685,200793.5118,207013.5296,201621.9568,209549.6507,206640.1073,201739.9514,203137.7748,-107753299.9568,-107757287.3034,-107748696.1087,-107775882.9331,202629.6660,-107770002.7996,-4320.8639,5228.7145,751.0759,1016.7904,-5997.9258,-158164.5720,-159647.2683,-161865.7072,-156221.8927,-155426.3543,-165436.3425,-168910.9691,-159124.0378,43905399.8772,43935562.7937,43917749.8395,43906267.2223,-160852.3789,43917099.3027,
7200.000,6691.3434,-5003.3308,5074.8684,-5770.9006,165.1450,-338465.0224,-362293.1764,-339133.2961,-340285.0328,-343726.8478,-342010.3593,-346860.5639,-343628.4742,-4761525.8773,-4800882.8408,-4783233.3398,-4762016.1380,-344264.4551,-4763542.0546,-817.5143,2219.7775,1469.1945,-759.1043,-3339.5134,110462.0923,114025.4777,123329.8482,118308.0053,126815.7622,123951.2777,119524.3527,119599.2771,-112816202.7082,-112827877.1201,-112816040.3078,-112840645.8489,119956.6848,-112832404.4400,1630.2431,-3898.7987,-4482.0498,3794.5620,6084.7143,-158479.9040,-160628.8440,-161556.6158,-159663.5864,-155098.1322,-163002.8493,-170873.6332,-163308.9469,43891782.4806,43920594.4589,43900880.9472,43894675.0772,-161705.1224,43904063.3392,
10800.000,-5966.9423,4514.7168,-3476.5932,2323.4166,1632.0007,-352764.0594,-379533.9557,-357187.3033,-361765.3616,-362618.0004,-362001.6142,-364831.1755,-363849.9601,24667425.8904,24624974.5329,24641169.1635,24672358.7010,-362833.0460,24664488.8971,2892.3566,-4881.4887,2484.3499,-1203.6679,6203.5745,22157.9176,19921.3092,31946.7879,27996.1303,36448.7285,30939.7136,30331.2405,29923.6444,-110150747.3916,-110172180.0601,-110157543.6198,-110172203.2542,29887.5673,-110166969.0807,2024.7612,-969.2495,5441.1194,-6445.2250,-2695.3269,-158916.0619,-161607.2324,-161274.1406,-163948.1677,-155242.1946,-160333.5825,-172148.4342,-161024.4330,43878976.9961,43905509.9536,43884130.4986,43885680.9465,-162544.6826,43891043.9528,
14400.000,2934.9097,-757.9772,1939.0357,965.0990,-1777.4293,-344909.6718,-372606.7475,-352497.4814,-361912.9204,-358182.0227,-358411.2701,-360188.1506,-357146.4593,52387596.3465,52345109.7775,52359965.8706,52392350.4573,-358266.0825,52383877.7281,-4416.7142,4477.1537,-5894.4075,4336.4024,-6319.9329,-66083.7260,-75454.2567,-61334.6704,-61705.6625,-55677.1275,-65603.8705,-60324.1175,-61430.1655,-99944672.5015,-99977097.9156,-99959718.5395,-99959953.3257,-61825.8996,-99961434.7426,-4476.7496,4940.9928,-3079.3029,5335.3433,-2293.5734,-159440.1700,-162580.4542,-161318.9029,-164378.0831,-155865.1956,-163186.5869,-172762.5459,-164669.7062,43866969.5815,43890336.3517,43867612.3381,43878819.8822,-163370.9783,43878041.1541,
18000.000,1034.1782,-4269.1752,-466.7350,-2319.7644,1793.6710,-315794.4161,-342009.6709,-325349.8044,-336624.4683,-330747.1525,-330615.9469,-333308.0026,-332033.3365,76502261.4854,76463194.3006,76476698.1470,76498340.1260,-330924.8028,76498140.3187,5402.1549,-2625.7029,6806.5664,-6451.8365,3170.0904,-148982.0472,-165978.8855,-150543.5592,-148159.0562,-143628.4782,-154252.9360,-146893.9989,-150247.3372,-82901915.4165,-82945491.9220,-82925023.5125,-82915032.8864,-149346.3212,-82919601.6399,4217.9049,-4477.2393,-1196.5986,-1168.7655,5912.7804,-160032.4150,-163546.8231,-161900.2714,-162633.3728,-156999.8091,-167666.7080,-172707.0352,-163041.1650,43855695.7842,43875096.6398,43851434.6476,43870747.1388,-164183.9290,43865054.9539,
21600.000,-4162.5936,6697.7412,-1541.8207,2154.0541,-2954.9357,-267513.3727,-289765.6983,-277499.1268,-289223.3017,-282129.3709,-281786.6849,-285831.7761,-281798.8702,95362888.1505,95330688.1229,95342444.9300,95351510.3282,-282616.9636,95358884.0850,-5360.5724,526.7260,-4824.8554,5468.3455,1338.4229,-221645.9145,-245869.2649,-229935.2811,-225861.6043,-221810.5840,-231603.1756,-224108.2505,-225801.4318,-60194046.0752,-60247747.8526,-60223560.5050,-60214634.4779,-227121.9987,-60212801.8029,-1434.1290,-45.3036,4713.8426,-3716.0096,-6156.8359,-160679.8116,-164504.8430,-163080.2301,-161236.9534,-158715.0929,-171188.1523,-171934.9689,-165814.8802,43845044.7160,43859810.6524,43835705.2525,43855989.7723,-164983.4553,43852085.3627,
25200.000,5513.4809,-4586.9122,4167.7263,-2158.7109,4594.6466,-203239.2262,-219283.3306,-212076.1616,-223400.8802,-215489.8938,-215572.0431,-220500.4122,-216898.1703,107681851.6961,107659535.0412,107668590.0914,107672765.8026,-216476.8880,107678488.7977,3572.9824,1923.5771,1393.7800,-1573.3103,-4385.6565,-279849.0575,-310053.4686,-294402.4568,-289311.8055,-285378.3933,-293771.5990,-287266.1423,-291896.2872,-33379699.8145,-33441365.6922,-33412781.9235,-33408385.0703,-290238.6777,-33399394.2654,-2233.1745,4505.6914,-5356.1027,6407.7494,2815.5988,-161373.3552,-165453.1298,-164756.7455,-160343.0676,-161139.7466,-173828.4126,-170352.7336,-165131.4926,43834866.2348,43844495.7867,43820536.3293,43837542.9569,-165769.4786,43839132.3912,
28800.000,-5237.5773,-75.9663,-6180.4615,3291.3482,-4725.8258,-127032.5910,-135128.2920,-133367.9024,-143622.9979,-135130.0243,-136318.4324,-140765.8030,-136889.3560,112620343.7466,112610111.5792,112614890.4136,112618668.9359,-136761.7151,112618013.1832,-119.7544,-4575.4125,1573.0282,-2855.2491,4641.1600,-320263.4276,-354494.9800,-339846.9922,-334221.1654,-330743.2366,-337323.5871,-332492.9470,-332985.3321,-4297558.4723,-4364097.7047,-4330712.7553,-4328432.4649,-334729.4868,-4317818.5783,4536.5630,-4922.3108,2692.8026,-5423.8405,2111.8313,-162106.5570,-166390.3454,-166691.0901,-159934.7356,-164501.3511,-175710.5981,-167838.7257,-166802.5048,43824980.6694,43829167.5562,43806048.6851,43819574.7919,-166541.9212,43826196.0499,
