sl_100_5400_20240817 Coordinates.csv
2024/08/17 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:10 2024,
Start: 2024/08/17 07:47:00.00, Stop: 2024/08/17 09:17:00.00,
TIME_UNITS,STARLINK-5106 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-31315 - X-Coordinate,STARLINK-30264 - X-Coordinate,STARLINK-30589 - X-Coordinate,STARLINK-6147 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-3941 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-3451 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-1308 - X-Coordinate,STARLINK-31560 - X-Coordinate,STARLINK-5301 - X-Coordinate,STARLINK-4750 - X-Coordinate,STARLINK-3878 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-5349 - X-Coordinate,STARLINK-3080 - X-Coordinate,STARLINK-30391 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-4575 - X-Coordinate,STARLINK-3778 - X-Coordinate,STARLINK-3069 - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-5138 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-4711 - X-Coordinate,STARLINK-2299 - X-Coordinate,STARLINK-3852 - X-Coordinate,STARLINK-2594 - X-Coordinate,STARLINK-1805 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-30157 - X-Coordinate,STARLINK-1605 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-31250 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-31144 - X-Coordinate,STARLINK-4697 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-4622 - X-Coordinate,STARLINK-3374 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-5001 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-3363 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-3352 - X-Coordinate,STARLINK-31650 - X-Coordinate,STARLINK-1057 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-5004 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-2029 - X-Coordinate,STARLINK-2337 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-1475 - X-Coordinate,STARLINK-5607 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-1849 - X-Coordinate,STARLINK-3289 - X-Coordinate,STARLINK-1626 - X-Coordinate,STARLINK-6052 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-30324 - X-Coordinate,STARLINK-5811 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-3182 - X-Coordinate,STARLINK-5137 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-2413 - X-Coordinate,STARLINK-5987 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-5974 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-5908 - X-Coordinate,STARLINK-3546 - X-Coordinate,STARLINK-4566 - X-Coordinate,STARLINK-2273 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-6209 - X-Coordinate,STARLINK-5809 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-4356 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-3748 - X-Coordinate,STARLINK-31327 - X-Coordinate,STARLINK-3744 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-31315 - Y-Coordinate,STARLINK-30264 - Y-Coordinate,STARLINK-30589 - Y-Coordinate,STARLINK-6147 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-3941 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-3451 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-1308 - Y-Coordinate,STARLINK-31560 - Y-Coordinate,STARLINK-5301 - Y-Coordinate,STARLINK-4750 - Y-Coordinate,STARLINK-3878 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-5349 - Y-Coordinate,STARLINK-3080 - Y-Coordinate,STARLINK-30391 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-4575 - Y-Coordinate,STARLINK-3778 - Y-Coordinate,STARLINK-3069 - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-5138 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-4711 - Y-Coordinate,STARLINK-2299 - Y-Coordinate,STARLINK-3852 - Y-Coordinate,STARLINK-2594 - Y-Coordinate,STARLINK-1805 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-30157 - Y-Coordinate,STARLINK-1605 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-31250 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-31144 - Y-Coordinate,STARLINK-4697 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-4622 - Y-Coordinate,STARLINK-3374 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-5001 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-3363 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-3352 - Y-Coordinate,STARLINK-31650 - Y-Coordinate,STARLINK-1057 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-5004 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-2029 - Y-Coordinate,STARLINK-2337 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-1475 - Y-Coordinate,STARLINK-5607 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-1849 - Y-Coordinate,STARLINK-3289 - Y-Coordinate,STARLINK-1626 - Y-Coordinate,STARLINK-6052 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-30324 - Y-Coordinate,STARLINK-5811 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-3182 - Y-Coordinate,STARLINK-5137 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-2413 - Y-Coordinate,STARLINK-5987 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-5974 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-5908 - Y-Coordinate,STARLINK-3546 - Y-Coordinate,STARLINK-4566 - Y-Coordinate,STARLINK-2273 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-6209 - Y-Coordinate,STARLINK-5809 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-4356 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-3748 - Y-Coordinate,STARLINK-31327 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-31315 - Z-Coordinate,STARLINK-30264 - Z-Coordinate,STARLINK-30589 - Z-Coordinate,STARLINK-6147 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-3941 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-3451 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-1308 - Z-Coordinate,STARLINK-31560 - Z-Coordinate,STARLINK-5301 - Z-Coordinate,STARLINK-4750 - Z-Coordinate,STARLINK-3878 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-5349 - Z-Coordinate,STARLINK-3080 - Z-Coordinate,STARLINK-30391 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-4575 - Z-Coordinate,STARLINK-3778 - Z-Coordinate,STARLINK-3069 - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-5138 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-4711 - Z-Coordinate,STARLINK-2299 - Z-Coordinate,STARLINK-3852 - Z-Coordinate,STARLINK-2594 - Z-Coordinate,STARLINK-1805 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-30157 - Z-Coordinate,STARLINK-1605 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-31250 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-31144 - Z-Coordinate,STARLINK-4697 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-4622 - Z-Coordinate,STARLINK-3374 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-5001 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-3363 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-3352 - Z-Coordinate,STARLINK-31650 - Z-Coordinate,STARLINK-1057 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-5004 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-2029 - Z-Coordinate,STARLINK-2337 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-1475 - Z-Coordinate,STARLINK-5607 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-1849 - Z-Coordinate,STARLINK-3289 - Z-Coordinate,STARLINK-1626 - Z-Coordinate,STARLINK-6052 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-30324 - Z-Coordinate,STARLINK-5811 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-3182 - Z-Coordinate,STARLINK-5137 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-2413 - Z-Coordinate,STARLINK-5987 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-5974 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-5908 - Z-Coordinate,STARLINK-3546 - Z-Coordinate,STARLINK-4566 - Z-Coordinate,STARLINK-2273 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-6209 - Z-Coordinate,STARLINK-5809 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-4356 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-3748 - Z-Coordinate,STARLINK-31327 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4120.4091,6690.3307,1341.8511,634.4850,101.5065,5955.3140,-2767.5991,-5282.6415,380.9218,-469.7284,4254.8634,3209.8520,1202.9981,2152.0625,6742.1265,-2134.1440,-1395.4090,-1492.7436,-2806.3390,-2034.9830,-4663.7936,6807.3373,-2176.3886,-3331.9283,6883.1694,-4615.0441,2080.6941,652.2250,4140.9602,-6550.6356,-1158.9626,3818.2226,-1439.2971,-1490.5271,-685.7512,4362.4784,5870.3198,3255.8052,-5355.8943,-926.3207,2966.5882,-4343.3761,-2117.5117,-2647.2736,3454.9493,1547.1596,249.9203,-1385.8917,4847.9219,-4711.9900,-3432.9163,-1001.5452,2189.6808,6176.7635,1904.5109,4764.6683,-44.7287,-4915.7510,158.6432,-4199.8323,842.2936,2687.8731,-2155.2802,2079.7003,-3511.2662,3835.9956,3573.7242,4892.8609,3019.4660,6562.6009,-3474.8933,-1109.4585,-303.4790,6009.3759,5477.1613,-943.5779,4992.9961,-4095.9497,6870.8282,-6609.5096,6692.4984,-2813.8566,3948.4037,-4530.1984,4121.2301,-4359.9036,-3247.9833,-5555.4882,-2075.4465,3292.0329,2427.9623,-610.1539,-2987.9959,-5333.6512,6079.6605,6102.3348,6901.8284,598.6931,6858.8792,3086.9736,275640.1872,292997.3153,288625.3089,282299.2988,290000.7871,286149.9291,284156.5354,284998.5555,-208133712.9525,-208136267.0370,-208142951.2928,-208132133.6962,283874.4267,-208131849.9726,-3713.8658,-1157.0345,4378.0688,6836.2520,4390.1550,-741.5081,-6344.8530,297.3933,5351.5621,-4399.3326,4906.3346,-4150.5435,-5097.7773,6362.4187,-495.1515,1245.7437,-5162.6003,4081.3754,2914.4526,4655.2481,3804.4649,495.5689,6567.5898,3302.9295,-520.3794,519.2247,-1893.8786,6014.6568,2073.5460,623.5561,5167.3497,-4219.8704,5648.9618,3889.3558,-6099.7089,1885.8128,-3505.8116,-4052.8911,3867.6790,-6020.9241,3583.6239,-3574.9161,6478.9007,-6405.8329,5312.1202,-4812.2149,4375.1746,5580.1523,-3095.0443,4038.3974,3062.7643,-6304.9508,-6336.5862,1122.7009,-6644.0392,-842.0361,6819.8357,4542.6822,4371.8004,2862.1308,-6838.6856,-4988.8951,6133.3409,-6126.4485,-5979.4983,-2195.1789,3430.6226,4320.0597,-6235.9183,244.3218,-3757.9377,-4101.7745,-5559.6823,-308.2498,-4151.6677,-5319.8373,3658.7032,5573.8034,710.2130,176.8725,-429.8027,80.8554,-4834.9773,-3533.3637,-1559.0216,-4303.2793,5019.7190,2850.2715,-6541.8143,-2542.5287,-6489.7501,-6651.1887,5580.3955,-3847.8207,1402.9883,-2919.6554,-582.1799,-6144.7701,178.1602,2779.9733,-169883.1919,-155986.9373,-176783.5082,-178474.0999,-176181.8402,-177108.8779,-168851.1906,-172209.1566,-19992263.9645,-20008872.9820,-20012714.4573,-20013900.9454,-173472.1794,-20009205.6093,4155.1268,-1020.5956,5053.6581,-83.6948,-5279.4071,3471.2537,-441.8994,4450.0443,-4402.7561,5310.3241,-2422.9324,-4515.1614,-4525.5965,-1697.7998,899.3895,6488.1397,4379.9625,5375.1876,5380.7517,4716.5575,-3488.0150,1234.9574,88.0345,-5100.9966,486.0979,-5133.2472,6348.0305,-3226.0875,-5145.9618,2156.3785,-4477.2341,3925.0066,3740.0208,-5529.5536,-3215.0914,-5044.7931,1244.2172,4582.4453,2086.5409,-3306.6408,-5023.9872,3702.6581,599.5506,-309.8596,-2781.7415,-4653.4547,-5359.4269,-3888.3370,3882.5453,3051.7893,-5182.4738,2661.9623,-1722.1456,2944.5413,296.3868,4947.6165,-1178.8990,1315.2781,-5374.6211,4540.0607,-641.1297,-3989.8161,2385.4380,2475.4869,233.1503,5273.6053,4871.7840,-2356.0699,-66.5581,-2181.9665,4666.7027,5494.3158,-4156.4886,-3282.8559,-945.7429,4369.5111,2855.6950,-248.2005,374.9090,-2108.5610,-1737.4614,-6360.1087,3015.5293,-3881.1728,-5349.6064,-3224.3712,-3525.7381,-3067.0186,865.7821,5551.3843,-11.9733,-1810.3978,-2846.6992,-2264.6215,-3037.6438,1567.3090,23.9906,-3139.2507,-259.5419,5524.3618,-164092.7677,-165883.7906,-168766.9228,-160223.8315,-163226.3459,-173880.6033,-172689.1967,-167418.7073,86996505.6226,87005464.5415,86994438.6377,86990990.1567,-166719.1684,86985241.0521,
300.000,-4826.9413,6318.3480,3315.2539,2096.5956,2107.6283,6056.6639,-3966.1530,-5841.0496,2337.1319,-2388.7837,4646.3898,2311.8519,-244.5187,3354.7236,6085.0302,-505.0219,-2679.6139,681.2526,-1032.5623,39.6440,-3143.9409,6856.0897,-941.6219,-2404.6212,6578.3478,-4941.5905,-52.9909,2077.8619,4156.9386,-6648.1699,712.4725,1916.6595,-167.7041,505.2769,-2101.0921,5616.0558,4919.5140,1708.0522,-4780.8150,-2165.1111,3802.0890,-5734.4301,-909.8543,-3873.2558,4759.0793,-493.3132,2239.0999,320.7777,5895.4303,-4165.2006,-2537.8569,-2343.6948,1057.9294,6734.3221,635.7191,3425.7337,1182.9563,-3840.1171,2194.3035,-2574.2299,-368.7022,788.9339,-617.5214,532.9825,-4652.5284,2137.7725,5041.8173,6068.8358,1797.3234,6831.8802,-3992.1138,-1826.2582,155.3509,6421.8308,4467.8763,-1946.5638,5295.1525,-2890.7000,6553.9075,-5817.7020,6720.7665,-3742.0739,2086.8452,-3032.2070,2701.4925,-4588.5115,-1273.9683,-4131.7629,-3059.9135,4867.1774,1184.8038,-1855.1905,-1116.0550,-4917.4208,6722.9854,5505.5293,6450.8861,-885.6517,6499.0826,4497.3135,278931.2009,296261.0030,292137.5811,285849.3275,293632.5520,289796.1408,287688.7722,288307.0207,-207644272.8819,-207646541.9870,-207653103.4067,-207641852.8776,287452.7419,-207642443.2757,-1739.4214,-2629.0524,4335.4110,6372.9463,3550.8613,-2518.1492,-5352.9085,1953.0255,4513.1115,-3391.2111,3356.0181,-5665.7624,-6106.4753,6058.7765,-1976.2119,2735.1078,-3625.0616,4114.2499,4212.4940,5220.4152,3569.7569,-1017.6916,6640.4345,5015.6977,-1696.8356,2449.5613,-2453.7921,6335.2953,-66.2525,1904.1662,4422.0959,-4396.8597,6559.6223,4644.6934,-6407.9531,420.6343,-3685.9138,-5422.2957,5006.8938,-4747.8257,1609.3489,-2790.6834,6672.4509,-5464.8779,4904.4582,-5395.7141,3512.4472,6336.6057,-3164.4925,5344.9393,4825.5968,-6440.5825,-6838.4733,-465.7049,-6568.1540,-2474.4770,6189.0588,5635.4547,4637.0590,4307.9098,-6808.0638,-4718.3184,5706.9523,-5669.9403,-4982.0317,-3550.8482,3539.9006,3236.9380,-6463.7580,-1008.9631,-1766.5187,-2185.4422,-6596.9909,-1723.2970,-5271.1335,-6154.0101,1775.1607,5955.7740,-528.8226,1742.4608,-1672.9511,1909.9808,-5240.3449,-2936.8385,-3195.0324,-2559.4467,5253.5020,2951.3116,-5635.3730,-2974.7363,-6590.0294,-6665.0610,5624.0267,-2703.1787,-166.8109,-2152.6987,-1748.3569,-5236.0869,-1333.1014,1169.7837,-164149.7807,-149821.8093,-170926.7328,-172455.8340,-170197.9797,-171176.7978,-162929.3451,-166315.8345,-24531106.9117,-24547601.0473,-24551976.1322,-24552563.9161,-167494.8058,-24548123.3100,4658.3852,530.6636,4092.1142,1452.2583,-5486.5411,2251.4125,-1936.3124,3145.9045,-4726.3540,5528.6253,-3899.5908,-3234.1373,-3248.6600,94.5752,2355.9335,6362.1506,5238.9461,5512.5291,5149.8277,4562.0640,-5076.1206,-302.5388,-1708.1804,-4133.0200,-1324.8133,-4182.0922,6495.6604,-1593.5302,-5535.4440,395.1192,-5294.2462,4976.5209,2223.5633,-5107.9023,-1588.1558,-4038.6742,3237.3431,3965.5487,320.1341,-4562.7440,-5462.3031,2171.4665,-1222.2585,-1814.5273,-1082.3863,-4223.8737,-5529.3076,-2812.2817,1849.7529,1392.8664,-4276.4116,947.8038,73.4660,1594.9304,2069.9036,5479.4257,-2866.0853,-231.4235,-4658.3297,4610.9659,1173.2863,-5014.9554,3869.7255,3940.6031,-1301.8894,5491.3123,3218.8883,-908.3013,1723.9230,-417.3638,5376.6558,6333.9849,-2172.6047,-1661.0369,598.5414,2580.7561,3906.6945,-2024.5968,2142.8260,-3360.5617,52.7352,-5542.1160,4027.8070,-5500.8966,-5524.8117,-4508.2041,-4354.3397,-4755.8276,2589.0605,3951.7695,1775.6817,-19.3897,-3912.2893,-4111.3738,-1706.8731,3638.0583,1810.0289,-4447.1710,-1774.4104,5118.2738,-163976.6190,-165834.3756,-168658.5241,-160261.9816,-162998.7308,-173660.5404,-172821.0119,-167763.1634,86996230.4521,87005551.0708,86994705.8295,86990920.6689,-166657.7151,86985073.6022,
600.000,-5110.8734,5312.6756,4930.0991,3363.2572,3927.3756,5586.7886,-4798.7813,-5841.9816,4091.6286,-4102.8016,4620.0429,1221.1081,-1634.6454,4225.9019,4808.8936,1116.8437,-3751.8710,2788.5735,812.7114,2095.4701,-1277.2969,6241.1598,404.9316,-1286.0696,5618.5912,-4819.8385,-2160.2189,3274.8849,3824.3020,-6088.4364,2549.5788,-190.6044,1095.9733,2423.1289,-3292.7077,6336.9726,3449.9388,27.7507,-3735.5215,-3239.7781,4309.2265,-6501.7673,404.8583,-4741.4640,5582.2832,-2465.3712,4034.1564,1973.3943,6313.5742,-3217.9349,-1439.9893,-3443.0397,-179.8702,6644.9752,-718.6151,1788.9188,2325.3283,-2371.3213,3994.1658,-715.7169,-1556.3645,-1214.6859,1016.5485,-1102.1799,-5354.7907,260.4879,5980.6490,6654.7002,379.7285,6422.4572,-4175.9805,-2439.1135,627.4530,6185.1481,3021.8339,-2721.1451,5092.6002,-1380.8443,5588.6071,-4475.5372,6082.7682,-4352.4614,11.0423,-1247.5570,1060.9216,-4410.5593,834.7263,-2273.5370,-3768.7877,5937.8723,-194.3763,-2915.5233,883.2323,-4041.4454,6721.0472,4288.5435,5359.1852,-2326.3773,5491.9717,5498.9376,282107.6280,299394.5383,295522.6190,289272.2646,297135.0852,293317.7356,291097.6254,291434.5907,-207055865.2848,-207057854.8786,-207064262.6920,-207052619.4634,290905.2677,-207054065.6929,398.0678,-3843.0626,3888.3890,5271.1726,2408.2450,-4035.3949,-3837.4241,3387.4056,3278.7510,-2100.0803,1457.3015,-6619.6044,-6525.2965,5154.1248,-3278.7524,4007.5906,-1751.3467,3801.0934,5102.6643,5322.2369,3034.5670,-2435.3282,6059.9902,6240.1476,-2719.6445,4114.1448,-2848.2106,6016.5264,-2205.9319,2991.8090,3289.7531,-4191.1744,6827.0366,4991.0958,-6090.3966,-1045.9899,-3529.9070,-6286.3921,5648.3308,-3021.4210,-512.4810,-1730.5060,6183.6997,-3990.3170,4018.6005,-5478.6753,2358.8207,6495.2570,-2866.7299,6112.0526,6119.1367,-5940.4518,-6660.7456,-1994.4201,-5846.2258,-3908.4166,4949.4567,6155.1971,4493.6984,5349.0943,-6101.2478,-4032.4578,4741.4905,-4679.2310,-3496.5865,-4599.9125,3328.6866,1848.8138,-6060.2678,-2157.2972,397.3235,-68.1654,-6916.9251,-2944.7851,-5884.2919,-6378.2053,-304.4927,5761.2007,-1739.2756,3170.3309,-2750.9316,3504.9296,-5175.2088,-1957.4783,-4559.1685,-544.0141,5021.2222,2814.4027,-4162.5384,-3034.1740,-6045.2168,-6015.9312,5157.4693,-1246.2045,-1704.8396,-1197.6602,-2761.6999,-3834.3807,-2728.4886,-512.6695,-158355.0232,-143589.3210,-164994.2113,-166363.5368,-164136.7348,-165166.8151,-156937.9640,-160445.8271,-29058116.9951,-29074484.3171,-29079384.3252,-29079317.3907,-161443.6573,-29075209.9830,4663.5081,2023.3442,2671.6665,2828.0068,-5091.4960,790.7675,-3223.8740,1502.7612,-4546.7983,5151.8207,-4959.3328,-1605.4859,-1622.5130,1876.7664,3547.4196,5561.5180,5533.6901,5056.6081,4319.4359,3920.2910,-6127.8896,-1807.7152,-3320.5848,-2722.7748,-2993.1907,-2781.8899,5954.7490,215.4571,-5331.8893,-1408.5989,-5546.7646,5491.9243,468.6034,-4138.5797,209.1584,-2600.4269,4886.3742,2924.5003,-1480.6271,-5331.2307,-5295.9530,387.1065,-2908.0852,-3125.4989,733.5485,-3330.5554,-5106.7757,-1436.2409,-380.3134,-416.1983,-2912.7160,-868.4964,1861.1396,74.7644,3620.1931,5423.3973,-4245.2365,-1752.1556,-3443.7964,4163.6783,2861.2387,-5504.2357,4938.5592,4983.1505,-2697.9431,5109.7500,1224.3082,636.5218,3329.3360,1392.1915,5511.1909,6502.3399,42.3576,144.8223,2078.7743,517.9893,4518.3582,-3583.3420,3679.6329,-4254.3611,1837.2413,-4138.4324,4609.2415,-6534.1020,-5110.0122,-5308.4398,-4719.3805,-5942.0140,4033.1755,1930.9556,3372.7338,1773.6820,-4561.1637,-5523.1846,-193.7830,5321.2195,3401.5487,-5278.7335,-3093.8776,4161.2358,-163861.7164,-165784.8904,-168546.1988,-160305.0378,-162774.5712,-173434.8601,-172946.6910,-168028.1318,86995950.0576,87005628.7624,86994961.5652,86990794.7201,-166596.1445,86984905.9730,
