sl_100_86400_20240102 Coordinates.csv
2024/01/02 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:08 2024,
Start: 2024/01/02 07:47:00.00, Stop: 2024/01/03 07:47:00.00,
TIME_UNITS,STARLINK-30858 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-5128 - X-Coordinate,STARLINK-4286 - X-Coordinate,STARLINK-30833 - X-Coordinate,STARLINK-4206 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-32227 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-30700 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-5940 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-6069 - X-Coordinate,STARLINK-3342 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-1920 - X-Coordinate,STARLINK-2651 - X-Coordinate,STARLINK-3396 - X-Coordinate,STARLINK-1887 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-31338 - X-Coordinate,STARLINK-31160 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-1575 - X-Coordinate,STARLINK-5952 - X-Coordinate,STARLINK-2028 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-2450 - X-Coordinate,STARLINK-30980 - X-Coordinate,STARLINK-5033 - X-Coordinate,STARLINK-3982 - X-Coordinate,STARLINK-31556 - X-Coordinate,STARLINK-30210 - X-Coordinate,STARLINK-1730 - X-Coordinate,STARLINK-11136 [DTC] - X-Coordinate,STARLINK-11182 [DTC] - X-Coordinate,STARLINK-3282 - X-Coordinate,STARLINK-2002 - X-Coordinate,STARLINK-1908 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-5642 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-3341 - X-Coordinate,STARLINK-1231 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-31131 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-5315 - X-Coordinate,STARLINK-1651 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-4560 - X-Coordinate,STARLINK-1102 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-4697 - X-Coordinate,STARLINK-2112 - X-Coordinate,STARLINK-3528 - X-Coordinate,STARLINK-4170 - X-Coordinate,STARLINK-1958 - X-Coordinate,STARLINK-4401 - X-Coordinate,STARLINK-5477 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-1956 - X-Coordinate,STARLINK-4468 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-5899 - X-Coordinate,STARLINK-1711 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-31811 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-3203 - X-Coordinate,STARLINK-32183 - X-Coordinate,STARLINK-3664 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-2181 - X-Coordinate,STARLINK-2641 - X-Coordinate,STARLINK-5280 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-5938 - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-1932 - X-Coordinate,STARLINK-2511 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-30070 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-2737 - X-Coordinate,STARLINK-2439 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30858 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-4286 - Y-Coordinate,STARLINK-30833 - Y-Coordinate,STARLINK-4206 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-32227 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-30700 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-5940 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-6069 - Y-Coordinate,STARLINK-3342 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-1920 - Y-Coordinate,STARLINK-2651 - Y-Coordinate,STARLINK-3396 - Y-Coordinate,STARLINK-1887 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-31338 - Y-Coordinate,STARLINK-31160 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-1575 - Y-Coordinate,STARLINK-5952 - Y-Coordinate,STARLINK-2028 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-2450 - Y-Coordinate,STARLINK-30980 - Y-Coordinate,STARLINK-5033 - Y-Coordinate,STARLINK-3982 - Y-Coordinate,STARLINK-31556 - Y-Coordinate,STARLINK-30210 - Y-Coordinate,STARLINK-1730 - Y-Coordinate,STARLINK-11136 [DTC] - Y-Coordinate,STARLINK-11182 [DTC] - Y-Coordinate,STARLINK-3282 - Y-Coordinate,STARLINK-2002 - Y-Coordinate,STARLINK-1908 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-5642 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-3341 - Y-Coordinate,STARLINK-1231 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-31131 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-5315 - Y-Coordinate,STARLINK-1651 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-4560 - Y-Coordinate,STARLINK-1102 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-4697 - Y-Coordinate,STARLINK-2112 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-4170 - Y-Coordinate,STARLINK-1958 - Y-Coordinate,STARLINK-4401 - Y-Coordinate,STARLINK-5477 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-1956 - Y-Coordinate,STARLINK-4468 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-5899 - Y-Coordinate,STARLINK-1711 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-31811 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-3203 - Y-Coordinate,STARLINK-32183 - Y-Coordinate,STARLINK-3664 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-2181 - Y-Coordinate,STARLINK-2641 - Y-Coordinate,STARLINK-5280 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-5938 - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-1932 - Y-Coordinate,STARLINK-2511 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-30070 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-2737 - Y-Coordinate,STARLINK-2439 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30858 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-4286 - Z-Coordinate,STARLINK-30833 - Z-Coordinate,STARLINK-4206 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-32227 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-30700 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-5940 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-6069 - Z-Coordinate,STARLINK-3342 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-1920 - Z-Coordinate,STARLINK-2651 - Z-Coordinate,STARLINK-3396 - Z-Coordinate,STARLINK-1887 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-31338 - Z-Coordinate,STARLINK-31160 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-1575 - Z-Coordinate,STARLINK-5952 - Z-Coordinate,STARLINK-2028 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-2450 - Z-Coordinate,STARLINK-30980 - Z-Coordinate,STARLINK-5033 - Z-Coordinate,STARLINK-3982 - Z-Coordinate,STARLINK-31556 - Z-Coordinate,STARLINK-30210 - Z-Coordinate,STARLINK-1730 - Z-Coordinate,STARLINK-11136 [DTC] - Z-Coordinate,STARLINK-11182 [DTC] - Z-Coordinate,STARLINK-3282 - Z-Coordinate,STARLINK-2002 - Z-Coordinate,STARLINK-1908 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-5642 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-3341 - Z-Coordinate,STARLINK-1231 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-31131 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-5315 - Z-Coordinate,STARLINK-1651 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-4560 - Z-Coordinate,STARLINK-1102 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-4697 - Z-Coordinate,STARLINK-2112 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-4170 - Z-Coordinate,STARLINK-1958 - Z-Coordinate,STARLINK-4401 - Z-Coordinate,STARLINK-5477 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-1956 - Z-Coordinate,STARLINK-4468 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-5899 - Z-Coordinate,STARLINK-1711 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-31811 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-3203 - Z-Coordinate,STARLINK-32183 - Z-Coordinate,STARLINK-3664 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-2181 - Z-Coordinate,STARLINK-2641 - Z-Coordinate,STARLINK-5280 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-5938 - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-1932 - Z-Coordinate,STARLINK-2511 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-30070 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-2737 - Z-Coordinate,STARLINK-2439 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2034.7688,-1260.7045,-5147.9837,1738.6015,-4575.6456,497.8196,-4021.8360,-6300.6738,-4050.6948,-6367.6845,4469.8552,6820.5233,-851.2914,-4863.5724,-949.5714,6917.3242,2416.7310,-4224.3790,-2934.0191,-1985.7856,4221.1515,-3651.7507,5014.3251,-4230.9507,6257.3008,5503.2629,2372.0712,-1610.5326,4840.6399,3787.5437,685.8106,3322.9167,6723.4014,5869.3172,2963.7470,-3409.3776,-1566.2337,-2630.7899,6730.7685,-6646.9027,-1795.2873,2580.0733,1790.2581,5174.2099,5655.1744,-1362.0722,-4.9465,-329.2853,4733.1708,1153.5050,4573.8833,1204.6206,5398.2973,4436.2701,-5966.6233,4089.2064,4037.8237,-2469.6873,-2844.6167,1237.8659,-1049.0289,-3171.6307,-1315.8995,-6371.6865,3921.3211,-4408.5783,1617.0488,930.9003,-572.8925,-4165.1520,2791.9502,-4894.7433,646.6471,1563.6340,-1208.5407,2129.5200,4469.1541,4440.8877,4280.8687,5032.3175,-1594.3197,-121.6586,-6473.8099,3014.0819,-4212.4920,-6124.4271,-277.1031,455.9540,5393.0996,-2880.5906,5414.2578,-47.1323,-3405.6283,-4363.0753,-4288.8594,137.5753,4586.8471,3718.6964,1233.0225,4202.9556,-285207.6311,-288277.4737,-287823.9881,-280884.8581,-287738.1071,-284169.0091,-288818.2462,-285829.0176,-212860141.7172,-212861058.1146,-212872992.8265,-212875323.6287,-285205.1653,-212876147.7047,4701.3637,-6761.2258,1841.0111,-3764.3033,-1029.1167,6575.2057,2342.4027,1614.7225,-932.3162,869.3250,-4990.9502,-406.1791,6786.9863,1376.7798,-5000.5432,-104.1593,-193.4039,-5057.8212,3403.7752,5712.3241,-4426.0425,5903.6609,-2521.0594,-740.3324,2644.9911,522.9862,-5135.2550,-5850.9273,-4947.3237,3029.8540,5508.4330,-2507.0419,1013.6927,1650.1864,-3335.6517,-3751.8567,6766.2501,5030.1631,-673.7267,1994.3273,6098.7601,3289.8758,-4409.2049,-3358.0535,3424.9958,-5745.0737,6588.2704,6496.8738,4961.2206,-4754.4619,1217.3737,6627.5186,4275.5006,1945.4511,-456.5069,848.4535,-1704.9828,6208.9105,-3501.4321,390.9946,-5820.4176,-4114.4980,-3940.1140,-1292.1002,2259.6166,4.1145,-4492.6615,-3339.3825,-2771.4581,1659.4078,4465.5771,-3729.1583,6885.7392,-6767.8286,6079.5411,3561.5952,-1797.7074,-977.9429,-1237.9287,640.8636,-4561.4112,4705.6456,-2224.4980,6174.7280,1010.7728,-3034.1089,4213.9553,5235.1743,1036.9715,-5301.1257,-3265.0259,-5541.8631,3562.9143,4973.9003,276.7349,6250.9908,2174.3750,3859.9482,-5591.7226,1998.9245,-290521.5298,-280021.5749,-279224.4657,-281678.2565,-278196.7426,-280409.3449,-287413.4397,-283858.7012,253096091.2730,253105691.8553,253097799.7373,253111732.2822,-284303.6335,253107163.1718,-4688.6147,-761.9248,4290.8412,-5541.2166,5094.2530,-1865.3557,-5130.4148,2200.1542,-5545.0402,2555.6653,1293.8840,1093.1698,-464.0354,4565.8549,4704.4033,-522.6000,-6520.3137,-2206.1183,5252.8943,3389.9543,3321.2568,49.7066,4045.0693,-5441.8095,1327.5622,4132.6993,-4026.6933,3353.5952,-101.8259,4942.9644,-4168.8536,5530.2746,1377.1314,3281.3005,-5308.3645,4724.8326,321.3754,3943.6185,-916.8468,-61.4368,2783.8734,-5287.6295,4761.4153,-3143.3610,-2077.0500,-3673.1231,2194.6506,-2474.2673,954.3706,-4901.3505,-5072.2675,1578.2906,-791.0051,4930.8316,-3376.3073,-5523.8357,-5404.3482,-1954.5154,5241.3803,-6828.7373,-3487.6162,4587.6815,-5541.6627,-2406.0389,5224.1711,5322.6784,5011.8767,6016.4204,6342.9553,-5303.6280,-4509.2328,-3170.6195,-439.7586,320.4847,3155.8371,5525.1505,-4863.8466,5238.5649,-5304.9070,4290.1075,4949.2274,-4974.8691,1130.9029,931.3809,-5406.3888,1078.9673,5470.9716,-4557.1334,4206.6577,-3268.3952,2873.7396,4171.4729,-4890.1149,-2144.7522,5426.8674,3021.1847,4724.0283,4213.5432,3922.3162,-5135.5430,41084.0705,38528.2982,37170.6204,46362.5474,42335.0152,31841.5822,33994.7723,41023.2965,-147164504.9548,-147179879.4356,-147186790.1066,-147164549.4716,39422.9304,-147170718.0050,
3600.000,-1330.5864,2600.4056,6422.4136,2058.1745,6456.7292,-2198.6873,328.7483,3293.3009,5058.6334,3408.0562,-1089.0408,-5858.3844,-1313.0000,2498.6915,4659.4633,-5829.9609,-1715.4701,4170.0526,1228.1178,-272.7323,-3487.8065,1572.0563,-5014.7318,5605.7260,-4984.4013,-6308.5290,1663.3062,4152.8090,-2567.8415,-4372.8321,-4103.7171,-835.2050,-5251.4106,-6862.2007,-1181.8601,6023.6970,750.3646,-1359.5934,-4355.0095,4792.1434,387.3043,-6306.8260,3383.7305,-1423.2090,-6242.5257,3387.4689,2274.2731,237.8198,-5288.2665,1192.2752,-3562.2719,-2583.5283,-5539.7458,-6733.4914,6459.1795,-5230.8141,420.2075,1053.5804,6062.4953,3953.2017,3437.2889,5587.1287,5170.3450,4288.2910,-4379.5314,2893.1333,621.4008,-302.1872,3819.8024,1235.7316,-5410.7827,6297.1935,-2153.4809,-753.1926,-1701.8321,-5660.2763,-589.0519,-4908.8841,-4396.2925,-1937.2822,4629.1364,-4059.6415,5136.5668,-3762.6061,2015.9277,6007.5591,-3944.4010,-2021.7154,-3288.0744,4785.3216,-6438.9067,3064.3551,2374.0654,1234.4710,2954.6430,2257.7331,-5832.9775,-5380.3302,2186.4062,-4106.1160,-199976.1548,-203361.3763,-205503.2056,-200066.1052,-207494.3803,-203650.2227,-207087.4921,-203279.4587,-271123868.7235,-271123102.7356,-271130044.2487,-271146775.0612,-204374.0272,-271139348.1609,-6201.6197,5401.1508,-2633.6915,5364.4587,-1543.5349,-5881.9089,-4702.4478,-3949.2660,-2951.1880,-2818.2941,4579.1130,1867.8652,-5033.4180,-5287.3707,3657.4725,2270.3826,4564.8845,4812.9987,-6383.5199,-6932.0884,5979.2850,-5516.2221,4771.3876,-2719.8114,-25.0359,2550.6996,4920.9794,2925.4952,4970.8386,1243.5950,-3294.1739,5686.6624,1730.3310,-172.4926,6335.6984,912.3197,-4955.0471,-3922.4241,3242.8635,-3753.2393,-6779.9876,-1097.1984,3347.7920,3985.2320,-1989.8462,2466.0704,-5817.0101,-6500.8177,-1992.3079,6651.3071,2992.1005,-5798.8159,-2426.1910,57.9471,-2328.8851,2928.9386,2616.7324,-6501.6085,2379.8812,-1631.3474,2277.8362,868.5690,2775.1773,-1407.4430,2094.6919,-4089.8820,6657.4247,-2056.4765,4675.7205,-4772.8460,-4253.6042,2645.7744,-5005.7786,4961.2556,-3969.9063,-1685.6293,4582.2723,4274.4104,4732.4402,4107.9083,4878.7831,-2418.6035,-163.1409,-3628.7858,-4730.4662,1282.4368,-3621.4510,-1254.7459,2591.1625,4759.0929,1112.7560,6081.0540,-6333.3109,-4522.2215,-4308.3554,-6187.6215,1498.7989,487.4491,3562.2046,2360.3025,-354505.7483,-344966.1951,-341339.8496,-345201.0849,-340832.7050,-342349.3074,-350009.6192,-347420.6953,189330877.8189,189342640.2826,189332174.2569,189342516.7536,-347127.4568,189340987.7494,2808.6473,-3465.2462,384.2697,3841.9591,-1997.9541,-2748.0899,5059.3662,-4567.0658,3688.3858,-5328.8222,-4949.1057,3162.5174,4452.9726,-3508.9058,-3619.3200,-3005.8058,4948.9915,-2789.8818,-2379.0616,-31.9656,719.6433,3896.9425,-83.6020,3024.3148,-4812.9782,-1169.9056,4590.7630,-4733.3261,4063.6105,-5239.0909,4510.7340,-3876.3996,-4201.8908,918.7847,2541.7417,-3324.4888,-4826.3272,-5539.1436,4125.0691,-3341.9597,1430.3889,2096.4871,-4772.6661,5463.8590,-2263.4699,5534.1209,3028.3647,-2482.3506,-4008.3502,1493.6622,5129.7688,2741.6539,-3395.2608,-1594.5107,-248.6165,3448.6395,6421.3693,-2264.0088,-2351.5888,5465.3083,5473.7603,-4026.6645,3661.7645,5246.7364,-4936.5318,-4778.2740,-1822.0095,-6637.0829,-3450.7647,4875.2389,810.3443,-1123.3877,4267.8743,-4822.1441,-5464.3172,-3608.3813,5036.7396,-2422.2307,2486.8007,-4862.4863,-1649.5286,4942.9684,-4670.4218,-4565.7717,4626.6183,3174.6713,-4388.1240,6522.8533,-5521.0756,-1239.4654,2355.5259,-1356.4104,1548.5643,5122.8412,-4559.2018,2202.6357,-3458.3575,-4172.3295,-5553.7342,5044.2119,40346.7482,37514.6937,36089.7837,43387.4048,42648.0435,32329.8879,30252.9981,36384.6065,-147158855.1131,-147169973.1881,-147179269.6704,-147166757.3024,37809.5619,-147167547.4600,
7200.000,3628.7835,-3823.6286,-4432.1997,-4181.0092,-5827.4357,3630.5685,2489.3420,722.7530,-4830.9246,381.4247,-3549.2501,2396.4589,4112.6496,179.2570,-6678.9716,2686.9462,1875.8449,-2815.5897,326.1403,2451.1754,1171.5230,1979.3610,2819.8137,-5241.7318,2582.8964,4715.7091,-5076.5556,-6108.4905,-1457.6869,4603.6051,6534.3941,-956.2052,2449.7222,4918.7043,-321.5152,-6764.6059,1883.3828,5211.2594,202.8632,-1128.2355,1623.6059,5982.2941,-6478.5601,-2814.7831,4491.7607,-5460.4012,-1946.2121,795.6111,4754.1358,-2559.0672,2583.4781,3676.4040,4057.8091,6145.4937,-4068.0616,4939.0676,-3937.5034,1366.8647,-6563.7698,-6881.0098,-5602.0471,-6578.6288,-6733.6192,-1448.2695,4343.1203,-1510.9136,-2095.9035,-2823.0920,-4426.8708,976.7565,5547.9144,-5076.0791,4008.4282,-1873.6140,4976.6356,6894.2699,-2482.4671,3923.0747,3287.1252,-1095.2335,-5368.3482,6692.5622,-2552.6144,4260.3093,-286.1318,-3804.3231,6329.5972,4555.6976,1196.5074,-4567.3206,2899.2683,-4701.6951,-822.7879,2903.7291,-1693.0594,-2354.4904,5600.8858,5404.8636,-5556.3482,3760.4051,-101625.2225,-107403.9758,-109961.1975,-106032.0332,-113832.3906,-110227.6321,-112266.1005,-111542.0019,-310886765.8943,-310886490.9002,-310887455.4935,-310906882.1520,-110283.0553,-310901373.5592,5869.0337,-1658.3473,2248.7446,-5503.4519,2942.2075,2149.4851,6178.2080,5680.9451,4944.1103,4984.0198,-3141.2641,-3487.9172,1331.5357,6812.5261,-1847.6104,-4319.4263,-6672.0437,-1632.8996,6620.3391,5552.2504,-5290.3668,3677.4353,-4936.2860,4361.4283,-3595.6881,-4353.4375,-4066.3714,389.4842,-3899.6312,-4619.8548,886.8378,-6863.0150,-4676.2153,-1682.3731,-6697.2560,1538.1723,1470.8985,2686.2383,-5330.3634,4944.5558,4728.3286,-1064.3071,-1747.4575,-4529.4403,-856.3047,999.5855,1413.1195,3431.9840,-2088.8151,-5779.2386,-6078.7121,2332.0365,-1121.2388,-1587.1850,4121.1842,-4788.4572,-4321.5265,4454.2188,-900.2661,-170.2129,1485.7585,1945.5964,-1527.0862,4670.8511,-5154.4605,6636.6864,-6113.8162,5364.2783,-5161.3760,6690.6072,2434.6028,-120.7553,1247.6194,-1481.3511,1467.5491,118.1545,-6173.7682,-5424.9623,-5807.7055,-6537.8401,-3449.3043,382.3192,3513.6490,-571.3230,6842.0908,1847.5347,2741.6386,-2265.4147,-5896.6858,-1587.8510,963.1383,-4570.7485,6339.3320,3671.0151,6660.9467,2152.6412,-4099.9805,-4045.3723,-1452.7430,-5503.4949,-393567.5063,-390450.5417,-381456.3266,-386506.1236,-381567.5471,-382667.0542,-389647.3435,-387587.4193,112657940.6615,112672137.9328,112662470.3749,112662314.0900,-387547.1312,112667503.7156,729.6700,5513.1194,-4869.0051,232.8703,-2340.1249,5388.8569,-1888.9161,3793.8639,405.6500,4776.5589,4903.2477,-5480.9122,-5324.1015,-222.5576,341.7957,4706.6838,-547.9554,6130.4955,-2000.1201,-3368.7257,-4380.8183,-5549.3461,-3958.8464,1211.1037,5314.0235,-2559.2864,-2424.7204,3258.8195,-5534.6062,2344.6916,-2162.0740,-162.1333,4494.1254,-4585.7026,1742.3015,-96.2441,6521.5331,3664.5281,-4260.2851,4726.9289,-4824.3053,2902.7895,608.3527,-4413.9693,5195.0536,-4187.5705,-6522.0701,5992.5319,4570.2937,2810.5127,-2109.7944,-5384.0255,5496.4156,-2763.4595,3684.3823,738.2874,-3768.5687,5161.2566,-2018.5654,-946.1234,-3678.6274,1027.9261,458.3615,-4913.9071,1561.8528,1241.6709,-2507.9175,3394.9053,-1465.1462,-1567.3752,3353.5328,4690.9821,-5517.3635,6523.1339,4631.3814,-583.4042,-1593.9379,-1855.5121,1834.7955,522.9102,-2696.6798,-1383.8879,5403.2518,5433.6992,-1020.3404,-5482.6711,554.8129,-4740.0613,3419.0269,4854.9966,-6243.4262,-2288.3550,2689.1213,-5145.3086,898.3198,-6175.3394,110.0060,989.1460,3899.8697,-1885.7911,39374.4570,36965.0745,35466.9222,39486.5443,42463.5991,33706.8488,27286.7104,37430.8404,-147153722.9873,-147159747.7665,-147170489.4334,-147170300.1790,36193.2723,-147164331.6958,
