sl_100_86400_20240916 Coordinates.csv
2024/09/16 07:47:00.0000 UTC

Generated: Tue Oct  8 16:17:53 2024,
Start: 2024/09/16 07:47:00.00, Stop: 2024/09/17 07:47:00.00,
TIME_UNITS,STARLINK-6137 - X-Coordinate,STARLINK-4427 - X-Coordinate,STARLINK-30292 - X-Coordinate,STARLINK-6087 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-11184 [DTC] - X-Coordinate,STARLINK-31770 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-5129 - X-Coordinate,STARLINK-11236 [DTC] - X-Coordinate,STARLINK-5127 - X-Coordinate,STARLINK-1892 - X-Coordinate,STARLINK-2419 - X-Coordinate,STARLINK-30389 - X-Coordinate,STARLINK-31645 - X-Coordinate,STARLINK-5994 - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-4591 - X-Coordinate,STARLINK-1998 - X-Coordinate,STARLINK-3647 - X-Coordinate,STARLINK-1400 - X-Coordinate,STARLINK-31271 - X-Coordinate,STARLINK-3255 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-5899 - X-Coordinate,STARLINK-2619 - X-Coordinate,STARLINK-31321 - X-Coordinate,STARLINK-2030 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-1295 - X-Coordinate,STARLINK-1393 - X-Coordinate,STARLINK-4810 - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-5346 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-5909 - X-Coordinate,STARLINK-31547 - X-Coordinate,STARLINK-4349 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-31680 - X-Coordinate,STARLINK-5965 - X-Coordinate,STARLINK-31694 - X-Coordinate,STARLINK-31379 - X-Coordinate,STARLINK-2380 - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-2416 - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-30961 - X-Coordinate,STARLINK-3888 - X-Coordinate,STARLINK-2516 - X-Coordinate,STARLINK-1176 - X-Coordinate,STARLINK-1908 - X-Coordinate,STARLINK-5398 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-30090 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-31953 - X-Coordinate,STARLINK-5836 - X-Coordinate,STARLINK-31192 - X-Coordinate,STARLINK-5342 - X-Coordinate,STARLINK-30387 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-3547 - X-Coordinate,STARLINK-32050 - X-Coordinate,STARLINK-3838 - X-Coordinate,STARLINK-5465 - X-Coordinate,STARLINK-1467 - X-Coordinate,STARLINK-3167 - X-Coordinate,STARLINK-4530 - X-Coordinate,STARLINK-3225 - X-Coordinate,STARLINK-32340 - X-Coordinate,STARLINK-32246 - X-Coordinate,STARLINK-5051 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-2329 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-4148 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-5229 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-6283 - X-Coordinate,STARLINK-1553 - X-Coordinate,STARLINK-30806 - X-Coordinate,STARLINK-11078 [DTC] - X-Coordinate,STARLINK-31778 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-3119 - X-Coordinate,STARLINK-31661 - X-Coordinate,STARLINK-3796 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-4700 - X-Coordinate,STARLINK-1084 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-4427 - Y-Coordinate,STARLINK-30292 - Y-Coordinate,STARLINK-6087 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-11184 [DTC] - Y-Coordinate,STARLINK-31770 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-5129 - Y-Coordinate,STARLINK-11236 [DTC] - Y-Coordinate,STARLINK-5127 - Y-Coordinate,STARLINK-1892 - Y-Coordinate,STARLINK-2419 - Y-Coordinate,STARLINK-30389 - Y-Coordinate,STARLINK-31645 - Y-Coordinate,STARLINK-5994 - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-4591 - Y-Coordinate,STARLINK-1998 - Y-Coordinate,STARLINK-3647 - Y-Coordinate,STARLINK-1400 - Y-Coordinate,STARLINK-31271 - Y-Coordinate,STARLINK-3255 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-5899 - Y-Coordinate,STARLINK-2619 - Y-Coordinate,STARLINK-31321 - Y-Coordinate,STARLINK-2030 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-1295 - Y-Coordinate,STARLINK-1393 - Y-Coordinate,STARLINK-4810 - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-5909 - Y-Coordinate,STARLINK-31547 - Y-Coordinate,STARLINK-4349 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-31680 - Y-Coordinate,STARLINK-5965 - Y-Coordinate,STARLINK-31694 - Y-Coordinate,STARLINK-31379 - Y-Coordinate,STARLINK-2380 - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-2416 - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-30961 - Y-Coordinate,STARLINK-3888 - Y-Coordinate,STARLINK-2516 - Y-Coordinate,STARLINK-1176 - Y-Coordinate,STARLINK-1908 - Y-Coordinate,STARLINK-5398 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-30090 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-31953 - Y-Coordinate,STARLINK-5836 - Y-Coordinate,STARLINK-31192 - Y-Coordinate,STARLINK-5342 - Y-Coordinate,STARLINK-30387 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-3547 - Y-Coordinate,STARLINK-32050 - Y-Coordinate,STARLINK-3838 - Y-Coordinate,STARLINK-5465 - Y-Coordinate,STARLINK-1467 - Y-Coordinate,STARLINK-3167 - Y-Coordinate,STARLINK-4530 - Y-Coordinate,STARLINK-3225 - Y-Coordinate,STARLINK-32340 - Y-Coordinate,STARLINK-32246 - Y-Coordinate,STARLINK-5051 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-2329 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-4148 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-5229 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-6283 - Y-Coordinate,STARLINK-1553 - Y-Coordinate,STARLINK-30806 - Y-Coordinate,STARLINK-11078 [DTC] - Y-Coordinate,STARLINK-31778 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-3119 - Y-Coordinate,STARLINK-31661 - Y-Coordinate,STARLINK-3796 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-4700 - Y-Coordinate,STARLINK-1084 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-4427 - Z-Coordinate,STARLINK-30292 - Z-Coordinate,STARLINK-6087 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-11184 [DTC] - Z-Coordinate,STARLINK-31770 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-5129 - Z-Coordinate,STARLINK-11236 [DTC] - Z-Coordinate,STARLINK-5127 - Z-Coordinate,STARLINK-1892 - Z-Coordinate,STARLINK-2419 - Z-Coordinate,STARLINK-30389 - Z-Coordinate,STARLINK-31645 - Z-Coordinate,STARLINK-5994 - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-4591 - Z-Coordinate,STARLINK-1998 - Z-Coordinate,STARLINK-3647 - Z-Coordinate,STARLINK-1400 - Z-Coordinate,STARLINK-31271 - Z-Coordinate,STARLINK-3255 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-5899 - Z-Coordinate,STARLINK-2619 - Z-Coordinate,STARLINK-31321 - Z-Coordinate,STARLINK-2030 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-1295 - Z-Coordinate,STARLINK-1393 - Z-Coordinate,STARLINK-4810 - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-5909 - Z-Coordinate,STARLINK-31547 - Z-Coordinate,STARLINK-4349 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-31680 - Z-Coordinate,STARLINK-5965 - Z-Coordinate,STARLINK-31694 - Z-Coordinate,STARLINK-31379 - Z-Coordinate,STARLINK-2380 - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-2416 - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-30961 - Z-Coordinate,STARLINK-3888 - Z-Coordinate,STARLINK-2516 - Z-Coordinate,STARLINK-1176 - Z-Coordinate,STARLINK-1908 - Z-Coordinate,STARLINK-5398 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-30090 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-31953 - Z-Coordinate,STARLINK-5836 - Z-Coordinate,STARLINK-31192 - Z-Coordinate,STARLINK-5342 - Z-Coordinate,STARLINK-30387 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-3547 - Z-Coordinate,STARLINK-32050 - Z-Coordinate,STARLINK-3838 - Z-Coordinate,STARLINK-5465 - Z-Coordinate,STARLINK-1467 - Z-Coordinate,STARLINK-3167 - Z-Coordinate,STARLINK-4530 - Z-Coordinate,STARLINK-3225 - Z-Coordinate,STARLINK-32340 - Z-Coordinate,STARLINK-32246 - Z-Coordinate,STARLINK-5051 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-2329 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-4148 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-5229 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-6283 - Z-Coordinate,STARLINK-1553 - Z-Coordinate,STARLINK-30806 - Z-Coordinate,STARLINK-11078 [DTC] - Z-Coordinate,STARLINK-31778 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-3119 - Z-Coordinate,STARLINK-31661 - Z-Coordinate,STARLINK-3796 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-4700 - Z-Coordinate,STARLINK-1084 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4236.7944,528.1413,3044.0856,4650.3458,-707.9265,495.3636,5232.7185,-1652.1537,-362.2567,-5275.6299,-6540.5407,1440.8821,-4680.5652,1366.7535,5223.7822,-4914.7468,-2995.4537,6289.9330,-2262.7477,803.7520,1691.4762,750.6424,2579.7183,-5289.7680,3113.7804,-5604.9719,3129.1464,-1736.5822,3087.3939,2022.1807,1598.6564,410.4060,1778.8546,-3113.0433,-3194.8983,602.8818,-5605.5350,2321.2138,761.1661,-5635.1414,5483.6225,461.6637,-3269.3277,-6882.8551,5304.9231,-2197.9710,-5913.8261,-133.6692,-3643.9531,-2084.7208,6540.2699,-6310.1132,1651.7004,5458.7278,2552.2977,-4026.3047,-1394.2859,4910.1496,6492.7372,6066.7916,6586.9587,4869.4666,-6105.6983,-6175.1019,841.2784,5650.3087,-6223.0650,6251.3412,6637.1100,1857.6851,-1040.7762,2959.1994,-3239.0988,4668.4893,-2182.6148,168.0823,2667.8059,5608.7855,1754.0415,-5156.2109,6014.4845,-762.7623,5102.3516,-3442.1318,-1284.1481,6370.6814,-1946.7055,-3939.8909,-5619.8501,4307.6716,5083.4916,1059.7500,635.5251,901.9048,3890.3705,4814.7693,2829.9860,-1331.2281,4411.2494,5421.7080,271597.3385,274594.1709,275110.2756,270421.3612,276033.2868,273168.1654,267322.9602,269942.1912,-177156776.8484,-177152358.3780,-177152571.6812,-177163780.4705,269356.2291,-177170124.1622,3404.7195,-1303.0468,4516.5964,2860.0927,6151.5964,-4820.4980,-148.0582,-6717.5311,-4134.2653,1173.6624,-1845.0034,6652.4664,-359.4932,-5207.0818,-2668.7326,-3752.4549,-3377.6603,-2811.8779,4238.9985,4286.3543,-4146.8672,-6787.8822,-4893.5633,1536.1430,-4185.0515,-3563.1534,-4287.5855,-3901.3849,-3063.3293,5648.3011,-5030.5247,5940.8593,5606.6727,-3014.1850,-2758.4260,-6776.2646,1407.9037,-6505.3882,-6373.1071,1484.5322,3817.0283,6081.0060,2490.2694,-67.5363,-3650.6222,-4160.4447,-650.9032,5542.0413,-2099.5928,-5150.2009,1974.1480,-2820.8866,-5251.9953,-2831.4951,-5256.4883,1114.8255,6472.0363,-2220.9430,1508.5134,17.0829,-806.7173,4940.8453,20.4263,-3120.1869,6402.8695,1381.9694,-2713.5342,-17.6147,1864.2581,-4311.5915,-6491.8290,-6230.6929,-4606.6131,722.6243,3464.7940,-6846.8600,4669.4255,-2400.6524,-5894.8459,3561.8809,-144.3520,-5489.1210,4603.7050,2285.1358,-6737.1288,2695.9456,-4809.1046,5700.9429,-838.3087,4966.4551,-73.8946,-4586.1158,6390.0820,2234.5731,-4520.1086,-3280.5381,4616.2824,6433.4605,-5216.9081,899.4645,-228522.9420,-221558.2188,-223959.2584,-228360.8126,-222555.2284,-225237.6495,-219063.3669,-222372.3920,-47814730.5082,-47800204.4822,-47822228.6107,-47824763.5467,-223200.3176,-47829587.3243,-4315.4769,-6804.0496,-4148.0441,4297.2900,-3149.4359,4673.9411,4366.5186,-139.8010,-5542.0420,3892.2402,-1304.4126,-1289.7158,-5098.7053,4366.0035,3536.1810,3171.3566,5109.5084,626.1593,-4995.0534,-5377.4465,5272.5135,403.9566,-4162.7204,-4221.7924,4589.9019,-1960.3770,4306.5325,5442.0460,-5427.2061,-3488.6698,4380.7940,3527.3177,3647.8083,5392.6147,-5488.2458,-1268.0579,-3840.9159,391.5268,2667.3199,3539.7115,-1899.1700,3257.6528,-5456.2569,-873.0456,2255.6633,4955.3191,-3553.1863,-4145.9368,-5509.4280,-4157.8295,-1213.2769,-601.4994,4179.5474,-3193.6390,-3725.9759,-5530.7084,2066.1151,4359.3477,1914.9228,3331.1133,-1590.2269,-95.8479,3131.8670,-501.8373,-2540.3474,-3766.6372,-1343.5887,-2749.1277,581.5029,5071.5022,-1555.9266,536.4737,4008.9934,-5060.5101,5172.8811,227.6345,4342.1462,3307.5420,-3194.4388,-2955.9863,2980.5841,-4176.3678,797.1966,-5439.6732,-1053.0273,-115.1629,4577.7671,-338.1477,-3983.8017,-2184.1003,4710.7166,-4820.6388,-2309.7150,6513.3853,3567.2427,-3553.6975,4296.7154,-2177.3444,-1103.5577,4205.6771,-93449.8558,-94139.6102,-95161.6940,-86718.4015,-89586.3465,-100254.1156,-99188.5478,-91648.5383,79657580.2364,79634862.7178,79673421.1836,79664641.0928,-93150.7153,79661881.9567,
3600.000,-6627.6608,-5361.9898,-5556.2499,-2345.0216,1484.0268,4098.9236,-3367.6152,2875.6523,4406.3811,686.1449,6225.8171,-2774.7997,6140.6163,1632.3622,-4864.5817,2913.2233,6313.8569,-4597.0800,-2087.7658,-4424.3946,2644.0133,1230.5639,1501.7472,4939.4743,-3802.1684,6154.7227,1534.2252,5118.6794,-4136.3978,-4618.4478,1701.8265,-2241.7537,-3761.7614,6206.0394,5294.8182,1001.4984,2818.1987,-105.2829,-685.1484,2244.2557,-1678.7255,-2208.8186,93.9728,6025.4192,-1415.9151,5533.6210,6814.6574,-1947.1256,5934.1888,4809.0167,-6492.2027,6269.6760,2209.4491,-5095.4986,1240.9252,2596.2508,-1689.1918,-4038.3201,-5109.7886,-3277.8951,-5478.5204,-5564.5768,6278.7814,5847.2773,-3109.3671,-6913.8123,4964.3536,-6248.4583,-5916.7143,2522.6243,2873.6938,-1028.2993,4122.2698,-3154.9662,-1571.8596,1685.7513,-4167.5227,-2066.6192,1504.5083,4482.9647,-2312.2445,4155.9402,-5348.4211,284.1717,3255.6431,-5652.6669,4170.0102,1479.9248,4248.1284,-5361.1419,-4924.6694,2010.2861,-3238.1273,-5076.4108,-4328.6059,-3297.0223,-5281.3840,-235.1316,-1642.7689,-3244.3435,319334.9577,318878.3441,322358.5099,317239.3126,323704.7340,321417.4342,314898.7641,316474.0218,-158686590.7214,-158689544.8059,-158682471.0290,-158697163.8860,316791.2844,-158698805.0900,-1238.8090,1730.1305,-3992.5273,619.0102,-1764.6997,2245.7910,4409.3982,4769.6805,3827.3994,-4219.6422,155.8667,-5597.6976,-2524.8093,6508.3304,4745.3432,702.4958,1931.2996,3757.5748,-4085.5614,-4569.2497,4171.0991,5460.6181,3888.0941,-4657.9219,5820.0769,2087.4918,3983.4401,1319.9049,5437.9668,-5173.2172,6450.2955,-6524.9566,-5797.5455,1088.6734,-958.8334,6131.3817,-4292.0303,5433.8043,6529.4589,-4547.8514,-3039.9666,-6481.6572,-5753.5129,-2103.0456,4079.8482,3772.2164,-1083.8009,-6637.2370,-1049.4338,2124.1152,292.8141,419.4466,3550.9815,4572.2947,3973.7604,-4987.2096,-5013.6808,5364.3426,1541.8746,2655.8579,3260.1970,-2478.9759,-2721.0863,391.5841,-6105.3052,272.3536,76.2712,1932.8102,-43.7916,3933.8435,5142.6085,5806.1795,538.3673,3408.5653,-6251.3735,5280.1551,-673.2866,-458.8085,3968.5308,-5109.7433,3304.9300,3236.1339,-2754.5811,-5643.2386,5562.3582,-606.6172,1143.9649,-6005.1477,-2963.6970,-3813.5569,3836.6038,6389.1789,-5752.6956,-1881.3805,5282.9798,5969.4276,-4447.2000,-6554.2442,4811.7918,2672.1975,-148723.0267,-150406.1685,-151285.4453,-153871.4175,-147901.9637,-150798.8116,-145781.6559,-150067.7787,-92063666.2140,-92048079.6114,-92063799.7741,-92068413.8333,-148979.3182,-92078437.1212,1621.7461,4048.1663,-117.3577,-6518.3345,6538.9507,-4862.8995,-3974.6938,4094.2721,3705.5657,-5120.0950,-3022.1873,-2999.1765,1962.3943,-1768.1378,884.0097,-6276.1390,-1739.9064,3541.6403,5177.5388,2714.4217,-4862.8360,3924.4189,5511.2289,1414.6739,-15.9588,-2395.3076,-5353.3616,-4482.0285,1283.5857,144.0883,-1636.2936,601.5721,445.3937,-2883.3753,4339.1965,-3053.1743,4655.6575,-4288.6903,2279.5373,-4567.3079,6002.6032,979.6207,3663.0858,-2723.2943,-5293.2979,-1402.8895,-613.6130,171.2670,3405.6318,4516.8968,-2430.5704,-2943.1999,-5517.8038,-1061.9302,5524.2304,4035.7208,-4490.9972,-1751.0750,-4435.7205,-5499.4466,-2431.3466,-3322.8133,568.6769,3704.3809,-1087.9504,-330.4083,4807.5477,-1963.8667,3575.5017,-5107.9972,-3318.5908,3609.1942,-5536.4571,5116.4436,-1455.2057,4018.2075,-5487.8844,-6618.8948,5462.2328,-1341.2840,-5379.4000,4505.2517,3406.0019,3820.0658,-2570.1420,-3950.5805,-5417.3678,-3145.4720,4605.4245,-2172.1356,-3031.2860,692.8047,-1724.2577,-4365.1074,1293.2063,-135.3533,-450.7162,-2212.8261,4681.1675,-5511.9449,-92214.0514,-91919.0155,-92708.1855,-86661.9316,-86216.1050,-96313.8735,-99471.3889,-92881.0474,79637856.9286,79616629.2632,79653185.2577,79641672.5480,-91517.8681,79644928.7085,
7200.000,6561.7965,6849.1968,5160.9959,869.2941,1014.8102,-6686.5087,910.2059,-4097.7136,-6242.9896,3353.3011,-3506.0831,3781.9534,-5287.5866,-3646.7738,1826.4544,-1380.4795,-6158.1459,623.8561,5395.7680,5690.6462,-5594.4964,-3790.6513,-5290.4157,-3052.8450,2575.3408,-4418.6684,-5434.0875,-6855.9746,3490.0362,5437.2035,-3877.6067,3304.4607,4252.9854,-6763.4953,-6039.1720,-3044.4138,148.2623,-3174.4797,-514.2240,1418.1629,-1667.4349,3299.0890,2047.5897,-3006.6881,-3359.9976,-5783.6193,-4743.2857,3087.7621,-6252.8508,-6535.6659,4228.7516,-4291.6900,-5739.4717,2352.4968,-5078.5816,-1277.4236,4909.1389,2049.8496,2624.6422,120.3901,1591.8491,4894.3807,-3590.1088,-4022.3584,4455.8119,5174.5295,-2601.7281,2815.0327,3087.3432,-5728.3863,-4037.1337,-2253.3844,-4815.7487,1787.3639,3536.4505,-3941.6640,5353.6420,-3396.8918,-5071.8378,-1621.5589,-1860.9071,-6554.0618,4068.7900,1898.8970,-4641.1893,3156.4666,-5917.9264,2066.9551,-2423.1485,4564.4708,3626.4374,-3512.5006,4690.1596,6627.4981,2257.7583,131.8123,5332.3300,2326.2124,-2525.0312,1084.4925,340702.7060,340835.0772,349197.9575,343807.4207,350940.5606,348744.3086,342987.7723,344090.1495,-129388890.8603,-129398720.7526,-129388262.3900,-129405030.6585,344208.7472,-129400197.8652,-956.3656,460.3279,1368.1998,-4793.1823,-3112.5245,246.7142,-6734.4556,-758.9951,-2952.2888,5613.2086,2425.4533,2040.8229,3801.5511,-5584.2968,-4640.4715,3669.0311,23.5681,-4115.7571,3740.1113,3586.8153,-3815.2572,-1686.9725,-2822.3630,5814.9225,-4541.3856,874.4651,-3304.6382,633.0331,-4829.3294,2796.8691,-5197.7510,4220.7273,3389.8802,480.3088,3337.0090,-2972.5848,6397.6458,-2742.7985,-3591.8143,6313.9596,-1285.0277,3940.5251,6457.5071,4153.6768,-4008.6391,-1788.2180,2502.6975,4817.1479,2878.8580,846.2396,-3009.0497,2744.5034,-1814.1769,-4566.6372,-2553.7266,6807.7161,2510.2027,-6341.7356,-4784.3792,-5440.0887,-4761.8040,-1324.3728,4374.4765,3155.6440,3442.9637,-1877.9085,3604.6294,-3413.1405,-2786.9125,-3353.3692,-493.3508,-3492.6305,3414.9118,-6375.5060,4041.7901,-1350.9759,-2987.3669,652.3072,-1688.7110,4727.0272,-5756.9625,-794.0394,-964.5765,6527.0917,-2251.5111,-2683.8449,2098.2407,4635.6716,6014.9638,599.6853,-5893.4332,-4095.1314,2169.7429,2076.9835,-3709.4975,-5719.6736,2396.3388,3919.5805,-3561.5583,-5918.2928,-64274.0777,-67027.6893,-68780.0767,-69524.1545,-63710.9053,-66325.7206,-62812.8102,-63764.6226,-130009522.1286,-129994834.1915,-130002922.3479,-130015517.8599,-65197.5786,-130023716.3337,2031.4305,1054.5245,4268.2611,4953.4242,-6129.8381,809.0099,581.5238,-5529.0858,408.4311,1291.1226,5438.0128,5421.3432,2347.5239,-1911.6096,-4708.7037,5734.5011,-2952.7368,-5532.0737,-2213.9594,1608.4538,1447.9809,-5446.7347,-3458.4552,2226.8592,-4595.9850,5247.9954,2514.0968,748.4480,3575.4512,3269.5401,-2259.8554,-4393.4845,-4295.7290,-1423.6955,-517.9021,5444.6952,-2684.4647,5490.7709,-5933.8714,2148.3964,-6623.0769,-4639.3568,828.2261,4663.5348,4376.9053,-3194.1347,4372.2978,3879.1001,757.4680,-2172.9367,4594.3326,4700.0525,3401.8018,4635.0614,-3964.0721,-95.4911,4200.8707,-1928.1948,4273.9358,4274.9356,4610.9012,4725.4174,-3893.2491,-4693.4363,4043.7808,4192.7690,-5307.8906,5187.6595,-5535.1264,1943.4227,5391.5299,-5537.3730,3598.3495,-2012.5641,-3855.9696,-5446.0894,3197.3465,6010.1509,-4410.8903,4784.6939,2912.9247,-2137.4978,-5518.6375,614.6807,4629.9850,5529.8432,2914.9355,4720.2840,-2470.9466,5162.3667,-488.8270,4018.4486,4445.0419,-333.5660,-5432.9872,3710.2393,-3708.0066,5194.1131,-5373.5668,3422.5755,-89303.1063,-89101.8501,-89925.5475,-87542.2521,-83334.3727,-91448.9065,-98992.3507,-88756.4097,79618577.0196,79598585.8638,79632575.0633,79619924.7949,-89874.8936,79627960.8754,
