sl_100_86400_20241120 Coordinates.csv
2024/11/20 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:11 2024,
Start: 2024/11/20 07:47:00.00, Stop: 2024/11/21 07:47:00.00,
TIME_UNITS,STARLINK-5759 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-2755 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-2106 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-31336 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-4390 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-3361 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-5570 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-30853 - X-Coordinate,STARLINK-30339 - X-Coordinate,STARLINK-1237 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-1452 - X-Coordinate,STARLINK-1506 - X-Coordinate,STARLINK-5409 - X-Coordinate,STARLINK-30361 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-3614 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-5084 - X-Coordinate,STARLINK-3838 - X-Coordinate,STARLINK-5970 - X-Coordinate,STARLINK-1369 - X-Coordinate,STARLINK-3574 - X-Coordinate,STARLINK-5115 - X-Coordinate,STARLINK-4479 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-1651 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-30831 - X-Coordinate,STARLINK-3729 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-1136 - X-Coordinate,STARLINK-31907 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-1976 - X-Coordinate,STARLINK-31497 - X-Coordinate,STARLINK-4522 - X-Coordinate,STARLINK-2370 - X-Coordinate,STARLINK-5418 - X-Coordinate,STARLINK-5395 - X-Coordinate,STARLINK-31550 - X-Coordinate,STARLINK-5051 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-2579 - X-Coordinate,STARLINK-32134 - X-Coordinate,STARLINK-31641 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-31976 - X-Coordinate,STARLINK-5321 - X-Coordinate,STARLINK-30549 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-5375 - X-Coordinate,STARLINK-5293 - X-Coordinate,STARLINK-6377 - X-Coordinate,STARLINK-31193 - X-Coordinate,STARLINK-2362 - X-Coordinate,STARLINK-31396 - X-Coordinate,STARLINK-3688 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-4156 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-2442 - X-Coordinate,STARLINK-31661 - X-Coordinate,STARLINK-1995 - X-Coordinate,STARLINK-2465 - X-Coordinate,STARLINK-3266 - X-Coordinate,STARLINK-2595 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-1352 - X-Coordinate,STARLINK-6141 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-1405 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-3757 - X-Coordinate,STARLINK-1304 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-3543 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-3617 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-4044 - X-Coordinate,STARLINK-1407 - X-Coordinate,STARLINK-30616 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-30855 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5759 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-2755 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-2106 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-31336 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-4390 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-3361 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-5570 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,STARLINK-30339 - Y-Coordinate,STARLINK-1237 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-1452 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,STARLINK-5409 - Y-Coordinate,STARLINK-30361 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-3614 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-5084 - Y-Coordinate,STARLINK-3838 - Y-Coordinate,STARLINK-5970 - Y-Coordinate,STARLINK-1369 - Y-Coordinate,STARLINK-3574 - Y-Coordinate,STARLINK-5115 - Y-Coordinate,STARLINK-4479 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-1651 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-30831 - Y-Coordinate,STARLINK-3729 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-1136 - Y-Coordinate,STARLINK-31907 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-1976 - Y-Coordinate,STARLINK-31497 - Y-Coordinate,STARLINK-4522 - Y-Coordinate,STARLINK-2370 - Y-Coordinate,STARLINK-5418 - Y-Coordinate,STARLINK-5395 - Y-Coordinate,STARLINK-31550 - Y-Coordinate,STARLINK-5051 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-2579 - Y-Coordinate,STARLINK-32134 - Y-Coordinate,STARLINK-31641 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-31976 - Y-Coordinate,STARLINK-5321 - Y-Coordinate,STARLINK-30549 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,STARLINK-5293 - Y-Coordinate,STARLINK-6377 - Y-Coordinate,STARLINK-31193 - Y-Coordinate,STARLINK-2362 - Y-Coordinate,STARLINK-31396 - Y-Coordinate,STARLINK-3688 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-4156 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-2442 - Y-Coordinate,STARLINK-31661 - Y-Coordinate,STARLINK-1995 - Y-Coordinate,STARLINK-2465 - Y-Coordinate,STARLINK-3266 - Y-Coordinate,STARLINK-2595 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-1352 - Y-Coordinate,STARLINK-6141 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-1405 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-3757 - Y-Coordinate,STARLINK-1304 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-3543 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-3617 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-4044 - Y-Coordinate,STARLINK-1407 - Y-Coordinate,STARLINK-30616 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-30855 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5759 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-2755 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-2106 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-31336 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-4390 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-3361 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-5570 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,STARLINK-30339 - Z-Coordinate,STARLINK-1237 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-1452 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,STARLINK-5409 - Z-Coordinate,STARLINK-30361 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-3614 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-5084 - Z-Coordinate,STARLINK-3838 - Z-Coordinate,STARLINK-5970 - Z-Coordinate,STARLINK-1369 - Z-Coordinate,STARLINK-3574 - Z-Coordinate,STARLINK-5115 - Z-Coordinate,STARLINK-4479 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-1651 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-30831 - Z-Coordinate,STARLINK-3729 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-1136 - Z-Coordinate,STARLINK-31907 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-1976 - Z-Coordinate,STARLINK-31497 - Z-Coordinate,STARLINK-4522 - Z-Coordinate,STARLINK-2370 - Z-Coordinate,STARLINK-5418 - Z-Coordinate,STARLINK-5395 - Z-Coordinate,STARLINK-31550 - Z-Coordinate,STARLINK-5051 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-2579 - Z-Coordinate,STARLINK-32134 - Z-Coordinate,STARLINK-31641 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-31976 - Z-Coordinate,STARLINK-5321 - Z-Coordinate,STARLINK-30549 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,STARLINK-5293 - Z-Coordinate,STARLINK-6377 - Z-Coordinate,STARLINK-31193 - Z-Coordinate,STARLINK-2362 - Z-Coordinate,STARLINK-31396 - Z-Coordinate,STARLINK-3688 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-4156 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-2442 - Z-Coordinate,STARLINK-31661 - Z-Coordinate,STARLINK-1995 - Z-Coordinate,STARLINK-2465 - Z-Coordinate,STARLINK-3266 - Z-Coordinate,STARLINK-2595 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-1352 - Z-Coordinate,STARLINK-6141 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-1405 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-3757 - Z-Coordinate,STARLINK-1304 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-3543 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-3617 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-4044 - Z-Coordinate,STARLINK-1407 - Z-Coordinate,STARLINK-30616 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-30855 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5207.0918,-243.4633,876.1029,6720.1675,-5164.3285,-6755.9782,-3742.2582,-4644.8327,-389.0700,-6630.0085,5463.2421,5943.7963,-2746.3105,-1290.0324,3467.5354,3650.7774,3108.3265,-1164.4389,4670.7489,2762.1986,-3133.3554,1597.7618,5966.0886,5614.5814,2529.3191,4374.3848,3145.3132,4768.6353,-5412.0471,-5554.9733,-1621.5583,2084.4516,2112.6753,6516.0859,-6012.2974,3110.7810,-1025.2614,-1063.4173,15.3553,-3830.7557,-4599.6529,-5187.4079,-5632.9371,-4425.0784,-2255.9454,4487.7251,-5853.9304,-2830.7571,4449.8519,2456.3651,6812.7601,-3758.3751,-371.1529,-3314.9301,-5102.1269,-1111.0334,-3409.4416,-5845.4032,-890.8511,-4215.9628,3696.3100,2001.4331,3645.5274,5158.5129,-5596.3339,5908.5582,4131.4722,3560.5426,620.0920,-5057.6665,4369.1072,-5530.5125,2172.3662,-5122.8577,-6234.7061,-5525.0567,6040.4614,-4671.5289,-756.2858,-4868.4348,3107.0971,5492.8765,-6420.4017,-1196.7099,5197.0288,4787.0820,4194.2615,906.8585,-3588.2662,4534.4320,1357.5172,2601.9659,-3523.8730,-5439.4724,-1173.2579,-2853.5867,6781.7001,1100.1104,5024.4924,-1925.2050,-191904.8529,-200065.4001,-185931.3359,-184406.9094,-187142.7111,-186012.7975,-194108.2016,-188593.8771,-79966868.0071,-80013986.7509,-79992183.8241,-79985793.5663,-189543.4902,-79984417.2768,-388.7075,4182.3279,-4150.5042,662.2157,3954.0107,1218.8749,5689.7178,-3197.5265,-6879.7757,1606.5634,-2269.8536,3192.6690,-5638.8658,-4851.9579,2289.8680,-538.8660,-5965.3241,-5176.7091,4197.1187,-4522.8780,5633.7907,-3832.4559,-2350.2910,319.1737,-4747.3551,-5379.6191,-5904.3701,5003.4275,1263.9234,3103.8068,-4199.8766,-5071.2956,5215.7990,2311.7932,-1572.8471,-4879.6770,4151.4227,-5998.1876,6526.6151,-2121.8780,-965.8481,-438.7998,3969.4998,-3045.2221,-6428.9293,2473.2904,1556.1370,4447.5054,-66.4372,4714.6838,-335.3503,4507.0372,-6829.4609,-5640.2018,1632.3282,6343.9318,2276.8739,2826.1787,-6328.0532,-598.5906,5705.8952,-5375.9504,3688.2892,2858.5517,155.6692,-259.3682,624.7989,3492.2022,5485.8985,-1403.7530,-5330.0659,-3815.4919,-3890.1461,-3436.8456,2681.7959,-1463.7986,-3336.0787,-5070.5359,4667.1562,4377.6404,3703.1361,-1939.7886,2536.4496,4934.9982,2204.9962,4660.7225,-61.9339,-4428.7749,-3540.9142,-3005.6560,4870.5324,6242.6667,-2635.6256,-3731.7473,-5587.4343,-6039.0273,-46.0605,4013.0498,2402.5852,-5954.9536,-299916.1146,-291541.7320,-285648.6713,-291633.6461,-283949.8779,-287614.8415,-290255.3535,-290406.6836,-92891110.2263,-92848650.4882,-92865731.0230,-92891993.7051,-290230.7919,-92882866.5526,4558.2676,-5509.0666,-5475.4510,-1546.1087,2350.7873,-919.6349,382.3459,3887.8437,601.0921,-82.3552,-3640.9704,1605.4187,-2855.7804,4465.0718,5533.7870,5879.9430,-1700.5984,4458.1876,-2960.7383,4449.1923,2220.4794,5524.0927,-2621.1112,4033.4572,-4382.1731,187.6844,1529.9972,279.2970,-4123.6325,2754.9067,-5257.2199,4267.0552,-4038.8142,-232.3717,-3030.3497,-3793.4387,5470.2621,3268.2673,2360.2470,-5276.2317,5066.9360,4575.6621,-700.2524,4198.3089,1184.5735,-4661.3387,-3151.6655,4469.6648,5294.2934,4447.6474,1256.9716,-3441.9277,-1042.1693,-2310.6706,4380.7372,2250.7535,-5468.1145,-2097.9428,2378.0650,5488.4096,767.7859,-3696.8294,4598.5030,3668.7358,-4100.0991,3473.2868,5504.7850,4646.3676,-4172.9058,4526.9477,596.3146,-1728.7321,-5305.2350,2911.0997,-1384.5131,3899.0463,487.3790,-347.7205,5049.1637,-2241.0804,-4962.5085,3757.2356,800.3665,-4729.0430,-4014.7108,697.7797,-5503.3696,-5248.9346,-4599.5704,4295.4396,4636.8665,-1462.7843,-5352.4667,-2086.2213,-3738.2238,-1808.0749,-1404.0601,5421.8671,-4139.1688,-2994.6984,168139.1111,166777.7253,163314.3246,171525.4507,168954.7446,158260.9942,159051.9198,166756.0506,47507582.7485,47521160.5388,47496912.0219,47506889.5476,165234.1137,47514020.5703,
3600.000,5791.5710,-3971.0298,2690.6543,-4657.3205,1712.9827,4488.2021,444.2029,6574.4782,1882.5557,4332.4661,-1727.1477,-6537.6819,3787.0357,4455.4622,-5531.9747,-6128.2283,-976.8523,4521.6948,-6423.8956,1470.6097,-914.5888,2001.3793,-5480.0694,-6728.7255,1542.8265,-1909.3890,374.6500,-4834.1553,5942.3325,2207.9807,5069.8103,-2351.8821,-3894.9877,-5731.3277,6786.5795,-1936.7770,659.5635,2868.8451,2279.8295,4459.4191,6446.6779,5780.6487,3828.9094,6731.2784,3339.0370,-6781.3961,2025.3255,1526.8451,-5466.4190,-5611.4137,-6045.3137,-865.7195,2100.8600,5191.0722,1550.4073,-751.4526,794.3932,2209.9298,3467.5709,912.5723,-4484.6648,2506.9296,-6343.8520,-6080.5429,3661.9642,-3377.4252,-5032.2188,-6136.0610,-3440.7512,6327.9769,-1823.2870,5366.2594,233.2789,6653.7637,3459.2889,3572.3747,-4190.0122,4767.6991,-1924.5578,3708.1274,-4545.1520,-2425.2007,5229.4715,-2669.6890,-6886.9581,-4544.0108,-3429.7703,2041.9629,5891.5193,-1106.3396,-5168.9342,-3764.2878,6365.1332,4577.6171,4520.4666,4055.4244,-6089.9409,-5187.7309,-6822.1575,4157.3067,-109549.3430,-123300.2849,-106476.0499,-106698.6703,-109179.0722,-107664.1572,-114951.5760,-112117.5462,-53121319.3162,-53178024.1806,-53151034.3872,-53134667.6579,-111305.6894,-53139891.2969,-3049.6047,-3770.1795,5515.3371,1509.8056,-4157.7671,-2638.1841,-5605.9561,1890.0812,5615.1430,-3767.8813,-544.8186,-1075.6974,1943.8566,5036.1352,1246.3595,2441.4163,6578.3543,4865.3228,-2567.2346,4009.4163,-4973.6679,5572.0467,3874.6999,1637.1445,5186.2613,5823.5838,5298.4502,-2597.8986,-3538.3493,-4626.7744,4081.4654,6534.2017,-1487.9695,-305.6804,18.5421,6631.3735,-6780.3140,6217.3175,-5884.7755,-2505.0974,-1661.6122,-3024.4759,-4606.7772,311.8469,3762.9864,-903.3697,-3572.2252,-6708.7317,3416.6619,-3570.9563,2433.2665,-4964.6753,4659.3991,4400.8593,-3953.9024,-6322.3329,-5850.8208,-4571.3105,5641.5599,-2583.8673,-3636.0386,4454.3180,-1388.7232,-3162.5963,-3733.2944,3765.3297,3228.1161,51.1447,-2358.3272,-1802.0411,5009.0126,564.2176,6441.3363,1116.8000,-3573.9727,-2143.1497,4111.4084,2574.7823,-6380.3823,-5434.1699,409.3030,4512.2237,-2275.7154,-5430.7286,-721.1222,-1027.4046,4241.6364,6179.0552,-364.3820,5237.1107,-3715.8472,-5040.9838,467.9291,532.7917,2417.1635,4985.4248,1570.0337,-1939.4474,91.7126,2931.7685,-340498.4419,-332211.7685,-325261.9520,-330730.8923,-322255.6504,-325489.1726,-329184.6158,-329059.4328,-110420233.4630,-110386239.0428,-110401471.1856,-110420347.2909,-328912.4807,-110412511.8603,-2302.1097,4219.9233,3197.5288,4890.1567,-5261.3320,4559.1896,-3866.8624,415.4131,3567.1405,3676.8181,6692.3858,2048.5565,5411.6161,4.4312,-3983.3483,-2206.1221,-1977.5332,-2002.2560,-565.4319,-5454.9758,-4582.8388,-3582.7755,-1712.2979,-82.1062,4330.7669,3240.6388,-4352.9431,-4215.6992,139.0056,-4677.6908,2337.8749,408.8500,5519.3811,-3866.2938,-1314.2714,-337.6102,-1405.2408,971.4595,2884.9125,4553.4377,-1884.3931,-2361.1145,-3481.7721,-1072.7405,-4750.8681,1062.1319,5444.3687,-718.8651,-2529.0138,-1973.4917,2370.2884,4556.3076,4653.3807,-1347.3419,-5473.8862,2448.8045,3427.9342,4547.3029,1629.1187,-6396.1734,3664.4514,4509.5294,-2443.0664,1169.9019,4548.9372,-4642.0937,-3486.1203,-2985.4983,5510.0703,-2202.0664,-4413.6624,4350.4744,2525.6354,1004.2781,4810.8812,-5532.6183,3652.9272,4269.8677,-1881.6685,-2145.2847,5199.9925,-4680.5790,3969.3549,3382.3158,19.6313,-4844.4015,4245.0600,2358.2555,3411.2998,-4416.1308,-2575.7513,-2881.4723,2683.0010,5149.7477,4492.5627,-2566.3529,-2902.9029,-4020.1849,1245.2199,4706.3627,167964.3462,166155.1608,163535.2816,169234.7056,169981.7057,159960.0822,156528.2672,162993.0273,47493763.3448,47502115.9505,47478203.7972,47495692.3989,164573.2124,47497346.4937,
7200.000,-4638.3959,6236.8951,-4434.2148,1336.4039,2672.6668,-528.7109,3731.0668,-5192.2102,-3637.4387,62.9855,-3707.6334,4934.1514,-4715.7450,-4659.6093,6035.2541,5875.3236,-1953.7395,-5944.8041,5841.7484,-5184.7241,5026.8709,-3979.5943,2409.3510,4915.5623,-4754.4995,-1790.6018,-4354.0545,3892.9012,-3869.4926,1684.1336,-5981.3731,1290.4467,5496.8074,3048.0143,-4569.9096,-174.6685,-427.6805,-3701.2677,-2011.4032,-4205.9407,-5682.6121,-4653.9043,58.9819,-5748.1969,-4370.4396,6110.7230,2190.7068,259.6532,4659.1898,6542.1404,3015.9227,4945.6292,-4259.8379,-5374.2621,1723.3238,3013.3462,1167.5629,2299.7733,-4784.3960,1129.9969,4033.2712,-6005.0234,6781.2624,4155.9869,-1428.4598,309.0755,4600.2207,6115.9064,5972.8153,-5549.9071,-2223.5979,-4217.1354,-1796.2140,-4999.9024,800.9901,-1515.3729,154.8331,-3880.6970,3284.9761,-488.2131,5434.8046,-798.3387,-1186.2510,5127.5060,5573.9105,2746.5496,2451.2776,-3492.9587,-5925.9207,-2026.0525,6560.8268,4082.2185,-6644.6162,-3101.4469,-6481.7595,-4169.9150,2836.7038,6834.0120,6122.1528,-5902.6966,-19300.9057,-38390.4862,-20122.8337,-22085.4311,-24031.6373,-22808.7759,-28368.3822,-25388.1480,-22658290.3128,-22721872.1941,-22689006.1963,-22671394.1465,-25731.5015,-22677560.4969,4977.9229,2977.3483,-5215.0290,-4312.0834,4102.3110,4282.4598,3593.8396,529.6496,-2015.1434,5112.2196,613.0860,-1924.2766,2393.9655,-1840.2966,-3400.9078,-2461.4411,-4943.7020,-3156.6319,-129.4631,-3385.2146,3012.8303,-5625.3605,-4167.2332,-2878.5353,-4763.7885,-4750.6222,-3306.6561,-1522.8152,4187.7468,5565.9014,-2827.6006,-4780.7752,-2152.8722,-2802.6136,1922.3492,-5460.3342,5986.1803,-3574.5196,1525.4712,5374.8479,3057.2454,4979.9035,4187.9846,2296.6741,485.3176,-718.0998,5299.5112,5960.9475,-4788.2414,1557.0356,-4245.6957,4159.1516,-880.5011,-1310.5692,5896.1860,3000.9220,6636.2539,5327.8683,-2024.2742,5841.5415,-801.2331,-2589.4629,-838.8635,1507.8006,6397.9550,-6354.1736,-5116.1959,-2877.2861,-653.5295,3896.8965,-3603.7817,3363.0565,-6443.4763,2033.9052,4384.1896,5620.7084,-4148.5336,1665.0177,5574.1835,4559.2853,-3650.4970,-6304.8734,2242.5116,4671.2694,-1049.6053,-4037.2196,-6458.7067,-5645.2166,3361.3805,-6364.4940,1572.3563,1364.7615,1097.8171,3616.5338,997.5565,-1444.7507,-3262.1590,100.1572,-2218.1398,616.4224,-358400.5516,-352861.9449,-344378.8028,-349184.0148,-340210.5407,-343329.3862,-346869.7440,-346455.3940,-120383427.5229,-120360577.9571,-120372336.2195,-120376893.5224,-346880.2059,-120376660.3862,-1356.8123,-321.3624,1031.7946,-5256.9771,4879.4083,-5421.1181,4430.6917,-4446.8972,-5532.4738,-4520.3693,-5842.7766,-4484.1145,-4417.4788,-4489.9029,-24.2913,-2784.7296,4448.5608,-1678.7575,3738.0433,3092.8608,3482.3628,-614.3784,4970.3441,-3943.1118,-1679.9333,-4730.2407,4143.1999,5502.9946,3909.0599,3774.5765,2016.1165,-4886.7213,-3623.4150,5532.6632,4808.4218,4233.7835,-3511.9417,-4626.4400,-6472.9948,-635.2578,-2496.8467,-1292.2712,5507.4378,-2873.5623,5330.1330,3168.8314,-3706.7392,-3503.8435,-1819.9921,-1705.7880,-4587.2829,-2124.7826,-5382.6711,4177.2637,3189.9148,-5341.5496,1117.7773,-3590.4379,-4425.1911,3585.9689,-5472.8602,-1944.3014,-1200.1907,-5368.7181,-2273.0950,2568.0504,-726.4512,-934.5820,-3433.5780,-1465.1271,5462.0550,-4365.2816,1784.8304,-4177.2416,-5305.0755,3738.9383,-5537.9954,-5461.8694,-2468.4441,5171.7951,-2261.5147,2771.7125,-6477.2234,-11.5671,3964.8802,4605.1580,-354.8682,1963.2063,330.3111,1864.7129,-1283.8443,5407.2547,1610.9373,-5018.9483,-1881.2783,5319.2185,5400.1044,-306.8251,2382.9356,-3594.2269,167654.1257,165465.4033,164019.2537,165978.5230,170494.5518,162561.9564,154734.9444,165626.5130,47480189.4830,47483058.4945,47460210.9569,47485088.7147,163897.1634,47480685.9066,
