sl_100_86400_20240304 Coordinates.csv
2024/03/04 07:47:00.0000 UTC

Generated: Tue Oct  8 16:19:55 2024,
Start: 2024/03/04 07:47:00.00, Stop: 2024/03/05 07:47:00.00,
TIME_UNITS,STARLINK-30330 - X-Coordinate,STARLINK-1619 - X-Coordinate,STARLINK-1297 - X-Coordinate,STARLINK-3604 - X-Coordinate,STARLINK-5413 - X-Coordinate,STARLINK-6209 - X-Coordinate,STARLINK-2329 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-32044 - X-Coordinate,STARLINK-4540 - X-Coordinate,STARLINK-31003 - X-Coordinate,STARLINK-6317 - X-Coordinate,STARLINK-6266 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-4304 - X-Coordinate,STARLINK-1038 - X-Coordinate,STARLINK-2007 - X-Coordinate,STARLINK-1670 - X-Coordinate,STARLINK-31463 - X-Coordinate,STARLINK-3133 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-4390 - X-Coordinate,STARLINK-4765 - X-Coordinate,STARLINK-30548 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-5633 - X-Coordinate,STARLINK-30930 - X-Coordinate,STARLINK-1974 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-1247 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-6286 - X-Coordinate,STARLINK-5952 - X-Coordinate,STARLINK-31410 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-5575 - X-Coordinate,STARLINK-4491 - X-Coordinate,STARLINK-32251 - X-Coordinate,STARLINK-30184 - X-Coordinate,STARLINK-5545 - X-Coordinate,STARLINK-32277 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-31624 - X-Coordinate,STARLINK-5774 - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-30422 - X-Coordinate,STARLINK-4313 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-6356 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-3822 - X-Coordinate,STARLINK-32121 - X-Coordinate,STARLINK-30958 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-5817 - X-Coordinate,STARLINK-30513 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-1907 - X-Coordinate,STARLINK-31972 - X-Coordinate,STARLINK-1727 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-5606 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-3291 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-2093 - X-Coordinate,STARLINK-4011 - X-Coordinate,STARLINK-32226 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-30954 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-1536 - X-Coordinate,STARLINK-5811 - X-Coordinate,STARLINK-31142 - X-Coordinate,STARLINK-1933 - X-Coordinate,STARLINK-5611 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-4256 - X-Coordinate,STARLINK-5084 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-30974 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-5942 - X-Coordinate,STARLINK-31248 - X-Coordinate,STARLINK-6029 - X-Coordinate,STARLINK-2737 - X-Coordinate,STARLINK-5305 - X-Coordinate,STARLINK-31727 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30330 - Y-Coordinate,STARLINK-1619 - Y-Coordinate,STARLINK-1297 - Y-Coordinate,STARLINK-3604 - Y-Coordinate,STARLINK-5413 - Y-Coordinate,STARLINK-6209 - Y-Coordinate,STARLINK-2329 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-32044 - Y-Coordinate,STARLINK-4540 - Y-Coordinate,STARLINK-31003 - Y-Coordinate,STARLINK-6317 - Y-Coordinate,STARLINK-6266 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-4304 - Y-Coordinate,STARLINK-1038 - Y-Coordinate,STARLINK-2007 - Y-Coordinate,STARLINK-1670 - Y-Coordinate,STARLINK-31463 - Y-Coordinate,STARLINK-3133 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-4390 - Y-Coordinate,STARLINK-4765 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-5633 - Y-Coordinate,STARLINK-30930 - Y-Coordinate,STARLINK-1974 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-1247 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-6286 - Y-Coordinate,STARLINK-5952 - Y-Coordinate,STARLINK-31410 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-5575 - Y-Coordinate,STARLINK-4491 - Y-Coordinate,STARLINK-32251 - Y-Coordinate,STARLINK-30184 - Y-Coordinate,STARLINK-5545 - Y-Coordinate,STARLINK-32277 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-31624 - Y-Coordinate,STARLINK-5774 - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-30422 - Y-Coordinate,STARLINK-4313 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-6356 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-3822 - Y-Coordinate,STARLINK-32121 - Y-Coordinate,STARLINK-30958 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-5817 - Y-Coordinate,STARLINK-30513 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-1907 - Y-Coordinate,STARLINK-31972 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-5606 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-3291 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-2093 - Y-Coordinate,STARLINK-4011 - Y-Coordinate,STARLINK-32226 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-30954 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-1536 - Y-Coordinate,STARLINK-5811 - Y-Coordinate,STARLINK-31142 - Y-Coordinate,STARLINK-1933 - Y-Coordinate,STARLINK-5611 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,STARLINK-5084 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-5942 - Y-Coordinate,STARLINK-31248 - Y-Coordinate,STARLINK-6029 - Y-Coordinate,STARLINK-2737 - Y-Coordinate,STARLINK-5305 - Y-Coordinate,STARLINK-31727 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30330 - Z-Coordinate,STARLINK-1619 - Z-Coordinate,STARLINK-1297 - Z-Coordinate,STARLINK-3604 - Z-Coordinate,STARLINK-5413 - Z-Coordinate,STARLINK-6209 - Z-Coordinate,STARLINK-2329 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-32044 - Z-Coordinate,STARLINK-4540 - Z-Coordinate,STARLINK-31003 - Z-Coordinate,STARLINK-6317 - Z-Coordinate,STARLINK-6266 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-4304 - Z-Coordinate,STARLINK-1038 - Z-Coordinate,STARLINK-2007 - Z-Coordinate,STARLINK-1670 - Z-Coordinate,STARLINK-31463 - Z-Coordinate,STARLINK-3133 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-4390 - Z-Coordinate,STARLINK-4765 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-5633 - Z-Coordinate,STARLINK-30930 - Z-Coordinate,STARLINK-1974 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-1247 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-6286 - Z-Coordinate,STARLINK-5952 - Z-Coordinate,STARLINK-31410 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-5575 - Z-Coordinate,STARLINK-4491 - Z-Coordinate,STARLINK-32251 - Z-Coordinate,STARLINK-30184 - Z-Coordinate,STARLINK-5545 - Z-Coordinate,STARLINK-32277 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-31624 - Z-Coordinate,STARLINK-5774 - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-30422 - Z-Coordinate,STARLINK-4313 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-6356 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-3822 - Z-Coordinate,STARLINK-32121 - Z-Coordinate,STARLINK-30958 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-5817 - Z-Coordinate,STARLINK-30513 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-1907 - Z-Coordinate,STARLINK-31972 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-5606 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-3291 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-2093 - Z-Coordinate,STARLINK-4011 - Z-Coordinate,STARLINK-32226 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-30954 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-1536 - Z-Coordinate,STARLINK-5811 - Z-Coordinate,STARLINK-31142 - Z-Coordinate,STARLINK-1933 - Z-Coordinate,STARLINK-5611 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,STARLINK-5084 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-5942 - Z-Coordinate,STARLINK-31248 - Z-Coordinate,STARLINK-6029 - Z-Coordinate,STARLINK-2737 - Z-Coordinate,STARLINK-5305 - Z-Coordinate,STARLINK-31727 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6455.7014,3482.3678,3634.7158,4576.3508,-4976.3202,141.4544,4666.3447,2827.4337,-4223.7513,-758.1840,3709.7640,3482.7116,2811.5353,-6023.4875,-6359.9994,-3500.2949,1894.6124,-4032.2624,-5750.1011,1618.2144,-3123.2445,4559.7572,-4816.8719,-6343.8217,250.0995,2664.6302,-2835.6331,4996.3927,-3822.4207,1619.6687,3979.9470,1956.3688,2884.1827,3769.6055,485.0526,5911.8205,4407.1915,-447.0067,-1266.5767,-4092.8656,2852.5225,2832.2694,5491.3091,-6240.9449,1500.4323,1271.4694,-863.1993,0.0000,-6024.3962,-2060.2678,3427.8387,3198.2427,-4892.2902,6368.2559,83.2404,3982.2729,-5261.0337,-6061.9240,2308.2351,-1658.4080,3681.0932,4308.0649,-3021.1588,4901.9651,4803.6744,-2466.2032,2918.6655,1338.1063,-1434.2226,-6434.1029,-4963.6448,3048.7174,6198.8012,276.8728,6244.4915,1512.3494,4347.2840,2408.3718,2264.0396,1433.2014,-4966.6702,4563.1471,-4075.8503,3362.2267,2816.2423,-4179.5574,956.7119,-3200.7829,5852.1504,5174.9253,5431.4757,-1506.3512,4179.5518,3108.7185,-4907.9343,-2268.6711,-2019.6776,3763.7355,3728.7546,-3486.2259,-306866.5884,-329260.4245,-327274.8620,-321705.6511,-328175.1412,-324565.9493,-320580.2731,-321155.8962,-244051437.6125,-244048873.1617,-244056600.5752,-244026442.6562,-321579.1554,-244037520.6989,-1574.3882,-2903.5699,5310.1878,2471.7436,-4164.2699,5183.2629,-5061.0444,3695.2388,3206.5224,-2376.6445,-3347.2072,-2253.6117,-6326.0590,2956.0446,-2384.5850,-5026.8670,-4868.3977,4093.3901,-1769.5095,5313.9265,2784.3157,-4210.9485,3585.3182,1700.7816,4506.3998,-412.3701,-3553.5001,-1539.7010,-1706.4754,-3865.2380,-2470.1841,6247.4416,-4961.7759,-1878.3892,-4256.4821,-486.9476,1636.8711,6862.2249,-4940.8344,-5152.4029,-4273.3390,-4759.0658,538.4546,-2971.3470,-4028.9556,-6722.9083,6780.4620,0.0000,-2188.4764,6227.6411,-5610.1736,-2672.3903,1125.1485,2731.4673,-4476.7197,4412.2467,-3767.7646,-1078.5428,-4659.2184,4844.0820,-5423.1007,-1412.3658,4190.8212,1848.4497,-105.9647,6315.0228,3222.0278,5285.5770,5918.4097,-787.1860,2365.8568,2802.7258,-998.0803,4738.7939,-2731.2396,-6535.9113,2250.6641,3984.3878,-4105.3304,-4739.4609,-3859.8427,4083.2080,-3023.1007,2477.4951,-1352.7557,-3228.5573,-6378.6960,2059.7570,-3480.5215,-2358.4952,83.0136,-6108.0245,3254.6872,5477.4089,2814.7703,-6471.0015,-5946.0892,-5400.2177,425.5745,4711.8191,-92387.1065,-120139.0363,-102608.6927,-98128.8228,-102465.7214,-100423.1513,-107858.3071,-102494.3508,197483325.4348,197478830.0757,197495181.3090,197500170.3904,-103232.2933,197498233.1809,-1990.9794,5193.7064,-2587.2684,4557.8959,2394.8353,-4616.0004,-814.7976,5122.7384,-4372.7415,-6491.9418,4636.7404,-5460.8397,257.6515,1758.9431,1404.8153,-3267.2582,-4558.5868,3849.7198,-3443.1286,-4193.5453,-5529.5465,2809.9712,3429.4336,2189.3195,-5269.6610,-6407.3964,-5257.8032,-4559.1986,-5514.3453,5543.6106,-4997.2717,2276.7550,3862.0521,-5413.4616,-5455.6431,-3375.1649,5069.3503,759.7312,4680.8248,-1891.3572,-4670.8096,4167.6521,4006.1201,492.3291,-5428.8265,-1175.5475,-1082.3566,0.0000,2645.8203,2293.9395,1827.6480,5556.0096,4610.1879,-342.8074,-5281.4495,3570.0777,2516.5140,3171.2278,-4605.1766,-4675.2897,-2232.4326,-5134.7383,-4636.7610,-4382.4437,-5027.5928,-788.8851,-5396.8643,4302.4309,3071.4041,-2472.1078,4231.0644,5533.4861,-2988.9669,5026.7882,1182.0523,-638.7860,-4916.8169,5111.3074,4989.6940,-4836.7454,2919.3204,3076.7345,4718.4934,-5534.8099,-6213.2094,4482.7900,2566.7609,5813.0590,1326.4727,-3949.4826,-4320.2608,2916.8717,4213.7889,-2884.5535,-4022.1374,-199.4565,2978.6674,-2214.8595,5846.8054,-3498.0030,-175254.1735,-179849.0243,-181827.5418,-172788.6912,-176541.6889,-187086.4944,-185194.1872,-178050.0232,-97313981.4224,-97288573.6720,-97301931.3098,-97320160.6784,-179614.1446,-97312773.4521,
3600.000,-5647.1782,-2283.4944,-4043.4557,-3909.4032,5944.6885,-4015.7099,-2091.9202,-5969.5048,414.8244,4802.1359,-200.8824,-1489.1766,-607.7357,4729.0580,5478.7942,5751.6027,2189.7026,3295.5169,6883.0527,-3873.2828,100.0142,-282.7527,900.1114,5802.0269,-4119.5002,2498.8307,4809.7392,-1548.6874,5790.9363,2325.1516,-3319.6048,-3293.1424,-1678.5478,-2539.0393,3034.7559,-3056.2863,-3797.2411,-1158.6401,3975.1525,4224.6614,879.9233,1225.3769,-6195.4777,5822.0478,1599.8484,1428.0297,-1229.8985,0.0000,4983.3362,1932.5755,94.3382,-4449.1864,3778.0073,-6182.2005,3189.7157,-6244.7339,1236.6659,6836.3418,1653.4313,-2436.4129,-2309.3408,-1009.7318,-729.6074,-6819.3687,-924.1650,-379.9305,-5084.1195,-3734.1655,-1298.4355,4158.6749,4153.9369,-5794.4578,-2714.2521,-3225.9238,-4889.5339,1343.2994,-6733.8308,-4707.6837,-114.9958,2756.6842,6576.6704,-4157.6748,5994.8752,-5549.5151,1274.7180,6534.2809,510.3495,-1381.0025,-4232.7718,-5203.8652,-5983.0298,3841.5716,-5246.8704,-3872.8461,1486.0440,3415.9199,2244.7880,-2461.1172,-669.0943,1178.7538,-274798.1570,-289163.4651,-290909.6871,-284956.5723,-292432.1208,-289318.1070,-284223.7578,-285417.4571,-286864180.0681,-286858965.1438,-286870910.2899,-286842410.5639,-285420.5444,-286851362.8345,3653.1902,6139.9613,-1872.7012,1791.6111,2954.5847,-4020.1631,4850.3785,-2846.3123,-5462.9512,2925.5645,6050.6694,5914.5080,5492.0914,-4709.7715,-625.0917,3878.3134,3699.2140,-6084.1676,259.8195,-5743.5158,-5585.7923,4983.8695,-4078.7794,-3118.6401,-2634.3076,-1420.8469,-204.6185,3994.1323,-1679.7932,1527.2573,5801.0654,-3176.3245,6714.5892,5709.0709,5421.2292,3989.4233,2714.4081,-5890.4152,5560.3052,1558.2595,5722.0238,5129.6021,2778.7011,1065.3723,6061.4589,5421.6957,-4948.5740,0.0000,-1293.4316,-6129.3748,4471.1286,5113.4351,-5135.0704,-258.7544,5643.1792,-3010.3678,2616.4726,-478.6309,5410.6502,-3609.3530,6164.0426,4802.8636,-5674.3244,200.5572,2258.8392,-6076.8660,497.5389,-1965.5955,-6650.7267,-1735.8789,-5364.6730,201.5732,1570.5624,-5853.8368,3791.9109,4558.1635,-436.4267,-240.8541,6684.7931,3494.8844,2129.4366,39.5742,-387.9149,992.8348,3545.6125,2179.6430,6723.9907,-2765.3342,4989.6468,4559.8594,3105.0209,5745.5707,1619.1535,-1913.2016,-4976.0338,4125.5780,6289.7766,6151.8434,3068.5035,-6718.2314,-165229.0597,-197317.4107,-177616.2881,-175110.3053,-179501.7120,-176937.2084,-183568.3163,-180355.8143,127545365.4489,127535597.6471,127550306.7103,127568907.1995,-179856.8338,127560693.7543,-1696.9846,-2186.3640,5303.9358,-5427.9559,1949.5274,3969.5419,4481.9037,-2071.1840,4133.4620,4077.0432,-3152.2669,3116.3414,-4180.5363,1888.5446,-4217.4625,-170.7540,5426.9284,205.9605,-741.9903,377.1865,4091.4933,-4650.9033,-5519.6790,2135.5267,4907.8628,6314.1031,4999.7773,5442.9177,3384.5729,-6378.5020,1468.1008,-5212.8380,182.0313,2808.3675,3067.1116,4601.9026,-5112.9247,3435.0215,-1150.3186,5146.1361,3815.5954,-4514.0461,-677.2106,3599.8580,2923.6476,4080.9852,4669.8196,0.0000,-4657.3369,2649.9474,-5161.0089,-1560.5557,-2434.2264,-3144.6319,2412.7579,-300.8792,-6320.1501,1033.3113,4010.8650,5381.9384,-2142.9298,4762.5906,3914.0783,199.4473,6500.7857,-3091.4970,4668.2181,-5526.5179,789.8827,5263.9470,-1488.8945,-3782.1102,6197.3870,-1804.6822,3090.2002,4766.9805,1589.6368,-5071.6771,-1519.0518,5287.2583,596.3221,-5456.6125,-3474.9541,4020.6677,5832.9534,-809.6212,1658.3975,-6233.9797,2299.0701,-105.6290,1626.8664,600.1682,-3980.4633,5404.8210,4589.6235,4277.8723,1940.5270,-2074.9611,-6208.3397,-221.7984,-175637.7504,-180185.6336,-181403.2629,-174385.4397,-174842.9023,-185119.2347,-187454.5211,-181543.0290,-97258736.8569,-97231308.2472,-97247048.3122,-97257722.5599,-179797.5404,-97254477.4971,
7200.000,2587.5430,684.4661,4339.9694,3153.2991,-4673.6855,6443.5031,-2006.8927,6403.8224,2835.2539,-6043.3714,-2681.4124,-257.1189,-2795.5746,-1428.7051,-3345.3621,-5859.7990,-5695.8000,-1032.8718,-5070.8526,4445.7048,1912.0730,-4107.9517,3295.3567,-2565.9582,6661.9829,-6455.4060,-6004.1616,-1524.3313,-5892.3671,-5972.7996,1396.9350,4732.4231,-340.7112,931.8443,-4662.4433,-331.2093,3055.5198,3289.0502,-4730.9249,-3806.5174,-3687.9612,-4633.7587,3933.7300,-3572.2739,-3253.8676,-4455.9206,4039.2966,0.0000,-3110.6186,4.2174,-4426.5784,3888.1255,-1441.9433,4134.3982,-4528.6713,6152.4120,1932.8496,-4679.6485,-4579.8066,5842.6715,-590.5491,-1545.2644,3608.4344,5045.0260,-2091.5609,3773.3688,6118.3456,5880.6073,3637.6991,-1115.8815,-2133.3558,6567.4623,-1547.6006,4354.7187,1104.5565,-4739.8720,6307.0564,6114.9265,-1635.9377,-6041.9968,-5797.4573,3340.4916,-6246.7215,6182.9272,-3544.6183,-6043.0912,-2281.5905,4674.1612,741.3315,2935.5225,4582.1463,-4901.0190,4411.7046,4598.9086,1801.3695,-4225.2720,-2011.9250,-350.3853,-950.0271,1747.1051,-225826.5953,-231396.8216,-236339.6274,-230193.0123,-238328.5937,-235629.9449,-230561.5934,-231578.3893,-310104422.9956,-310094286.5374,-310109415.6069,-310090101.3533,-231392.1805,-310092736.5594,-4743.1087,-6488.5361,-2413.9899,-5420.0072,40.3254,2389.4880,-3779.0155,1354.9352,6165.3773,-3370.5934,-6235.0809,-6702.3233,-3095.8443,5155.6137,4097.0061,-1268.9665,-2552.2033,5438.6407,1559.3910,3921.9845,6660.3429,-4564.0548,4432.3225,3827.4287,1070.1038,57.7396,2985.1489,-6033.7216,3532.6234,-439.7870,-5942.5080,-892.0610,-5541.8503,-6559.6868,-4999.1201,-6384.9396,-5886.3819,2575.5886,-4001.2295,3165.5518,-5837.7306,-4699.1978,-4586.4284,2178.0598,-5952.6666,-2737.3995,1633.0822,0.0000,4849.3071,3357.2584,-2336.6003,-4679.0849,6478.9493,-2942.6446,-4861.9118,525.6645,1858.6069,2165.2454,-5112.3104,2422.4865,-4557.8542,-6597.6487,5863.9948,-2051.6533,-5101.0418,3270.4158,-3058.7139,-1166.3846,4093.3749,4769.6705,6248.9899,-2148.4937,-3425.5009,4732.4018,-4102.2624,-514.1115,-1065.3808,-2639.9278,-5918.3952,-2302.2145,565.8841,-4461.4662,3012.9622,-3130.9243,-5602.7716,-412.0642,-4330.4387,4144.7289,-5176.7051,-4758.9908,-4793.8527,-3143.9423,-5102.0340,-2326.8973,6250.7412,371.8707,-3321.4554,-4680.6747,-6210.2736,5414.4852,-228150.6951,-261978.2779,-241394.1350,-240775.6529,-245141.2702,-242646.4961,-247697.9722,-244708.8559,48908195.3769,48893805.3500,48906057.2446,48933786.9065,-244989.9022,48923404.5158,4336.9543,-2252.5415,-4845.4797,2919.7659,-5107.1938,-957.5938,-5459.3819,-2272.1586,-1069.4840,674.4228,-714.4804,1405.8738,5520.3686,-4425.5187,4479.2171,3482.5903,-3021.1005,-4158.9092,4447.9855,3631.7849,-189.2929,2957.1697,4156.8501,-5175.3803,-1612.1609,-2574.2646,-1828.6484,-3065.5476,825.8158,3527.1702,3091.1206,4977.6544,-4139.6457,1752.8560,1153.8912,-2381.0722,1965.6504,-5521.4068,-3105.8037,-4733.3876,-694.6257,2129.8488,-3177.9944,-5530.4425,1369.0273,-4570.8357,-5380.7472,0.0000,3855.3392,-6091.3393,4629.6117,-3369.1209,-1589.9736,4719.0767,1930.0381,-3171.9876,6397.4693,-4634.9046,-1044.0534,-2841.2551,5166.6626,-1005.5524,-858.3919,4107.1470,-4241.8732,4642.7338,-1102.8685,3504.2001,-4078.3003,-4916.3131,-2160.2987,-343.7965,-5853.7331,-2561.4163,-5466.3166,-4766.8694,2670.3559,1867.2929,-3050.0555,-2470.8494,-3777.4698,3983.0030,118.4351,-83.1825,-2102.2478,-3378.4228,-4932.9051,3046.8624,-4567.0785,4069.7937,2024.8481,-3781.0037,416.6376,-4631.9590,-2419.0438,-5397.2522,-5772.3687,5105.9308,2971.2283,3756.2375,-176045.8645,-180500.9518,-180531.7395,-176895.1056,-173623.1014,-182236.8931,-188926.1914,-178226.0082,-97203192.9412,-97174320.7732,-97192469.5955,-97194423.9879,-179964.0214,-97196158.0373,
