sl_100_86400_20240116 Coordinates.csv
2024/01/16 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:39 2024,
Start: 2024/01/16 07:47:00.00, Stop: 2024/01/17 07:47:00.00,
TIME_UNITS,STARLINK-4306 - X-Coordinate,STARLINK-2535 - X-Coordinate,STARLINK-2340 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-3392 - X-Coordinate,STARLINK-31601 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-30889 - X-Coordinate,STARLINK-4621 - X-Coordinate,STARLINK-30225 - X-Coordinate,STARLINK-30856 - X-Coordinate,STARLINK-5700 - X-Coordinate,STARLINK-5474 - X-Coordinate,STARLINK-3602 - X-Coordinate,STARLINK-30235 - X-Coordinate,STARLINK-5577 - X-Coordinate,STARLINK-5638 - X-Coordinate,STARLINK-2008 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-30281 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-30888 - X-Coordinate,STARLINK-31746 - X-Coordinate,STARLINK-3841 - X-Coordinate,STARLINK-1941 - X-Coordinate,STARLINK-4403 - X-Coordinate,STARLINK-30371 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-1678 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-2397 - X-Coordinate,STARLINK-4255 - X-Coordinate,STARLINK-4461 - X-Coordinate,STARLINK-31060 - X-Coordinate,STARLINK-31024 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-31384 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-4424 - X-Coordinate,STARLINK-4458 - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-5526 - X-Coordinate,STARLINK-4504 - X-Coordinate,STARLINK-31805 - X-Coordinate,STARLINK-4341 - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-11158 [DTC] - X-Coordinate,STARLINK-31527 - X-Coordinate,STARLINK-5279 - X-Coordinate,STARLINK-3848 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-30389 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-2331 - X-Coordinate,STARLINK-6074 - X-Coordinate,STARLINK-30178 - X-Coordinate,STARLINK-32207 - X-Coordinate,STARLINK-1448 - X-Coordinate,STARLINK-5571 - X-Coordinate,STARLINK-1727 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-30756 - X-Coordinate,STARLINK-6061 - X-Coordinate,STARLINK-32085 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-3635 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-30282 - X-Coordinate,STARLINK-1376 - X-Coordinate,STARLINK-4337 - X-Coordinate,STARLINK-3344 - X-Coordinate,STARLINK-31810 - X-Coordinate,STARLINK-3752 - X-Coordinate,STARLINK-4213 - X-Coordinate,STARLINK-2688 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-31221 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-31278 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-11169 [DTC] - X-Coordinate,STARLINK-5837 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-5979 - X-Coordinate,STARLINK-5810 - X-Coordinate,STARLINK-5945 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-2535 - Y-Coordinate,STARLINK-2340 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-3392 - Y-Coordinate,STARLINK-31601 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-30889 - Y-Coordinate,STARLINK-4621 - Y-Coordinate,STARLINK-30225 - Y-Coordinate,STARLINK-30856 - Y-Coordinate,STARLINK-5700 - Y-Coordinate,STARLINK-5474 - Y-Coordinate,STARLINK-3602 - Y-Coordinate,STARLINK-30235 - Y-Coordinate,STARLINK-5577 - Y-Coordinate,STARLINK-5638 - Y-Coordinate,STARLINK-2008 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-30281 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-30888 - Y-Coordinate,STARLINK-31746 - Y-Coordinate,STARLINK-3841 - Y-Coordinate,STARLINK-1941 - Y-Coordinate,STARLINK-4403 - Y-Coordinate,STARLINK-30371 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-1678 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-2397 - Y-Coordinate,STARLINK-4255 - Y-Coordinate,STARLINK-4461 - Y-Coordinate,STARLINK-31060 - Y-Coordinate,STARLINK-31024 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-31384 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,STARLINK-4458 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-5526 - Y-Coordinate,STARLINK-4504 - Y-Coordinate,STARLINK-31805 - Y-Coordinate,STARLINK-4341 - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-11158 [DTC] - Y-Coordinate,STARLINK-31527 - Y-Coordinate,STARLINK-5279 - Y-Coordinate,STARLINK-3848 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-30389 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-2331 - Y-Coordinate,STARLINK-6074 - Y-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-32207 - Y-Coordinate,STARLINK-1448 - Y-Coordinate,STARLINK-5571 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-30756 - Y-Coordinate,STARLINK-6061 - Y-Coordinate,STARLINK-32085 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-3635 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-30282 - Y-Coordinate,STARLINK-1376 - Y-Coordinate,STARLINK-4337 - Y-Coordinate,STARLINK-3344 - Y-Coordinate,STARLINK-31810 - Y-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-4213 - Y-Coordinate,STARLINK-2688 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-31221 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-31278 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-11169 [DTC] - Y-Coordinate,STARLINK-5837 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-5979 - Y-Coordinate,STARLINK-5810 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-2535 - Z-Coordinate,STARLINK-2340 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-3392 - Z-Coordinate,STARLINK-31601 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-30889 - Z-Coordinate,STARLINK-4621 - Z-Coordinate,STARLINK-30225 - Z-Coordinate,STARLINK-30856 - Z-Coordinate,STARLINK-5700 - Z-Coordinate,STARLINK-5474 - Z-Coordinate,STARLINK-3602 - Z-Coordinate,STARLINK-30235 - Z-Coordinate,STARLINK-5577 - Z-Coordinate,STARLINK-5638 - Z-Coordinate,STARLINK-2008 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-30281 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-30888 - Z-Coordinate,STARLINK-31746 - Z-Coordinate,STARLINK-3841 - Z-Coordinate,STARLINK-1941 - Z-Coordinate,STARLINK-4403 - Z-Coordinate,STARLINK-30371 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-1678 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-2397 - Z-Coordinate,STARLINK-4255 - Z-Coordinate,STARLINK-4461 - Z-Coordinate,STARLINK-31060 - Z-Coordinate,STARLINK-31024 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-31384 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,STARLINK-4458 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-5526 - Z-Coordinate,STARLINK-4504 - Z-Coordinate,STARLINK-31805 - Z-Coordinate,STARLINK-4341 - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-11158 [DTC] - Z-Coordinate,STARLINK-31527 - Z-Coordinate,STARLINK-5279 - Z-Coordinate,STARLINK-3848 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-30389 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-2331 - Z-Coordinate,STARLINK-6074 - Z-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-32207 - Z-Coordinate,STARLINK-1448 - Z-Coordinate,STARLINK-5571 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-30756 - Z-Coordinate,STARLINK-6061 - Z-Coordinate,STARLINK-32085 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-3635 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-30282 - Z-Coordinate,STARLINK-1376 - Z-Coordinate,STARLINK-4337 - Z-Coordinate,STARLINK-3344 - Z-Coordinate,STARLINK-31810 - Z-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-4213 - Z-Coordinate,STARLINK-2688 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-31221 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-31278 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-11169 [DTC] - Z-Coordinate,STARLINK-5837 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-5979 - Z-Coordinate,STARLINK-5810 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5517.0180,3629.8474,1503.7529,-4305.7587,-6266.1849,-6252.8314,-5896.3698,2444.9200,-4312.9380,2742.3747,-2831.1409,-622.6663,3495.9178,-2797.6921,2330.6927,5264.4778,-232.1514,-233.6008,102.2378,-5539.5602,-6450.8445,-6003.7625,-5222.3291,5107.6395,5220.6627,4350.3434,-5389.9870,4079.0332,4001.6397,3071.7123,-4304.0950,-2259.8359,4520.7993,-5567.8573,4509.5651,5131.5093,659.5753,4066.2815,-2209.2069,5756.4487,-1214.8276,3323.8136,510.8355,5920.6031,3833.2693,-2336.8612,-5033.4572,-1154.5580,-2511.4439,-5882.6397,5389.2261,4696.5318,-3996.1347,-439.8322,3211.0119,2001.1668,1653.1746,-4983.1541,4379.9069,-2680.7100,-5225.5680,3387.6102,2184.6359,3547.9842,-2850.7501,-5022.0712,-3037.5735,-3257.4153,-1768.3537,-4638.5312,-3814.2238,-4436.2969,-1446.3601,4966.8867,3184.1831,3581.2657,3922.7639,-6333.4578,-4926.7436,5591.5853,-2910.7802,3704.7825,3674.6208,-177.7145,-5430.9783,4523.6969,4447.0916,4152.1982,-3829.1594,6273.2896,-1361.8730,-2405.7876,-5479.1200,-4211.4891,-5358.9404,5697.6107,-5713.1302,4948.3800,6642.6654,-4284.5629,255282.0564,221718.8288,233809.7424,241072.8094,233571.3592,237557.8027,234716.4770,235813.4959,-219137973.1845,-219153601.2364,-219156624.2737,-219133172.7430,237478.1406,-219134251.5085,-3087.9303,-2056.1202,5599.8904,833.4672,-2642.5835,-2496.0089,2953.7019,-6439.8023,5441.9231,-2327.0107,4207.6497,-5795.1508,-5982.6474,-5785.3648,3424.8517,1882.5304,-2366.2062,-2527.5073,-6891.2302,4096.2232,-1562.4691,910.0179,648.9392,1155.7996,-1803.9225,-5362.9593,2552.8663,-1287.9094,3137.2553,-5136.5587,-1502.8821,-3605.5269,4634.1537,140.2913,-842.7388,-80.9856,3508.0429,692.3295,6233.6379,-3126.3933,5362.4609,-5611.7293,-1295.6929,-3294.9439,1557.4452,-5867.8052,3802.9905,5633.0348,-6259.9276,-3652.4385,-3247.5595,1812.6737,-1113.7737,-5401.0957,-5991.9783,6189.7535,-5984.9844,-955.3071,-4108.0160,-5811.7457,-355.9903,5503.6209,-4848.1627,5690.3294,-4846.2048,1617.8653,-5670.2835,5006.7750,-3931.5056,2938.5504,1700.0947,-2998.1512,6726.9930,4434.1310,-4270.0185,5810.4405,3258.9949,-545.0468,1505.4785,2483.2996,-3085.0316,-2495.4416,-5311.8421,5979.3578,-80.9820,-878.8437,-5262.0693,-5060.6294,-5159.0903,2513.6955,6000.4232,3664.6025,-649.8756,-1413.1499,4006.5807,3819.0576,43.7285,3669.9342,699.7902,2889.4305,277905.5836,269017.7409,285048.7696,284234.3281,286008.5716,284707.2449,276788.1761,280799.0616,239880062.3564,239867267.1756,239873202.0318,239856515.2447,280664.6353,239864108.5404,-2878.3254,5533.5701,3800.1133,5361.1800,1357.0253,-1048.0299,1731.0011,663.9352,-220.9685,5933.1976,4726.7761,-3759.8600,-319.5164,-2662.7194,5535.6283,-4113.7012,6524.6214,-6478.7294,-777.0149,802.6277,2005.5562,-3331.4396,4338.0527,4544.4367,-3995.8630,-446.5672,3559.4771,5460.4370,-4733.0894,-3484.2911,5210.5772,-5468.1004,2488.2800,-4152.3039,-5218.0110,4632.4066,5952.5886,5500.5268,-2079.7249,1911.6753,-4078.6180,-2351.2769,6794.9131,1503.2255,5568.6764,-2874.1060,-2929.9697,-3857.4112,-1019.4151,-560.1929,-2945.0207,4467.6974,5449.2928,-4314.2163,1283.9454,-2366.5216,3050.1259,4721.5505,-3484.4081,-2683.8477,4540.2857,2513.2972,4377.0187,1734.2958,-4073.7013,-4512.0846,2570.1777,-3538.5458,5448.7707,4045.8220,5525.0136,-4394.5631,-773.9230,1493.5072,-4463.4579,-1225.3219,-4720.6744,2698.5968,-4476.3245,3228.7737,-5475.6772,5343.1937,2531.8891,3468.2251,-4323.2631,5054.2944,800.0816,2264.7595,-2452.0429,-1589.2766,2952.8339,5348.7133,-4054.6728,-5314.9783,781.8855,1087.8325,3931.4492,3200.4272,1901.0430,-4634.8828,-364.5902,-3667.5654,-6802.1746,2359.9793,-1609.4763,-12112.9467,-10017.3580,-5132.1446,-143588817.3245,-143607414.4298,-143586568.7296,-143586597.8009,-4554.6651,-143576610.5455,
3600.000,4130.0051,-1453.2469,-3523.4047,2219.3289,5007.2495,5801.7164,2364.0801,-600.4282,1871.7267,-6505.8559,-522.3335,2574.9675,-822.0095,2299.7738,-5684.5093,-4772.8416,4555.0872,4470.2984,1661.0832,3548.0661,6709.2388,6300.5542,1757.4294,-6212.0445,-1738.8712,-2302.6546,1788.7365,702.2182,-6021.1544,724.8355,6447.9161,5265.3018,-6125.1860,6043.3501,-2047.6144,-2517.2644,1762.7978,-4612.7104,698.3805,-4023.9022,-855.0401,-1962.0542,-5339.3101,-5845.6693,-4738.1255,4308.6613,5238.9908,-578.9111,4332.1536,3132.6164,-6452.1458,-3159.9656,5458.5080,3438.3106,-482.9670,-3474.8253,1529.7538,5259.7558,-597.9248,4177.0089,4275.1697,-5311.6253,2075.8220,-4028.8520,5681.7160,5470.8702,4438.0792,-655.6283,2640.7663,625.7767,1854.0910,4038.5164,-299.6378,-6030.8179,684.9406,-4460.6641,533.6182,3800.1257,2188.0715,-4089.9158,5309.4254,-390.9562,-96.0656,-1576.2203,3885.2235,-1547.9825,-2234.2857,-2915.7999,5733.5376,-4916.0811,-1330.2729,104.9929,6665.0963,4005.4453,2766.1142,-2177.2980,3752.0555,-726.1211,-3860.9582,2430.0664,177062.3725,146635.9013,157247.7612,163369.3789,155108.6145,159185.8174,157681.8191,161228.4564,-273759818.0423,-273772945.7554,-273779436.6450,-273748717.3997,159624.6200,-273756996.5297,5031.0020,5463.2988,-5972.7071,-4554.6543,67.4482,293.0906,-4594.8497,5930.7574,-5869.9258,1684.8932,-6088.3660,6429.0705,5875.5068,2457.9284,-1172.4472,2147.6424,2348.1089,1012.4475,5038.3010,-5281.6111,-614.8659,-2721.9482,-3922.1488,2116.1092,4955.6716,5375.4227,-3814.2290,-1094.5631,175.7518,4103.6910,-1068.1467,566.3871,-3064.9606,-3161.3048,4339.2724,3531.8120,-6474.5853,3500.3075,-6517.3177,5096.6720,-6786.3849,6348.6560,1743.1706,779.1598,-4957.3632,2734.2515,-4100.9156,-6892.8584,3197.8941,4303.3236,1104.8744,3217.0973,-2748.7258,2413.6265,4969.2249,-5637.8126,3981.1358,-2936.5743,5041.6734,5306.2932,-3596.2608,-4327.5054,3712.2589,-2627.9177,3818.6499,-4182.5317,5033.8565,-5038.7420,-543.7536,-5245.1077,-5287.2811,-1238.8002,-6003.0384,-1990.5885,5428.6490,-4363.4664,-786.5265,-2111.5590,-5235.4650,1046.6674,-453.8707,4908.4523,5174.1063,-6698.1381,-3691.3370,4567.8090,5955.8106,5944.0514,3523.6780,98.6492,-6632.3677,-6384.4112,-1539.5943,-2940.0820,-4695.2217,-3500.9670,-3558.4211,-2105.2825,382.6811,-5972.0915,334101.2115,316319.4431,336771.6295,334255.9423,336751.5361,336187.9803,327934.8686,331691.2928,174950083.2711,174933153.6501,174935533.1611,174928253.4440,331367.9560,174933940.5925,-2419.8295,-4030.0754,189.6114,-4741.9274,-4807.2391,-3566.2771,-4459.3185,3505.2795,-3212.7064,-1766.5196,-3297.1234,-322.2242,3586.8501,6076.1732,-3780.8126,4544.4474,-4700.6226,5224.9146,4454.1347,2757.5639,1645.7692,-917.4564,-5308.7474,-2269.0055,4330.2276,-3707.4817,-5535.8394,-6826.5256,3440.5644,5515.1770,-2313.8898,4449.7223,1113.0845,1287.4507,5006.5654,-5399.6278,-1815.8836,-3729.0148,-2261.0108,2092.8598,-221.3970,-1979.3166,-4092.3086,3664.1808,-1110.4486,4689.4462,-2032.6281,-239.5519,4175.2929,-4470.1712,-2331.9150,-5010.1622,-3115.3042,5490.6658,-4798.8633,-2015.8308,-5458.7760,-3449.0562,4721.4211,-1601.0732,-4121.0534,1089.4374,-5430.6429,-4994.2658,1121.4474,844.0050,1719.9596,4715.7928,-6413.1023,-4332.8151,-4092.1092,5472.7737,-3444.5914,2487.2579,4267.2731,-3031.2065,6870.8362,-5377.1247,3776.1473,-5493.0349,4406.6716,-4944.6510,-4629.8326,715.8625,4396.6383,-4866.1612,2760.3070,2034.4398,-1404.9089,4886.5392,923.0402,-2684.0226,-251.1361,4809.1681,3951.1174,-5591.9239,-4635.3322,-6581.0703,-5765.1813,2549.3782,1198.3760,-1992.2695,-4440.2243,2798.9104,2118.5547,-8188.6772,-10322.9778,-1947.9388,-143570640.2148,-143589210.1545,-143571714.8821,-143567402.0322,-2743.1878,-143558440.4785,
7200.000,-568.6731,-214.2822,4134.6696,-511.9964,-2662.6919,-2701.2223,2231.5571,-2436.6178,1738.7387,5974.4968,3053.9008,-3487.1047,-2792.5271,-2754.7169,6895.7790,3675.8279,-6385.4098,-6841.3647,-3986.8176,127.6071,-4518.3573,-3761.1309,1419.0970,5365.9047,-1705.4775,-1444.2477,2085.1572,-5545.1745,6384.0185,-4727.6042,-6112.7809,-6707.3365,5624.7124,-4508.1938,91.0052,151.6749,-3615.5541,4004.5984,1721.0893,-0.1327,2520.1164,-733.2272,6854.0504,1475.7116,2112.0311,-5792.7972,-2465.5159,2100.0156,-5194.3163,553.6390,2932.8989,1251.6038,-4891.9409,-6074.9863,-3349.4170,3971.1004,-5046.6531,-4360.4553,-3185.4507,-4306.2530,-2760.0021,5472.9642,-5735.3080,4253.4111,-6263.0451,-3798.5747,-4398.1831,4376.2035,-4287.6240,3014.2734,-269.1361,-3551.2445,2854.6377,4625.3263,-3819.1797,4244.7539,-2786.2895,-574.6052,637.2966,2260.6022,-6300.6919,-2077.6088,-3816.4432,2878.2114,-1991.8067,-900.1230,-1309.0997,-72.5742,-5369.4473,2580.9474,3662.5998,1493.2541,-4355.9574,-3512.3346,2249.7713,-1322.0536,-1431.5892,-2219.8358,29.3842,-341.5508,86805.5685,62097.4607,70473.1700,75395.3004,66651.4599,70396.0409,70081.0489,70298.3389,-309704664.1095,-309714369.4517,-309722065.4777,-309690434.2012,71505.8676,-309702500.8687,-2942.4479,-6935.6523,3780.8419,6802.8792,3508.6239,3070.0186,5189.3608,-3383.5875,4772.6347,729.2461,6229.1605,-4284.4580,-4260.9239,2167.7301,-526.0342,-5434.7827,-2748.8427,-766.3741,-1523.7708,5125.6361,3004.8683,3578.8855,6260.8039,-4180.6161,-6452.5629,-3883.4756,5069.1366,309.3396,-2728.4127,-2881.3109,2577.3760,1562.4075,97.8411,4738.9155,-6691.0511,-6323.6145,4855.6046,-5576.0596,4236.5941,-5089.7759,4647.5820,-4647.5671,445.1364,972.2331,5243.6635,958.2318,2932.7308,5110.6859,1394.7802,-931.9503,966.5107,-6516.3474,4590.1629,392.8518,-2887.5292,2415.5294,-1529.8323,5394.5855,-5303.6332,-2347.8080,6246.9441,1324.2920,-2470.5940,-1704.9100,-1651.6859,4771.4000,-1950.3457,4417.6452,4062.1587,5967.7811,6928.1459,5012.3801,3048.3750,-1957.3464,-5589.1926,696.2595,-3897.5112,5088.8366,6786.2503,-4882.4968,2793.8682,-6416.2202,-4238.1431,4419.5813,6386.6151,-6684.3609,-4956.3356,-4671.9735,-97.3933,-3674.4260,4021.8843,6555.3629,2977.2279,5809.7560,3569.4212,-568.3372,6288.2007,-2501.6859,-3043.1648,6848.6157,368662.2770,343261.0235,366961.6311,362953.8270,365923.6316,365690.2232,358450.5990,360284.6393,98094908.4200,98075327.7061,98073003.3117,98078208.3761,360946.3108,98078095.2884,6254.2727,89.7699,-4101.1512,1242.4171,5348.2005,5439.4664,3814.0003,-5529.8217,4727.4039,-3472.6963,-125.0879,4177.8431,-4714.0445,-6007.7632,-335.4715,-2263.4757,130.3377,-993.7368,-5470.9712,-4678.9891,-4327.4540,4569.0166,2312.9707,-1383.3417,-1376.2169,5531.2414,4265.2164,4161.9669,-119.8234,-4160.1564,-2017.5450,-717.6682,-4068.8796,2322.5770,-1854.5711,2799.7804,-3416.8629,-555.8449,5197.1496,-4555.0636,4332.9420,5078.9855,-1042.9995,-6719.5448,-4040.3564,-3701.7961,5795.6285,4156.2273,-4199.7805,6851.3585,6213.4546,1163.8065,-1432.8938,-3301.5615,5312.1283,5115.5631,4474.4100,85.6355,-3152.2466,4895.8591,1210.3267,-4058.9499,2914.9599,5186.8884,2481.9789,3297.6499,-4994.9884,-3089.3766,3665.9127,1376.7201,164.1429,-3197.8882,5511.0491,-4627.8698,-1566.5390,5426.9083,-5032.2012,4628.6157,-248.7852,4346.2387,-637.4331,1767.5901,3944.0723,-4486.0942,-1850.9518,1179.0802,-4679.7629,-5123.5294,4279.0090,-5297.5831,-4136.7905,-1664.3479,4348.3104,-1358.5205,-5256.5932,6784.1639,2553.8955,6076.4382,6237.1985,1049.0555,2719.1623,-322.8457,-1623.2670,2313.3780,5352.2496,-3370.9015,-9851.4762,-2053.4168,-143551629.6066,-143570551.3645,-143556404.2313,-143546120.4162,-931.5051,-143540226.9944,
