sl_100_86400_20240507 Coordinates.csv
2024/05/07 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:11 2024,
Start: 2024/05/07 07:47:00.00, Stop: 2024/05/08 07:47:00.00,
TIME_UNITS,STARLINK-31540 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-4142 - X-Coordinate,STARLINK-2605 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-3515 - X-Coordinate,STARLINK-5549 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-2393 - X-Coordinate,STARLINK-32040 - X-Coordinate,STARLINK-5081 - X-Coordinate,STARLINK-31726 - X-Coordinate,STARLINK-30374 - X-Coordinate,STARLINK-31538 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-32011 - X-Coordinate,STARLINK-32031 - X-Coordinate,STARLINK-4315 - X-Coordinate,STARLINK-3911 - X-Coordinate,STARLINK-5573 - X-Coordinate,STARLINK-1296 - X-Coordinate,STARLINK-1991 - X-Coordinate,STARLINK-4662 - X-Coordinate,STARLINK-31712 - X-Coordinate,STARLINK-5033 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-32175 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-3296 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-4274 - X-Coordinate,STARLINK-4055 - X-Coordinate,STARLINK-1465 - X-Coordinate,STARLINK-30406 - X-Coordinate,STARLINK-31443 - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-3752 - X-Coordinate,STARLINK-1762 - X-Coordinate,STARLINK-3865 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-5642 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-6146 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-31230 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-2002 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-4120 - X-Coordinate,STARLINK-32149 - X-Coordinate,STARLINK-5246 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-1492 - X-Coordinate,STARLINK-31262 - X-Coordinate,STARLINK-5510 - X-Coordinate,STARLINK-31628 - X-Coordinate,STARLINK-31802 - X-Coordinate,STARLINK-3117 - X-Coordinate,STARLINK-31674 - X-Coordinate,STARLINK-31533 - X-Coordinate,STARLINK-31933 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-4025 - X-Coordinate,STARLINK-30859 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-4316 - X-Coordinate,STARLINK-1407 - X-Coordinate,STARLINK-1891 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-30607 - X-Coordinate,STARLINK-3270 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-31807 - X-Coordinate,STARLINK-32133 - X-Coordinate,STARLINK-4330 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-2024 - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-3563 - X-Coordinate,STARLINK-30390 - X-Coordinate,STARLINK-30969 - X-Coordinate,STARLINK-30243 - X-Coordinate,STARLINK-3354 - X-Coordinate,STARLINK-30158 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-31663 - X-Coordinate,STARLINK-5444 - X-Coordinate,STARLINK-3606 - X-Coordinate,STARLINK-3927 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-4142 - Y-Coordinate,STARLINK-2605 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-3515 - Y-Coordinate,STARLINK-5549 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-2393 - Y-Coordinate,STARLINK-32040 - Y-Coordinate,STARLINK-5081 - Y-Coordinate,STARLINK-31726 - Y-Coordinate,STARLINK-30374 - Y-Coordinate,STARLINK-31538 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-32011 - Y-Coordinate,STARLINK-32031 - Y-Coordinate,STARLINK-4315 - Y-Coordinate,STARLINK-3911 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,STARLINK-1296 - Y-Coordinate,STARLINK-1991 - Y-Coordinate,STARLINK-4662 - Y-Coordinate,STARLINK-31712 - Y-Coordinate,STARLINK-5033 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-32175 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-3296 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-4274 - Y-Coordinate,STARLINK-4055 - Y-Coordinate,STARLINK-1465 - Y-Coordinate,STARLINK-30406 - Y-Coordinate,STARLINK-31443 - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-1762 - Y-Coordinate,STARLINK-3865 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-5642 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-6146 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-31230 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-2002 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-4120 - Y-Coordinate,STARLINK-32149 - Y-Coordinate,STARLINK-5246 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-1492 - Y-Coordinate,STARLINK-31262 - Y-Coordinate,STARLINK-5510 - Y-Coordinate,STARLINK-31628 - Y-Coordinate,STARLINK-31802 - Y-Coordinate,STARLINK-3117 - Y-Coordinate,STARLINK-31674 - Y-Coordinate,STARLINK-31533 - Y-Coordinate,STARLINK-31933 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-30859 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-1407 - Y-Coordinate,STARLINK-1891 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-30607 - Y-Coordinate,STARLINK-3270 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-31807 - Y-Coordinate,STARLINK-32133 - Y-Coordinate,STARLINK-4330 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-2024 - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-3563 - Y-Coordinate,STARLINK-30390 - Y-Coordinate,STARLINK-30969 - Y-Coordinate,STARLINK-30243 - Y-Coordinate,STARLINK-3354 - Y-Coordinate,STARLINK-30158 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-31663 - Y-Coordinate,STARLINK-5444 - Y-Coordinate,STARLINK-3606 - Y-Coordinate,STARLINK-3927 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-4142 - Z-Coordinate,STARLINK-2605 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-3515 - Z-Coordinate,STARLINK-5549 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-2393 - Z-Coordinate,STARLINK-32040 - Z-Coordinate,STARLINK-5081 - Z-Coordinate,STARLINK-31726 - Z-Coordinate,STARLINK-30374 - Z-Coordinate,STARLINK-31538 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-32011 - Z-Coordinate,STARLINK-32031 - Z-Coordinate,STARLINK-4315 - Z-Coordinate,STARLINK-3911 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,STARLINK-1296 - Z-Coordinate,STARLINK-1991 - Z-Coordinate,STARLINK-4662 - Z-Coordinate,STARLINK-31712 - Z-Coordinate,STARLINK-5033 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-32175 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-3296 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-4274 - Z-Coordinate,STARLINK-4055 - Z-Coordinate,STARLINK-1465 - Z-Coordinate,STARLINK-30406 - Z-Coordinate,STARLINK-31443 - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-1762 - Z-Coordinate,STARLINK-3865 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-5642 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-6146 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-31230 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-2002 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-4120 - Z-Coordinate,STARLINK-32149 - Z-Coordinate,STARLINK-5246 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-1492 - Z-Coordinate,STARLINK-31262 - Z-Coordinate,STARLINK-5510 - Z-Coordinate,STARLINK-31628 - Z-Coordinate,STARLINK-31802 - Z-Coordinate,STARLINK-3117 - Z-Coordinate,STARLINK-31674 - Z-Coordinate,STARLINK-31533 - Z-Coordinate,STARLINK-31933 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-30859 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-1407 - Z-Coordinate,STARLINK-1891 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-30607 - Z-Coordinate,STARLINK-3270 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-31807 - Z-Coordinate,STARLINK-32133 - Z-Coordinate,STARLINK-4330 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-2024 - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-3563 - Z-Coordinate,STARLINK-30390 - Z-Coordinate,STARLINK-30969 - Z-Coordinate,STARLINK-30243 - Z-Coordinate,STARLINK-3354 - Z-Coordinate,STARLINK-30158 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-31663 - Z-Coordinate,STARLINK-5444 - Z-Coordinate,STARLINK-3606 - Z-Coordinate,STARLINK-3927 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5420.1993,-4772.7492,3055.4079,-1847.7481,-953.9877,-4437.4768,-3941.8029,-3843.9752,-306.8747,-615.9624,-2301.9052,-4725.3307,5315.4200,-4592.0866,6399.6469,-3049.5631,-5529.2280,4027.0667,-5611.7615,430.2212,-1562.4223,1893.2633,-6500.9608,-5075.1571,5275.5262,-5652.2169,3807.1803,4934.5968,-6241.2541,-4567.6088,5477.7166,-2267.8322,800.7873,-6775.3237,-1410.1870,-6297.7592,-5800.5963,-3929.6874,4224.6890,2827.2465,6549.2240,3204.2874,-4992.7276,-4162.8453,819.7813,-6053.9603,3020.1624,-5703.7148,-4247.8285,-2130.1898,-10.2547,-6501.8057,-5194.3029,-590.2245,4639.2060,6223.0320,-6418.2811,967.1060,1374.3936,-907.6114,351.6161,-2408.0767,4909.6683,5565.9158,363.2499,6426.9570,4938.7765,-2330.8048,5105.4303,3571.8207,3236.9908,4573.4179,1144.5201,2740.0952,546.6941,-6719.4595,-3748.9130,4263.3396,-508.0857,3124.5652,651.6317,-3015.1448,-6521.1268,0.0000,-5871.4708,-4598.2701,3607.6171,-1240.9232,-6861.3212,5002.5999,2351.8551,-6689.7018,-3157.9888,6457.2140,3202.6141,-4781.6444,-4031.0628,3064.1531,-4551.6443,-3524.6577,-229586.4835,-223186.1622,-225765.4810,-226834.8162,-225946.4366,-226136.8320,-217678.9673,-222015.0525,-269256638.9523,-269221240.5202,-269237256.5018,-269235086.7856,-222223.2047,-269240898.6428,3956.8621,4726.0597,-3290.3560,-5786.0300,6408.8400,-565.4771,-3262.0889,-4040.8316,-5284.0127,5669.3109,4091.5857,-2463.0170,-2206.4113,-5079.8891,-2338.0114,-5450.0279,608.4518,1373.5748,-3179.0159,6887.0995,-3154.1591,6676.2858,-91.6388,3873.8718,-3936.3616,-1867.1576,2838.1464,1242.4096,-2288.5489,2273.8813,-592.1290,-5853.7198,6846.7328,475.8854,-5513.4981,2817.6304,2845.1006,2372.3003,3390.1364,3241.3485,2114.2003,-4988.6379,424.7715,2850.2258,5890.9107,1362.1883,2930.6923,2130.2111,4300.7957,2063.6190,-4228.4166,-2030.8872,440.9568,4475.7576,-1285.1813,-490.9015,-159.2977,-1208.0860,6637.3836,6119.6284,5988.8419,-320.8545,-1780.7879,1804.9105,-4145.0420,-2244.8261,-4551.7592,4509.7795,-423.9036,5856.9801,4069.0725,2995.3290,-5347.9649,3158.1818,4199.4539,-351.2695,-3013.5486,-135.4532,6794.7109,2697.9817,4291.9447,-6164.1939,250.2475,0.0000,-3690.2571,-2814.8701,4305.9769,-6710.5183,-624.7901,4466.6073,6527.2280,-390.9177,-4547.0864,1718.2606,-4761.3910,4502.7492,4948.0739,-3740.8627,642.6782,-3661.4486,283270.9856,274633.3938,267993.0458,274833.6307,266994.6559,271070.8009,271344.4830,271419.5496,113316288.3530,113264702.7846,113289846.2563,113312965.8634,272523.1691,113305606.7497,1240.4034,312.8947,-5270.4315,3335.3633,2135.0205,-5285.8590,-4698.3070,4116.3010,-4311.5524,3926.6637,4982.8659,-4472.5123,3655.4234,1110.3311,-369.7332,-2749.5821,4011.9407,-5343.3227,-2587.0245,-586.8966,5983.8768,51.4126,-2401.1475,-2670.3721,-1807.9426,-3602.7666,-4910.5557,-4722.8113,-1281.9861,4691.4647,4176.5720,-2916.1335,618.9533,-1337.9451,-3942.6107,-625.1874,2387.4289,-5061.6533,-4325.3116,-5428.3832,-833.0880,3556.0948,4619.4906,4778.9596,-3576.9018,3091.3673,5398.8437,3145.3452,3354.9397,6276.4877,5476.5944,-883.1601,4541.2162,5092.6792,4963.8890,2749.8102,-2439.8322,6760.4452,1106.1262,2907.2211,-3477.2285,-6520.8010,4366.8815,3498.5095,-5535.1066,-457.9133,-1207.7519,-4564.4090,-4668.7550,-914.6872,4584.8858,4143.0274,4255.7483,-5540.2882,5497.7262,1652.9191,-5021.2070,-5457.3763,280.7578,5448.1201,5377.0555,879.8137,-2001.9319,0.0000,-421.5126,-4343.4995,-4060.8430,-1216.0409,-654.9793,-1785.8563,68.1708,-1805.9145,-4159.4973,-1873.5701,3886.6149,-1517.1169,2402.2114,4940.3370,-5178.7331,4688.0315,98126.2572,96452.5854,94162.9427,103023.6839,99559.2747,88966.3105,90588.1910,97687.0146,4531196.5380,4545818.5776,4519477.6430,4528858.3431,96321.4928,4538648.1540,
3600.000,3141.6438,1776.9853,1065.3213,3650.7532,-1671.5291,3298.7639,-505.5309,6396.5431,4012.0483,-2639.0689,185.7282,2203.3041,-4412.7642,5205.7245,-4098.9354,4729.4484,2182.7202,-6005.1884,4033.1194,-2033.3847,4319.7533,-3014.5245,3950.7809,4196.1063,-3193.6951,6542.9081,-6638.9597,-5708.1781,5784.6089,2926.2066,-6323.5719,3570.2468,-2202.7762,4445.5303,3572.8100,4611.3873,2361.4804,-218.3316,-6487.4180,-5185.9729,-6057.5130,686.6311,3690.9689,-164.7471,-3826.7955,3238.7981,-5317.9688,5365.0539,338.7348,2274.2235,4147.8694,5443.9125,6227.1844,-2707.1879,-1486.0332,-2904.1986,4089.9375,466.9768,-3605.0993,-969.8646,-2159.0710,2607.6205,-3851.5191,-6745.0813,3807.7736,-4200.3066,-2446.6214,-2153.1186,-6150.1149,-4070.3367,-5594.2406,-5120.6047,1791.0684,-5828.5232,1956.2232,6303.9162,4418.1543,-4878.6306,-2322.5642,-5547.2291,-4537.0694,3774.0553,5867.3031,0.0000,3038.5527,6736.2872,-5816.9887,2683.3392,5152.9404,-5243.0166,-4008.0015,4852.0937,4141.9393,-5183.5557,-2141.5691,2529.3140,1791.6210,1269.1069,2103.7718,4323.7520,-292367.9336,-279513.9369,-287771.9405,-286991.9083,-286512.5246,-287345.9267,-279179.1103,-283588.9246,-289393095.2933,-289346216.4829,-289368691.8062,-289376262.1160,-282968.7915,-289376237.9343,-5417.4009,-4856.1650,4789.6640,5835.0388,-6344.5495,-3661.2608,815.7147,2392.9129,5358.1549,-3231.1275,-6684.3680,-926.2311,5204.5167,2128.0581,4271.2785,4504.7460,-3543.5174,2119.9911,4961.4414,-4960.1439,4870.7211,-4873.5634,-2178.8614,-5235.4147,5607.1489,1965.4036,-1034.8243,2462.6514,-6.4652,-5593.9376,2795.3208,2385.7591,-5516.9621,-2226.0048,5926.5167,-3777.5463,-4520.0368,-4857.4299,-2381.3946,373.7969,-344.1038,4104.7479,-4708.7152,-2384.8231,-3347.7814,-3920.9826,1009.9118,-4023.6270,-4176.9450,-5722.8997,3439.7785,-1046.0680,-2893.8681,-6029.8211,4311.6023,3001.1939,-3006.0656,-3983.1396,-4106.8416,-6536.6637,-6551.2694,-4101.5382,5425.4109,998.6899,4122.1887,4219.4581,5740.4308,-5403.5157,2998.5852,-3204.6694,-782.9685,1411.0964,6529.5872,-695.3537,-6590.2083,-1156.3665,-1177.6479,3847.6823,-5160.1442,1107.3998,-2365.0039,3567.7706,-2831.5872,0.0000,4244.3947,1509.9802,-3763.9519,4300.8188,-1287.6976,-1213.3604,-4504.8146,-2312.9861,467.5807,1328.6713,6595.8447,-5232.8193,-6384.6211,4362.5063,-4289.0094,-600.5339,214728.1838,211920.7196,204651.3485,210837.5750,202132.3157,205966.5155,207567.3650,209334.1918,39708079.3793,39662120.6604,39687222.9885,39708670.0956,208183.4889,39697555.6276,2703.8466,4287.2450,4868.3790,819.1467,1869.7726,4847.6341,6867.5801,-1233.9238,1313.8173,-5540.0226,-1505.4791,6517.1250,-58.1457,-4069.7042,-3401.0910,-1978.3931,-5465.7479,2452.6244,-2710.8937,4371.3748,-2452.8016,3901.0371,5246.1097,-1699.2414,-2228.0764,-1298.8341,1207.8508,3069.8065,-3518.5596,-2887.1417,-265.3205,5414.0055,3539.7585,4803.0125,-119.6762,-3538.3577,-4587.9444,4785.8460,499.5799,4558.4949,-3361.2089,-5533.6644,-3286.1171,-6539.0574,4709.4543,-4723.7991,-4208.4833,1374.4393,-5511.0965,-3237.6741,-4359.2185,4042.9719,-858.3291,-1655.5111,-5213.5714,-5404.1305,4611.2842,-5674.0206,-4168.4624,1729.0740,-698.0342,4959.1247,-1482.1641,195.1435,4040.1037,-3341.2504,-2767.1603,3553.4512,1080.0839,4576.0340,-4037.7977,-4357.6966,-1517.9578,3688.0117,-992.1207,2626.1399,5222.1389,3042.9364,-3813.5399,-3857.5260,-4663.4801,-4579.6593,-2039.6330,0.0000,-4583.8740,484.2766,94.8306,4713.8351,4423.4072,4369.5448,-3437.7847,4377.6195,5513.4722,4405.5379,82.7734,-3421.0344,1594.8190,-5226.3519,4996.3788,-5377.1286,99163.4174,98871.5562,96406.7877,103119.2383,102957.6615,92730.5158,90127.0862,96620.6401,4598439.3321,4607983.6419,4582539.8093,4596363.5362,97884.2252,4603178.6009,
7200.000,1096.0968,3198.7212,-3966.5553,-4138.6213,4027.6461,-2196.6382,2784.8579,-6506.1557,-5474.5644,5769.0972,1576.5717,-543.8437,1325.0444,-4851.4234,-350.0942,-4342.2895,1116.6565,5210.6843,-432.7758,4047.0306,-4376.1741,4054.0196,-548.1329,-1142.0193,-829.8699,-4309.9001,5864.3112,5010.0594,-2333.1020,-904.0185,4400.1142,-4909.0298,3732.4601,-657.0101,-4164.9346,-702.1793,1817.7014,3230.3815,5889.8036,6255.4844,3436.1640,-4720.7381,-1463.5215,4367.4443,6228.7099,105.9444,5874.1260,-2077.9312,3884.5587,-2354.6693,-6454.1430,-2690.7688,-4633.2466,4071.4483,-1121.5568,-1116.1550,-764.6399,-3548.6772,5312.1282,2894.2264,3214.4409,-3199.6469,1220.1280,4578.8117,-5973.5217,-223.8592,-1716.4936,5098.2721,4719.2975,4162.0155,6544.4029,4517.3931,-3738.7490,6852.8620,-3467.7841,-3282.7552,-4775.3340,4168.9179,4973.9934,5898.2220,6802.1430,-4236.9351,-2268.8509,0.0000,629.5001,-5867.7116,5478.9944,-4376.6427,-1736.0879,4616.0939,5018.1187,-1857.7481,-4941.4759,2815.4948,121.2721,2077.9135,1741.7219,-4662.3120,-124.3256,-4788.3318,-335010.5157,-319673.8084,-331326.2618,-328839.5272,-328750.6245,-329619.9438,-322944.8750,-324555.3494,-289776459.4140,-289719987.1502,-289750142.0710,-289765031.4987,-325674.2883,-289758643.1478,4882.1232,3035.6245,-5477.4808,-3269.4250,3191.7872,6406.0081,3881.4082,-132.1959,-3082.4577,713.1607,5927.9183,4973.1258,-5644.9104,1907.7579,-5017.3084,-749.6509,6007.0814,-3794.7401,-2700.1357,1221.3603,-4770.3657,997.5948,4862.2125,4652.5260,-4986.0233,-685.1845,-908.7361,-4782.5910,3344.0078,6847.0104,-3717.4354,1720.1966,1849.2073,4390.1916,-3718.0582,4122.7996,5494.0931,5934.4164,513.4902,-2824.5395,-2444.0457,-3016.8813,6643.2342,2969.9668,452.4843,5983.9919,-3536.7770,4273.9755,3861.4403,6314.0557,-2456.3933,4509.2510,3871.9525,4523.4099,-6457.3469,-5399.7058,5794.9346,5841.8646,24.8971,3509.5700,4252.7682,6148.3246,-6202.5359,-3387.7483,-3491.3229,-5013.5428,-4684.0955,4530.7328,-3974.0283,-1119.5645,-2046.3782,-4933.5721,-5432.2414,-1009.4261,4382.0144,2975.4451,4448.5190,-5385.7729,1362.1243,-3431.4465,739.1075,726.2447,4559.0933,0.0000,-790.9668,289.0087,1641.7288,-351.9724,3876.3747,-2820.8939,745.0495,5087.8744,3383.0016,-4656.6703,-5646.9390,3493.0396,4907.7308,-4588.9905,6698.0140,4189.2073,132786.0952,135846.2405,128420.9857,133819.3247,124592.7045,128065.5529,130267.2594,129755.3597,-36597600.0400,-36634623.9345,-36611369.5648,-36597964.9958,130792.4775,-36607449.0420,-4649.4987,-5080.0054,-1465.5890,-4507.0540,-4498.9174,-1426.7749,-5049.6379,-2412.1827,2650.3783,3765.1599,-3065.4421,-4836.9800,-3604.3384,4567.9678,4599.3334,5197.5400,3125.0756,2236.4824,6374.2906,-5489.0879,-2542.4685,-5548.0367,-4909.4135,4980.5839,4573.4952,5402.5010,3365.4429,406.3635,5393.4971,-670.2396,-3841.1855,-4566.9892,-5533.3847,-5314.4962,4078.0311,5512.2351,3738.9495,-993.0453,3601.3219,-892.0791,5491.3514,4051.5559,-534.8598,4514.4191,-3028.4238,3496.1159,22.0480,-4945.6535,4217.8166,-1717.8878,550.8467,-4432.7169,-3388.7040,-3070.5411,2221.8047,4013.6104,-3608.8824,1229.6376,4343.4974,-5101.5696,4418.8429,-570.7821,-2553.8748,-3760.9279,-64.3290,4610.5239,4643.1100,108.6024,3139.4548,-5418.5375,1053.3303,1539.3430,-2157.2914,352.0065,-4131.5042,-5334.8397,-2389.9500,1224.7973,4453.5159,-534.3600,1025.7604,5412.3752,4531.1869,0.0000,6860.5473,3646.0220,3899.0102,-5366.2588,-5467.7829,-4351.8596,4722.0427,-4343.9200,-3473.3456,-4310.7238,-4031.9780,5367.0641,-4414.6043,2251.6165,-1738.8051,2718.1684,100137.3910,100754.3354,99036.1369,102268.1230,105848.3626,97388.5262,90420.5648,100348.4145,4665974.5665,4670107.9075,4646388.4342,4665524.3326,99436.5121,4667694.5630,
