sl_100_5400_20240208 Coordinates.csv
2024/02/08 07:47:00.0000 UTC

Generated: Tue Oct  8 15:34:01 2024,
Start: 2024/02/08 07:47:00.00, Stop: 2024/02/08 09:17:00.00,
TIME_UNITS,STARLINK-3641 - X-Coordinate,STARLINK-4335 - X-Coordinate,STARLINK-4785 - X-Coordinate,STARLINK-2054 - X-Coordinate,STARLINK-5783 - X-Coordinate,STARLINK-30304 - X-Coordinate,STARLINK-3262 - X-Coordinate,STARLINK-31417 - X-Coordinate,STARLINK-30605 - X-Coordinate,STARLINK-4350 - X-Coordinate,STARLINK-5993 - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-1360 - X-Coordinate,STARLINK-4002 - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-1490 - X-Coordinate,STARLINK-3277 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-30383 - X-Coordinate,STARLINK-3399 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-3794 - X-Coordinate,STARLINK-5282 - X-Coordinate,STARLINK-1803 - X-Coordinate,STARLINK-3105 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-30351 - X-Coordinate,STARLINK-31157 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-30171 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-3730 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-1692 - X-Coordinate,STARLINK-2704 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-2400 - X-Coordinate,STARLINK-5874 - X-Coordinate,STARLINK-3681 - X-Coordinate,STARLINK-5246 - X-Coordinate,STARLINK-5938 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-3525 - X-Coordinate,STARLINK-32347 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-1861 - X-Coordinate,STARLINK-2058 - X-Coordinate,STARLINK-3649 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-4293 - X-Coordinate,STARLINK-31777 - X-Coordinate,STARLINK-31840 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-1084 - X-Coordinate,STARLINK-30802 - X-Coordinate,STARLINK-4190 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-32321 - X-Coordinate,STARLINK-30252 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-4373 - X-Coordinate,STARLINK-3781 - X-Coordinate,STARLINK-5312 - X-Coordinate,STARLINK-4746 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-1332 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-5498 - X-Coordinate,STARLINK-2006 - X-Coordinate,STARLINK-5430 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-4016 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-30710 - X-Coordinate,STARLINK-1678 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-30844 - X-Coordinate,STARLINK-31900 - X-Coordinate,STARLINK-4207 - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-1565 - X-Coordinate,STARLINK-4522 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-32234 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-5601 - X-Coordinate,STARLINK-3591 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-4335 - Y-Coordinate,STARLINK-4785 - Y-Coordinate,STARLINK-2054 - Y-Coordinate,STARLINK-5783 - Y-Coordinate,STARLINK-30304 - Y-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-31417 - Y-Coordinate,STARLINK-30605 - Y-Coordinate,STARLINK-4350 - Y-Coordinate,STARLINK-5993 - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,STARLINK-4002 - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-1490 - Y-Coordinate,STARLINK-3277 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-30383 - Y-Coordinate,STARLINK-3399 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-3794 - Y-Coordinate,STARLINK-5282 - Y-Coordinate,STARLINK-1803 - Y-Coordinate,STARLINK-3105 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-30351 - Y-Coordinate,STARLINK-31157 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-3730 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-1692 - Y-Coordinate,STARLINK-2704 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-2400 - Y-Coordinate,STARLINK-5874 - Y-Coordinate,STARLINK-3681 - Y-Coordinate,STARLINK-5246 - Y-Coordinate,STARLINK-5938 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-3525 - Y-Coordinate,STARLINK-32347 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-1861 - Y-Coordinate,STARLINK-2058 - Y-Coordinate,STARLINK-3649 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-4293 - Y-Coordinate,STARLINK-31777 - Y-Coordinate,STARLINK-31840 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-1084 - Y-Coordinate,STARLINK-30802 - Y-Coordinate,STARLINK-4190 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-32321 - Y-Coordinate,STARLINK-30252 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-4373 - Y-Coordinate,STARLINK-3781 - Y-Coordinate,STARLINK-5312 - Y-Coordinate,STARLINK-4746 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-1332 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-5498 - Y-Coordinate,STARLINK-2006 - Y-Coordinate,STARLINK-5430 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-4016 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-30710 - Y-Coordinate,STARLINK-1678 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-30844 - Y-Coordinate,STARLINK-31900 - Y-Coordinate,STARLINK-4207 - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-1565 - Y-Coordinate,STARLINK-4522 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-32234 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-5601 - Y-Coordinate,STARLINK-3591 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-4335 - Z-Coordinate,STARLINK-4785 - Z-Coordinate,STARLINK-2054 - Z-Coordinate,STARLINK-5783 - Z-Coordinate,STARLINK-30304 - Z-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-31417 - Z-Coordinate,STARLINK-30605 - Z-Coordinate,STARLINK-4350 - Z-Coordinate,STARLINK-5993 - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,STARLINK-4002 - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-1490 - Z-Coordinate,STARLINK-3277 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-30383 - Z-Coordinate,STARLINK-3399 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-3794 - Z-Coordinate,STARLINK-5282 - Z-Coordinate,STARLINK-1803 - Z-Coordinate,STARLINK-3105 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-30351 - Z-Coordinate,STARLINK-31157 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-3730 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-1692 - Z-Coordinate,STARLINK-2704 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-2400 - Z-Coordinate,STARLINK-5874 - Z-Coordinate,STARLINK-3681 - Z-Coordinate,STARLINK-5246 - Z-Coordinate,STARLINK-5938 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-3525 - Z-Coordinate,STARLINK-32347 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-1861 - Z-Coordinate,STARLINK-2058 - Z-Coordinate,STARLINK-3649 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-4293 - Z-Coordinate,STARLINK-31777 - Z-Coordinate,STARLINK-31840 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-1084 - Z-Coordinate,STARLINK-30802 - Z-Coordinate,STARLINK-4190 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-32321 - Z-Coordinate,STARLINK-30252 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-4373 - Z-Coordinate,STARLINK-3781 - Z-Coordinate,STARLINK-5312 - Z-Coordinate,STARLINK-4746 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-1332 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-5498 - Z-Coordinate,STARLINK-2006 - Z-Coordinate,STARLINK-5430 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-4016 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-30710 - Z-Coordinate,STARLINK-1678 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-30844 - Z-Coordinate,STARLINK-31900 - Z-Coordinate,STARLINK-4207 - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-1565 - Z-Coordinate,STARLINK-4522 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-32234 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-5601 - Z-Coordinate,STARLINK-3591 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2961.4514,2330.7531,1893.2972,4834.9646,4449.1749,-871.3190,1574.5098,2070.0968,-5695.8184,2468.3804,-3891.6032,878.1631,-5376.4806,-5084.1963,-6926.1556,4210.9977,4260.9300,1678.0181,-6134.7311,4346.1098,-5205.0483,5263.7733,4441.5453,2248.6584,-5459.9294,-1294.5332,-6649.3505,-4182.1131,-3184.5594,-889.2277,-3961.1709,-4857.6478,884.5670,-6331.3795,-3104.2889,-5783.1466,4779.0207,-1393.2843,1160.7568,4308.6635,1778.2081,-2652.2126,-2256.3735,-5206.2289,-3789.3202,-1420.2597,2706.1643,3864.7338,-1667.7405,-244.7523,0.0000,2788.6937,-2443.4048,6423.6777,-2296.3568,-5415.4838,4253.8372,-2740.5385,-4908.2533,-515.9094,-117.0123,2159.0689,3374.5452,-6308.4906,275.4345,0.0000,-4887.2019,430.5979,396.8089,1058.4254,-3117.2017,-3858.6136,-2615.3397,-2553.8444,5551.8948,-2589.7502,-3315.3118,4527.2325,508.3072,-2720.3233,-5895.4711,4558.6547,-6797.7927,-598.2991,-4841.4795,-2935.9717,878.4601,6736.7499,5032.5669,-1134.6610,-1472.6091,3831.9082,-55.5558,-5452.4481,-4647.1819,-1611.9317,-1064.8870,-5102.4199,-2926.4996,-3904.1325,-221917.9828,-237379.0367,-238308.8785,-231333.6839,-238978.7102,-234820.2978,-234342.2937,-233648.2821,-230023932.4569,-230026106.5399,-230027742.4958,-230030965.9082,-233306.7102,-230040723.6838,4618.2773,-218.6975,-4559.2024,-1380.8533,-2709.4783,-4920.9443,4613.6118,-4946.8315,-829.4467,544.1664,2420.6798,5835.1219,2205.3636,-1909.6544,235.6944,3301.7743,-403.1969,4305.4017,2097.1993,-4425.9183,-3258.9188,1704.6163,4440.0505,5928.3156,-3808.7063,-4935.4456,-641.2090,121.0628,-4526.4235,4833.7812,-3261.2289,-1936.1668,-5519.5898,-2757.9807,6054.5895,490.4666,-2870.1055,-6709.7059,-6627.4377,-4874.7164,-6600.6875,-4340.6984,3725.5161,-2725.8516,1808.3642,-6560.5540,5554.0126,4702.2642,-6699.3283,-5413.0621,0.0000,6282.0193,4710.8822,-1382.5760,-4225.6271,-4257.4980,-4580.3973,-3288.1407,3014.6929,6691.1064,-4215.5691,5186.3212,-5259.2114,-766.9481,-5599.5124,0.0000,3065.6056,4300.8389,5295.1230,-1562.0788,4716.9862,1081.0816,-3228.6897,6276.6239,1318.3345,5112.9311,2880.2587,4983.6818,4005.9114,4533.8653,-3404.4625,1998.4894,1333.3368,-729.9755,2714.0651,-5314.6947,-6820.7573,1184.6324,-2352.2892,6444.5395,-6587.0590,-2391.9965,-4523.1392,4233.8294,80.4838,4887.1479,-6762.7161,2725.0815,-2271.9028,-4827.3702,225191.4946,214751.9431,232372.5714,234279.5822,233026.7658,233371.9086,224960.9771,229241.6689,220151570.3696,220164804.5362,220153433.7097,220161970.1381,229593.5009,220157738.0816,-4225.2180,6529.5589,4852.6372,-4770.7021,-4585.0016,4645.9484,-4918.3298,4207.8262,3725.5535,6457.9129,5217.2552,3641.3152,3778.5139,4290.8834,297.5933,4405.0133,5030.3219,-5156.2732,-2495.8534,3061.2323,-3243.2643,-4223.3954,-2957.8968,-2800.1724,1976.9303,4392.7654,1817.3236,5503.4572,4160.3322,-4878.7344,-4671.1354,-4565.3464,4130.4991,550.6538,1360.4396,-3806.9557,-4107.2151,949.0183,1702.1854,-2466.4947,-1212.2866,-4733.2690,-5394.7198,3687.4777,5501.8364,1695.8316,-3191.9987,-3297.8970,-844.3226,4304.4416,0.0000,-783.1126,4461.3576,-2241.7091,-4994.8546,661.1323,-3012.6046,-5446.8331,-3664.1875,1354.4777,-5259.3896,-4095.2115,-2825.8206,-2755.5697,-4076.6184,0.0000,3844.3433,5401.3186,4281.6376,-6689.3668,4001.4571,5674.4430,5521.6606,-1038.0910,-3934.7673,-3934.8640,5099.0340,-1611.5160,5652.9491,4474.9489,1243.2496,-4835.5866,339.4473,6876.3640,-4008.7578,-3348.4061,932.3585,1151.2707,-4171.1879,-1938.9325,-1543.8641,5278.0152,-5321.1494,-570.1257,5128.6222,-4650.8019,-294.3883,-3806.6126,-5885.5957,3051.4854,-154854.6174,-157063.7285,-160754.2415,-151649.3787,-155515.8923,-166039.2938,-164040.8829,-160260.2632,-127257988.3118,-127266989.3458,-127277625.5027,-127265533.3598,-158521.7187,-127267857.1820,
300.000,3683.2142,347.6632,-176.3479,3304.0431,2890.8067,-2953.5529,3458.2618,121.1225,-6473.6082,4013.6106,-1910.1075,2691.7574,-3763.9772,-6239.2310,-6473.4443,5611.8431,4496.8080,3633.7940,-5999.6889,3689.8006,-5384.6198,6341.6637,5803.1410,3615.6734,-4395.9877,-3070.2792,-6901.0054,-3689.5848,-4810.6102,733.7579,-5289.0860,-5082.5941,-946.0405,-6629.9813,-1737.7555,-5954.2271,2988.8033,-2553.4635,-38.6364,2718.0928,301.6067,-4318.9446,-140.3211,-5731.0964,-2496.9993,-2481.0446,3622.2424,5237.3889,-2245.4580,-1808.6795,0.0000,3828.5575,-740.0892,6386.9228,-4173.5704,-5755.6522,3554.4195,-4487.2345,-3192.4640,777.2177,-2193.6715,3162.9944,2459.4724,-6826.8683,-1216.6463,0.0000,-3173.4117,2427.5508,2044.4566,3008.9056,-1198.3937,-4769.4778,-4264.3723,-1398.6014,4801.0765,-1086.6211,-1330.4423,5486.7886,1551.9512,-1653.8780,-5938.6420,5831.4801,-6320.7438,1441.0020,-4628.7580,-3662.9203,-402.6131,6325.7061,3494.3358,398.6879,-2679.9395,1837.3257,-2030.5118,-4563.2585,-3669.2108,-214.3435,-2211.3800,-4924.6685,-2504.8323,-4323.2241,-226433.7232,-241920.5571,-243007.9791,-236068.2545,-243803.6890,-239637.2657,-239043.6246,-237938.6171,-234773713.4483,-234775982.1239,-234777128.1504,-234781153.2176,-238067.0140,-234790421.8205,2790.1009,859.7196,-4253.5793,-2779.0960,-4189.1666,-4389.7366,4618.4806,-4499.0982,538.9065,1818.1522,2475.8902,5893.2688,3165.5973,-661.4492,1713.9456,1863.0475,-2455.5006,4111.0324,3413.3948,-5682.9571,-1328.4215,429.6421,3450.7341,5806.7322,-3596.1144,-5137.4240,579.0555,2240.7106,-4148.3419,5764.1884,-1638.1026,198.8302,-6116.4379,-1577.7749,6716.9491,2330.8814,-3621.2938,-6373.3639,-6941.9684,-5055.6711,-6927.2229,-2993.0379,4203.0815,-3563.3039,3556.4198,-5548.7033,5813.8507,4201.1149,-6455.3242,-4189.1855,0.0000,5665.4455,5805.1789,-2672.7634,-3873.3722,-2991.1838,-5802.1568,-2156.2252,4124.4785,6090.8947,-4460.8488,3534.5472,-6299.7741,491.2435,-6287.6908,0.0000,4183.1566,3437.2758,5815.8221,-2347.4676,4610.1894,2591.1366,-1865.1610,6662.8292,-433.7386,6234.1823,3811.8117,4214.5203,2205.8945,5927.3044,-2012.7756,647.2041,2456.0561,-1709.0331,4344.9614,-3685.3895,-6401.8943,-132.6429,-3772.1699,6798.2632,-6376.9112,-2457.8112,-3677.9061,5057.8404,1985.4779,6023.0134,-6303.0408,4288.6374,-189.3739,-3151.6687,220578.3892,209673.0044,227583.6324,229316.4950,228114.7194,228519.9918,220081.8860,224468.3018,215077911.9749,215091338.0808,215080152.9045,215088690.2185,224676.8663,215084056.3443,-5158.5641,6873.3523,5456.7211,-5423.1498,-4717.2301,4309.1466,-3828.5203,5116.7438,2201.1795,5357.7422,6198.7681,2474.9116,4881.5532,2927.8075,1803.2967,3618.2713,4168.9616,-4222.4965,-768.8407,1403.7071,-4180.6314,-2834.8165,-1610.6442,-1108.9092,3990.5437,3089.2033,27.5523,5399.8323,2760.1112,-3766.5268,-4181.4050,-4723.8748,3165.7143,-1257.0612,-172.0096,-2699.0534,-5090.1784,-867.5932,-87.6964,-3934.6248,325.6876,-4546.1926,-5512.8311,1623.4862,5386.6914,3309.7305,-1193.3096,-1681.1326,1279.8923,5200.2099,0.0000,1033.1616,3719.5048,-489.1694,-3955.8841,2404.3345,-1352.8637,-4817.1495,-4405.7520,3021.9649,-4552.8174,-5083.6703,-1128.6784,-1053.5123,-2649.5222,0.0000,4525.4616,5490.3302,2925.3288,-5808.9246,5025.8713,4338.2050,5108.4954,784.8943,-4981.6443,-2877.5200,5383.2462,189.2166,6400.6847,3184.7012,2922.0408,-3704.8095,-1465.3755,6571.3968,-2560.5888,-4592.5881,2642.5572,2836.4072,-4671.1261,-434.4191,259.6360,6230.9093,-5579.8239,1242.0484,5521.5136,-3432.1338,1517.8236,-2300.3283,-6485.1936,4381.8262,-154752.4515,-157000.9958,-160660.3680,-151668.7688,-155271.0524,-165825.1790,-164180.9102,-160252.6082,-127254475.9931,-127263043.9142,-127273809.9349,-127261784.3708,-158454.3189,-127264498.8466,
600.000,4099.3023,-1715.3897,-2248.5198,1479.2329,1083.4124,-4739.2733,4982.3901,-1870.0665,-6598.9281,5081.5004,273.9611,4229.1021,-1788.1790,-6784.0515,-5394.4735,6482.8038,4262.7786,5218.7304,-5279.9903,2681.3303,-5083.3731,6809.3855,6600.0109,4615.2795,-2885.9740,-4493.1005,-6468.2643,-2890.9664,-5948.8199,2249.7306,-6130.7976,-4863.5092,-2663.2316,-6277.9400,-201.7123,-5569.8339,906.9592,-3469.2381,-1235.1388,840.1180,-1207.2955,-5595.0008,1977.3947,-5620.1016,-1008.3085,-3333.2595,4157.7351,6081.0008,-2611.5897,-3241.6217,0.0000,4497.5552,1005.6925,5723.6804,-5630.5922,-5542.3878,2518.5736,-5810.0288,-1162.4508,2024.2863,-4015.9412,3914.0722,1305.3912,-6670.4104,-2562.4189,0.0000,-1163.7882,4209.6300,3454.2506,4670.3471,861.4192,-5237.1219,-5519.7468,-91.3988,3617.6798,494.8453,775.3908,5902.5590,2515.2300,-459.7120,-5412.5633,6546.4102,-5217.0352,3365.4568,-3966.3981,-4080.9678,-1672.9507,5300.7705,1642.7491,1887.2085,-3623.9040,-351.4028,-3838.5744,-3212.2906,-2380.3012,1168.8786,-3148.4155,-4280.1258,-1912.7548,-4360.6756,-230856.2542,-246352.9290,-247602.0592,-240697.7605,-248521.7430,-244353.0635,-243642.5897,-242141.7503,-239411617.5211,-239413995.5592,-239414658.9058,-239419504.5452,-242723.7851,-239428242.5413,690.1043,1758.8566,-3585.6425,-3956.2068,-5299.4896,-3454.8227,4205.8074,-3635.6502,1828.3427,2956.9846,2361.3797,5399.0453,3868.2206,620.1163,3043.6338,276.1494,-4205.8200,3556.1194,4387.1254,-6368.5771,745.0069,-856.6053,2142.9926,5118.4798,-2946.8778,-4814.4340,1741.5022,4149.1767,-3388.6000,6149.0888,110.9492,2312.6850,-6146.3851,-228.3551,6730.5203,3929.0197,-4072.0697,-5400.8564,-6573.5261,-4781.8336,-6584.8691,-1394.3789,4328.1925,-4032.2389,4986.5729,-3986.2694,5492.4640,3299.5196,-5551.5011,-2584.1120,0.0000,4479.1075,6358.8981,-3694.8970,-3183.0000,-1407.6243,-6446.0042,-862.3197,4858.2092,4873.6283,-4277.0058,1549.6390,-6692.9565,1689.0585,-6369.0933,0.0000,4938.2212,2289.8622,5755.4716,-2807.1004,4099.9782,3797.9254,-365.6223,6369.2589,-2182.1806,6765.7779,4391.5559,3024.8616,217.7289,6739.4847,-395.2674,-729.0806,3352.7302,-2421.2847,5515.3324,-1690.4833,-5359.8448,-1467.2518,-4868.5346,6459.8126,-5532.2895,-2356.5126,-2534.3201,5390.9609,3728.6228,6580.7407,-5194.1422,5412.4202,1935.1981,-1149.0500,215875.9805,204499.6739,222694.5949,224254.7407,223099.1636,223565.9156,215109.4782,219631.7070,209901806.0938,209915416.7671,209904442.9596,209912931.9884,219661.5664,209907930.9195,-5539.5670,6486.5209,5475.6904,-5496.7332,-4347.1087,3489.6716,-2327.9542,5450.9143,433.5067,3686.9254,6522.5866,1043.9107,5462.6372,1250.2362,3116.0910,2444.5192,2791.6366,-2835.6998,1040.0459,-405.0167,-4673.5835,-1146.3983,-91.5435,701.2442,5579.1823,1425.4681,-1765.2103,4715.2105,1063.6569,-2250.2329,-3245.8857,-4379.8000,1865.0048,-2930.0288,-1686.1086,-1303.2724,-5527.9883,-2590.8185,-1868.2546,-4986.8799,1828.8883,-3876.6784,-5043.0565,-613.7550,4693.8802,4567.7881,932.0335,116.4966,3268.2390,5537.5193,0.0000,2737.9226,2580.1842,1315.5544,-2494.1623,3888.5044,451.4314,-3671.8896,-4654.6846,4353.4342,-3317.6641,-5534.0749,693.3677,761.7198,-938.6585,0.0000,4722.9284,4989.7783,1240.8711,-4313.7458,5511.8597,2541.5824,4144.9105,2520.8357,-5496.5378,-1514.7605,5039.9804,1969.5491,6470.3698,1553.2124,4286.1656,-2178.9888,-3113.6355,5569.1885,-827.8718,-5346.6339,4070.5155,4218.1567,-4675.1345,1118.8604,2035.1660,6523.4984,-5256.2057,2920.6992,5322.2663,-1846.8593,3161.5530,-546.8657,-6400.4798,5240.5153,-154650.9314,-156938.3142,-160562.1751,-151692.9858,-155029.5495,-165605.5726,-164314.5997,-160112.9546,-127250967.9546,-127259099.5411,-127269986.4023,-127258043.6441,-158386.7998,-127261140.2595,
