sl_100_86400_20240126 Coordinates.csv
2024/01/26 07:47:00.0000 UTC

Generated: Tue Oct  8 16:18:11 2024,
Start: 2024/01/26 07:47:00.00, Stop: 2024/01/27 07:47:00.00,
TIME_UNITS,STARLINK-31572 - X-Coordinate,STARLINK-3174 - X-Coordinate,STARLINK-5168 - X-Coordinate,STARLINK-1907 - X-Coordinate,STARLINK-5873 - X-Coordinate,STARLINK-32013 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-31096 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-31564 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-4138 - X-Coordinate,STARLINK-1602 - X-Coordinate,STARLINK-5379 - X-Coordinate,STARLINK-2153 - X-Coordinate,STARLINK-32035 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-3822 - X-Coordinate,STARLINK-32003 - X-Coordinate,STARLINK-32210 - X-Coordinate,STARLINK-30073 - X-Coordinate,STARLINK-5296 - X-Coordinate,STARLINK-1270 - X-Coordinate,STARLINK-3711 - X-Coordinate,STARLINK-30922 - X-Coordinate,STARLINK-6131 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-6376 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-5422 - X-Coordinate,STARLINK-1903 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-6076 - X-Coordinate,STARLINK-2330 - X-Coordinate,STARLINK-4017 - X-Coordinate,STARLINK-31238 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-31192 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-5052 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-31766 - X-Coordinate,STARLINK-2505 - X-Coordinate,STARLINK-31797 - X-Coordinate,STARLINK-6318 - X-Coordinate,STARLINK-3324 - X-Coordinate,STARLINK-31897 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-5078 - X-Coordinate,STARLINK-5073 - X-Coordinate,STARLINK-31017 - X-Coordinate,STARLINK-30423 - X-Coordinate,STARLINK-4188 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-2428 - X-Coordinate,STARLINK-2296 - X-Coordinate,STARLINK-30342 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-4014 - X-Coordinate,STARLINK-11153 [DTC] - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-32202 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-30916 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-4122 - X-Coordinate,STARLINK-6064 - X-Coordinate,STARLINK-2623 - X-Coordinate,STARLINK-5315 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-5141 - X-Coordinate,STARLINK-30078 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-1895 - X-Coordinate,STARLINK-4629 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-32148 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-11192 [DTC] - X-Coordinate,STARLINK-4624 - X-Coordinate,STARLINK-4785 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-4117 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-4162 - X-Coordinate,STARLINK-31539 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-3174 - Y-Coordinate,STARLINK-5168 - Y-Coordinate,STARLINK-1907 - Y-Coordinate,STARLINK-5873 - Y-Coordinate,STARLINK-32013 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-31096 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-31564 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-1602 - Y-Coordinate,STARLINK-5379 - Y-Coordinate,STARLINK-2153 - Y-Coordinate,STARLINK-32035 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-3822 - Y-Coordinate,STARLINK-32003 - Y-Coordinate,STARLINK-32210 - Y-Coordinate,STARLINK-30073 - Y-Coordinate,STARLINK-5296 - Y-Coordinate,STARLINK-1270 - Y-Coordinate,STARLINK-3711 - Y-Coordinate,STARLINK-30922 - Y-Coordinate,STARLINK-6131 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-6376 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-5422 - Y-Coordinate,STARLINK-1903 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,STARLINK-2330 - Y-Coordinate,STARLINK-4017 - Y-Coordinate,STARLINK-31238 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-31192 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-5052 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-31766 - Y-Coordinate,STARLINK-2505 - Y-Coordinate,STARLINK-31797 - Y-Coordinate,STARLINK-6318 - Y-Coordinate,STARLINK-3324 - Y-Coordinate,STARLINK-31897 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-5078 - Y-Coordinate,STARLINK-5073 - Y-Coordinate,STARLINK-31017 - Y-Coordinate,STARLINK-30423 - Y-Coordinate,STARLINK-4188 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-2428 - Y-Coordinate,STARLINK-2296 - Y-Coordinate,STARLINK-30342 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-4014 - Y-Coordinate,STARLINK-11153 [DTC] - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-32202 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-30916 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-4122 - Y-Coordinate,STARLINK-6064 - Y-Coordinate,STARLINK-2623 - Y-Coordinate,STARLINK-5315 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-5141 - Y-Coordinate,STARLINK-30078 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-1895 - Y-Coordinate,STARLINK-4629 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-32148 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-11192 [DTC] - Y-Coordinate,STARLINK-4624 - Y-Coordinate,STARLINK-4785 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-4117 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-4162 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-3174 - Z-Coordinate,STARLINK-5168 - Z-Coordinate,STARLINK-1907 - Z-Coordinate,STARLINK-5873 - Z-Coordinate,STARLINK-32013 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-31096 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-31564 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-1602 - Z-Coordinate,STARLINK-5379 - Z-Coordinate,STARLINK-2153 - Z-Coordinate,STARLINK-32035 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-3822 - Z-Coordinate,STARLINK-32003 - Z-Coordinate,STARLINK-32210 - Z-Coordinate,STARLINK-30073 - Z-Coordinate,STARLINK-5296 - Z-Coordinate,STARLINK-1270 - Z-Coordinate,STARLINK-3711 - Z-Coordinate,STARLINK-30922 - Z-Coordinate,STARLINK-6131 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-6376 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-5422 - Z-Coordinate,STARLINK-1903 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,STARLINK-2330 - Z-Coordinate,STARLINK-4017 - Z-Coordinate,STARLINK-31238 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-31192 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-5052 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-31766 - Z-Coordinate,STARLINK-2505 - Z-Coordinate,STARLINK-31797 - Z-Coordinate,STARLINK-6318 - Z-Coordinate,STARLINK-3324 - Z-Coordinate,STARLINK-31897 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-5078 - Z-Coordinate,STARLINK-5073 - Z-Coordinate,STARLINK-31017 - Z-Coordinate,STARLINK-30423 - Z-Coordinate,STARLINK-4188 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-2428 - Z-Coordinate,STARLINK-2296 - Z-Coordinate,STARLINK-30342 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-4014 - Z-Coordinate,STARLINK-11153 [DTC] - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-32202 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-30916 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-4122 - Z-Coordinate,STARLINK-6064 - Z-Coordinate,STARLINK-2623 - Z-Coordinate,STARLINK-5315 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-5141 - Z-Coordinate,STARLINK-30078 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-1895 - Z-Coordinate,STARLINK-4629 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-32148 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-11192 [DTC] - Z-Coordinate,STARLINK-4624 - Z-Coordinate,STARLINK-4785 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-4117 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-4162 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1082.8197,2672.9631,5457.4584,1536.7518,693.4959,-2187.7716,478.1006,1698.4102,-3915.3679,5664.0379,5307.2422,4788.8272,-6701.1164,-5266.8497,-3503.6149,-4436.8078,-2912.6381,-1065.4671,4252.9652,-5342.2200,5667.9506,-6259.6443,3480.0401,5843.7587,-3719.9744,5869.5842,-2748.2227,4396.6966,-1457.8266,-2677.6751,473.2494,5877.0039,5071.3341,-1417.5591,4942.3196,-4001.6230,-1315.6456,6395.4611,-3740.2655,5702.0244,1751.5871,803.4758,-5078.8655,-4996.7576,-4817.1181,4306.0941,-4208.3618,-4350.4874,-5338.0967,4985.6288,-5133.8463,-4249.1782,-4077.4658,1961.7136,-6064.0646,6285.1702,-1707.4416,-4948.5589,-1529.5458,-1924.4353,6440.9940,-4760.7002,-2537.9341,-4428.9743,-2533.5346,6678.5560,-3669.9992,-429.8001,2433.0211,-4983.6398,1194.2798,-6335.5913,5357.6827,-2212.2497,3570.9154,4801.4200,3919.8830,5265.9826,4661.5371,-5859.2881,-214.9012,-3753.5740,-4662.0111,2650.9904,2537.1287,2020.1987,-1333.2736,3862.0286,-1663.6283,2061.3704,6162.1182,-3878.5132,-1996.1148,-4184.9859,-2786.8275,-5010.4855,5374.7511,5699.5146,-6431.8786,4942.7673,119812.2842,85304.2246,97211.6677,104483.6002,96769.2687,100903.4557,99483.4556,102730.5706,-223685175.7287,-223703379.2401,-223680234.4820,-223673520.8016,101534.8409,-223666127.6523,5366.7087,5200.4867,3991.3231,6612.5503,2282.1249,3512.5173,-792.2198,6445.9621,-4471.0461,-892.6411,-701.3366,1861.8489,246.7765,2534.6787,-2246.1802,-44.9795,4306.8770,5839.5935,-1042.4493,-4225.4277,1870.5981,2973.0958,-5348.5485,2888.8538,-4157.3370,3533.4879,4662.1174,3850.1677,5129.2040,3726.8421,5425.8481,-1377.3322,-298.5526,6619.4524,3631.6928,-3308.9883,5969.7132,6.0282,2290.2896,-1473.1609,4974.4341,5322.0257,4176.4326,-36.3669,-2165.2015,451.7093,-696.9378,-5285.4320,-67.0886,6.0330,-3728.4935,1106.4106,378.9936,6297.7755,1666.9073,1883.4048,3785.8721,-4546.2442,6549.2572,5276.1221,-41.4852,2472.4336,-3249.0606,-2051.5297,-4359.5348,1259.3003,-3438.6976,6135.7782,-5404.2314,-8.4412,-3907.6228,2623.4815,-4049.9243,-4684.8135,5948.6569,1391.5569,1335.9440,-2317.0422,-4514.1229,-3452.5075,-6949.8703,-5554.0107,-4559.9789,-5148.3803,-4114.5518,5576.6070,-4025.5740,1555.3713,-6518.7241,-6387.5359,-1986.2074,-2982.8944,3993.1882,1374.0325,5045.5613,871.6520,4345.6709,1989.3334,-1964.8370,-4052.0401,-360932.1105,-371299.5967,-356467.9117,-356084.3635,-355617.1281,-356205.0728,-364503.2755,-359968.7575,231129359.7182,231131240.4568,231145447.8676,231137422.7372,-360214.6836,231136530.9159,4069.6300,-3708.4925,1471.5053,-1515.8314,6525.0927,-5492.5198,6873.8776,1862.5107,3573.6973,-3913.1580,-4416.7569,4487.1666,-1289.6867,-3771.9060,5514.7514,-5320.2389,4609.4210,-3599.4841,-5376.3531,-1058.3681,3528.5558,-63.8270,-2713.1133,-2338.9961,-4104.5766,103.0330,-4007.7694,3728.8712,4457.0607,5179.9354,4256.6714,3444.1592,-4733.1659,-1449.2335,3263.5575,4594.5585,2821.9094,2638.3149,5359.3833,3659.6344,4501.5669,-4383.8086,-2208.2026,-4794.7524,-4421.8312,5154.7629,-5456.2688,-743.8098,-4258.6522,-4806.7305,2819.5846,-5355.5840,5452.8231,-2216.1652,2649.5701,-2262.5981,-5540.5502,-1191.1247,1655.4818,-4078.1690,-2629.9490,-4224.4705,-5455.1267,-4911.9711,4586.4662,1344.7453,4779.8026,-3218.8308,3198.0888,-4808.6074,5378.3976,-952.8312,1691.4952,-4456.3684,-1.7546,4663.1801,5304.6322,3835.8977,-2499.9609,-1387.5703,-118.0567,1789.2131,-2379.6206,3811.8145,4943.4935,-3642.8731,5457.1125,-5549.5070,1098.4025,1756.4883,2131.4270,4881.8664,-5055.5796,5362.8603,3836.4727,-4723.8470,362.5358,3408.5608,1627.8052,2381.8153,151966.1618,147663.1841,145297.3483,154429.3064,150510.8345,139995.0971,142046.2121,148861.9668,-137994495.8502,-138020923.5752,-137983316.1687,-137994810.6399,147533.6291,-137996263.6965,
3600.000,-4689.5434,-3911.6816,-5834.3878,-2851.3671,-4919.7610,-1276.4148,-3786.7327,-3090.4140,6201.0185,-5753.5529,-5326.7927,-6340.6313,4358.1149,1355.4927,5906.6010,5527.2368,1720.5067,-1461.4731,-1975.6748,4836.8017,-6902.5376,4237.3942,-2235.6652,-4510.1840,4158.9678,-5280.6869,833.2731,-5116.9665,1540.1084,-1587.8354,-3447.0811,-5748.4541,-4450.9116,-944.3868,-2875.3893,5648.9627,-2475.0388,-6528.3887,473.1393,-5519.1124,-4956.8191,-4090.5548,1795.9230,2579.6747,6587.7317,-5596.8244,5533.6366,5474.3168,5702.0727,-2556.0623,1010.8320,1809.7020,3661.5234,-3213.2429,2682.9999,-6790.4290,-2171.6871,5250.6765,-952.9379,-679.1435,-3246.8736,3396.2029,5696.1383,6750.5006,5764.7471,-4894.2258,4350.1011,-2020.7301,2025.9521,2558.4577,3026.9055,4845.4003,-2279.9175,4324.8123,-4796.1553,-3234.1013,-4170.6610,-1480.3878,-4592.4942,6047.7942,469.3684,4798.8239,6177.7823,-437.9589,1837.8251,-3622.5097,4995.9888,-5211.6874,3866.0055,1025.6327,-2579.7916,4282.4934,-907.2580,-543.2101,1573.1697,4186.8376,-5106.3924,-6932.1354,6364.3516,-877.9650,206379.1550,175770.5635,185692.3882,192117.8124,183542.2998,187630.3234,187580.8519,188179.1109,-275895636.7557,-275909666.0906,-275896688.2112,-275882416.3330,188907.3725,-275877011.0992,-2461.9923,-1367.0782,-2411.6895,-4102.1662,-1925.2495,-5850.9575,-3162.8050,-3572.1894,3102.5412,3785.5977,4028.4904,1711.5238,-3033.8092,-2270.6280,-900.4156,-3304.8201,-6646.7024,-6774.5377,4692.4210,1352.4818,-439.5021,-3813.3158,6365.0832,239.6666,16.2204,-966.2746,-6637.5816,80.5230,-6779.1035,-4531.5778,-2397.7840,3914.3270,4117.8553,-4829.1730,-557.5079,-382.5073,-3207.8817,1564.6787,-5045.1321,4184.8090,-2465.6311,-5308.1661,-4247.0139,-3586.6839,-935.4697,3378.0408,-2826.8707,2932.6559,-3553.3700,3612.9563,2390.8641,-4708.5385,-4735.1794,-3385.1003,-4230.1224,296.7620,-5238.7734,947.2337,-4749.9599,-6809.4245,1003.3251,-5812.2980,-29.9629,102.0048,1186.1172,1026.0988,-730.4583,-6633.7327,3507.0857,-3613.0659,5401.0603,-3680.8734,4254.4808,403.5311,-3707.1768,3081.8347,3720.4296,3875.9039,4593.7126,1838.7921,5270.8874,2436.3698,2897.7895,6891.8086,4157.4362,-2128.1677,1811.2166,2281.2298,4839.1863,5294.2841,3496.0374,-1380.3531,-6552.2661,1065.3489,-6746.4342,-4576.2814,-1925.2437,280.5117,379.2469,4957.3333,-318851.9866,-337739.8995,-318693.5265,-320165.0912,-319121.7603,-318974.9242,-327358.0264,-324108.9021,165324039.1036,165318842.5581,165336642.7854,165326571.0615,-323652.1238,165332322.1292,-4313.3105,5531.4435,2827.9526,4824.8019,-4526.5664,3360.8269,-4896.5030,-5068.3644,-305.0754,829.2853,1865.7613,-1886.1730,4281.7786,6423.0863,-3492.4412,2530.0372,-1122.6047,316.8682,4687.6524,4706.5935,550.0044,-3947.4298,-1596.8386,5236.2243,5521.9211,-4264.7226,-758.4118,-4687.7206,162.9000,-5001.5864,-5505.6185,-160.8703,3366.8667,4856.4168,-6306.0935,-4017.4647,-5387.9925,1678.6853,-4740.0234,-435.0946,-4188.8846,1786.7878,5167.4951,5316.1600,1749.8566,-1643.1729,3036.8184,-2976.0042,1187.8986,5309.2984,-6446.4109,4727.6843,-3290.5963,5146.3368,-4646.4461,-1396.0430,3953.4131,4244.3233,-4959.5373,1127.9631,6060.5991,1104.4250,3763.6186,1508.8986,-3462.0501,-4804.4996,-5372.4797,-231.2660,-5392.3369,5308.1746,-2724.8185,-3306.6047,-4976.6333,5259.4492,3368.9500,-5190.9502,-3769.7908,-5545.1746,-2484.6070,-2871.5673,-4516.1319,-4384.8540,-1263.6507,-679.9517,-5226.5873,5533.4957,-4439.1142,3951.9984,2841.9585,-4371.2293,-5262.0660,-5263.2460,1294.7515,-6848.6677,185.6510,3098.9740,-4264.0867,-52.0852,2685.6415,-4613.7638,150744.8021,146478.2469,144828.3295,152016.4340,151389.7407,141085.2180,138907.6388,144929.8966,-137969361.0354,-137994192.8790,-137958096.3126,-137973417.0024,146503.2224,-137967998.3274,
7200.000,6663.0538,5062.2663,4236.5629,4424.7325,6613.4116,3242.5994,3204.2139,4611.3460,-6146.5828,3845.1977,3751.9551,5080.0645,-399.8466,3114.5947,-6285.7115,-4782.5038,-128.2007,3341.2554,190.1651,-3347.0232,5249.6783,-186.2606,-358.8942,2553.4725,-4459.3395,2971.1630,1866.0293,5086.9185,-783.2360,4687.7791,6050.7171,3559.7583,3037.1682,4097.4916,1292.0008,-6000.5323,5899.6582,3765.2029,1918.8162,3326.6244,6803.5550,5565.7524,2515.7672,-467.1317,-5738.6894,3625.3865,-5131.5949,-4921.6899,-3507.4197,439.7989,2064.0796,86.4564,-2289.9374,4665.8793,1426.4503,4815.7357,4365.3881,-4097.6049,4165.6540,2727.8367,-734.9309,-674.8792,-6430.4991,-6164.8585,-6593.4809,1817.3166,-4760.5569,3752.3873,-6007.3423,-445.6115,-4781.6832,-1010.4360,-2057.2331,-5608.3955,5076.3342,1583.2062,2936.6117,-2347.4567,1712.6088,-4192.7464,-1993.9983,-5158.3787,-5568.9601,-1788.2417,-5225.5209,5282.2457,-6889.3168,5322.5555,-4954.0164,-4439.5628,-2074.8768,-4351.4782,2767.8779,5432.2192,403.2831,-2595.4797,3659.3322,5556.8419,-3808.9151,-3620.8236,279344.8585,254926.4828,262431.8965,267914.8175,258795.2429,262502.2202,263434.6031,264871.4230,-309284723.0542,-309293271.7119,-309289548.6519,-309264850.9355,264419.3367,-309266960.6998,-654.0452,-2589.8893,-890.1313,215.7577,2152.8469,5967.4417,6161.4221,-526.6439,-624.9974,-5084.0732,-5551.0189,-4036.7488,5444.7394,3092.2079,2794.6629,4669.6470,6255.4361,5205.3487,-6828.0242,2894.8410,-1371.0314,4159.4510,-4873.3068,-4141.0177,3931.2831,-3011.3585,4287.1081,-3779.4751,5053.7136,4789.9108,-495.9419,-5025.8201,-6241.2697,1804.7528,-3794.3448,3329.0378,-266.7976,-2986.3359,6546.6044,-5261.7759,-28.1884,3696.2253,4057.8360,6411.8922,3181.1115,-4614.3261,4474.2563,1060.3957,5163.0301,-6422.1315,2146.8035,6817.4839,6292.9589,-565.6164,5870.0773,-2693.6611,5368.1487,3563.9643,1835.6486,5872.6621,-3389.6033,6171.6106,2209.6653,1409.3588,1732.8696,-4042.8540,4220.5907,4647.1154,-992.3764,6423.2893,-4236.6654,4075.9522,-4077.4996,3219.7309,-165.8643,-6360.3793,-5971.0885,-5282.6945,-3042.8906,1209.0521,-1309.9677,1622.0189,84.2821,-6055.8209,-3934.5063,-1539.7072,-53.7134,-4442.4181,-612.1697,-3068.3766,-4760.8036,4834.0895,4998.9747,-351.6003,5557.4093,6423.5816,-2037.5012,-2454.6239,2158.3366,-4692.1630,-256547.9669,-282406.1794,-260482.5132,-263616.1423,-262181.0755,-261782.9464,-268950.0380,-265704.5081,88246946.7975,88236434.2972,88253559.4705,88249294.5118,-266256.3694,88256028.3844,1332.3130,-3951.4336,-5407.0564,-5367.2340,-101.5860,1035.2944,19.0228,5126.3263,-3164.0591,2733.8806,1791.3695,-2136.8899,-4106.8659,-5397.1593,-736.7822,1792.5392,-3046.4192,3137.5171,-1168.0584,-5288.6940,-4332.6210,5528.5866,4904.1485,-4932.4245,-3553.3537,5379.4067,4832.0948,2811.8140,-4715.9000,1747.3834,3308.3499,-3233.0296,-3.0203,-5284.2980,5671.0259,1018.7467,3233.8842,-4988.4653,1233.8985,-3068.4527,1352.6323,1865.6361,-5034.5432,-2570.9904,2071.4077,-3321.5729,1235.8071,4683.7236,2751.0472,-2549.5612,6262.7578,-1196.8772,-1338.5416,-5134.3003,3170.9271,4197.5798,63.0716,-4140.5838,5211.9873,2483.0395,-6031.5161,2822.4164,664.9852,2800.0172,-277.6249,5316.0274,2778.2442,3525.1519,2881.4090,-2545.9220,-2228.5313,5491.5087,5198.8001,-2200.9018,-4732.3021,1961.0486,-1073.0136,3794.1773,6004.0599,5384.2320,6524.2535,4339.3405,4131.1822,-2878.6563,2254.6053,-4264.1159,638.3813,8.4297,-4651.2302,4352.5919,4410.4396,2351.0661,3564.8195,4302.0217,-4127.1344,371.6390,5499.2099,-3353.6716,-5367.8601,3367.9999,149469.9414,145281.9125,144796.5452,148666.5359,151761.6264,143057.7221,136533.2219,147105.1688,-137944097.2897,-137967250.3187,-137933326.5397,-137948991.7843,145461.1830,-137939692.2795,
