sl_20_86400_20241204 Coordinates.csv
2024/12/04 07:47:00.0000 UTC

Generated: Tue Oct  8 16:56:53 2024,
Start: 2024/12/04 07:47:00.00, Stop: 2024/12/05 07:47:00.00,
TIME_UNITS,STARLINK-2725 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-31004 - X-Coordinate,STARLINK-1329 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-1556 - X-Coordinate,STARLINK-5674 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-2667 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-5163 - X-Coordinate,STARLINK-31423 - X-Coordinate,STARLINK-4114 - X-Coordinate,STARLINK-31552 - X-Coordinate,STARLINK-4615 - X-Coordinate,STARLINK-6261 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2725 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-31004 - Y-Coordinate,STARLINK-1329 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-1556 - Y-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-2667 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-5163 - Y-Coordinate,STARLINK-31423 - Y-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-31552 - Y-Coordinate,STARLINK-4615 - Y-Coordinate,STARLINK-6261 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2725 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-31004 - Z-Coordinate,STARLINK-1329 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-1556 - Z-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-2667 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-5163 - Z-Coordinate,STARLINK-31423 - Z-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-31552 - Z-Coordinate,STARLINK-4615 - Z-Coordinate,STARLINK-6261 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2588.5324,-3607.4828,4378.4756,5374.3222,2016.2405,3645.7169,5210.8609,-1888.7172,4106.3883,-4140.8707,-1390.8600,-2582.7102,-1119.3463,-4799.7672,-1339.9071,-5462.8208,-1752.5838,-751.4693,2492.0686,3697.7285,76794.1423,45108.3187,66056.1487,68890.7535,64386.7141,66354.8584,59141.5340,62356.1080,-52773796.4758,-52783026.0325,-52764896.7456,-52765445.1461,63556.1335,-52762200.2056,4648.6810,-3468.2487,-4455.6762,2481.3121,-5326.5709,-4503.9030,3599.9564,5065.4790,-4819.4722,-4047.0862,4210.4749,3332.6070,-6759.9988,-3914.6580,6267.9367,4039.5452,-4439.7513,4982.4664,5922.8103,5112.5302,327157.0615,345763.9204,343736.1187,338312.7115,345132.5193,341863.8752,337334.7630,339209.5878,-95763678.6866,-95768593.7371,-95762532.9464,-95772314.5603,338456.6241,-95779914.0030,-4436.3177,4625.6693,-3020.9483,-3589.5144,3919.5871,3760.5657,2818.5923,4085.5145,-2313.8275,-3812.3614,-5316.0558,-5489.3247,-240.2955,2871.2026,2592.1847,-615.2161,4993.6395,-4603.3197,2558.2278,2873.6587,-171763.2246,-174949.5515,-177002.1980,-168842.9211,-171349.7968,-182047.9481,-181316.0541,-173946.2126,42749694.3844,42777732.6861,42766984.9099,42757326.3371,-175103.2672,42754090.0173,
3600.000,-5165.1210,6320.9313,-2817.8924,-6808.1493,-508.5408,444.9387,-5115.4095,-2717.0130,-2150.6523,6474.1170,-2971.0642,-1229.9381,2671.7390,4152.6884,-1526.2896,2826.2725,4496.4976,-3375.4082,-3969.1676,-5708.6449,-7359.9501,-42161.6081,-18968.0806,-17942.8960,-22380.5931,-20155.5301,-26320.8941,-21349.8041,-26105141.1885,-26119835.0845,-26103359.1909,-26103144.5717,-22858.1657,-26093398.7619,-4563.7283,239.5650,6320.2389,-1103.6239,6897.5200,4134.7621,100.9101,-3252.3445,5778.4431,2390.5554,-4035.6683,-5251.0966,4597.2286,-222.8835,-4128.4420,-5306.7940,979.2240,-5447.3674,-5376.1130,-3880.2528,337342.3597,346782.8735,348414.3070,343096.8150,350738.4038,347978.4709,342635.4868,343423.6991,-106138527.3218,-106146599.4849,-106135338.4422,-106148892.4535,343768.0860,-106153637.6324,672.7125,-2559.1256,-503.4889,-583.1862,121.5170,-5525.4887,-4689.4142,-5286.9114,-2725.6050,628.2760,4762.5076,4325.0775,4317.5294,-5423.0004,-5340.5125,-3229.1622,-5165.3149,2329.5280,1783.6157,665.4842,-171463.6194,-174504.5387,-175496.4549,-169872.8652,-169061.4013,-179065.3086,-182556.1993,-175335.9331,42735519.0429,42765155.0965,42752534.0811,42740337.5571,-174491.9915,42742672.6784,
7200.000,5352.8256,-6190.7529,106.2276,5280.6939,-1283.8043,-4529.2782,4260.9470,6303.8289,-1908.8850,-6279.9211,5813.5578,3635.4841,-4250.8458,-2968.4049,4860.0857,1605.1431,-6338.7171,5432.1006,4200.8919,5698.0720,-91974.1102,-126968.5147,-103009.5722,-103830.9993,-107846.4426,-105943.7467,-110467.7139,-109608.4946,2332669.9789,2313354.8485,2326989.8401,2333673.3276,-107911.0380,2344032.3249,2669.2591,2476.3716,-5857.4646,-910.7236,-5418.2993,-3580.1227,-4005.6560,1171.8367,-3580.0825,0.6932,3531.6374,5865.7109,-273.5736,4702.3322,1298.3404,4739.2909,1811.8927,3762.5669,2211.4770,1038.2063,326164.4329,326107.3473,331060.2665,325989.9639,334242.4039,331499.3146,326752.6046,327223.6922,-109236936.7587,-109250526.5175,-109235240.2731,-109252870.8760,327361.7037,-109251043.7175,3480.7281,-1452.8244,3705.0497,4370.6629,-4110.7367,3793.6428,3722.0868,2199.7664,5371.0537,2920.5424,-1269.5517,-488.5585,-5375.2840,3958.5248,4739.7206,4626.8018,2077.3777,1679.9802,-5037.3086,-3822.9884,-171187.1380,-174043.6621,-173705.7716,-171837.9174,-167256.2332,-175148.4282,-183036.4474,-173209.5226,42721824.4491,42752312.6919,42737649.8066,42724116.6301,-173864.9694,42731272.8024,
10800.000,-4061.2808,2939.3280,3345.2049,-2064.7025,3666.3155,6402.6629,-2778.5072,-6165.2818,5808.9750,4070.8100,-5952.3860,-4328.7252,5244.3135,1498.3288,-6760.9803,-5502.5318,5670.5658,-5180.1365,-4074.4146,-4336.3046,-171692.8280,-204007.6909,-180730.4623,-185053.7003,-186465.4549,-185478.1318,-188252.0458,-184622.8150,30590950.2467,30568738.4913,30579020.8507,30595900.0911,-186229.3152,30601535.7752,1038.7689,-4343.5999,3866.4430,3710.3407,1968.0104,2585.5236,6333.2871,870.3838,600.1118,-3062.7830,-1804.3639,-3955.7290,-3540.4530,-6651.1064,836.1377,-3118.4104,-3220.4303,101.7133,2184.2658,2740.1756,293956.3313,285059.4587,292669.6512,288438.8013,296812.3219,291336.0769,290557.8567,290937.7244,-104851501.4605,-104872652.8486,-104854564.1637,-104871936.9885,290250.3959,-104864970.8368,-5516.3259,4351.3513,-4693.6124,-5468.7746,5517.7162,308.1426,-530.6896,2674.4535,-3368.7296,-4703.1721,-3037.8431,-3676.8821,2631.4558,404.8997,-1202.1494,-2561.4385,2290.9528,-4442.9590,5138.9284,4659.4204,-170934.9732,-173565.4283,-171942.0455,-174636.3195,-165920.6737,-171004.0002,-182826.4854,-173497.6428,42708759.2217,42739260.0452,42722527.2789,42709793.5712,-173222.2398,42719890.3969,
14400.000,2534.7185,1611.4187,-6157.8027,-931.7579,-5806.3621,-5454.2671,356.3895,2506.6154,-6329.3787,-1155.0443,4028.1171,4144.2155,-4243.6974,925.5999,5750.9153,6636.1115,-2286.2815,3483.4767,3720.4928,2491.3700,-241334.1130,-268482.4616,-247135.5623,-256517.7426,-253196.7874,-252740.1125,-254880.9372,-254250.4045,56734548.3172,56711918.9486,56718847.0049,56745803.9874,-252858.4987,56744193.6265,-4926.4007,5293.5643,-1440.1577,-6081.9765,1365.9943,-326.1861,-6247.4261,-3275.7949,1689.8200,5801.6405,-1424.9727,-72.3709,5016.8128,5066.0954,-2267.5550,648.4578,3888.9243,-4420.5517,-5457.6458,-5883.3685,242370.7365,226235.7293,235616.2140,234628.4939,240897.6021,230966.3487,236123.6298,233589.9735,-93287511.3884,-93317637.1166,-93297725.9332,-93308621.9022,234755.2299,-93300856.9897,4147.3073,-3995.1427,2844.0019,3161.0529,-3508.2244,-4238.7770,-3000.8316,-5375.8199,-1586.3121,3601.8046,5432.9709,5530.0455,1943.9408,-4492.2406,-3110.1305,-1449.4416,-5244.7010,3844.6049,-2063.6666,-2704.2928,-170708.7604,-173068.0622,-170505.7414,-173559.9139,-165061.5433,-172394.5856,-181953.4602,-172483.4691,42696432.3516,42726040.9388,42707325.9352,42697754.9996,-172563.8433,42708525.4697,
18000.000,-1169.6088,-4956.8565,6853.5268,2680.4479,6046.1697,2873.7886,2817.5969,1860.2283,2700.9850,-1372.3772,-1672.9971,-3822.2816,694.8633,-4098.3914,-2199.7623,-4609.7358,-2090.0330,-1149.9678,-2289.4832,-376.4656,-296205.7888,-316404.0435,-297935.8819,-309348.7737,-303791.4063,-302924.3323,-306126.1445,-302662.5615,78974401.3971,78954345.8481,78958175.6796,78990893.5256,-303575.8723,78983219.1031,6820.5181,-4646.1393,-800.8386,6285.7722,-3288.9489,-3068.0958,4234.8183,5354.4790,-3408.7077,-6784.8413,5011.4818,4194.9534,-4450.9724,-1496.9689,3621.3146,2503.7395,-4409.9301,6712.9108,6105.3331,6868.8903,174312.8407,153337.7891,163523.5489,165153.1151,170080.3198,159487.1961,166644.3699,165851.4657,-75341729.5758,-75381346.0962,-75360188.2806,-75359161.5503,164360.7498,-75355478.3750,-251.5020,615.8997,699.2516,1085.4351,-710.2118,5478.3703,4706.5341,3715.7081,5138.1450,-318.6073,-4471.8230,-3960.8880,-5171.9383,5246.3999,5458.5926,4350.9296,4889.3133,-369.5055,-2319.8780,-900.7091,-170510.4483,-172549.3360,-169605.3786,-170328.7797,-164711.7019,-175384.8265,-180408.4213,-171562.6601,42684906.1440,42712691.0685,42692180.6328,42688225.1823,-171889.8219,42697178.0286,
21600.000,-651.4976,5722.2737,-4974.2998,-3587.2623,-3524.7484,-381.6984,-5725.1305,-4280.7898,2344.3412,3320.2644,-171.9798,2976.5888,3815.3807,6273.7774,-1866.1251,1002.8419,5111.6912,-1676.7347,-708.3811,-2082.2611,-332391.2764,-344839.3842,-329868.3813,-341837.4077,-335036.7616,-334017.0362,-338577.5813,-335603.3437,95790003.6731,95775688.6493,95776656.1367,95807290.1989,-335157.9508,95798352.7535,-5741.2706,1853.5947,2945.3159,-3626.9678,3930.1290,6071.3223,-1565.9169,-5164.4590,4685.0195,5190.4007,-6880.4979,-6245.1850,3143.5820,-1637.4656,-4984.8381,-5440.5329,4414.3593,-5672.7761,-4455.9656,-5305.7778,93794.0065,70934.8298,81017.8248,84298.6869,88832.1314,79087.2051,86280.7410,81819.8490,-52247502.2352,-52296059.8509,-52273805.9621,-52258897.2068,83496.7367,-52262056.0486,-3822.9832,3206.7205,-3840.9306,-4681.3839,4461.8100,-3286.9485,-3594.6840,962.0598,-4244.1916,-3178.4495,709.5417,-97.2992,4740.9198,-2152.9774,-4421.8230,-3996.5925,-1487.8767,-3404.0147,5236.1379,3942.4445,-170341.6701,-172006.2909,-169301.6597,-167446.1718,-164940.4274,-177413.5505,-178144.3941,-171703.8921,42674192.1839,42699240.0122,42677210.4985,42681304.5485,-171200.2192,42685848.0812,
25200.000,3232.9001,-4391.7300,1476.6275,4323.2475,-769.8438,-1360.7825,6874.3831,4407.4804,-5234.2999,-4798.5561,1703.2093,-805.0327,-6550.5250,-5411.8030,4425.2852,2264.4030,-5626.7127,4540.2335,4401.3882,4679.7941,-346967.9686,-352092.1654,-340923.4219,-352557.6107,-344935.0398,-344437.9438,-349807.5502,-345707.4681,106033396.4334,106027770.9559,106025845.3424,106045282.1947,-345585.3357,106041788.0055,2618.1628,2411.9601,-4917.9069,-647.1575,-4191.1290,-6704.4344,-881.1118,1702.5967,-4229.4711,-1627.9131,5733.0676,5529.1364,-1761.2465,3299.9576,5282.0480,6404.5487,-2815.7999,2167.5511,2092.7190,2207.2090,5713.7397,-15826.5372,-6611.3937,-2292.2383,2178.2535,-6197.5877,-55.6931,-1191.7157,-25589981.9858,-25645826.4529,-25622312.2458,-25598209.3534,-2739.9741,-25605511.9522,5527.2684,-4635.2496,4654.9942,5356.5183,-5453.8225,-998.3337,299.8330,-4857.6672,-362.3494,4717.9273,3470.0202,4070.5271,-993.1801,-2552.1903,605.1185,619.6415,-2872.9301,4595.8553,-4914.8602,-4624.4274,-170200.9035,-171434.7511,-169491.2139,-165064.1048,-165876.7091,-178559.6311,-175067.6879,-169604.7694,42664250.5863,42685712.6774,42662525.9347,42676306.9606,-170495.0803,42674535.6353,
28800.000,-5724.0557,2077.2723,1962.2434,-4750.2722,4547.8580,2775.3157,-5451.2503,-3451.5158,4793.5973,5627.3341,-3542.5043,-2668.3885,5906.8804,1449.7328,-4866.9133,-4229.5044,4253.4015,-6198.8817,-6747.2932,-6395.7943,-338064.6335,-337806.8636,-330453.6776,-341052.8466,-332817.6232,-333552.0900,-338317.8039,-333632.7084,109007558.4739,109012959.3713,109007677.7777,109012534.4899,-334171.9597,109016521.6993,586.6683,-5968.2720,6090.0100,4229.5586,4236.4170,4307.3905,2894.3793,3297.4668,950.4824,-2206.8580,-2231.0211,-3195.6836,-226.3727,-3976.9276,-3373.7388,-4279.0943,-625.9941,1619.4557,-159.8843,948.1166,-84405.4539,-101545.7293,-93792.6948,-88870.9689,-84820.5108,-91460.1164,-86957.0583,-90274.0728,2802704.0713,2742219.8733,2767257.0522,2788050.2880,-88906.1929,2786302.5562,-3857.2274,2561.4223,-2684.7806,-2731.9253,3031.3411,4630.7679,3155.4948,4810.0008,4630.9374,-3393.8619,-5513.1505,-5529.4990,-3477.9227,5351.5982,3565.8550,3205.2086,5406.1084,-2345.6414,1516.8840,2504.3302,-170067.6434,-170828.3937,-169934.3121,-163165.5213,-167748.3662,-178946.0952,-171056.9875,-170803.7538,42654992.5797,42672130.3814,42648234.3728,42669142.4227,-169774.4518,42663240.6984,
